|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1552.94        2500.00        99.0683       0.835467       0.962715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9759       0.912181       0.111893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.81        2500.00        99.8090       0.170698       0.202765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        2500.00        99.3946       0.543427       0.619454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        2500.00        99.4002       0.538830       0.609302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.11        2500.00        99.3999       0.540479       0.596677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.55        2500.00        99.4142       0.526251       0.595034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.98        2500.00        99.4130       0.527411       0.596094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.41        2500.00        99.4163       0.528651       0.550036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.4179       0.527828       0.542550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.28        2500.00        99.2705       0.659505       0.700412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.71        2500.00        99.5880       0.371927       0.400814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.15        2500.00        99.4052       0.535585       0.592184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.58        2500.00        99.4649       0.489216       0.458872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.02        2500.00        99.4376       0.510986       0.513752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.45        2500.00        99.4483       0.501866       0.498499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.88        2500.00        99.4480       0.503108       0.489107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.4516       0.500195       0.481911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.75        2500.00        99.3582       0.583093       0.587436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.18        2500.00        99.5589       0.403892       0.372395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00        99.4585       0.496661       0.448524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.05        2500.00        99.4689       0.486687       0.443856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.48        2500.00        99.4669       0.490706       0.424204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00        99.4717       0.485738       0.425531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.35        2500.00        99.4739       0.484744       0.413091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.4779       0.481103       0.409888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.22        2500.00        99.4802       0.480715       0.391223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.65        2500.00        99.4911       0.471095       0.377855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.09        2500.00        99.4766       0.486514       0.369241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.52        2500.00        99.4886       0.474667       0.367321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.95        2500.00        99.4908       0.474392       0.347614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.39        2500.00        99.4805       0.485390       0.340627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.82        2500.00        98.4964        1.41113       0.924730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.8892       0.105726       0.509978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.69        2500.00       100.0000                 NaN  0.980224E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.12        2500.00        99.8059       0.181841       0.122201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.55        2500.00        99.9804       0.186658E-001  0.961707E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.99        2500.00        98.8600        1.07518       0.648668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00        99.5087       0.464449       0.268235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.85        2500.00        99.5118       0.461678       0.265060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.29        2500.00        99.2556       0.254868       0.420199E-001            NaN            NaN  0.320838       0.126654                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.9169       0.627614E-002  0.675944E-001            NaN            NaN  0.238341       0.770915                 NaN            NaN            NaN            NaN            NaN
  1487.16        2500.00        98.7694       0.611636E-002  0.758776E-001            NaN            NaN  0.874232       0.274386                 NaN            NaN            NaN            NaN            NaN
  1485.59        2500.00        99.0836                 NaN  0.493296E-001            NaN            NaN  0.637716       0.229337                 NaN            NaN            NaN            NaN            NaN
  1484.02        2500.00        98.9525                 NaN  0.693241E-001            NaN            NaN  0.754137       0.223989                 NaN            NaN            NaN            NaN            NaN
  1482.46        2500.00        98.9537                 NaN  0.616824E-001            NaN            NaN  0.244035       0.740604                 NaN            NaN            NaN            NaN            NaN
  1480.89        2500.00        98.9643       0.836561E-001  0.548981E-001            NaN            NaN  0.153315       0.743816                 NaN            NaN            NaN            NaN            NaN
  1479.32        2500.00        98.9732                 NaN  0.600215E-001            NaN            NaN  0.727077       0.239666                 NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00        98.9783       0.766720E-001  0.512661E-001            NaN            NaN  0.163491       0.730308                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9914                 NaN  0.581136E-001            NaN            NaN  0.235229       0.715234                 NaN            NaN            NaN            NaN            NaN
  1474.62        2500.00        98.9957                 NaN  0.540812E-001            NaN            NaN  0.706725       0.243491                 NaN            NaN            NaN            NaN            NaN
  1473.06        2500.00        99.0041                 NaN  0.526696E-001            NaN            NaN  0.243057       0.700165                 NaN            NaN            NaN            NaN            NaN
  1471.49        2500.00        99.0101                 NaN  0.514147E-001            NaN            NaN  0.695312       0.243135                 NaN            NaN            NaN            NaN            NaN
  1469.92        2500.00        99.0191                 NaN  0.498483E-001            NaN            NaN  0.688278       0.242798                 NaN            NaN            NaN            NaN            NaN
  1468.36        2500.00        99.0248                 NaN  0.487526E-001            NaN            NaN  0.242705       0.683725                 NaN            NaN            NaN            NaN            NaN
  1466.79        2500.00        99.0332                 NaN  0.469117E-001            NaN            NaN  0.677535       0.242347                 NaN            NaN            NaN            NaN            NaN
  1465.23        2500.00        99.0394                 NaN  0.459678E-001            NaN            NaN  0.673207       0.241387                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0461                 NaN  0.444471E-001            NaN            NaN  0.667686       0.241763                 NaN            NaN            NaN            NaN            NaN
  1462.09        2500.00        99.0521                 NaN  0.433626E-001            NaN            NaN  0.663438       0.241063                 NaN            NaN            NaN            NaN            NaN
  1460.53        2500.00        99.0590                 NaN  0.419622E-001            NaN            NaN  0.241061       0.657952                 NaN            NaN            NaN            NaN            NaN
  1458.96        2500.00        99.0649                 NaN  0.406792E-001            NaN            NaN  0.241323       0.653063                 NaN            NaN            NaN            NaN            NaN
  1457.39        2500.00        99.0540       0.775108E-001  0.304861E-001            NaN            NaN  0.172847       0.665123                 NaN            NaN            NaN            NaN            NaN
  1455.83        2500.00        99.0973                 NaN  0.429355E-001            NaN            NaN  0.639092       0.220693                 NaN            NaN            NaN            NaN            NaN
  1454.26        2500.00        99.0828                 NaN  0.365485E-001            NaN            NaN  0.240750       0.639886                 NaN            NaN            NaN            NaN            NaN
  1452.69        2500.00        99.3897                 NaN  0.240829E-001            NaN            NaN  0.159372       0.426821                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7880                 NaN  0.463252E-001            NaN            NaN  0.845658       0.319974                 NaN            NaN            NaN            NaN            NaN
  1449.56        2500.00        99.0979                 NaN  0.332614E-001            NaN            NaN  0.629059       0.239798                 NaN            NaN            NaN            NaN            NaN
  1447.99        2500.00        99.1025                 NaN  0.321412E-001            NaN            NaN  0.625458       0.239853                 NaN            NaN            NaN            NaN            NaN
  1446.43        2500.00        99.1072                 NaN  0.310471E-001            NaN            NaN  0.621284       0.240465                 NaN            NaN            NaN            NaN            NaN
  1444.86        2500.00        99.1102                 NaN  0.304917E-001            NaN            NaN  0.239423       0.619857                 NaN            NaN            NaN            NaN            NaN
  1443.30        2500.00        99.1174                 NaN  0.283475E-001            NaN            NaN  0.613724       0.240531                 NaN            NaN            NaN            NaN            NaN
  1441.73        2500.00        99.1203                 NaN  0.275993E-001            NaN            NaN  0.612240       0.239883                 NaN            NaN            NaN            NaN            NaN
  1440.16        2500.00        99.1241                 NaN  0.264427E-001            NaN            NaN  0.239553       0.609859                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4897                 NaN  0.139095                 NaN            NaN  0.356272       0.676296                 NaN  0.338666                 NaN            NaN            NaN
  1437.03        2500.00        97.5429                 NaN  0.313506                 NaN            NaN  0.520598       0.774338                 NaN  0.848682                 NaN            NaN            NaN
  1435.46        2500.00        97.5904                 NaN  0.312393                 NaN            NaN  0.761709       0.502651                 NaN  0.832836                 NaN            NaN            NaN
  1433.90        2500.00        97.6334                 NaN  0.312234                 NaN            NaN  0.750198       0.485010                 NaN  0.819186                 NaN            NaN            NaN
  1432.33        2500.00        97.6657                 NaN  0.313598                 NaN            NaN  0.467286       0.742934                 NaN  0.810468                 NaN            NaN            NaN
  1430.76        2500.00        97.7498                 NaN  0.305976                 NaN            NaN  0.443632       0.721748                 NaN  0.778883                 NaN            NaN            NaN
  1429.20        2500.00        97.8353                 NaN  0.304110                 NaN            NaN  0.688286       0.419684                 NaN  0.752641                 NaN            NaN            NaN
  1427.63        2500.00        97.7294                 NaN  0.308417                 NaN            NaN  0.444200       0.733050                 NaN  0.784909                 NaN            NaN            NaN
  1426.07        2500.00        97.8369                 NaN  0.319565                 NaN            NaN  0.705475       0.383769                 NaN  0.754294                 NaN            NaN            NaN
  1424.50        2500.00        97.8779                 NaN  0.309024                 NaN            NaN  0.381245       0.692928                 NaN  0.738890                 NaN            NaN            NaN
  1422.93        2500.00        97.9147                 NaN  0.308606                 NaN            NaN  0.684171       0.365975                 NaN  0.726552                 NaN            NaN            NaN
  1421.37        2500.00        97.9494                 NaN  0.308570                 NaN            NaN  0.350782       0.675890                 NaN  0.715378                 NaN            NaN            NaN
  1419.80        2500.00        97.9840                 NaN  0.308006                 NaN            NaN  0.336355       0.667946                 NaN  0.703741                 NaN            NaN            NaN
  1418.23        2500.00        98.0155                 NaN  0.308332                 NaN            NaN  0.321991       0.660574                 NaN  0.693642                 NaN            NaN            NaN
  1416.67        2500.00        98.0503                 NaN  0.307408                 NaN            NaN  0.308193       0.652352                 NaN  0.681757                 NaN            NaN            NaN
  1415.10        2500.00        98.0799                 NaN  0.307757                 NaN            NaN  0.645867       0.294400                 NaN  0.672108                 NaN            NaN            NaN
  1413.53        2500.00        98.1103                 NaN  0.307645                 NaN            NaN  0.638465       0.281424                 NaN  0.662136                 NaN            NaN            NaN
  1411.97        2500.00        98.1316                 NaN  0.309597                 NaN            NaN  0.270505       0.631893                 NaN  0.656439                 NaN            NaN            NaN
  1410.40        2500.00        98.1812                 NaN  0.304867                 NaN            NaN  0.254942       0.621291                 NaN  0.637740                 NaN            NaN            NaN
  1408.83        2500.00        98.1960                 NaN  0.307477                 NaN            NaN  0.619504       0.243403                 NaN  0.633663                 NaN            NaN            NaN
  1407.27        2500.00        98.2246                 NaN  0.307041                 NaN            NaN  0.232045       0.612375                 NaN  0.623987                 NaN            NaN            NaN
  1405.70        2500.00        98.2488                 NaN  0.307393                 NaN            NaN  0.607601       0.220086                 NaN  0.616080                 NaN            NaN            NaN
  1404.14        2500.00        98.2757                 NaN  0.307209                 NaN            NaN  0.601467       0.208565                 NaN  0.607024                 NaN            NaN            NaN
  1402.57        2500.00        98.3019                 NaN  0.306742                 NaN            NaN  0.197689       0.595364                 NaN  0.598284                 NaN            NaN            NaN
  1401.00        2500.00        98.3261                 NaN  0.306845                 NaN            NaN  0.589959       0.186841                 NaN  0.590205                 NaN            NaN            NaN
  1399.44        2500.00        98.3494                 NaN  0.306987                 NaN            NaN  0.176198       0.584982                 NaN  0.582432                 NaN            NaN            NaN
  1397.87        2500.00        98.3731                 NaN  0.306583                 NaN            NaN  0.579581       0.166386                 NaN  0.574388                 NaN            NaN            NaN
  1396.30        2500.00        98.3945                 NaN  0.307761                 NaN            NaN  0.154728       0.575445                 NaN  0.567546                 NaN            NaN            NaN
  1394.74        2500.00        98.4184                 NaN  0.305286                 NaN            NaN  0.570148       0.147296                 NaN  0.558831                 NaN            NaN            NaN
  1393.17        2500.00        98.4395                 NaN  0.306037                 NaN            NaN  0.565711       0.136634                 NaN  0.552093                 NaN            NaN            NaN
  1391.60        2500.00        98.4622                 NaN  0.305698                 NaN            NaN  0.127603       0.560015                 NaN  0.544437                 NaN            NaN            NaN
  1390.04        2500.00        98.4823                 NaN  0.305455                 NaN            NaN  0.118557       0.556057                 NaN  0.537583                 NaN            NaN            NaN
  1388.47        2500.00        98.5019                 NaN  0.305450                 NaN            NaN  0.551774       0.109905                 NaN  0.531011                 NaN            NaN            NaN
  1386.90        2500.00        98.5214                 NaN  0.305047                 NaN            NaN  0.101612       0.547599                 NaN  0.524348                 NaN            NaN            NaN
  1385.34        2500.00        98.5435                 NaN  0.303930                 NaN            NaN  0.542666       0.933399E-001            NaN  0.516602                 NaN            NaN            NaN
  1383.77        2500.00        98.5607                 NaN  0.303866                 NaN            NaN  0.539307       0.853725E-001            NaN  0.510767                 NaN            NaN            NaN
  1382.21        2500.00        98.5788                 NaN  0.303340                 NaN            NaN  0.781277E-001  0.535257                 NaN  0.504447                 NaN            NaN            NaN
  1380.64        2500.00        98.5975                 NaN  0.302703                 NaN            NaN  0.709046E-001  0.530884                 NaN  0.497993                 NaN            NaN            NaN
  1379.07        2500.00        98.6151                 NaN  0.302121                 NaN            NaN  0.527361       0.634502E-001            NaN  0.491935                 NaN            NaN            NaN
  1377.51        2500.00        98.6322                 NaN  0.301268                 NaN            NaN  0.524163       0.563900E-001            NaN  0.485949                 NaN            NaN            NaN
  1375.94        2500.00        98.6506                 NaN  0.300400                 NaN            NaN  0.519007       0.504913E-001            NaN  0.479463                 NaN            NaN            NaN
  1374.37        2500.00        98.6660                 NaN  0.299499                 NaN            NaN  0.443025E-001  0.516241                 NaN  0.473936                 NaN            NaN            NaN
  1372.81        2500.00        98.6829                 NaN  0.298704                 NaN            NaN  0.378687E-001  0.512430                 NaN  0.468089                 NaN            NaN            NaN
  1371.24        2500.00        98.6990                 NaN  0.297669                 NaN            NaN  0.508531       0.324271E-001            NaN  0.462359                 NaN            NaN            NaN
  1369.67        2500.00        98.7091                 NaN  0.297271                 NaN            NaN  0.282972E-001  0.506633                 NaN  0.458656                 NaN            NaN            NaN
  1368.11        2500.00        98.7333                 NaN  0.294227                 NaN            NaN  0.500630       0.221169E-001            NaN  0.449758                 NaN            NaN            NaN
  1366.54        2500.00        98.7450                 NaN  0.294102                 NaN            NaN  0.170433E-001  0.497977                 NaN  0.445858                 NaN            NaN            NaN
  1364.97        2500.00        98.7607                 NaN  0.292161                 NaN            NaN  0.494243       0.128436E-001            NaN  0.440061                 NaN            NaN            NaN
  1363.41        2500.00        98.7743                 NaN  0.290998                 NaN            NaN  0.491463       0.808432E-002            NaN  0.435134                 NaN            NaN            NaN
  1361.84        2500.00        98.7886                 NaN  0.289304                 NaN            NaN  0.423301E-002  0.488056                 NaN  0.429820                 NaN            NaN            NaN
  1360.28        2500.00        98.8027                 NaN  0.287738                 NaN            NaN  0.484871                 NaN            NaN  0.424712                 NaN            NaN            NaN
  1358.71        2500.00        98.8172                 NaN  0.284984                 NaN            NaN  0.478657                 NaN            NaN  0.419204                 NaN            NaN            NaN
  1357.14        2500.00        98.8256                 NaN  0.275021                 NaN            NaN  0.465265       0.200393E-001            NaN  0.414031                 NaN            NaN            NaN
  1355.58        2500.00        98.8379                 NaN  0.285389                 NaN            NaN  0.464568                 NaN            NaN  0.412188                 NaN            NaN            NaN
  1354.01        2500.00        98.8513                 NaN  0.257327                 NaN            NaN  0.473498E-001  0.442915                 NaN  0.401063                 NaN            NaN            NaN
  1352.44        2500.00        98.8660                 NaN  0.270302                 NaN            NaN  0.847149E-002  0.455994                 NaN  0.399206                 NaN            NaN            NaN
  1350.88        2500.00        98.8794                 NaN  0.271073                 NaN            NaN  0.454797                 NaN            NaN  0.394687                 NaN            NaN            NaN
  1349.31        2500.00        98.8906                 NaN  0.266964                 NaN            NaN  0.452545                 NaN            NaN  0.389872                 NaN            NaN            NaN
  1347.74        2500.00        98.9035                 NaN  0.265176                 NaN            NaN  0.446151                 NaN            NaN  0.385155                 NaN            NaN            NaN
  1346.18        2500.00        98.9149                 NaN  0.261969                 NaN            NaN  0.442498                 NaN            NaN  0.380608                 NaN            NaN            NaN
  1344.61        2500.00        98.9275                 NaN  0.261921                 NaN            NaN  0.433977                 NaN            NaN  0.376640                 NaN            NaN            NaN
  1343.05        2500.00        98.9387                 NaN  0.255363                 NaN            NaN  0.435040                 NaN            NaN  0.370873                 NaN            NaN            NaN
  1341.48        2500.00        98.9475                 NaN  0.252238                 NaN            NaN  0.433021                 NaN            NaN  0.367207                 NaN            NaN            NaN
  1339.91        2500.00        98.9599                 NaN  0.251124                 NaN            NaN  0.426300                 NaN            NaN  0.362647                 NaN            NaN            NaN
  1338.35        2500.00        98.9692                 NaN  0.249259                 NaN            NaN  0.422277                 NaN            NaN  0.359301                 NaN            NaN            NaN
  1336.78        2500.00        98.9759                 NaN  0.230173                 NaN            NaN  0.388035E-001  0.401930                 NaN  0.353145                 NaN            NaN            NaN
  1335.21        2500.00        98.9944                 NaN  0.241963                 NaN            NaN  0.414999                 NaN            NaN  0.348609                 NaN            NaN            NaN
  1333.65        2500.00        99.0018                 NaN  0.239165                 NaN            NaN  0.413006                 NaN            NaN  0.346002                 NaN            NaN            NaN
  1332.08        2500.00        99.0127                 NaN  0.236740                 NaN            NaN  0.409025                 NaN            NaN  0.341583                 NaN            NaN            NaN
  1330.51        2500.00        98.9111                 NaN  0.297248                 NaN            NaN  0.393303                 NaN            NaN  0.398391                 NaN            NaN            NaN
  1328.95        2500.00        99.1364                 NaN  0.188680                 NaN            NaN  0.396479                 NaN            NaN  0.278489                 NaN            NaN            NaN
  1327.38        2500.00        99.0409                 NaN  0.228160                 NaN            NaN  0.400842                 NaN            NaN  0.330147                 NaN            NaN            NaN
  1325.81        2500.00        99.0509                 NaN  0.225469                 NaN            NaN  0.397246                 NaN            NaN  0.326420                 NaN            NaN            NaN
  1324.25        2500.00        99.0620                 NaN  0.221650                 NaN            NaN  0.394345                 NaN            NaN  0.321998                 NaN            NaN            NaN
  1322.68        2500.00        99.0698                 NaN  0.218415                 NaN            NaN  0.393306                 NaN            NaN  0.318440                 NaN            NaN            NaN
  1321.12        2500.00        99.0795                 NaN  0.216050                 NaN            NaN  0.389681                 NaN            NaN  0.314795                 NaN            NaN            NaN
  1319.55        2500.00        99.0880                 NaN  0.215924                 NaN            NaN  0.384121                 NaN            NaN  0.311994                 NaN            NaN            NaN
  1317.98        2500.00        99.0977                 NaN  0.210415                 NaN            NaN  0.384477                 NaN            NaN  0.307414                 NaN            NaN            NaN
  1316.42        2500.00        99.1045                 NaN  0.207513                 NaN            NaN  0.383267                 NaN            NaN  0.304735                 NaN            NaN            NaN
  1314.85        2500.00        99.1152                 NaN  0.204370                 NaN            NaN  0.379977                 NaN            NaN  0.300465                 NaN            NaN            NaN
  1313.28        2500.00        99.1229                 NaN  0.201773                 NaN            NaN  0.377866                 NaN            NaN  0.297417                 NaN            NaN            NaN
  1311.72        2500.00        99.0977                 NaN  0.174238       0.252672E-001            NaN  0.403960                 NaN            NaN  0.298842                 NaN            NaN            NaN
  1310.15        2500.00        99.0244                 NaN  0.118787       0.882529E-001            NaN  0.459721                 NaN            NaN  0.308874                 NaN            NaN            NaN
  1308.58        2500.00        99.0414                 NaN  0.105819       0.873143E-001            NaN  0.464509                 NaN            NaN  0.300943                 NaN            NaN            NaN
  1307.02        2500.00        99.0540                 NaN  0.106175       0.853077E-001            NaN  0.456332       0.117291E-003            NaN  0.298108                 NaN            NaN            NaN
