|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.25/K22/K22_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1554.30        500.000        99.0616                 NaN  0.936510       0.190365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000        99.3623                 NaN  0.637674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        500.000        99.3661                 NaN  0.633875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.3721                 NaN  0.614239       0.136714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        500.000        99.3744                 NaN  0.625628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.3827                 NaN  0.617340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        500.000        99.3882                 NaN  0.611141       0.683741E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.3928                 NaN  0.607250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        500.000        99.3959                 NaN  0.604058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.4047                 NaN  0.587361       0.790354E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.4123                 NaN  0.562807       0.248945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.4120                 NaN  0.588019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.4216                 NaN  0.566522       0.118381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.4206                 NaN  0.579430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.3199                 NaN  0.560819       0.119275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.8129                 NaN  0.187137       0.890923E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.1841                 NaN  0.815919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        99.4420                 NaN  0.557966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.4439                 NaN  0.556063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.4489                 NaN  0.551086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.4519                 NaN  0.548091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.4575                 NaN  0.542339       0.149819E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.3838                 NaN  0.616227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.7331                 NaN  0.266867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.2802                 NaN  0.719844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.4730                 NaN  0.527023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.3769                 NaN  0.623117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.6857                 NaN  0.314317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.7749                 NaN  0.225103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.0883                 NaN  0.911748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.4495                 NaN  0.550508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.5567                 NaN  0.443280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.4799                 NaN  0.520074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.4402                 NaN  0.247972                 NaN            NaN  0.311834                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.3889                 NaN  0.157085                 NaN            NaN  0.454024                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.3846                 NaN  0.441226E-001            NaN            NaN  0.571253                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.3827                 NaN            NaN            NaN            NaN  0.617345                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.3866                 NaN            NaN            NaN            NaN  0.613366                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.3863                 NaN            NaN            NaN            NaN  0.613693                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.3910                 NaN  0.730862E-001            NaN            NaN  0.535937                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.3879                 NaN            NaN            NaN            NaN  0.612068                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        99.3875                 NaN            NaN            NaN            NaN  0.612541                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        99.3884                 NaN            NaN            NaN            NaN  0.611555                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.3870                 NaN            NaN            NaN            NaN  0.612987                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.3888                 NaN            NaN            NaN            NaN  0.611247                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.3813                 NaN            NaN            NaN            NaN  0.618671                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.3860                 NaN            NaN            NaN            NaN  0.614011                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.3815                 NaN            NaN            NaN            NaN  0.618519                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.3663                 NaN            NaN            NaN            NaN  0.138820E-001  0.619810                 NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.0422                 NaN            NaN            NaN            NaN  0.504290       0.453539                 NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        98.9851                 NaN            NaN            NaN            NaN  0.600694       0.414222                 NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        98.9968                 NaN            NaN            NaN            NaN  0.408328       0.594912                 NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        99.0090                 NaN            NaN            NaN            NaN  0.402756       0.588293                 NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        99.0162                 NaN            NaN            NaN            NaN  0.400029       0.583773                 NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.0359                 NaN            NaN            NaN            NaN  0.391025       0.573079                 NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        99.0441                 NaN            NaN            NaN            NaN  0.387180       0.568673                 NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        99.0541                 NaN            NaN            NaN            NaN  0.382818       0.563065                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0672                 NaN            NaN            NaN            NaN  0.556666       0.376136                 NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        99.0768                 NaN            NaN            NaN            NaN  0.371850       0.551383                 NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        99.0874                 NaN            NaN            NaN            NaN  0.545364       0.367189                 NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        99.0961                 NaN            NaN            NaN            NaN  0.362774       0.541083                 NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        99.1090                 NaN            NaN            NaN            NaN  0.533493       0.357476                 NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        99.1183                 NaN            NaN            NaN            NaN  0.352830       0.528841                 NaN            NaN            NaN            NaN            NaN
  1459.66        500.000        99.1284                 NaN            NaN            NaN            NaN  0.348760       0.522793                 NaN            NaN            NaN            NaN            NaN
  1458.16        500.000        99.1375                 NaN            NaN            NaN            NaN  0.344079       0.518435                 NaN            NaN            NaN            NaN            NaN
  1456.66        500.000        99.1469                 NaN            NaN            NaN            NaN  0.513326       0.339787                 NaN            NaN            NaN            NaN            NaN
  1455.15        500.000        99.1563                 NaN            NaN            NaN            NaN  0.508324       0.335374                 NaN            NaN            NaN            NaN            NaN
  1453.65        500.000        99.1667                 NaN            NaN            NaN            NaN  0.331256       0.502088                 NaN            NaN            NaN            NaN            NaN
  1452.15        500.000        99.1685                 NaN            NaN            NaN            NaN  0.329824       0.501687                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        99.1881                 NaN            NaN            NaN            NaN  0.489745       0.322108                 NaN            NaN            NaN            NaN            NaN
  1449.14        500.000        99.1915                 NaN            NaN            NaN            NaN  0.319689       0.488851                 NaN            NaN            NaN            NaN            NaN
  1447.64        500.000        99.2022                 NaN            NaN            NaN            NaN  0.483209       0.314604                 NaN            NaN            NaN            NaN            NaN
  1446.14        500.000        99.2086                 NaN            NaN            NaN            NaN  0.311618       0.479777                 NaN            NaN            NaN            NaN            NaN
  1444.64        500.000        99.2184                 NaN            NaN            NaN            NaN  0.307251       0.474346                 NaN            NaN            NaN            NaN            NaN
  1443.14        500.000        98.9161                 NaN            NaN            NaN            NaN  0.429181       0.514991                 NaN  0.139684                 NaN            NaN            NaN
  1441.63        500.000        97.3536                 NaN            NaN            NaN            NaN  0.732969        1.05840                 NaN  0.855025                 NaN            NaN            NaN
  1440.13        500.000        97.4245                 NaN            NaN            NaN            NaN   1.02867       0.713433                 NaN  0.833391                 NaN            NaN            NaN
  1438.63        500.000        97.4949                 NaN            NaN            NaN            NaN  0.694112       0.999640                 NaN  0.811335                 NaN            NaN            NaN
  1437.13        500.000        97.5619                 NaN            NaN            NaN            NaN  0.971893       0.675778                 NaN  0.790458                 NaN            NaN            NaN
  1435.63        500.000        97.6256                 NaN            NaN            NaN            NaN  0.945309       0.658633                 NaN  0.770434                 NaN            NaN            NaN
  1434.12        500.000        97.6853                 NaN            NaN            NaN            NaN  0.920484       0.642536                 NaN  0.751692                 NaN            NaN            NaN
  1432.62        500.000        97.7471                 NaN            NaN            NaN            NaN  0.895508       0.625040                 NaN  0.732347                 NaN            NaN            NaN
  1431.12        500.000        97.8024                 NaN            NaN            NaN            NaN  0.609773       0.872753                 NaN  0.715124                 NaN            NaN            NaN
  1429.62        500.000        97.8559                 NaN            NaN            NaN            NaN  0.850803       0.595114                 NaN  0.698212                 NaN            NaN            NaN
  1428.11        500.000        97.9079                 NaN            NaN            NaN            NaN  0.580705       0.829584                 NaN  0.681814                 NaN            NaN            NaN
  1426.61        500.000        97.9589                 NaN            NaN            NaN            NaN  0.808858       0.566457                 NaN  0.665742                 NaN            NaN            NaN
  1425.11        500.000        98.0036                 NaN            NaN            NaN            NaN  0.554279       0.790381                 NaN  0.651711                 NaN            NaN            NaN
  1423.61        500.000        98.0530                 NaN            NaN            NaN            NaN  0.770566       0.540483                 NaN  0.635981                 NaN            NaN            NaN
  1422.11        500.000        98.0978                 NaN            NaN            NaN            NaN  0.752045       0.528347                 NaN  0.621847                 NaN            NaN            NaN
  1420.60        500.000        98.1394                 NaN            NaN            NaN            NaN  0.735745       0.516367                 NaN  0.608527                 NaN            NaN            NaN
  1419.10        500.000        98.1823                 NaN            NaN            NaN            NaN  0.503863       0.718795                 NaN  0.595047                 NaN            NaN            NaN
  1417.60        500.000        98.2215                 NaN            NaN            NaN            NaN  0.493165       0.702828                 NaN  0.582526                 NaN            NaN            NaN
  1416.10        500.000        98.2594                 NaN            NaN            NaN            NaN  0.482641       0.687425                 NaN  0.570514                 NaN            NaN            NaN
  1414.59        500.000        98.2962                 NaN            NaN            NaN            NaN  0.672698       0.472357                 NaN  0.558756                 NaN            NaN            NaN
  1413.09        500.000        98.3310                 NaN            NaN            NaN            NaN  0.462509       0.658870                 NaN  0.547604                 NaN            NaN            NaN
  1411.59        500.000        98.3663                 NaN            NaN            NaN            NaN  0.452424       0.644885                 NaN  0.536387                 NaN            NaN            NaN
  1410.09        500.000        98.3999                 NaN            NaN            NaN            NaN  0.631484       0.443114                 NaN  0.525535                 NaN            NaN            NaN
  1408.59        500.000        98.4321                 NaN            NaN            NaN            NaN  0.433433       0.619126                 NaN  0.515345                 NaN            NaN            NaN
  1407.08        500.000        98.4638                 NaN            NaN            NaN            NaN  0.606276       0.424802                 NaN  0.505128                 NaN            NaN            NaN
  1405.58        500.000        98.4938                 NaN            NaN            NaN            NaN  0.416488       0.594357                 NaN  0.495368                 NaN            NaN            NaN
  1404.08        500.000        98.5229                 NaN            NaN            NaN            NaN  0.408192       0.582870                 NaN  0.486004                 NaN            NaN            NaN
  1402.58        500.000        98.5507                 NaN            NaN            NaN            NaN  0.571998       0.400135                 NaN  0.477122                 NaN            NaN            NaN
  1401.08        500.000        98.5778                 NaN            NaN            NaN            NaN  0.561383       0.392480                 NaN  0.468372                 NaN            NaN            NaN
  1399.57        500.000        98.6050                 NaN            NaN            NaN            NaN  0.384979       0.550486                 NaN  0.459521                 NaN            NaN            NaN
  1398.07        500.000        98.6319                 NaN            NaN            NaN            NaN  0.540335       0.376972                 NaN  0.450822                 NaN            NaN            NaN
  1396.57        500.000        98.6555                 NaN            NaN            NaN            NaN  0.369928       0.531172                 NaN  0.443372                 NaN            NaN            NaN
  1395.07        500.000        98.6827                 NaN            NaN            NaN            NaN  0.362185       0.520816                 NaN  0.434308                 NaN            NaN            NaN
  1393.56        500.000        98.7051                 NaN            NaN            NaN            NaN  0.511962       0.355779                 NaN  0.427129                 NaN            NaN            NaN
  1392.06        500.000        98.7288                 NaN            NaN            NaN            NaN  0.349438       0.502504                 NaN  0.419249                 NaN            NaN            NaN
  1390.56        500.000        98.7513                 NaN            NaN            NaN            NaN  0.342180       0.494481                 NaN  0.412080                 NaN            NaN            NaN
  1389.06        500.000        98.7721                 NaN            NaN            NaN            NaN  0.336845       0.485814                 NaN  0.405222                 NaN            NaN            NaN
  1387.56        500.000        98.7944                 NaN            NaN            NaN            NaN  0.330031       0.477520                 NaN  0.398010                 NaN            NaN            NaN
  1386.05        500.000        98.8140                 NaN            NaN            NaN            NaN  0.324438       0.470003                 NaN  0.391530                 NaN            NaN            NaN
  1384.55        500.000        98.8346                 NaN            NaN            NaN            NaN  0.318229       0.462374                 NaN  0.384754                 NaN            NaN            NaN
  1383.05        500.000        98.8547                 NaN            NaN            NaN            NaN  0.312322       0.454673                 NaN  0.378338                 NaN            NaN            NaN
  1381.55        500.000        98.8737                 NaN            NaN            NaN            NaN  0.306783       0.447486                 NaN  0.371996                 NaN            NaN            NaN
  1380.05        500.000        98.8915                 NaN            NaN            NaN            NaN  0.440814       0.301547                 NaN  0.366118                 NaN            NaN            NaN
  1378.54        500.000        98.9080                 NaN            NaN            NaN            NaN  0.296763       0.434564                 NaN  0.360645                 NaN            NaN            NaN
  1377.04        500.000        98.9278                 NaN            NaN            NaN            NaN  0.427074       0.290840                 NaN  0.354279                 NaN            NaN            NaN
  1375.54        500.000        98.9445                 NaN            NaN            NaN            NaN  0.285925       0.420903                 NaN  0.348652                 NaN            NaN            NaN
  1374.04        500.000        98.9606                 NaN            NaN            NaN            NaN  0.281368       0.414724                 NaN  0.343281                 NaN            NaN            NaN
  1372.53        500.000        98.9776                 NaN            NaN            NaN            NaN  0.275688       0.408945                 NaN  0.337798                 NaN            NaN            NaN
  1371.03        500.000        98.9927                 NaN            NaN            NaN            NaN  0.402687       0.271967                 NaN  0.332678                 NaN            NaN            NaN
  1369.53        500.000        99.0093                 NaN            NaN            NaN            NaN  0.396384       0.267102                 NaN  0.327259                 NaN            NaN            NaN
  1368.03        500.000        99.0241                 NaN            NaN            NaN            NaN  0.262215       0.391352                 NaN  0.322295                 NaN            NaN            NaN
  1366.53        500.000        99.0386                 NaN            NaN            NaN            NaN  0.258288       0.385629                 NaN  0.317462                 NaN            NaN            NaN
  1365.02        500.000        99.0532                 NaN            NaN            NaN            NaN  0.253851       0.380288                 NaN  0.312637                 NaN            NaN            NaN
  1363.52        500.000        99.0673                 NaN            NaN            NaN            NaN  0.375099       0.249597                 NaN  0.307957                 NaN            NaN            NaN
  1362.02        500.000        99.0808                 NaN            NaN            NaN            NaN  0.370305       0.245462                 NaN  0.303415                 NaN            NaN            NaN
  1360.52        500.000        99.0944                 NaN            NaN            NaN            NaN  0.365281       0.241489                 NaN  0.298873                 NaN            NaN            NaN
  1359.02        500.000        99.1083                 NaN            NaN            NaN            NaN  0.360369       0.237005                 NaN  0.294325                 NaN            NaN            NaN
  1357.51        500.000        99.1205                 NaN            NaN            NaN            NaN  0.355935       0.233293                 NaN  0.290319                 NaN            NaN            NaN
  1356.01        500.000        99.1337                 NaN            NaN            NaN            NaN  0.350696       0.229763                 NaN  0.285885                 NaN            NaN            NaN
  1354.51        500.000        99.1456                 NaN            NaN            NaN            NaN  0.346792       0.225862                 NaN  0.281750                 NaN            NaN            NaN
  1353.01        500.000        99.1574                 NaN            NaN            NaN            NaN  0.341811       0.222715                 NaN  0.278025                 NaN            NaN            NaN
  1351.50        500.000        99.1713                 NaN            NaN            NaN            NaN  0.217951       0.337667                 NaN  0.273131                 NaN            NaN            NaN
  1350.00        500.000        99.1807                 NaN            NaN            NaN            NaN  0.334094       0.215135                 NaN  0.270085                 NaN            NaN            NaN
  1348.50        500.000        99.1919                 NaN            NaN            NaN            NaN  0.211771       0.330005                 NaN  0.266283                 NaN            NaN            NaN
  1347.00        500.000        99.2034                 NaN            NaN            NaN            NaN  0.208058       0.326117                 NaN  0.262459                 NaN            NaN            NaN
  1345.50        500.000        99.2140                 NaN            NaN            NaN            NaN  0.322054       0.205113                 NaN  0.258877                 NaN            NaN            NaN
  1343.99        500.000        99.2263                 NaN            NaN            NaN            NaN  0.317617       0.201368                 NaN  0.254694                 NaN            NaN            NaN
  1342.49        500.000        99.2349                 NaN            NaN            NaN            NaN  0.314472       0.198835                 NaN  0.251766                 NaN            NaN            NaN
  1340.99        500.000        99.2456                 NaN            NaN            NaN            NaN  0.195347       0.310884                 NaN  0.248216                 NaN            NaN            NaN
  1339.49        500.000        99.2543                 NaN            NaN            NaN            NaN  0.192668       0.307706                 NaN  0.245285                 NaN            NaN            NaN
  1337.98        500.000        99.2662                 NaN            NaN            NaN            NaN  0.303786       0.188733                 NaN  0.241259                 NaN            NaN            NaN
  1336.48        500.000        99.2752                 NaN            NaN            NaN            NaN  0.300536       0.186040                 NaN  0.238225                 NaN            NaN            NaN
  1334.98        500.000        99.2845                 NaN            NaN            NaN            NaN  0.183149       0.297234                 NaN  0.235133                 NaN            NaN            NaN
  1333.48        500.000        99.2934                 NaN            NaN            NaN            NaN  0.294466       0.179961                 NaN  0.232177                 NaN            NaN            NaN
  1331.98        500.000        99.3030                 NaN            NaN            NaN            NaN  0.177418       0.290731                 NaN  0.228819                 NaN            NaN            NaN
  1330.47        500.000        99.3115                 NaN            NaN            NaN            NaN  0.174928       0.287626                 NaN  0.225941                 NaN            NaN            NaN
  1328.97        500.000        99.3202                 NaN            NaN            NaN            NaN  0.284745       0.172031                 NaN  0.223053                 NaN            NaN            NaN
  1327.47        500.000        99.3286                 NaN            NaN            NaN            NaN  0.282286       0.168871                 NaN  0.220254                 NaN            NaN            NaN
  1325.97        500.000        99.3375                 NaN            NaN            NaN            NaN  0.166554       0.278776                 NaN  0.217162                 NaN            NaN            NaN
  1324.47        500.000        99.3451                 NaN            NaN            NaN            NaN  0.164253       0.276051                 NaN  0.214645                 NaN            NaN            NaN
  1322.96        500.000        99.3536                 NaN            NaN            NaN            NaN  0.161106       0.273534                 NaN  0.211721                 NaN            NaN            NaN
  1321.46        500.000        99.3612                 NaN            NaN            NaN            NaN  0.270668       0.158971                 NaN  0.209145                 NaN            NaN            NaN
  1319.96        500.000        99.3790                 NaN            NaN            NaN            NaN  0.187170       0.209414                 NaN  0.224428                 NaN            NaN            NaN
  1318.46        500.000        99.3675                 NaN            NaN            NaN            NaN  0.993606E-001  0.347479                 NaN  0.185638                 NaN            NaN            NaN
  1316.95        500.000        99.3842                 NaN            NaN            NaN            NaN  0.262883       0.151555                 NaN  0.201401                 NaN            NaN            NaN
  1315.45        500.000        99.3912                 NaN            NaN            NaN            NaN  0.260658       0.149131                 NaN  0.198982                 NaN            NaN            NaN
  1313.95        500.000        99.3756                 NaN            NaN            NaN            NaN  0.221825       0.197123                 NaN  0.205498                 NaN            NaN            NaN
  1312.45        500.000        99.4285                 NaN            NaN            NaN            NaN  0.927344E-001  0.293445                 NaN  0.185362                 NaN            NaN            NaN
  1310.95        500.000        99.4133                 NaN            NaN            NaN            NaN  0.142150       0.253211                 NaN  0.191341                 NaN            NaN            NaN
  1309.44        500.000        99.4194                 NaN            NaN            NaN            NaN  0.251252       0.139910                 NaN  0.189470                 NaN            NaN            NaN
  1307.94        500.000        99.4264                 NaN            NaN            NaN            NaN  0.249023       0.137574                 NaN  0.187025                 NaN            NaN            NaN
  1306.44        500.000        99.4327                 NaN            NaN            NaN            NaN  0.246923       0.135369                 NaN  0.184996                 NaN            NaN            NaN
  1304.94        500.000        99.4659                 NaN            NaN            NaN            NaN  0.339710                 NaN            NaN  0.194367                 NaN            NaN            NaN
  1303.44        500.000        99.4650                 NaN            NaN            NaN            NaN  0.297352       0.299557E-001            NaN  0.207732                 NaN            NaN            NaN
  1301.93        500.000        99.5196                 NaN            NaN            NaN            NaN  0.138191       0.155971                 NaN  0.186200                 NaN            NaN            NaN
  1300.43        500.000        99.3571                 NaN            NaN            NaN            NaN  0.775354E-001  0.440113                 NaN  0.125229                 NaN            NaN            NaN
  1298.93        500.000        99.4643                 NaN            NaN            NaN            NaN  0.236700       0.124814                 NaN  0.174203                 NaN            NaN            NaN
  1297.43        500.000        99.4702                 NaN            NaN            NaN            NaN  0.122668       0.234867                 NaN  0.172252                 NaN            NaN            NaN
  1295.92        500.000        7.07170        92.3437                 NaN            NaN            NaN  0.364245                 NaN            NaN  0.220402                 NaN            NaN            NaN
  1294.42        500.000        14.0971        85.3424                 NaN            NaN            NaN  0.258794       0.107188                 NaN  0.194507                 NaN            NaN            NaN
  1292.92        500.000        99.4669                 NaN            NaN            NaN            NaN  0.256467       0.131213                 NaN  0.145437                 NaN            NaN            NaN
  1291.42        500.000        99.6342                 NaN            NaN            NaN            NaN  0.267807                 NaN            NaN  0.979456E-001            NaN            NaN            NaN
  1289.92        500.000        99.5043                 NaN            NaN            NaN            NaN  0.259622       0.705199E-001            NaN  0.165576                 NaN            NaN            NaN
  1288.41        500.000        99.5038                 NaN            NaN            NaN            NaN  0.110909       0.224390                 NaN  0.160854                 NaN            NaN            NaN
  1286.91        500.000        99.5098                 NaN            NaN            NaN            NaN  0.222246       0.109112                 NaN  0.158888                 NaN            NaN            NaN
  1285.41        500.000        99.5576                 NaN            NaN  0.232309                 NaN            NaN            NaN            NaN  0.210071                 NaN            NaN            NaN
  1283.91        500.000        99.6000                 NaN            NaN            NaN            NaN  0.284516                 NaN            NaN  0.115466                 NaN            NaN            NaN
  1282.41        500.000        99.5247                 NaN            NaN            NaN            NaN  0.923457E-001  0.252787                 NaN  0.130139                 NaN            NaN            NaN
