|6.6.6
Archiving\03_Data\fracLP/QFM_m3/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1879.70        500.000        99.3625                 NaN  0.637450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3642                 NaN  0.635758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3688                 NaN  0.631247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3685                 NaN  0.631498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3721                 NaN  0.627896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3749                 NaN  0.625076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3756                 NaN  0.624441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3764                 NaN  0.623561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3772                 NaN  0.622793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3869                 NaN  0.613113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3820                 NaN  0.618015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3856                 NaN  0.614409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3879                 NaN  0.612138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3871                 NaN  0.612910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3848                 NaN  0.614621       0.543844E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3819                 NaN  0.607403       0.106839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3776                 NaN  0.607180       0.152297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3761                 NaN  0.608629       0.152602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3766                 NaN  0.608240       0.151997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3757                 NaN  0.609120       0.152060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.2573                 NaN  0.724618       0.180579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6585                 NaN  0.333225       0.829887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.6220                 NaN  0.368778       0.918329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        98.9690                 NaN   1.00609       0.249124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3805                 NaN  0.604614       0.148787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3733                 NaN  0.611641       0.150726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3817                 NaN  0.603493       0.148046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.2603                 NaN  0.722062       0.176869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3953                 NaN  0.590372       0.143639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4731                 NaN  0.514397       0.124860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.8596                 NaN  0.136977       0.338976E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        98.8879                 NaN   1.08600       0.261465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3721                 NaN  0.613202       0.147458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3708                 NaN  0.614512       0.147046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3686                 NaN  0.616744       0.147053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3697                 NaN  0.615650       0.146110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3657                 NaN  0.619638       0.146444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3647                 NaN  0.620732       0.145920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3634                 NaN  0.622073       0.145575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3588                 NaN  0.626613       0.146163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3605                 NaN  0.625026       0.144675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5370                 NaN  0.452556       0.104924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1753                 NaN  0.806261       0.184681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3494                 NaN  0.636069       0.145030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3504                 NaN  0.635206       0.143596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3459                 NaN  0.639700       0.144210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3396                 NaN  0.645903       0.144486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3431                 NaN  0.642621       0.142957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3349                 NaN  0.650704       0.143599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3362                 NaN  0.649399       0.143532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3315                 NaN  0.654163       0.143210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3289                 NaN  0.656838       0.142576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3251                 NaN  0.660592       0.142800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3205                 NaN  0.665252       0.142821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3156                 NaN  0.670101       0.143081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3184                 NaN  0.667459       0.141627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3118                 NaN  0.673974       0.142196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3072                 NaN  0.678635       0.142109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3047                 NaN  0.681129       0.141660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.6891                 NaN   1.28405       0.268126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.8246                 NaN  0.171883       0.354458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3840                 NaN  0.603857       0.121675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2884                 NaN  0.697493       0.141422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2850                 NaN  0.700855       0.141272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2811                 NaN  0.704795       0.141035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2786                 NaN  0.707296       0.140788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2736                 NaN  0.712259       0.140947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2703                 NaN  0.715634       0.140909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2676                 NaN  0.718388       0.140522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2625                 NaN  0.723410       0.140678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2597                 NaN  0.726243       0.140386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2559                 NaN  0.730045       0.140424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2538                 NaN  0.732146       0.140335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2777                 NaN  0.708749       0.135169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2161                 NaN  0.769370       0.145691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2433                 NaN  0.742705       0.140115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2437                 NaN  0.742381       0.139353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2461                 NaN  0.740048       0.138339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2281                 NaN  0.757822       0.141012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2297                 NaN  0.756269       0.139975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2345                 NaN  0.751597       0.138894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2286                 NaN  0.757470       0.139205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2271                 NaN  0.758966       0.139283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2263                 NaN  0.759797       0.138914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2242                 NaN  0.761943       0.138888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2191                 NaN  0.766970       0.139695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2253                 NaN  0.760877       0.137808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2210                 NaN  0.765149       0.138247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2203                 NaN  0.765904       0.138317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2178                 NaN  0.768339       0.138371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2203                 NaN  0.765886       0.137926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2205                 NaN  0.765721       0.137488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2202                 NaN  0.766080       0.137405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2213                 NaN  0.765034       0.137048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2223                 NaN  0.764005       0.137033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2227                 NaN  0.763592       0.136751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2240                 NaN  0.762348       0.136368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2213                 NaN  0.765016       0.136471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.7193                 NaN  0.276092       0.459136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.7395                 NaN   1.23807       0.224605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2305                 NaN  0.755914       0.135582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2354                 NaN  0.751140       0.134499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2358                 NaN  0.750762       0.134515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2394                 NaN  0.747210       0.134127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2419                 NaN  0.744748       0.133915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1549                 NaN  0.830064       0.150748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3396                 NaN  0.648727       0.116884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2532                 NaN  0.733573       0.132528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2564                 NaN  0.730405       0.132135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2615                 NaN  0.725400       0.131377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2645                 NaN  0.722350       0.131024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2685                 NaN  0.718395       0.130743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2731                 NaN  0.713931       0.130118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2777                 NaN  0.709296       0.129809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2820                 NaN  0.705072       0.129354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2873                 NaN  0.699861       0.128614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2937                 NaN  0.693547       0.127883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.9050                 NaN  0.351042                 NaN  0.743919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.1673                 NaN  0.709907E-001            NaN   1.76175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.0730                 NaN  0.934545E-001  0.644133E-003  0.832896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6693                 NaN  0.888156E-001            NaN   1.24187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6852                 NaN  0.879035E-001            NaN   1.22694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7067                 NaN  0.835678E-001            NaN   1.20971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7218                 NaN  0.776258E-001            NaN   1.20060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7468                 NaN  0.740973E-001            NaN   1.17911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7677                 NaN  0.762854E-001            NaN   1.15605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7871                 NaN  0.733520E-001            NaN   1.13959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8015                 NaN  0.690392E-001            NaN   1.12949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8240                 NaN  0.658342E-001            NaN   1.11017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8408                 NaN  0.658026E-001            NaN   1.09339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8575                 NaN  0.634810E-001            NaN   1.07901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8734                 NaN  0.594253E-001            NaN   1.06715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8892                 NaN  0.545974E-001            NaN   1.05617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9058                 NaN  0.557699E-001            NaN   1.03846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9579                 NaN  0.537817E-001            NaN  0.988340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9010                 NaN  0.530769E-001            NaN   1.04593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9473                 NaN  0.465545E-001            NaN   1.00615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9678                 NaN  0.490400E-001            NaN  0.983171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9776                 NaN  0.387239E-001            NaN  0.983685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9927                 NaN  0.434105E-001            NaN  0.963926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0043                 NaN  0.426734E-001            NaN  0.953060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0228                 NaN  0.394108E-001            NaN  0.937776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0267                 NaN  0.300538E-001            NaN  0.943219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0428                 NaN  0.325395E-001            NaN  0.924702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0557                 NaN  0.307239E-001            NaN  0.913553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0612                 NaN  0.258454E-001            NaN  0.912942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0799                 NaN  0.280720E-001            NaN  0.892001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0897                 NaN  0.290973E-001            NaN  0.881240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1004                 NaN  0.255120E-001            NaN  0.874088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1090                 NaN  0.218917E-001            NaN  0.869151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1145                 NaN  0.147427E-001            NaN  0.870805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1282                 NaN  0.152651E-001            NaN  0.856516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1371                 NaN  0.130666E-001            NaN  0.849811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9310                 NaN  0.123266                 NaN  0.945745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.3800                 NaN            NaN            NaN  0.619960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1686                 NaN            NaN            NaN  0.831419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.4406                 NaN  0.129015                 NaN   1.43042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.9361                 NaN            NaN            NaN  0.639244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1899                 NaN            NaN            NaN  0.810117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1961                 NaN            NaN            NaN  0.803854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2072                 NaN            NaN            NaN  0.792840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.6262                 NaN  0.215746E-001            NaN   1.35226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.7531                 NaN            NaN            NaN  0.502660E-001  0.196626                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0881                 NaN            NaN            NaN            NaN  0.911907                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0931                 NaN            NaN            NaN  0.342072E-001  0.872688                 NaN            NaN            NaN            NaN            NaN            NaN
