|6.6.6
Archiving\03_Data\fracLP/QFM_m3/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1666.67        500.000        99.3256                 NaN  0.665359       0.905320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3317                 NaN  0.659403       0.891926E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3289                 NaN  0.662196       0.894108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3288                 NaN  0.662301       0.894078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3277                 NaN  0.663315       0.893714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3303                 NaN  0.660807       0.890287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3315                 NaN  0.659591       0.886906E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3320                 NaN  0.659144       0.885601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3337                 NaN  0.657519       0.882749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3352                 NaN  0.656025       0.882142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3364                 NaN  0.654847       0.879580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3384                 NaN  0.652857       0.876417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3369                 NaN  0.654349       0.875813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.7618                 NaN  0.235266       0.294368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.9284                 NaN   1.05715       0.144138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3470                 NaN  0.644327       0.868969E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3520                 NaN  0.639345       0.861187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3532                 NaN  0.638153       0.860662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3571                 NaN  0.634346       0.857541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3599                 NaN  0.631572       0.855608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2869                 NaN  0.703502       0.963287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4438                 NaN  0.548710       0.745665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3719                 NaN  0.619700       0.844856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3752                 NaN  0.616345       0.841547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3804                 NaN  0.611285       0.836090E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3838                 NaN  0.607885       0.833083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3879                 NaN  0.603814       0.830840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3926                 NaN  0.599147       0.826081E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3972                 NaN  0.594554       0.823678E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4014                 NaN  0.590359       0.820243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4066                 NaN  0.585216       0.814788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4128                 NaN  0.579152       0.809585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.0607                 NaN  0.292948                 NaN  0.646382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4094                 NaN  0.592836E-001            NaN   1.53132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.1996                 NaN  0.777748E-001  0.407367E-003  0.722187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8492                 NaN  0.739071E-001            NaN   1.07691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8637                 NaN  0.730736E-001            NaN   1.06321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8831                 NaN  0.693936E-001            NaN   1.04750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8967                 NaN  0.643891E-001            NaN   1.03895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9191                 NaN  0.614014E-001            NaN   1.01953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9380                 NaN  0.631392E-001            NaN  0.998836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9555                 NaN  0.606411E-001            NaN  0.983904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9684                 NaN  0.570298E-001            NaN  0.974593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9885                 NaN  0.543208E-001            NaN  0.957194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0037                 NaN  0.542507E-001            NaN  0.942080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0188                 NaN  0.522518E-001            NaN  0.928909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0330                 NaN  0.488741E-001            NaN  0.918078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0472                 NaN  0.448433E-001            NaN  0.907941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0621                 NaN  0.457680E-001            NaN  0.892168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.1074                 NaN  0.440972E-001            NaN  0.848477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0593                 NaN  0.434597E-001            NaN  0.897200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0994                 NaN  0.380750E-001            NaN  0.862477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1177                 NaN  0.400677E-001            NaN  0.842200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1264                 NaN  0.316002E-001            NaN  0.841987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1400                 NaN  0.353957E-001            NaN  0.824569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1505                 NaN  0.347523E-001            NaN  0.814699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1670                 NaN  0.320547E-001            NaN  0.800911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1701                 NaN  0.244323E-001            NaN  0.805493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1848                 NaN  0.264150E-001            NaN  0.788765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1965                 NaN  0.249077E-001            NaN  0.778630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2014                 NaN  0.209306E-001            NaN  0.777639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2181                 NaN  0.227095E-001            NaN  0.759229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2271                 NaN  0.235127E-001            NaN  0.749433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2366                 NaN  0.205907E-001            NaN  0.742825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2443                 NaN  0.176492E-001            NaN  0.738059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2492                 NaN  0.118707E-001            NaN  0.738945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2613                 NaN  0.122809E-001            NaN  0.726447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2693                 NaN  0.104989E-001            NaN  0.720195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1003                 NaN  0.988443E-001            NaN  0.800854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.4757                 NaN            NaN            NaN  0.524305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2969                 NaN            NaN            NaN  0.703066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.6879                 NaN  0.102923                 NaN   1.20922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.9461                 NaN            NaN            NaN  0.538841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3164                 NaN            NaN            NaN  0.683558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.3222                 NaN            NaN            NaN  0.677767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.3320                 NaN            NaN            NaN  0.668023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8443                 NaN  0.171532E-001            NaN   1.13857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.7918                 NaN            NaN            NaN  0.422492E-001  0.165943                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2304                 NaN            NaN            NaN            NaN  0.769580                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2355                 NaN            NaN            NaN  0.287290E-001  0.735803                 NaN            NaN            NaN            NaN            NaN            NaN
