|6.6.6
Archiving\03_Data\DeqfracLP/QFM/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1020.13        500.000        1.79203                 NaN            NaN            NaN            NaN            NaN   4.17261                 NaN            NaN   6.93793        44.5118       0.482509        42.1032     
  1018.69        500.000        1.76673                 NaN            NaN            NaN            NaN            NaN   4.24766                 NaN            NaN   6.95290        44.4689       0.481811        42.0820     
  1017.25        500.000        1.78854                 NaN            NaN            NaN            NaN            NaN   4.17163                 NaN            NaN   6.94091        44.5044       0.486562        42.1079     
  1015.82        500.000        1.75582                 NaN            NaN            NaN            NaN            NaN   4.25964                 NaN            NaN   6.95474        44.4688       0.486448        42.0746     
  1014.38        500.000        1.75568                 NaN            NaN            NaN            NaN            NaN   4.25789                 NaN            NaN   6.95011        44.4720       0.487760        42.0765     
  1012.94        500.000        1.76162                 NaN            NaN            NaN            NaN            NaN   4.23657                 NaN            NaN   6.95587        44.4590       0.491947        42.0950     
  1011.50        500.000        1.76203                 NaN            NaN            NaN            NaN            NaN   4.24893                 NaN            NaN   6.95639        44.4544       0.486895        42.0914     
  1010.07        500.000        1.74104                 NaN            NaN            NaN            NaN            NaN   4.28505                 NaN            NaN   6.96057        44.4395       0.494893        42.0789     
  1008.63        500.000        1.73916                 NaN            NaN            NaN            NaN            NaN   4.28328                 NaN            NaN   6.96188        44.4374       0.497215        42.0811     
  1007.19        500.000        1.73761                 NaN            NaN            NaN            NaN            NaN   4.28289                 NaN            NaN   6.96324        44.4337       0.499088        42.0835     
  1005.75        500.000        1.73613                 NaN            NaN            NaN            NaN            NaN   4.28257                 NaN            NaN   6.96489        44.4296       0.500862        42.0860     
  1004.31        500.000        1.70413                 NaN            NaN            NaN            NaN            NaN   4.18123       0.137653       0.454219E-005   6.98972        44.4167       0.509862        42.0607     
  1002.88        500.000        1.73875                 NaN            NaN            NaN            NaN            NaN   4.26622                 NaN            NaN   6.96440        44.4289       0.504573        42.0971     
  1001.44        500.000        1.73235                 NaN            NaN            NaN            NaN            NaN   4.27961                 NaN            NaN   6.96898        44.4190       0.506214        42.0939     
  1000.00        500.000        1.73116                 NaN            NaN            NaN            NaN            NaN   4.27854                 NaN            NaN   6.97034        44.4155       0.507961        42.0965     
