|6.6.6
Archiving\03_Data\DeqfracLP/QFM/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1483.13        500.000                 NaN            NaN   99.5103                 NaN  0.489705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.69        500.000                 NaN            NaN   99.5151                 NaN  0.484865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.26        500.000                 NaN            NaN   99.5151                 NaN  0.484923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.82        500.000                 NaN            NaN   99.5167                 NaN  0.483306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.38        500.000                 NaN            NaN   99.5178                 NaN  0.482247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.94        500.000                 NaN            NaN   99.5209                 NaN  0.479148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        500.000                 NaN            NaN   99.5273                 NaN  0.472652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.07        500.000                 NaN            NaN   99.5246                 NaN  0.475420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.63        500.000                 NaN            NaN   99.5269                 NaN  0.473146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.19        500.000                 NaN            NaN   98.8664                 NaN  0.427799                 NaN  0.705757                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.75        500.000                 NaN            NaN   99.1373                 NaN  0.314777       0.417312E-005  0.547932                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.32        500.000                 NaN            NaN   99.0026                 NaN  0.362645                 NaN  0.634754                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.88        500.000                 NaN            NaN   99.0146                 NaN  0.357972                 NaN  0.627454                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.44        500.000                 NaN            NaN   99.0220                 NaN  0.354382                 NaN  0.623582                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.00        500.000                 NaN            NaN   99.0304                 NaN  0.350839                 NaN  0.618803                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.56        500.000                 NaN            NaN   99.0393                 NaN  0.346092                 NaN  0.614559                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.13        500.000                 NaN            NaN   99.0511                 NaN  0.341191                 NaN  0.607678                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        500.000                 NaN            NaN   99.0580                 NaN  0.338046                 NaN  0.603929                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.25        500.000                 NaN            NaN   99.0677                 NaN  0.333648                 NaN  0.598623                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.81        500.000                 NaN            NaN   99.0722                 NaN  0.331694                 NaN  0.596081                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.37        500.000                 NaN            NaN   99.0822                 NaN  0.326420                 NaN  0.591331                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.94        500.000                 NaN            NaN   99.0925                 NaN  0.323381                 NaN  0.584142                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.50        500.000                 NaN            NaN   99.0982                 NaN  0.320355       0.289507E-005  0.581490                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.06        500.000                 NaN            NaN   99.1060                 NaN  0.317171                 NaN  0.576780                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000                 NaN            NaN   99.1121                 NaN  0.314561                 NaN  0.573322                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.19        500.000                 NaN            NaN   99.1183                 NaN  0.310925                 NaN  0.570742                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.75        500.000                 NaN            NaN   99.1285                 NaN  0.307049                 NaN  0.564413                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.31        500.000                 NaN            NaN   99.1337                 NaN  0.304638                 NaN  0.561679                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.87        500.000                 NaN            NaN   99.1401                 NaN  0.300295                 NaN  0.557912       0.172194E-002            NaN            NaN            NaN            NaN            NaN
  1441.43        500.000                 NaN            NaN   99.1069                 NaN  0.316083E-001            NaN  0.528967       0.332568                 NaN            NaN            NaN            NaN            NaN
  1440.00        500.000                 NaN            NaN   99.1092                 NaN  0.150122E-001            NaN  0.352796       0.522978                 NaN            NaN            NaN            NaN            NaN
  1438.56        500.000                 NaN            NaN   99.1155                 NaN            NaN            NaN  0.519251       0.365261                 NaN            NaN            NaN            NaN            NaN
  1437.12        500.000                 NaN            NaN   99.1245                 NaN  0.311931E-002            NaN  0.514831       0.357599                 NaN            NaN            NaN            NaN            NaN
  1435.68        500.000                 NaN            NaN   99.1311                 NaN  0.965086E-003            NaN  0.356627       0.511331                 NaN            NaN            NaN            NaN            NaN
  1434.24        500.000                 NaN            NaN   97.6246                 NaN            NaN            NaN  0.712381       0.975925                 NaN  0.687142                 NaN            NaN            NaN
  1432.81        500.000                 NaN            NaN   97.4312                 NaN            NaN            NaN  0.729527        1.05489                 NaN  0.784368                 NaN            NaN            NaN
  1431.37        500.000                 NaN            NaN   97.4870                 NaN            NaN            NaN  0.714162        1.03123                 NaN  0.767640                 NaN            NaN            NaN
  1429.93        500.000                 NaN            NaN   97.5424                 NaN            NaN            NaN  0.698927        1.00803                 NaN  0.750688                 NaN            NaN            NaN
  1428.49        500.000                 NaN            NaN   97.5952                 NaN            NaN            NaN  0.985658       0.684463                 NaN  0.734696                 NaN            NaN            NaN
  1427.05        500.000                 NaN            NaN   97.6466                 NaN            NaN            NaN  0.964135       0.670573                 NaN  0.718729                 NaN            NaN            NaN
  1425.62        500.000                 NaN            NaN   97.6957                 NaN            NaN            NaN  0.657169       0.943338                 NaN  0.703767                 NaN            NaN            NaN
  1424.18        500.000                 NaN            NaN   97.7421                 NaN            NaN            NaN  0.644155       0.923980                 NaN  0.689761                 NaN            NaN            NaN
  1422.74        500.000                 NaN            NaN   97.7875                 NaN            NaN            NaN  0.905190       0.631480                 NaN  0.675819                 NaN            NaN            NaN
  1421.30        500.000                 NaN            NaN   97.8267                 NaN            NaN            NaN  0.620940       0.889482                 NaN  0.662869                 NaN            NaN            NaN
  1419.87        500.000                 NaN            NaN   97.8786                 NaN            NaN            NaN  0.867208       0.606503                 NaN  0.647708                 NaN            NaN            NaN
  1418.43        500.000                 NaN            NaN   97.9169                 NaN            NaN  0.650076E-002  0.596680       0.842608                 NaN  0.637359                 NaN            NaN            NaN
  1416.99        500.000                 NaN            NaN   97.9525                 NaN            NaN  0.102006       0.602955       0.698088                 NaN  0.644459                 NaN            NaN            NaN
  1415.55        500.000                 NaN            NaN   97.9904                 NaN            NaN  0.125109       0.650833       0.596249                 NaN  0.637459                 NaN            NaN            NaN
  1414.11        500.000                 NaN            NaN   98.0289                 NaN            NaN  0.126033       0.586164       0.633075                 NaN  0.625784                 NaN            NaN            NaN
  1412.68        500.000                 NaN            NaN   98.0646                 NaN            NaN  0.127458       0.615390       0.577277                 NaN  0.615307                 NaN            NaN            NaN
  1411.24        500.000                 NaN            NaN   98.1008                 NaN            NaN  0.128326       0.599630       0.567090                 NaN  0.604175                 NaN            NaN            NaN
  1409.80        500.000                 NaN            NaN   98.1329                 NaN            NaN  0.129738       0.557925       0.584581                 NaN  0.594837                 NaN            NaN            NaN
  1408.36        500.000                 NaN            NaN   98.1633                 NaN            NaN  0.131146       0.570069       0.549902                 NaN  0.585625                 NaN            NaN            NaN
  1406.92        500.000                 NaN            NaN   98.1999                 NaN            NaN  0.131866       0.552883       0.540677                 NaN  0.574639                 NaN            NaN            NaN
  1405.49        500.000                 NaN            NaN   98.2293                 NaN            NaN  0.133221       0.532823       0.538701                 NaN  0.565920                 NaN            NaN            NaN
  1404.05        500.000                 NaN            NaN   98.2604                 NaN            NaN  0.134379       0.524329       0.524177                 NaN  0.556698                 NaN            NaN            NaN
  1402.61        500.000                 NaN            NaN   98.2900                 NaN            NaN  0.135611       0.509885       0.516744                 NaN  0.547745                 NaN            NaN            NaN
  1401.17        500.000                 NaN            NaN   98.3184                 NaN            NaN  0.136720       0.509430       0.496385                 NaN  0.539095                 NaN            NaN            NaN
  1399.73        500.000                 NaN            NaN   98.3454                 NaN            NaN  0.137994       0.483147       0.502425                 NaN  0.531069                 NaN            NaN            NaN
  1398.30        500.000                 NaN            NaN   98.3526                 NaN            NaN  0.142401       0.472180       0.501522                 NaN  0.531306                 NaN            NaN            NaN
  1396.86        500.000                 NaN            NaN   98.4227                 NaN            NaN  0.136547       0.454456       0.480047                 NaN  0.506255                 NaN            NaN            NaN
  1395.42        500.000                 NaN            NaN   98.4177                 NaN            NaN  0.142986       0.445650       0.484035                 NaN  0.509652                 NaN            NaN            NaN
  1393.98        500.000                 NaN            NaN   98.4538                 NaN            NaN  0.141608       0.473226       0.433221                 NaN  0.498150                 NaN            NaN            NaN
  1392.55        500.000                 NaN            NaN   98.4710                 NaN            NaN  0.144638       0.469602       0.421285                 NaN  0.493469                 NaN            NaN            NaN
  1391.11        500.000                 NaN            NaN   98.4978                 NaN            NaN  0.144695       0.410401       0.461946                 NaN  0.485165                 NaN            NaN            NaN
  1389.67        500.000                 NaN            NaN   98.5207                 NaN            NaN  0.146391       0.398070       0.456319                 NaN  0.478471                 NaN            NaN            NaN
  1388.23        500.000                 NaN            NaN   98.5426                 NaN            NaN  0.147601       0.387085       0.450712                 NaN  0.471962                 NaN            NaN            NaN
  1386.79        500.000                 NaN            NaN   98.5631                 NaN            NaN  0.149147       0.376895       0.445051                 NaN  0.465851                 NaN            NaN            NaN
  1385.36        500.000                 NaN            NaN   98.5864                 NaN            NaN  0.149802       0.365892       0.439226                 NaN  0.458703                 NaN            NaN            NaN
  1383.92        500.000                 NaN            NaN   98.6064                 NaN            NaN  0.151073       0.433959       0.355689                 NaN  0.452921                 NaN            NaN            NaN
  1382.48        500.000                 NaN            NaN   98.6266                 NaN            NaN  0.152343       0.428626       0.345762                 NaN  0.446718                 NaN            NaN            NaN
  1381.04        500.000                 NaN            NaN   98.6441                 NaN            NaN  0.153751       0.424541       0.336050                 NaN  0.441565                 NaN            NaN            NaN
  1379.60        500.000                 NaN            NaN   98.6669                 NaN            NaN  0.154518       0.325894       0.418209                 NaN  0.434490                 NaN            NaN            NaN
  1378.17        500.000                 NaN            NaN   98.6624                 NaN            NaN  0.163163       0.313335       0.423066                 NaN  0.438021                 NaN            NaN            NaN
  1376.73        500.000                 NaN            NaN   98.7248                 NaN            NaN  0.150142       0.401484       0.308758                 NaN  0.414802                 NaN            NaN            NaN
  1375.29        500.000                 NaN            NaN   98.7216                 NaN            NaN  0.157871       0.297975       0.404506                 NaN  0.418021                 NaN            NaN            NaN
  1373.85        500.000                 NaN            NaN   98.7385                 NaN            NaN  0.159455       0.288690       0.400336                 NaN  0.413034                 NaN            NaN            NaN
  1372.41        500.000                 NaN            NaN   98.7557                 NaN            NaN  0.160408       0.395911       0.280030                 NaN  0.407935                 NaN            NaN            NaN
  1370.98        500.000                 NaN            NaN   98.7723                 NaN            NaN  0.161479       0.271489       0.391920                 NaN  0.402823                 NaN            NaN            NaN
  1369.54        500.000                 NaN            NaN   98.7870                 NaN            NaN  0.162841       0.387841       0.263871                 NaN  0.398472                 NaN            NaN            NaN
  1368.10        500.000                 NaN            NaN   98.8061                 NaN            NaN  0.163430       0.254867       0.383003                 NaN  0.392572                 NaN            NaN            NaN
  1366.66        500.000                 NaN            NaN   98.8192                 NaN            NaN  0.164720       0.380093       0.247418                 NaN  0.388556                 NaN            NaN            NaN
  1365.23        500.000                 NaN            NaN   98.8355                 NaN            NaN  0.166040       0.375334       0.239357                 NaN  0.383814                 NaN            NaN            NaN
  1363.79        500.000                 NaN            NaN   98.8517                 NaN            NaN  0.166447       0.371664       0.231496                 NaN  0.378701                 NaN            NaN            NaN
  1362.35        500.000                 NaN            NaN   98.8660                 NaN            NaN  0.167721       0.223397       0.368391                 NaN  0.374476                 NaN            NaN            NaN
  1360.91        500.000                 NaN            NaN   98.8802                 NaN            NaN  0.168508       0.364805       0.216398                 NaN  0.370044                 NaN            NaN            NaN
  1359.47        500.000                 NaN            NaN   98.8951                 NaN            NaN  0.169672       0.208434       0.361053                 NaN  0.365694                 NaN            NaN            NaN
  1358.04        500.000                 NaN            NaN   98.9070                 NaN            NaN  0.170647       0.202183       0.358091                 NaN  0.362029                 NaN            NaN            NaN
  1356.60        500.000                 NaN            NaN   98.9237                 NaN            NaN  0.170801       0.353923       0.194908                 NaN  0.356692                 NaN            NaN            NaN
  1355.16        500.000                 NaN            NaN   98.9239                 NaN            NaN  0.179073       0.183186       0.353977                 NaN  0.359870                 NaN            NaN            NaN
  1353.72        500.000                 NaN            NaN   98.9651                 NaN            NaN  0.166248       0.183869       0.342997                 NaN  0.341828                 NaN            NaN            NaN
  1352.28        500.000                 NaN            NaN   98.9619                 NaN            NaN  0.173701       0.174512       0.344758                 NaN  0.345103                 NaN            NaN            NaN
  1350.85        500.000                 NaN            NaN   98.9741                 NaN            NaN  0.174215       0.168688       0.341667                 NaN  0.341356                 NaN            NaN            NaN
  1349.41        500.000                 NaN            NaN   98.9854                 NaN            NaN  0.175355       0.162046       0.339195                 NaN  0.338030                 NaN            NaN            NaN
  1347.97        500.000                 NaN            NaN   98.9993                 NaN            NaN  0.175397       0.335165       0.156740                 NaN  0.333442                 NaN            NaN            NaN
  1346.53        500.000                 NaN            NaN   99.0103                 NaN            NaN  0.176622       0.149509       0.333303                 NaN  0.330281                 NaN            NaN            NaN
  1345.09        500.000                 NaN            NaN   99.0218                 NaN            NaN  0.176353       0.145527       0.329885                 NaN  0.326388                 NaN            NaN            NaN
  1343.66        500.000                 NaN            NaN   99.0320                 NaN            NaN  0.177481       0.327129       0.139938                 NaN  0.323435                 NaN            NaN            NaN
  1342.22        500.000                 NaN            NaN   99.0454                 NaN            NaN  0.177319       0.324134       0.134141                 NaN  0.319000                 NaN            NaN            NaN
  1340.78        500.000                 NaN            NaN   99.0553                 NaN            NaN  0.177935       0.321657       0.129108                 NaN  0.316004                 NaN            NaN            NaN
  1339.34        500.000                 NaN            NaN   99.0662                 NaN            NaN  0.178312       0.319074       0.123853                 NaN  0.312559                 NaN            NaN            NaN
  1337.91        500.000                 NaN            NaN   99.0768                 NaN            NaN  0.178542       0.316425       0.119056                 NaN  0.309165                 NaN            NaN            NaN
  1336.47        500.000                 NaN            NaN   99.0864                 NaN            NaN  0.178839       0.114507       0.314143                 NaN  0.306133                 NaN            NaN            NaN
  1335.03        500.000                 NaN            NaN   99.0968                 NaN            NaN  0.178844       0.311367       0.110224                 NaN  0.302759                 NaN            NaN            NaN
  1333.59        500.000                 NaN            NaN   99.1066                 NaN            NaN  0.179038       0.309063       0.105613                 NaN  0.299641                 NaN            NaN            NaN
  1332.15        500.000                 NaN            NaN   99.1179                 NaN            NaN  0.178901       0.306030       0.101105                 NaN  0.296044                 NaN            NaN            NaN
  1330.72        500.000                 NaN            NaN   99.1271                 NaN            NaN  0.179065       0.303755       0.970151E-001            NaN  0.293065                 NaN            NaN            NaN
  1329.28        500.000                 NaN            NaN   99.1366                 NaN            NaN  0.178799       0.933018E-001  0.301357                 NaN  0.289948                 NaN            NaN            NaN
  1327.84        500.000                 NaN            NaN   99.1459                 NaN            NaN  0.178816       0.893323E-001  0.299045                 NaN  0.286944                 NaN            NaN            NaN
  1326.40        500.000                 NaN            NaN   99.1549                 NaN            NaN  0.178483       0.861060E-001  0.296566                 NaN  0.283933                 NaN            NaN            NaN
  1324.96        500.000                 NaN            NaN   99.1640                 NaN            NaN  0.178179       0.294255       0.826512E-001            NaN  0.280944                 NaN            NaN            NaN
  1323.53        500.000                 NaN            NaN   99.1728                 NaN            NaN  0.177884       0.291911       0.793493E-001            NaN  0.278040                 NaN            NaN            NaN
  1322.09        500.000                 NaN            NaN   99.1812                 NaN            NaN  0.177302       0.289542       0.767398E-001            NaN  0.275167                 NaN            NaN            NaN
  1320.65        500.000                 NaN            NaN   99.1899                 NaN            NaN  0.176939       0.287304       0.735188E-001            NaN  0.272363                 NaN            NaN            NaN
  1319.21        500.000                 NaN            NaN   99.1989                 NaN            NaN  0.176298       0.284804       0.707294E-001            NaN  0.269265                 NaN            NaN            NaN
  1317.77        500.000                 NaN            NaN   99.2074                 NaN            NaN  0.175980       0.282468       0.676336E-001            NaN  0.266565                 NaN            NaN            NaN
  1316.34        500.000                 NaN            NaN   99.2153                 NaN            NaN  0.175522       0.280516       0.647461E-001            NaN  0.263889                 NaN            NaN            NaN
  1314.90        500.000                 NaN            NaN   98.3955                 NaN            NaN  0.334165       0.536120       0.199270                 NaN  0.534900                 NaN            NaN            NaN
  1313.46        500.000                 NaN            NaN   99.9966                 NaN            NaN            NaN  0.323651E-003  0.303487E-002            NaN            NaN            NaN            NaN            NaN
  1312.02        500.000                 NaN            NaN   99.2911                 NaN            NaN  0.175060       0.293885                 NaN            NaN  0.239960                 NaN            NaN            NaN
  1310.59        500.000       0.908421E-001            NaN   99.0806                 NaN            NaN            NaN  0.240499       0.315776                 NaN  0.272311                 NaN            NaN            NaN
  1309.15        500.000       0.128256                 NaN   99.0285                 NaN            NaN            NaN  0.199854       0.354837                 NaN  0.288587                 NaN            NaN            NaN
  1307.71        500.000       0.126325                 NaN   99.0457                 NaN            NaN            NaN  0.195354       0.348693                 NaN  0.283941                 NaN            NaN            NaN
  1306.27        500.000       0.124110                 NaN   99.0630                 NaN            NaN            NaN  0.342073       0.191515                 NaN  0.279307                 NaN            NaN            NaN
  1304.83        500.000       0.121908                 NaN   99.0799                 NaN            NaN            NaN  0.335508       0.187905                 NaN  0.274758                 NaN            NaN            NaN
  1303.40        500.000       0.119883                 NaN   99.0960                 NaN            NaN            NaN  0.329772       0.183992                 NaN  0.270403                 NaN            NaN            NaN
  1301.96        500.000       0.117276                 NaN   99.1133                 NaN            NaN            NaN  0.181758       0.321836                 NaN  0.265846                 NaN            NaN            NaN
  1300.52        500.000       0.115393                 NaN   99.1292                 NaN            NaN            NaN  0.177112       0.316946                 NaN  0.261351                 NaN            NaN            NaN
  1299.08        500.000       0.113589                 NaN   99.1438                 NaN            NaN            NaN  0.173631       0.311582                 NaN  0.257432                 NaN            NaN            NaN
  1297.64        500.000       0.111345                 NaN   99.1592                 NaN            NaN            NaN  0.170582       0.305711                 NaN  0.253195                 NaN            NaN            NaN
  1296.21        500.000       0.109269                 NaN   99.1739                 NaN            NaN            NaN  0.299797       0.167832                 NaN  0.249179                 NaN            NaN            NaN
