|6.6.6
Archiving\03_Data\eqLP/QFM_m5/EETA/EETA_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1346.15        500.000        10.3949       0.879634        1.91761       0.118454E-001  0.219820        16.4514        40.1428        19.5357        9.01512        1.43122                 NaN            NaN
  1342.95        500.000        10.3946       0.879641        1.91756       0.118447E-001  0.219826        16.4513        40.1427        19.5356        9.01564        1.43122                 NaN            NaN
  1339.74        500.000        10.3943       0.879648        1.91750       0.118440E-001  0.219831        16.4513        40.1427        19.5355        9.01615        1.43121                 NaN            NaN
  1336.54        500.000        10.3941       0.879655        1.91744       0.118433E-001  0.219837        16.4512        40.1426        19.5354        9.01666        1.43121                 NaN            NaN
  1333.33        500.000        6.60979       0.876535        1.21340       0.100371E-001  0.458017        9.47769        45.5001        19.0131        11.1302        5.71119                 NaN            NaN
  1330.13        500.000        6.60965       0.876539        1.21336       0.100365E-001  0.458028        9.47763        45.4999        19.0129        11.1308        5.71116                 NaN            NaN
  1326.92        500.000        6.60951       0.876543        1.21332       0.100359E-001  0.458038        9.47757        45.4997        19.0128        11.1314        5.71113                 NaN            NaN
  1323.72        500.000        6.60936       0.876547        1.21328       0.100352E-001  0.458049        9.47751        45.4995        19.0127        11.1320        5.71109                 NaN            NaN
  1320.51        500.000        4.96851       0.873894       0.745226       0.881673E-002  0.595943        5.12747        48.5297        18.4866        12.1379        8.52597                 NaN            NaN
  1317.31        500.000        4.96842       0.873897       0.745200       0.881617E-002  0.595956        5.12743        48.5294        18.4864        12.1385        8.52591                 NaN            NaN
  1314.10        500.000        4.18984       0.872238       0.472373       0.809987E-002  0.672161        2.64003        50.1988        18.1511        12.6345        10.1608                 NaN            NaN
  1310.90        500.000        3.80870       0.871313       0.324526       0.770978E-002  0.712405        1.30370        51.0801        17.9642        12.8817        11.0456                 NaN            NaN
  1307.69        500.000        3.43810       0.870339       0.170482       0.730185E-002  0.751306                 NaN   51.8881        17.7849        13.1216        11.9679                 NaN            NaN
  1304.49        500.000        3.14184       0.869596       0.413596E-001  0.695973E-002  0.751740                 NaN   51.3030        17.8582        13.2750        12.7523                 NaN            NaN
  1301.28        500.000        2.83010       0.869567                 NaN  0.685646E-002  0.751333                 NaN   17.8653        51.2417        13.4453        12.9899                 NaN            NaN
  1298.08        500.000                 NaN  0.871460                 NaN  0.690294E-002  0.752223                 NaN   18.0794        51.9162        13.8317        12.9196        1.62250                 NaN
  1294.87        500.000                 NaN  0.871411                 NaN  0.688993E-002  0.754231                 NaN   18.1404        51.8123        13.8589        12.9307        1.62518                 NaN
  1291.67        500.000                 NaN  0.871362                 NaN  0.687625E-002  0.755427       0.245015E-001   51.6902        18.1970        13.8836        12.9419        1.62912                 NaN
  1288.46        500.000                 NaN  0.871343                 NaN  0.686234E-002  0.742806       0.532637        51.0047        18.3523        13.8780        12.9613        1.65004                 NaN
  1285.26        500.000                 NaN  0.871344                 NaN  0.686190E-002  0.742820       0.532631        51.0043        18.3521        13.8787        12.9612        1.65006                 NaN
  1282.05        500.000                 NaN  0.871305                 NaN  0.683489E-002  0.718474        1.52240        49.6760        18.6482        13.8680        12.9988        1.68997                 NaN
  1278.85        500.000                 NaN  0.871306                 NaN  0.683445E-002  0.718487        1.52239        49.6756        18.6480        13.8687        12.9987        1.68998                 NaN
  1275.64        500.000                 NaN  0.871307                 NaN  0.683401E-002  0.718501        1.52237        49.6752        18.6478        13.8694        12.9986        1.69000                 NaN
  1272.44        500.000                 NaN  0.871308                 NaN  0.683357E-002  0.718515        1.52235        49.6748        18.6476        13.8701        12.9985        1.69002                 NaN
  1269.23        500.000                 NaN  0.871309                 NaN  0.683313E-002  0.718528        1.52234        49.6744        18.6474        13.8708        12.9984        1.69004                 NaN
  1266.03        500.000                 NaN  0.871310                 NaN  0.683270E-002  0.718542        1.52232        49.6740        18.6472        13.8715        12.9983        1.69005                 NaN
  1262.82        500.000                 NaN  0.871310                 NaN  0.683226E-002  0.718555        1.52231        49.6736        18.6470        13.8722        12.9981        1.69007                 NaN
  1259.62        500.000                 NaN  0.871311                 NaN  0.683182E-002  0.718569        1.52229        49.6732        18.6468        13.8729        12.9980        1.69009                 NaN
  1256.41        500.000                 NaN  0.871172                 NaN  0.673049E-002  0.635503        5.08258        45.0387        19.5627        13.8426        13.1316        1.82840                 NaN
  1253.21        500.000                 NaN  0.871172                 NaN  0.673006E-002  0.635515        5.08253        45.0383        19.5625        13.8433        13.1315        1.82842                 NaN
  1250.00        500.000                 NaN  0.871173                 NaN  0.672963E-002  0.635527        5.08248        45.0380        19.5623        13.8440        13.1314        1.82844                 NaN
  1246.79        500.000                 NaN  0.871174                 NaN  0.672920E-002  0.635539        5.08243        45.0376        19.5621        13.8447        13.1313        1.82846                 NaN
  1243.59        500.000                 NaN  0.871174                 NaN  0.672877E-002  0.635551        5.08238        45.0373        19.5619        13.8454        13.1312        1.82848                 NaN
  1240.38        500.000                 NaN  0.871175                 NaN  0.672835E-002  0.635562        5.08233        45.0369        19.5617        13.8461        13.1310        1.82849                 NaN
  1237.18        500.000                 NaN  0.871176                 NaN  0.672792E-002  0.635574        5.08228        45.0366        19.5615        13.8468        13.1309        1.82851                 NaN
  1233.97        500.000                 NaN  0.871176                 NaN  0.672749E-002  0.635586        5.08222        45.0363        19.5612        13.8474        13.1308        1.82853                 NaN
  1230.77        500.000                 NaN  0.871059                 NaN  0.663407E-002  0.571751        8.10588        20.1758        41.2545        13.8378        13.2405        1.93612                 NaN
  1227.56        500.000                 NaN  0.871059                 NaN  0.663365E-002  0.571761        8.10580        20.1756        41.2542        13.8385        13.2404        1.93614                 NaN
  1224.36        500.000                 NaN  0.871060                 NaN  0.663323E-002  0.571772        8.10572        20.1753        41.2538        13.8392        13.2403        1.93616                 NaN
  1221.15        500.000                 NaN  0.871060                 NaN  0.663281E-002  0.571782        8.10564        20.1751        41.2535        13.8399        13.2402        1.93618                 NaN
  1217.95        500.000                 NaN  0.871061                 NaN  0.663240E-002  0.571793        8.10556        20.1749        41.2532        13.8406        13.2400        1.93620                 NaN
  1214.74        500.000                 NaN  0.871061                 NaN  0.663198E-002  0.571803        8.10548        20.1747        41.2529        13.8413        13.2399        1.93622                 NaN
  1211.54        500.000                 NaN  0.871061                 NaN  0.663156E-002  0.571814        8.10540        20.1745        41.2526        13.8420        13.2398        1.93623                 NaN
  1208.33        500.000                 NaN  0.871062                 NaN  0.663114E-002  0.571824        8.10532        20.1742        41.2523        13.8427        13.2397        1.93625                 NaN
  1205.13        500.000                 NaN  0.870965                 NaN  0.654311E-002  0.522585        10.7405        38.0658        20.5941        13.8479        13.3310        2.02049                 NaN
  1201.92        500.000                 NaN  0.870965                 NaN  0.654270E-002  0.522594        10.7404        38.0655        20.5939        13.8486        13.3309        2.02051                 NaN
  1198.72        500.000                 NaN  0.870965                 NaN  0.654229E-002  0.522603        10.7403        38.0653        20.5937        13.8493        13.3308        2.02053                 NaN
  1195.51        500.000                 NaN  0.870965                 NaN  0.654188E-002  0.522613        10.7402        38.0650        20.5934        13.8500        13.3307        2.02055                 NaN
  1192.31        500.000                 NaN  0.870966                 NaN  0.654147E-002  0.522622        10.7401        38.0647        20.5932        13.8507        13.3306        2.02057                 NaN
  1189.10        500.000                 NaN  0.870966                 NaN  0.654106E-002  0.522632        10.7400        38.0645        20.5930        13.8514        13.3304        2.02059                 NaN
  1185.90        500.000                 NaN  0.870966                 NaN  0.654065E-002  0.522641        10.7399        38.0642        20.5927        13.8521        13.3303        2.02061                 NaN
  1182.69        500.000                 NaN  0.870966                 NaN  0.654024E-002  0.522650        10.7398        38.0639        20.5925        13.8528        13.3302        2.02063                 NaN
  1179.49        500.000                 NaN  0.870886                 NaN  0.645447E-002  0.485234        13.0710        20.8812        35.3228        13.8710        13.4067        2.08471                 NaN
  1176.28        500.000                 NaN  0.870886                 NaN  0.645407E-002  0.485243        13.0709        20.8809        35.3226        13.8717        13.4065        2.08473                 NaN
  1173.08        500.000                 NaN  0.870886                 NaN  0.645366E-002  0.485251        13.0708        20.8807        35.3224        13.8724        13.4064        2.08475                 NaN
  1169.87        500.000                 NaN  0.870886                 NaN  0.645326E-002  0.485260        13.0707        20.8805        35.3221        13.8731        13.4063        2.08477                 NaN
  1166.67        500.000                 NaN  0.870886                 NaN  0.645286E-002  0.485268        13.0705        20.8802        35.3219        13.8738        13.4062        2.08479                 NaN
  1163.46        500.000                 NaN  0.870886                 NaN  0.645246E-002  0.485277        13.0704        20.8800        35.3216        13.8745        13.4060        2.08481                 NaN
  1160.26        500.000                 NaN  0.870886                 NaN  0.645206E-002  0.485285        13.0703        20.8797        35.3214        13.8752        13.4059        2.08483                 NaN
  1157.05        500.000                 NaN  0.870886                 NaN  0.645166E-002  0.485294        13.0702        20.8795        35.3212        13.8759        13.4058        2.08485                 NaN
  1153.85        500.000                 NaN  0.870821                 NaN  0.636947E-002  0.457913        15.1566        21.0722        32.9294        13.9056        13.4695        2.13151                 NaN
  1150.64        500.000                 NaN  0.870820                 NaN  0.636908E-002  0.457921        15.1565        21.0720        32.9292        13.9063        13.4693        2.13153                 NaN
  1147.44        500.000                 NaN  0.870820                 NaN  0.636868E-002  0.457929        15.1564        21.0717        32.9290        13.9070        13.4692        2.13155                 NaN
  1144.23        500.000                 NaN  0.870820                 NaN  0.636829E-002  0.457937        15.1562        21.0715        32.9288        13.9077        13.4691        2.13157                 NaN
  1141.03        500.000                 NaN  0.870820                 NaN  0.636789E-002  0.457944        15.1561        21.0712        32.9286        13.9084        13.4690        2.13159                 NaN
  1137.82        500.000                 NaN  0.870819                 NaN  0.636750E-002  0.457952        15.1559        21.0710        32.9284        13.9091        13.4688        2.13161                 NaN
  1134.62        500.000                 NaN  0.870819                 NaN  0.636710E-002  0.457960        15.1558        21.0708        32.9282        13.9098        13.4687        2.13163                 NaN
  1131.41        500.000                 NaN  0.870819                 NaN  0.636671E-002  0.457968        15.1556        21.0705        32.9280        13.9105        13.4686        2.13165                 NaN
  1128.21        500.000                 NaN  0.870765                 NaN  0.628611E-002  0.439115        17.0455        30.8105        21.1924        13.9520        13.5215        2.16177                 NaN
  1125.00        500.000                 NaN  0.870765                 NaN  0.628572E-002  0.439122        17.0454        30.8103        21.1922        13.9527        13.5214        2.16179                 NaN
  1121.79        500.000                 NaN  0.870764                 NaN  0.628533E-002  0.439130        17.0452        30.8102        21.1919        13.9534        13.5213        2.16181                 NaN
  1118.59        500.000                 NaN  0.870764                 NaN  0.628495E-002  0.439137        17.0450        30.8100        21.1917        13.9541        13.5212        2.16183                 NaN
  1115.38        500.000                 NaN  0.870763                 NaN  0.628456E-002  0.439145        17.0449        30.8098        21.1915        13.9548        13.5210        2.16185                 NaN
  1112.18        500.000                 NaN  0.870763                 NaN  0.628417E-002  0.439152        17.0447        30.8096        21.1912        13.9555        13.5209        2.16187                 NaN
  1108.97        500.000                 NaN  0.870762                 NaN  0.628379E-002  0.439159        17.0446        30.8094        21.1910        13.9562        13.5208        2.16189                 NaN
  1105.77        500.000                 NaN  0.870762                 NaN  0.628340E-002  0.439167        17.0444        30.8092        21.1907        13.9569        13.5207        2.16191                 NaN
  1102.56        500.000                 NaN  0.870721                 NaN  0.620484E-002  0.427592        18.7805        21.2623        28.9032        14.0087        13.5640        2.17679                 NaN
  1099.36        500.000                 NaN  0.870720                 NaN  0.620446E-002  0.427599        18.7803        21.2620        28.9031        14.0094        13.5639        2.17681                 NaN
  1096.15        500.000                 NaN  0.870719                 NaN  0.620408E-002  0.427606        18.7801        21.2618        28.9029        14.0101        13.5637        2.17683                 NaN
  1092.95        500.000                 NaN  0.870719                 NaN  0.620370E-002  0.427613        18.7800        21.2615        28.9027        14.0108        13.5636        2.17685                 NaN
  1089.74        500.000                 NaN  0.870703                 NaN  0.616444E-002  0.424383        19.5986        28.0149        21.2846        14.0409        13.5816        2.17818                 NaN
  1086.54        500.000                 NaN  0.870702                 NaN  0.616407E-002  0.424390        19.5985        28.0148        21.2843        14.0416        13.5814        2.17820                 NaN
  1083.33        500.000                 NaN  0.870693                 NaN  0.614396E-002  0.423364        19.9947        27.5926        21.2854        14.0586        13.5904        2.17825                 NaN
  1080.13        500.000                 NaN  0.870687                 NaN  0.613464E-002  0.423017        20.1842        27.3944        21.2872        14.0712        13.5931       0.150299        2.01980     
  1076.92        500.000                 NaN  0.870682                 NaN  0.612452E-002  0.422761        20.3795        21.2898        27.1841        14.0788        13.5972                 NaN   2.17116     
  1073.72        500.000                 NaN  0.870681                 NaN  0.612415E-002  0.422768        20.3793        21.2895        27.1840        14.0795        13.5970                 NaN   2.17112     
  1070.51        500.000                 NaN  0.870681                 NaN  0.612378E-002  0.422775        20.3791        21.2893        27.1838        14.0802        13.5969                 NaN   2.17108     
  1067.31        500.000                 NaN  0.870680                 NaN  0.612341E-002  0.422782        20.3789        21.2890        27.1837        14.0809        13.5968                 NaN   2.17104     
  1064.10        500.000                 NaN  0.870680                 NaN  0.612304E-002  0.422789        20.3787        21.2888        27.1836        14.0816        13.5967                 NaN   2.17100     
  1060.90        500.000                 NaN  0.870679                 NaN  0.612267E-002  0.422797        20.3786        21.2886        27.1834        14.0823        13.5965                 NaN   2.17095     
  1057.69        500.000                 NaN  0.870679                 NaN  0.612231E-002  0.422804        20.3784        21.2883        27.1833        14.0830        13.5964                 NaN   2.17090     
  1054.49        500.000                 NaN  0.870678                 NaN  0.612194E-002  0.422811        20.3782        21.2881        27.1832        14.0837        13.5963                 NaN   2.17085     
  1051.28        500.000                 NaN  0.870640                 NaN  0.604428E-002  0.424214        21.8900        25.5672        21.2920        14.1405        13.6271                 NaN   2.18221     
  1048.08        500.000                 NaN  0.870640                 NaN  0.604392E-002  0.424221        21.8898        25.5671        21.2918        14.1412        13.6270                 NaN   2.18215     
  1044.87        500.000                 NaN  0.870639                 NaN  0.604356E-002  0.424228        21.8896        25.5670        21.2916        14.1419        13.6269                 NaN   2.18210     
  1041.67        500.000                 NaN  0.870639                 NaN  0.604320E-002  0.424235        21.8895        25.5669        21.2913        14.1426        13.6267                 NaN   2.18205     
  1038.46        500.000                 NaN  0.870638                 NaN  0.604284E-002  0.424242        21.8893        25.5668        21.2911        14.1433        13.6266                 NaN   2.18199     
  1035.26        500.000                 NaN  0.870637                 NaN  0.604248E-002  0.424249        21.8891        25.5667        21.2909        14.1440        13.6265                 NaN   2.18194     
  1032.05        500.000                 NaN  0.870637                 NaN  0.604211E-002  0.424256        21.8889        25.5665        21.2906        14.1447        13.6264                 NaN   2.18188     
  1028.85        500.000                 NaN  0.870636                 NaN  0.604175E-002  0.424263        21.8887        25.5664        21.2904        14.1454        13.6263                 NaN   2.18183     
  1025.64        500.000                 NaN  0.870599                 NaN  0.596168E-002  0.431527        23.3106        21.2680        24.0658        14.2064        13.6514                 NaN   2.18964     
  1022.44        500.000                 NaN  0.870599                 NaN  0.596133E-002  0.431535        23.3104        21.2677        24.0657        14.2071        13.6513                 NaN   2.18959     
  1019.23        500.000                 NaN  0.870598                 NaN  0.596097E-002  0.431542        23.3102        21.2675        24.0656        14.2078        13.6512                 NaN   2.18953     
  1016.03        500.000                 NaN  0.870597                 NaN  0.596062E-002  0.431549        23.3100        21.2673        24.0656        14.2085        13.6511                 NaN   2.18948     
  1012.82        500.000                 NaN  0.870596                 NaN  0.596026E-002  0.431556        23.3098        21.2670        24.0655        14.2092        13.6509                 NaN   2.18942     
  1009.62        500.000                 NaN  0.870595                 NaN  0.595991E-002  0.431563        23.3096        21.2668        24.0654        14.2099        13.6508                 NaN   2.18937     
  1006.41        500.000                 NaN  0.870594                 NaN  0.595956E-002  0.431570        23.3095        21.2666        24.0653        14.2106        13.6507                 NaN   2.18932     
  1003.21        500.000                 NaN  0.870593                 NaN  0.595920E-002  0.431577        23.3093        21.2663        24.0652        14.2113        13.6506                 NaN   2.18926     
  1000.00        500.000                 NaN  0.870557                 NaN  0.588030E-002  0.444475        24.6532        21.2225        22.6627        14.2770        13.6704                 NaN   2.19331     
