|6.6.6
Archiving\03_Data\eqLP/QFM_m5/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1939.10        500.000        94.5673       0.981008        4.41960       0.321049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        94.5426       0.981076        4.44425       0.321071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        94.5178       0.981145        4.46891       0.321094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        94.4931       0.981213        4.49358       0.321116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.4684       0.981282        4.51825       0.321139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        94.4436       0.981351        4.54292       0.321161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.4199       0.981416        4.56658       0.321183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.3961       0.981482        4.59025       0.321204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        94.3724       0.981548        4.61393       0.321226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        94.3487       0.981614        4.63760       0.321247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        94.3249       0.981680        4.66128       0.321269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        94.3012       0.981745        4.68496       0.321290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        94.2774       0.981811        4.70865       0.321312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        94.2537       0.981877        4.73233       0.321333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        94.2309       0.981940        4.75504       0.321354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        94.2081       0.982003        4.77774       0.321375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        94.1853       0.982066        4.80045       0.321395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        94.1626       0.982129        4.82316       0.321416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        94.1398       0.982193        4.84588       0.321437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        94.1170       0.982256        4.86859       0.321457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        94.0942       0.982319        4.89131       0.321478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        94.0714       0.982382        4.91404       0.321499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        94.0496       0.982442        4.93579       0.321518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        94.0278       0.982503        4.95754       0.321538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        94.0060       0.982563        4.97930       0.321558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        93.9842       0.982624        5.00106       0.321578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        93.9623       0.982684        5.02283       0.321598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        93.9405       0.982745        5.04459       0.321617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        93.9187       0.982805        5.06636       0.321637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        93.8968       0.982866        5.08813       0.321657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        93.8760       0.982924        5.10895       0.321676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        93.8551       0.982981        5.12977       0.321695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        93.8342       0.983039        5.15060       0.321714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        93.8133       0.983097        5.17142       0.321733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        93.7924       0.983155        5.19225       0.321752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        93.7715       0.983213        5.21308       0.321770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        93.7506       0.983271        5.23392       0.321789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        93.7297       0.983328        5.25475       0.321808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        93.7098       0.983384        5.27465       0.321826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        93.6898       0.983439        5.29455       0.321844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        93.6699       0.983494        5.31445       0.321863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        93.6499       0.983549        5.33435       0.321881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        93.6299       0.983605        5.35426       0.321899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        93.6100       0.983660        5.37416       0.321917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        93.5900       0.983715        5.39407       0.321935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        93.5701       0.983771        5.41398       0.321953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        93.5510       0.983823        5.43297       0.321970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        93.5320       0.983876        5.45196       0.321987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        93.5129       0.983929        5.47095       0.322005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        93.4939       0.983981        5.48994       0.322022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        93.4748       0.984034        5.50893       0.322039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        93.4558       0.984087        5.52793       0.322056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        93.4367       0.984139        5.54693       0.322074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        93.4177       0.984192        5.56593       0.322091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        93.3995       0.984242        5.58403       0.322107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        93.3814       0.984293        5.60213       0.322124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        93.3632       0.984343        5.62023       0.322140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        93.3451       0.984393        5.63834       0.322157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        93.3269       0.984443        5.65645       0.322173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        93.3087       0.984493        5.67456       0.322190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        93.2906       0.984544        5.69267       0.322206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        93.2724       0.984594        5.71078       0.322222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        93.2552       0.984642        5.72797       0.322238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        93.2379       0.984689        5.74517       0.322254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        93.2207       0.984737        5.76237       0.322269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        93.2034       0.984785        5.77957       0.322285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        93.1862       0.984832        5.79677       0.322300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        93.1689       0.984880        5.81397       0.322316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        93.1517       0.984928        5.83117       0.322332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        93.1344       0.984975        5.84838       0.322347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        93.1181       0.985020        5.86468       0.322362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        93.1017       0.985066        5.88098       0.322377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        93.0854       0.985111        5.89728       0.322392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        93.0690       0.985156        5.91359       0.322406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        93.0527       0.985201        5.92990       0.322421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        93.0363       0.985246        5.94620       0.322436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        93.0200       0.985291        5.96251       0.322451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        93.0036       0.985337        5.97882       0.322466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        92.9881       0.985379        5.99425       0.322479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        92.9726       0.985422        6.00968       0.322493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        92.9572       0.985465        6.02512       0.322507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        92.9417       0.985507        6.04055       0.322521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        92.9262       0.985550        6.05598       0.322535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        92.9107       0.985593        6.07142       0.322549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        92.8953       0.985636        6.08686       0.322563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        92.8798       0.985678        6.10230       0.322577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        92.8652       0.985719        6.11687       0.322591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        92.8505       0.985759        6.13144       0.322604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        92.8359       0.985799        6.14602       0.322617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        92.8213       0.985840        6.16060       0.322630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        92.8067       0.985880        6.17517       0.322643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        92.7921       0.985920        6.18975       0.322656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        92.7774       0.985960        6.20433       0.322670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        92.7628       0.986001        6.21891       0.322683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        92.7491       0.986039        6.23259       0.322695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        92.7354       0.986076        6.24626       0.322708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        92.7217       0.986114        6.25994       0.322720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        92.7080       0.986152        6.27362       0.322732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        92.6942       0.986190        6.28729       0.322745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        92.6805       0.986227        6.30097       0.322757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        92.6668       0.986265        6.31465       0.322769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        92.6531       0.986303        6.32833       0.322782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        92.6399       0.986339        6.34149       0.322794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        92.6267       0.986375        6.35464       0.322806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        92.6062       0.986397        6.36259       0.322813E-001  0.124935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        92.5764       0.986434        6.37605       0.322825E-001  0.288492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        92.5507       0.986462        6.38616       0.322834E-001  0.444247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        92.5249       0.986490        6.39628       0.322843E-001  0.600011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        92.4992       0.986518        6.40639       0.322852E-001  0.755783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        92.4735       0.986545        6.41650       0.322861E-001  0.911564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        92.4485       0.986572        6.42635       0.322870E-001  0.106309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        92.4234       0.986599        6.43621       0.322879E-001  0.121462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        92.3987       0.986626        6.44593       0.322888E-001  0.136412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        90.7215       0.986617        6.44211       0.322885E-001  0.121149        1.69633                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        89.0446       0.986599        6.43529       0.322879E-001  0.102422        3.39885                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        87.3677       0.986582        6.42847       0.322873E-001  0.836961E-001   5.10130                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        85.6908       0.986564        6.42165       0.322867E-001  0.649706E-001   6.80370                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        84.0141       0.986547        6.41483       0.322862E-001  0.462457E-001   8.50604                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        82.4837       0.986523        6.40595       0.322854E-001  0.264445E-001   10.0651                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        80.9535       0.986500        6.39707       0.322846E-001  0.664425E-002   11.6240                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        79.5385       0.986466        6.38440       0.322835E-001            NaN   13.0584                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        78.1856       0.986432        6.37183       0.322824E-001            NaN   14.4239                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        76.9213       0.986391        6.35658       0.322810E-001            NaN   15.7035                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        75.6570       0.986349        6.34132       0.322797E-001            NaN   16.9830                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        74.3929       0.986308        6.32607       0.322783E-001            NaN   18.2624                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        73.1289       0.986266        6.31082       0.322770E-001            NaN   19.5417                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        72.0212       0.986214        6.29175       0.322753E-001            NaN   20.6685                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        70.9137       0.986161        6.27268       0.322735E-001            NaN   21.7952                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        69.8062       0.986109        6.25361       0.322718E-001            NaN   22.9218                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        68.6989       0.986057        6.23454       0.322701E-001            NaN   24.0483                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        67.5917       0.986005        6.21548       0.322684E-001            NaN   25.1746                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        66.4846       0.985952        6.19642       0.322667E-001            NaN   26.3008                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        65.3776       0.985900        6.17736       0.322650E-001            NaN   27.4269                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        64.2707       0.985848        6.15830       0.322633E-001            NaN   28.5529                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        63.2737       0.985787        6.13616       0.322613E-001            NaN   29.5721                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        62.2768       0.985726        6.11402       0.322593E-001            NaN   30.5911                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        61.1464       0.985657        6.08916       0.322571E-001            NaN   30.9898       0.756671                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        59.7917       0.985577        6.05941       0.322544E-001            NaN   30.2728        2.85830                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        58.4046       0.985491        6.02793       0.322516E-001            NaN   29.5394        5.01032                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        57.0178       0.985405        5.99645       0.322488E-001            NaN   28.8061        7.16197                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        55.6312       0.985320        5.96498       0.322460E-001            NaN   28.0730        9.31325                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        54.2449       0.985234        5.93351       0.322432E-001            NaN   27.3400        11.4642                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        52.6546       0.985180        5.91340       0.322414E-001            NaN   26.7541       0.466868        13.1936                 NaN            NaN            NaN            NaN
  1480.77        500.000        50.8488       0.985165        5.90743       0.322409E-001            NaN   26.2373        14.4130        1.57614                 NaN            NaN            NaN            NaN
  1477.56        500.000        50.8488       0.985165        5.90743       0.322409E-001            NaN   26.2373        14.4130        1.57614                 NaN            NaN            NaN            NaN
  1474.36        500.000        47.5015       0.985101        5.88294       0.322388E-001            NaN   25.5130        3.68719        16.3981                 NaN            NaN            NaN            NaN
  1471.15        500.000        47.5015       0.985101        5.88294       0.322388E-001            NaN   25.5130        3.68719        16.3981                 NaN            NaN            NaN            NaN
  1467.95        500.000        47.5015       0.985101        5.88294       0.322388E-001            NaN   25.5130        3.68719        16.3981                 NaN            NaN            NaN            NaN
  1464.74        500.000        47.5015       0.985101        5.88294       0.322388E-001            NaN   25.5130        3.68719        16.3981                 NaN            NaN            NaN            NaN
  1461.54        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1458.33        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1455.13        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1451.92        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1448.72        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1445.51        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1442.31        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1439.10        500.000        41.6292       0.984880        5.80174       0.322316E-001            NaN   24.2973        19.8169        7.43773                 NaN            NaN            NaN            NaN
  1435.90        500.000        32.4631       0.984083        5.51238       0.322055E-001            NaN   23.4164        13.5325        24.0593                 NaN            NaN            NaN            NaN
  1432.69        500.000        32.4631       0.984083        5.51238       0.322055E-001            NaN   23.4164        13.5325        24.0593                 NaN            NaN            NaN            NaN
  1429.49        500.000        30.5412       0.983843        5.42594       0.321977E-001            NaN   23.4382        14.8460        24.7326                 NaN            NaN            NaN            NaN
  1426.28        500.000        28.5854       0.983823        5.41787       0.321970E-001            NaN   23.2257        15.4606        25.7612       0.533188                 NaN            NaN            NaN
  1423.08        500.000        26.5832       0.983804        5.41004       0.321964E-001            NaN   22.9662        16.0037        26.8843        1.13660                 NaN            NaN            NaN
  1419.87        500.000        26.5832       0.983804        5.41004       0.321964E-001            NaN   22.9662        16.0037        26.8843        1.13660                 NaN            NaN            NaN
  1416.67        500.000        26.5832       0.983804        5.41004       0.321964E-001            NaN   22.9662        16.0037        26.8843        1.13660                 NaN            NaN            NaN
  1413.46        500.000        26.5832       0.983804        5.41004       0.321964E-001            NaN   22.9662        16.0037        26.8843        1.13660                 NaN            NaN            NaN
  1410.26        500.000        20.3822       0.983612        5.33818       0.321901E-001            NaN   22.2077        30.4003        17.6016        3.05426                 NaN            NaN            NaN
  1407.05        500.000        20.3822       0.983612        5.33818       0.321901E-001            NaN   22.2077        30.4003        17.6016        3.05426                 NaN            NaN            NaN
  1403.85        500.000        20.3822       0.983612        5.33818       0.321901E-001            NaN   22.2077        30.4003        17.6016        3.05426                 NaN            NaN            NaN
  1400.64        500.000        20.3822       0.983612        5.33818       0.321901E-001            NaN   22.2077        30.4003        17.6016        3.05426                 NaN            NaN            NaN
  1397.44        500.000        16.0378       0.983322        5.23219       0.321806E-001            NaN   21.6645        18.5841        33.0022        4.46361                 NaN            NaN            NaN
  1394.23        500.000        15.1436       0.983240        5.20236       0.321779E-001            NaN   21.5855        33.5120        18.7790        4.76214                 NaN            NaN            NaN
  1391.03        500.000        14.3010       0.983147        5.16839       0.321749E-001  0.220833E-001   21.2476        34.2644        18.9264        5.05484                 NaN            NaN            NaN
  1387.82        500.000        14.3010       0.983147        5.16839       0.321749E-001  0.220833E-001   21.2476        34.2644        18.9264        5.05484                 NaN            NaN            NaN
  1384.62        500.000        12.7767       0.982963        5.10157       0.321689E-001  0.688740E-001   20.5952        19.1714        35.6747        5.59643                 NaN            NaN            NaN
  1381.41        500.000        12.7767       0.982963        5.10157       0.321689E-001  0.688740E-001   20.5952        19.1714        35.6747        5.59643                 NaN            NaN            NaN
  1378.21        500.000        12.7767       0.982963        5.10157       0.321689E-001  0.688740E-001   20.5952        19.1714        35.6747        5.59643                 NaN            NaN            NaN
  1375.00        500.000        12.7767       0.982963        5.10157       0.321689E-001  0.688740E-001   20.5952        19.1714        35.6747        5.59643                 NaN            NaN            NaN
  1371.79        500.000        10.2263       0.982607        4.97271       0.321572E-001  0.157090        19.4844        19.5094        38.0909        6.54442                 NaN            NaN            NaN
  1368.59        500.000        9.69197       0.982379        4.89057       0.319646E-001  0.184736        19.0248        19.5518        38.6795        6.77178       0.190477                 NaN            NaN
  1365.38        500.000        8.29378       0.981326        4.51164       0.308697E-001  0.270825        17.0812        40.6078        19.4798        7.46149        1.28125                 NaN            NaN
  1362.18        500.000        8.29378       0.981326        4.51164       0.308697E-001  0.270825        17.0812        40.6078        19.4798        7.46149        1.28125                 NaN            NaN
  1358.97        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
  1355.77        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
  1352.56        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
  1349.36        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
