|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1550.49        500.000                 NaN   99.4561       0.521590       0.222910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.06        500.000                 NaN   99.4589       0.521540       0.195243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.63        500.000                 NaN   99.4566       0.522308       0.210420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.20        500.000                 NaN   99.6745       0.313753       0.117708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.77        500.000                 NaN   99.2754       0.700502       0.241080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.34        500.000                 NaN   99.4785       0.503574       0.179207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.91        500.000                 NaN   99.4829       0.499479       0.175916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.48        500.000                 NaN   99.4858       0.498066       0.161149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.05        500.000                 NaN   99.4897       0.493190       0.171102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000                 NaN   99.2009       0.772159       0.269619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.19        500.000                 NaN   99.7988       0.195088       0.609591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.76        500.000                 NaN   99.5035       0.481435       0.150497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.33        500.000                 NaN   99.5073       0.478420       0.142898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000                 NaN   99.5105       0.477111       0.123629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.47        500.000                 NaN   99.4465       0.539300       0.142453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.04        500.000                 NaN   99.6723       0.317205       0.105131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.61        500.000                 NaN   99.4377       0.550904       0.114388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        500.000                 NaN   99.4157       0.567708       0.165997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.75        500.000                 NaN   99.6411       0.352035       0.685230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.32        500.000                 NaN   99.5329       0.457881       0.924428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.90        500.000                 NaN   99.9959                 NaN  0.408763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.47        500.000                 NaN   98.6416        1.30159       0.568311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.04        500.000                 NaN   99.9442       0.558384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        500.000                 NaN   99.5945       0.405454       0.130233E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.18        500.000                 NaN   99.5494       0.450606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        500.000                 NaN   99.5529       0.447051       0.292193E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.32        500.000                 NaN   99.5361       0.434215       0.296731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.89        500.000                 NaN   99.5896       0.364411       0.459424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.46        500.000                 NaN   99.5630       0.436914       0.116693E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.03        500.000                 NaN   99.5647       0.434932       0.364543E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.60        500.000                 NaN   99.5691       0.430855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.17        500.000                 NaN   99.5739       0.410571       0.155634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.74        500.000                 NaN   99.5738       0.426168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        500.000                 NaN   99.5763       0.421289       0.244926E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.88        500.000                 NaN   99.5397       0.460267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   99.6216       0.378136       0.215613E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.02        500.000                 NaN   99.5859       0.410217       0.391265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.59        500.000                 NaN   99.5882       0.411061       0.758564E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.16        500.000                 NaN   99.5910       0.409041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   99.7889       0.211063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.30        500.000                 NaN   99.3985       0.601519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN   99.5983       0.401720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.44        500.000                 NaN   99.6013       0.398671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.01        500.000                 NaN   99.5917       0.408274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.58        500.000                 NaN   99.6158       0.384228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.15        500.000                 NaN   99.6075       0.392517       0.941494E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.72        500.000                 NaN   99.6112       0.388780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.29        500.000                 NaN   99.6374       0.362566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.86        500.000                 NaN   99.5925       0.392574       0.148977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.43        500.000                 NaN   99.6068       0.319674                 NaN  0.735713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.00        500.000                 NaN   99.5380       0.129365E-001            NaN  0.449073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.57        500.000                 NaN   99.5389       0.100904E-001            NaN  0.450960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.14        500.000                 NaN   99.5403       0.718965E-002            NaN  0.452537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.71        500.000                 NaN   99.5418       0.501961E-002            NaN  0.453145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.28        500.000                 NaN   99.5439       0.206062E-002            NaN  0.453994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.85        500.000                 NaN   99.6419       0.536772E-002            NaN  0.352712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.42        500.000                 NaN   99.4474                 NaN            NaN  0.552601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.99        500.000                 NaN   99.5490       0.169494E-001            NaN  0.434016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.56        500.000                 NaN   99.5449                 NaN            NaN  0.455054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.13        500.000                 NaN   99.5544                 NaN            NaN  0.445641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.70        500.000                 NaN   99.5522       0.429714E-001            NaN  0.404845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.27        500.000                 NaN   99.5512                 NaN            NaN  0.448800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.84        500.000                 NaN   99.5524                 NaN            NaN  0.447635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.41        500.000                 NaN   99.5529                 NaN            NaN  0.447098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.98        500.000                 NaN   99.5533                 NaN            NaN  0.446740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.55        500.000                 NaN   99.5533                 NaN            NaN  0.446733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.12        500.000                 NaN   99.5533                 NaN            NaN  0.446674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.69        500.000                 NaN   99.5556                 NaN            NaN  0.444419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.26        500.000                 NaN   99.9210       0.790024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.83        500.000                 NaN   99.1846                 NaN            NaN  0.815386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.40        500.000                 NaN   99.5495                 NaN            NaN  0.450490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.97        500.000                 NaN   99.5480                 NaN            NaN  0.452008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.54        500.000                 NaN   99.5454                 NaN            NaN  0.454576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.11        500.000                 NaN   99.5432                 NaN            NaN  0.456828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.68        500.000                 NaN   99.0685                 NaN            NaN  0.436566       0.494893                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.25        500.000                 NaN   99.7634                 NaN            NaN  0.832940E-001  0.153292                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.82        500.000                 NaN   99.1819                 NaN            NaN  0.528590       0.289485                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.39        500.000                 NaN   99.3215                 NaN            NaN  0.438796       0.239686                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.96        500.000                 NaN   99.3271                 NaN            NaN  0.436017       0.236864                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.53        500.000                 NaN   99.3345                 NaN            NaN  0.233974       0.431512                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.10        500.000                 NaN   99.3388                 NaN            NaN  0.235311       0.425858                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.67        500.000                 NaN   99.3490                 NaN            NaN  0.422195       0.228790                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.24        500.000                 NaN   99.3536                 NaN            NaN  0.419086       0.227312                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.81        500.000                 NaN   99.3589                 NaN            NaN  0.416053       0.225003                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.38        500.000                 NaN   99.3639                 NaN            NaN  0.413263       0.222844                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.95        500.000                 NaN   99.3698                 NaN            NaN  0.409442       0.220739                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.53        500.000                 NaN   99.3755                 NaN            NaN  0.218842       0.405690                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.10        500.000                 NaN   99.4205                 NaN            NaN  0.377031       0.202480                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.67        500.000                 NaN   99.3465                 NaN            NaN  0.228511       0.425005                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.24        500.000                 NaN   99.3915                 NaN            NaN  0.396168       0.212327                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.81        500.000                 NaN   99.3971                 NaN            NaN  0.210272       0.392661                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.38        500.000                 NaN   98.8466                 NaN            NaN  0.440142       0.439540                 NaN  0.273691                 NaN            NaN            NaN            NaN
  1418.95        500.000                 NaN   98.2157                 NaN            NaN  0.703255       0.491208                 NaN  0.589876                 NaN            NaN            NaN            NaN
  1417.52        500.000                 NaN   98.2522                 NaN            NaN  0.688324       0.481344                 NaN  0.578173                 NaN            NaN            NaN            NaN
  1416.09        500.000                 NaN   98.2872                 NaN            NaN  0.471675       0.674168                 NaN  0.566925                 NaN            NaN            NaN            NaN
  1414.66        500.000                 NaN   98.3228                 NaN            NaN  0.462003       0.659878                 NaN  0.555324                 NaN            NaN            NaN            NaN
  1413.23        500.000                 NaN   98.3557                 NaN            NaN  0.646889       0.452577                 NaN  0.544819                 NaN            NaN            NaN            NaN
  1411.80        500.000                 NaN   98.3891                 NaN            NaN  0.633155       0.443729                 NaN  0.533966                 NaN            NaN            NaN            NaN
  1410.37        500.000                 NaN   98.4190                 NaN            NaN  0.621719       0.434973                 NaN  0.524336                 NaN            NaN            NaN            NaN
  1408.94        500.000                 NaN   98.4495                 NaN            NaN  0.426427       0.609608                 NaN  0.514421                 NaN            NaN            NaN            NaN
  1407.51        500.000                 NaN   98.4784                 NaN            NaN  0.418340       0.598209                 NaN  0.505042                 NaN            NaN            NaN            NaN
  1406.08        500.000                 NaN   98.5083                 NaN            NaN  0.410046       0.586391                 NaN  0.495311                 NaN            NaN            NaN            NaN
  1404.65        500.000                 NaN   98.5363                 NaN            NaN  0.402249       0.575300                 NaN  0.486167                 NaN            NaN            NaN            NaN
  1403.22        500.000                 NaN   98.5604                 NaN            NaN  0.395308       0.565793                 NaN  0.478490                 NaN            NaN            NaN            NaN
  1401.79        500.000                 NaN   98.5899                 NaN            NaN  0.387098       0.554327                 NaN  0.468713                 NaN            NaN            NaN            NaN
  1400.36        500.000                 NaN   98.6141                 NaN            NaN  0.544793       0.380342                 NaN  0.460789                 NaN            NaN            NaN            NaN
  1398.93        500.000                 NaN   98.6378                 NaN            NaN  0.373768       0.535461                 NaN  0.453004                 NaN            NaN            NaN            NaN
  1397.50        500.000                 NaN   98.6619                 NaN            NaN  0.366802       0.526188                 NaN  0.445068                 NaN            NaN            NaN            NaN
  1396.07        500.000                 NaN   98.6839                 NaN            NaN  0.517894       0.360205                 NaN  0.437983                 NaN            NaN            NaN            NaN
  1394.64        500.000                 NaN   98.7103                 NaN            NaN  0.507312       0.353229                 NaN  0.429162                 NaN            NaN            NaN            NaN
  1393.21        500.000                 NaN   98.7309                 NaN            NaN  0.347184       0.499423                 NaN  0.422521                 NaN            NaN            NaN            NaN
  1391.78        500.000                 NaN   98.7506                 NaN            NaN  0.491986       0.341475                 NaN  0.415902                 NaN            NaN            NaN            NaN
  1390.35        500.000                 NaN   98.7738                 NaN            NaN  0.482579       0.335151                 NaN  0.408432                 NaN            NaN            NaN            NaN
  1388.92        500.000                 NaN   98.7943                 NaN            NaN  0.475370       0.328714                 NaN  0.401656                 NaN            NaN            NaN            NaN
  1387.49        500.000                 NaN   98.8125                 NaN            NaN  0.323788       0.468170                 NaN  0.395557                 NaN            NaN            NaN            NaN
  1386.06        500.000                 NaN   98.8311                 NaN            NaN  0.317573       0.461777                 NaN  0.389577                 NaN            NaN            NaN            NaN
  1384.63        500.000                 NaN   98.8523                 NaN            NaN  0.312649       0.452668                 NaN  0.382344                 NaN            NaN            NaN            NaN
  1383.20        500.000                 NaN   98.8691                 NaN            NaN  0.446585       0.307475                 NaN  0.376819                 NaN            NaN            NaN            NaN
  1381.77        500.000                 NaN   98.8870                 NaN            NaN  0.439594       0.302497                 NaN  0.370906                 NaN            NaN            NaN            NaN
  1380.34        500.000                 NaN   98.9043                 NaN            NaN  0.297454       0.433095                 NaN  0.365187                 NaN            NaN            NaN            NaN
  1378.91        500.000                 NaN   98.9215                 NaN            NaN  0.292341       0.426811                 NaN  0.359394                 NaN            NaN            NaN            NaN
  1377.48        500.000                 NaN   98.9377                 NaN            NaN  0.287644       0.420657                 NaN  0.353996                 NaN            NaN            NaN            NaN
  1376.05        500.000                 NaN   98.9535                 NaN            NaN  0.414694       0.283011                 NaN  0.348825                 NaN            NaN            NaN            NaN
  1374.62        500.000                 NaN   98.9689                 NaN            NaN  0.408776       0.278599                 NaN  0.343689                 NaN            NaN            NaN            NaN
  1373.19        500.000                 NaN   98.9869                 NaN            NaN  0.273241       0.402360                 NaN  0.337505                 NaN            NaN            NaN            NaN
  1371.76        500.000                 NaN   99.0011                 NaN            NaN  0.269425       0.396610                 NaN  0.332830                 NaN            NaN            NaN            NaN
  1370.33        500.000                 NaN   99.0152                 NaN            NaN  0.265282       0.391465                 NaN  0.328045                 NaN            NaN            NaN            NaN
  1368.90        500.000                 NaN   99.0293                 NaN            NaN  0.261151       0.386186                 NaN  0.323394                 NaN            NaN            NaN            NaN
  1367.47        500.000                 NaN   99.0427                 NaN            NaN  0.381488       0.256841                 NaN  0.319012                 NaN            NaN            NaN            NaN
  1366.04        500.000                 NaN   99.0575                 NaN            NaN  0.252899       0.375828                 NaN  0.313792                 NaN            NaN            NaN            NaN
  1364.61        500.000                 NaN   99.0713                 NaN            NaN  0.370593       0.248903                 NaN  0.309165                 NaN            NaN            NaN            NaN
  1363.18        500.000                 NaN   99.0841                 NaN            NaN  0.245142       0.365842                 NaN  0.304903                 NaN            NaN            NaN            NaN
  1361.75        500.000                 NaN   99.0963                 NaN            NaN  0.241748       0.361196                 NaN  0.300753                 NaN            NaN            NaN            NaN
  1360.32        500.000                 NaN   99.1096                 NaN            NaN  0.237459       0.356665                 NaN  0.296295                 NaN            NaN            NaN            NaN
  1358.89        500.000                 NaN   99.1215                 NaN            NaN  0.351884       0.234379                 NaN  0.292260                 NaN            NaN            NaN            NaN
  1357.46        500.000                 NaN   99.1294                 NaN            NaN  0.232027       0.348837                 NaN  0.289729                 NaN            NaN            NaN            NaN
  1356.03        500.000                 NaN   99.1502                 NaN            NaN  0.225897       0.341535                 NaN  0.282336                 NaN            NaN            NaN            NaN
  1354.60        500.000                 NaN   99.1566                 NaN            NaN  0.223976       0.338697                 NaN  0.280606       0.161166E-003            NaN            NaN            NaN
  1353.17        500.000                 NaN   99.1360                 NaN            NaN  0.262902       0.291301                 NaN  0.298294       0.114986E-001            NaN            NaN            NaN
  1351.74        500.000                 NaN   99.1501                 NaN            NaN  0.258021       0.287587                 NaN  0.293217       0.111162E-001            NaN            NaN            NaN
  1350.31        500.000                 NaN   99.1644                 NaN            NaN  0.252714       0.284254                 NaN  0.287958       0.106730E-001            NaN            NaN            NaN
  1348.88        500.000                 NaN   99.1774                 NaN            NaN  0.247994       0.281006                 NaN  0.283257       0.103089E-001            NaN            NaN            NaN
  1347.45        500.000                 NaN   99.1913                 NaN            NaN  0.242846       0.277886                 NaN  0.278106       0.987135E-002            NaN            NaN            NaN
  1346.02        500.000                 NaN   99.2035                 NaN            NaN  0.275041       0.238383                 NaN  0.273624       0.948542E-002            NaN            NaN            NaN
  1344.59        500.000                 NaN   99.2164                 NaN            NaN  0.233328       0.272182                 NaN  0.268936       0.911354E-002            NaN            NaN            NaN
  1343.16        500.000                 NaN   99.2287                 NaN            NaN  0.268471       0.229585                 NaN  0.264404       0.881712E-002            NaN            NaN            NaN
  1341.73        500.000                 NaN   99.2401                 NaN            NaN  0.224708       0.266591                 NaN  0.260178       0.837998E-002            NaN            NaN            NaN
  1340.30        500.000                 NaN   99.2524                 NaN            NaN  0.263395       0.220480                 NaN  0.255680       0.804932E-002            NaN            NaN            NaN
  1338.87        500.000                 NaN   99.2616                 NaN            NaN  0.262225       0.216303                 NaN  0.252231       0.765117E-002            NaN            NaN            NaN
  1337.44        500.000                 NaN   99.2759                 NaN            NaN  0.258011       0.211800                 NaN  0.246986       0.732824E-002            NaN            NaN            NaN
  1336.01        500.000                 NaN   99.2853                 NaN            NaN  0.208053       0.256117                 NaN  0.243542       0.701152E-002            NaN            NaN            NaN
  1334.58        500.000                 NaN   99.2956                 NaN            NaN  0.204130       0.253775                 NaN  0.239748       0.670178E-002            NaN            NaN            NaN
  1333.15        500.000                 NaN   99.3059                 NaN            NaN  0.199969       0.251886                 NaN  0.235909       0.633713E-002            NaN            NaN            NaN
  1331.73        500.000                 NaN   99.3157                 NaN            NaN  0.249404       0.196519                 NaN  0.232278       0.606259E-002            NaN            NaN            NaN
  1330.30        500.000                 NaN   99.3255                 NaN            NaN  0.192635       0.247550                 NaN  0.228566       0.570553E-002            NaN            NaN            NaN
  1328.87        500.000                 NaN   99.3352                 NaN            NaN  0.188809       0.245548                 NaN  0.225042       0.540381E-002            NaN            NaN            NaN
  1327.44        500.000                 NaN   99.3443                 NaN            NaN  0.244063       0.185002                 NaN  0.221625       0.505349E-002            NaN            NaN            NaN
  1326.01        500.000                 NaN   99.3534                 NaN            NaN  0.241951       0.181620                 NaN  0.218205       0.478783E-002            NaN            NaN            NaN
  1324.58        500.000                 NaN   99.3618                 NaN            NaN  0.178181       0.240543                 NaN  0.215030       0.444388E-002            NaN            NaN            NaN
  1323.15        500.000                 NaN   99.3708                 NaN            NaN  0.174617       0.238697                 NaN  0.211690       0.417642E-002            NaN            NaN            NaN
  1321.72        500.000                 NaN   99.3792                 NaN            NaN  0.237087       0.171244                 NaN  0.208583       0.388964E-002            NaN            NaN            NaN
  1320.29        500.000                 NaN   99.3868                 NaN            NaN  0.168498       0.235266                 NaN  0.205819       0.361565E-002            NaN            NaN            NaN
  1318.86        500.000                 NaN   99.3960                 NaN            NaN  0.234006       0.164538                 NaN  0.202135       0.329290E-002            NaN            NaN            NaN
  1317.43        500.000                 NaN   99.4033                 NaN            NaN  0.232524       0.161581                 NaN  0.199505       0.305605E-002            NaN            NaN            NaN
  1316.00        500.000                 NaN   99.4105                 NaN            NaN  0.158383       0.231514                 NaN  0.196781       0.278295E-002            NaN            NaN            NaN
  1314.57        500.000                 NaN   99.4187                 NaN            NaN  0.230165       0.154961                 NaN  0.193723       0.248053E-002            NaN            NaN            NaN
  1313.14        500.000                 NaN   99.4237                 NaN            NaN  0.230413       0.151423                 NaN  0.192204       0.223170E-002            NaN            NaN            NaN
  1311.71        500.000                 NaN   99.4546                 NaN  0.632243E-001  0.102706       0.191051                 NaN  0.188427                 NaN            NaN            NaN            NaN
  1310.28        500.000                 NaN   99.4625                 NaN  0.713112E-001  0.829832E-001  0.196091                 NaN  0.187138                 NaN            NaN            NaN            NaN
  1308.85        500.000                 NaN   99.4709                 NaN  0.776123E-001  0.668137E-001  0.199429                 NaN  0.185229                 NaN            NaN            NaN            NaN
  1307.42        500.000                 NaN   99.4779                 NaN  0.769541E-001  0.644541E-001  0.198108                 NaN  0.182604                 NaN            NaN            NaN            NaN
  1305.99        500.000                 NaN   99.4841                 NaN  0.751184E-001  0.657494E-001  0.194882                 NaN  0.180159                 NaN            NaN            NaN            NaN
  1304.56        500.000                 NaN   99.4902                 NaN  0.754883E-001  0.626100E-001  0.193299                 NaN  0.178424                 NaN            NaN            NaN            NaN
  1303.13        500.000                 NaN   99.4981                 NaN  0.724992E-001  0.643882E-001  0.190403                 NaN  0.174573                 NaN            NaN            NaN            NaN
  1301.70        500.000                 NaN   99.5027                 NaN  0.719632E-001  0.188884       0.632900E-001            NaN  0.173137                 NaN            NaN            NaN            NaN
  1300.27        500.000                 NaN   99.5094                 NaN  0.705057E-001  0.636389E-001  0.185911                 NaN  0.170574                 NaN            NaN            NaN            NaN
  1298.84        500.000                 NaN   99.5147                 NaN  0.694083E-001  0.184023       0.632282E-001            NaN  0.168631                 NaN            NaN            NaN            NaN
  1297.41        500.000                 NaN   99.5212                 NaN  0.676773E-001  0.642063E-001  0.180960                 NaN  0.165956                 NaN            NaN            NaN            NaN
  1295.98        500.000                 NaN   99.5268                 NaN  0.668816E-001  0.179766       0.626785E-001            NaN  0.163892                 NaN            NaN            NaN            NaN
  1294.55        500.000                 NaN   99.5267                 NaN  0.677300E-001  0.180807       0.607262E-001            NaN  0.164023                 NaN            NaN            NaN            NaN
  1293.12        500.000                 NaN   99.5432                 NaN  0.621783E-001  0.170998       0.660614E-001            NaN  0.157562                 NaN            NaN            NaN            NaN
  1291.69        500.000                 NaN   99.5432                 NaN  0.621369E-001  0.650769E-001  0.172219                 NaN  0.157339                 NaN            NaN            NaN            NaN
  1290.26        500.000                 NaN   99.5386                 NaN  0.610125E-001  0.667131E-001  0.170674                 NaN  0.156601                 NaN  0.643153E-002            NaN            NaN
  1288.83        500.000                 NaN   89.3815                 NaN            NaN  0.941307        1.62991                 NaN   1.25822                 NaN   6.78901                 NaN            NaN
  1287.40        500.000                 NaN   90.4307                 NaN            NaN  0.857052        1.46686                 NaN   1.14076                 NaN   6.10459                 NaN            NaN
  1285.97        500.000                 NaN   91.3420                 NaN            NaN  0.798681        1.30131                 NaN   1.04084       0.355990E-002   5.51363                 NaN            NaN
  1284.54        500.000                 NaN   92.0214                 NaN            NaN   1.06514       0.833159                 NaN  0.977569       0.217412E-001   5.08102                 NaN            NaN
  1283.11        500.000                 NaN   92.7783                 NaN            NaN  0.977069       0.749243                 NaN  0.886936       0.170029E-001   4.59149                 NaN            NaN
  1281.68        500.000                 NaN   93.4016                 NaN            NaN  0.902915       0.681793                 NaN  0.812244       0.132256E-001   4.18823                 NaN            NaN
  1280.25        500.000                 NaN   93.9250                 NaN            NaN  0.622545       0.843066                 NaN  0.749259       0.997270E-002   3.85014                 NaN            NaN
  1278.82        500.000                 NaN   94.3737                 NaN            NaN  0.794449       0.568773                 NaN  0.695248       0.717518E-002   3.56068                 NaN            NaN
  1277.39        500.000                 NaN   94.7634                 NaN            NaN  0.751678       0.522734                 NaN  0.648362       0.486806E-002   3.30892                 NaN            NaN
