|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.5/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q             
  1567.57        2500.00        99.3058       0.606604       0.875909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.03        2500.00        99.2767       0.651444       0.718173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.48        2500.00        99.2841       0.644180       0.717597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.94        2500.00        99.2894       0.640700       0.699290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.2947       0.636490       0.688178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.86        2500.00        99.2986       0.634071       0.673490E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.31        2500.00        99.3045       0.629408       0.660769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.77        2500.00        99.3063       0.627394       0.663458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.23        2500.00        99.3201       0.616957       0.628966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.69        2500.00        99.3202       0.616502       0.632732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.15        2500.00        99.3230       0.616390       0.606282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.60        2500.00        99.3306       0.608398       0.610175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.06        2500.00        99.3345       0.605555       0.599353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.52        2500.00        99.3395       0.602156       0.583564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.98        2500.00        99.3443       0.597385       0.582933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.43        2500.00        99.3399       0.582363       0.777760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.89        2500.00        99.3562       0.610686       0.331406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.3601       0.585427       0.544747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        2500.00        99.3620       0.584755       0.532120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.26        2500.00        99.3646       0.584574       0.508495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.72        2500.00        99.3696       0.579561       0.508773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.18        2500.00        99.3729       0.577714       0.493719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.64        2500.00        99.6940       0.284292       0.217361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00        99.0635       0.863100       0.734086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.55        2500.00        99.3860       0.567558       0.464761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.01        2500.00        99.3881       0.566654       0.452148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.47        2500.00        99.3935       0.560687       0.458126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00        99.3957       0.560709       0.436050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.38        2500.00        99.3992       0.559282       0.415220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.84        2500.00        99.4034       0.529173       0.674587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.4325       0.554879       0.126671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.76        2500.00        99.3845       0.572822       0.426529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.21        2500.00        99.4142       0.547410       0.383941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.67        2500.00        99.4163       0.546109       0.376401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.13        2500.00        99.6118       0.360479       0.277420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.59        2500.00        99.2301       0.725394       0.445141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.05        2500.00        99.4227       0.545182       0.320984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.50        2500.00        99.4263       0.542521       0.312215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00        99.3512       0.298537       0.114391E-001  0.338851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        2500.00        99.2002                 NaN  0.242312E-001  0.775548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.88        2500.00        99.1866                 NaN  0.851262E-005  0.813397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.33        2500.00        99.0145                 NaN            NaN  0.270275       0.715183                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.79        2500.00        98.6915                 NaN            NaN  0.818345       0.490116                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7036                 NaN  0.386168E-002  0.479516       0.813049                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.71        2500.00        98.7190                 NaN  0.300370E-001  0.437150       0.813772                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.16        2500.00        98.7296                 NaN  0.211724E-005  0.795693       0.474662                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00        98.7439                 NaN  0.392773E-001  0.413263       0.803510                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.08        2500.00        98.7493                 NaN  0.420573E-001  0.801519       0.407106                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.54        2500.00        98.7714                 NaN  0.405425E-001  0.398414       0.789633                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00        98.7038                 NaN  0.407778E-001  0.831521       0.423950                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.45        2500.00        98.8631                 NaN  0.351053E-001  0.728335       0.373426                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.91        2500.00        98.7989                 NaN  0.357934E-001  0.395214       0.770073                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.37        2500.00        98.8090                 NaN  0.342687E-001  0.762939       0.393753                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00        98.8184                 NaN  0.329681E-001  0.391719       0.756909                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.28        2500.00        98.9261                 NaN  0.292319E-001  0.354898       0.689813                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.74        2500.00        98.7375                 NaN  0.327086E-001  0.809801       0.420036                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8470                 NaN  0.287396E-001  0.385127       0.739131                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.66        2500.00        98.8551                 NaN  0.274184E-001  0.383466       0.733977                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.11        2500.00        98.8641                 NaN  0.261484E-001  0.729075       0.380693                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.57        2500.00        98.8727                 NaN  0.248531E-001  0.723321       0.379125                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00        98.8810                 NaN  0.235564E-001  0.718660       0.376796                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.49        2500.00        98.8894                 NaN  0.224634E-001  0.712958       0.375206                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.95        2500.00        99.0992                 NaN  0.173944E-001  0.304953       0.578479                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.40        2500.00        98.6987                 NaN  0.238723E-001  0.837104       0.440371                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.86        2500.00        98.9117                 NaN  0.187303E-001  0.699668       0.369875                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.32        2500.00        98.9188                 NaN  0.176200E-001  0.368018       0.695531                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.78        2500.00        98.9768                 NaN  0.160625E-001  0.658498       0.348607                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.23        2500.00        98.8850                 NaN  0.601403E-001  0.321416       0.733460                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00        98.9408                 NaN  0.125239E-005  0.677484       0.381752                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.9430                 NaN            NaN  0.677013       0.380008                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.61        2500.00        98.8707                 NaN  0.570484E-002  0.684692       0.404746                 NaN  0.341370E-001            NaN            NaN            NaN            NaN
  1458.06        2500.00        96.8257                 NaN  0.329064       0.907088       0.990392                 NaN  0.947784                 NaN            NaN            NaN            NaN
  1456.52        2500.00        96.8983                 NaN  0.327608       0.970618       0.876810                 NaN  0.926690                 NaN            NaN            NaN            NaN
  1454.98        2500.00        96.9705                 NaN  0.325243       0.847832       0.950719                 NaN  0.905666                 NaN            NaN            NaN            NaN
  1453.44        2500.00        97.0423                 NaN  0.322844       0.818822       0.931448                 NaN  0.884540                 NaN            NaN            NaN            NaN
  1451.90        2500.00        97.1062                 NaN  0.321305       0.791021       0.915654                 NaN  0.865802                 NaN            NaN            NaN            NaN
  1450.35        2500.00        97.1718                 NaN  0.318927       0.896341       0.766242                 NaN  0.846667                 NaN            NaN            NaN            NaN
  1448.81        2500.00        97.2322                 NaN  0.317590       0.880646       0.740601                 NaN  0.828993                 NaN            NaN            NaN            NaN
  1447.27        2500.00        97.2932                 NaN  0.315192       0.863549       0.717205                 NaN  0.810808                 NaN            NaN            NaN            NaN
  1445.73        2500.00        97.3420                 NaN  0.314718       0.694942       0.851542                 NaN  0.796801                 NaN            NaN            NaN            NaN
  1444.18        2500.00        97.4062                 NaN  0.312000       0.833404       0.670847                 NaN  0.777551                 NaN            NaN            NaN            NaN
  1442.64        2500.00        97.4566                 NaN  0.310916       0.820318       0.649351                 NaN  0.762816                 NaN            NaN            NaN            NaN
  1441.10        2500.00        97.5056                 NaN  0.309812       0.629550       0.806442                 NaN  0.748586                 NaN            NaN            NaN            NaN
  1439.56        2500.00        97.5550                 NaN  0.308446       0.793097       0.609661                 NaN  0.733769                 NaN            NaN            NaN            NaN
  1438.01        2500.00        97.6025                 NaN  0.307172       0.589958       0.780498                 NaN  0.719913                 NaN            NaN            NaN            NaN
  1436.47        2500.00        97.6473                 NaN  0.306264       0.571039       0.768716                 NaN  0.706697                 NaN            NaN            NaN            NaN
  1434.93        2500.00        97.6904                 NaN  0.305384       0.757042       0.553363                 NaN  0.693806                 NaN            NaN            NaN            NaN
  1433.39        2500.00        97.7338                 NaN  0.304118       0.744911       0.536129                 NaN  0.681066                 NaN            NaN            NaN            NaN
  1431.85        2500.00        97.7740                 NaN  0.303425       0.734476       0.518787                 NaN  0.669334                 NaN            NaN            NaN            NaN
  1430.30        2500.00        97.8118                 NaN  0.302948       0.501876       0.725557                 NaN  0.657845                 NaN            NaN            NaN            NaN
  1428.76        2500.00        97.8533                 NaN  0.301574       0.486103       0.713445                 NaN  0.645576                 NaN            NaN            NaN            NaN
  1427.22        2500.00        97.8826                 NaN  0.303371       0.474344       0.701996                 NaN  0.637715                 NaN            NaN            NaN            NaN
  1425.68        2500.00        97.9343                 NaN  0.297905       0.690593       0.456133                 NaN  0.621074                 NaN            NaN            NaN            NaN
  1424.13        2500.00        97.9577                 NaN  0.299883       0.686590       0.441386                 NaN  0.614482                 NaN            NaN            NaN            NaN
  1422.59        2500.00        97.9936                 NaN  0.298943       0.675887       0.427609                 NaN  0.604006                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.0273                 NaN  0.298355       0.667287       0.413206                 NaN  0.593858                 NaN            NaN            NaN            NaN
  1419.51        2500.00        98.0478                 NaN  0.299363       0.662223       0.402204                 NaN  0.588362                 NaN            NaN            NaN            NaN
  1417.96        2500.00        98.1003                 NaN  0.295761       0.648351       0.383938                 NaN  0.571631                 NaN            NaN            NaN            NaN
  1416.42        2500.00        98.1193                 NaN  0.296944       0.643269       0.374036                 NaN  0.566445                 NaN            NaN            NaN            NaN
  1414.88        2500.00        98.1484                 NaN  0.296500       0.635405       0.361905                 NaN  0.557742                 NaN            NaN            NaN            NaN
  1413.34        2500.00        98.1767                 NaN  0.295978       0.349665       0.628359                 NaN  0.549332                 NaN            NaN            NaN            NaN
  1411.80        2500.00        98.2040                 NaN  0.295671       0.337532       0.621536                 NaN  0.541241                 NaN            NaN            NaN            NaN
  1410.25        2500.00        98.2290                 NaN  0.295860       0.326872       0.614569                 NaN  0.533658                 NaN            NaN            NaN            NaN
  1408.71        2500.00        98.2594                 NaN  0.294361       0.606351       0.315311                 NaN  0.524618                 NaN            NaN            NaN            NaN
  1407.17        2500.00        98.2830                 NaN  0.294124       0.600704       0.304850                 NaN  0.517309                 NaN            NaN            NaN            NaN
  1405.63        2500.00        98.3046                 NaN  0.294319       0.293460       0.596865                 NaN  0.510760                 NaN            NaN            NaN            NaN
  1404.08        2500.00        98.3316                 NaN  0.293526       0.283381       0.588748                 NaN  0.502722                 NaN            NaN            NaN            NaN
  1402.54        2500.00        98.3536                 NaN  0.293475       0.583292       0.273535                 NaN  0.496083                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.3754                 NaN  0.293047       0.578163       0.263919                 NaN  0.489427                 NaN            NaN            NaN            NaN
  1399.46        2500.00        98.3986                 NaN  0.292490       0.255320       0.571312                 NaN  0.482285                 NaN            NaN            NaN            NaN
  1397.91        2500.00        98.4185                 NaN  0.292657       0.566728       0.245893                 NaN  0.476269                 NaN            NaN            NaN            NaN
  1396.37        2500.00        98.4420                 NaN  0.291599       0.560611       0.236635                 NaN  0.469151                 NaN            NaN            NaN            NaN
  1394.83        2500.00        98.4618                 NaN  0.291409       0.555746       0.227896                 NaN  0.463105                 NaN            NaN            NaN            NaN
  1393.29        2500.00        98.4824                 NaN  0.290883       0.219209       0.550704                 NaN  0.456824                 NaN            NaN            NaN            NaN
  1391.75        2500.00        98.5019                 NaN  0.290681       0.545574       0.210869                 NaN  0.450992                 NaN            NaN            NaN            NaN
  1390.20        2500.00        98.5211                 NaN  0.289659       0.203226       0.541195                 NaN  0.444809                 NaN            NaN            NaN            NaN
  1388.66        2500.00        98.5398                 NaN  0.289296       0.195165       0.536567                 NaN  0.439191                 NaN            NaN            NaN            NaN
  1387.12        2500.00        98.5589                 NaN  0.288764       0.531356       0.187555                 NaN  0.433433                 NaN            NaN            NaN            NaN
  1385.58        2500.00        98.5760                 NaN  0.288277       0.527730       0.180007                 NaN  0.427961                 NaN            NaN            NaN            NaN
  1384.03        2500.00        98.5931                 NaN  0.287782       0.172906       0.523477                 NaN  0.422732                 NaN            NaN            NaN            NaN
  1382.49        2500.00        98.6105                 NaN  0.286692       0.518981       0.166559                 NaN  0.417234                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.6263                 NaN  0.286302       0.158730       0.516163                 NaN  0.412467                 NaN            NaN            NaN            NaN
  1379.41        2500.00        98.6442                 NaN  0.284930       0.510853       0.153321                 NaN  0.406676                 NaN            NaN            NaN            NaN
  1377.86        2500.00        98.6598                 NaN  0.284535       0.506972       0.146789                 NaN  0.401882                 NaN            NaN            NaN            NaN
  1376.32        2500.00        98.6753                 NaN  0.283585       0.502930       0.141139                 NaN  0.397044                 NaN            NaN            NaN            NaN
  1374.78        2500.00        98.6906                 NaN  0.282559       0.499452       0.135335                 NaN  0.392100                 NaN            NaN            NaN            NaN
  1373.24        2500.00        98.7045                 NaN  0.281823       0.129709       0.496345                 NaN  0.387605                 NaN            NaN            NaN            NaN
  1371.70        2500.00        98.7169                 NaN  0.280907       0.494659       0.124028                 NaN  0.383521                 NaN            NaN            NaN            NaN
  1370.15        2500.00        98.7328                 NaN  0.282137       0.489882       0.115957                 NaN  0.379267                 NaN            NaN            NaN            NaN
  1368.61        2500.00        98.7512                 NaN  0.275157       0.482244       0.119307                 NaN  0.372072                 NaN            NaN            NaN            NaN
  1367.07        2500.00        98.7615                 NaN  0.277139       0.481866       0.110108                 NaN  0.369347                 NaN            NaN            NaN            NaN
  1365.53        2500.00        98.7760                 NaN  0.275714       0.105508       0.478014                 NaN  0.364800                 NaN            NaN            NaN            NaN
  1363.98        2500.00        98.7899                 NaN  0.274185       0.101119       0.474480                 NaN  0.360319                 NaN            NaN            NaN            NaN
  1362.44        2500.00        98.8015                 NaN  0.273437       0.962044E-001  0.472352                 NaN  0.356517                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8137                 NaN  0.270518       0.952545E-001  0.468438                 NaN  0.352124                 NaN            NaN            NaN            NaN
  1359.36        2500.00        98.8271                 NaN  0.269646       0.464850       0.903340E-001            NaN  0.348055                 NaN            NaN            NaN            NaN
  1357.81        2500.00        98.8385                 NaN  0.267945       0.872382E-001  0.462138                 NaN  0.344193                 NaN            NaN            NaN            NaN
  1356.27        2500.00        98.8507                 NaN  0.266062       0.458408       0.847036E-001            NaN  0.340115                 NaN            NaN            NaN            NaN
  1354.73        2500.00        98.8627                 NaN  0.264254       0.819541E-001  0.454972                 NaN  0.336167                 NaN            NaN            NaN            NaN
  1353.19        2500.00        98.8737                 NaN  0.262474       0.790601E-001  0.452293                 NaN  0.332492                 NaN            NaN            NaN            NaN
  1351.65        2500.00        98.8851                 NaN  0.259902       0.449258       0.773002E-001            NaN  0.328407                 NaN            NaN            NaN            NaN
  1350.10        2500.00        98.8962                 NaN  0.258050       0.446267       0.746510E-001            NaN  0.324830                 NaN            NaN            NaN            NaN
  1348.56        2500.00        98.9071                 NaN  0.255815       0.443025       0.729428E-001            NaN  0.321144                 NaN            NaN            NaN            NaN
  1347.02        2500.00        98.9164                 NaN  0.253253       0.440951       0.716005E-001            NaN  0.317782                 NaN            NaN            NaN            NaN
  1345.48        2500.00        98.9280                 NaN  0.251396       0.436992       0.695944E-001            NaN  0.314025                 NaN            NaN            NaN            NaN
  1343.93        2500.00        98.9393                 NaN  0.248651       0.684765E-001  0.433414                 NaN  0.310178                 NaN            NaN            NaN            NaN
  1342.39        2500.00        98.9481                 NaN  0.245777       0.430821       0.683318E-001            NaN  0.306938                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9580                 NaN  0.243533       0.427886       0.669910E-001            NaN  0.303568                 NaN            NaN            NaN            NaN
  1339.31        2500.00        98.9674                 NaN  0.240657       0.671760E-001  0.424615                 NaN  0.300191                 NaN            NaN            NaN            NaN
  1337.76        2500.00        98.9776                 NaN  0.238402       0.660447E-001  0.421053                 NaN  0.296878                 NaN            NaN            NaN            NaN
  1336.22        2500.00        98.9850                 NaN  0.234206       0.418597       0.683678E-001            NaN  0.293791                 NaN            NaN            NaN            NaN
  1334.68        2500.00        98.9957                 NaN  0.231829       0.415116       0.671750E-001            NaN  0.290219                 NaN            NaN            NaN            NaN
  1333.14        2500.00        99.0045                 NaN  0.228950       0.411958       0.674052E-001            NaN  0.287202                 NaN            NaN            NaN            NaN
  1331.60        2500.00        99.0124                 NaN  0.225622       0.408854       0.689201E-001            NaN  0.284168                 NaN            NaN            NaN            NaN
  1330.05        2500.00        99.0219                 NaN  0.222528       0.405706       0.689056E-001            NaN  0.280937                 NaN            NaN            NaN            NaN
  1328.51        2500.00        99.0293                 NaN  0.218930       0.402509       0.711930E-001            NaN  0.278083                 NaN            NaN            NaN            NaN
  1326.97        2500.00        99.0377                 NaN  0.215851       0.399212       0.721115E-001            NaN  0.275148                 NaN            NaN            NaN            NaN
  1325.43        2500.00        99.0454                 NaN  0.212009       0.396020       0.744454E-001            NaN  0.272160                 NaN            NaN            NaN            NaN
  1323.88        2500.00        99.0543                 NaN  0.209434       0.391771       0.750778E-001            NaN  0.269419                 NaN            NaN            NaN            NaN
  1322.34        2500.00        99.0606                 NaN  0.204136       0.389606       0.793181E-001            NaN  0.266327                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0683                 NaN  0.201001       0.385879       0.811093E-001            NaN  0.263706                 NaN            NaN            NaN            NaN
  1319.26        2500.00        99.0755                 NaN  0.197642       0.382400       0.833233E-001            NaN  0.261130                 NaN            NaN            NaN            NaN
  1317.71        2500.00        99.0829                 NaN  0.193114       0.378459       0.872139E-001            NaN  0.258279                 NaN            NaN            NaN            NaN
  1316.17        2500.00        99.0892                 NaN  0.189162       0.374902       0.908977E-001            NaN  0.255840                 NaN            NaN            NaN            NaN
  1314.63        2500.00        99.0968                 NaN  0.185417       0.371162       0.934990E-001            NaN  0.253159                 NaN            NaN            NaN            NaN
  1313.09        2500.00        99.1030                 NaN  0.181263       0.367252       0.977549E-001            NaN  0.250720                 NaN            NaN            NaN            NaN
  1311.55        2500.00        99.1089                 NaN  0.176912       0.363351       0.102485                 NaN  0.248370                 NaN            NaN            NaN            NaN
  1310.00        2500.00        99.1161                 NaN  0.173333       0.104739       0.359979                 NaN  0.245844                 NaN            NaN            NaN            NaN
  1308.46        2500.00        99.1218                 NaN  0.168692       0.355399       0.110539                 NaN  0.243570                 NaN            NaN            NaN            NaN
  1306.92        2500.00        99.1268                 NaN  0.164260       0.115187       0.352327                 NaN  0.241469                 NaN            NaN            NaN            NaN
  1305.38        2500.00        99.1332                 NaN  0.158845       0.123247       0.345779                 NaN  0.238898                 NaN            NaN            NaN            NaN
  1303.83        2500.00        99.1389                 NaN  0.155264       0.126564       0.342351                 NaN  0.236908                 NaN            NaN            NaN            NaN
  1302.29        2500.00        99.1437                 NaN  0.150096       0.337297       0.134060                 NaN  0.234811                 NaN            NaN            NaN            NaN
  1300.75        2500.00        95.8028                 NaN  0.484680       0.932964       0.143966                 NaN  0.647430        1.98818                 NaN            NaN            NaN
  1299.21        2500.00        88.5358                 NaN   1.19111       0.150984        2.28467                 NaN   1.54487        6.29254                 NaN            NaN            NaN
  1297.67        2500.00        89.2064                 NaN   1.12026        2.28506       0.416003E-001            NaN   1.46134        5.88535                 NaN            NaN            NaN
  1296.12        2500.00        89.8048                 NaN   1.04779        2.24052                 NaN            NaN   1.38638        5.52053                 NaN            NaN            NaN
  1294.58        2500.00        80.8326                 NaN   1.83108        3.84688                 NaN            NaN   2.56301        10.3246       0.601781                 NaN            NaN
  1293.04        2500.00        74.6311                 NaN   1.25498        5.65615                 NaN            NaN   3.26403        13.5251                 NaN   1.66859                 NaN
  1291.50        2500.00        77.9610                 NaN   1.09446        4.95981                 NaN            NaN   2.84660        11.7043                 NaN   1.43380                 NaN
  1289.95        2500.00        80.7299                 NaN  0.957921        4.39274                 NaN            NaN   2.49924        10.1929                 NaN   1.22736                 NaN
  1288.41        2500.00        82.4470                 NaN  0.942347        3.95801                 NaN            NaN   2.28795        9.26634                 NaN   1.09840                 NaN
  1286.87        2500.00        84.9805                 NaN  0.807412        3.48823                 NaN            NaN   1.96839        7.88964       0.814312E-001  0.784390                 NaN
  1285.33        2500.00        84.3037                 NaN   1.06115        3.56008                 NaN            NaN   2.08471        8.24311       0.293988       0.453274                 NaN
  1283.78        2500.00        88.2885                 NaN  0.934997        2.61114                 NaN            NaN   1.56575        6.11367       0.289073       0.196843                 NaN
  1282.24        2500.00        89.1639                 NaN  0.682466        2.34584                 NaN            NaN   1.43086        5.82741       0.233777       0.315722                 NaN
