|6.6.6
Archiving\03_Data\frac/QFM_m4/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1919.80        2500.00        99.8333                 NaN            NaN  0.166728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.4126                 NaN            NaN  0.587441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.4148                 NaN            NaN  0.585190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.4206                 NaN            NaN  0.579367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.4237                 NaN            NaN  0.576330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4268                 NaN            NaN  0.573236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4310                 NaN            NaN  0.568978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4323                 NaN            NaN  0.567732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4392                 NaN            NaN  0.560819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4367                 NaN            NaN  0.563259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4479                 NaN            NaN  0.552124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4503                 NaN            NaN  0.549686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4487                 NaN            NaN  0.551265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4575                 NaN            NaN  0.542536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4599                 NaN            NaN  0.540090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4585                 NaN            NaN  0.541506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        98.7853                 NaN            NaN   1.21468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.5909                 NaN            NaN  0.407117       0.199842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4602                 NaN            NaN  0.528920       0.108876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4422                 NaN            NaN  0.546534       0.112865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4834                 NaN            NaN  0.506185       0.104281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4664                 NaN            NaN  0.522805       0.107774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4679                 NaN            NaN  0.521326       0.107565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4707                 NaN            NaN  0.518641       0.106896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4714                 NaN            NaN  0.517918       0.106851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4740                 NaN            NaN  0.515306       0.106480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4760                 NaN            NaN  0.513461       0.105728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4773                 NaN            NaN  0.512084       0.105743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4787                 NaN            NaN  0.510716       0.105502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4804                 NaN            NaN  0.509116       0.104810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4826                 NaN            NaN  0.506979       0.104282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4828                 NaN            NaN  0.506771       0.104115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4851                 NaN            NaN  0.504519       0.103588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4857                 NaN            NaN  0.503927       0.103399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4863                 NaN            NaN  0.503425       0.103197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4878                 NaN            NaN  0.501962       0.102740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4890                 NaN            NaN  0.500793       0.102381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4891                 NaN            NaN  0.500719       0.102174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4905                 NaN            NaN  0.499346       0.101700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4905                 NaN            NaN  0.499369       0.101737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4923                 NaN            NaN  0.497621       0.101061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4924                 NaN            NaN  0.497505       0.100810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4882                 NaN            NaN  0.501643       0.101511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4980                 NaN            NaN  0.492095       0.988260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4928                 NaN            NaN  0.497193       0.100029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4939                 NaN            NaN  0.496120       0.993468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4927                 NaN            NaN  0.497317       0.993677E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4943                 NaN            NaN  0.495814       0.986859E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4942                 NaN            NaN  0.495999       0.985109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4937                 NaN            NaN  0.496502       0.982503E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4934                 NaN            NaN  0.496773       0.980669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4932                 NaN            NaN  0.497049       0.977768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4931                 NaN            NaN  0.497212       0.973647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.9078                 NaN            NaN  0.902251E-001  0.200355E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.0779                 NaN            NaN  0.904767       0.173543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4917                 NaN            NaN  0.498677       0.964433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5958                 NaN            NaN  0.396585       0.763200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3847                 NaN            NaN  0.603693       0.115836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4898                 NaN            NaN  0.500650       0.959787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4902                 NaN            NaN  0.500292       0.952084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4883                 NaN            NaN  0.502146       0.952430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4874                 NaN            NaN  0.503063       0.950837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4868                 NaN            NaN  0.503778       0.944612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4127                 NaN            NaN  0.576558       0.107275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5556                 NaN            NaN  0.436336       0.808784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4840                 NaN            NaN  0.506608       0.937428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4827                 NaN            NaN  0.507945       0.936809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4822                 NaN            NaN  0.508503       0.931485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5022                 NaN            NaN  0.488830       0.892970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.9980                 NaN            NaN  0.190613E-002  0.124894E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        98.9391                 NaN            NaN   1.04215       0.187565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4775                 NaN            NaN  0.513246       0.922459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5038                 NaN            NaN  0.487451       0.872279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4465                 NaN            NaN  0.543859       0.968579E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4735                 NaN            NaN  0.517284       0.918270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4710                 NaN            NaN  0.519862       0.913828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4698                 NaN            NaN  0.521156       0.908319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.7255                 NaN            NaN  0.269762       0.475503E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2118                 NaN            NaN  0.774750       0.134546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4675                 NaN            NaN  0.523473       0.904013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4669                 NaN            NaN  0.524074       0.900671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4644                 NaN            NaN  0.526636       0.900444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4622                 NaN            NaN  0.528751       0.900637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4630                 NaN            NaN  0.528025       0.895434E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4610                 NaN            NaN  0.530061       0.890975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4600                 NaN            NaN  0.531102       0.892164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4584                 NaN            NaN  0.532745       0.889477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4583                 NaN            NaN  0.532861       0.886314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4578                 NaN            NaN  0.533329       0.883472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4539                 NaN            NaN  0.537212       0.889910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4568                 NaN            NaN  0.534415       0.877910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4548                 NaN            NaN  0.536373       0.877730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4541                 NaN            NaN  0.537138       0.875729E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4535                 NaN            NaN  0.537729       0.872936E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4482                 NaN            NaN  0.542997       0.883130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4568                 NaN            NaN  0.534609       0.861443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4522                 NaN            NaN  0.539137       0.867065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4512                 NaN            NaN  0.540121       0.864497E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4489                 NaN            NaN  0.542437       0.866005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4527                 NaN            NaN  0.538715       0.860008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4480                 NaN            NaN  0.543387       0.862406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.8850                 NaN            NaN  0.113221       0.179250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.0179                 NaN            NaN  0.966800       0.153269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4572                 NaN            NaN  0.534370       0.842224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4506                 NaN            NaN  0.540883       0.849493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4537                 NaN            NaN  0.537882       0.844228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4535                 NaN            NaN  0.538026       0.842561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4538                 NaN            NaN  0.537803       0.842123E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4535                 NaN            NaN  0.538101       0.842857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4502                 NaN            NaN  0.541514       0.832268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4575                 NaN            NaN  0.534089       0.843254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.6893                 NaN            NaN  0.218410                 NaN   1.09225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5588                 NaN            NaN  0.163390                 NaN   1.27777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5863                 NaN            NaN  0.161476                 NaN   1.25222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.6126                 NaN            NaN  0.157359                 NaN   1.23000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.6421                 NaN            NaN  0.153073                 NaN   1.20485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6653                 NaN            NaN  0.150048                 NaN   1.18470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6885                 NaN            NaN  0.146011                 NaN   1.16548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.7131                 NaN            NaN  0.143996                 NaN   1.14291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.7237                 NaN            NaN  0.140620                 NaN   1.13566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7712                 NaN            NaN  0.135077                 NaN   1.09368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7821                 NaN            NaN  0.134279                 NaN   1.08365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7971                 NaN            NaN  0.129243                 NaN   1.07363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.8258                 NaN            NaN  0.126823                 NaN   1.04740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.8390                 NaN            NaN  0.124138                 NaN   1.03681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8655                 NaN            NaN  0.121609                 NaN   1.01286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8618                 NaN            NaN  0.122007                 NaN   1.01617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.9222                 NaN            NaN  0.115980                 NaN  0.961770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.9145                 NaN            NaN  0.109291                 NaN  0.976249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9352                 NaN            NaN  0.111097                 NaN  0.953677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9510                 NaN            NaN  0.107269                 NaN  0.941696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.0398                 NaN            NaN  0.214233                 NaN   1.74598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.9371                 NaN            NaN  0.516068E-002            NaN  0.577494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.0003                 NaN            NaN  0.976896E-001            NaN  0.902024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0128                 NaN            NaN  0.966246E-001            NaN  0.890562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0279                 NaN            NaN  0.923460E-001            NaN  0.879784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0366                 NaN            NaN  0.915811E-001            NaN  0.871856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0616                 NaN            NaN  0.866302E-001            NaN  0.851738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0735                 NaN            NaN  0.872261E-001            NaN  0.839299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0817                 NaN            NaN  0.826412E-001            NaN  0.835658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0987                 NaN            NaN  0.814624E-001            NaN  0.819835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.1098                 NaN            NaN  0.790457E-001            NaN  0.811164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1231                 NaN            NaN  0.781839E-001            NaN  0.798755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1341                 NaN            NaN  0.746112E-001            NaN  0.791297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1476                 NaN            NaN  0.731902E-001            NaN  0.779253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1563                 NaN            NaN  0.698128E-001            NaN  0.773852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1689                 NaN            NaN  0.681776E-001            NaN  0.762895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1795                 NaN            NaN  0.663914E-001            NaN  0.754134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0674                 NaN            NaN  0.693623E-001            NaN  0.863193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.3203                 NaN            NaN  0.527994E-001            NaN  0.626862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.2098                 NaN            NaN  0.601743E-001            NaN  0.729989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2228                 NaN            NaN  0.595353E-001            NaN  0.717660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2300                 NaN            NaN  0.549314E-001            NaN  0.715035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2387                 NaN            NaN  0.535059E-001            NaN  0.707810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2482                 NaN            NaN  0.518656E-001            NaN  0.699944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2573                 NaN            NaN  0.501401E-001            NaN  0.692561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2658                 NaN            NaN  0.479345E-001            NaN  0.686290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2739                 NaN            NaN  0.460632E-001            NaN  0.680059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2811                 NaN            NaN  0.432151E-001            NaN  0.675707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2897                 NaN            NaN  0.422203E-001            NaN  0.668125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2934                 NaN            NaN  0.367228E-001            NaN  0.664669       0.519139E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1939                 NaN            NaN  0.149832E-001            NaN  0.164992       0.626139                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1785                 NaN            NaN  0.374069E-001            NaN  0.250262E-001  0.759026                 NaN            NaN            NaN            NaN            NaN            NaN
