|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          ilm            San(TH)        q             
  1428.13        500.000        97.9052       0.851335       0.670466                 NaN            NaN  0.572992                 NaN            NaN            NaN            NaN
  1427.00        500.000        97.9406       0.660009       0.836187                 NaN            NaN  0.563165                 NaN            NaN            NaN            NaN
  1425.87        500.000        97.9727       0.822453       0.650794                 NaN            NaN  0.554021                 NaN            NaN            NaN            NaN
  1424.74        500.000        98.0052       0.640167       0.808978                 NaN            NaN  0.545689                 NaN            NaN            NaN            NaN
  1423.60        500.000        98.0347       0.631698       0.796509                 NaN            NaN  0.537070                 NaN            NaN            NaN            NaN
  1422.47        500.000        98.0627       0.623190       0.785097                 NaN            NaN  0.529057                 NaN            NaN            NaN            NaN
  1421.34        500.000        98.0912       0.614880       0.772985                 NaN            NaN  0.520960                 NaN            NaN            NaN            NaN
  1420.21        500.000        98.1250       0.758638       0.604624                 NaN            NaN  0.511732                 NaN            NaN            NaN            NaN
  1419.07        500.000        98.1510       0.748405       0.596109                 NaN            NaN  0.504530                 NaN            NaN            NaN            NaN
  1417.94        500.000        98.1771       0.588238       0.737610                 NaN            NaN  0.497032                 NaN            NaN            NaN            NaN
  1416.81        500.000        98.2026       0.726754       0.580734                 NaN            NaN  0.489910                 NaN            NaN            NaN            NaN
  1415.68        500.000        97.9958       0.810051       0.647804                 NaN            NaN  0.546298                 NaN            NaN            NaN            NaN
  1414.54        500.000        98.4814       0.613742       0.491570                 NaN            NaN  0.413325                 NaN            NaN            NaN            NaN
  1413.41        500.000        98.2741       0.606391       0.578951                 NaN            NaN  0.479551       0.610197E-001            NaN            NaN            NaN
  1412.28        500.000        98.2986       0.601747       0.464512                 NaN            NaN  0.486233       0.148867                 NaN            NaN            NaN
  1411.15        500.000        98.3205       0.596335       0.451071                 NaN            NaN  0.480674       0.151421                 NaN            NaN            NaN
  1410.01        500.000        98.3466       0.438383       0.589574                 NaN            NaN  0.473244       0.152225                 NaN            NaN            NaN
  1408.88        500.000        98.3664       0.584590       0.427314                 NaN            NaN  0.468004       0.153731                 NaN            NaN            NaN
  1407.75        500.000        98.3878       0.579319       0.415808                 NaN            NaN  0.462139       0.154962                 NaN            NaN            NaN
  1406.61        500.000        98.4090       0.574222       0.403966                 NaN            NaN  0.456437       0.156335                 NaN            NaN            NaN
  1405.48        500.000        98.4295       0.393569       0.568827                 NaN            NaN  0.450693       0.157460                 NaN            NaN            NaN
  1404.35        500.000        98.4481       0.381840       0.564884                 NaN            NaN  0.445952       0.159178                 NaN            NaN            NaN
  1403.22        500.000        98.4679       0.371984       0.559388                 NaN            NaN  0.440153       0.160557                 NaN            NaN            NaN
  1402.08        500.000        98.4889       0.361654       0.554489                 NaN            NaN  0.434186       0.160726                 NaN            NaN            NaN
  1400.95        500.000        98.5088       0.549057       0.350865                 NaN            NaN  0.428975       0.162275                 NaN            NaN            NaN
  1399.82        500.000        98.5256       0.340875       0.545341                 NaN            NaN  0.424490       0.163655                 NaN            NaN            NaN
  1398.69        500.000        98.5391       0.331886       0.542235                 NaN            NaN  0.421098       0.165680                 NaN            NaN            NaN
  1397.55        500.000        98.5648       0.535348       0.321189                 NaN            NaN  0.413423       0.165287                 NaN            NaN            NaN
  1396.42        500.000        98.5757       0.361066       0.521165                 NaN            NaN  0.405811       0.136213                 NaN            NaN            NaN
  1395.29        500.000        98.5950       0.252914       0.542476                 NaN            NaN  0.410126       0.199490                 NaN            NaN            NaN
  1394.16        500.000        98.6101       0.293933       0.526067                 NaN            NaN  0.401015       0.168929                 NaN            NaN            NaN
  1393.02        500.000        98.6252       0.523319       0.283350                 NaN            NaN  0.397056       0.171085                 NaN            NaN            NaN
  1391.89        500.000        98.6418       0.519645       0.274299                 NaN            NaN  0.392268       0.171978                 NaN            NaN            NaN
  1390.76        500.000        98.6566       0.268433       0.514223                 NaN            NaN  0.388525       0.172190                 NaN            NaN            NaN
  1389.63        500.000        98.6693       0.261303       0.512309                 NaN            NaN  0.384558       0.172567                 NaN            NaN            NaN
  1388.49        500.000        98.6945       0.246746       0.506000                 NaN            NaN  0.377757       0.174956                 NaN            NaN            NaN
  1387.36        500.000        98.7018       0.505065       0.241290                 NaN            NaN  0.375919       0.175921                 NaN            NaN            NaN
  1386.23        500.000        98.7177       0.501323       0.233526                 NaN            NaN  0.371319       0.176145                 NaN            NaN            NaN
  1385.09        500.000        98.7292       0.499531       0.225712                 NaN            NaN  0.368252       0.177317                 NaN            NaN            NaN
  1383.96        500.000        98.7451       0.495162       0.218050                 NaN            NaN  0.363683       0.178029                 NaN            NaN            NaN
  1382.83        500.000        99.0389       0.379575       0.161333                 NaN            NaN  0.279787       0.140363                 NaN            NaN            NaN
  1381.70        500.000        98.4573       0.541811       0.449458                 NaN            NaN  0.431227       0.120180                 NaN            NaN            NaN
  1380.56        500.000        98.8101       0.549429                 NaN            NaN            NaN  0.360355       0.280166                 NaN            NaN            NaN
  1379.43        500.000        98.7986       0.484915       0.186345                 NaN            NaN  0.348671       0.181492                 NaN            NaN            NaN
  1378.30        500.000        98.8078       0.181053       0.482836                 NaN            NaN  0.346116       0.182151                 NaN            NaN            NaN
  1377.17        500.000        98.8215       0.174642       0.479382                 NaN            NaN  0.342121       0.182372                 NaN            NaN            NaN
  1376.03        500.000        98.8316       0.167674       0.478150                 NaN            NaN  0.339399       0.183222                 NaN            NaN            NaN
  1374.90        500.000        98.8444       0.161194       0.475220                 NaN            NaN  0.335553       0.183597                 NaN            NaN            NaN
  1373.77        500.000        98.8549       0.473589       0.154615                 NaN            NaN  0.332551       0.184341                 NaN            NaN            NaN
  1372.64        500.000        98.8662       0.148649       0.471018                 NaN            NaN  0.329367       0.184773                 NaN            NaN            NaN
  1371.50        500.000        98.8783       0.469108       0.140731                 NaN            NaN  0.326062       0.185802                 NaN            NaN            NaN
  1370.37        500.000        98.8895       0.136268       0.466442                 NaN            NaN  0.322580       0.185237                 NaN            NaN            NaN
  1369.24        500.000        98.9000       0.464511       0.129850                 NaN            NaN  0.319647       0.185983                 NaN            NaN            NaN
  1368.11        500.000        98.9081       0.122939       0.465139                 NaN            NaN  0.317102       0.186677                 NaN            NaN            NaN
  1366.97        500.000        98.9217       0.460118       0.118720                 NaN            NaN  0.313237       0.186261                 NaN            NaN            NaN
  1365.84        500.000        98.9303       0.458762       0.113604                 NaN            NaN  0.310726       0.186638                 NaN            NaN            NaN
  1364.71        500.000        98.9373       0.460696       0.103166                 NaN            NaN  0.309363       0.189426                 NaN            NaN            NaN
  1363.57        500.000        98.9542       0.452114       0.105708                 NaN            NaN  0.303244       0.184760                 NaN            NaN            NaN
  1362.44        500.000        98.9587       0.453937       0.977324E-001            NaN            NaN  0.302364       0.187282                 NaN            NaN            NaN
  1361.31        500.000        98.9697       0.451678       0.897238E-001            NaN            NaN  0.299718       0.189219                 NaN            NaN            NaN
  1360.18        500.000        98.9788       0.449139       0.906612E-001            NaN            NaN  0.295965       0.185386                 NaN            NaN            NaN
  1359.04        500.000        98.9896       0.448089       0.815795E-001            NaN            NaN  0.293276       0.187434                 NaN            NaN            NaN
  1357.91        500.000        98.9962       0.445291       0.803992E-001            NaN            NaN  0.291417       0.186741                 NaN            NaN            NaN
  1356.78        500.000        99.0078       0.722318E-001  0.444612                 NaN            NaN  0.288057       0.187287                 NaN            NaN            NaN
  1355.65        500.000        99.0168       0.709975E-001  0.441968                 NaN            NaN  0.284832       0.185427                 NaN            NaN            NaN
  1354.51        500.000        97.9701       0.922288       0.127002                 NaN            NaN  0.590703       0.389943                 NaN            NaN            NaN
  1353.38        500.000        99.9993                 NaN            NaN            NaN            NaN  0.658401E-003            NaN            NaN            NaN            NaN
  1352.25        500.000        99.1445       0.396744       0.475351E-001            NaN            NaN  0.245008       0.166167                 NaN            NaN            NaN
  1351.12        500.000        99.0482       0.437174       0.546176E-001            NaN            NaN  0.275303       0.184740                 NaN            NaN            NaN
  1349.98        500.000        99.0568       0.436677       0.496092E-001            NaN            NaN  0.272676       0.184198                 NaN            NaN            NaN
  1348.85        500.000        99.0619       0.435701       0.481219E-001            NaN            NaN  0.270983       0.183261                 NaN            NaN            NaN
  1347.72        500.000        99.0727       0.452879E-001  0.432661                 NaN            NaN  0.267452       0.181918                 NaN            NaN            NaN
  1346.59        500.000        99.0801       0.414191E-001  0.430571                 NaN            NaN  0.265645       0.182233                 NaN            NaN            NaN
  1345.45        500.000        99.0881       0.379900E-001  0.430496                 NaN            NaN  0.262661       0.180732                 NaN            NaN            NaN
  1344.32        500.000        99.0946       0.429456       0.346205E-001            NaN            NaN  0.260851       0.180504                 NaN            NaN            NaN
  1343.19        500.000        99.1016       0.341054E-001  0.427463                 NaN            NaN  0.258356       0.178505                 NaN            NaN            NaN
  1342.05        500.000        99.1083       0.426778       0.301910E-001            NaN            NaN  0.256256       0.178460                 NaN            NaN            NaN
  1340.92        500.000        99.1163       0.267576E-001  0.425774                 NaN            NaN  0.253797       0.177356                 NaN            NaN            NaN
  1339.79        500.000        99.1237       0.239888E-001  0.424186                 NaN            NaN  0.251510       0.176640                 NaN            NaN            NaN
  1338.66        500.000        99.1307       0.421964       0.239196E-001            NaN            NaN  0.249072       0.174375                 NaN            NaN            NaN
  1337.52        500.000        99.1353       0.162690E-001  0.423657                 NaN            NaN  0.247980       0.176769                 NaN            NaN            NaN
  1336.39        500.000        99.1175       0.416543                 NaN            NaN            NaN  0.256495       0.209473                 NaN            NaN            NaN
  1335.26        500.000        99.1826       0.439301                 NaN            NaN            NaN  0.230878       0.147198                 NaN            NaN            NaN
  1334.13        500.000        99.1506       0.394894       0.619157E-001            NaN            NaN  0.239990       0.152579                 NaN            NaN            NaN
  1332.99        500.000        99.1632       0.416197       0.141439E-001            NaN            NaN  0.238372       0.168110                 NaN            NaN            NaN
  1331.86        500.000        99.1655       0.416678       0.137285E-001            NaN            NaN  0.237400       0.166661                 NaN            NaN            NaN
  1330.73        500.000        99.1442       0.251584       0.293655                 NaN            NaN  0.231649       0.789110E-001            NaN            NaN            NaN
  1329.60        500.000        99.1158       0.216066       0.420328                 NaN            NaN  0.232007       0.157899E-001            NaN            NaN            NaN
  1328.46        500.000        99.2020       0.401589                 NaN            NaN            NaN  0.227214       0.169187                 NaN            NaN            NaN
  1327.33        500.000        99.1949       0.410034                 NaN            NaN            NaN  0.228458       0.166589                 NaN            NaN            NaN
  1326.20        500.000        99.2005       0.409116                 NaN            NaN            NaN  0.226506       0.163872                 NaN            NaN            NaN
  1325.07        500.000        99.2051       0.408336                 NaN            NaN            NaN  0.224686       0.161897                 NaN            NaN            NaN
  1323.93        500.000        99.2107       0.406222                 NaN            NaN            NaN  0.222756       0.160319                 NaN            NaN            NaN
  1322.80        500.000        99.2170       0.406007                 NaN            NaN            NaN  0.220500       0.156486                 NaN            NaN            NaN
  1321.67        500.000        99.2220       0.400171                 NaN            NaN            NaN  0.219168       0.158663                 NaN            NaN            NaN
  1320.53        500.000        99.2033       0.317319       0.161761                 NaN            NaN  0.217608       0.100044                 NaN            NaN            NaN
  1319.40        500.000        99.2364       0.399401                 NaN            NaN            NaN  0.213721       0.150515                 NaN            NaN            NaN
  1318.27        500.000        99.1341       0.443068                 NaN            NaN            NaN  0.234703       0.138522       0.495999E-001            NaN            NaN
  1317.14        500.000        99.1254       0.444003                 NaN            NaN            NaN  0.236015       0.137259       0.573525E-001            NaN            NaN
  1316.00        500.000        99.1350       0.439179                 NaN            NaN            NaN  0.233318       0.136003       0.564512E-001            NaN            NaN
  1314.87        500.000        99.1442       0.435501                 NaN            NaN            NaN  0.230807       0.133891       0.555824E-001            NaN            NaN
  1313.74        500.000        99.1522       0.430172                 NaN            NaN            NaN  0.228621       0.134175       0.548620E-001            NaN            NaN
  1312.61        500.000        99.1621       0.423979                 NaN            NaN            NaN  0.225961       0.133993       0.540081E-001            NaN            NaN
  1311.47        500.000        99.1705       0.421511                 NaN            NaN            NaN  0.223510       0.131300       0.531385E-001            NaN            NaN
  1310.34        500.000        99.1790       0.415837                 NaN            NaN            NaN  0.221357       0.131353       0.524595E-001            NaN            NaN
  1309.21        500.000        99.1484       0.375438                 NaN            NaN            NaN  0.246207       0.173521       0.564093E-001            NaN            NaN
  1308.08        500.000        99.2308       0.438828                 NaN            NaN            NaN  0.190478       0.936496E-001  0.462868E-001            NaN            NaN
  1306.94        500.000        99.2041       0.405115                 NaN            NaN            NaN  0.214098       0.126614       0.500326E-001            NaN            NaN
  1305.81        500.000        99.2118       0.401221                 NaN            NaN            NaN  0.212075       0.125551       0.493444E-001            NaN            NaN
  1304.68        500.000        99.2204       0.396427                 NaN            NaN            NaN  0.209633       0.124982       0.486059E-001            NaN            NaN
  1303.55        500.000        99.2281       0.393014                 NaN            NaN            NaN  0.207506       0.123525       0.478827E-001            NaN            NaN
  1302.41        500.000        99.2337       0.390528                 NaN            NaN            NaN  0.206108       0.122324       0.473408E-001            NaN            NaN
  1301.28        500.000        99.2449       0.384383                 NaN            NaN            NaN  0.202675       0.121723       0.463580E-001            NaN            NaN
  1300.15        500.000        99.2509       0.382652                 NaN            NaN            NaN  0.201002       0.119696       0.457566E-001            NaN            NaN
  1299.01        500.000        99.2580       0.378602                 NaN            NaN            NaN  0.199017       0.119239       0.450959E-001            NaN            NaN
  1297.88        500.000        99.2657       0.376412                 NaN            NaN            NaN  0.196812       0.116692       0.443771E-001            NaN            NaN
  1296.75        500.000        99.2727       0.372459                 NaN            NaN            NaN  0.194875       0.116157       0.437716E-001            NaN            NaN
  1295.62        500.000        99.2798       0.371018                 NaN            NaN            NaN  0.192752       0.113458       0.430160E-001            NaN            NaN
  1294.48        500.000        99.2877       0.366592                 NaN            NaN            NaN  0.190785       0.112543       0.424171E-001            NaN            NaN
  1293.35        500.000        99.2943       0.363767                 NaN            NaN            NaN  0.188660       0.111516       0.417844E-001            NaN            NaN
  1292.22        500.000        99.3014       0.360479                 NaN            NaN            NaN  0.186630       0.110416       0.411041E-001            NaN            NaN
  1291.09        500.000        99.3078       0.357353                 NaN            NaN            NaN  0.184859       0.109473       0.405368E-001            NaN            NaN
  1289.95        500.000        99.3145       0.355017                 NaN            NaN            NaN  0.182926       0.107637       0.398930E-001            NaN            NaN
  1288.82        500.000        99.3212       0.352415                 NaN            NaN            NaN  0.181036       0.106093       0.392722E-001            NaN            NaN
  1287.69        500.000        99.3276       0.349786                 NaN            NaN            NaN  0.179192       0.104723       0.386551E-001            NaN            NaN
  1286.56        500.000        99.3343       0.346650                 NaN            NaN            NaN  0.177282       0.103650       0.380876E-001            NaN            NaN
  1285.42        500.000        99.3401       0.346041                 NaN            NaN            NaN  0.175560       0.100841       0.374330E-001            NaN            NaN
  1284.29        500.000        99.3469       0.341740                 NaN            NaN            NaN  0.173675       0.100823       0.368915E-001            NaN            NaN
  1283.16        500.000        99.3533       0.339691                 NaN            NaN            NaN  0.171868       0.988768E-001  0.363074E-001            NaN            NaN
  1282.03        500.000        99.3592       0.337317                 NaN            NaN            NaN  0.170168       0.975716E-001  0.357605E-001            NaN            NaN
  1280.89        500.000        99.3654       0.334872                 NaN            NaN            NaN  0.168375       0.961448E-001  0.351670E-001            NaN            NaN
  1279.76        500.000        99.3711       0.334747                 NaN            NaN            NaN  0.166749       0.928770E-001  0.345619E-001            NaN            NaN
  1278.63        500.000        99.3772       0.331086                 NaN            NaN            NaN  0.165062       0.926441E-001  0.340199E-001            NaN            NaN
  1277.49        500.000        99.3810       0.329728                 NaN            NaN            NaN  0.163673       0.920137E-001  0.335393E-001            NaN            NaN
  1276.36        500.000        94.0949        1.52760                 NaN            NaN            NaN  0.755025       0.295846       0.204806        3.12187                 NaN
  1275.23        500.000        91.7875        2.07043                 NaN            NaN            NaN   1.01008       0.365217       0.275599        4.49117                 NaN
  1274.10        500.000        92.4234        1.93841                 NaN            NaN            NaN  0.935428       0.326434       0.251776        4.12453                 NaN
  1272.96        500.000        92.9883        1.82122                 NaN            NaN            NaN  0.869091       0.289370       0.230732        3.80124                 NaN
  1271.83        500.000        93.4716        1.72145                 NaN            NaN            NaN  0.812121       0.256912       0.212693        3.52519                 NaN
  1270.70        500.000        93.8917        1.63247                 NaN            NaN            NaN  0.762418       0.230127       0.197128        3.28612                 NaN
  1269.57        500.000        94.2649        1.55176                 NaN            NaN            NaN  0.718138       0.207146       0.183377        3.07463                 NaN
  1268.43        500.000        94.5714        1.47557                 NaN            NaN            NaN  0.681670       0.196334       0.172611        2.90239                 NaN
  1267.30        500.000        94.9042        1.41246                 NaN            NaN            NaN  0.641438       0.167992       0.159946        2.71398                 NaN
  1266.17        500.000        95.1501        1.35558                 NaN            NaN            NaN  0.612140       0.154581       0.150991        2.57659                 NaN
  1265.04        500.000        95.3895        1.30033                 NaN            NaN            NaN  0.583154       0.141540       0.142358        2.44316                 NaN
  1263.90        500.000        95.6000        1.25200                 NaN            NaN            NaN  0.557621       0.130517       0.134562        2.32527                 NaN
  1262.77        500.000        95.8002        1.20642                 NaN            NaN            NaN  0.533121       0.118269       0.127317        2.21464                 NaN
  1261.64        500.000        95.9815        1.16233                 NaN            NaN            NaN  0.510910       0.110000       0.120804        2.11445                 NaN
  1260.51        500.000        96.1471        1.12268                 NaN            NaN            NaN  0.490459       0.101421       0.114818        2.02354                 NaN
  1259.37        500.000        96.3002        1.08528                 NaN            NaN            NaN  0.471433       0.942620E-001  0.109294        1.93949                 NaN
  1258.24        500.000        96.4307        1.04803                 NaN            NaN            NaN  0.455398       0.916747E-001  0.104707        1.86950                 NaN
  1257.11        500.000        96.5835        1.01669                 NaN            NaN            NaN  0.435646       0.813500E-001  0.991403E-001   1.78365                 NaN
  1255.97        500.000        96.6984       0.986962                 NaN            NaN            NaN  0.421579       0.755612E-001  0.948800E-001   1.72265                 NaN
  1254.84        500.000        96.8132       0.955279                 NaN            NaN            NaN  0.406907       0.731715E-001  0.908846E-001   1.66061                 NaN
  1253.71        500.000        96.9211       0.931118                 NaN            NaN            NaN  0.393205       0.654152E-001  0.868395E-001   1.60231                 NaN
  1252.58        500.000        97.0194       0.902938                 NaN            NaN            NaN  0.380553       0.641671E-001  0.833875E-001   1.54952                 NaN
  1251.44        500.000        97.1197       0.879682                 NaN            NaN            NaN  0.367661       0.572734E-001  0.796521E-001   1.49604                 NaN
  1250.31        500.000        97.2068       0.859036                 NaN            NaN            NaN  0.356432       0.523945E-001  0.763776E-001   1.44893                 NaN
  1249.18        500.000        97.2918       0.834337                 NaN            NaN            NaN  0.345278       0.512211E-001  0.734358E-001   1.40395                 NaN
  1248.05        500.000        97.3727       0.815475                 NaN            NaN            NaN  0.334770       0.459068E-001  0.703493E-001   1.36083                 NaN
  1246.91        500.000        97.4487       0.795162                 NaN            NaN            NaN  0.324698       0.433277E-001  0.675995E-001   1.32055                 NaN
  1245.78        500.000        97.5230       0.778420                 NaN            NaN            NaN  0.315050       0.375823E-001  0.647367E-001   1.28125                 NaN
  1244.65        500.000        97.5886       0.756740                 NaN            NaN            NaN  0.306089       0.391763E-001  0.625528E-001   1.24685                 NaN
  1243.52        500.000        97.6546       0.742356                 NaN            NaN            NaN  0.297296       0.340771E-001  0.599494E-001   1.21175                 NaN
  1242.38        500.000        97.7178       0.727816                 NaN            NaN            NaN  0.289013       0.293389E-001  0.575597E-001   1.17843                 NaN
  1241.25        500.000        97.7775       0.712449                 NaN            NaN            NaN  0.280984       0.265579E-001  0.553162E-001   1.14723                 NaN
  1240.12        500.000        97.8360       0.700980                 NaN            NaN            NaN  0.273154       0.206660E-001  0.529496E-001   1.11628                 NaN
  1238.99        500.000        97.8890       0.685420                 NaN            NaN            NaN  0.265809       0.200408E-001  0.511742E-001   1.08856                 NaN
  1237.85        500.000        97.9415       0.674333                 NaN            NaN            NaN  0.258838       0.155077E-001  0.488955E-001   1.06097                 NaN
  1236.72        500.000        97.9920       0.663440                 NaN            NaN            NaN  0.251837       0.110140E-001  0.469952E-001   1.03472                 NaN
  1235.59        500.000        98.0398       0.652469                 NaN            NaN            NaN  0.245504       0.764551E-002  0.451483E-001   1.00945                 NaN
  1234.45        500.000        98.0860       0.641992                 NaN            NaN            NaN  0.239248       0.438732E-002  0.433034E-001  0.985030                 NaN
  1233.32        500.000        96.2630        1.08495                 NaN            NaN            NaN  0.480233                 NaN  0.829981E-001   2.08886                 NaN
  1232.19        500.000        99.6258       0.288376                 NaN            NaN            NaN  0.529224E-001            NaN  0.329195E-001            NaN            NaN
  1231.06        500.000        97.4658       0.889627                 NaN            NaN            NaN  0.336710       0.230890E-002  0.503238E-001   1.25519                 NaN
  1229.92        500.000        99.3847       0.123043                 NaN            NaN            NaN  0.499729E-003            NaN  0.672465E-002  0.485031                 NaN
  1228.79        500.000        98.2765       0.415131                 NaN            NaN            NaN  0.264185       0.226595       0.213898E-001  0.796210                 NaN
  1227.66        500.000        98.1156       0.281998       0.332259                 NaN            NaN  0.228537                 NaN  0.439480E-001  0.997676                 NaN
  1226.53        500.000        98.6083       0.181680       0.284883                 NaN            NaN  0.167315                 NaN  0.302208E-001  0.727611                 NaN
  1225.39        500.000        98.4503       0.329712       0.207130                 NaN            NaN  0.185936                 NaN  0.313466E-001  0.795573                 NaN
  1224.26        500.000        98.5392       0.502107                 NaN            NaN            NaN  0.176911                 NaN  0.290763E-001  0.752691                 NaN
  1223.13        500.000        98.4199       0.548886                 NaN            NaN            NaN  0.193709                 NaN  0.291669E-001  0.808313                 NaN
  1222.00        500.000        98.0223       0.619477                 NaN            NaN            NaN  0.225989                 NaN  0.463103E-001   1.08595                 NaN
  1220.86        500.000        98.9910       0.394598                 NaN            NaN            NaN  0.121683                 NaN  0.175070E-001  0.475249                 NaN
  1219.73        500.000        98.6792       0.451752                 NaN            NaN            NaN  0.161078                 NaN  0.236661E-001  0.684322                 NaN
  1218.60        500.000        98.5695       0.480337                 NaN            NaN            NaN  0.172427                 NaN  0.272078E-001  0.750523                 NaN
  1217.47        500.000        98.6681       0.447397                 NaN            NaN            NaN  0.160419                 NaN  0.244996E-001  0.699572                 NaN
  1216.33        500.000        97.7687       0.139524       0.573786                 NaN            NaN  0.267998                 NaN  0.425723E-001   1.20741                 NaN
  1215.20        500.000        99.2377       0.263581                 NaN            NaN            NaN  0.893232E-001            NaN  0.144004E-001  0.394989                 NaN
  1214.07        500.000        98.1282       0.993880E-001            NaN            NaN            NaN  0.176826                 NaN  0.350484E-001  0.922878       0.637638     
  1212.93        500.000        99.9998       0.397386E-004            NaN            NaN            NaN  0.184677E-004            NaN  0.216997E-005  0.867384E-004  0.882649E-004
  1211.80        500.000        57.9640        1.28046        5.82691                 NaN            NaN   3.53253                 NaN  0.280085        15.3092        15.8068     
  1210.67        500.000        99.9998                 NaN            NaN            NaN            NaN  0.169730E-004  0.332818E-004            NaN  0.481958E-004  0.532983E-004
  1209.54        500.000        99.9994       0.649393E-004            NaN            NaN            NaN  0.398430E-004            NaN  0.696690E-005  0.220469E-003  0.225587E-003
  1208.40        500.000        82.4951        2.53426                 NaN            NaN            NaN   1.46983       0.225161       0.123861        6.44087        6.71089     
  1207.27        500.000        88.7299        1.44862                 NaN            NaN            NaN  0.988927       0.350814       0.666980E-001   4.12108        4.29398     
  1206.14        500.000        83.3068        2.30624       0.405772                 NaN            NaN   1.36889                 NaN  0.116253        6.14214        6.35386     
  1205.01        500.000       100.0000       0.154069E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.508593E-005  0.534548E-005
  1203.87        500.000        99.9993       0.666547E-004            NaN            NaN            NaN  0.627064E-004  0.331070E-004  0.616939E-005  0.278010E-003  0.289421E-003
  1202.74        500.000        68.3997        4.90930                 NaN            NaN            NaN   2.64736       0.860383E-001  0.194129        11.6736        12.0898     
  1201.61        500.000        99.9996       0.406829E-004            NaN            NaN            NaN  0.306092E-004  0.134339E-004  0.251655E-005  0.135558E-003  0.140871E-003
  1200.48        500.000        99.9999       0.666296E-005            NaN            NaN            NaN  0.651133E-005  0.172872E-005            NaN  0.297994E-004  0.323108E-004
  1199.34        500.000        99.9996       0.628145E-004            NaN            NaN            NaN  0.336599E-004            NaN  0.277295E-005  0.146941E-003  0.150695E-003
  1198.21        500.000        71.5256        4.38701                 NaN            NaN            NaN   2.35979                 NaN  0.165001        10.6477        10.9149     
  1197.08        500.000        99.9999       0.527656E-005  0.332678E-005            NaN  0.279543E-005  0.367588E-005            NaN            NaN  0.233095E-004  0.247646E-004
  1195.95        500.000       100.0000       0.307851E-005            NaN            NaN            NaN  0.135682E-005            NaN            NaN  0.926124E-005  0.964523E-005
  1194.81        500.000        99.9999       0.192039E-004            NaN            NaN            NaN  0.111903E-004            NaN  0.143626E-005  0.516483E-004  0.528955E-004
  1193.68        500.000        99.9999                 NaN            NaN            NaN            NaN  0.544419E-005  0.169944E-005            NaN  0.330459E-004  0.325603E-004
  1192.55        500.000        67.7795        4.49951                 NaN            NaN            NaN   2.56398                 NaN  0.182396        12.4734        12.5013     
