|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1421.05        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1419.90        2500.00        99.5769       0.297589                 NaN            NaN            NaN            NaN  0.125549                 NaN            NaN            NaN
  1418.74        2500.00        98.7633       0.182884       0.642313                 NaN            NaN            NaN  0.411551                 NaN            NaN            NaN
  1417.58        2500.00        98.6956       0.289067       0.418429                 NaN  0.145364                 NaN  0.451494                 NaN            NaN            NaN
  1416.43        2500.00        98.6985       0.436835       0.215678                 NaN  0.188913                 NaN  0.460039                 NaN            NaN            NaN
  1415.27        2500.00        98.7179       0.430388       0.210491                 NaN  0.187762                 NaN  0.453476                 NaN            NaN            NaN
  1414.11        2500.00        99.4448       0.897495E-001  0.186541                 NaN  0.821882E-001            NaN  0.196759                 NaN            NaN            NaN
  1412.96        2500.00        98.0304       0.312834       0.666364                 NaN  0.293291                 NaN  0.697084                 NaN            NaN            NaN
  1411.80        2500.00        98.7629       0.420226       0.191485                 NaN  0.186807                 NaN  0.438565                 NaN            NaN            NaN
  1410.64        2500.00        98.7770       0.417327       0.185465                 NaN  0.186413                 NaN  0.433795                 NaN            NaN            NaN
  1409.49        2500.00        98.7905       0.179290       0.414844                 NaN  0.186134                 NaN  0.429216                 NaN            NaN            NaN
  1408.33        2500.00        98.8057       0.411941       0.171951                 NaN  0.186010                 NaN  0.424388                 NaN            NaN            NaN
  1407.17        2500.00        98.8208       0.406477       0.169885                 NaN  0.184201                 NaN  0.418645                 NaN            NaN            NaN
  1406.02        2500.00        98.8339       0.404232       0.162897                 NaN  0.184516                 NaN  0.414438                 NaN            NaN            NaN
  1404.86        2500.00        98.8445       0.157943       0.401624                 NaN  0.185024                 NaN  0.410910                 NaN            NaN            NaN
  1403.70        2500.00        98.8627       0.152342       0.397684                 NaN  0.182873                 NaN  0.404388                 NaN            NaN            NaN
  1402.55        2500.00        98.8728       0.147856       0.394801                 NaN  0.183131                 NaN  0.401392                 NaN            NaN            NaN
  1401.39        2500.00        98.8882       0.391817       0.141774                 NaN  0.182261                 NaN  0.395969                 NaN            NaN            NaN
  1400.23        2500.00        98.8977       0.390378       0.136637                 NaN  0.182441                 NaN  0.392820                 NaN            NaN            NaN
  1399.08        2500.00        98.9120       0.386893       0.132251                 NaN  0.181081                 NaN  0.387771                 NaN            NaN            NaN
  1397.92        2500.00        98.9238       0.383976       0.126979                 NaN  0.181135                 NaN  0.384076                 NaN            NaN            NaN
  1396.76        2500.00        98.9359       0.382134       0.121996                 NaN  0.180347                 NaN  0.379646                 NaN            NaN            NaN
  1395.61        2500.00        98.9461       0.117914       0.379855                 NaN  0.179989                 NaN  0.376139                 NaN            NaN            NaN
  1394.45        2500.00        98.9579       0.113634       0.377196                 NaN  0.179294                 NaN  0.371955                 NaN            NaN            NaN
  1393.29        2500.00        98.9692       0.374795       0.109069                 NaN  0.178873                 NaN  0.368106                 NaN            NaN            NaN
  1392.14        2500.00        98.9796       0.103600       0.373498                 NaN  0.178616                 NaN  0.364647                 NaN            NaN            NaN
  1390.98        2500.00        98.9920       0.101077       0.369599                 NaN  0.177285                 NaN  0.360076                 NaN            NaN            NaN
  1389.82        2500.00        99.0011       0.368120       0.967339E-001            NaN  0.177058                 NaN  0.357000                 NaN            NaN            NaN
  1388.67        2500.00        99.0114       0.919480E-001  0.365568                 NaN  0.177293                 NaN  0.353802                 NaN            NaN            NaN
  1387.51        2500.00        99.0237       0.360970       0.906203E-001            NaN  0.175404                 NaN  0.349308                 NaN            NaN            NaN
  1386.35        2500.00        99.0307       0.362959       0.837829E-001            NaN  0.175951                 NaN  0.346657                 NaN            NaN            NaN
  1385.20        2500.00        99.0439       0.821697E-001  0.358564                 NaN  0.173671                 NaN  0.341680                 NaN            NaN            NaN
  1384.04        2500.00        99.0512       0.357488       0.773680E-001            NaN  0.174285                 NaN  0.339707                 NaN            NaN            NaN
  1382.88        2500.00        99.0634       0.354406       0.747031E-001            NaN  0.172608                 NaN  0.334889                 NaN            NaN            NaN
  1381.72        2500.00        99.0705       0.353045       0.703062E-001            NaN  0.173282                 NaN  0.332850                 NaN            NaN            NaN
  1380.57        2500.00        99.0811       0.694751E-001  0.349970                 NaN  0.170934                 NaN  0.328530                 NaN            NaN            NaN
  1379.41        2500.00        99.0839       0.642960E-001  0.350269                 NaN  0.173008                 NaN  0.328554                 NaN            NaN            NaN
  1378.25        2500.00        98.8704       0.678548E-001  0.441157                 NaN  0.215725                 NaN  0.404863                 NaN            NaN            NaN
  1377.10        2500.00        99.3439       0.250410       0.502760E-001            NaN  0.121753                 NaN  0.233638                 NaN            NaN            NaN
  1375.94        2500.00        99.1155       0.344113       0.551348E-001            NaN  0.168711                 NaN  0.316492                 NaN            NaN            NaN
  1374.78        2500.00        98.6557       0.352959       0.221466                 NaN  0.284348                 NaN  0.485516                 NaN            NaN            NaN
  1373.63        2500.00        99.5213       0.323593                 NaN            NaN            NaN            NaN  0.155062                 NaN            NaN            NaN
  1372.47        2500.00        99.1902       0.376767                 NaN            NaN  0.146701                 NaN  0.286302                 NaN            NaN            NaN
  1371.31        2500.00        99.1593       0.354829                 NaN            NaN  0.181445                 NaN  0.304450                 NaN            NaN            NaN
  1370.16        2500.00        99.1653       0.352478                 NaN            NaN  0.180085                 NaN  0.302149                 NaN            NaN            NaN
  1369.00        2500.00        99.1730       0.352017                 NaN            NaN  0.176357                 NaN  0.298583                 NaN            NaN            NaN
  1367.84        2500.00        99.1797       0.347703                 NaN            NaN  0.176463                 NaN  0.296139                 NaN            NaN            NaN
  1366.69        2500.00        99.1831       0.329462       0.339085E-001            NaN  0.161676                 NaN  0.291814                 NaN            NaN            NaN
  1365.53        2500.00        99.1907       0.334468       0.198650E-001            NaN  0.165024                 NaN  0.289951                 NaN            NaN            NaN
  1364.37        2500.00        99.1999       0.116425E-001  0.335842                 NaN  0.165665                 NaN  0.286927                 NaN            NaN            NaN
  1363.22        2500.00        99.3212       0.280301       0.177318E-001            NaN  0.137618                 NaN  0.243176                 NaN            NaN            NaN
  1362.06        2500.00        99.0902       0.425237E-001  0.367162                 NaN  0.177092                 NaN  0.323017                 NaN            NaN            NaN
  1360.90        2500.00        99.2168       0.322127       0.262345E-001            NaN  0.155856                 NaN  0.278939                 NaN            NaN            NaN
  1359.75        2500.00        99.2251       0.319457       0.249083E-001            NaN  0.154598                 NaN  0.275897                 NaN            NaN            NaN
  1358.59        2500.00        99.2319       0.317948       0.227771E-001            NaN  0.153868                 NaN  0.273547                 NaN            NaN            NaN
  1357.43        2500.00        99.2375       0.316883       0.218228E-001            NaN  0.152620                 NaN  0.271129                 NaN            NaN            NaN
  1356.28        2500.00        99.2431       0.154906E-001  0.316969                 NaN  0.154128                 NaN  0.270267                 NaN            NaN            NaN
  1355.12        2500.00        99.2570       0.311257       0.216448E-001            NaN  0.147251                 NaN  0.262852                 NaN            NaN            NaN
  1353.96        2500.00        99.2824       0.296937       0.212416E-001            NaN  0.143793                 NaN  0.255643                 NaN            NaN            NaN
  1352.81        2500.00        99.2411       0.322114       0.149923E-001            NaN  0.153006                 NaN  0.268815                 NaN            NaN            NaN
  1351.65        2500.00        99.2716       0.308241       0.169102E-001            NaN  0.145418                 NaN  0.257826                 NaN            NaN            NaN
  1350.49        2500.00        99.2764       0.308386       0.129180E-001            NaN  0.145771                 NaN  0.256490                 NaN            NaN            NaN
  1349.34        2500.00        99.2844       0.151830E-001  0.305095                 NaN  0.142605                 NaN  0.252762                 NaN            NaN            NaN
  1348.18        2500.00        99.2888       0.124867E-001  0.305253                 NaN  0.142177                 NaN  0.251242                 NaN            NaN            NaN
  1347.02        2500.00        99.2954       0.302550       0.132754E-001            NaN  0.140229                 NaN  0.248552                 NaN            NaN            NaN
  1345.87        2500.00        99.2986       0.141105E-001  0.300658                 NaN  0.139315                 NaN  0.247335                 NaN            NaN            NaN
  1344.71        2500.00        99.3080       0.299025       0.121898E-001            NaN  0.137227                 NaN  0.243527                 NaN            NaN            NaN
  1343.55        2500.00        99.3120       0.119787E-001  0.298085                 NaN  0.136008                 NaN  0.241959                 NaN            NaN            NaN
  1342.40        2500.00        99.3172       0.297110       0.114877E-001            NaN  0.134469                 NaN  0.239776                 NaN            NaN            NaN
  1341.24        2500.00        99.3229       0.295286       0.112967E-001            NaN  0.132994                 NaN  0.237561                 NaN            NaN            NaN
  1340.08        2500.00        99.3282       0.293304       0.112994E-001            NaN  0.131649                 NaN  0.235505                 NaN            NaN            NaN
  1338.93        2500.00        99.3340       0.292559       0.104242E-001            NaN  0.129993                 NaN  0.233031                 NaN            NaN            NaN
  1337.77        2500.00        99.3382       0.290670       0.123126E-001            NaN  0.127739                 NaN  0.231060                 NaN            NaN            NaN
  1336.61        2500.00        99.3431       0.121640E-001  0.289298                 NaN  0.126311                 NaN  0.229158                 NaN            NaN            NaN
  1335.46        2500.00        99.3481       0.107784E-001  0.288966                 NaN  0.125045                 NaN  0.227102                 NaN            NaN            NaN
  1334.30        2500.00        99.3531       0.133067E-001  0.285856                 NaN  0.122799                 NaN  0.224974                 NaN            NaN            NaN
  1333.14        2500.00        99.3592       0.127474E-001  0.283443                 NaN  0.121733                 NaN  0.222834                 NaN            NaN            NaN
  1331.98        2500.00        99.3627       0.145038E-001  0.282597                 NaN  0.119301                 NaN  0.220875                 NaN            NaN            NaN
  1330.83        2500.00        99.3676       0.148209E-001  0.281170                 NaN  0.117549                 NaN  0.218848                 NaN            NaN            NaN
  1329.67        2500.00        99.3716       0.279728       0.155841E-001            NaN  0.115958                 NaN  0.217171                 NaN            NaN            NaN
  1328.51        2500.00        99.3673       0.241365       0.784856E-001            NaN  0.978295E-001            NaN  0.214984                 NaN            NaN            NaN
  1327.36        2500.00        99.3675       0.104888       0.226121                 NaN  0.884660E-001            NaN  0.213034                 NaN            NaN            NaN
  1326.20        2500.00        99.3884       0.283345                 NaN            NaN  0.116751                 NaN  0.211482                 NaN            NaN            NaN
  1325.04        2500.00        99.3927       0.283010                 NaN            NaN  0.114691                 NaN  0.209557                 NaN            NaN            NaN
  1323.89        2500.00        99.3960       0.284358                 NaN            NaN  0.111792                 NaN  0.207858                 NaN            NaN            NaN
  1322.73        2500.00        99.4007       0.280195                 NaN            NaN  0.112750                 NaN  0.206324                 NaN            NaN            NaN
  1321.57        2500.00        99.4049       0.281480                 NaN            NaN  0.109389                 NaN  0.204267                 NaN            NaN            NaN
  1320.42        2500.00        99.3995       0.632249E-001  0.243717                 NaN  0.909061E-001            NaN  0.202630                 NaN            NaN            NaN
  1319.26        2500.00        99.4122       0.281719                 NaN            NaN  0.105193                 NaN  0.200892                 NaN            NaN            NaN
  1318.10        2500.00        99.4148       0.282086       0.665914E-003            NaN  0.102876                 NaN  0.199550                 NaN            NaN            NaN
  1316.95        2500.00        99.4201       0.280952                 NaN            NaN  0.101420                 NaN  0.197498                 NaN            NaN            NaN
  1315.79        2500.00        99.4159       0.485258E-001  0.251998                 NaN  0.873233E-001            NaN  0.196228                 NaN            NaN            NaN
  1314.63        2500.00        99.4260       0.133866E-001  0.271485                 NaN  0.948851E-001            NaN  0.194237                 NaN            NaN            NaN
  1313.48        2500.00        99.4286       0.159527E-001  0.270152                 NaN  0.924334E-001            NaN  0.192885                 NaN            NaN            NaN
  1312.32        2500.00        99.4279       0.498516E-001  0.247419                 NaN  0.833234E-001            NaN  0.191538                 NaN            NaN            NaN
  1311.16        2500.00        99.4358       0.851549E-002  0.275515                 NaN  0.902114E-001            NaN  0.189953                 NaN            NaN            NaN
  1310.01        2500.00        99.4411       0.278699                 NaN            NaN  0.918493E-001            NaN  0.188388                 NaN            NaN            NaN
  1308.85        2500.00        99.4302       0.109330       0.206898                 NaN  0.659888E-001            NaN  0.187631                 NaN            NaN            NaN
  1307.69        2500.00        99.4506       0.269447                 NaN            NaN  0.944087E-001            NaN  0.185593                 NaN            NaN            NaN
  1306.54        2500.00        99.4402       0.876774E-001  0.221970                 NaN  0.658444E-001            NaN  0.184275                 NaN            NaN            NaN
  1305.38        2500.00        99.4456       0.623016E-001  0.238437                 NaN  0.704397E-001            NaN  0.183207                 NaN            NaN            NaN
  1304.22        2500.00        99.4243       0.266440       0.932116E-001            NaN  0.316401E-001            NaN  0.184455                 NaN            NaN            NaN
  1303.07        2500.00        99.4590       0.282873                 NaN            NaN  0.785223E-001            NaN  0.179641                 NaN            NaN            NaN
  1301.91        2500.00        98.0957       0.513521                 NaN            NaN  0.152865                 NaN  0.353760       0.884184                 NaN            NaN
  1300.75        2500.00        91.4928        1.63539                 NaN            NaN  0.517416                 NaN   1.19867        5.15575                 NaN            NaN
  1299.60        2500.00        91.8753        1.60065                 NaN            NaN  0.477427                 NaN   1.15000        4.89661                 NaN            NaN
  1298.44        2500.00        85.9588        2.51669                 NaN            NaN  0.828788                 NaN   1.97463        8.49889       0.222151                 NaN
  1297.28        2500.00        79.8637        3.47383                 NaN            NaN   1.20872                 NaN   2.82553        12.1753       0.452926                 NaN
  1296.13        2500.00        81.3174        3.21846                 NaN            NaN   1.16382                 NaN   2.63089        11.2539       0.415500                 NaN
  1294.97        2500.00        82.7219        2.98892                 NaN            NaN   1.10227                 NaN   2.44199        10.3657       0.379234                 NaN
  1293.81        2500.00        84.0604        2.77429                 NaN            NaN   1.03367                 NaN   2.26057        9.52566       0.345416                 NaN
  1292.66        2500.00        85.2845        2.58366                 NaN            NaN  0.962555                 NaN   2.09348        8.76104       0.314791                 NaN
  1291.50        2500.00        86.3066        2.42662                 NaN            NaN  0.903063                 NaN   1.95403        8.12065       0.289075                 NaN
  1290.34        2500.00        87.2684        2.27543                 NaN            NaN  0.844477                 NaN   1.82157        7.52439       0.265686                 NaN
  1289.19        2500.00        88.1634        2.13814                 NaN            NaN  0.784758                 NaN   1.69758        6.97198       0.244175                 NaN
  1288.03        2500.00        86.2004        2.37465                 NaN            NaN  0.939751                 NaN   2.01437        8.17945       0.291434                 NaN
  1286.87        2500.00        93.0504        1.41738                 NaN            NaN  0.422165                 NaN  0.963413        4.01323       0.133377                 NaN
  1285.72        2500.00        90.2318        1.81184                 NaN            NaN  0.649411                 NaN   1.40932        5.70233       0.195291                 NaN
  1284.56        2500.00        90.6142        1.76358                 NaN            NaN  0.607385                 NaN   1.35637        5.47148       0.186950                 NaN
  1283.40        2500.00        89.7609        1.87047                 NaN            NaN  0.691611                 NaN   1.49250        5.98027       0.204263                 NaN
  1282.25        2500.00        85.6422        2.72918                 NaN            NaN  0.857395                 NaN   2.08814        8.36624       0.316862                 NaN
  1281.09        2500.00        99.5756       0.438319E-001            NaN            NaN  0.186862                 NaN  0.393982E-001  0.154306                 NaN            NaN
  1279.93        2500.00        93.0173        1.24716                 NaN            NaN  0.527803                 NaN   1.02458        4.07555       0.107618                 NaN
  1278.77        2500.00        93.0564        1.26755                 NaN            NaN  0.401762                 NaN   1.00074        4.13020       0.143308                 NaN
  1277.62        2500.00        93.9326        1.32249                 NaN            NaN  0.380798                 NaN  0.879828        3.37844       0.105865                 NaN
  1276.46        2500.00        94.6775        1.07350                 NaN            NaN  0.321245                 NaN  0.772459        3.05628       0.990321E-001            NaN
  1275.30        2500.00        94.1637        1.18037                 NaN            NaN  0.346625                 NaN  0.845680        3.35425       0.109419                 NaN
  1274.15        2500.00        81.3631        3.52033                 NaN            NaN   1.20882                 NaN   2.72929        10.8022       0.376203                 NaN
  1272.99        2500.00        99.8658       0.931619E-001            NaN            NaN            NaN            NaN            NaN  0.410059E-001            NaN            NaN
  1271.83        2500.00        96.4754       0.685969                 NaN            NaN  0.238154                 NaN  0.529216        2.00876       0.624971E-001            NaN
  1270.68        2500.00        99.9483       0.326923E-001            NaN            NaN  0.189933E-001            NaN            NaN            NaN            NaN            NaN
  1269.52        2500.00        97.1237       0.709348                 NaN            NaN  0.130927                 NaN  0.398397        1.60352       0.340768E-001            NaN
  1268.36        2500.00        95.1229        1.12612                 NaN            NaN  0.178037                 NaN  0.700456        2.78833       0.841186E-001            NaN
  1267.21        2500.00        88.6930        2.39514                 NaN            NaN  0.664350                 NaN   1.62895        6.41649       0.202045                 NaN
  1266.05        2500.00        99.9615                 NaN            NaN            NaN            NaN            NaN            NaN  0.339883E-001  0.453830E-002            NaN
  1264.89        2500.00        97.4756       0.253385       0.468002                 NaN            NaN            NaN  0.346016        1.41819       0.388449E-001            NaN
  1263.74        2500.00        94.8532       0.959914       0.315288                 NaN  0.106822                 NaN  0.741441        2.94973       0.736153E-001            NaN
  1262.58        2500.00        95.6230        1.23615                 NaN            NaN            NaN            NaN  0.626403        2.45613       0.582793E-001            NaN
  1261.42        2500.00        95.9385        1.11529                 NaN            NaN  0.295855E-004            NaN  0.565663        2.31846       0.620761E-001            NaN
  1260.27        2500.00        94.7370        1.30841                 NaN            NaN            NaN            NaN  0.730407        3.15159       0.726233E-001            NaN
  1259.11        2500.00        97.3503       0.888973                 NaN            NaN            NaN            NaN  0.378905        1.33753       0.442623E-001            NaN
  1257.95        2500.00        95.9126        1.12884                 NaN            NaN            NaN            NaN  0.569651        2.33370       0.552371E-001            NaN
  1256.80        2500.00        95.2396        1.30009                 NaN            NaN            NaN            NaN  0.660533        2.73112       0.686776E-001            NaN
  1255.64        2500.00        99.2293       0.223792                 NaN            NaN  0.328653E-002            NaN  0.127043       0.403496       0.131290E-001            NaN
  1254.48        2500.00        94.8932        1.29513                 NaN            NaN            NaN            NaN  0.689811        3.04680       0.750719E-001            NaN
  1253.33        2500.00        96.3526        1.03652                 NaN            NaN            NaN            NaN  0.511976        2.05220       0.467067E-001            NaN
  1252.17        2500.00        96.6191       0.915976                 NaN            NaN            NaN            NaN  0.469955        1.94823       0.467597E-001            NaN
  1251.01        2500.00        96.8691       0.864466                 NaN            NaN            NaN            NaN  0.436574        1.78782       0.420396E-001            NaN
  1249.86        2500.00        97.7090       0.228174                 NaN            NaN  0.135793                 NaN  0.389912        1.47402       0.630590E-001            NaN
  1248.70        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.211263E-005            NaN            NaN
  1247.54        2500.00        93.1777        1.36305                 NaN            NaN            NaN            NaN  0.902146        4.40462       0.152502                 NaN
  1246.39        2500.00        97.2244        1.30956       0.206985E-004            NaN            NaN            NaN  0.344090        1.12192                 NaN            NaN
  1245.23        2500.00        97.2758       0.753664                 NaN            NaN            NaN            NaN  0.364090        1.57919       0.272066E-001            NaN
  1244.07        2500.00        97.6603       0.519827       0.183830                 NaN            NaN            NaN  0.335207        1.29467       0.619884E-002            NaN
  1242.92        2500.00        97.9890                 NaN            NaN            NaN  0.297073                 NaN  0.267225        1.40491       0.417559E-001            NaN
  1241.76        2500.00        98.0279       0.636630                 NaN            NaN            NaN            NaN  0.313456        1.01098       0.110550E-001            NaN
  1240.60        2500.00        96.7284       0.452912       0.230602                 NaN            NaN            NaN  0.293988        2.22087       0.731958E-001            NaN
  1239.45        2500.00        93.8527       0.111971        1.44382                 NaN            NaN            NaN  0.772091        3.73430       0.851502E-001            NaN
  1238.29        2500.00        89.8479                 NaN            NaN            NaN  0.585338                 NaN   1.43290        5.08758       0.382962E-001   3.00800     
  1237.13        2500.00        99.0020       0.973389                 NaN            NaN            NaN            NaN            NaN            NaN  0.246029E-001            NaN
  1235.98        2500.00        99.2993       0.294967                 NaN            NaN            NaN            NaN            NaN  0.367871       0.378319E-001            NaN
  1234.82        2500.00        99.3614       0.235880E-001            NaN            NaN            NaN            NaN  0.116890E-001  0.601379       0.194362E-002            NaN
  1233.66        2500.00        98.7359       0.273571       0.105996                 NaN            NaN            NaN  0.139246       0.724246       0.210396E-001            NaN
  1232.51        2500.00        98.4132       0.455015                 NaN            NaN            NaN            NaN  0.200105       0.909825       0.218403E-001            NaN
  1231.35        2500.00        99.1243       0.289045                 NaN            NaN            NaN            NaN  0.168080       0.381947       0.366304E-001            NaN
  1230.19        2500.00        97.7677       0.477112                 NaN            NaN            NaN            NaN  0.212944        1.52744       0.148071E-001            NaN
  1229.03        2500.00        98.3729                 NaN            NaN            NaN            NaN            NaN  0.227099        1.11531       0.554253E-001  0.229256     
  1227.88        2500.00                 NaN   6.84534        5.52598                 NaN            NaN            NaN   8.39773        46.4332       0.606244        32.1915     
  1226.72        2500.00        79.5285        1.29854       0.403960E-001            NaN  0.351650                 NaN   1.70477        9.77608       0.182506        7.11754     
  1225.56        2500.00                 NaN   2.64528        10.3159       0.191581E-005            NaN            NaN   8.27145        46.5664       0.579112        31.6218     
  1224.41        2500.00                 NaN   7.49406        5.62289                 NaN            NaN            NaN   8.39523        46.2778       0.563087        31.6469     
  1223.25        2500.00                 NaN   10.2238        2.84607                 NaN            NaN            NaN   8.36292        46.3468       0.577148        31.6432     
  1222.09        2500.00                 NaN   10.2018        2.86858                 NaN            NaN            NaN   8.36482        46.3444       0.576645        31.6438     
  1220.94        2500.00                 NaN   10.1835        2.88784                 NaN            NaN            NaN   8.36714        46.3409       0.576018        31.6446     
  1219.78        2500.00                 NaN   7.48612        5.62225                 NaN            NaN            NaN   8.40350        46.2707       0.567247        31.6501     
  1218.62        2500.00                 NaN   7.36054        5.76401                 NaN            NaN            NaN   8.42288        46.2454       0.556360        31.6508     
  1217.47        2500.00                 NaN   6.34415        6.78360                 NaN            NaN            NaN   8.41598        46.2427       0.559318        31.6542     
  1216.31        2500.00                 NaN   10.2366        2.85975       0.257745E-002  0.928455E-006            NaN   8.40647        46.2755       0.564962        31.6541     
  1215.15        2500.00                 NaN   13.1921                 NaN            NaN  0.989979E-006            NaN   8.46114        46.1506       0.532436        31.6637     
  1214.00        2500.00                 NaN   10.2222        2.87867       0.528250E-004  0.132773E-005            NaN   8.40005        46.2772       0.564909        31.6569     
  1212.84        2500.00                 NaN   10.1677        2.93621       0.113721E-004  0.334978E-005            NaN   8.40341        46.2699       0.564308        31.6584     
  1211.68        2500.00                 NaN   10.1415        2.96318       0.117208E-004  0.334699E-005            NaN   8.40463        46.2675       0.564065        31.6592     
  1210.53        2500.00                 NaN   10.3171        2.77177       0.484020E-005  0.133481E-005            NaN   8.36114        46.3271       0.570684        31.6521     
  1209.37        2500.00                 NaN   10.3785        2.71658       0.475056E-003  0.377477E-005            NaN   8.36674        46.3127       0.569513        31.6555     
  1208.21        2500.00                 NaN   10.3910        2.70631       0.708782E-005  0.350308E-005            NaN   8.37068        46.3065       0.568765        31.6567     
  1207.06        2500.00                 NaN   10.3103        2.79158       0.531495E-005  0.141147E-005            NaN   8.38377        46.2889       0.566522        31.6590     
  1205.90        2500.00                 NaN   10.2386        2.85865       0.116253E-003  0.130137E-005            NaN   8.37587        46.3012       0.566671        31.6588     
  1204.74        2500.00                 NaN   9.25600        3.81853       0.621738E-005  0.970631E-006            NaN   8.38505        46.3300       0.556655        31.6537     
  1203.59        2500.00                 NaN   9.34525        3.72421       0.122531E-005            NaN            NaN   8.39656        46.3240       0.557444        31.6525     
  1202.43        2500.00                 NaN   9.43790        3.63742       0.126581E-003            NaN            NaN   8.40256        46.3119       0.555807        31.6543     
