|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1348.18        2500.00        99.1556       0.157812E-001  0.379237                 NaN  0.201067                 NaN  0.248362                 NaN            NaN            NaN
  1347.02        2500.00        99.1624       0.376273       0.167968E-001            NaN  0.198657                 NaN  0.245884                 NaN            NaN            NaN
  1345.87        2500.00        99.1651       0.178746E-001  0.374387                 NaN  0.197727                 NaN  0.244862                 NaN            NaN            NaN
  1344.71        2500.00        99.1755       0.372711       0.154555E-001            NaN  0.195018                 NaN  0.241272                 NaN            NaN            NaN
  1343.55        2500.00        99.1793       0.152044E-001  0.371973                 NaN  0.193620                 NaN  0.239897                 NaN            NaN            NaN
  1342.40        2500.00        99.1846       0.371175       0.145965E-001            NaN  0.191731                 NaN  0.237910                 NaN            NaN            NaN
  1341.24        2500.00        99.1905       0.369304       0.143688E-001            NaN  0.189923                 NaN  0.235889                 NaN            NaN            NaN
  1340.08        2500.00        99.1961       0.367219       0.143851E-001            NaN  0.188270                 NaN  0.234023                 NaN            NaN            NaN
  1338.93        2500.00        99.2021       0.366696       0.132868E-001            NaN  0.186228                 NaN  0.231739                 NaN            NaN            NaN
  1337.77        2500.00        99.2063       0.364768       0.157100E-001            NaN  0.183307                 NaN  0.229952                 NaN            NaN            NaN
  1336.61        2500.00        99.2112       0.155372E-001  0.363476                 NaN  0.181544                 NaN  0.228231                 NaN            NaN            NaN
  1335.46        2500.00        99.2164       0.137800E-001  0.363432                 NaN  0.179992                 NaN  0.226354                 NaN            NaN            NaN
  1334.30        2500.00        99.2215       0.170296E-001  0.359966                 NaN  0.177062                 NaN  0.224403                 NaN            NaN            NaN
  1333.14        2500.00        99.2282       0.163303E-001  0.357266                 NaN  0.175732                 NaN  0.222437                 NaN            NaN            NaN
  1331.98        2500.00        99.2316       0.186008E-001  0.356643                 NaN  0.172532                 NaN  0.220648                 NaN            NaN            NaN
  1330.83        2500.00        99.2367       0.190266E-001  0.355250                 NaN  0.170273                 NaN  0.218789                 NaN            NaN            NaN
  1329.67        2500.00        99.2406       0.353846       0.200272E-001            NaN  0.168221                 NaN  0.217277                 NaN            NaN            NaN
  1328.51        2500.00        99.2360       0.305607       0.100957                 NaN  0.142150                 NaN  0.215248                 NaN            NaN            NaN
  1327.36        2500.00        99.2361       0.135055       0.286690                 NaN  0.128718                 NaN  0.213453                 NaN            NaN            NaN
  1326.20        2500.00        99.2583       0.359475                 NaN            NaN  0.170156                 NaN  0.212062                 NaN            NaN            NaN
  1325.04        2500.00        99.2628       0.359481                 NaN            NaN  0.167423                 NaN  0.210292                 NaN            NaN            NaN
  1323.89        2500.00        99.2661       0.361746                 NaN            NaN  0.163425                 NaN  0.208747                 NaN            NaN            NaN
  1322.73        2500.00        99.2708       0.356689                 NaN            NaN  0.165111                 NaN  0.207366                 NaN            NaN            NaN
  1321.57        2500.00        99.2753       0.358810                 NaN            NaN  0.160401                 NaN  0.205456                 NaN            NaN            NaN
  1320.42        2500.00        99.2695       0.818796E-001  0.311129                 NaN  0.133509                 NaN  0.203961                 NaN            NaN            NaN
  1319.26        2500.00        99.2829       0.360030                 NaN            NaN  0.154722                 NaN  0.202367                 NaN            NaN            NaN
  1318.10        2500.00        99.2854       0.361010       0.864168E-003            NaN  0.151567                 NaN  0.201170                 NaN            NaN            NaN
  1316.95        2500.00        99.2913       0.359892                 NaN            NaN  0.149597                 NaN  0.199253                 NaN            NaN            NaN
  1315.79        2500.00        99.2865       0.630858E-001  0.323255                 NaN  0.128996                 NaN  0.198120                 NaN            NaN            NaN
  1314.63        2500.00        99.2974       0.174169E-001  0.348565                 NaN  0.140357                 NaN  0.196261                 NaN            NaN            NaN
  1313.48        2500.00        99.2999       0.207809E-001  0.347291                 NaN  0.136966                 NaN  0.195042                 NaN            NaN            NaN
  1312.32        2500.00        99.2991       0.649954E-001  0.318432                 NaN  0.123649                 NaN  0.193826                 NaN            NaN            NaN
  1311.16        2500.00        99.3074       0.111185E-001  0.355069                 NaN  0.134074                 NaN  0.192368                 NaN            NaN            NaN
  1310.01        2500.00        99.3129       0.359486                 NaN            NaN  0.136717                 NaN  0.190930                 NaN            NaN            NaN
  1308.85        2500.00        99.3011       0.142941       0.267255                 NaN  0.983610E-001            NaN  0.190302                 NaN            NaN            NaN
  1307.69        2500.00        99.3227       0.347920                 NaN            NaN  0.140965                 NaN  0.188382                 NaN            NaN            NaN
  1306.54        2500.00        99.3121       0.114879       0.287422                 NaN  0.984275E-001            NaN  0.187182                 NaN            NaN            NaN
  1305.38        2500.00        99.3175       0.816385E-001  0.309142                 NaN  0.105448                 NaN  0.186236                 NaN            NaN            NaN
  1304.22        2500.00        99.2943       0.349630       0.121028                 NaN  0.474298E-001            NaN  0.187636                 NaN            NaN            NaN
  1303.07        2500.00        99.3316       0.367601                 NaN            NaN  0.117892                 NaN  0.182883                 NaN            NaN            NaN
  1301.91        2500.00        97.9052       0.667614                 NaN            NaN  0.229697                 NaN  0.360061       0.837404                 NaN            NaN
  1300.75        2500.00        91.0277        2.11938                 NaN            NaN  0.776371                 NaN   1.21474        4.86181                 NaN            NaN
  1299.60        2500.00        91.4291        2.07587                 NaN            NaN  0.717579                 NaN   1.16433        4.61308                 NaN            NaN
  1298.44        2500.00        85.1775        3.24212                 NaN            NaN   1.24374                 NaN   1.98882        7.96480       0.382983                 NaN
  1297.28        2500.00        78.7779        4.45060                 NaN            NaN   1.81276                 NaN   2.83120        11.3507       0.776828                 NaN
  1296.13        2500.00        80.2742        4.12724                 NaN            NaN   1.75349                 NaN   2.63719        10.4949       0.712926                 NaN
  1294.97        2500.00        81.7223        3.83820                 NaN            NaN   1.66792                 NaN   2.44922        9.67125       0.651078                 NaN
  1293.81        2500.00        83.1060        3.56811                 NaN            NaN   1.57034                 NaN   2.26892        8.89320       0.593461                 NaN
  1292.66        2500.00        84.3740        3.32854                 NaN            NaN   1.46777                 NaN   2.10297        8.18537       0.541305                 NaN
  1291.50        2500.00        85.4313        3.13158                 NaN            NaN   1.38230                 NaN   1.96456        7.59273       0.497518                 NaN
  1290.34        2500.00        86.4291        2.94154                 NaN            NaN   1.29703                 NaN   1.83320        7.04136       0.457721                 NaN
  1289.19        2500.00        87.3593        2.76929                 NaN            NaN   1.20928                 NaN   1.71027        6.53072       0.421125                 NaN
  1288.03        2500.00        85.2905        3.07407                 NaN            NaN   1.44948                 NaN   2.02819        7.65547       0.502332                 NaN
  1286.87        2500.00        92.5146        1.84684                 NaN            NaN  0.656240                 NaN  0.975190        3.77601       0.231125                 NaN
  1285.72        2500.00        89.5107        2.35962                 NaN            NaN   1.00992                 NaN   1.42463        5.35719       0.337964                 NaN
  1284.56        2500.00        89.9090        2.30188                 NaN            NaN  0.946623                 NaN   1.37273        5.14589       0.323917                 NaN
  1283.40        2500.00        88.9849        2.44199                 NaN            NaN   1.08150                 NaN   1.51116        5.62639       0.354074                 NaN
  1282.25        2500.00        84.6052        3.54462                 NaN            NaN   1.33805                 NaN   2.11045        7.85345       0.548278                 NaN
  1281.09        2500.00        99.4597       0.578874E-001            NaN            NaN  0.295524                 NaN  0.402959E-001  0.146600                 NaN            NaN
  1279.93        2500.00        92.4448        1.63575                 NaN            NaN  0.832176                 NaN   1.04388        3.85566       0.187725                 NaN
  1278.77        2500.00        92.5123        1.67109                 NaN            NaN  0.633890                 NaN   1.02082        3.91157       0.250283                 NaN
  1277.62        2500.00        93.3585        1.75109                 NaN            NaN  0.602929                 NaN  0.898657        3.20372       0.185135                 NaN
  1276.46        2500.00        94.1974        1.42423                 NaN            NaN  0.510118                 NaN  0.790754        2.90395       0.173576                 NaN
  1275.30        2500.00        93.6340        1.56680                 NaN            NaN  0.551602                 NaN  0.866413        3.18920       0.191941                 NaN
  1274.15        2500.00        79.8331        4.63902                 NaN            NaN   1.90795                 NaN   2.77476        10.1903       0.654874                 NaN
  1272.99        2500.00        99.8354       0.125199                 NaN            NaN            NaN            NaN            NaN  0.393959E-001            NaN            NaN
  1271.83        2500.00        96.1106       0.919900                 NaN            NaN  0.386172                 NaN  0.547004        1.92573       0.110609                 NaN
  1270.68        2500.00        99.9252       0.441680E-001            NaN            NaN  0.306486E-001            NaN            NaN            NaN            NaN            NaN
  1269.52        2500.00        96.8190       0.957888                 NaN            NaN  0.210936                 NaN  0.412519        1.53922       0.604190E-001            NaN
  1268.36        2500.00        94.6416        1.52279                 NaN            NaN  0.286985                 NaN  0.724955        2.67464       0.149079                 NaN
  1267.21        2500.00        87.5392        3.21346                 NaN            NaN   1.07537                 NaN   1.68063        6.13439       0.356956                 NaN
  1266.05        2500.00        99.9590                 NaN            NaN            NaN            NaN            NaN            NaN  0.329034E-001  0.812337E-002            NaN
  1264.89        2500.00        97.2134       0.342470       0.644286                 NaN            NaN            NaN  0.360982        1.36948       0.693963E-001            NaN
  1263.74        2500.00        94.3152        1.33068       0.430045                 NaN  0.173538                 NaN  0.772691        2.84648       0.131376                 NaN
  1262.58        2500.00        95.1528        1.71363                 NaN            NaN            NaN            NaN  0.654371        2.37494       0.104259                 NaN
  1261.42        2500.00        95.5117        1.53996                 NaN            NaN  0.483428E-004            NaN  0.592029        2.24499       0.111261                 NaN
  1260.27        2500.00        94.2359        1.81556                 NaN            NaN            NaN            NaN  0.764975        3.05327       0.130256                 NaN
  1259.11        2500.00        96.9923        1.23031                 NaN            NaN            NaN            NaN  0.398091        1.29970       0.796403E-001            NaN
  1257.95        2500.00        95.4591        1.57399                 NaN            NaN            NaN            NaN  0.598884        2.26853       0.994532E-001            NaN
  1256.80        2500.00        94.7136        1.81029                 NaN            NaN            NaN            NaN  0.695285        2.65704       0.123806                 NaN
  1255.64        2500.00        99.1269       0.315096                 NaN            NaN  0.545547E-002            NaN  0.134391       0.394415       0.237857E-001            NaN
  1254.48        2500.00        94.3560        1.81208                 NaN            NaN            NaN            NaN  0.727812        2.96846       0.135656                 NaN
  1253.33        2500.00        95.9100        1.45640                 NaN            NaN            NaN            NaN  0.541786        2.00715       0.846520E-001            NaN
  1252.17        2500.00        96.2174        1.29085                 NaN            NaN            NaN            NaN  0.498382        1.90843       0.849307E-001            NaN
  1251.01        2500.00        96.4849        1.22008                 NaN            NaN            NaN            NaN  0.463851        1.75469       0.765017E-001            NaN
  1249.86        2500.00        97.4671       0.326011                 NaN            NaN  0.227020                 NaN  0.415372        1.44940       0.115058                 NaN
  1248.70        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.208261E-005            NaN            NaN
  1247.54        2500.00        92.5210        1.91993                 NaN            NaN            NaN            NaN  0.959062        4.32235       0.277688                 NaN
  1246.39        2500.00        96.6685        1.85774       0.296932E-004            NaN            NaN            NaN  0.367513        1.10625                 NaN            NaN
  1245.23        2500.00        96.9281        1.06805                 NaN            NaN            NaN            NaN  0.390322        1.56353       0.499591E-001            NaN
  1244.07        2500.00        97.3361       0.748628       0.260494                 NaN            NaN            NaN  0.360019        1.28335       0.114040E-001            NaN
  1242.92        2500.00        97.7363                 NaN            NaN            NaN  0.501918                 NaN  0.287662        1.39709       0.769950E-001            NaN
  1241.76        2500.00        97.7326       0.903957                 NaN            NaN            NaN            NaN  0.337799        1.00525       0.204072E-001            NaN
  1240.60        2500.00        96.3653       0.633878       0.335972                 NaN            NaN            NaN  0.317049        2.21261       0.135218                 NaN
  1239.45        2500.00        93.0340       0.156288        2.09772                 NaN            NaN            NaN  0.832180        3.72258       0.157215                 NaN
  1238.29        2500.00        89.2699                 NaN            NaN            NaN  0.991903                 NaN   1.54698        5.08475       0.708252E-001   3.03560     
  1237.13        2500.00        98.5806        1.37371                 NaN            NaN            NaN            NaN            NaN            NaN  0.457359E-001            NaN
  1235.98        2500.00        99.1448       0.415595                 NaN            NaN            NaN            NaN            NaN  0.369020       0.705806E-001            NaN
  1234.82        2500.00        99.3463       0.334749E-001            NaN            NaN            NaN            NaN  0.127458E-001  0.603886       0.363067E-002            NaN
  1233.66        2500.00        98.5455       0.385607       0.150913                 NaN            NaN            NaN  0.151714       0.727008       0.392710E-001            NaN
  1232.51        2500.00        98.1747       0.652473                 NaN            NaN            NaN            NaN  0.218193       0.913844       0.407981E-001            NaN
  1231.35        2500.00        98.9447       0.418811                 NaN            NaN            NaN            NaN  0.183596       0.384330       0.685476E-001            NaN
  1230.19        2500.00        97.5213       0.680494                 NaN            NaN            NaN            NaN  0.232681        1.53777       0.277189E-001            NaN
  1229.03        2500.00        98.2891                 NaN            NaN            NaN            NaN            NaN  0.248545        1.12389       0.103924       0.234492     
  1227.88        2500.00                 NaN   9.26187        7.36041                 NaN            NaN            NaN   8.50880        43.3338        1.05239        30.4827     
  1226.72        2500.00        78.4570        1.83222       0.585884E-001            NaN  0.595143                 NaN   1.83781        9.71151       0.337088        7.17068     
  1225.56        2500.00                 NaN   3.42518        13.9786       0.251106E-005            NaN            NaN   8.36198        43.3569        1.00306        29.8743     
  1224.41        2500.00                 NaN   10.1052        7.46515                 NaN            NaN            NaN   8.48521        43.0788       0.975100        29.8906     
  1223.25        2500.00                 NaN   13.7885        3.72610                 NaN            NaN            NaN   8.45291        43.1453       0.999509        29.8876     
  1222.09        2500.00                 NaN   13.7604        3.75538                 NaN            NaN            NaN   8.45483        43.1433       0.998651        29.8875     
  1220.94        2500.00                 NaN   13.7371        3.78040                 NaN            NaN            NaN   8.45716        43.1403       0.997578        29.8875     
  1219.78        2500.00                 NaN   10.0989        7.46200                 NaN            NaN            NaN   8.49346        43.0729       0.982352        29.8904     
  1218.62        2500.00                 NaN   9.93132        7.64991                 NaN            NaN            NaN   8.51328        43.0508       0.963538        29.8911     
  1217.47        2500.00                 NaN   8.56399        9.02054                 NaN            NaN            NaN   8.50613        43.0477       0.968654        29.8930     
  1216.31        2500.00                 NaN   13.8039        3.74268       0.341673E-002  0.147883E-005            NaN   8.49696        43.0809       0.978495        29.8937     
  1215.15        2500.00                 NaN   17.6642                 NaN            NaN  0.157673E-005            NaN   8.55164        42.9619       0.922114        29.9001     
  1214.00        2500.00                 NaN   13.7828        3.77061       0.701087E-004  0.211517E-005            NaN   8.49042        43.0829       0.978427        29.8947     
  1212.84        2500.00                 NaN   13.7111        3.84593       0.151064E-004  0.533654E-005            NaN   8.49380        43.0763       0.977398        29.8954     
  1211.68        2500.00                 NaN   13.6770        3.88112       0.155701E-004  0.533221E-005            NaN   8.49503        43.0744       0.976993        29.8955     
  1210.53        2500.00                 NaN   13.9120        3.62976       0.642944E-005  0.212659E-005            NaN   8.45110        43.1305       0.988476        29.8882     
  1209.37        2500.00                 NaN   13.9921        3.55691       0.630550E-003  0.601150E-005            NaN   8.45668        43.1169       0.986452        29.8903     
  1208.21        2500.00                 NaN   14.0085        3.54307       0.941193E-005  0.558120E-005            NaN   8.46069        43.1117       0.985175        29.8909     
  1207.06        2500.00                 NaN   13.9018        3.65463       0.705233E-005  0.224822E-005            NaN   8.47397        43.0958       0.981310        29.8925     
  1205.90        2500.00                 NaN   13.8092        3.74249       0.154077E-003  0.207351E-005            NaN   8.46612        43.1084       0.981598        29.8921     
  1204.74        2500.00                 NaN   12.5298        5.00230       0.827829E-005  0.154668E-005            NaN   8.47604        43.1386       0.964336        29.8888     
  1203.59        2500.00                 NaN   12.6487        4.87720       0.162984E-005            NaN            NaN   8.48772        43.1336       0.965722        29.8871     
  1202.43        2500.00                 NaN   12.7735        4.75920       0.168331E-003            NaN            NaN   8.49376        43.1225       0.962898        29.8880     
  1201.27        2500.00                 NaN   12.7795        4.75369       0.243402E-003  0.544170E-005            NaN   8.49876        43.1178       0.962110        29.8878     
  1200.12        2500.00                 NaN   12.7149        4.81380                 NaN            NaN            NaN   8.49978        43.1209       0.963532        29.8870     
