|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1231.18        500.000        98.8994                 NaN  0.121956       0.359264                 NaN  0.129835       0.435527       0.540177E-001            NaN            NaN
  1229.73        500.000        97.4529                 NaN  0.229535       0.589766                 NaN  0.323234        1.33014       0.744027E-001            NaN            NaN
  1228.27        500.000        97.1018                 NaN  0.286525       0.632130                 NaN  0.379035        1.52026       0.802863E-001            NaN            NaN
  1226.82        500.000        97.4951                 NaN            NaN  0.436320       0.369146       0.317215        1.31521       0.669786E-001            NaN            NaN
  1225.36        500.000        94.3626                 NaN  0.352279       0.351320E-002   1.49432       0.707722        2.91882       0.160774                 NaN            NaN
  1223.91        500.000        99.9412                 NaN  0.305848E-002  0.247826E-001            NaN  0.629040E-002  0.220011E-001  0.266717E-002            NaN            NaN
  1222.46        500.000        99.8236                 NaN  0.154450E-001  0.439516E-001            NaN  0.252605E-001  0.852315E-001  0.648731E-002            NaN            NaN
  1221.00        500.000        99.8779                 NaN  0.114534E-001  0.216548E-001            NaN  0.124900E-001  0.740904E-001  0.237035E-002            NaN            NaN
  1219.55        500.000        99.3338                 NaN            NaN  0.666427E-001  0.139400       0.835555E-001  0.363279       0.133338E-001            NaN            NaN
  1218.09        500.000        94.3930                 NaN            NaN   1.08474       0.842568       0.685600        2.85958       0.134534                 NaN            NaN
  1216.64        500.000        97.7178                 NaN            NaN  0.638374E-001  0.315088       0.310292        1.52857       0.643948E-001            NaN            NaN
  1215.19        500.000        99.3439                 NaN            NaN  0.160089       0.200620       0.840996E-001  0.190726       0.205611E-001            NaN            NaN
  1213.73        500.000        96.8167                 NaN  0.365162       0.706887                 NaN  0.400948        1.62245       0.878867E-001            NaN            NaN
  1212.28        500.000        97.9292                 NaN  0.207934       0.568855                 NaN  0.228205        1.02836       0.374974E-001            NaN            NaN
  1210.82        500.000        98.9080                 NaN  0.131072       0.206689                 NaN  0.147181       0.572985       0.341047E-001            NaN            NaN
  1209.37        500.000        99.3840                 NaN  0.672593E-001  0.113750                 NaN  0.755670E-001  0.342365       0.170510E-001            NaN            NaN
  1207.92        500.000        99.2376                 NaN  0.755128E-001  0.155206                 NaN  0.935805E-001  0.416804       0.213040E-001            NaN            NaN
  1206.46        500.000        99.8466                 NaN            NaN  0.864606E-002            NaN  0.903958E-002  0.119329       0.164127E-001            NaN            NaN
  1205.01        500.000        94.7198                 NaN  0.535920        1.11549                 NaN  0.658859        2.82509       0.144799                 NaN            NaN
  1203.55        500.000        98.8737                 NaN  0.135085       0.140166                 NaN  0.989771E-001  0.611512                 NaN  0.140594                 NaN
  1202.10        500.000        77.7528                 NaN            NaN  0.679959        3.18125        1.93139        8.19340       0.162172        8.09906                 NaN
  1200.65        500.000        99.6351                 NaN            NaN  0.125276                 NaN  0.294814E-001  0.208035       0.208497E-002            NaN            NaN
  1199.19        500.000        99.1514                 NaN  0.525162E-001            NaN            NaN  0.720422E-001  0.259044       0.984478E-002  0.455136                 NaN
  1197.74        500.000        95.1553                 NaN  0.227804       0.568171                 NaN  0.406740        1.87982       0.452884E-001   1.71687                 NaN
  1196.28        500.000        83.9713                 NaN            NaN   1.79609       0.731191        1.35813        5.98437       0.118433        6.04050                 NaN
  1194.83        500.000        90.5438                 NaN            NaN   1.22803       0.334075       0.804931        3.54890       0.606033E-001   3.47968                 NaN
  1193.38        500.000        90.5248                 NaN  0.365578       0.952769                 NaN  0.770151        3.63643       0.923045E-001   3.65799                 NaN
  1191.92        500.000        94.9439                 NaN  0.342120                 NaN            NaN  0.423215        2.08833       0.524123E-001   2.15000                 NaN
  1190.47        500.000        82.5632                 NaN            NaN   1.37391        1.65998        1.44039        6.49724       0.105088        6.36024                 NaN
  1189.01        500.000        86.9575                 NaN            NaN   1.77293       0.177618        1.07580        5.02872       0.756043E-001   4.91182                 NaN
  1187.56        500.000        80.2973                 NaN            NaN  0.537252        2.15206        1.54384        7.82005       0.124728        7.52481                 NaN
  1186.11        500.000                 NaN            NaN            NaN   10.7618        1.98150        7.61876        40.5393       0.587650        38.5110                 NaN
  1184.65        500.000                 NaN            NaN            NaN   10.8469        1.89993        7.62284        40.5332       0.586167        38.5110                 NaN
  1183.20        500.000                 NaN            NaN            NaN   10.9764        1.77197        7.62702        40.5286       0.585060        38.5110                 NaN
  1181.74        500.000                 NaN            NaN            NaN   11.5091        1.23748        7.64905        40.5131       0.583314        38.5079                 NaN
  1180.29        500.000                 NaN            NaN            NaN   10.9877        1.76507        7.63385        40.5191       0.582984        38.5113                 NaN
  1178.84        500.000                 NaN            NaN   3.72430        7.17677       0.100805E-003   7.36331        41.3481       0.860063        39.5273                 NaN
  1177.38        500.000                 NaN            NaN   3.74039        7.13661                 NaN   7.35767        41.3681       0.866561        39.5306                 NaN
  1175.93        500.000                 NaN            NaN   3.74564        7.13017                 NaN   7.35883        41.3672       0.865935        39.5323                 NaN
  1174.48        500.000                 NaN            NaN   3.73699        7.14184       0.180456E-003   7.35919        41.3662       0.865683        39.5299                 NaN
  1173.02        500.000                 NaN            NaN   3.77385        7.08812                 NaN   7.35903        41.3705       0.867963        39.5406                 NaN
  1171.57        500.000                 NaN            NaN   3.80008        7.04911                 NaN   7.35981        41.3719       0.870806        39.5483                 NaN
  1170.11        500.000                 NaN            NaN   3.77772        7.07896                 NaN   7.37359        41.3633       0.866695        39.5397                 NaN
  1168.66        500.000                 NaN            NaN   3.80853        7.03911                 NaN   7.35863        41.3722       0.870039        39.5514                 NaN
  1167.21        500.000                 NaN            NaN   3.82015        7.01731                 NaN   7.37031        41.3695       0.870255        39.5524                 NaN
  1165.75        500.000                 NaN            NaN   3.83184        7.00585                 NaN   7.35931        41.3730       0.871310        39.5587                 NaN
  1164.30        500.000                 NaN            NaN   3.83963        6.99554                 NaN   7.36018        41.3721       0.871450        39.5611                 NaN
  1162.84        500.000                 NaN            NaN   3.84827        6.98398                 NaN   7.35831        41.3732       0.871865        39.5644                 NaN
  1161.39        500.000                 NaN            NaN   3.87058        6.94620                 NaN   7.35761        41.3818       0.874024        39.5698                 NaN
  1159.94        500.000                 NaN            NaN   3.86020        6.96496                 NaN   7.35989        41.3752       0.872336        39.5674                 NaN
  1158.48        500.000                 NaN            NaN   3.90369        6.89881                 NaN   7.35556        41.3868       0.875728        39.5794                 NaN
  1157.03        500.000                 NaN            NaN   3.90167        6.90194                 NaN   7.35799        41.3833       0.875652        39.5795                 NaN
  1155.57        500.000                 NaN            NaN   3.91865        6.87823                 NaN   7.35881        41.3838       0.876049        39.5845                 NaN
  1154.12        500.000                 NaN            NaN   3.94080        6.86331                 NaN   7.36330        41.3668       0.872640        39.5931                 NaN
  1152.67        500.000                 NaN            NaN   3.93645        6.85443                 NaN   7.35745        41.3843       0.876718        39.5906                 NaN
  1151.21        500.000                 NaN            NaN   3.93513        6.85873                 NaN   7.36083        41.3775       0.876746        39.5910                 NaN
  1149.76        500.000                 NaN            NaN   3.94103        6.85151                 NaN   7.35991        41.3784       0.876348        39.5928                 NaN
  1148.30        500.000                 NaN            NaN   5.21795       0.280920                 NaN   6.80549        42.9339        1.02456        39.6222        4.11499     
  1146.85        500.000                 NaN            NaN   3.95139        6.83707                 NaN   7.36232        41.3759       0.876812        39.5965                 NaN
  1145.40        500.000                 NaN            NaN   3.96555        6.81683                 NaN   7.36257        41.3769       0.877321        39.6008                 NaN
  1143.94        500.000                 NaN            NaN   3.99733        6.77217                 NaN   7.37157        41.3682       0.879260        39.6114                 NaN
  1142.49        500.000                 NaN            NaN   3.97461        6.79900                 NaN   7.36960        41.3764       0.878202        39.6022                 NaN
  1141.03        500.000                 NaN            NaN   3.98457        6.78535                 NaN   7.36992        41.3759       0.878703        39.6055                 NaN
  1139.58        500.000                 NaN            NaN   3.99344        6.77327                 NaN   7.37014        41.3755       0.879097        39.6085                 NaN
  1138.13        500.000                 NaN            NaN   4.02371        6.72976                 NaN   7.36256        41.3837       0.881629        39.6187                 NaN
  1136.67        500.000                 NaN            NaN   4.03094        6.71972                 NaN   7.36273        41.3836       0.881984        39.6211                 NaN
  1135.22        500.000                 NaN            NaN   4.01994        6.73654                 NaN   7.37053        41.3752       0.880448        39.6174                 NaN
  1133.76        500.000                 NaN            NaN   4.07215        6.67825                 NaN   7.36692        41.3682       0.879191        39.6353                 NaN
  1132.31        500.000                 NaN            NaN   4.04885        6.69812                 NaN   7.37114        41.3730       0.881708        39.6272                 NaN
  1130.86        500.000                 NaN            NaN   4.05249        6.69542                 NaN   7.36541        41.3753       0.881982        39.6294                 NaN
  1129.40        500.000                 NaN            NaN   3.90280        6.96167                 NaN   7.39143        41.2925       0.859199        39.5924                 NaN
  1127.95        500.000                 NaN            NaN   4.07780        6.65063                 NaN   7.36567        41.3828       0.885574        39.6375                 NaN
  1126.49        500.000                 NaN            NaN   4.08519        6.64202                 NaN   7.36497        41.3833       0.885211        39.6393                 NaN
  1125.04        500.000                 NaN            NaN   4.09376        6.63172                 NaN   7.36427        41.3837       0.884985        39.6415                 NaN
  1123.59        500.000                 NaN            NaN   4.12952        6.59730                 NaN   7.36881        41.3683       0.882050        39.6540                 NaN
  1122.13        500.000                 NaN            NaN   3.96794        6.86605                 NaN   7.39017        41.3012       0.863008        39.6117                 NaN
  1120.68        500.000                 NaN            NaN   5.21719       0.312901                 NaN   6.80916        42.9250        1.02417        39.6243        4.08721     
  1119.22        500.000                 NaN            NaN   4.12337        6.59042                 NaN   7.36574        41.3829       0.886227        39.6513                 NaN
  1117.77        500.000                 NaN            NaN   4.12521        6.58986                 NaN   7.36659        41.3797       0.886059        39.6526                 NaN
  1116.32        500.000                 NaN            NaN   4.13626        6.57393                 NaN   7.37007        41.3762       0.887440        39.6561                 NaN
  1114.86        500.000                 NaN            NaN   4.13339        6.58586                 NaN   7.37225        41.3665       0.884942        39.6570                 NaN
  1113.41        500.000                 NaN            NaN   4.14181        6.57174                 NaN   7.37464        41.3669       0.885650        39.6593                 NaN
  1111.95        500.000                 NaN            NaN   4.03498        6.76942                 NaN   7.39627        41.2974       0.868582        39.6334                 NaN
  1110.50        500.000                 NaN            NaN   4.15442        6.55634                 NaN   7.37308        41.3660       0.885863        39.6643                 NaN
  1109.05        500.000                 NaN            NaN   4.16794        6.53151                 NaN   7.36920        41.3754       0.888239        39.6677                 NaN
  1107.59        500.000                 NaN            NaN   4.17194        6.52651                 NaN   7.37427        41.3714       0.887277        39.6686                 NaN
  1106.14        500.000                 NaN            NaN   4.18335        6.50690                 NaN   7.37061        41.3775       0.889923        39.6718                 NaN
  1104.69        500.000                 NaN            NaN   4.17815        6.52129                 NaN   7.37201        41.3687       0.887648        39.6722                 NaN
  1103.23        500.000                 NaN            NaN   4.19751        6.49128                 NaN   7.37076        41.3740       0.889045        39.6774                 NaN
  1101.78        500.000                 NaN            NaN   4.19964        6.49017                 NaN   7.37458        41.3677       0.889197        39.6787                 NaN
  1100.32        500.000                 NaN            NaN   4.20590        6.48175                 NaN   7.37494        41.3671       0.889438        39.6809                 NaN
  1098.87        500.000                 NaN            NaN   4.21130        6.47479                 NaN   7.37544        41.3660       0.889572        39.6829                 NaN
  1097.42        500.000                 NaN            NaN   4.21335        6.47511                 NaN   7.37886        41.3602       0.888105        39.6844                 NaN
  1095.96        500.000                 NaN            NaN   4.21919        6.46736                 NaN   7.37929        41.3594       0.888303        39.6865                 NaN
  1094.51        500.000                 NaN            NaN   4.22525        6.45922                 NaN   7.37968        41.3586       0.888535        39.6887                 NaN
  1093.05        500.000                 NaN            NaN   4.21477        6.47919                 NaN   7.37898        41.3534       0.887120        39.6865                 NaN
  1091.60        500.000                 NaN            NaN   4.24079        6.43565                 NaN   7.37764        41.3618       0.890556        39.6936                 NaN
  1090.15        500.000                 NaN            NaN   4.25847        6.40209                 NaN   7.37132        41.3742       0.894922        39.6990                 NaN
  1088.69        500.000                 NaN            NaN   4.26201        6.39876                 NaN   7.37213        41.3716       0.894862        39.7007                 NaN
  1087.24        500.000                 NaN            NaN   4.26640        6.39378                 NaN   7.37362        41.3693       0.894458        39.7024                 NaN
  1085.78        500.000                 NaN            NaN   4.26308        6.40651                 NaN   7.37969        41.3577       0.891184        39.7019                 NaN
  1084.33        500.000                 NaN            NaN   4.26930        6.39529                 NaN   7.37989        41.3609       0.891250        39.7034                 NaN
  1082.88        500.000                 NaN            NaN   4.26621        6.40265                 NaN   7.38060        41.3564       0.890849        39.7033                 NaN
  1081.42        500.000                 NaN            NaN   4.27204        6.39493                 NaN   7.38110        41.3555       0.891038        39.7054                 NaN
  1079.97        500.000                 NaN            NaN   4.30332        6.34712                 NaN   7.37830        41.3642       0.892946        39.7141                 NaN
  1078.51        500.000                 NaN            NaN   4.28932        6.37023                 NaN   7.38143        41.3554       0.892303        39.7114                 NaN
  1077.06        500.000                 NaN            NaN   4.30578        6.34843                 NaN   7.38162        41.3562       0.891829        39.7161                 NaN
  1075.61        500.000                 NaN            NaN   4.30951        6.34444                 NaN   7.38252        41.3541       0.891703        39.7177                 NaN
  1074.15        500.000                 NaN            NaN   4.31441        6.33622                 NaN   7.38437        41.3526       0.892116        39.7203                 NaN
  1072.70        500.000                 NaN            NaN   4.26335        6.45071                 NaN   7.39871        41.2970       0.879385        39.7109                 NaN
  1071.24        500.000                 NaN            NaN   4.32436        6.32383                 NaN   7.38575        41.3498       0.892235        39.7240                 NaN
  1069.79        500.000                 NaN            NaN   4.33037        6.31573                 NaN   7.38621        41.3490       0.892501        39.7262                 NaN
  1068.34        500.000                 NaN            NaN   4.33495        6.31011                 NaN   7.38682        41.3475       0.892618        39.7279                 NaN
  1066.88        500.000                 NaN            NaN   4.33619        6.30702                 NaN   7.38506        41.3497       0.893650        39.7284                 NaN
  1065.43        500.000                 NaN            NaN   4.34797        6.29361                 NaN   7.38724        41.3452       0.893329        39.7326                 NaN
  1063.97        500.000                 NaN            NaN   4.35071        6.29092                 NaN   7.38801        41.3430       0.893354        39.7340                 NaN
  1062.52        500.000                 NaN            NaN   4.38694        6.25114                 NaN   7.39025        41.3336       0.891796        39.7463                 NaN
  1061.07        500.000                 NaN            NaN   4.35892        6.27763                 NaN   7.38747        41.3445       0.894560        39.7369                 NaN
  1059.61        500.000                 NaN            NaN   4.36274        6.27318                 NaN   7.38825        41.3427       0.894586        39.7386                 NaN
  1058.16        500.000                 NaN            NaN   4.38688        6.23486                 NaN   7.38695        41.3484       0.897090        39.7458                 NaN
  1056.70        500.000                 NaN            NaN   4.37053        6.26394                 NaN   7.39009        41.3393       0.894221        39.7419                 NaN
  1055.25        500.000                 NaN            NaN   4.37592        6.25863                 NaN   7.39121        41.3349       0.894661        39.7446                 NaN
  1053.80        500.000                 NaN            NaN   4.38146        6.25096                 NaN   7.39167        41.3343       0.894937        39.7467                 NaN
  1052.34        500.000                 NaN            NaN   4.38788        6.24162                 NaN   7.39196        41.3342       0.895341        39.7490                 NaN
  1050.89        500.000                 NaN            NaN   4.39026        6.23965                 NaN   7.39296        41.3317       0.895159        39.7503                 NaN
  1049.43        500.000                 NaN            NaN   4.42880        6.19847                 NaN   7.39664        41.3202       0.892701        39.7632                 NaN
  1047.98        500.000                 NaN            NaN   4.39125        6.24383                 NaN   7.39630        41.3221       0.894098        39.7524                 NaN
  1046.53        500.000                 NaN            NaN   4.43799        6.18685                 NaN   7.39823        41.3171       0.892946        39.7669                 NaN
  1045.07        500.000                 NaN            NaN   4.40009        6.23242                 NaN   7.39755        41.3196       0.894339        39.7560                 NaN
  1043.62        500.000                 NaN            NaN   4.44698        6.17547                 NaN   7.39958        41.3142       0.893171        39.7706                 NaN
  1042.16        500.000                 NaN            NaN   4.41335        6.21397                 NaN   7.39654        41.3213       0.894713        39.7602                 NaN
  1040.71        500.000                 NaN            NaN   4.45407        6.16765                 NaN   7.40140        41.3099       0.893105        39.7739                 NaN
  1039.26        500.000                 NaN            NaN   4.45843        6.16220                 NaN   7.40210        41.3084       0.893192        39.7757                 NaN
  1037.80        500.000                 NaN            NaN   4.46278        6.15689                 NaN   7.40296        41.3066       0.893271        39.7775                 NaN
  1036.35        500.000                 NaN            NaN   4.46673        6.15224                 NaN   7.40382        41.3047       0.893300        39.7792                 NaN
  1034.90        500.000                 NaN            NaN   4.47087        6.14721                 NaN   7.40464        41.3029       0.893362        39.7810                 NaN
  1033.44        500.000                 NaN            NaN   4.47498        6.14224                 NaN   7.40547        41.3011       0.893415        39.7828                 NaN
  1031.99        500.000                 NaN            NaN   4.47908        6.13733                 NaN   7.40629        41.2992       0.893467        39.7846                 NaN
  1030.53        500.000                 NaN            NaN   4.48314        6.13243                 NaN   7.40713        41.2974       0.893525        39.7864                 NaN
  1029.08        500.000                 NaN            NaN   4.48716        6.12762                 NaN   7.40797        41.2955       0.893572        39.7881                 NaN
  1027.63        500.000                 NaN            NaN   4.49116        6.12285                 NaN   7.40883        41.2937       0.893617        39.7899                 NaN
  1026.17        500.000                 NaN            NaN   4.49513        6.11813                 NaN   7.40969        41.2917       0.893660        39.7916                 NaN
  1024.72        500.000                 NaN            NaN   4.49928        6.11307                 NaN   7.41051        41.2900       0.893730        39.7935                 NaN
  1023.26        500.000                 NaN            NaN   4.50298        6.10883                 NaN   7.41144        41.2879       0.893736        39.7952                 NaN
  1021.81        500.000                 NaN            NaN   4.50668        6.10460                 NaN   7.41236        41.2858       0.893742        39.7969                 NaN
  1020.36        500.000                 NaN            NaN   4.51080        6.09958                 NaN   7.41319        41.2839       0.893812        39.7987                 NaN
  1018.90        500.000                 NaN            NaN   4.51238        6.09707                 NaN   7.41216        41.2842       0.894534        39.7996                 NaN
  1017.45        500.000                 NaN            NaN   4.48919        6.11333                 NaN   7.40809        41.3012       0.897564        39.7907                 NaN
  1015.99        500.000                 NaN            NaN   4.52210        6.08708                 NaN   7.41579        41.2772       0.893744        39.8040                 NaN
  1014.54        500.000                 NaN            NaN   4.47668        6.14470                 NaN   7.41666        41.2761       0.894269        39.7916                 NaN
  1013.09        500.000                 NaN            NaN   4.48054        6.14028                 NaN   7.41760        41.2740       0.894257        39.7933                 NaN
  1011.63        500.000                 NaN            NaN   4.48658        6.13183                 NaN   7.41610        41.2760       0.894747        39.7948                 NaN
  1010.18        500.000                 NaN            NaN   4.53644        6.06915                 NaN   7.41926        41.2706       0.893994        39.8106                 NaN
  1008.72        500.000                 NaN            NaN   5.15355        1.26490                 NaN   6.90197        42.6763        1.01324        39.6702        3.31981     
  1007.27        500.000                 NaN            NaN   4.87747        5.31927       0.722264E-001   7.31013        41.6096       0.953241        39.8581                 NaN
  1005.82        500.000                 NaN            NaN   4.54771        6.05758                 NaN   7.42279        41.2621       0.893886        39.8160                 NaN
  1004.36        500.000                 NaN            NaN   4.55123        6.05384                 NaN   7.42396        41.2594       0.893822        39.8177                 NaN
  1002.91        500.000                 NaN            NaN   4.55934        6.04003                 NaN   7.42244        41.2619       0.895460        39.8209                 NaN
  1001.45        500.000                 NaN            NaN   4.55826        6.04584                 NaN   7.42591        41.2551       0.893800        39.8211                 NaN
  1000.00        500.000                 NaN            NaN   4.56188        6.04169                 NaN   7.42678        41.2530       0.893871        39.8228                 NaN
