|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.5/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1565.48        2500.00        98.7932        1.06519       0.141603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.2510       0.661881       0.871678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.34        2500.00        99.2652       0.649859       0.849040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.78        2500.00        99.4736       0.466330       0.600457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.21        2500.00        99.9962                 NaN  0.381182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.64        2500.00        98.3546        1.46132       0.184077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.08        2500.00        99.2832       0.637267       0.795553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.51        2500.00        99.2899       0.630996       0.790609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.94        2500.00        99.2944       0.627894       0.777239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.3000       0.623476       0.765148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.81        2500.00        99.3059       0.618120       0.759538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        2500.00        99.3099       0.614084       0.760198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        2500.00        99.3156       0.611228       0.731365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.11        2500.00        99.3212       0.606796       0.720153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.55        2500.00        99.3238       0.606020       0.701658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.98        2500.00        99.3304       0.599602       0.699654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.41        2500.00        99.3340       0.598207       0.677988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.3380       0.595515       0.665284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.28        2500.00        99.3433       0.590758       0.659333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.71        2500.00        99.3466       0.588843       0.645816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.15        2500.00        98.1012        1.71739       0.181405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.58        2500.00        99.7626       0.215292       0.220585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.02        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.45        2500.00        99.6750       0.296533       0.284510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.88        2500.00        99.2771       0.655322       0.675867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.3694       0.569227       0.613577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.75        2500.00        99.3807       0.563895       0.554369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.18        2500.00        99.3791       0.565592       0.553558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00        99.3834       0.562624       0.540048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.05        2500.00        99.3867       0.559960       0.533867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.48        2500.00        99.3910       0.555883       0.530758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00        99.3932       0.554644       0.521499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.35        2500.00        99.3957       0.555867       0.483833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.3997       0.550363       0.499411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.22        2500.00        99.4051       0.547745       0.471437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.65        2500.00        99.4064       0.546942       0.466660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.09        2500.00        99.4083       0.547525       0.442205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.52        2500.00        99.4110       0.545607       0.433521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.95        2500.00        99.4155       0.541531       0.429359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.39        2500.00        99.4174       0.547448       0.351497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.82        2500.00        99.4205       0.532207       0.473002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.4179       0.544979       0.371099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.69        2500.00        99.2206       0.646533       0.132888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.12        2500.00        99.6318       0.363681       0.454549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.55        2500.00        99.4294       0.479981       0.906639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.99        2500.00        99.4313       0.568736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00        99.4342       0.565808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.85        2500.00        99.4351       0.564893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.29        2500.00        99.4226       0.567482       0.993402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0342       0.304154       0.740448E-001  0.587573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.16        2500.00        98.8002       0.201015       0.977582E-001  0.901033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        2500.00        99.1000       0.149962       0.727735E-001  0.677266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.02        2500.00        98.5276       0.244691       0.118785        1.10896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.46        2500.00        98.8321       0.193040       0.943345E-001  0.880505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.89        2500.00        98.8432       0.191063       0.926467E-001  0.873092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.32        2500.00        98.8521       0.188687       0.908925E-001  0.868352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00        98.8619       0.185227       0.909720E-001  0.861921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.8715       0.184010       0.890382E-001  0.855452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.62        2500.00        98.8802       0.180543       0.884384E-001  0.850780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.06        2500.00        99.0710       0.171725       0.637475E-001  0.693525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.49        2500.00        98.7112       0.172937       0.105080       0.246150E-001  0.986186                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.92        2500.00        98.8811       0.120791       0.643137E-001  0.806926       0.126874                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.36        2500.00        98.9147       0.696688E-001  0.849552E-001  0.123392       0.807252                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.79        2500.00        98.8964       0.128880       0.534581E-001  0.138379       0.782861                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.23        2500.00        98.8987                 NaN  0.590043E-001  0.759941       0.282306                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.9072                 NaN  0.571428E-001  0.753799       0.281821                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.09        2500.00        98.9138                 NaN  0.557460E-001  0.281111       0.749348                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.53        2500.00        98.9203                 NaN  0.541499E-001  0.744362       0.281153                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.96        2500.00        98.9239                 NaN  0.527176E-001  0.282910       0.740489                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.39        2500.00        98.9358                 NaN  0.510856E-001  0.732459       0.280693                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.83        2500.00        98.9391                 NaN  0.496187E-001  0.281442       0.729819                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.26        2500.00        98.9679                 NaN  0.472229E-001  0.710970       0.273897                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.69        2500.00        99.9497                 NaN  0.175228E-001  0.327392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        97.9347                 NaN  0.752394E-001   1.41796       0.572076                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.56        2500.00        98.9615                 NaN  0.439903E-001  0.281616       0.712856                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.99        2500.00        99.0462                 NaN  0.394817E-001  0.654178       0.260166                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.43        2500.00        98.8912                 NaN  0.441193E-001  0.760768       0.303948                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.86        2500.00        98.9704                 NaN  0.402263E-001  0.708122       0.281268                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.30        2500.00        98.9846                 NaN  0.376790E-001  0.695524       0.282235                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.73        2500.00        98.9844                 NaN  0.370378E-001  0.695918       0.282657                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.16        2500.00        99.6843       0.831391E-001  0.920279E-002  0.223366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.2996                 NaN  0.546523E-001   1.16345       0.482288                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.03        2500.00        98.9965                 NaN  0.325760E-001  0.687750       0.283152                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.46        2500.00        98.1018                 NaN  0.239069       0.753904       0.449149       0.456085                 NaN            NaN            NaN            NaN            NaN
  1433.90        2500.00        97.2680                 NaN  0.408060       0.903983       0.611496       0.808465                 NaN            NaN            NaN            NaN            NaN
  1432.33        2500.00        97.4751                 NaN  0.383759       0.555388       0.838247       0.747487                 NaN            NaN            NaN            NaN            NaN
  1430.76        2500.00        97.5148                 NaN  0.384877       0.828295       0.536474       0.735561                 NaN            NaN            NaN            NaN            NaN
  1429.20        2500.00        97.5588                 NaN  0.385575       0.816692       0.515532       0.723423                 NaN            NaN            NaN            NaN            NaN
  1427.63        2500.00        97.5958                 NaN  0.385341       0.807090       0.499796       0.711963                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        97.6359                 NaN  0.386470       0.797952       0.479501       0.700218                 NaN            NaN            NaN            NaN            NaN
  1424.50        2500.00        97.6722                 NaN  0.387271       0.788537       0.462387       0.689564                 NaN            NaN            NaN            NaN            NaN
  1422.93        2500.00        97.7086                 NaN  0.387998       0.444532       0.780032       0.678813                 NaN            NaN            NaN            NaN            NaN
  1421.37        2500.00        97.7413                 NaN  0.389390       0.773401       0.426287       0.669614                 NaN            NaN            NaN            NaN            NaN
  1419.80        2500.00        97.7817                 NaN  0.388777       0.410006       0.762263       0.657212                 NaN            NaN            NaN            NaN            NaN
  1418.23        2500.00        97.8147                 NaN  0.389326       0.753140       0.395446       0.647411                 NaN            NaN            NaN            NaN            NaN
  1416.67        2500.00        97.8453                 NaN  0.391103       0.379992       0.744879       0.638746                 NaN            NaN            NaN            NaN            NaN
  1415.10        2500.00        97.8792                 NaN  0.391201       0.736966       0.364004       0.628637                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.9092                 NaN  0.392510       0.729850       0.348686       0.619789                 NaN            NaN            NaN            NaN            NaN
  1411.97        2500.00        97.9367                 NaN  0.393914       0.723107       0.334771       0.611555                 NaN            NaN            NaN            NaN            NaN
  1410.40        2500.00        97.9713                 NaN  0.393892       0.714195       0.318800       0.601801                 NaN            NaN            NaN            NaN            NaN
  1408.83        2500.00        97.9964                 NaN  0.395244       0.708470       0.305986       0.593927                 NaN            NaN            NaN            NaN            NaN
  1407.27        2500.00        98.0144                 NaN  0.400515       0.705945       0.289589       0.589600                 NaN            NaN            NaN            NaN            NaN
  1405.70        2500.00        98.0572                 NaN  0.393087       0.282201       0.692114       0.575357                 NaN            NaN            NaN            NaN            NaN
  1404.14        2500.00        98.0805                 NaN  0.398203       0.689488       0.262959       0.568880                 NaN            NaN            NaN            NaN            NaN
  1402.57        2500.00        98.0999                 NaN  0.399781       0.685016       0.252268       0.563071                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.1260                 NaN  0.400208       0.239864       0.678615       0.555334                 NaN            NaN            NaN            NaN            NaN
  1399.44        2500.00        98.1483                 NaN  0.401760       0.673482       0.227725       0.548701                 NaN            NaN            NaN            NaN            NaN
  1397.87        2500.00        98.1721                 NaN  0.402637       0.668379       0.215097       0.541814                 NaN            NaN            NaN            NaN            NaN
  1396.30        2500.00        98.1944                 NaN  0.404027       0.663591       0.202933       0.535019                 NaN            NaN            NaN            NaN            NaN
  1394.74        2500.00        98.2165                 NaN  0.404552       0.657496       0.193260       0.528179                 NaN            NaN            NaN            NaN            NaN
  1393.17        2500.00        98.2387                 NaN  0.405610       0.181480       0.652537       0.521706                 NaN            NaN            NaN            NaN            NaN
  1391.60        2500.00        98.2582                 NaN  0.406736       0.170817       0.648534       0.515688                 NaN            NaN            NaN            NaN            NaN
  1390.04        2500.00        98.2798                 NaN  0.407610       0.643626       0.159699       0.509237                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2990                 NaN  0.408394       0.639293       0.150071       0.503249                 NaN            NaN            NaN            NaN            NaN
  1386.90        2500.00        98.3181                 NaN  0.409558       0.635266       0.139488       0.497621                 NaN            NaN            NaN            NaN            NaN
  1385.34        2500.00        98.3392                 NaN  0.409324       0.130065       0.630474       0.490909                 NaN            NaN            NaN            NaN            NaN
  1383.77        2500.00        98.3557                 NaN  0.410876       0.627547       0.119823       0.486065                 NaN            NaN            NaN            NaN            NaN
  1382.21        2500.00        98.3738                 NaN  0.410949       0.111377       0.623577       0.480336                 NaN            NaN            NaN            NaN            NaN
  1380.64        2500.00        98.3919                 NaN  0.411588       0.102574       0.619175       0.474747                 NaN            NaN            NaN            NaN            NaN
  1379.07        2500.00        98.4109                 NaN  0.412043       0.614507       0.934327E-001  0.469112                 NaN            NaN            NaN            NaN            NaN
  1377.51        2500.00        98.4268                 NaN  0.413254       0.610534       0.850980E-001  0.464267                 NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4444                 NaN  0.411827       0.607473       0.779956E-001  0.458307                 NaN            NaN            NaN            NaN            NaN
  1374.37        2500.00        98.4599                 NaN  0.412683       0.604136       0.696124E-001  0.453689                 NaN            NaN            NaN            NaN            NaN
  1372.81        2500.00        98.4764                 NaN  0.413013       0.600984       0.608698E-001  0.448752                 NaN            NaN            NaN            NaN            NaN
  1371.24        2500.00        98.4926                 NaN  0.412368       0.549029E-001  0.596785       0.443349                 NaN            NaN            NaN            NaN            NaN
  1369.67        2500.00        98.5069                 NaN  0.412475       0.593539       0.483183E-001  0.438786                 NaN            NaN            NaN            NaN            NaN
  1368.11        2500.00        98.5224                 NaN  0.412308       0.589920       0.415030E-001  0.433913                 NaN            NaN            NaN            NaN            NaN
  1366.54        2500.00        98.5360                 NaN  0.412091       0.586706       0.357566E-001  0.429494                 NaN            NaN            NaN            NaN            NaN
  1364.97        2500.00        98.5516                 NaN  0.413024       0.269025E-001  0.583443       0.424991                 NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5656                 NaN  0.409070       0.264974E-001  0.579379       0.419477                 NaN            NaN            NaN            NaN            NaN
  1361.84        2500.00        98.5781                 NaN  0.409974       0.197070E-001  0.576589       0.415644                 NaN            NaN            NaN            NaN            NaN
  1360.28        2500.00        98.5928                 NaN  0.409069       0.573074       0.140523E-001  0.411025                 NaN            NaN            NaN            NaN            NaN
  1358.71        2500.00        98.6061                 NaN  0.407817       0.570032       0.939853E-002  0.406625                 NaN            NaN            NaN            NaN            NaN
  1357.14        2500.00        98.6190                 NaN  0.406555       0.567233       0.490859E-002  0.402286                 NaN            NaN            NaN            NaN            NaN
  1355.58        2500.00        98.6330                 NaN  0.405225       0.563411       0.548016E-003  0.397842                 NaN            NaN            NaN            NaN            NaN
  1354.01        2500.00        98.6395                 NaN  0.388038       0.347441E-001  0.544754       0.392965                 NaN            NaN            NaN            NaN            NaN
  1352.44        2500.00        98.6570                 NaN  0.399351       0.554361                 NaN  0.389277                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6691                 NaN  0.396831       0.548988                 NaN  0.385121                 NaN            NaN            NaN            NaN            NaN
  1349.31        2500.00        98.6797                 NaN  0.394602       0.544359                 NaN  0.381344                 NaN            NaN            NaN            NaN            NaN
  1347.74        2500.00        98.6912                 NaN  0.391451       0.540254                 NaN  0.377065                 NaN            NaN            NaN            NaN            NaN
  1346.18        2500.00        98.7023                 NaN  0.388602       0.535944                 NaN  0.373117                 NaN            NaN            NaN            NaN            NaN
  1344.61        2500.00        98.7127                 NaN  0.388166       0.529368                 NaN  0.369794                 NaN            NaN            NaN            NaN            NaN
  1343.05        2500.00        98.7196                 NaN  0.382052       0.531914                 NaN  0.366421                 NaN            NaN            NaN            NaN            NaN
  1341.48        2500.00        98.7374                 NaN  0.377472       0.524618                 NaN  0.360467                 NaN            NaN            NaN            NaN            NaN
  1339.91        2500.00        98.7479                 NaN  0.374931       0.520160                 NaN  0.357000                 NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7581                 NaN  0.373314       0.515073                 NaN  0.353472                 NaN            NaN            NaN            NaN            NaN
  1336.78        2500.00        98.7663                 NaN  0.368072       0.515465                 NaN  0.350169                 NaN            NaN            NaN            NaN            NaN
  1335.21        2500.00        98.7789                 NaN  0.365878       0.509365                 NaN  0.345864                 NaN            NaN            NaN            NaN            NaN
  1333.65        2500.00        98.7879                 NaN  0.363220       0.506285                 NaN  0.342632                 NaN            NaN            NaN            NaN            NaN
  1332.08        2500.00        98.7983                 NaN  0.359807       0.502864                 NaN  0.339007                 NaN            NaN            NaN            NaN            NaN
  1330.51        2500.00        98.7553                 NaN  0.321438       0.540371                 NaN  0.340143       0.427446E-001            NaN            NaN            NaN            NaN
  1328.95        2500.00        98.5419                 NaN  0.151328       0.698458       0.272662E-001  0.354605       0.226439                 NaN            NaN            NaN            NaN
  1327.38        2500.00        98.5251                 NaN  0.221138       0.213469E-001  0.657034       0.372647       0.202756                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.5566                 NaN            NaN  0.593582       0.280622       0.329806       0.239370                 NaN            NaN            NaN            NaN
  1324.25        2500.00        98.5582                 NaN            NaN  0.567925       0.306899       0.332361       0.234637                 NaN            NaN            NaN            NaN
  1322.68        2500.00        98.5798                 NaN            NaN  0.557995       0.302973       0.327887       0.231352                 NaN            NaN            NaN            NaN
  1321.12        2500.00        98.6020                 NaN            NaN  0.547902       0.299162       0.323421       0.227498                 NaN            NaN            NaN            NaN
  1319.55        2500.00        98.6190                 NaN            NaN  0.295608       0.540620       0.320070       0.224712                 NaN            NaN            NaN            NaN
  1317.98        2500.00        98.6421                 NaN  0.254692E-005  0.529677       0.292626       0.314844       0.220706                 NaN            NaN            NaN            NaN
  1316.42        2500.00        98.6601                 NaN            NaN  0.520034       0.290078       0.311722       0.218047                 NaN            NaN            NaN            NaN
  1314.85        2500.00        98.6863                 NaN  0.197469E-001  0.256707       0.518996       0.308179       0.210075                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.7017                 NaN  0.573274E-002  0.504568       0.274546       0.303593       0.209909                 NaN            NaN            NaN            NaN
  1311.72        2500.00        98.7202                 NaN  0.283833E-002  0.495068       0.275737       0.299407       0.206714                 NaN            NaN            NaN            NaN
  1310.15        2500.00        98.7397                 NaN  0.695429E-002  0.267223       0.487587       0.295842       0.202678                 NaN            NaN            NaN            NaN
  1308.58        2500.00        98.7616                 NaN  0.235750E-001  0.484783       0.240656       0.293362       0.196010                 NaN            NaN            NaN            NaN
  1307.02        2500.00        98.7745                 NaN  0.245471E-005  0.467585       0.272683       0.287928       0.197304                 NaN            NaN            NaN            NaN
  1305.45        2500.00        98.7931                 NaN  0.107949E-005  0.459788       0.269097       0.283983       0.194061                 NaN            NaN            NaN            NaN
  1303.88        2500.00        98.8152                 NaN  0.251572E-001  0.460373       0.231530       0.282404       0.185371                 NaN            NaN            NaN            NaN
  1302.32        2500.00        98.8280                 NaN            NaN  0.442113       0.265755       0.276952       0.187134                 NaN            NaN            NaN            NaN
  1300.75        2500.00        98.8457                 NaN            NaN  0.262492       0.434708       0.273086       0.184045                 NaN            NaN            NaN            NaN
  1299.19        2500.00        98.8623                 NaN            NaN  0.260729       0.426460       0.269826       0.180729                 NaN            NaN            NaN            NaN
  1297.62        2500.00        98.8790                 NaN  0.130506E-004  0.258347       0.418783       0.266227       0.177611                 NaN            NaN            NaN            NaN
  1296.05        2500.00        98.8949                 NaN            NaN  0.256513       0.411243       0.262999       0.174322                 NaN            NaN            NaN            NaN
  1294.49        2500.00        98.9119                 NaN            NaN  0.403044       0.254332       0.259404       0.171361                 NaN            NaN            NaN            NaN
  1292.92        2500.00        98.9274                 NaN            NaN  0.395958       0.252298       0.256218       0.168136                 NaN            NaN            NaN            NaN
  1291.35        2500.00        89.1561                 NaN            NaN   1.66355        1.63639        1.43644       0.872332                 NaN   5.23515                 NaN            NaN
  1289.79        2500.00        83.0847                 NaN            NaN   2.34226        2.62443        2.17000        1.25331                 NaN   8.52534                 NaN            NaN
  1288.22        2500.00        85.5367                 NaN            NaN   1.95585        2.33531        1.87125        1.04620                 NaN   7.25467                 NaN            NaN
  1286.65        2500.00        87.3649                 NaN            NaN   1.67132        2.11219        1.64736       0.895088                 NaN   6.30911                 NaN            NaN
  1285.09        2500.00        88.6886                 NaN            NaN   1.46126        1.95470        1.48563       0.786140                 NaN   5.62367                 NaN            NaN
  1283.52        2500.00        89.9765                 NaN            NaN   1.26998        1.78270        1.32421       0.681435                 NaN   4.96517                 NaN            NaN
  1281.95        2500.00        90.7374                 NaN            NaN   1.67476        1.15682        1.23099       0.625097                 NaN   4.57498                 NaN            NaN
