|6.6.6
Archiving\03_Data\fracLP/QFM_m1/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1867.17        500.000        99.1004       0.899636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1004       0.899634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1004       0.899631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.1004       0.899629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.1004       0.899627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1004       0.899625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1004       0.899622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1004       0.899620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1004       0.899618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1004       0.899615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1004       0.899613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1004       0.899610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1004       0.899608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1004       0.899606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1004       0.899603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1004       0.899601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1004       0.899598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1004       0.899596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1004       0.899593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1004       0.899590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1004       0.899588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1004       0.899585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1004       0.899592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1004       0.899580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1004       0.899577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1004       0.899574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1004       0.899572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1004       0.899569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1004       0.899566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1004       0.899563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1004       0.899561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1004       0.899558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1004       0.899555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1004       0.899552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1005       0.899549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1005       0.899546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1005       0.899543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1005       0.899540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1005       0.899537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1005       0.899534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1005       0.899531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1005       0.899528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1005       0.899525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1005       0.899522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1005       0.899519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1005       0.899515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1005       0.899512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1005       0.899509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.1005       0.899506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.1005       0.899502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.1005       0.899499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.1005       0.899496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.1005       0.899492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1005       0.899500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1005       0.899485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1005       0.899482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.1005       0.899478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1005       0.899475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1005       0.899471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.1005       0.899468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.1005       0.899464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.1005       0.899461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1005       0.899457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1005       0.899453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1006       0.899450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1006       0.899446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1006       0.899442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1006       0.899438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1006       0.899434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1006       0.899431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1006       0.899427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1006       0.899423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1006       0.899419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1006       0.899415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1006       0.899411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1006       0.899395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1006       0.899402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1006       0.899398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1006       0.899394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.0940       0.899390       0.660816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.0875       0.899445       0.130851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.0876       0.899558       0.128295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0875       0.899668       0.127941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0875       0.899779       0.126926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.0875       0.899888       0.125855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.0875       0.899997       0.124865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0797       0.900104       0.202451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0953       0.900282       0.440167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.0738       0.900311       0.258836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.0995       0.900545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.0892       0.900540       0.102659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.0875       0.900627       0.118698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.0875       0.900729       0.117561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.0902       0.900832       0.894831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0848       0.900906       0.142566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.0875       0.901029       0.114360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0875       0.901127       0.113532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.0875       0.901224       0.112531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.0875       0.901320       0.111483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.0875       0.901415       0.110549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.0875       0.901510       0.109656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.0875       0.901603       0.108614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.5411       0.901714       0.113707E-001  0.545775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.9759                 NaN  0.183688E-001   1.00575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.7407                 NaN  0.462806E-002  0.254678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3590                 NaN  0.114156E-001  0.629561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3584                 NaN  0.113894E-001  0.630208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3628                 NaN  0.113009E-001  0.625898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2632                 NaN  0.130525E-001  0.723741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4674                 NaN  0.942999E-002  0.523163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4692                 NaN  0.941869E-002  0.521411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2697                 NaN  0.128786E-001  0.717455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3730                 NaN  0.110538E-001  0.615896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5996                 NaN  0.704416E-002  0.393325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.1516                 NaN  0.148909E-001  0.833488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3792                 NaN  0.108992E-001  0.609874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3815                 NaN  0.108306E-001  0.607680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3857                 NaN  0.107771E-001  0.603499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3859                 NaN  0.107529E-001  0.603373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3927                 NaN  0.106498E-001  0.596612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3949                 NaN  0.105949E-001  0.594522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4888                 NaN  0.895125E-002  0.502233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.0619                 NaN  0.339842E-001   1.90415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.9986                 NaN  0.141201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.9320                 NaN            NaN  0.680067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.5432                 NaN  0.725415E-002  0.449576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4119                 NaN  0.102518E-001  0.577893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4123                 NaN  0.102453E-001  0.577439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4280                 NaN  0.997097E-002  0.562055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4248                 NaN  0.100211E-001  0.565215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4281                 NaN  0.996403E-002  0.561949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4313                 NaN  0.990806E-002  0.558831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4184                 NaN  0.101247E-001  0.571449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.6006                 NaN  0.695827E-002  0.392488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.2986                 NaN  0.122098E-001  0.689146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4462                 NaN  0.962902E-002  0.544186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4475                 NaN  0.959524E-002  0.542859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4573                 NaN  0.943149E-002  0.533230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4573                 NaN  0.943999E-002  0.533305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4623                 NaN  0.933403E-002  0.528369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4661                 NaN  0.927616E-002  0.524577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.4658                 NaN  0.925986E-002  0.524921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4739                 NaN  0.914436E-002  0.516945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4807                 NaN  0.900707E-002  0.510320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.4818                 NaN  0.900292E-002  0.509218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.4851                 NaN  0.892233E-002  0.506018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.4889                 NaN  0.887069E-002  0.502227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.7735                 NaN  0.215417E-001   1.20499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.8207                 NaN  0.170839E-002  0.104216       0.733810E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.8378                 NaN            NaN  0.334529E-001   1.12873                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0969                 NaN            NaN  0.245731E-001  0.878496                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1058                 NaN            NaN  0.231305E-001  0.871086                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1148                 NaN            NaN  0.220715E-001  0.863084                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1232                 NaN            NaN  0.192803E-001  0.857489                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1313                 NaN            NaN  0.183853E-001  0.850325                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1411                 NaN            NaN  0.178406E-001  0.841088                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1556                 NaN            NaN  0.154801E-001  0.828880                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1479                 NaN            NaN  0.209591E-001  0.831105                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1661                 NaN            NaN  0.126342E-001  0.821252                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1537                 NaN            NaN  0.113558E-001  0.755301       0.796175E-001            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9683                 NaN            NaN            NaN  0.240549E-001   1.00764                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9104                 NaN            NaN            NaN            NaN   1.08958                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9331                 NaN            NaN            NaN            NaN   1.06688                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9244                 NaN            NaN            NaN            NaN   1.07555                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9178                 NaN            NaN            NaN            NaN   1.08225                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9073                 NaN            NaN            NaN            NaN   1.09269                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8909                 NaN            NaN            NaN            NaN   1.10914                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8691                 NaN            NaN            NaN            NaN   1.13091                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.5155                 NaN            NaN            NaN            NaN  0.734477       0.750018                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3782                 NaN            NaN            NaN            NaN  0.550369        1.07143                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.4006                 NaN            NaN            NaN            NaN  0.542110        1.05726                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.4223                 NaN            NaN            NaN            NaN  0.537542        1.04021                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4414                 NaN            NaN            NaN            NaN   1.02605       0.532568                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4576                 NaN            NaN            NaN            NaN   1.01454       0.527817                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4843                 NaN            NaN            NaN            NaN  0.519705       0.995981                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4984                 NaN            NaN            NaN            NaN  0.985325       0.516289                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.5178                 NaN            NaN            NaN            NaN  0.510568       0.971611                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5355                 NaN  0.426046E-003            NaN            NaN  0.507206       0.956896                 NaN            NaN            NaN            NaN
