|6.6.6
Archiving\03_Data\fracLP/QFM_m1/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1869.67        500.000        99.2747       0.725340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.2746       0.725395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.2745       0.725450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.2745       0.725505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.2744       0.725562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.2744       0.725615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.2743       0.725671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.2743       0.725726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.2742       0.725781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.2742       0.725836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.2741       0.725891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.2741       0.725946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.2740       0.726001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.2739       0.726056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2739       0.726111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.2738       0.726166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.2738       0.726221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.2737       0.726276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.2737       0.726332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.2736       0.726387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.2736       0.726442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.2735       0.726497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.2734       0.726552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.2734       0.726619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.2733       0.726662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.2733       0.726717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.2732       0.726772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.2732       0.726827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.2731       0.726882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.2731       0.726937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.2730       0.726992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.2730       0.727048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.2729       0.727103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.2728       0.727158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2728       0.727213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.2727       0.727268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2727       0.727323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.2726       0.727378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2726       0.727433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.2725       0.727488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2725       0.727543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.2724       0.727598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.2723       0.727653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.2723       0.727708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.2722       0.727763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.2722       0.727818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2721       0.727873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2721       0.727928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2720       0.727983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2720       0.728038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2719       0.728093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2719       0.728148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2718       0.728203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2717       0.728258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2717       0.728321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2716       0.728367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2716       0.728422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2715       0.728477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2715       0.728532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2714       0.728587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2714       0.728642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2713       0.728697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2712       0.728751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2712       0.728806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2711       0.728861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2711       0.728916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2710       0.728970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2710       0.729025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2709       0.729080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2709       0.729135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2708       0.729189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2708       0.729244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2707       0.729299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2706       0.729353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2706       0.729408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2705       0.729462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2705       0.729507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2704       0.729572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2704       0.729626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2703       0.729681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2660       0.729741       0.427011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2617       0.729839       0.845419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2617       0.729966       0.829164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2616       0.730093       0.826929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2616       0.730219       0.820516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2615       0.730345       0.813620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2615       0.730470       0.807222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2563       0.730602       0.130958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2664       0.730755       0.284596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2524       0.730849       0.167405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2690       0.731030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2623       0.731094       0.663932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2611       0.731207       0.767816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2611       0.731328       0.760436E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2628       0.731447       0.578856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2592       0.731555       0.922395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2609       0.731686       0.739979E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2608       0.731805       0.734674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2608       0.731922       0.728191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2607       0.732039       0.721455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2607       0.732156       0.715522E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2606       0.732272       0.709838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2606       0.732387       0.703083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.7887       0.732685       0.736326E-002  0.471293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1216                 NaN  0.118748E-001  0.866475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.7781                 NaN  0.298568E-002  0.218932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4518                 NaN  0.736500E-002  0.540844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4521                 NaN  0.734257E-002  0.540577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4563                 NaN  0.728207E-002  0.536430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3718                 NaN  0.839748E-002  0.619850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5465                 NaN  0.606795E-002  0.447434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.5483                 NaN  0.605679E-002  0.445621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3796                 NaN  0.827840E-002  0.612115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4679                 NaN  0.709906E-002  0.524969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.6607                 NaN  0.452043E-002  0.334762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.2817                 NaN  0.955280E-002  0.708727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4752                 NaN  0.698638E-002  0.517816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4778                 NaN  0.693648E-002  0.515230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4818                 NaN  0.689969E-002  0.511299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4827                 NaN  0.687941E-002  0.510432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4889                 NaN  0.681027E-002  0.504336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4913                 NaN  0.677086E-002  0.501914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.5708                 NaN  0.571614E-002  0.423458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.3762                 NaN  0.216440E-001   1.60211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.9991                 NaN  0.899233E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.9430                 NaN            NaN  0.570396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.6183                 NaN  0.461819E-002  0.377100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.5093                 NaN  0.652353E-002  0.484210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5101                 NaN  0.651671E-002  0.483369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.5238                 NaN  0.633716E-002  0.469854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5217                 NaN  0.636476E-002  0.471949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5251                 NaN  0.632544E-002  0.468613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5283                 NaN  0.628509E-002  0.465453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5182                 NaN  0.641701E-002  0.475335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.6695                 NaN  0.440801E-002  0.326067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4202                 NaN  0.773169E-002  0.572075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5430                 NaN  0.609200E-002  0.450901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5446                 NaN  0.606386E-002  0.449324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5533                 NaN  0.595898E-002  0.440714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5537                 NaN  0.596207E-002  0.440336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5585                 NaN  0.588967E-002  0.435568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5621                 NaN  0.585040E-002  0.432030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.5625                 NaN  0.583315E-002  0.431673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.5695                 NaN  0.575686E-002  0.424738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.5757                 NaN  0.567012E-002  0.418680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.5770                 NaN  0.566505E-002  0.417376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.5804                 NaN  0.560840E-002  0.414029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.5840                 NaN  0.557526E-002  0.410450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0033                 NaN  0.135365E-001  0.983126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.8513                 NaN  0.107030E-002  0.847604E-001  0.629068E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0040                 NaN            NaN  0.272417E-001  0.968760                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2269                 NaN            NaN  0.199754E-001  0.753145                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2350                 NaN            NaN  0.187834E-001  0.746258                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2431                 NaN            NaN  0.179041E-001  0.738994                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2506                 NaN            NaN  0.156210E-001  0.733825                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2579                 NaN            NaN  0.148806E-001  0.727248                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2667                 NaN            NaN  0.144228E-001  0.718854                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2795                 NaN            NaN  0.124999E-001  0.707999                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2737                 NaN            NaN  0.169036E-001  0.709390                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2891                 NaN            NaN  0.101806E-001  0.700740                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2786                 NaN            NaN  0.913809E-002  0.644012       0.682993E-001            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1156                 NaN            NaN            NaN  0.205013E-001  0.863880                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0665                 NaN            NaN            NaN            NaN  0.933459                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0868                 NaN            NaN            NaN            NaN  0.913236                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0800                 NaN            NaN            NaN            NaN  0.920014                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0750                 NaN            NaN            NaN            NaN  0.925009                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0668                 NaN            NaN            NaN            NaN  0.933201                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0535                 NaN            NaN            NaN            NaN  0.946509                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0356                 NaN            NaN            NaN            NaN  0.964353                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.7269                 NaN            NaN            NaN            NaN  0.625986       0.647114                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.6076                 NaN            NaN            NaN            NaN  0.468563       0.923790                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.6284                 NaN            NaN            NaN            NaN  0.460983       0.910623                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6483                 NaN            NaN            NaN            NaN  0.456546       0.895112                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6662                 NaN            NaN            NaN            NaN  0.882025       0.451739                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6816                 NaN            NaN            NaN            NaN  0.871259       0.447114                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.7059                 NaN            NaN            NaN            NaN  0.439684       0.854442                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.7192                 NaN            NaN            NaN            NaN  0.844546       0.436265                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.7373                 NaN            NaN            NaN            NaN  0.430845       0.831878                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.7538                 NaN  0.267919E-003            NaN            NaN  0.427465       0.818480                 NaN            NaN            NaN            NaN
