|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1442.70        500.000        99.2730                 NaN            NaN  0.124012E-002  0.450896       0.274845                 NaN            NaN            NaN            NaN            NaN
  1441.37        500.000        99.2789                 NaN            NaN  0.119214E-002  0.447367       0.272587                 NaN            NaN            NaN            NaN            NaN
  1440.05        500.000        99.2843                 NaN            NaN  0.115556E-002  0.444287       0.270279                 NaN            NaN            NaN            NaN            NaN
  1438.72        500.000        99.2918                 NaN            NaN  0.110682E-002  0.267363       0.439710                 NaN            NaN            NaN            NaN            NaN
  1437.39        500.000        99.2973                 NaN            NaN  0.106454E-002  0.265159       0.436480                 NaN            NaN            NaN            NaN            NaN
  1436.07        500.000        99.3031                 NaN            NaN  0.101642E-002  0.262813       0.433030                 NaN            NaN            NaN            NaN            NaN
  1434.74        500.000        99.3089                 NaN            NaN  0.981636E-003  0.429591       0.260494                 NaN            NaN            NaN            NaN            NaN
  1433.42        500.000        99.3148                 NaN            NaN  0.939927E-003  0.426467       0.257783                 NaN            NaN            NaN            NaN            NaN
  1432.09        500.000        99.3733                 NaN            NaN  0.838452E-003  0.236171       0.389738                 NaN            NaN            NaN            NaN            NaN
  1430.77        500.000        99.2689                 NaN            NaN  0.936325E-003  0.455665       0.274461                 NaN            NaN            NaN            NaN            NaN
  1429.44        500.000        99.3362                 NaN            NaN  0.830806E-003  0.412689       0.250246                 NaN            NaN            NaN            NaN            NaN
  1428.12        500.000        99.3355                 NaN            NaN  0.792706E-003  0.249406       0.414304                 NaN            NaN            NaN            NaN            NaN
  1426.79        500.000        99.3436                 NaN            NaN  0.748447E-003  0.409167       0.246525                 NaN            NaN            NaN            NaN            NaN
  1425.47        500.000        99.3483                 NaN            NaN  0.721833E-003  0.244860       0.406131                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000        99.3531                 NaN            NaN  0.694787E-003  0.403451       0.242763                 NaN            NaN            NaN            NaN            NaN
  1422.81        500.000        99.3575                 NaN            NaN  0.647897E-003  0.400645       0.241232                 NaN            NaN            NaN            NaN            NaN
  1421.49        500.000        99.4839                 NaN            NaN  0.496681E-003  0.321984       0.193582                 NaN            NaN            NaN            NaN            NaN
  1420.16        500.000        99.2462                 NaN            NaN  0.715751E-003  0.282296       0.470792                 NaN            NaN            NaN            NaN            NaN
  1418.84        500.000        99.3730                 NaN            NaN  0.559314E-003  0.391693       0.234717                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000        99.3774                 NaN            NaN  0.530103E-003  0.232895       0.389193                 NaN            NaN            NaN            NaN            NaN
  1416.19        500.000        99.3825                 NaN            NaN  0.493557E-003  0.386180       0.230833                 NaN            NaN            NaN            NaN            NaN
  1414.86        500.000        98.7386                 NaN            NaN            NaN  0.479502       0.460265                 NaN  0.321621                 NaN            NaN            NaN
  1413.54        500.000        98.3474                 NaN            NaN  0.150407E-002  0.496152       0.633264                 NaN  0.521725                 NaN            NaN            NaN
  1412.21        500.000        98.3735                 NaN            NaN            NaN  0.492479       0.620561                 NaN  0.513474                 NaN            NaN            NaN
  1410.89        500.000        98.4006                 NaN            NaN            NaN  0.609746       0.484476                 NaN  0.505212                 NaN            NaN            NaN
  1409.56        500.000        98.4140                 NaN            NaN            NaN  0.481980       0.602281                 NaN  0.501756                 NaN            NaN            NaN
  1408.24        500.000        98.4640                 NaN            NaN            NaN  0.585853       0.465180                 NaN  0.484937                 NaN            NaN            NaN
  1406.91        500.000        98.4788                 NaN            NaN            NaN  0.461500       0.579033                 NaN  0.480669                 NaN            NaN            NaN
  1405.58        500.000        98.5033                 NaN            NaN            NaN  0.454017       0.569560                 NaN  0.473099                 NaN            NaN            NaN
  1404.26        500.000        98.5269                 NaN            NaN            NaN  0.447058       0.560434                 NaN  0.465583                 NaN            NaN            NaN
  1402.93        500.000        98.5468                 NaN            NaN            NaN  0.551966       0.441756                 NaN  0.459462                 NaN            NaN            NaN
  1401.61        500.000        98.5762                 NaN            NaN            NaN  0.432365       0.541336                 NaN  0.450063                 NaN            NaN            NaN
  1400.28        500.000        98.5951                 NaN            NaN            NaN  0.426629       0.533912                 NaN  0.444393                 NaN            NaN            NaN
  1398.96        500.000        98.6172                 NaN            NaN            NaN  0.525381       0.420083                 NaN  0.437297                 NaN            NaN            NaN
  1397.63        500.000        98.6360                 NaN            NaN            NaN  0.518150       0.414488                 NaN  0.431332                 NaN            NaN            NaN
  1396.31        500.000        98.6590                 NaN            NaN            NaN  0.509455       0.407489                 NaN  0.424020                 NaN            NaN            NaN
  1394.98        500.000        98.6773                 NaN            NaN            NaN  0.402110       0.502245                 NaN  0.418332                 NaN            NaN            NaN
  1393.66        500.000        98.6961                 NaN            NaN            NaN  0.396773       0.494721                 NaN  0.412374                 NaN            NaN            NaN
  1392.33        500.000        98.7157                 NaN            NaN            NaN  0.487481       0.390694                 NaN  0.406154                 NaN            NaN            NaN
  1391.00        500.000        98.7327                 NaN            NaN            NaN  0.480973       0.385628                 NaN  0.400657                 NaN            NaN            NaN
  1389.68        500.000        98.7519                 NaN            NaN            NaN  0.379314       0.473989                 NaN  0.394813                 NaN            NaN            NaN
  1388.35        500.000        98.7692                 NaN            NaN            NaN  0.467399       0.374265                 NaN  0.389175                 NaN            NaN            NaN
  1387.03        500.000        98.7862                 NaN            NaN            NaN  0.368827       0.461062                 NaN  0.383876                 NaN            NaN            NaN
  1385.70        500.000        98.8023                 NaN            NaN            NaN  0.455043       0.364050                 NaN  0.378614                 NaN            NaN            NaN
  1384.38        500.000        98.8183                 NaN            NaN            NaN  0.449004       0.359138                 NaN  0.373602                 NaN            NaN            NaN
  1383.05        500.000        98.8334                 NaN            NaN            NaN  0.354418       0.443459                 NaN  0.368760                 NaN            NaN            NaN
  1381.73        500.000        98.8497                 NaN            NaN            NaN  0.349128       0.437524                 NaN  0.363689                 NaN            NaN            NaN
  1380.40        500.000        98.8641                 NaN            NaN            NaN  0.344988       0.432057                 NaN  0.358876                 NaN            NaN            NaN
  1379.08        500.000        98.8789                 NaN            NaN            NaN  0.340227       0.426619                 NaN  0.354293                 NaN            NaN            NaN
  1377.75        500.000        98.8849                 NaN            NaN            NaN  0.337631       0.424818                 NaN  0.352645                 NaN            NaN            NaN
  1376.42        500.000        98.9178                 NaN            NaN            NaN  0.411872       0.328797                 NaN  0.341528                 NaN            NaN            NaN
  1375.10        500.000        98.9200                 NaN            NaN            NaN  0.411764       0.327240                 NaN  0.341021                 NaN            NaN            NaN
  1373.77        500.000        98.9342                 NaN            NaN            NaN  0.406294       0.322989                 NaN  0.336533                 NaN            NaN            NaN
  1372.45        500.000        98.9488                 NaN            NaN            NaN  0.318582       0.400921                 NaN  0.331726                 NaN            NaN            NaN
  1371.12        500.000        98.9607                 NaN            NaN            NaN  0.396954       0.314501                 NaN  0.327867                 NaN            NaN            NaN
  1369.80        500.000        98.9726                 NaN            NaN            NaN  0.310682       0.392638                 NaN  0.324043                 NaN            NaN            NaN
  1368.47        500.000        98.9842                 NaN            NaN            NaN  0.307014       0.388303                 NaN  0.320494                 NaN            NaN            NaN
  1367.15        500.000        98.9963                 NaN            NaN            NaN  0.383882       0.303457                 NaN  0.316358                 NaN            NaN            NaN
  1365.82        500.000        99.0089                 NaN            NaN            NaN  0.299238       0.379602                 NaN  0.312215                 NaN            NaN            NaN
  1364.50        500.000        99.0198                 NaN            NaN            NaN  0.375742       0.295671                 NaN  0.308829                 NaN            NaN            NaN
  1363.17        500.000        99.0294                 NaN            NaN            NaN  0.292195       0.372761                 NaN  0.305597                 NaN            NaN            NaN
  1361.84        500.000        99.0422                 NaN            NaN            NaN  0.288183       0.368136                 NaN  0.301448                 NaN            NaN            NaN
  1360.52        500.000        99.0525                 NaN            NaN            NaN  0.364434       0.284986                 NaN  0.298110                 NaN            NaN            NaN
  1359.19        500.000        99.0631                 NaN            NaN            NaN  0.281233       0.360918                 NaN  0.294755                 NaN            NaN            NaN
  1357.87        500.000        99.0697                 NaN            NaN            NaN  0.278928       0.358887                 NaN  0.292534                 NaN            NaN            NaN
  1356.54        500.000        99.0855                 NaN            NaN            NaN  0.274613       0.352552                 NaN  0.287304                 NaN            NaN            NaN
  1355.22        500.000        99.0929                 NaN            NaN            NaN  0.271626       0.350438                 NaN  0.285064                 NaN            NaN            NaN
  1353.89        500.000        99.1023                 NaN            NaN            NaN  0.347234       0.268491                 NaN  0.281966                 NaN            NaN            NaN
  1352.57        500.000        99.1101                 NaN            NaN            NaN  0.266266       0.344330                 NaN  0.279263                 NaN            NaN            NaN
  1351.24        500.000        99.1183                 NaN            NaN            NaN  0.341318       0.263656                 NaN  0.276741                 NaN            NaN            NaN
  1349.92        500.000        99.1315                 NaN            NaN            NaN  0.258834       0.337288                 NaN  0.272336                 NaN            NaN            NaN
  1348.59        500.000        99.1381                 NaN            NaN            NaN  0.256505       0.335165                 NaN  0.270278                 NaN            NaN            NaN
  1347.26        500.000        99.1474                 NaN            NaN            NaN  0.253349       0.332031                 NaN  0.267226                 NaN            NaN            NaN
  1345.94        500.000        99.1557                 NaN            NaN            NaN  0.250495       0.329327                 NaN  0.264527                 NaN            NaN            NaN
  1344.61        500.000        99.1633                 NaN            NaN            NaN  0.327027       0.247573                 NaN  0.262088                 NaN            NaN            NaN
  1343.29        500.000        99.1713                 NaN            NaN            NaN  0.244417       0.324784                 NaN  0.259471                 NaN            NaN            NaN
  1341.96        500.000        99.1800                 NaN            NaN            NaN  0.242350       0.321231                 NaN  0.256430                 NaN            NaN            NaN
  1340.64        500.000        99.1887                 NaN            NaN            NaN  0.318549       0.239070                 NaN  0.253688                 NaN            NaN            NaN
  1339.31        500.000        99.1948                 NaN            NaN            NaN  0.316657       0.236727                 NaN  0.251766                 NaN            NaN            NaN
  1337.99        500.000        99.2029                 NaN            NaN            NaN  0.314062       0.234030                 NaN  0.248999                 NaN            NaN            NaN
  1336.66        500.000        99.2097                 NaN            NaN            NaN  0.231554       0.311928                 NaN  0.246854                 NaN            NaN            NaN
  1335.34        500.000        99.2043                 NaN            NaN            NaN  0.314579       0.232477                 NaN  0.248660                 NaN            NaN            NaN
  1334.01        500.000        99.2366                 NaN            NaN            NaN  0.303296       0.222169                 NaN  0.237971                 NaN            NaN            NaN
  1332.69        500.000        99.2308                 NaN            NaN            NaN  0.305269       0.224104                 NaN  0.239780                 NaN            NaN            NaN
  1331.36        500.000        99.2381                 NaN            NaN            NaN  0.303686       0.220641                 NaN  0.237559                 NaN            NaN            NaN
  1330.03        500.000        99.2446                 NaN            NaN            NaN  0.218728       0.301330                 NaN  0.235310                 NaN            NaN            NaN
  1328.71        500.000        99.2502                 NaN            NaN            NaN  0.216377       0.299813                 NaN  0.233565                 NaN            NaN            NaN
  1327.38        500.000        99.2564                 NaN            NaN            NaN  0.298594       0.213448                 NaN  0.231531                 NaN            NaN            NaN
  1326.06        500.000        99.2633                 NaN            NaN            NaN  0.211845       0.295628                 NaN  0.229256                 NaN            NaN            NaN
  1324.73        500.000        99.2689                 NaN            NaN            NaN  0.209370       0.294324                 NaN  0.227385                 NaN            NaN            NaN
  1323.41        500.000        99.2751                 NaN            NaN            NaN  0.206733       0.292768                 NaN  0.225367                 NaN            NaN            NaN
  1322.08        500.000        99.2811                 NaN            NaN            NaN  0.204271       0.291107                 NaN  0.223496                 NaN            NaN            NaN
  1320.76        500.000        99.2870                 NaN            NaN            NaN  0.201940       0.289566                 NaN  0.221541                 NaN            NaN            NaN
  1319.43        500.000        99.2924                 NaN            NaN            NaN  0.199681       0.288154                 NaN  0.219746                 NaN            NaN            NaN
  1318.11        500.000        99.2973                 NaN            NaN            NaN  0.287127       0.197393                 NaN  0.218146                 NaN            NaN            NaN
  1316.78        500.000        99.3030                 NaN            NaN            NaN  0.285381       0.195370                 NaN  0.216277                 NaN            NaN            NaN
  1315.45        500.000        99.3084                 NaN            NaN            NaN  0.192307       0.284765                 NaN  0.214550                 NaN            NaN            NaN
  1314.13        500.000        99.3130                 NaN            NaN            NaN  0.283453       0.190468                 NaN  0.213057                 NaN            NaN            NaN
  1312.80        500.000        99.3183                 NaN            NaN            NaN  0.187983       0.282412                 NaN  0.211335                 NaN            NaN            NaN
  1311.48        500.000        99.3238                 NaN            NaN            NaN  0.280679       0.185949                 NaN  0.209577                 NaN            NaN            NaN
  1310.15        500.000        99.3280                 NaN            NaN            NaN  0.183448       0.280413                 NaN  0.208160                 NaN            NaN            NaN
  1308.83        500.000        99.3325                 NaN            NaN            NaN  0.180985       0.279700                 NaN  0.206780                 NaN            NaN            NaN
  1307.50        500.000        99.3376                 NaN            NaN            NaN  0.179016       0.278181                 NaN  0.205213                 NaN            NaN            NaN
  1306.18        500.000        99.3424                 NaN            NaN            NaN  0.277754       0.176224                 NaN  0.203616                 NaN            NaN            NaN
  1304.85        500.000        99.3466                 NaN            NaN            NaN  0.173917       0.277148                 NaN  0.202294                 NaN            NaN            NaN
  1303.53        500.000        99.3504                 NaN            NaN            NaN  0.171401       0.277150                 NaN  0.201043                 NaN            NaN            NaN
  1302.20        500.000        99.3546                 NaN            NaN            NaN  0.168649       0.276969                 NaN  0.199755                 NaN            NaN            NaN
  1300.87        500.000        99.3593                 NaN            NaN            NaN  0.276469       0.165912                 NaN  0.198278                 NaN            NaN            NaN
  1299.55        500.000        99.3634                 NaN            NaN            NaN  0.276092       0.163455                 NaN  0.197019                 NaN            NaN            NaN
  1298.22        500.000        99.3303                 NaN            NaN            NaN  0.220522       0.218578                 NaN  0.206423       0.241725E-001            NaN            NaN
  1296.90        500.000        99.3301       0.993283E-006            NaN            NaN  0.208355       0.227220                 NaN  0.206583       0.277706E-001            NaN            NaN
  1295.57        500.000        99.3374                 NaN            NaN            NaN  0.223390       0.207934                 NaN  0.204219       0.270745E-001            NaN            NaN
  1294.25        500.000        99.3701       0.603987E-001            NaN            NaN  0.336518                 NaN            NaN  0.203395       0.295482E-001            NaN            NaN
  1292.92        500.000        99.3612       0.685206E-001            NaN            NaN  0.394087E-001  0.294640                 NaN  0.208480       0.277153E-001            NaN            NaN
  1291.60        500.000        99.3754       0.796499E-001            NaN            NaN  0.311124                 NaN            NaN  0.205923       0.278904E-001            NaN            NaN
  1290.27        500.000        99.3810       0.754375E-001            NaN            NaN  0.313377                 NaN            NaN  0.203014       0.272115E-001            NaN            NaN
  1288.95        500.000        99.3893       0.740401E-001            NaN            NaN  0.309420                 NaN            NaN  0.200581       0.266929E-001            NaN            NaN
  1287.62        500.000        99.3965       0.734078E-001            NaN            NaN  0.305912                 NaN            NaN  0.197988       0.262401E-001            NaN            NaN
  1286.29        500.000        99.4039       0.721501E-001            NaN            NaN  0.302625                 NaN            NaN  0.195549       0.257346E-001            NaN            NaN
  1284.97        500.000        99.4103       0.750073E-001            NaN            NaN  0.294547                 NaN            NaN  0.194658       0.255272E-001            NaN            NaN
  1283.64        500.000        99.4185       0.677550E-001            NaN            NaN  0.299667                 NaN            NaN  0.189474       0.245585E-001            NaN            NaN
  1282.32        500.000        99.4251       0.677204E-001            NaN            NaN  0.294539                 NaN            NaN  0.188351       0.242614E-001            NaN            NaN
  1280.99        500.000        99.4311       0.656837E-001            NaN            NaN  0.293226                 NaN            NaN  0.186194       0.237757E-001            NaN            NaN
  1279.67        500.000        99.4390       0.657769E-001            NaN            NaN  0.288255                 NaN            NaN  0.183600       0.233635E-001            NaN            NaN
  1278.34        500.000        99.4445       0.633751E-001            NaN            NaN  0.287693                 NaN            NaN  0.181584       0.228563E-001            NaN            NaN
  1277.02        500.000        89.6798       0.293688                 NaN            NaN   2.11788                 NaN            NaN   1.31904       0.218084        6.37152                 NaN
  1275.69        500.000        89.9084       0.234878                 NaN            NaN   2.14289                 NaN            NaN   1.28889       0.207109        6.21783                 NaN
  1274.37        500.000        90.9112       0.222107                 NaN            NaN   1.93126                 NaN            NaN   1.16724       0.185726        5.58244                 NaN
  1273.04        500.000        91.7391       0.134935                 NaN            NaN   1.86022                 NaN            NaN   1.06820       0.162987        5.03456                 NaN
  1271.71        500.000        92.4311       0.111855                 NaN            NaN   1.73066                 NaN            NaN  0.984085       0.147442        4.59489                 NaN
  1270.39        500.000        93.0222       0.839259E-001            NaN            NaN   1.63037                 NaN            NaN  0.911848       0.133666        4.21795                 NaN
  1269.06        500.000        93.5432       0.852992E-001            NaN            NaN   1.50574                 NaN            NaN  0.847381       0.123386        3.89495                 NaN
  1267.74        500.000        93.9896       0.757874E-001            NaN            NaN   1.41318                 NaN            NaN  0.792052       0.113867        3.61548                 NaN
  1266.41        500.000        94.3828       0.754431E-001            NaN            NaN   1.32043                 NaN            NaN  0.742831       0.106046        3.37246                 NaN
  1265.09        500.000        94.7275       0.599364E-001            NaN            NaN   1.25881                 NaN            NaN  0.699884       0.981773E-001   3.15564                 NaN
  1263.76        500.000        95.2363       0.778857E-001            NaN            NaN  0.538235       0.538347                 NaN  0.639951       0.900584E-001   2.87919                 NaN
  1262.44        500.000        95.1360       0.250843E-001            NaN            NaN   1.24367                 NaN            NaN  0.643110       0.873016E-001   2.86488                 NaN
  1261.11        500.000        95.5622       0.581011E-001            NaN            NaN   1.06082                 NaN            NaN  0.593751       0.814981E-001   2.64365                 NaN
  1259.79        500.000        95.7850       0.472053E-001            NaN            NaN   1.02127                 NaN            NaN  0.565341       0.763594E-001   2.50482                 NaN
  1258.46        500.000        95.9929       0.479337E-001            NaN            NaN  0.969961                 NaN            NaN  0.538385       0.722676E-001   2.37857                 NaN
  1257.14        500.000        96.1824       0.470446E-001            NaN            NaN  0.924466                 NaN            NaN  0.513793       0.684352E-001   2.26391                 NaN
  1255.81        500.000        96.3525       0.424657E-001            NaN            NaN  0.889160                 NaN            NaN  0.491455       0.647518E-001   2.15970                 NaN
  1254.48        500.000        96.5106       0.351797E-001            NaN            NaN  0.859646                 NaN            NaN  0.470765       0.611234E-001   2.06264                 NaN
  1253.16        500.000        96.6565       0.381672E-001            NaN            NaN  0.820028                 NaN            NaN  0.451319       0.583521E-001   1.97560                 NaN
  1251.83        500.000        96.7925       0.349798E-001            NaN            NaN  0.790785                 NaN            NaN  0.433169       0.554119E-001   1.89312                 NaN
  1250.51        500.000        96.9192       0.345864E-001            NaN            NaN  0.759826                 NaN            NaN  0.416112       0.528151E-001   1.81749                 NaN
  1249.18        500.000        97.0365       0.315959E-001            NaN            NaN  0.734532                 NaN            NaN  0.400320       0.502573E-001   1.74683                 NaN
  1247.86        500.000        97.1505       0.331822E-001            NaN            NaN  0.703464                 NaN            NaN  0.384856       0.480202E-001   1.67995                 NaN
  1246.53        500.000        97.2470       0.249029E-001            NaN            NaN  0.691318                 NaN            NaN  0.371578       0.455289E-001   1.61962                 NaN
  1245.21        500.000        97.3476       0.264881E-001            NaN            NaN  0.663689                 NaN            NaN  0.357797       0.435615E-001   1.56084                 NaN
  1243.88        500.000        97.4389       0.203369E-001            NaN            NaN  0.648429                 NaN            NaN  0.345220       0.413353E-001   1.50574                 NaN
  1242.56        500.000        97.5251       0.269131E-001            NaN            NaN  0.617380                 NaN            NaN  0.333094       0.399670E-001   1.45759                 NaN
  1241.23        500.000        97.6035       0.141168E-001            NaN            NaN  0.616896                 NaN            NaN  0.322158       0.375110E-001   1.40577                 NaN
