|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1490.41        500.000        99.3833                 NaN  0.119209E-001            NaN  0.604787                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.09        500.000        99.3834                 NaN  0.102799E-001            NaN  0.606278                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000        99.3845                 NaN  0.514254E-002            NaN  0.610359                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.44        500.000        99.3066                 NaN  0.344115E-002            NaN  0.689910                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000        99.4602                 NaN  0.835166E-003            NaN  0.539006                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.79        500.000        99.7316                 NaN  0.507429E-001            NaN  0.217618                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.46        500.000        99.0367                 NaN            NaN            NaN  0.963335                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.13        500.000        99.3838                 NaN  0.234857E-001            NaN  0.592755                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000        99.4780                 NaN  0.347058E-002            NaN  0.518561                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000        99.2777                 NaN            NaN            NaN  0.722251                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000        98.7127                 NaN            NaN            NaN   1.28734                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.83        500.000        99.9325                 NaN            NaN            NaN  0.674790E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        500.000        99.4956                 NaN  0.987220E-001            NaN  0.405689                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.3658                 NaN            NaN            NaN  0.634172                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.86        500.000        99.3620                 NaN            NaN            NaN  0.638032                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.53        500.000        99.3414                 NaN            NaN            NaN  0.206574E-001  0.637929                 NaN            NaN            NaN            NaN            NaN
  1469.21        500.000        99.0215                 NaN            NaN            NaN  0.566921       0.411561                 NaN            NaN            NaN            NaN            NaN
  1467.88        500.000        98.9925                 NaN            NaN            NaN  0.381667       0.625801                 NaN            NaN            NaN            NaN            NaN
  1466.55        500.000        98.9970                 NaN            NaN  0.277901E-002  0.617764       0.382408                 NaN            NaN            NaN            NaN            NaN
  1465.23        500.000        99.0097                 NaN            NaN  0.338061E-002  0.378336       0.608537                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000        99.0176                 NaN            NaN  0.327378E-002  0.374946       0.604210                 NaN            NaN            NaN            NaN            NaN
  1462.58        500.000        99.0259                 NaN            NaN  0.318616E-002  0.371740       0.599191                 NaN            NaN            NaN            NaN            NaN
  1461.25        500.000        99.0314                 NaN            NaN  0.308424E-002  0.369228       0.596284                 NaN            NaN            NaN            NaN            NaN
  1459.93        500.000        99.0473                 NaN            NaN  0.299612E-002  0.586168       0.363524                 NaN            NaN            NaN            NaN            NaN
  1458.60        500.000        99.0536                 NaN            NaN  0.291093E-002  0.582327       0.361201                 NaN            NaN            NaN            NaN            NaN
  1457.28        500.000        99.0605                 NaN            NaN  0.281903E-002  0.358058       0.578621                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000        99.0689                 NaN            NaN  0.274004E-002  0.355037       0.573337                 NaN            NaN            NaN            NaN            NaN
  1454.63        500.000        99.0775                 NaN            NaN  0.265841E-002  0.351743       0.568061                 NaN            NaN            NaN            NaN            NaN
  1453.30        500.000        99.0857                 NaN            NaN  0.257079E-002  0.348499       0.563258                 NaN            NaN            NaN            NaN            NaN
  1451.97        500.000        99.0940                 NaN            NaN  0.248897E-002  0.345320       0.558237                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        99.1009                 NaN            NaN  0.239801E-002  0.342519       0.554147                 NaN            NaN            NaN            NaN            NaN
  1449.32        500.000        99.1097                 NaN            NaN  0.233093E-002  0.339187       0.548733                 NaN            NaN            NaN            NaN            NaN
  1448.00        500.000        99.4501                 NaN            NaN  0.139207E-002  0.208919       0.339616                 NaN            NaN            NaN            NaN            NaN
  1446.67        500.000        98.7891                 NaN            NaN  0.300936E-002  0.461177       0.746738                 NaN            NaN            NaN            NaN            NaN
  1445.35        500.000        99.1317                 NaN            NaN  0.209913E-002  0.330707       0.535537                 NaN            NaN            NaN            NaN            NaN
  1444.02        500.000        99.1381                 NaN            NaN  0.203643E-002  0.328036       0.531825                 NaN            NaN            NaN            NaN            NaN
  1442.70        500.000        99.1461                 NaN            NaN  0.196074E-002  0.526935       0.325007                 NaN            NaN            NaN            NaN            NaN
  1441.37        500.000        99.1525                 NaN            NaN  0.188454E-002  0.523083       0.322550                 NaN            NaN            NaN            NaN            NaN
  1440.05        500.000        99.1584                 NaN            NaN  0.182631E-002  0.519743       0.320038                 NaN            NaN            NaN            NaN            NaN
  1438.72        500.000        99.1668                 NaN            NaN  0.174905E-002  0.316813       0.514681                 NaN            NaN            NaN            NaN            NaN
  1437.39        500.000        99.1727                 NaN            NaN  0.168192E-002  0.314412       0.511163                 NaN            NaN            NaN            NaN            NaN
  1436.07        500.000        99.1791                 NaN            NaN  0.160576E-002  0.311853       0.507403                 NaN            NaN            NaN            NaN            NaN
  1434.74        500.000        99.1855                 NaN            NaN  0.155043E-002  0.503645       0.309317                 NaN            NaN            NaN            NaN            NaN
  1433.42        500.000        99.1919                 NaN            NaN  0.148432E-002  0.500263       0.306312                 NaN            NaN            NaN            NaN            NaN
  1432.09        500.000        99.2603                 NaN            NaN  0.132420E-002  0.280913       0.457503                 NaN            NaN            NaN            NaN            NaN
  1430.77        500.000        99.1368                 NaN            NaN  0.147790E-002  0.535104       0.326596                 NaN            NaN            NaN            NaN            NaN
  1429.44        500.000        99.2159                 NaN            NaN  0.131122E-002  0.484869       0.297964                 NaN            NaN            NaN            NaN            NaN
  1428.12        500.000        99.2144                 NaN            NaN  0.125080E-002  0.297219       0.487094                 NaN            NaN            NaN            NaN            NaN
  1426.79        500.000        99.2236                 NaN            NaN  0.118084E-002  0.481244       0.293957                 NaN            NaN            NaN            NaN            NaN
  1425.47        500.000        99.2288                 NaN            NaN  0.113842E-002  0.292147       0.477949                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000        99.2340                 NaN            NaN  0.109561E-002  0.475061       0.289871                 NaN            NaN            NaN            NaN            NaN
  1422.81        500.000        99.2386                 NaN            NaN  0.102188E-002  0.472030       0.288299                 NaN            NaN            NaN            NaN            NaN
  1421.49        500.000        99.3881                 NaN            NaN  0.782991E-003  0.379595       0.231501                 NaN            NaN            NaN            NaN            NaN
  1420.16        500.000        99.1059                 NaN            NaN  0.112792E-002  0.337766       0.555212                 NaN            NaN            NaN            NaN            NaN
  1418.84        500.000        99.2558                 NaN            NaN  0.881374E-003  0.462254       0.281079                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000        99.2605                 NaN            NaN  0.835179E-003  0.279102       0.459582                 NaN            NaN            NaN            NaN            NaN
  1416.19        500.000        99.2661                 NaN            NaN  0.777468E-003  0.456272       0.276821                 NaN            NaN            NaN            NaN            NaN
  1414.86        500.000        98.5680                 NaN            NaN            NaN  0.575271       0.543918                 NaN  0.312775                 NaN            NaN            NaN
  1413.54        500.000        98.1432                 NaN            NaN  0.237025E-002  0.586684       0.760327                 NaN  0.507416                 NaN            NaN            NaN
  1412.21        500.000        98.1717                 NaN            NaN            NaN  0.582828       0.745872                 NaN  0.499619                 NaN            NaN            NaN
  1410.89        500.000        98.2006                 NaN            NaN            NaN  0.733713       0.573886                 NaN  0.491803                 NaN            NaN            NaN
  1409.56        500.000        98.2143                 NaN            NaN            NaN  0.571476       0.725569                 NaN  0.488658                 NaN            NaN            NaN
  1408.24        500.000        98.2688                 NaN            NaN            NaN  0.706548       0.552123                 NaN  0.472511                 NaN            NaN            NaN
  1406.91        500.000        98.2840                 NaN            NaN            NaN  0.548267       0.699147                 NaN  0.468569                 NaN            NaN            NaN
  1405.58        500.000        98.3103                 NaN            NaN            NaN  0.539864       0.688470                 NaN  0.461410                 NaN            NaN            NaN
  1404.26        500.000        98.3354                 NaN            NaN            NaN  0.532102       0.678219                 NaN  0.454300                 NaN            NaN            NaN
  1402.93        500.000        98.3564                 NaN            NaN            NaN  0.668740       0.526295                 NaN  0.448544                 NaN            NaN            NaN
  1401.61        500.000        98.3883                 NaN            NaN            NaN  0.515585       0.656565                 NaN  0.439590                 NaN            NaN            NaN
  1400.28        500.000        98.4082                 NaN            NaN            NaN  0.509243       0.648293                 NaN  0.434266                 NaN            NaN            NaN
  1398.96        500.000        98.4318                 NaN            NaN            NaN  0.638676       0.501933                 NaN  0.427547                 NaN            NaN            NaN
  1397.63        500.000        98.4518                 NaN            NaN            NaN  0.630595       0.495726                 NaN  0.421928                 NaN            NaN            NaN
  1396.31        500.000        98.4764                 NaN            NaN            NaN  0.620737       0.487832                 NaN  0.414990                 NaN            NaN            NaN
  1394.98        500.000        98.4958                 NaN            NaN            NaN  0.481869       0.612668                 NaN  0.409634                 NaN            NaN            NaN
  1393.66        500.000        98.5159                 NaN            NaN            NaN  0.475936       0.604168                 NaN  0.404011                 NaN            NaN            NaN
  1392.33        500.000        98.5368                 NaN            NaN            NaN  0.595991       0.469126                 NaN  0.398127                 NaN            NaN            NaN
  1391.00        500.000        98.5548                 NaN            NaN            NaN  0.588743       0.463508                 NaN  0.392946                 NaN            NaN            NaN
  1389.68        500.000        98.5754                 NaN            NaN            NaN  0.456363       0.580855                 NaN  0.387423                 NaN            NaN            NaN
  1388.35        500.000        98.5937                 NaN            NaN            NaN  0.573461       0.450762                 NaN  0.382096                 NaN            NaN            NaN
  1387.03        500.000        98.6119                 NaN            NaN            NaN  0.444656       0.566307                 NaN  0.377098                 NaN            NaN            NaN
  1385.70        500.000        98.6289                 NaN            NaN            NaN  0.559579       0.439356                 NaN  0.372132                 NaN            NaN            NaN
  1384.38        500.000        98.6459                 NaN            NaN            NaN  0.552795       0.433890                 NaN  0.367409                 NaN            NaN            NaN
  1383.05        500.000        98.6619                 NaN            NaN            NaN  0.428630       0.546625                 NaN  0.362849                 NaN            NaN            NaN
  1381.73        500.000        98.6794                 NaN            NaN            NaN  0.422633       0.539878                 NaN  0.358060                 NaN            NaN            NaN
  1380.40        500.000        98.6946                 NaN            NaN            NaN  0.418076       0.533791                 NaN  0.353521                 NaN            NaN            NaN
  1379.08        500.000        98.7104                 NaN            NaN            NaN  0.412731       0.527657                 NaN  0.349205                 NaN            NaN            NaN
  1377.75        500.000        98.7162                 NaN            NaN            NaN  0.410044       0.525976                 NaN  0.347776                 NaN            NaN            NaN
  1376.42        500.000        98.7528                 NaN            NaN            NaN  0.510562       0.399663                 NaN  0.337013                 NaN            NaN            NaN
  1375.10        500.000        98.7539                 NaN            NaN            NaN  0.511132       0.398272                 NaN  0.336702                 NaN            NaN            NaN
  1373.77        500.000        98.7691                 NaN            NaN            NaN  0.504894       0.393501                 NaN  0.332465                 NaN            NaN            NaN
  1372.45        500.000        98.7848                 NaN            NaN            NaN  0.388495       0.498774                 NaN  0.327909                 NaN            NaN            NaN
  1371.12        500.000        98.7974                 NaN            NaN            NaN  0.494409       0.383934                 NaN  0.324285                 NaN            NaN            NaN
  1369.80        500.000        98.8100                 NaN            NaN            NaN  0.379697       0.489614                 NaN  0.320692                 NaN            NaN            NaN
  1368.47        500.000        98.8222                 NaN            NaN            NaN  0.375620       0.484775                 NaN  0.317369                 NaN            NaN            NaN
  1367.15        500.000        98.8351                 NaN            NaN            NaN  0.479789       0.371688                 NaN  0.313462                 NaN            NaN            NaN
  1365.82        500.000        98.8485                 NaN            NaN            NaN  0.366905       0.475026                 NaN  0.309543                 NaN            NaN            NaN
  1364.50        500.000        98.8600                 NaN            NaN            NaN  0.470724       0.362906                 NaN  0.306372                 NaN            NaN            NaN
  1363.17        500.000        98.8700                 NaN            NaN            NaN  0.359074       0.467586                 NaN  0.303349                 NaN            NaN            NaN
  1361.84        500.000        98.8837                 NaN            NaN            NaN  0.354525       0.462313                 NaN  0.299415                 NaN            NaN            NaN
  1360.52        500.000        98.8946                 NaN            NaN            NaN  0.458189       0.350970                 NaN  0.296283                 NaN            NaN            NaN
  1359.19        500.000        98.9059                 NaN            NaN            NaN  0.346702       0.454264                 NaN  0.293130                 NaN            NaN            NaN
  1357.87        500.000        98.9123                 NaN            NaN            NaN  0.344304       0.452324                 NaN  0.291101                 NaN            NaN            NaN
  1356.54        500.000        98.9298                 NaN            NaN            NaN  0.339309       0.444795                 NaN  0.286079                 NaN            NaN            NaN
  1355.22        500.000        98.9373                 NaN            NaN            NaN  0.335993       0.442644                 NaN  0.284025                 NaN            NaN            NaN
  1353.89        500.000        98.9473                 NaN            NaN            NaN  0.439116       0.332506                 NaN  0.281116                 NaN            NaN            NaN
  1352.57        500.000        98.9553                 NaN            NaN            NaN  0.330156       0.435971                 NaN  0.278598                 NaN            NaN            NaN
  1351.24        500.000        98.9638                 NaN            NaN            NaN  0.432675       0.327298                 NaN  0.276259                 NaN            NaN            NaN
  1349.92        500.000        98.9783                 NaN            NaN            NaN  0.321623       0.428032                 NaN  0.272037                 NaN            NaN            NaN
  1348.59        500.000        98.9849                 NaN            NaN            NaN  0.319118       0.425869                 NaN  0.270154                 NaN            NaN            NaN
  1347.26        500.000        98.9948                 NaN            NaN            NaN  0.315528       0.422349                 NaN  0.267277                 NaN            NaN            NaN
  1345.94        500.000        99.0035                 NaN            NaN            NaN  0.312333       0.419400                 NaN  0.264750                 NaN            NaN            NaN
  1344.61        500.000        99.0115                 NaN            NaN            NaN  0.416976       0.309053                 NaN  0.262480                 NaN            NaN            NaN
  1343.29        500.000        99.0200                 NaN            NaN            NaN  0.305419       0.414596                 NaN  0.260030                 NaN            NaN            NaN
  1341.96        500.000        99.0291                 NaN            NaN            NaN  0.303240       0.410542                 NaN  0.257151                 NaN            NaN            NaN
  1340.64        500.000        99.0384                 NaN            NaN            NaN  0.407559       0.299459                 NaN  0.254571                 NaN            NaN            NaN
  1339.31        500.000        99.0447                 NaN            NaN            NaN  0.405593       0.296886                 NaN  0.252809                 NaN            NaN            NaN
  1337.99        500.000        99.0532                 NaN            NaN            NaN  0.402743       0.293846                 NaN  0.250197                 NaN            NaN            NaN
  1336.66        500.000        99.0602                 NaN            NaN            NaN  0.291087       0.400501                 NaN  0.248208                 NaN            NaN            NaN
  1335.34        500.000        99.0528                 NaN            NaN            NaN  0.404375       0.292591                 NaN  0.250189                 NaN            NaN            NaN
  1334.01        500.000        99.0901                 NaN            NaN            NaN  0.390286       0.279967                 NaN  0.239604                 NaN            NaN            NaN
  1332.69        500.000        99.0824                 NaN            NaN            NaN  0.393310       0.282701                 NaN  0.241584                 NaN            NaN            NaN
  1331.36        500.000        99.0901                 NaN            NaN            NaN  0.391700       0.278686                 NaN  0.239510                 NaN            NaN            NaN
  1330.03        500.000        99.0969                 NaN            NaN            NaN  0.276581       0.389107                 NaN  0.237405                 NaN            NaN            NaN
  1328.71        500.000        99.1026                 NaN            NaN            NaN  0.273950       0.387618                 NaN  0.235805                 NaN            NaN            NaN
  1327.38        500.000        99.1090                 NaN            NaN            NaN  0.386518       0.270591                 NaN  0.233913                 NaN            NaN            NaN
  1326.06        500.000        99.1163                 NaN            NaN            NaN  0.268867       0.383066                 NaN  0.231775                 NaN            NaN            NaN
  1324.73        500.000        99.1221                 NaN            NaN            NaN  0.266048       0.381827                 NaN  0.230043                 NaN            NaN            NaN
  1323.41        500.000        99.1286                 NaN            NaN            NaN  0.262995       0.380231                 NaN  0.228160                 NaN            NaN            NaN
  1322.08        500.000        99.1349                 NaN            NaN            NaN  0.260186       0.378497                 NaN  0.226425                 NaN            NaN            NaN
  1320.76        500.000        99.1409                 NaN            NaN            NaN  0.257537       0.376925                 NaN  0.224602                 NaN            NaN            NaN
  1319.43        500.000        99.1466                 NaN            NaN            NaN  0.254971       0.375507                 NaN  0.222939                 NaN            NaN            NaN
  1318.11        500.000        99.1515                 NaN            NaN            NaN  0.374608       0.252373                 NaN  0.221472                 NaN            NaN            NaN
  1316.78        500.000        99.1574                 NaN            NaN            NaN  0.372732       0.250089                 NaN  0.219731                 NaN            NaN            NaN
  1315.45        500.000        99.1631                 NaN            NaN            NaN  0.246453       0.372342                 NaN  0.218131                 NaN            NaN            NaN
  1314.13        500.000        99.1678                 NaN            NaN            NaN  0.371050       0.244428                 NaN  0.216769                 NaN            NaN            NaN
  1312.80        500.000        99.1732                 NaN            NaN            NaN  0.241532       0.370086                 NaN  0.215172                 NaN            NaN            NaN
  1311.48        500.000        99.1791                 NaN            NaN            NaN  0.368190       0.239201                 NaN  0.213536                 NaN            NaN            NaN
  1310.15        500.000        99.1831                 NaN            NaN            NaN  0.236316       0.368293                 NaN  0.212245                 NaN            NaN            NaN
  1308.83        500.000        99.1878                 NaN            NaN            NaN  0.233440       0.367762                 NaN  0.210990                 NaN            NaN            NaN
  1307.50        500.000        99.1931                 NaN            NaN            NaN  0.231195       0.366144                 NaN  0.209545                 NaN            NaN            NaN
  1306.18        500.000        99.1981                 NaN            NaN            NaN  0.365974       0.227869                 NaN  0.208066                 NaN            NaN            NaN
  1304.85        500.000        99.2024                 NaN            NaN            NaN  0.225172       0.365563                 NaN  0.206867                 NaN            NaN            NaN
  1303.53        500.000        99.2061                 NaN            NaN            NaN  0.222220       0.365978                 NaN  0.205738                 NaN            NaN            NaN
  1302.20        500.000        99.2104                 NaN            NaN            NaN  0.218936       0.366134                 NaN  0.204572                 NaN            NaN            NaN
  1300.87        500.000        99.2153                 NaN            NaN            NaN  0.365863       0.215650                 NaN  0.203211                 NaN            NaN            NaN
  1299.55        500.000        99.2195                 NaN            NaN            NaN  0.365709       0.212745                 NaN  0.202070                 NaN            NaN            NaN
  1298.22        500.000        99.1684                 NaN            NaN            NaN  0.287384       0.289820                 NaN  0.211871       0.425098E-001            NaN            NaN
  1296.90        500.000        99.1657       0.150058E-005            NaN            NaN  0.276607       0.296542                 NaN  0.212229       0.488831E-001            NaN            NaN
  1295.57        500.000        99.1739                 NaN            NaN            NaN  0.291976       0.276380                 NaN  0.210000       0.477038E-001            NaN            NaN
  1294.25        500.000        99.2065       0.915269E-001            NaN            NaN  0.440475                 NaN            NaN  0.209366       0.521165E-001            NaN            NaN
  1292.92        500.000        99.1935       0.104037                 NaN            NaN  0.525066E-001  0.386241                 NaN  0.214822       0.489349E-001            NaN            NaN
  1291.60        500.000        99.2088       0.121172                 NaN            NaN  0.408344                 NaN            NaN  0.212419       0.492988E-001            NaN            NaN
  1290.27        500.000        99.2152       0.114954                 NaN            NaN  0.412019                 NaN            NaN  0.209645       0.481518E-001            NaN            NaN
  1288.95        500.000        99.2249       0.113009                 NaN            NaN  0.407445                 NaN            NaN  0.207356       0.472858E-001            NaN            NaN
  1287.62        500.000        99.2330       0.112255                 NaN            NaN  0.403310                 NaN            NaN  0.204895       0.465345E-001            NaN            NaN
  1286.29        500.000        99.2417       0.110535                 NaN            NaN  0.399540                 NaN            NaN  0.202587       0.456875E-001            NaN            NaN
  1284.97        500.000        99.2481       0.115220                 NaN            NaN  0.389415                 NaN            NaN  0.201879       0.453685E-001            NaN            NaN
  1283.64        500.000        99.2586       0.104175                 NaN            NaN  0.396791                 NaN            NaN  0.196712       0.436939E-001            NaN            NaN
  1282.32        500.000        99.2662       0.104288                 NaN            NaN  0.390551                 NaN            NaN  0.195751       0.432114E-001            NaN            NaN
  1280.99        500.000        99.2732       0.101300                 NaN            NaN  0.389412                 NaN            NaN  0.193711       0.423913E-001            NaN            NaN
  1279.67        500.000        99.2822       0.101645                 NaN            NaN  0.383208                 NaN            NaN  0.191211       0.417004E-001            NaN            NaN
  1278.34        500.000        99.2887       0.980999E-001            NaN            NaN  0.383099                 NaN            NaN  0.189306       0.408379E-001            NaN            NaN
  1277.02        500.000        88.8567       0.452953                 NaN            NaN   2.80803                 NaN            NaN   1.36591       0.387050        6.12935                 NaN
  1275.69        500.000        89.0918       0.363782                 NaN            NaN   2.85265                 NaN            NaN   1.33610       0.367964        5.98773                 NaN
  1274.37        500.000        90.1476       0.345613                 NaN            NaN   2.57887                 NaN            NaN   1.21213       0.330562        5.38523                 NaN
  1273.04        500.000        91.0259       0.210828                 NaN            NaN   2.49679                 NaN            NaN   1.11114       0.290582        4.86476                 NaN
  1271.71        500.000        91.7582       0.175486                 NaN            NaN   2.33089                 NaN            NaN   1.02527       0.263291        4.44691                 NaN
  1270.39        500.000        92.3852       0.132175                 NaN            NaN   2.20368                 NaN            NaN  0.951488       0.239066        4.08839                 NaN
  1269.06        500.000        92.9371       0.134843                 NaN            NaN   2.04034                 NaN            NaN  0.885590       0.221026        3.78112                 NaN
  1267.74        500.000        93.4108       0.120236                 NaN            NaN   1.92046                 NaN            NaN  0.829043       0.204293        3.51518                 NaN
  1266.41        500.000        93.8279       0.120104                 NaN            NaN   1.79884                 NaN            NaN  0.778723       0.190557        3.28392                 NaN
  1265.09        500.000        94.1950       0.957318E-001            NaN            NaN   1.72031                 NaN            NaN  0.734827       0.176692        3.07746                 NaN
  1263.76        500.000        94.7513       0.124770                 NaN            NaN  0.735085       0.740560                 NaN  0.673082       0.162368        2.81285                 NaN
  1262.44        500.000        94.6156       0.403087E-001            NaN            NaN   1.70787                 NaN            NaN  0.677087       0.157559        2.80156                 NaN
  1261.11        500.000        95.0828       0.936766E-001            NaN            NaN   1.46009                 NaN            NaN  0.626256       0.147355        2.58987                 NaN
  1259.79        500.000        95.3208       0.763278E-001            NaN            NaN   1.40980                 NaN            NaN  0.597206       0.138278        2.45761                 NaN
  1258.46        500.000        95.5423       0.777330E-001            NaN            NaN   1.34200                 NaN            NaN  0.569606       0.131072        2.33731                 NaN
  1257.14        500.000        95.7447       0.765006E-001            NaN            NaN   1.28198                 NaN            NaN  0.544428       0.124315        2.22805                 NaN
  1255.81        500.000        95.9266       0.692516E-001            NaN            NaN   1.23607                 NaN            NaN  0.521558       0.117807        2.12874                 NaN
  1254.48        500.000        96.0962       0.575216E-001            NaN            NaN   1.19835                 NaN            NaN  0.500367       0.111378        2.03616                 NaN
  1253.16        500.000        96.2519       0.625744E-001            NaN            NaN   1.14536                 NaN            NaN  0.480433       0.106493        1.95320                 NaN
  1251.83        500.000        96.3978       0.574945E-001            NaN            NaN   1.10710                 NaN            NaN  0.461820       0.101284        1.87452                 NaN
  1250.51        500.000        96.5336       0.569953E-001            NaN            NaN   1.06605                 NaN            NaN  0.444314       0.966873E-001   1.80237                 NaN
  1249.18        500.000        96.6597       0.521931E-001            NaN            NaN   1.03298                 NaN            NaN  0.428105       0.921469E-001   1.73492                 NaN
  1247.86        500.000        96.7824       0.549429E-001            NaN            NaN  0.991197                 NaN            NaN  0.412198       0.881817E-001   1.67103                 NaN
  1246.53        500.000        96.8862       0.413370E-001            NaN            NaN  0.976729                 NaN            NaN  0.398577       0.837344E-001   1.61345                 NaN
  1245.21        500.000        96.9946       0.440726E-001            NaN            NaN  0.939472                 NaN            NaN  0.384377       0.802389E-001   1.55723                 NaN
  1243.88        500.000        97.0937       0.339160E-001            NaN            NaN  0.920242                 NaN            NaN  0.371424       0.762542E-001   1.50451                 NaN
  1242.56        500.000        97.1862       0.449767E-001            NaN            NaN  0.877526                 NaN            NaN  0.358915       0.738420E-001   1.45856                 NaN
  1241.23        500.000        97.2711       0.236460E-001            NaN            NaN  0.879442                 NaN            NaN  0.347646       0.694084E-001   1.40879                 NaN
  1239.90        500.000        97.3588       0.274504E-001            NaN            NaN  0.845499                 NaN            NaN  0.336145       0.667691E-001   1.36534                 NaN
