|6.6.6
Archiving\03_Data\Dfrac/QFM/WD94/WD94_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1395.99        2500.00        96.5889                 NaN  0.901251                 NaN  0.211352        1.30206       0.996439                 NaN            NaN            NaN
  1393.48        2500.00        96.6438                 NaN  0.910959                 NaN  0.172778        1.29263       0.979791                 NaN            NaN            NaN
  1390.98        2500.00        96.6981                 NaN  0.920163                 NaN  0.135268        1.28306       0.963403                 NaN            NaN            NaN
  1388.47        2500.00        96.7478                 NaN  0.928514                 NaN  0.981861E-001   1.27768       0.947844                 NaN            NaN            NaN
  1385.96        2500.00        96.8003                 NaN  0.936814                 NaN   1.26643       0.645905E-001  0.931879                 NaN            NaN            NaN
  1383.46        2500.00        95.7275       0.538747       0.167118E-001            NaN   1.51835        1.22053       0.978192                 NaN            NaN            NaN
  1380.95        2500.00        94.6767       0.972329                 NaN            NaN   2.00706        1.17056        1.17335                 NaN            NaN            NaN
  1378.45        2500.00        94.9132       0.935129                 NaN            NaN   1.10180        1.92305        1.12683                 NaN            NaN            NaN
  1375.94        2500.00        95.1408       0.897504                 NaN            NaN   1.84173        1.03776        1.08226                 NaN            NaN            NaN
  1373.43        2500.00        95.3507       0.861508                 NaN            NaN   1.76584       0.980957        1.04099                 NaN            NaN            NaN
  1370.93        2500.00        95.5548       0.826926                 NaN            NaN   1.69163       0.926078        1.00054                 NaN            NaN            NaN
  1368.42        2500.00        95.7428       0.793910                 NaN            NaN   1.62210       0.877766       0.963457                 NaN            NaN            NaN
  1365.91        2500.00        95.9195       0.763433                 NaN            NaN   1.55594       0.833086       0.928014                 NaN            NaN            NaN
  1363.41        2500.00        96.0837       0.734008                 NaN            NaN   1.49433       0.792847       0.895065                 NaN            NaN            NaN
  1360.90        2500.00        96.2413       0.707572                 NaN            NaN   1.43629       0.751675       0.863136                 NaN            NaN            NaN
  1358.40        2500.00        96.3847       0.681990                 NaN            NaN   1.38201       0.717096       0.834170                 NaN            NaN            NaN
  1355.89        2500.00        96.5206       0.657227                 NaN            NaN   1.33094       0.684460       0.806772                 NaN            NaN            NaN
  1353.38        2500.00        96.6506       0.634987                 NaN            NaN  0.650794        1.28372       0.779869                 NaN            NaN            NaN
  1350.88        2500.00        96.7712       0.613019                 NaN            NaN   1.23626       0.624392       0.755172                 NaN            NaN            NaN
  1348.37        2500.00        96.8855       0.592534                 NaN            NaN   1.19443       0.595918       0.731598                 NaN            NaN            NaN
  1345.86        2500.00        96.9948       0.572853                 NaN            NaN  0.572072        1.15135       0.708918                 NaN            NaN            NaN
  1343.36        2500.00        97.0974       0.554094                 NaN            NaN  0.549712        1.11118       0.687626                 NaN            NaN            NaN
  1340.85        2500.00        97.1949       0.536766                 NaN            NaN   1.07462       0.526446       0.667245                 NaN            NaN            NaN
  1338.35        2500.00        97.2896       0.519401                 NaN            NaN   1.03803       0.505634       0.647346                 NaN            NaN            NaN
  1335.84        2500.00        97.3763       0.503018                 NaN            NaN   1.00414       0.487647       0.628870                 NaN            NaN            NaN
  1333.33        2500.00        97.4611       0.487475                 NaN            NaN  0.971766       0.468573       0.611059                 NaN            NaN            NaN
  1330.83        2500.00        97.5425       0.472371                 NaN            NaN  0.939599       0.451843       0.593648                 NaN            NaN            NaN
  1328.32        2500.00        97.6191       0.457777                 NaN            NaN  0.436472       0.909247       0.577363                 NaN            NaN            NaN
  1325.81        2500.00        97.6930       0.443735                 NaN            NaN  0.421944       0.879928       0.561427                 NaN            NaN            NaN
  1323.31        2500.00        97.7644       0.430034                 NaN            NaN  0.407975       0.851487       0.546119                 NaN            NaN            NaN
  1320.80        2500.00        97.8300       0.416565                 NaN            NaN  0.396992       0.824569       0.531869                 NaN            NaN            NaN
  1318.30        2500.00        97.8965       0.403994                 NaN            NaN  0.799076       0.383242       0.517207                 NaN            NaN            NaN
  1315.79        2500.00        97.9590       0.392197                 NaN            NaN  0.774464       0.370705       0.503666                 NaN            NaN            NaN
  1313.28        2500.00        98.0201       0.380132                 NaN            NaN  0.749980       0.359557       0.490258                 NaN            NaN            NaN
  1310.78        2500.00        98.0775       0.368475                 NaN            NaN  0.726392       0.349990       0.477625                 NaN            NaN            NaN
  1308.27        2500.00        98.1338       0.357182                 NaN            NaN  0.340672       0.703281       0.465072                 NaN            NaN            NaN
  1305.76        2500.00        98.1878       0.345562                 NaN            NaN  0.333299       0.680323       0.453045                 NaN            NaN            NaN
  1303.26        2500.00        98.2393       0.335314                 NaN            NaN  0.323736       0.660237       0.441405                 NaN            NaN            NaN
  1300.75        2500.00        98.2893       0.324992                 NaN            NaN  0.639964       0.315498       0.430296                 NaN            NaN            NaN
  1298.25        2500.00        98.3385       0.314379                 NaN            NaN  0.618492       0.309508       0.419113                 NaN            NaN            NaN
  1295.74        2500.00        98.3849       0.304266                 NaN            NaN  0.599487       0.302714       0.408638                 NaN            NaN            NaN
  1293.23        2500.00        94.6219       0.834559                 NaN            NaN   1.12131        1.82879        1.59346                 NaN            NaN            NaN
  1290.73        2500.00        99.8368       0.163196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1288.22        2500.00        99.5978       0.140225                 NaN            NaN  0.242574       0.193774E-001            NaN            NaN            NaN            NaN
  1285.71        2500.00        99.1084       0.267679                 NaN            NaN  0.420837                 NaN  0.203095                 NaN            NaN            NaN
  1283.21        2500.00        98.8004       0.142054                 NaN            NaN  0.787129                 NaN  0.270400                 NaN            NaN            NaN
  1280.70        2500.00        91.5476       0.353397                 NaN            NaN   1.30298        1.37723        1.11571        4.30312                 NaN            NaN
  1278.20        2500.00        96.3358       0.338963                 NaN            NaN   1.10284       0.883875E-001  0.538041        1.59600                 NaN            NaN
  1275.69        2500.00        92.7398       0.461932                 NaN            NaN   1.34830       0.831891       0.986144        3.63197                 NaN            NaN
  1273.18        2500.00        92.5244       0.478734                 NaN            NaN  0.846885        1.37597        1.02389        3.75012                 NaN            NaN
  1270.68        2500.00        92.0195       0.534671                 NaN            NaN   1.24172        1.04250        1.09661        4.06496                 NaN            NaN
  1268.17        2500.00        94.9385       0.380712                 NaN            NaN  0.932269       0.564501       0.700126        2.48393                 NaN            NaN
  1265.66        2500.00        94.1133       0.413785                 NaN            NaN  0.736491       0.957974       0.812173        2.96630                 NaN            NaN
  1263.16        2500.00        94.7421       0.392227                 NaN            NaN  0.857106       0.651872       0.727123        2.62958                 NaN            NaN
  1260.65        2500.00        94.8888       0.381993                 NaN            NaN  0.645435       0.802519       0.706844        2.57438                 NaN            NaN
  1258.15        2500.00        95.2407       0.367724                 NaN            NaN  0.619474       0.712781       0.657516        2.40178                 NaN            NaN
  1255.64        2500.00        92.2893       0.608628                 NaN            NaN   1.10925       0.997795        1.06088        3.93414                 NaN            NaN
  1253.13        2500.00        98.0859       0.166056                 NaN            NaN  0.239302       0.269134       0.264590       0.975025                 NaN            NaN
  1250.63        2500.00        98.5511       0.144934                 NaN            NaN  0.279314       0.948264E-001  0.195359       0.734509                 NaN            NaN
  1248.12        2500.00        93.9615       0.733097                 NaN            NaN   1.43716                 NaN  0.779445        3.08882                 NaN            NaN
  1245.61        2500.00        82.6943        1.14387                 NaN            NaN  0.827111        1.34417        1.78630        7.16632        5.03790                 NaN
  1243.11        2500.00        64.8178        2.59232                 NaN            NaN   3.73880                 NaN   3.43618        14.3963        11.0186                 NaN
  1240.60        2500.00        82.8334        1.30029                 NaN            NaN   1.83437                 NaN   1.65732        6.95472        5.41994                 NaN
  1238.10        2500.00        78.1779        1.62242                 NaN            NaN   2.23621                 NaN   2.09430        8.90481        6.96435                 NaN
  1235.59        2500.00        80.0128        1.49553                 NaN            NaN   1.96696                 NaN   1.89674        8.21887        6.40907                 NaN
  1233.08        2500.00        81.4274        1.34789                 NaN            NaN   1.82915                 NaN   1.74676        7.72784        5.92095                 NaN
  1230.58        2500.00        79.9828        1.41648                 NaN            NaN   1.87096                 NaN   1.85324        8.40215        6.47437                 NaN
  1228.07        2500.00        77.1356        1.56820                 NaN            NaN   2.03619                 NaN   2.05908        9.79106        7.40985                 NaN
  1225.56        2500.00        32.5603        4.24930                 NaN            NaN   5.36124                 NaN   5.66587        30.1086        22.0547                 NaN
  1223.06        2500.00                 NaN   5.77986                 NaN            NaN   7.49990                 NaN   8.17233        45.3295        32.9270       0.291351     
  1220.55        2500.00                 NaN   5.75900                 NaN            NaN   7.50496                 NaN   8.17562        45.3236        32.9262       0.310548     
  1218.05        2500.00                 NaN   5.91521                 NaN            NaN   7.20829                 NaN   8.22721        45.3081        33.0343       0.306904     
  1215.54        2500.00                 NaN   5.71076                 NaN            NaN   7.52658                 NaN   8.18308        45.3085        32.9214       0.349643     
  1213.03        2500.00                 NaN   5.69075                 NaN            NaN   7.53066                 NaN   8.18635        45.3028        32.9210       0.368475     
  1210.53        2500.00                 NaN   5.67176                 NaN            NaN   7.53316                 NaN   8.18952        45.2975        32.9210       0.387094     
  1208.02        2500.00                 NaN   5.65083                 NaN            NaN   7.53810                 NaN   8.19298        45.2919        32.9199       0.406266     
  1205.51        2500.00                 NaN   5.64786                 NaN            NaN   7.51675                 NaN   8.19389        45.2921        32.9279       0.421486     
  1203.01        2500.00                 NaN   5.64352                 NaN            NaN   7.49676                 NaN   8.19496        45.2923        32.9352       0.437247     
  1200.50        2500.00                 NaN   5.64020                 NaN            NaN   7.47539                 NaN   8.19585        45.2927        32.9431       0.452761     
  1197.99        2500.00                 NaN   5.64220                 NaN            NaN   7.44552                 NaN   8.19613        45.2953        32.9536       0.467240     
  1195.49        2500.00                 NaN   5.60440                 NaN            NaN   7.48089                 NaN   8.20162        45.2808        32.9442       0.488056     
  1192.98        2500.00                 NaN   5.60127                 NaN            NaN   7.44587                 NaN   8.20383        45.2892        32.9517       0.508102     
  1190.48        2500.00                 NaN   5.56858                 NaN            NaN   7.47280                 NaN   8.20634        45.2767        32.9458       0.529718     
  1187.97        2500.00                 NaN   5.55366                 NaN            NaN   7.48501                 NaN   8.20952        45.2626        32.9483       0.540884     
  1185.46        2500.00                 NaN   5.53899                 NaN            NaN   7.46823                 NaN   8.21513        45.2680        32.9481       0.561592     
  1182.96        2500.00                 NaN   5.52030                 NaN            NaN   7.47095                 NaN   8.21796        45.2629        32.9481       0.579811     
  1180.45        2500.00                 NaN   5.46690                 NaN            NaN   7.53363                 NaN   8.22654        45.2406        32.9303       0.601988     
  1177.94        2500.00                 NaN   5.48013                 NaN            NaN   7.48343                 NaN   8.22506        45.2494        32.9465       0.615451     
  1175.44        2500.00                 NaN   5.43777                 NaN            NaN   7.52893                 NaN   8.23214        45.2318        32.9339       0.635406     
  1172.93        2500.00                 NaN   5.42117                 NaN            NaN   7.53373                 NaN   8.23484        45.2246        32.9345       0.651177     
  1170.43        2500.00                 NaN   5.40962                 NaN            NaN   7.52742                 NaN   8.23836        45.2202        32.9375       0.666890     
  1167.92        2500.00                 NaN   5.39103                 NaN            NaN   7.53067                 NaN   8.24092        45.2155        32.9373       0.684563     
  1165.41        2500.00                 NaN   5.39061                 NaN            NaN   7.50140                 NaN   8.24205        45.2192        32.9465       0.700254     
  1162.91        2500.00                 NaN   5.37027                 NaN            NaN   7.51023                 NaN   8.24594        45.2116        32.9450       0.716975     
  1160.40        2500.00                 NaN   5.37178                 NaN            NaN   7.47929                 NaN   8.24649        45.2153        32.9551       0.732050     
  1157.89        2500.00                 NaN   5.35626                 NaN            NaN   7.47988                 NaN   8.25000        45.2101        32.9559       0.747910     
  1155.39        2500.00                 NaN   5.34028                 NaN            NaN   7.48143                 NaN   8.25329        45.2044        32.9566       0.763977     
  1152.88        2500.00                 NaN   5.30642                 NaN            NaN   7.51765                 NaN   8.25899        45.1883        32.9478       0.780891     
  1150.38        2500.00                 NaN   5.29279                 NaN            NaN   7.51548                 NaN   8.26203        45.1836        32.9496       0.796476     
  1147.87        2500.00                 NaN   5.42426                 NaN            NaN   7.21727                 NaN   8.23675        45.2900        33.0262       0.805482     
  1145.36        2500.00                 NaN   5.27031                 NaN            NaN   7.50277                 NaN   8.26756        45.1745        32.9575       0.827406     
  1142.86        2500.00                 NaN   5.25029                 NaN            NaN   7.49552                 NaN   8.27268        45.1718        32.9593       0.850425     
  1140.35        2500.00                 NaN   5.24224                 NaN            NaN   7.50336                 NaN   8.27395        45.1655        32.9583       0.856622     
  1137.84        2500.00                 NaN   5.21823                 NaN            NaN   7.49579                 NaN   8.28035        45.1627        32.9597       0.883229     
  1135.34        2500.00                 NaN   5.21698                 NaN            NaN   7.49764                 NaN   8.28015        45.1564        32.9624       0.886355     
  1132.83        2500.00                 NaN   5.20454                 NaN            NaN   7.49527                 NaN   8.28328        45.1516        32.9645       0.900842     
  1130.33        2500.00                 NaN   5.19234                 NaN            NaN   7.49287                 NaN   8.28637        45.1467        32.9666       0.915128     
  1127.82        2500.00                 NaN   5.18029                 NaN            NaN   7.49039                 NaN   8.28948        45.1419        32.9687       0.929288     
  1125.31        2500.00                 NaN   5.16850                 NaN            NaN   7.48779                 NaN   8.29260        45.1370        32.9709       0.943256     
  1122.81        2500.00                 NaN   5.15687                 NaN            NaN   7.48515                 NaN   8.29572        45.1321        32.9731       0.957082     
  1120.30        2500.00                 NaN   5.14546                 NaN            NaN   7.48241                 NaN   8.29886        45.1272        32.9754       0.970733     
  1117.79        2500.00                 NaN   5.13426                 NaN            NaN   7.47958                 NaN   8.30199        45.1222        32.9777       0.984219     
  1115.29        2500.00                 NaN   5.12324                 NaN            NaN   7.47678                 NaN   8.30510        45.1173        32.9801       0.997519     
  1112.78        2500.00                 NaN   5.11249                 NaN            NaN   7.47368                 NaN   8.30828        45.1123        32.9825        1.01069     
  1110.28        2500.00                 NaN   5.10189                 NaN            NaN   7.47061                 NaN   8.31144        45.1074        32.9850        1.02369     
  1107.77        2500.00                 NaN   5.13085                 NaN            NaN   7.39020                 NaN   8.30686        45.1251        33.0106        1.03631     
  1105.26        2500.00                 NaN   5.12344                 NaN            NaN   7.37168                 NaN   8.30648        45.1327        33.0135        1.05214     
  1102.76        2500.00                 NaN   5.07171                 NaN            NaN   7.46161                 NaN   8.32077        45.0918        32.9929        1.06122     
  1100.25        2500.00                 NaN   5.06001                 NaN            NaN   7.45840                 NaN   8.32454        45.0878        32.9945        1.07482     
  1097.74        2500.00                 NaN   5.05031                 NaN            NaN   7.45502                 NaN   8.32778        45.0827        32.9971        1.08705     
  1095.24        2500.00                 NaN   5.04198                 NaN            NaN   7.45174                 NaN   8.33065        45.0769        33.0005        1.09827     
  1092.73        2500.00                 NaN   5.03363                 NaN            NaN   7.44710                 NaN   8.33368        45.0720        33.0037        1.10988     
  1090.23        2500.00                 NaN   5.01903                 NaN            NaN   7.39337                 NaN   8.35870        45.0275        33.0411        1.16038     
  1087.72        2500.00                 NaN   5.02246                 NaN            NaN   7.42413                 NaN   8.34227        45.0622        33.0149        1.13406     
  1085.21        2500.00                 NaN   5.01213                 NaN            NaN   7.42241                 NaN   8.34411        45.0598        33.0159        1.14556     
  1082.71        2500.00                 NaN   4.99721                 NaN            NaN   7.41896                 NaN   8.34627        45.0552        33.0191        1.16329     
  1080.20        2500.00                 NaN   4.99067                 NaN            NaN   7.42854                 NaN   8.34985        45.0459        33.0184        1.16659     
  1077.69        2500.00                 NaN   4.98107                 NaN            NaN   7.42498                 NaN   8.35350        45.0417        33.0204        1.17832     
  1075.19        2500.00                 NaN   4.97532                 NaN            NaN   7.41930                 NaN   8.35626        45.0359        33.0249        1.18829     
  1072.68        2500.00                 NaN   4.96695                 NaN            NaN   7.41572                 NaN   8.35975        45.0307        33.0276        1.19919     
  1070.18        2500.00                 NaN   4.94425                 NaN            NaN   7.39665       0.390614E-001   8.36592        45.0218        33.0216        1.21076     
  1067.67        2500.00                 NaN   4.91854                 NaN            NaN  0.874540E-001   7.37557        8.37275        45.0108        33.0134        1.22149     
  1065.16        2500.00                 NaN   4.88557                 NaN            NaN   7.34640       0.155628        8.38098        44.9983        33.0006        1.23256     
  1062.66        2500.00                 NaN   4.85233                 NaN            NaN   7.31809       0.223567        8.38929        44.9854        32.9877        1.24367     
  1060.15        2500.00                 NaN   4.81961                 NaN            NaN  0.292508        7.28907        8.39771        44.9725        32.9747        1.25393     
  1057.64        2500.00                 NaN   4.78718                 NaN            NaN   7.26129       0.359730        8.40610        44.9595        32.9618        1.26432     
  1055.14        2500.00                 NaN   4.75454                 NaN            NaN   7.23333       0.428080        8.41466        44.9464        32.9487        1.27429     
  1052.63        2500.00                 NaN   4.72184                 NaN            NaN   7.20561       0.496701        8.42330        44.9331        32.9354        1.28404     
  1050.13        2500.00                 NaN   4.68801                 NaN            NaN   7.17782       0.567654        8.43222        44.9195        32.9212        1.29358     
  1047.62        2500.00                 NaN   4.65622                 NaN            NaN   7.15155       0.634247        8.44086        44.9061        32.9082        1.30285     
  1045.11        2500.00                 NaN   4.62214                 NaN            NaN   7.12380       0.706466        8.45003        44.8920        32.8937        1.31189     
  1042.61        2500.00                 NaN   4.58917                 NaN            NaN   7.09715       0.776249        8.45908        44.8780        32.8796        1.32068     
  1040.10        2500.00                 NaN   4.55719                 NaN            NaN  0.843921        7.07119        8.46803        44.8643        32.8661        1.32924     
  1037.59        2500.00                 NaN   4.52308                 NaN            NaN  0.916655        7.04453        8.47746        44.8496        32.8511        1.33753     
  1035.09        2500.00                 NaN   4.48979                 NaN            NaN   7.01848       0.987685        8.48684        44.8351        32.8365        1.34560     
  1032.58        2500.00                 NaN   4.45692                 NaN            NaN   6.99289        1.05810        8.49623        44.8204        32.8220        1.35343     
  1030.08        2500.00                 NaN   4.42246                 NaN            NaN   6.96662        1.13189        8.50597        44.8054        32.8065        1.36115     
  1027.57        2500.00                 NaN   4.38963                 NaN            NaN   6.94156        1.20254        8.51554        44.7906        32.7917        1.36843     
  1025.06        2500.00                 NaN   4.37025                 NaN            NaN   6.91023        1.22756        8.52745        44.7785        32.7963        1.38976     
  1022.56        2500.00                 NaN   4.32384                 NaN            NaN   6.89197        1.34464        8.53495        44.7604        32.7619        1.38238     
  1020.05        2500.00                 NaN   4.29052                 NaN            NaN   6.86730        1.41691        8.54487        44.7449        32.7465        1.38905     
  1017.54        2500.00                 NaN   4.25639                 NaN            NaN   6.84271        1.49087        8.55501        44.7290        32.7305        1.39553     
  1015.04        2500.00                 NaN   4.22168                 NaN            NaN   6.81771        1.56684        8.56537        44.7128        32.7139        1.40171     
  1012.53        2500.00                 NaN   4.18781                 NaN            NaN   6.79336        1.64100        8.57565        44.6966        32.6978        1.40768     
  1010.03        2500.00                 NaN   4.15351                 NaN            NaN   6.76897        1.71639        8.58610        44.6803        32.6813        1.41342     
  1007.52        2500.00                 NaN   4.11935                 NaN            NaN   6.74496        1.79161        8.59664        44.6636        32.6648        1.41898     
  1005.01        2500.00                 NaN   4.08490                 NaN            NaN   6.72090        1.86762        8.60729        44.6469        32.6480        1.42434     
  1002.51        2500.00                 NaN   4.04768                 NaN            NaN   1.95002        6.69598        8.61852        44.6291        32.6293        1.42936     
  1000.00        2500.00                 NaN   4.01335                 NaN            NaN   2.02607        6.67258        8.62938        44.6120        32.6124        1.43426     
