|6.6.6
Archiving\03_Data\Dfrac/QFM/WD94/WD94_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1395.99        2500.00        96.8787                 NaN  0.705917                 NaN  0.182026        1.14094        1.09243                 NaN            NaN            NaN
  1393.48        2500.00        96.9361                 NaN  0.710939                 NaN  0.148516        1.13079        1.07365                 NaN            NaN            NaN
  1390.98        2500.00        96.9928                 NaN  0.715602                 NaN  0.116040        1.12049        1.05510                 NaN            NaN            NaN
  1388.47        2500.00        97.0454                 NaN  0.719412                 NaN  0.840531E-001   1.11372        1.03741                 NaN            NaN            NaN
  1385.96        2500.00        97.1004                 NaN  0.723243                 NaN   1.10199       0.551798E-001   1.01922                 NaN            NaN            NaN
  1383.46        2500.00        96.2194       0.335222       0.128744E-001            NaN   1.32036        1.04185        1.07029                 NaN            NaN            NaN
  1380.95        2500.00        95.3745       0.603962                 NaN            NaN   1.74198       0.997106        1.28243                 NaN            NaN            NaN
  1378.45        2500.00        95.5980       0.578412                 NaN            NaN  0.934375        1.66193        1.22729                 NaN            NaN            NaN
  1375.94        2500.00        95.8116       0.552866                 NaN            NaN   1.58481       0.876147        1.17458                 NaN            NaN            NaN
  1373.43        2500.00        96.0083       0.528495                 NaN            NaN   1.51293       0.824455        1.12580                 NaN            NaN            NaN
  1370.93        2500.00        96.1985       0.505207                 NaN            NaN   1.44319       0.774912        1.07821                 NaN            NaN            NaN
  1368.42        2500.00        96.3732       0.483059                 NaN            NaN   1.37800       0.731202        1.03455                 NaN            NaN            NaN
  1365.91        2500.00        96.5372       0.462605                 NaN            NaN   1.31626       0.690974       0.992964                 NaN            NaN            NaN
  1363.41        2500.00        96.6891       0.443024                 NaN            NaN   1.25882       0.654711       0.954324                 NaN            NaN            NaN
  1360.90        2500.00        96.8344       0.425384                 NaN            NaN   1.20506       0.618077       0.917037                 NaN            NaN            NaN
  1358.40        2500.00        96.9666       0.408392                 NaN            NaN   1.15481       0.587077       0.883155                 NaN            NaN            NaN
  1355.89        2500.00        97.0913       0.392025                 NaN            NaN   1.10756       0.558000       0.851167                 NaN            NaN            NaN
  1353.38        2500.00        97.2104       0.377312                 NaN            NaN  0.528339        1.06403       0.819927                 NaN            NaN            NaN
  1350.88        2500.00        97.3205       0.362842                 NaN            NaN   1.02065       0.504788       0.791223                 NaN            NaN            NaN
  1348.37        2500.00        97.4247       0.349397                 NaN            NaN  0.982236       0.479782       0.763898                 NaN            NaN            NaN
  1345.86        2500.00        97.5239       0.336522                 NaN            NaN  0.458706       0.943197       0.737697                 NaN            NaN            NaN
  1343.36        2500.00        97.6168       0.324295                 NaN            NaN  0.438977       0.906817       0.713127                 NaN            NaN            NaN
  1340.85        2500.00        97.7048       0.313018                 NaN            NaN  0.873721       0.418753       0.689672                 NaN            NaN            NaN
  1338.35        2500.00        97.7899       0.301786                 NaN            NaN  0.840833       0.400599       0.666883                 NaN            NaN            NaN
  1335.84        2500.00        97.8679       0.291212                 NaN            NaN  0.810381       0.384816       0.645721                 NaN            NaN            NaN
  1333.33        2500.00        97.9436       0.281231                 NaN            NaN  0.781415       0.368369       0.625389                 NaN            NaN            NaN
  1330.83        2500.00        98.0161       0.271574                 NaN            NaN  0.752874       0.353863       0.605611                 NaN            NaN            NaN
  1328.32        2500.00        98.0841       0.262254                 NaN            NaN  0.340546       0.725973       0.587120                 NaN            NaN            NaN
  1325.81        2500.00        98.1494       0.253344                 NaN            NaN  0.327983       0.700144       0.569114                 NaN            NaN            NaN
  1323.31        2500.00        98.2123       0.244676                 NaN            NaN  0.315977       0.675203       0.551870                 NaN            NaN            NaN
  1320.80        2500.00        98.2700       0.236239                 NaN            NaN  0.306342       0.651613       0.535816                 NaN            NaN            NaN
  1318.30        2500.00        98.3281       0.228371                 NaN            NaN  0.629367       0.294695       0.519458                 NaN            NaN            NaN
  1315.79        2500.00        98.3826       0.220983                 NaN            NaN  0.608014       0.284067       0.504339                 NaN            NaN            NaN
  1313.28        2500.00        98.4355       0.213510                 NaN            NaN  0.586917       0.274573       0.489456                 NaN            NaN            NaN
  1310.78        2500.00        98.4852       0.206298                 NaN            NaN  0.566688       0.266352       0.475450                 NaN            NaN            NaN
  1308.27        2500.00        98.5337       0.199353                 NaN            NaN  0.258400       0.546924       0.461620                 NaN            NaN            NaN
  1305.76        2500.00        98.5799       0.192281                 NaN            NaN  0.251970       0.527425       0.448404                 NaN            NaN            NaN
  1303.26        2500.00        98.6240       0.186039                 NaN            NaN  0.243960       0.510332       0.435661                 NaN            NaN            NaN
  1300.75        2500.00        98.6665       0.179768                 NaN            NaN  0.493184       0.236992       0.423526                 NaN            NaN            NaN
  1298.25        2500.00        98.7082       0.173361                 NaN            NaN  0.475273       0.231762       0.411399                 NaN            NaN            NaN
  1295.74        2500.00        98.7473       0.167333                 NaN            NaN  0.459328       0.225984       0.400046                 NaN            NaN            NaN
  1293.23        2500.00        95.7511       0.458232                 NaN            NaN  0.834638        1.39610        1.55995                 NaN            NaN            NaN
  1290.73        2500.00        99.9115       0.885498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1288.22        2500.00        99.7262       0.759689E-001            NaN            NaN  0.183546       0.142824E-001            NaN            NaN            NaN            NaN
  1285.71        2500.00        99.3491       0.145138                 NaN            NaN  0.309613                 NaN  0.196178                 NaN            NaN            NaN
  1283.21        2500.00        99.0683       0.769923E-001            NaN            NaN  0.593842                 NaN  0.260830                 NaN            NaN            NaN
  1280.70        2500.00        92.2537       0.191461                 NaN            NaN  0.958620        1.04088        1.07980        4.47554                 NaN            NaN
  1278.20        2500.00        96.7750       0.183166                 NaN            NaN  0.806460       0.663763E-001  0.517939        1.65101                 NaN            NaN
  1275.69        2500.00        93.4333       0.249756                 NaN            NaN  0.984354       0.624505       0.949599        3.75851                 NaN            NaN
  1273.18        2500.00        93.2521       0.258504                 NaN            NaN  0.633619        1.00107       0.983505        3.87119                 NaN            NaN
  1270.68        2500.00        92.7968       0.288877                 NaN            NaN  0.900851       0.777612        1.05062        4.18520                 NaN            NaN
  1268.17        2500.00        95.4939       0.204416                 NaN            NaN  0.671681       0.418332       0.667314        2.54440                 NaN            NaN
  1265.66        2500.00        94.7412       0.221518                 NaN            NaN  0.544525       0.687995       0.772542        3.03220                 NaN            NaN
  1263.16        2500.00        95.3298       0.209497                 NaN            NaN  0.612522       0.479620       0.689365        2.67923                 NaN            NaN
  1260.65        2500.00        95.4684       0.203434                 NaN            NaN  0.473355       0.571403       0.668167        2.61529                 NaN            NaN
  1258.15        2500.00        95.7949       0.195260                 NaN            NaN  0.452501       0.505373       0.619611        2.43239                 NaN            NaN
  1255.64        2500.00        93.1859       0.322726                 NaN            NaN  0.784839       0.727537       0.998675        3.98029                 NaN            NaN
  1253.13        2500.00        98.3249       0.876484E-001            NaN            NaN  0.167959       0.194485       0.246970       0.977991                 NaN            NaN
  1250.63        2500.00        98.7386       0.761132E-001            NaN            NaN  0.201277       0.663118E-001  0.182066       0.735673                 NaN            NaN
  1248.12        2500.00        94.7502       0.386754                 NaN            NaN   1.03671                 NaN  0.727603        3.09874                 NaN            NaN
  1245.61        2500.00        83.8847       0.606381                 NaN            NaN  0.582077       0.975676        1.67504        7.22310        5.05307                 NaN
  1243.11        2500.00        66.7014        1.39849                 NaN            NaN   2.75696                 NaN   3.26174        14.6933        11.1881                 NaN
  1240.60        2500.00        84.0263       0.685155                 NaN            NaN   1.33213                 NaN   1.54854        6.99048        5.41737                 NaN
  1238.10        2500.00        79.6043       0.856800                 NaN            NaN   1.62966                 NaN   1.96077        8.97311        6.97540                 NaN
  1235.59        2500.00        81.3479       0.788102                 NaN            NaN   1.43530                 NaN   1.77003        8.25994        6.39874                 NaN
  1233.08        2500.00        82.6875       0.710254                 NaN            NaN   1.33190                 NaN   1.62542        7.75015        5.89481                 NaN
  1230.58        2500.00        81.2974       0.744384                 NaN            NaN   1.36349                 NaN   1.72336        8.42954        6.44187                 NaN
  1228.07        2500.00        78.5518       0.826408                 NaN            NaN   1.48943                 NaN   1.91540        9.84155        7.37546                 NaN
  1225.56        2500.00        34.2515        2.31448                 NaN            NaN   4.05435                 NaN   5.43411        31.3106        22.6350                 NaN
  1223.06        2500.00                 NaN   3.22454                 NaN            NaN   5.81067                 NaN   8.01254        48.2381        34.5474       0.166721     
  1220.55        2500.00                 NaN   3.21177                 NaN            NaN   5.81473                 NaN   8.01583        48.2313        34.5486       0.177701     
  1218.05        2500.00                 NaN   3.29544                 NaN            NaN   5.60017                 NaN   8.06500        48.2060        34.6578       0.175580     
  1215.54        2500.00                 NaN   3.18273                 NaN            NaN   5.83129                 NaN   8.02331        48.2146        34.5480       0.200064     
  1213.03        2500.00                 NaN   3.17044                 NaN            NaN   5.83464                 NaN   8.02658        48.2080        34.5495       0.210833     
  1210.53        2500.00                 NaN   3.15871                 NaN            NaN   5.83683                 NaN   8.02972        48.2018        34.5514       0.221481     
  1208.02        2500.00                 NaN   3.14580                 NaN            NaN   5.84086                 NaN   8.03317        48.1954        34.5523       0.232445     
  1205.51        2500.00                 NaN   3.14314                 NaN            NaN   5.82547                 NaN   8.03396        48.1941        34.5622       0.241142     
  1203.01        2500.00                 NaN   3.13961                 NaN            NaN   5.81112                 NaN   8.03493        48.1930        34.5712       0.250148     
  1200.50        2500.00                 NaN   3.13666                 NaN            NaN   5.79575                 NaN   8.03571        48.1920        34.5808       0.259013     
  1197.99        2500.00                 NaN   3.13668                 NaN            NaN   5.77409                 NaN   8.03583        48.1930        34.5931       0.267282     
  1195.49        2500.00                 NaN   3.11476                 NaN            NaN   5.80044                 NaN   8.04145        48.1782        34.5860       0.279188     
  1192.98        2500.00                 NaN   3.11051                 NaN            NaN   5.77535                 NaN   8.04344        48.1852        34.5949       0.290640     
  1190.48        2500.00                 NaN   3.09148                 NaN            NaN   5.79572                 NaN   8.04611        48.1723        34.5914       0.303002     
  1187.97        2500.00                 NaN   3.08323                 NaN            NaN   5.80485                 NaN   8.04932        48.1571        34.5962       0.309383     
  1185.46        2500.00                 NaN   3.07271                 NaN            NaN   5.79292                 NaN   8.05471        48.1612        34.5972       0.321213     
  1182.96        2500.00                 NaN   3.06119                 NaN            NaN   5.79531                 NaN   8.05752        48.1552        34.5992       0.331625     
  1180.45        2500.00                 NaN   3.03068                 NaN            NaN   5.84184                 NaN   8.06632        48.1329        34.5839       0.344314     
  1177.94        2500.00                 NaN   3.03671                 NaN            NaN   5.80530                 NaN   8.06461        48.1399        34.6015       0.351991     
  1175.44        2500.00                 NaN   3.01232                 NaN            NaN   5.83918                 NaN   8.07183        48.1220        34.5913       0.363405     
  1172.93        2500.00                 NaN   3.00221                 NaN            NaN   5.84323                 NaN   8.07453        48.1138        34.5938       0.372415     
  1170.43        2500.00                 NaN   2.99479                 NaN            NaN   5.83896                 NaN   8.07796        48.1082        34.5987       0.381389     
  1167.92        2500.00                 NaN   2.98321                 NaN            NaN   5.84183                 NaN   8.08051        48.1025        34.6005       0.391485     
  1165.41        2500.00                 NaN   2.98161                 NaN            NaN   5.82064                 NaN   8.08147        48.1046        34.6112       0.400437     
  1162.91        2500.00                 NaN   2.96931                 NaN            NaN   5.82757                 NaN   8.08534        48.0961        34.6117       0.409989     
  1160.40        2500.00                 NaN   2.96877                 NaN            NaN   5.80529                 NaN   8.08572        48.0982        34.6234       0.418588     
  1157.89        2500.00                 NaN   2.95905                 NaN            NaN   5.80616                 NaN   8.08918        48.0919        34.6260       0.427644     
  1155.39        2500.00                 NaN   2.94912                 NaN            NaN   5.80776                 NaN   8.09243        48.0852        34.6287       0.436818     
  1152.88        2500.00                 NaN   2.92963                 NaN            NaN   5.83495                 NaN   8.09825        48.0685        34.6221       0.446487     
  1150.38        2500.00                 NaN   2.92098                 NaN            NaN   5.83382                 NaN   8.10124        48.0628        34.6258       0.455384     
  1147.87        2500.00                 NaN   2.99250                 NaN            NaN   5.60143                 NaN   8.07514        48.1680        34.7024       0.460443     
  1145.36        2500.00                 NaN   2.90700                 NaN            NaN   5.82496                 NaN   8.10660        48.0510        34.6374       0.473035     
  1142.86        2500.00                 NaN   2.89410                 NaN            NaN   5.82006                 NaN   8.11161        48.0472        34.6409       0.486177     
  1140.35        2500.00                 NaN   2.88878                 NaN            NaN   5.82677                 NaN   8.11291        48.0399        34.6419       0.489708     
  1137.84        2500.00                 NaN   2.87346                 NaN            NaN   5.82155                 NaN   8.11915        48.0360        34.6450       0.504901     
  1135.34        2500.00                 NaN   2.87262                 NaN            NaN   5.82359                 NaN   8.11897        48.0285        34.6497       0.506672     
  1132.83        2500.00                 NaN   2.86468                 NaN            NaN   5.82233                 NaN   8.12204        48.0225        34.6535       0.514937     
  1130.33        2500.00                 NaN   2.85690                 NaN            NaN   5.82108                 NaN   8.12506        48.0164        34.6575       0.523086     
  1127.82        2500.00                 NaN   2.84919                 NaN            NaN   5.81978                 NaN   8.12811        48.0103        34.6614       0.531162     
  1125.31        2500.00                 NaN   2.84165                 NaN            NaN   5.81840                 NaN   8.13116        48.0042        34.6655       0.539129     
  1122.81        2500.00                 NaN   2.83420                 NaN            NaN   5.81699                 NaN   8.13421        47.9981        34.6695       0.547013     
  1120.30        2500.00                 NaN   2.82688                 NaN            NaN   5.81551                 NaN   8.13728        47.9919        34.6736       0.554797     
  1117.79        2500.00                 NaN   2.81968                 NaN            NaN   5.81398                 NaN   8.14034        47.9858        34.6777       0.562486     
  1115.29        2500.00                 NaN   2.81260                 NaN            NaN   5.81246                 NaN   8.14338        47.9796        34.6819       0.570068     
  1112.78        2500.00                 NaN   2.80566                 NaN            NaN   5.81075                 NaN   8.14648        47.9734        34.6862       0.577575     
  1110.28        2500.00                 NaN   2.79882                 NaN            NaN   5.80905                 NaN   8.14957        47.9671        34.6904       0.584983     
  1107.77        2500.00                 NaN   2.81295                 NaN            NaN   5.75000                 NaN   8.14467        47.9828        34.7174       0.592147     
  1105.26        2500.00                 NaN   2.80772                 NaN            NaN   5.73763                 NaN   8.14405        47.9884        34.7211       0.601156     
  1102.76        2500.00                 NaN   2.77936                 NaN            NaN   5.80411                 NaN   8.15867        47.9477        34.7038       0.606369     
  1100.25        2500.00                 NaN   2.77165                 NaN            NaN   5.80239                 NaN   8.16235        47.9424        34.7071       0.614120     
  1097.74        2500.00                 NaN   2.76533                 NaN            NaN   5.80051                 NaN   8.16551        47.9361        34.7115       0.621086     
  1095.24        2500.00                 NaN   2.75998                 NaN            NaN   5.79866                 NaN   8.16831        47.9289        34.7167       0.627473     
  1092.73        2500.00                 NaN   2.75449                 NaN            NaN   5.79583                 NaN   8.17125        47.9226        34.7217       0.634087     
  1090.23        2500.00                 NaN   2.74305                 NaN            NaN   5.75891                 NaN   8.19594        47.8758        34.7634       0.662931     
  1087.72        2500.00                 NaN   2.74613                 NaN            NaN   5.77763                 NaN   8.17976        47.9113        34.7373       0.647866     
  1085.21        2500.00                 NaN   2.73956                 NaN            NaN   5.77666                 NaN   8.18154        47.9078        34.7400       0.654416     
  1082.71        2500.00                 NaN   2.73050                 NaN            NaN   5.77505                 NaN   8.18360        47.9015        34.7448       0.664514     
  1080.20        2500.00                 NaN   2.72629                 NaN            NaN   5.78524                 NaN   8.18699        47.8898        34.7453       0.666370     
  1077.69        2500.00                 NaN   2.71987                 NaN            NaN   5.78330                 NaN   8.19053        47.8843        34.7490       0.673047     
  1075.19        2500.00                 NaN   2.71603                 NaN            NaN   5.77982                 NaN   8.19320        47.8770        34.7552       0.678717     
  1072.68        2500.00                 NaN   2.71047                 NaN            NaN   5.77785                 NaN   8.19659        47.8705        34.7597       0.684917     
  1070.18        2500.00                 NaN   2.69709                 NaN            NaN   5.76399       0.288630E-001   8.20272        47.8605        34.7553       0.691512     
  1067.67        2500.00                 NaN   2.68219                 NaN            NaN  0.646122E-001   5.74846        8.20953        47.8487        34.7489       0.697625     
  1065.16        2500.00                 NaN   2.66331                 NaN            NaN   5.72668       0.114967        8.21777        47.8354        34.7379       0.703944     
  1062.66        2500.00                 NaN   2.64429                 NaN            NaN   5.70617       0.165145        8.22604        47.8216        34.7265       0.710273     
  1060.15        2500.00                 NaN   2.62562                 NaN            NaN  0.216040        5.68415        8.23451        47.8082        34.7154       0.716131     
  1057.64        2500.00                 NaN   2.60708                 NaN            NaN   5.66396       0.265665        8.24286        47.7942        34.7042       0.722050     
  1055.14        2500.00                 NaN   2.58846                 NaN            NaN   5.64319       0.316121        8.25142        47.7804        34.6927       0.727740     
  1052.63        2500.00                 NaN   2.56983                 NaN            NaN   5.62261       0.366759        8.26007        47.7663        34.6811       0.733299     
  1050.13        2500.00                 NaN   2.55062                 NaN            NaN   5.60151       0.419086        8.26903        47.7522        34.6688       0.738742     
  1047.62        2500.00                 NaN   2.53250                 NaN            NaN   5.58246       0.468200        8.27764        47.7378        34.6574       0.744025     
  1045.11        2500.00                 NaN   2.51319                 NaN            NaN   5.56146       0.521466        8.28684        47.7232        34.6446       0.749186     
  1042.61        2500.00                 NaN   2.49448                 NaN            NaN   5.54172       0.572921        8.29589        47.7085        34.6323       0.754196     
  1040.10        2500.00                 NaN   2.47633                 NaN            NaN  0.622814        5.52255        8.30484        47.6940        34.6204       0.759075     
  1037.59        2500.00                 NaN   2.45705                 NaN            NaN  0.676421        5.50272        8.31429        47.6786        34.6071       0.763802     
  1035.09        2500.00                 NaN   2.43822                 NaN            NaN   5.48344       0.728769        8.32366        47.6633        34.5942       0.768404     
  1032.58        2500.00                 NaN   2.41962                 NaN            NaN   5.46495       0.780687        8.33302        47.6476        34.5812       0.772863     
  1030.08        2500.00                 NaN   2.40020                 NaN            NaN   5.44516       0.835023        8.34280        47.6321        34.5674       0.777270     
  1027.57        2500.00                 NaN   2.38168                 NaN            NaN   5.42667       0.887073        8.35237        47.6164        34.5543       0.781420     
  1025.06        2500.00                 NaN   2.36944                 NaN            NaN   5.40178       0.905105        8.36426        47.6042        34.5616       0.793594     
  1022.56        2500.00                 NaN   2.34461                 NaN            NaN   5.39002       0.991726        8.37179        47.5847        34.5278       0.789374     
  1020.05        2500.00                 NaN   2.32587                 NaN            NaN   5.37191        1.04495        8.38171        47.5684        34.5140       0.793171     
  1017.54        2500.00                 NaN   2.30671                 NaN            NaN   5.35378        1.09940        8.39186        47.5518        34.4996       0.796869     
  1015.04        2500.00                 NaN   2.28725                 NaN            NaN   5.33533        1.15532        8.40222        47.5348        34.4847       0.800389     
  1012.53        2500.00                 NaN   2.26826                 NaN            NaN   5.31741        1.20992        8.41251        47.5179        34.4702       0.803793     
  1010.03        2500.00                 NaN   2.24906                 NaN            NaN   5.29944        1.26539        8.42296        47.5007        34.4553       0.807064     
  1007.52        2500.00                 NaN   2.22994                 NaN            NaN   5.28204        1.32080        8.43350        47.4831        34.4404       0.810237     
  1005.01        2500.00                 NaN   2.21068                 NaN            NaN   5.26433        1.37673        8.44415        47.4656        34.4252       0.813288     
  1002.51        2500.00                 NaN   2.18996                 NaN            NaN   1.43730        5.24566        8.45544        47.4473        34.4081       0.816154     
  1000.00        2500.00                 NaN   2.17080                 NaN            NaN   1.49331        5.22850        8.46630        47.4294        34.3928       0.818947     
