|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1517.47        2500.00        99.1946                 NaN            NaN            NaN  0.805389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.1841                 NaN            NaN            NaN  0.815866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.1799                 NaN  0.120109E-005            NaN  0.820119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.1684                 NaN            NaN            NaN  0.831626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        99.1208                 NaN            NaN            NaN  0.814258       0.649826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.6942                 NaN            NaN            NaN  0.508430       0.797326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.7033                 NaN            NaN            NaN  0.788735       0.507947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.3408                 NaN            NaN            NaN   1.01151       0.647681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        99.1332                 NaN  0.695741E-004            NaN  0.527882       0.338819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        98.7508                 NaN            NaN            NaN  0.762939       0.486305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.7625                 NaN            NaN            NaN  0.480853       0.756654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.7751                 NaN            NaN            NaN  0.475754       0.749100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.7874                 NaN            NaN            NaN  0.741802       0.470763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        98.9693                 NaN            NaN            NaN  0.632358       0.398359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.6381                 NaN  0.106847E-005            NaN  0.833838       0.528060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8235                 NaN            NaN            NaN  0.456272       0.720250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.8343                 NaN            NaN            NaN  0.714687       0.451037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.8444                 NaN            NaN            NaN  0.445738       0.709850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        98.8560                 NaN            NaN            NaN  0.442820       0.701142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        98.8671                 NaN            NaN            NaN  0.437742       0.695189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        98.8754                 NaN            NaN            NaN  0.691149       0.433405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        98.8873                 NaN            NaN            NaN  0.683658       0.429048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        98.8964                 NaN            NaN            NaN  0.424975       0.678577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        98.9075                 NaN            NaN            NaN  0.672435       0.420085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        98.9157                 NaN            NaN            NaN  0.416788       0.667517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        98.9248                 NaN            NaN            NaN  0.663096       0.412150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        98.9127                 NaN  0.303827E-001            NaN  0.375703       0.681221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        98.9707                 NaN            NaN            NaN  0.635338       0.393955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        98.9530                 NaN  0.310932E-005            NaN  0.646042       0.400976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        98.9596                 NaN            NaN            NaN  0.397306       0.643090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        98.9688                 NaN  0.110841E-005            NaN  0.393760       0.637459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.9778                 NaN            NaN            NaN  0.632640       0.389533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        98.9859                 NaN            NaN            NaN  0.628298       0.385758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        98.9937                 NaN  0.368996E-005            NaN  0.382045       0.624252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0012                 NaN  0.369058E-003            NaN  0.620050       0.378360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0053                 NaN            NaN            NaN  0.618138       0.376526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0197                 NaN  0.423819E-002            NaN  0.364963       0.611135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.0235                 NaN            NaN            NaN  0.608552       0.367900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        99.0302                 NaN            NaN            NaN  0.604735       0.365113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        92.9582                 NaN  0.557361                 NaN   2.49064       0.357013        1.79089        1.84586                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        99.9999                 NaN  0.388007E-004            NaN  0.526445E-005            NaN            NaN  0.220624E-004            NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        99.9997       0.407264E-005            NaN            NaN  0.109610E-003  0.105827E-003            NaN  0.922584E-004            NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        99.9998                 NaN  0.107517E-003            NaN            NaN            NaN            NaN  0.635268E-004            NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        94.4605                 NaN  0.542690                 NaN   1.63147        1.69225                 NaN   1.67309                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.4958                 NaN  0.249887                 NaN  0.731568       0.765900                 NaN  0.756825                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.6252                 NaN  0.240119                 NaN  0.688204       0.728095                 NaN  0.718418                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.5219                 NaN  0.255826                 NaN  0.761586       0.709698                 NaN  0.750992                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.6693                 NaN  0.239808                 NaN  0.669062       0.717135                 NaN  0.704744                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.7076                 NaN  0.241267                 NaN  0.650870       0.706060                 NaN  0.694232                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.7568                 NaN  0.238988                 NaN  0.631474       0.693057                 NaN  0.679717                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        97.8005                 NaN  0.237145                 NaN  0.613749       0.681813                 NaN  0.666762                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        97.8435                 NaN  0.235547                 NaN  0.597864       0.669171                 NaN  0.653926                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        97.8916                 NaN  0.233481                 NaN  0.579643       0.655861                 NaN  0.639416                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        97.9599                 NaN  0.229391                 NaN  0.637520       0.553929                 NaN  0.619247                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        97.9432                 NaN  0.232374                 NaN  0.558878       0.641515                 NaN  0.624043                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.0103                 NaN  0.228458                 NaN  0.534811       0.622516                 NaN  0.603938                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.0472                 NaN  0.226826                 NaN  0.612258       0.520774                 NaN  0.592955                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.0840                 NaN  0.225301                 NaN  0.601743       0.507080                 NaN  0.581883                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.1169                 NaN  0.224281                 NaN  0.592308       0.494076                 NaN  0.572390                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.1580                 NaN  0.221393                 NaN  0.480092       0.581285                 NaN  0.559274                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.1864                 NaN  0.220942                 NaN  0.467720       0.573859                 NaN  0.551074                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.2187                 NaN  0.219293                 NaN  0.456614       0.564117                 NaN  0.541288                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.2441                 NaN  0.219200                 NaN  0.447025       0.555524                 NaN  0.534117                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.2818                 NaN  0.215766                 NaN  0.434434       0.546088                 NaN  0.521873                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.3081                 NaN  0.215450                 NaN  0.539293       0.422940                 NaN  0.514220                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.3346                 NaN  0.214737                 NaN  0.412286       0.532154                 NaN  0.506217                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.3650                 NaN  0.212471                 NaN  0.402782       0.522947                 NaN  0.496757                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.3903                 NaN  0.211600                 NaN  0.392777       0.516036                 NaN  0.489265                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.4165                 NaN  0.210368                 NaN  0.508582       0.383234                 NaN  0.481310                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.4419                 NaN  0.209083                 NaN  0.373920       0.501630                 NaN  0.473453                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.4658                 NaN  0.207877                 NaN  0.365800       0.494293                 NaN  0.466230                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.4907                 NaN  0.206524                 NaN  0.356299       0.487750                 NaN  0.458747                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.5146                 NaN  0.205412                 NaN  0.348132       0.480373                 NaN  0.451467                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.5360                 NaN  0.204315                 NaN  0.475577       0.339543                 NaN  0.444592                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.5585                 NaN  0.202989                 NaN  0.468612       0.332191                 NaN  0.437748                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.5775                 NaN  0.202299                 NaN  0.326381       0.461630                 NaN  0.432208                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.6035                 NaN  0.200296                 NaN  0.316676       0.455995                 NaN  0.423510                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.6180                 NaN  0.199851                 NaN  0.453221       0.309290                 NaN  0.419594                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.6422                 NaN  0.197592                 NaN  0.303928       0.444609                 NaN  0.411705                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.6608                 NaN  0.196720                 NaN  0.439529       0.296910                 NaN  0.405996                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.6787                 NaN  0.195796                 NaN  0.434709       0.290383                 NaN  0.400452                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.6068                 NaN  0.208285                 NaN  0.306302       0.454808                 NaN  0.423819                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.8154                 NaN  0.180371                 NaN  0.393510       0.253005                 NaN  0.357698                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.7337                 NaN  0.191446                 NaN  0.273336       0.418415                 NaN  0.383070                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.7510                 NaN  0.190682                 NaN  0.414181       0.266325                 NaN  0.377839                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.7676                 NaN  0.189486                 NaN  0.409446       0.260858                 NaN  0.372569                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.7840                 NaN  0.188163                 NaN  0.404932       0.255510                 NaN  0.367369                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.8001                 NaN  0.186676                 NaN  0.250792       0.400232                 NaN  0.362241                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.8156                 NaN  0.185316                 NaN  0.246158       0.395552                 NaN  0.357326                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        98.8309                 NaN  0.184071                 NaN  0.241453       0.391040                 NaN  0.352499                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        98.8455                 NaN  0.183026                 NaN  0.387500       0.236145                 NaN  0.347878                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        98.8612                 NaN  0.180956                 NaN  0.232871       0.382223                 NaN  0.342782                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        98.8749                 NaN  0.179783                 NaN  0.378131       0.228765                 NaN  0.338430                 NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        98.8887                 NaN  0.178290                 NaN  0.224764       0.374275                 NaN  0.333989                 NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        98.9021                 NaN  0.176824                 NaN  0.221184       0.370169                 NaN  0.329685                 NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        98.9163                 NaN  0.175128                 NaN  0.217646       0.365910                 NaN  0.325038                 NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        98.9272                 NaN  0.174650                 NaN  0.362234       0.214268                 NaN  0.321684                 NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        98.9447                 NaN  0.171154                 NaN  0.211555       0.356892                 NaN  0.315717                 NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        98.9550                 NaN  0.170225                 NaN  0.208358       0.353920                 NaN  0.312454                 NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        98.9672                 NaN  0.168675                 NaN  0.350247       0.205368                 NaN  0.308530                 NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        98.9797                 NaN  0.167151                 NaN  0.346187       0.202414                 NaN  0.304505                 NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        98.9908                 NaN  0.165313                 NaN  0.200053       0.342995                 NaN  0.300825                 NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.0015                 NaN  0.164961                 NaN  0.193858       0.342117                 NaN  0.297533                 NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.0144                 NaN  0.159785                 NaN  0.333206       0.200018                 NaN  0.292615                 NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.0254                 NaN  0.159417                 NaN  0.331197       0.194739                 NaN  0.289269                 NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.0351                 NaN  0.157821                 NaN  0.192499       0.328510                 NaN  0.286047                 NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.0468                 NaN  0.155554                 NaN  0.191265       0.324234                 NaN  0.282172                 NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.0570                 NaN  0.153867                 NaN  0.320912       0.189369                 NaN  0.278820                 NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.0589                 NaN  0.152015                 NaN  0.319914       0.191350                 NaN  0.277791                 NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.0832                 NaN  0.147600                 NaN  0.187158       0.312583                 NaN  0.269503                 NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.0858                 NaN  0.149160                 NaN  0.183759       0.312114                 NaN  0.269195                 NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.0956                 NaN  0.145829                 NaN  0.185523       0.307086                 NaN  0.265932                 NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.1070                 NaN  0.142376                 NaN  0.302974       0.185965                 NaN  0.261671                 NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.1154                 NaN  0.141127                 NaN  0.299736       0.184609                 NaN  0.259094                 NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.1238                 NaN  0.138660                 NaN  0.296709       0.184692                 NaN  0.256108                 NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.1328                 NaN  0.135901                 NaN  0.185969       0.292396                 NaN  0.252977                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.1409                 NaN  0.133917                 NaN  0.185443       0.289610                 NaN  0.250152                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.1491                 NaN  0.131435                 NaN  0.185587       0.286565                 NaN  0.247271                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.1582                 NaN  0.129165                 NaN  0.282092       0.186325                 NaN  0.244246                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.1666                 NaN  0.126540                 NaN  0.278423       0.187050                 NaN  0.241415                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.1740                 NaN  0.123883                 NaN  0.274966       0.188424                 NaN  0.238703                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.1820                 NaN  0.121798                 NaN  0.272203       0.187979                 NaN  0.236018                 NaN            NaN            NaN            NaN            NaN
