|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1564.95        2500.00        99.3687       0.584428       0.469150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00        99.3730       0.581380       0.456217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00        99.3783       0.576785       0.448978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00        99.3840       0.571389       0.445941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00        99.4215       0.536284       0.422047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00        99.3629       0.591365       0.457143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00        99.3989       0.551511       0.495464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00        99.3827       0.585043       0.322596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00        99.4277       0.532196       0.401496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00        98.8584        1.06642       0.752242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00        99.9737       0.250697E-001  0.124000E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00        99.4222       0.541846       0.359558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00        99.4250       0.538920       0.361073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00        99.4296       0.535416       0.350221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00        99.4287       0.537504       0.337773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00        99.4410       0.525911       0.330415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00        99.4375       0.538098       0.243623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        99.4500       0.492886       0.570724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.4489       0.536883       0.142018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.4546       0.496031       0.493816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.4546       0.535274       0.100873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        99.4592       0.514538       0.262254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        99.4648       0.507224       0.280180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.3482       0.869770E-001  0.161622E-001            NaN  0.548638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.2991                 NaN  0.136992E-002            NaN  0.699555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        99.3063       0.975263E-001            NaN            NaN  0.596194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        99.3005                 NaN            NaN            NaN  0.699501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.2997                 NaN            NaN            NaN  0.700268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        99.2958                 NaN            NaN            NaN  0.704203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.2932                 NaN            NaN            NaN  0.706825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.2948                 NaN            NaN            NaN  0.705165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.2860                 NaN            NaN            NaN  0.713962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.2826                 NaN  0.101319E-005            NaN  0.717359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.2728                 NaN            NaN            NaN  0.727199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        99.2312                 NaN            NaN            NaN  0.711741       0.570392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.8556                 NaN            NaN            NaN  0.444418       0.699951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.8642                 NaN            NaN            NaN  0.692064       0.443779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.5459                 NaN            NaN            NaN  0.888142       0.566003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        99.2417                 NaN  0.584332E-004            NaN  0.462638       0.295578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        98.9071                 NaN            NaN            NaN  0.668673       0.424195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.9180                 NaN            NaN            NaN  0.419180       0.662847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.9294                 NaN            NaN            NaN  0.414548       0.656048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.9407                 NaN            NaN            NaN  0.649320       0.409956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        99.1002                 NaN            NaN            NaN  0.553154       0.346655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.8111                 NaN  0.894339E-006            NaN  0.729461       0.459484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9738                 NaN            NaN            NaN  0.396649       0.629593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.9836                 NaN            NaN            NaN  0.624527       0.391915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.9930                 NaN            NaN            NaN  0.387100       0.619926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        99.0036                 NaN            NaN            NaN  0.384310       0.612071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        99.0137                 NaN            NaN            NaN  0.379706       0.606640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        99.0215                 NaN            NaN            NaN  0.602803       0.375682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        99.0322                 NaN            NaN            NaN  0.596039       0.371718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        99.0407                 NaN            NaN            NaN  0.367985       0.591346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        99.0508                 NaN            NaN            NaN  0.585680       0.363499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        99.0585                 NaN            NaN            NaN  0.360434       0.581116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        99.0668                 NaN            NaN            NaN  0.576998       0.356187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        99.0578                 NaN  0.252437E-001            NaN  0.324576       0.592331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        99.1077                 NaN            NaN            NaN  0.552287       0.340011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        99.0927                 NaN  0.257692E-005            NaN  0.561358       0.345930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        99.0990                 NaN            NaN            NaN  0.342503       0.558463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        99.1075                 NaN  0.916583E-006            NaN  0.339249       0.553288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        99.1157                 NaN            NaN            NaN  0.548897       0.335424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        99.1231                 NaN            NaN            NaN  0.544911       0.331994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        99.1304                 NaN  0.304486E-005            NaN  0.328555       0.541073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.1373                 NaN  0.304235E-003            NaN  0.537168       0.325186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.1412                 NaN            NaN            NaN  0.535317       0.323464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.1544                 NaN  0.348907E-002            NaN  0.313233       0.528855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.1581                 NaN            NaN            NaN  0.526361       0.315557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        99.1642                 NaN            NaN            NaN  0.522823       0.312975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        93.6410                 NaN  0.450939                 NaN   2.15352       0.304333        1.52895        1.92122                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        99.9999                 NaN  0.315556E-004            NaN  0.453691E-005            NaN            NaN  0.227970E-004            NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        99.9997       0.343793E-005            NaN            NaN  0.932128E-004  0.911382E-004            NaN  0.953362E-004            NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        99.9998                 NaN  0.873589E-004            NaN            NaN            NaN            NaN  0.656500E-004            NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        94.9621                 NaN  0.443762                 NaN   1.39612        1.46192                 NaN   1.73605                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.7315                 NaN  0.203310                 NaN  0.623418       0.659135                 NaN  0.782613                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.8509                 NaN  0.194957                 NaN  0.585821       0.625932                 NaN  0.742415                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.7594                 NaN  0.207284                 NaN  0.654140       0.603448                 NaN  0.775708                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.8952                 NaN  0.193903                 NaN  0.568165       0.615294                 NaN  0.727425                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.9321                 NaN  0.194663                 NaN  0.551990       0.605160                 NaN  0.716134                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.9786                 NaN  0.192416                 NaN  0.534897       0.593380                 NaN  0.700715                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        98.0201                 NaN  0.190557                 NaN  0.519239       0.583162                 NaN  0.686916                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        98.0612                 NaN  0.188821                 NaN  0.505101       0.571670                 NaN  0.673252                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        98.1064                 NaN  0.186815                 NaN  0.489130       0.559748                 NaN  0.657871                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        98.1698                 NaN  0.183158                 NaN  0.543427       0.466910                 NaN  0.636678                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        98.1568                 NaN  0.185155                 NaN  0.470445       0.546347                 NaN  0.641205                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.2191                 NaN  0.181629                 NaN  0.449594       0.529580                 NaN  0.620099                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.2541                 NaN  0.179958                 NaN  0.520279       0.437232                 NaN  0.608397                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.2890                 NaN  0.178400                 NaN  0.510825       0.425199                 NaN  0.596613                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.3203                 NaN  0.177256                 NaN  0.502167       0.413862                 NaN  0.586461                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.3589                 NaN  0.174556                 NaN  0.401568       0.492367                 NaN  0.572606                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.3861                 NaN  0.173821                 NaN  0.390739       0.485540                 NaN  0.563801                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.4168                 NaN  0.172178                 NaN  0.380948       0.476738                 NaN  0.553381                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.4413                 NaN  0.171661                 NaN  0.372388       0.468987                 NaN  0.545645                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.4767                 NaN  0.168654                 NaN  0.361485       0.460476                 NaN  0.532732                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.5017                 NaN  0.168069                 NaN  0.454231       0.351483                 NaN  0.524523                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.5270                 NaN  0.167129                 NaN  0.342194       0.447723                 NaN  0.515966                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.5558                 NaN  0.165030                 NaN  0.333846       0.439440                 NaN  0.505931                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.5798                 NaN  0.164011                 NaN  0.325147       0.433154                 NaN  0.497914                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.6046                 NaN  0.162728                 NaN  0.426429       0.316833                 NaN  0.489435                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.6287                 NaN  0.161359                 NaN  0.308731       0.420099                 NaN  0.481065                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.6515                 NaN  0.160086                 NaN  0.301638       0.413470                 NaN  0.473349                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.6749                 NaN  0.158711                 NaN  0.293454       0.407558                 NaN  0.465379                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.6976                 NaN  0.157543                 NaN  0.286352       0.400928                 NaN  0.457626                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.7180                 NaN  0.156345                 NaN  0.396467       0.278925                 NaN  0.450292                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.7393                 NaN  0.155012                 NaN  0.390173       0.272511                 NaN  0.442999                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.7575                 NaN  0.154157                 NaN  0.267389       0.383897                 NaN  0.437034                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.7819                 NaN  0.152317                 NaN  0.259128       0.378811                 NaN  0.427885                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.7961                 NaN  0.151641                 NaN  0.376000       0.252717                 NaN  0.423579                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.8187                 NaN  0.149601                 NaN  0.248030       0.368444                 NaN  0.415267                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.8364                 NaN  0.148652                 NaN  0.363819       0.242000                 NaN  0.409166                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.8534                 NaN  0.147606                 NaN  0.359388       0.236361                 NaN  0.403241                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.7917                 NaN  0.156928                 NaN  0.249105       0.375798                 NaN  0.426433                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.9752                 NaN  0.135424                 NaN  0.324510       0.205381                 NaN  0.359533                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.9055                 NaN  0.143445                 NaN  0.221624       0.344687                 NaN  0.384759                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.9218                 NaN  0.142569                 NaN  0.340819       0.215679                 NaN  0.379180                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.9375                 NaN  0.141380                 NaN  0.336523       0.210981                 NaN  0.373571                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.9531                 NaN  0.140093                 NaN  0.332422       0.206393                 NaN  0.368040                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.9682                 NaN  0.138704                 NaN  0.202312       0.328150                 NaN  0.362590                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.9830                 NaN  0.137401                 NaN  0.198320       0.323938                 NaN  0.357360                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        98.9974                 NaN  0.136190                 NaN  0.194288       0.319867                 NaN  0.352226                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        99.0112                 NaN  0.135136                 NaN  0.316588       0.189790                 NaN  0.347305                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        99.0259                 NaN  0.133328                 NaN  0.186907       0.311903                 NaN  0.341919                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        99.0390                 NaN  0.132191                 NaN  0.308191       0.183376                 NaN  0.337283                 NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        99.0520                 NaN  0.130819                 NaN  0.179944       0.304687                 NaN  0.332565                 NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        99.0647                 NaN  0.129479                 NaN  0.176860       0.300979                 NaN  0.327991                 NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        99.0780                 NaN  0.127964                 NaN  0.173804       0.297158                 NaN  0.323082                 NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        99.0884                 NaN  0.127376                 NaN  0.293883       0.170896                 NaN  0.319466                 NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        99.1045                 NaN  0.124556                 NaN  0.168522       0.289145                 NaN  0.313263                 NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        99.1144                 NaN  0.123623                 NaN  0.165770       0.286432                 NaN  0.309752                 NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        99.1259                 NaN  0.122254                 NaN  0.283094       0.163197                 NaN  0.305591                 NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        99.1376                 NaN  0.120915                 NaN  0.279518       0.160656                 NaN  0.301338                 NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        99.1481                 NaN  0.119327                 NaN  0.158578       0.276566                 NaN  0.297432                 NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.1581                 NaN  0.118846                 NaN  0.153512       0.275585                 NaN  0.293916                 NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.1702                 NaN  0.114838                 NaN  0.268026       0.158159                 NaN  0.288801                 NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.1804                 NaN  0.114385                 NaN  0.266117       0.153805                 NaN  0.285245                 NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.1897                 NaN  0.113002                 NaN  0.151856       0.263638                 NaN  0.281818                 NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.2005                 NaN  0.111176                 NaN  0.150697       0.259889                 NaN  0.277752                 NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.2101                 NaN  0.109746                 NaN  0.256938       0.149035                 NaN  0.274209                 NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.2126                 NaN  0.108169                 NaN  0.255845       0.150422                 NaN  0.272956                 NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.2340                 NaN  0.104845                 NaN  0.146943       0.249672                 NaN  0.264573                 NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.2372                 NaN  0.105748                 NaN  0.144083       0.248963                 NaN  0.264040                 NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.2462                 NaN  0.103188                 NaN  0.145330       0.244672                 NaN  0.260607                 NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.2566                 NaN  0.100553                 NaN  0.241146       0.145496                 NaN  0.256203                 NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.2645                 NaN  0.994903E-001            NaN  0.238287       0.144283                 NaN  0.253456                 NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.2724                 NaN  0.975401E-001            NaN  0.235609       0.144164                 NaN  0.250314                 NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.2807                 NaN  0.954196E-001            NaN  0.144994       0.231893                 NaN  0.247035                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.2883                 NaN  0.938369E-001            NaN  0.144421       0.229423                 NaN  0.244062                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.2959                 NaN  0.919201E-001            NaN  0.144387       0.226739                 NaN  0.241038                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.3042                 NaN  0.901717E-001            NaN  0.222944       0.144793                 NaN  0.237880                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.3119                 NaN  0.881755E-001            NaN  0.219797       0.145195                 NaN  0.234917                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.3189                 NaN  0.861500E-001            NaN  0.216819       0.146102                 NaN  0.232074                 NaN            NaN            NaN            NaN            NaN
