|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1529.45        2500.00                 NaN   99.4470       0.522759       0.301984E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.88        2500.00                 NaN   99.9960       0.321082E-002  0.759997E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00                 NaN   98.9121        1.02968       0.582009E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.75        2500.00                 NaN   99.4577       0.513312       0.290327E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.18        2500.00                 NaN   99.5881       0.390800       0.210672E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00                 NaN   99.3375       0.629524       0.330096E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.05        2500.00                 NaN   99.4675       0.506982       0.255151E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.48        2500.00                 NaN   99.2902       0.675979       0.338649E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.8714       0.121998       0.662538E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.35        2500.00                 NaN   99.2585       0.710440       0.310655E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00                 NaN   99.4794       0.498273       0.223699E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.22        2500.00                 NaN   99.4808       0.498207       0.210048E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.65        2500.00                 NaN   99.4519       0.400869       0.132949E-001  0.133966                 NaN            NaN            NaN            NaN            NaN
  1509.09        2500.00                 NaN   99.1790                 NaN            NaN  0.686163       0.134845                 NaN            NaN            NaN            NaN
  1507.52        2500.00                 NaN   98.8468                 NaN  0.203036E-001  0.692054       0.440833                 NaN            NaN            NaN            NaN
  1505.95        2500.00                 NaN   98.8608                 NaN  0.476817E-001  0.696978       0.394521                 NaN            NaN            NaN            NaN
  1504.39        2500.00                 NaN   98.8730                 NaN  0.456455E-001  0.392956       0.688410                 NaN            NaN            NaN            NaN
  1502.82        2500.00                 NaN   98.8851                 NaN  0.441704E-001  0.389806       0.680943                 NaN            NaN            NaN            NaN
  1501.25        2500.00                 NaN   98.8969       0.506237E-002  0.423801E-001  0.381617       0.674090                 NaN            NaN            NaN            NaN
  1499.69        2500.00                 NaN   98.9095       0.738253E-001  0.390812E-001  0.674525       0.303060                 NaN            NaN            NaN            NaN
  1498.12        2500.00                 NaN   98.9190       0.251184E-001  0.385590E-001  0.662084       0.355211                 NaN            NaN            NaN            NaN
  1496.55        2500.00                 NaN   98.9306                 NaN  0.378524E-001  0.652794       0.378735                 NaN            NaN            NaN            NaN
  1494.99        2500.00                 NaN   98.9401       0.130266E-002  0.362095E-001  0.646029       0.376376                 NaN            NaN            NaN            NaN
  1493.42        2500.00                 NaN   98.9513                 NaN  0.348425E-001  0.375103       0.638725                 NaN            NaN            NaN            NaN
  1491.85        2500.00                 NaN   98.9592                 NaN  0.334554E-001  0.372786       0.634508                 NaN            NaN            NaN            NaN
  1490.29        2500.00                 NaN   98.9716       0.873175E-001  0.292366E-001  0.634035       0.277849                 NaN            NaN            NaN            NaN
  1488.72        2500.00                 NaN   98.9807                 NaN  0.304482E-001  0.620404       0.368436                 NaN            NaN            NaN            NaN
  1487.16        2500.00                 NaN   98.9899                 NaN  0.290508E-001  0.614798       0.366243                 NaN            NaN            NaN            NaN
  1485.59        2500.00                 NaN   98.9989                 NaN  0.279778E-001  0.364015       0.609064                 NaN            NaN            NaN            NaN
  1484.02        2500.00                 NaN   99.0071                 NaN  0.266834E-001  0.362468       0.603780                 NaN            NaN            NaN            NaN
  1482.46        2500.00                 NaN   99.0148                 NaN  0.256711E-001  0.599089       0.360466                 NaN            NaN            NaN            NaN
  1480.89        2500.00                 NaN   99.0266                 NaN  0.240464E-001  0.591986       0.357379                 NaN            NaN            NaN            NaN
  1479.32        2500.00                 NaN   99.0330                 NaN  0.231804E-001  0.355733       0.588107                 NaN            NaN            NaN            NaN
  1477.76        2500.00                 NaN   99.0413                 NaN  0.219641E-001  0.353641       0.583126                 NaN            NaN            NaN            NaN
  1476.19        2500.00                 NaN   99.0482                 NaN  0.204328E-001  0.352495       0.578917                 NaN            NaN            NaN            NaN
  1474.62        2500.00                 NaN   99.0627       0.112056       0.146979E-001  0.233632       0.576885                 NaN            NaN            NaN            NaN
  1473.06        2500.00                 NaN   99.0643                 NaN  0.229314E-005  0.562738       0.372925                 NaN            NaN            NaN            NaN
  1471.49        2500.00                 NaN   99.0772                 NaN  0.358176E-001  0.568699       0.318238                 NaN            NaN            NaN            NaN
  1469.92        2500.00                 NaN   99.0805                 NaN  0.162573E-001  0.559636       0.343655                 NaN            NaN            NaN            NaN
  1468.36        2500.00                 NaN   99.0877                 NaN  0.151944E-001  0.342172       0.554976                 NaN            NaN            NaN            NaN
  1466.79        2500.00                 NaN   99.0955                 NaN  0.141997E-001  0.550648       0.339695                 NaN            NaN            NaN            NaN
  1465.23        2500.00                 NaN   99.1009                 NaN  0.133347E-001  0.547264       0.338518                 NaN            NaN            NaN            NaN
  1463.66        2500.00                 NaN   99.1105                 NaN  0.119314E-001  0.336119       0.541424                 NaN            NaN            NaN            NaN
  1462.09        2500.00                 NaN   99.1148                 NaN  0.113328E-001  0.539826       0.334064                 NaN            NaN            NaN            NaN
  1460.53        2500.00                 NaN   99.1227                 NaN  0.101855E-001  0.534591       0.332511                 NaN            NaN            NaN            NaN
  1458.96        2500.00                 NaN   99.1284                 NaN  0.930170E-002  0.531282       0.330995                 NaN            NaN            NaN            NaN
  1457.39        2500.00                 NaN   99.1324                 NaN  0.862384E-002  0.330574       0.528399                 NaN            NaN            NaN            NaN
  1455.83        2500.00                 NaN   99.1419                 NaN  0.769779E-003  0.336963       0.520349                 NaN            NaN            NaN            NaN
  1454.26        2500.00                 NaN   99.1882                 NaN  0.130352E-001  0.497750       0.301004                 NaN            NaN            NaN            NaN
  1452.69        2500.00                 NaN   99.1118                 NaN  0.589864E-002  0.339971       0.542311                 NaN            NaN            NaN            NaN
  1451.13        2500.00                 NaN   99.1592                 NaN  0.474607E-002  0.513752       0.322292                 NaN            NaN            NaN            NaN
  1449.56        2500.00                 NaN   99.1636                 NaN  0.401429E-002  0.321234       0.511179                 NaN            NaN            NaN            NaN
  1447.99        2500.00                 NaN   99.1691                 NaN  0.317431E-002  0.508331       0.319421                 NaN            NaN            NaN            NaN
  1446.43        2500.00                 NaN   98.7562                 NaN  0.629988E-001  0.411801       0.548966                 NaN  0.220003                 NaN            NaN
  1444.86        2500.00                 NaN   97.7597                 NaN  0.211379       0.630601       0.645016                 NaN  0.753258                 NaN            NaN
  1443.30        2500.00                 NaN   96.1885                 NaN  0.368322        1.10556        1.05649                 NaN   1.28117                 NaN            NaN
  1441.73        2500.00                 NaN   99.4871                 NaN  0.487744E-001  0.143293       0.149325                 NaN  0.171496                 NaN            NaN
  1440.16        2500.00                 NaN   97.8977                 NaN  0.206374       0.578671       0.608087                 NaN  0.709159                 NaN            NaN
  1438.60        2500.00                 NaN   97.9520                 NaN  0.202796       0.561068       0.593708                 NaN  0.690464                 NaN            NaN
  1437.03        2500.00                 NaN   97.9862                 NaN  0.201674       0.547389       0.584706                 NaN  0.680058                 NaN            NaN
  1435.46        2500.00                 NaN   98.0322                 NaN  0.201445       0.572552       0.528968                 NaN  0.664826                 NaN            NaN
  1433.90        2500.00                 NaN   98.0689                 NaN  0.199233       0.562828       0.516199                 NaN  0.652832                 NaN            NaN
  1432.33        2500.00                 NaN   98.1004                 NaN  0.198281       0.504055       0.554996                 NaN  0.642271                 NaN            NaN
  1430.76        2500.00                 NaN   98.1479                 NaN  0.196369       0.541725       0.487154                 NaN  0.626897                 NaN            NaN
  1429.20        2500.00                 NaN   98.1796                 NaN  0.194992       0.533424       0.475526                 NaN  0.616414                 NaN            NaN
  1427.63        2500.00                 NaN   98.2116                 NaN  0.193962       0.463213       0.524943                 NaN  0.606316                 NaN            NaN
  1426.07        2500.00                 NaN   98.2477                 NaN  0.192428       0.515011       0.450634                 NaN  0.594262                 NaN            NaN
  1424.50        2500.00                 NaN   98.2792                 NaN  0.191234       0.439203       0.506256                 NaN  0.584073                 NaN            NaN
  1422.93        2500.00                 NaN   98.3111                 NaN  0.189849       0.427605       0.497888                 NaN  0.573587                 NaN            NaN
  1421.37        2500.00                 NaN   98.3411                 NaN  0.188820       0.489752       0.416609                 NaN  0.563758                 NaN            NaN
  1419.80        2500.00                 NaN   98.3635                 NaN  0.189004       0.406330       0.484049                 NaN  0.557161                 NaN            NaN
  1418.23        2500.00                 NaN   98.4076                 NaN  0.185032       0.471131       0.394969                 NaN  0.541237                 NaN            NaN
  1416.67        2500.00                 NaN   98.4261                 NaN  0.185631       0.467315       0.385258                 NaN  0.535660                 NaN            NaN
  1415.10        2500.00                 NaN   98.4533                 NaN  0.184537       0.459952       0.375772                 NaN  0.526486                 NaN            NaN
  1413.53        2500.00                 NaN   98.4539                 NaN  0.138071       0.444442       0.443646                 NaN  0.519902                 NaN            NaN
  1411.97        2500.00                 NaN   98.5288                 NaN  0.229864       0.456925       0.275771                 NaN  0.508651                 NaN            NaN
  1410.40        2500.00                 NaN   98.5293                 NaN  0.181624       0.439052       0.348453                 NaN  0.501539                 NaN            NaN
  1408.83        2500.00                 NaN   98.5543                 NaN  0.180518       0.432548       0.339408                 NaN  0.493208                 NaN            NaN
  1407.27        2500.00                 NaN   98.5786                 NaN  0.179522       0.331223       0.425378                 NaN  0.485268                 NaN            NaN
  1405.70        2500.00                 NaN   98.6004                 NaN  0.178688       0.420044       0.323003                 NaN  0.477846                 NaN            NaN
  1404.14        2500.00                 NaN   98.6223                 NaN  0.177782       0.414240       0.315022                 NaN  0.470612                 NaN            NaN
  1402.57        2500.00                 NaN   98.6443                 NaN  0.176902       0.407583       0.307921                 NaN  0.463306                 NaN            NaN
  1401.00        2500.00                 NaN   98.6668                 NaN  0.175789       0.299737       0.401819                 NaN  0.455806                 NaN            NaN
  1399.44        2500.00                 NaN   98.6842                 NaN  0.175670       0.396915       0.292678                 NaN  0.450563                 NaN            NaN
  1397.87        2500.00                 NaN   98.7079                 NaN  0.173535       0.285619       0.391155                 NaN  0.441761                 NaN            NaN
  1396.30        2500.00                 NaN   98.7212                 NaN  0.173847       0.386822       0.280111                 NaN  0.437976                 NaN            NaN
  1394.74        2500.00                 NaN   98.7491                 NaN  0.172079       0.380394       0.270650                 NaN  0.427784                 NaN            NaN
  1393.17        2500.00                 NaN   98.7637                 NaN  0.171504       0.375587       0.265964                 NaN  0.423280                 NaN            NaN
  1391.60        2500.00                 NaN   98.7777                 NaN  0.172179       0.372546       0.258406                 NaN  0.419138                 NaN            NaN
  1390.04        2500.00                 NaN   98.8013                 NaN  0.168635       0.254254       0.365555                 NaN  0.410248                 NaN            NaN
  1388.47        2500.00                 NaN   98.8127                 NaN  0.168365       0.250141       0.361904                 NaN  0.406918                 NaN            NaN
  1386.90        2500.00                 NaN   98.8372                 NaN  0.169055       0.238562       0.356665                 NaN  0.398482                 NaN            NaN
  1385.34        2500.00                 NaN   98.8496                 NaN  0.167449       0.236145       0.352594                 NaN  0.394238                 NaN            NaN
  1383.77        2500.00                 NaN   98.8659                 NaN  0.166612       0.348236       0.230477                 NaN  0.388734                 NaN            NaN
  1382.21        2500.00                 NaN   98.8810                 NaN  0.165856       0.344165       0.225370                 NaN  0.383614                 NaN            NaN
  1380.64        2500.00                 NaN   98.8971                 NaN  0.164778       0.339493       0.220558                 NaN  0.378076                 NaN            NaN
  1379.07        2500.00                 NaN   98.9116                 NaN  0.164059       0.335976       0.215263                 NaN  0.373112                 NaN            NaN
  1377.51        2500.00                 NaN   98.9266                 NaN  0.163290       0.331632       0.210371                 NaN  0.368149                 NaN            NaN
  1375.94        2500.00                 NaN   98.9413                 NaN  0.162120       0.327776       0.206001                 NaN  0.362849                 NaN            NaN
  1374.37        2500.00                 NaN   98.9428                 NaN  0.164383       0.201090       0.327827                 NaN  0.363854                 NaN            NaN
  1372.81        2500.00                 NaN   98.9831                 NaN  0.157232       0.315746       0.196312                 NaN  0.347574                 NaN            NaN
  1371.24        2500.00                 NaN   98.9816                 NaN  0.159577       0.192962       0.316905                 NaN  0.349000                 NaN            NaN
  1369.67        2500.00                 NaN   98.9945                 NaN  0.158864       0.313143       0.188786                 NaN  0.344745                 NaN            NaN
  1368.11        2500.00                 NaN   99.0086                 NaN  0.157378       0.185182       0.309346                 NaN  0.339541                 NaN            NaN
  1366.54        2500.00                 NaN   99.0204                 NaN  0.156775       0.306174       0.181060                 NaN  0.335595                 NaN            NaN
  1364.97        2500.00                 NaN   99.0325                 NaN  0.155767       0.177720       0.302741                 NaN  0.331266                 NaN            NaN
  1363.41        2500.00                 NaN   99.0449                 NaN  0.154966       0.173682       0.299417                 NaN  0.327006                 NaN            NaN
  1361.84        2500.00                 NaN   99.0567                 NaN  0.153586       0.296139       0.170813                 NaN  0.322768                 NaN            NaN
  1360.28        2500.00                 NaN   99.0678                 NaN  0.152782       0.293319       0.167364                 NaN  0.318737                 NaN            NaN
  1358.71        2500.00                 NaN   99.0797                 NaN  0.151258       0.289707       0.164769                 NaN  0.314603                 NaN            NaN
  1357.14        2500.00                 NaN   99.0873                 NaN  0.151430       0.160791       0.288156                 NaN  0.312292                 NaN            NaN
  1355.58        2500.00                 NaN   99.1033                 NaN  0.148591       0.159609       0.282322                 NaN  0.306165                 NaN            NaN
  1354.01        2500.00                 NaN   99.1115                 NaN  0.147986       0.280492       0.156734                 NaN  0.303302                 NaN            NaN
  1352.44        2500.00                 NaN   99.1227                 NaN  0.146935       0.277804       0.153368                 NaN  0.299207                 NaN            NaN
  1350.88        2500.00                 NaN   99.1325                 NaN  0.145866       0.274867       0.150970                 NaN  0.295782                 NaN            NaN
  1349.31        2500.00                 NaN   99.1427                 NaN  0.144632       0.148604       0.271987                 NaN  0.292099                 NaN            NaN
  1347.74        2500.00                 NaN   99.1523                 NaN  0.143404       0.146639       0.269043                 NaN  0.288654                 NaN            NaN
  1346.18        2500.00                 NaN   99.1619                 NaN  0.142128       0.266336       0.144523                 NaN  0.285077                 NaN            NaN
  1344.61        2500.00                 NaN   99.1713                 NaN  0.141098       0.263505       0.142251                 NaN  0.281797                 NaN            NaN
  1343.05        2500.00                 NaN   99.1806                 NaN  0.139616       0.140935       0.260542                 NaN  0.278349                 NaN            NaN
  1341.48        2500.00                 NaN   99.1898                 NaN  0.137779       0.257897       0.139745                 NaN  0.274780                 NaN            NaN
  1339.91        2500.00                 NaN   99.1985                 NaN  0.136993       0.137165       0.255603                 NaN  0.271702                 NaN            NaN
  1338.35        2500.00                 NaN   99.2071                 NaN  0.135000       0.252519       0.136974                 NaN  0.268442                 NaN            NaN
  1336.78        2500.00                 NaN   99.2156                 NaN  0.134098       0.250215       0.134614                 NaN  0.265505                 NaN            NaN
  1335.21        2500.00                 NaN   99.2240                 NaN  0.132255       0.134123       0.247475                 NaN  0.262195                 NaN            NaN
  1333.65        2500.00                 NaN   99.2321                 NaN  0.131009       0.132821       0.244694                 NaN  0.259329                 NaN            NaN
  1332.08        2500.00                 NaN   99.2402                 NaN  0.129209       0.242952       0.131566                 NaN  0.256046                 NaN            NaN
  1330.51        2500.00                 NaN   99.2479                 NaN  0.127859       0.130866       0.240140                 NaN  0.253198                 NaN            NaN
  1328.95        2500.00                 NaN   99.2549                 NaN  0.125985       0.237713       0.130990                 NaN  0.250381                 NaN            NaN
  1327.38        2500.00                 NaN   99.2627                 NaN  0.124428       0.235175       0.130171                 NaN  0.247505                 NaN            NaN
  1325.81        2500.00                 NaN   99.2705                 NaN  0.122822       0.129570       0.232449                 NaN  0.244640                 NaN            NaN
  1324.25        2500.00                 NaN   99.2739                 NaN  0.123549       0.127361       0.230974                 NaN  0.244233                 NaN            NaN
  1322.68        2500.00                 NaN   99.2891                 NaN  0.117026       0.130932       0.226219                 NaN  0.236768                 NaN            NaN
  1321.12        2500.00                 NaN   99.2912                 NaN  0.117825       0.128714       0.225745                 NaN  0.236534                 NaN            NaN
  1319.55        2500.00                 NaN   99.2984                 NaN  0.115804       0.129053       0.222980                 NaN  0.233758                 NaN            NaN
  1317.98        2500.00                 NaN   99.3046                 NaN  0.114028       0.129410       0.220541                 NaN  0.231391                 NaN            NaN
  1316.42        2500.00                 NaN   99.3116                 NaN  0.112131       0.217972       0.129728                 NaN  0.228547                 NaN            NaN
  1314.85        2500.00                 NaN   99.3177                 NaN  0.110339       0.215790       0.129989                 NaN  0.226223                 NaN            NaN
  1313.28        2500.00                 NaN   99.3238                 NaN  0.108450       0.213442       0.130513                 NaN  0.223777                 NaN            NaN
  1311.72        2500.00                 NaN   99.3298                 NaN  0.106424       0.211149       0.131281                 NaN  0.221299                 NaN            NaN
  1310.15        2500.00                 NaN   99.3358                 NaN  0.105259       0.131592       0.207754                 NaN  0.219598                 NaN            NaN
  1308.58        2500.00                 NaN   99.3415                 NaN  0.101964       0.207529       0.132900                 NaN  0.216096                 NaN            NaN
  1307.02        2500.00                 NaN   99.3474                 NaN  0.100696       0.203667       0.133808                 NaN  0.214450                 NaN            NaN
  1305.45        2500.00                 NaN   99.3522                 NaN  0.978875E-001  0.201380       0.136387                 NaN  0.212155                 NaN            NaN
  1303.88        2500.00                 NaN   99.3587                 NaN  0.966600E-001  0.135567       0.199309                 NaN  0.209814                 NaN            NaN
  1302.32        2500.00                 NaN   99.3639                 NaN  0.945150E-001  0.196800       0.137095                 NaN  0.207674                 NaN            NaN
  1300.75        2500.00                 NaN   99.3687                 NaN  0.925256E-001  0.194466       0.138565                 NaN  0.205715                 NaN            NaN
  1299.19        2500.00                 NaN   99.3746                 NaN  0.903346E-001  0.191889       0.139831                 NaN  0.203380                 NaN            NaN
  1297.62        2500.00                 NaN   99.3793                 NaN  0.883045E-001  0.189475       0.141472                 NaN  0.201407                 NaN            NaN
  1296.05        2500.00                 NaN   99.3831                 NaN  0.860423E-001  0.143980       0.187080                 NaN  0.199770                 NaN            NaN
  1294.49        2500.00                 NaN   99.3890                 NaN  0.839242E-001  0.185116       0.144656                 NaN  0.197267                 NaN            NaN
  1292.92        2500.00                 NaN   99.3936                 NaN  0.825435E-001  0.145583       0.182593                 NaN  0.195685                 NaN            NaN
  1291.35        2500.00                 NaN   99.3982                 NaN  0.791994E-001  0.179704       0.149424                 NaN  0.193464                 NaN            NaN
  1289.79        2500.00                 NaN   99.4023                 NaN  0.778649E-001  0.177657       0.150158                 NaN  0.191998                 NaN            NaN
  1288.22        2500.00                 NaN   99.4074                 NaN  0.756841E-001  0.151552       0.175537                 NaN  0.189791                 NaN            NaN
  1286.65        2500.00                 NaN   99.4116                 NaN  0.733474E-001  0.154533       0.172355                 NaN  0.188116                 NaN            NaN
  1285.09        2500.00                 NaN   97.3706                 NaN  0.248588       0.147463       0.388779                 NaN  0.426846        1.41773                 NaN
  1283.52        2500.00                 NaN   90.2659                 NaN  0.853450        1.14982       0.125346                 NaN   1.25858        6.34686                 NaN
  1281.95        2500.00                 NaN   90.0727                 NaN  0.873115       0.965510E-001   1.19018                 NaN   1.27961        6.48782                 NaN
  1280.39        2500.00                 NaN   89.9286                 NaN  0.892287        1.22993       0.563122E-001            NaN   1.29480        6.59809                 NaN
  1278.82        2500.00       0.526376        80.3314                 NaN  0.997570        2.53143       0.319638                 NaN   2.38825        12.9053                 NaN
  1277.26        2500.00        4.83635                 NaN            NaN   1.83324        3.10988        12.7806                 NaN   11.4290        66.0110                 NaN
  1275.69        2500.00        4.83062                 NaN            NaN   1.85324        12.7370        3.12749                 NaN   11.4449        66.0067                 NaN
  1274.12        2500.00        4.82514                 NaN            NaN   1.87246        12.6872        3.15097                 NaN   11.4617        66.0026                 NaN
  1272.56        2500.00        4.81666                 NaN            NaN   1.90059        12.6545        3.15262                 NaN   11.4770        65.9986                 NaN
  1270.99        2500.00        4.81195                 NaN            NaN   1.91769        12.6153        3.16760                 NaN   11.4934        65.9941                 NaN
  1269.42        2500.00        4.80664                 NaN            NaN   1.93652        12.5767        3.18094                 NaN   11.5096        65.9896                 NaN
