|6.6.6
Archiving\03_Data\eqLP/QFM_m5/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1708.33        500.000        64.7095                 NaN   3.21925       0.108983E-001  0.691249        30.7376       0.631530                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        64.1763                 NaN   3.15762       0.102373E-001  0.691127        31.3187       0.645954                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        63.6434                 NaN   3.09602       0.957658E-002  0.691005        31.8997       0.660374                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        63.1106                 NaN   3.03443       0.891605E-002  0.690883        32.4804       0.674788                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        62.5780                 NaN   2.97286       0.825576E-002  0.690761        33.0609       0.689198                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        62.0456                 NaN   2.91132       0.759570E-002  0.690640        33.6412       0.703602                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        61.5086                 NaN   2.83723       0.689270E-002  0.690493        34.2392       0.717658                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        60.9717                 NaN   2.76317       0.619000E-002  0.690347        34.8369       0.731708                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        60.4350                 NaN   2.68913       0.548760E-002  0.690201        35.4344       0.745751                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        59.8986                 NaN   2.61514       0.478550E-002  0.690054        36.0316       0.759789                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        59.3624                 NaN   2.54117       0.408369E-002  0.689908        36.6286       0.773821                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        58.8265                 NaN   2.46723       0.338218E-002  0.689762        37.2253       0.787847                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        58.2907                 NaN   2.39333       0.268096E-002  0.689616        37.8218       0.801867                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        57.7552                 NaN   2.31945       0.198005E-002  0.689470        38.4180       0.815881                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        57.2364                 NaN   2.24575       0.133497E-002  0.689325        38.9976       0.829662                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        56.7177                 NaN   2.17208       0.690170E-003  0.689179        39.5769       0.843438                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        56.1861                 NaN   2.08842                 NaN  0.689014        40.1795       0.856935                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        55.6628                 NaN   2.00613                 NaN  0.688853        40.7718       0.870431                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        55.1418                 NaN   1.91928                 NaN  0.688683        41.3666       0.883611                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        54.6210                 NaN   1.83247                 NaN  0.688513        41.9612       0.896786                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        54.1005                 NaN   1.74571                 NaN  0.688343        42.5555       0.909953                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        53.5803                 NaN   1.65899                 NaN  0.688173        43.1495       0.923114                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        53.0739                 NaN   1.56411                 NaN  0.687987        43.7378       0.936234                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        52.5677                 NaN   1.46928                 NaN  0.687801        44.3259       0.949347                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        52.0619                 NaN   1.37450                 NaN  0.687616        44.9136       0.962452                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        51.5563                 NaN   1.27977                 NaN  0.687430        45.5010       0.975551                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        51.0510                 NaN   1.18510                 NaN  0.687245        46.0881       0.988642                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        50.5459                 NaN   1.09048                 NaN  0.687059        46.6748        1.00173                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        50.0411                 NaN  0.995903                 NaN  0.686874        47.2613        1.01480                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        49.5366                 NaN  0.901381                 NaN  0.686689        47.8474        1.02787                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        49.0613                 NaN  0.797494                 NaN  0.686485        48.4140        1.04069                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        48.5863                 NaN  0.693669                 NaN  0.686282        48.9802        1.05350                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        48.1116                 NaN  0.589904                 NaN  0.686079        49.5462        1.06630                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        47.6371                 NaN  0.486202                 NaN  0.685875        50.1117        1.07910                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        47.1629                 NaN  0.382561                 NaN  0.685672        50.6770        1.09189                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        46.6890                 NaN  0.278981                 NaN  0.685469        51.2419        1.10467                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        46.2154                 NaN  0.175462                 NaN  0.685267        51.8065        1.11744                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        45.7420                 NaN  0.720049E-001            NaN  0.685064        52.3707        1.13020                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        44.9247                 NaN            NaN            NaN  0.684923        52.6124        1.12727       0.650768                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        44.0305                 NaN            NaN            NaN  0.684924        52.6040        1.11766        1.56298                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        43.1819                 NaN            NaN            NaN  0.684924        52.5932        1.10785        2.43211                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        42.3334                 NaN            NaN            NaN  0.684925        52.5824        1.09805        3.30125                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        41.5633                 NaN            NaN            NaN  0.684926        52.5671        1.08813        4.09656                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        40.7932                 NaN            NaN            NaN  0.684926        52.5518        1.07822        4.89187                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        40.0232                 NaN            NaN            NaN  0.684927        52.5364        1.06830        5.68718                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        39.2531                 NaN            NaN            NaN  0.684927        52.5211        1.05839        6.48249                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        38.6055                 NaN            NaN            NaN  0.684928        52.4993        1.04826        7.16196                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        37.9579                 NaN            NaN            NaN  0.684928        52.4776        1.03813        7.84144                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        37.3104                 NaN            NaN            NaN  0.684929        52.4558        1.02800        8.52091                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        36.6628                 NaN            NaN            NaN  0.684929        52.4340        1.01788        9.20039                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        36.0152                 NaN            NaN            NaN  0.684930        52.4122        1.00775        9.87987                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        35.3676                 NaN            NaN            NaN  0.684930        52.3905       0.997621        10.5593                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        34.7201                 NaN            NaN            NaN  0.684930        52.3687       0.987494        11.2388                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        34.0725                 NaN            NaN            NaN  0.684931        52.3469       0.977366        11.9183                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        33.5453                 NaN            NaN            NaN  0.684931        52.3219       0.966357        12.4815                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        33.0182                 NaN            NaN            NaN  0.684932        52.2969       0.955349        13.0446                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        32.4910                 NaN            NaN            NaN  0.684932        52.2719       0.944340        13.6078                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        31.9639                 NaN            NaN            NaN  0.684932        52.2469       0.933331        14.1710                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        31.4367                 NaN            NaN            NaN  0.684933        52.2219       0.922322        14.7341                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        30.9096                 NaN            NaN            NaN  0.684933        52.1969       0.911313        15.2973                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        30.3824                 NaN            NaN            NaN  0.684933        52.1718       0.900304        15.8605                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        29.8553                 NaN            NaN            NaN  0.684934        52.1468       0.889295        16.4236                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        29.4037                 NaN            NaN            NaN  0.684934        52.1208       0.877634        16.9129                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        28.9521                 NaN            NaN            NaN  0.684934        52.0948       0.865973        17.4022                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        28.5005                 NaN            NaN            NaN  0.684934        52.0688       0.854312        17.8915                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        28.0489                 NaN            NaN            NaN  0.684935        52.0428       0.842651        18.3807                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        27.5973                 NaN            NaN            NaN  0.684935        52.0168       0.830989        18.8700                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        27.1457                 NaN            NaN            NaN  0.684935        51.9908       0.819328        19.3593                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        26.6941                 NaN            NaN            NaN  0.684935        51.9648       0.807667        19.8485                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        26.2425                 NaN            NaN            NaN  0.684936        51.9388       0.796006        20.3378                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        25.8428                 NaN            NaN            NaN  0.684936        51.9169       0.783114        20.7723                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        25.4431                 NaN            NaN            NaN  0.684936        51.8950       0.770223        21.2067                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        25.0434                 NaN            NaN            NaN  0.684936        51.8731       0.757332        21.6412                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        24.6437                 NaN            NaN            NaN  0.684936        51.8513       0.744441        22.0757                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        24.2440                 NaN            NaN            NaN  0.684937        51.8294       0.731549        22.5101                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        23.8443                 NaN            NaN            NaN  0.684937        51.8075       0.718658        22.9446                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        23.4446                 NaN            NaN            NaN  0.684937        51.7856       0.705767        23.3791                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        23.0449                 NaN            NaN            NaN  0.684937        51.7638       0.692875        23.8135                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        22.6718                 NaN            NaN            NaN  0.684937        51.7443       0.679666        24.2193                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        22.2987                 NaN            NaN            NaN  0.684937        51.7248       0.666456        24.6251                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        21.8115                 NaN            NaN            NaN  0.684938        51.7052       0.660302        24.9223       0.215720                 NaN            NaN            NaN            NaN
  1448.72        500.000        21.2184                 NaN            NaN            NaN  0.684938        51.6842       0.662033        25.1046       0.645761                 NaN            NaN            NaN            NaN
  1445.51        500.000        20.6723                 NaN            NaN            NaN  0.684938        51.6579       0.666443        25.2708        1.04759                 NaN            NaN            NaN            NaN
  1442.31        500.000        20.1262                 NaN            NaN            NaN  0.684938        51.6315       0.670854        25.4370        1.44942                 NaN            NaN            NaN            NaN
  1439.10        500.000        19.5801                 NaN            NaN            NaN  0.684938        51.6052       0.675264        25.6032        1.85125                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.0340                 NaN            NaN            NaN  0.684939        51.5789       0.679675        25.7694        2.25308                 NaN            NaN            NaN            NaN
  1432.69        500.000        18.5340                 NaN            NaN            NaN  0.684939        51.5456       0.687417        25.9208        2.62724                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.0341                 NaN            NaN            NaN  0.684939        51.5123       0.695159        26.0722        3.00140                 NaN            NaN            NaN            NaN
  1426.28        500.000        17.5658                 NaN            NaN            NaN  0.684939        51.4776       0.704072        26.2135        3.35416                 NaN            NaN            NaN            NaN
  1423.08        500.000        16.8616                 NaN            NaN            NaN  0.684939        51.5118       0.703179        26.3912        3.67672                 NaN  0.170579                 NaN            NaN
  1419.87        500.000        16.0751                 NaN            NaN            NaN  0.684940        51.5566       0.706882        26.3842       0.231400        3.95712       0.403738                 NaN            NaN
  1416.67        500.000        15.3100                 NaN            NaN            NaN  0.684941        51.5817       0.718567        26.1909        4.20532       0.681545       0.627030                 NaN            NaN
  1413.46        500.000        15.3100                 NaN            NaN            NaN  0.684941        51.5817       0.718567        26.1909        4.20532       0.681545       0.627030                 NaN            NaN
  1410.26        500.000        13.9934                 NaN            NaN            NaN  0.684942        51.6232       0.740622        25.8423        4.62958        1.46777        1.01809                 NaN            NaN
  1407.05        500.000        13.9934                 NaN            NaN            NaN  0.684942        51.6232       0.740622        25.8423        4.62958        1.46777        1.01809                 NaN            NaN
  1403.85        500.000        13.9934                 NaN            NaN            NaN  0.684942        51.6232       0.740622        25.8423        4.62958        1.46777        1.01809                 NaN            NaN
  1400.64        500.000        13.9934                 NaN            NaN            NaN  0.684942        51.6232       0.740622        25.8423        4.62958        1.46777        1.01809                 NaN            NaN
  1397.44        500.000        13.9934                 NaN            NaN            NaN  0.684942        51.6232       0.740622        25.8423        4.62958        1.46777        1.01809                 NaN            NaN
  1394.23        500.000        13.9934                 NaN            NaN            NaN  0.684942        51.6232       0.740622        25.8423        4.62958        1.46777        1.01809                 NaN            NaN
  1391.03        500.000        13.9934                 NaN            NaN            NaN  0.684942        51.6232       0.740622        25.8423        4.62958        1.46777        1.01809                 NaN            NaN
