|6.6.6
Archiving\03_Data\eqLP/QFM/TIS/TIS_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1237.18        500.000                 NaN  0.900045                 NaN   23.3103       0.802457        9.89999        28.7934        24.0202        12.1224       0.151184     
  1233.97        500.000                 NaN  0.900046                 NaN   23.3101       0.802467        9.89990        28.7932        24.0200        12.1231       0.151185     
  1230.77        500.000                 NaN  0.899811                 NaN   23.4326       0.793305        10.8203        27.7107        23.8840        12.3213       0.138001     
  1227.56        500.000                 NaN  0.899812                 NaN   23.4324       0.793315        10.8202        27.7106        23.8838        12.3220       0.138002     
  1224.36        500.000                 NaN  0.899814                 NaN   23.4322       0.793325        10.8201        27.7104        23.8835        12.3226       0.138004     
  1221.15        500.000                 NaN  0.899815                 NaN   23.4320       0.793335        10.8200        27.7103        23.8833        12.3232       0.138005     
  1217.95        500.000                 NaN  0.899816                 NaN   23.4318       0.793344        10.8199        27.7101        23.8831        12.3239       0.138006     
  1214.74        500.000                 NaN  0.899817                 NaN   23.4316       0.793354        10.8198        27.7100        23.8829        12.3245       0.138008     
  1211.54        500.000                 NaN  0.899818                 NaN   23.4314       0.793364        10.8197        27.7098        23.8827        12.3251       0.138009     
  1208.33        500.000                 NaN  0.899819                 NaN   23.4312       0.793374        10.8196        27.7097        23.8825        12.3257       0.138011     
  1205.13        500.000                 NaN  0.899619                 NaN   23.5432       0.785683        11.7219        26.6769        23.7428        12.5110       0.118893     
  1201.92        500.000                 NaN  0.899620                 NaN   23.5430       0.785693        11.7218        26.6768        23.7426        12.5116       0.118894     
  1198.72        500.000                 NaN  0.899620                 NaN   23.5428       0.785703        11.7217        26.6766        23.7424        12.5122       0.118895     
  1195.51        500.000                 NaN  0.899621                 NaN   23.5426       0.785712        11.7216        26.6765        23.7422        12.5129       0.118896     
  1192.31        500.000                 NaN  0.899622                 NaN   23.5424       0.785722        11.7215        26.6763        23.7420        12.5135       0.118897     
  1189.10        500.000                 NaN  0.899623                 NaN   23.5422       0.785731        11.7214        26.6762        23.7418        12.5141       0.118899     
  1185.90        500.000                 NaN  0.899624                 NaN   23.5420       0.785741        11.7213        26.6761        23.7416        12.5148       0.118900     
  1182.69        500.000                 NaN  0.899625                 NaN   23.5418       0.785751        11.7212        26.6759        23.7414        12.5154       0.118901     
  1179.49        500.000                 NaN  0.899457                 NaN   23.6396       0.779937        12.6091        25.6872        23.6047        12.6901       0.899458E-001
  1176.28        500.000                 NaN  0.899458                 NaN   23.6394       0.779947        12.6090        25.6870        23.6045        12.6907       0.899468E-001
  1173.08        500.000                 NaN  0.899458                 NaN   23.6392       0.779956        12.6089        25.6869        23.6043        12.6914       0.899477E-001
  1169.87        500.000                 NaN  0.899459                 NaN   23.6390       0.779966        12.6088        25.6868        23.6040        12.6920       0.899486E-001
  1166.67        500.000                 NaN  0.899459                 NaN   23.6388       0.779975        12.6087        25.6866        23.6038        12.6927       0.899495E-001
  1163.46        500.000                 NaN  0.899460                 NaN   23.6386       0.779985        12.6086        25.6865        23.6036        12.6933       0.899504E-001
  1160.26        500.000                 NaN  0.899460                 NaN   23.6384       0.779994        12.6085        25.6864        23.6034        12.6940       0.899513E-001
  1157.05        500.000                 NaN  0.899461                 NaN   23.6382       0.780004        12.6084        25.6862        23.6032        12.6946       0.899522E-001
  1153.85        500.000                 NaN  0.899323                 NaN   23.7246       0.775952        13.4907        23.4680        24.7283        12.8599       0.531240E-001
  1150.64        500.000                 NaN  0.899324                 NaN   23.7244       0.775962        13.4906        23.4678        24.7282        12.8606       0.531245E-001
  1147.44        500.000                 NaN  0.899324                 NaN   23.7242       0.775971        13.4905        23.4676        24.7281        12.8612       0.531250E-001
  1144.23        500.000                 NaN  0.899324                 NaN   23.7240       0.775981        13.4904        23.4674        24.7280        12.8619       0.531255E-001
  1141.03        500.000                 NaN  0.899325                 NaN   23.7238       0.775990        13.4902        23.4672        24.7279        12.8625       0.531261E-001
  1137.82        500.000                 NaN  0.899325                 NaN   23.7236       0.775999        13.4901        23.4670        24.7277        12.8632       0.531266E-001
  1134.62        500.000                 NaN  0.899325                 NaN   23.7234       0.776009        13.4900        23.4667        24.7276        12.8638       0.531271E-001
  1131.41        500.000                 NaN  0.899325                 NaN   23.7232       0.776018        13.4899        23.4665        24.7275        12.8644       0.531276E-001
  1128.21        500.000                 NaN  0.899214                 NaN   23.7985       0.773886        14.3662        23.3320        23.7997        13.0231       0.742983E-002
  1125.00        500.000                 NaN  0.899214                 NaN   23.7983       0.773895        14.3660        23.3318        23.7996        13.0237       0.742991E-002
  1121.79        500.000                 NaN  0.899214                 NaN   23.7981       0.773905        14.3659        23.3316        23.7995        13.0244       0.742998E-002
  1118.59        500.000                 NaN  0.899214                 NaN   23.7979       0.773914        14.3658        23.3313        23.7993        13.0250       0.743005E-002
  1115.38        500.000                 NaN  0.899155                 NaN   23.8365       0.773913        14.8000        23.3325        23.2667        13.0909       0.367394E-003
  1112.18        500.000                 NaN  0.899138                 NaN   23.8457       0.773852        14.9086        23.2515        23.2145        13.1067                 NaN
  1108.97        500.000                 NaN  0.899124                 NaN   23.8558       0.773963        15.0175        23.0965        23.2352        13.1220                 NaN
  1105.77        500.000                 NaN  0.899124                 NaN   23.8556       0.773972        15.0174        23.0964        23.2349        13.1226                 NaN
  1102.56        500.000                 NaN  0.899091                 NaN   23.8759       0.774070        15.2321        23.2000        22.8646        13.1542                 NaN
  1099.36        500.000                 NaN  0.899090                 NaN   23.8757       0.774079        15.2320        23.1998        22.8645        13.1549                 NaN
  1096.15        500.000                 NaN  0.899090                 NaN   23.8755       0.774089        15.2318        23.1996        22.8644        13.1555                 NaN
  1092.95        500.000                 NaN  0.899090                 NaN   23.8752       0.774098        15.2317        23.1994        22.8643        13.1562                 NaN
  1089.74        500.000                 NaN  0.899090                 NaN   23.8750       0.774107        15.2316        23.1991        22.8642        13.1568                 NaN
  1086.54        500.000                 NaN  0.899089                 NaN   23.8748       0.774117        15.2315        23.1989        22.8641        13.1575                 NaN
  1083.33        500.000                 NaN  0.899089                 NaN   23.8746       0.774126        15.2313        23.1987        22.8640        13.1582                 NaN
  1080.13        500.000                 NaN  0.899089                 NaN   23.8744       0.774135        15.2312        23.1985        22.8639        13.1588                 NaN
  1076.92        500.000                 NaN  0.898978                 NaN   23.9469       0.777636        16.0872        23.0704        21.9484        13.2705                 NaN
  1073.72        500.000                 NaN  0.898977                 NaN   23.9467       0.777645        16.0871        23.0702        21.9483        13.2711                 NaN
  1070.51        500.000                 NaN  0.898977                 NaN   23.9465       0.777655        16.0869        23.0700        21.9482        13.2718                 NaN
  1067.31        500.000                 NaN  0.898976                 NaN   23.9462       0.777664        16.0868        23.0698        21.9481        13.2725                 NaN
  1064.10        500.000                 NaN  0.898976                 NaN   23.9460       0.777674        16.0866        23.0696        21.9480        13.2731                 NaN
  1060.90        500.000                 NaN  0.898975                 NaN   23.9458       0.777683        16.0865        23.0693        21.9479        13.2738                 NaN
  1057.69        500.000                 NaN  0.898974                 NaN   23.9456       0.777692        16.0864        23.0691        21.9478        13.2744                 NaN
  1054.49        500.000                 NaN  0.898974                 NaN   23.9454       0.777702        16.0862        23.0689        21.9477        13.2751                 NaN
  1051.28        500.000                 NaN  0.898875                 NaN   24.0124       0.783305        16.9355        22.9414        21.0482        13.3803                 NaN
  1048.08        500.000                 NaN  0.898874                 NaN   24.0121       0.783315        16.9354        22.9412        21.0481        13.3809                 NaN
  1044.87        500.000                 NaN  0.898873                 NaN   24.0119       0.783324        16.9353        22.9410        21.0481        13.3816                 NaN
  1041.67        500.000                 NaN  0.898872                 NaN   24.0117       0.783333        16.9351        22.9407        21.0480        13.3823                 NaN
  1038.46        500.000                 NaN  0.898872                 NaN   24.0115       0.783343        16.9350        22.9405        21.0479        13.3829                 NaN
  1035.26        500.000                 NaN  0.898871                 NaN   24.0112       0.783352        16.9348        22.9403        21.0478        13.3836                 NaN
  1032.05        500.000                 NaN  0.898870                 NaN   24.0110       0.783362        16.9347        22.9401        21.0477        13.3843                 NaN
  1028.85        500.000                 NaN  0.898869                 NaN   24.0108       0.783371        16.9345        22.9398        21.0476        13.3849                 NaN
  1025.64        500.000                 NaN  0.898774                 NaN   24.0768       0.792035        17.7721        20.1709        22.7998        13.4896                 NaN
  1022.44        500.000                 NaN  0.898773                 NaN   24.0766       0.792044        17.7719        20.1708        22.7996        13.4903                 NaN
  1019.23        500.000                 NaN  0.898772                 NaN   24.0764       0.792054        17.7718        20.1707        22.7994        13.4909                 NaN
  1016.03        500.000                 NaN  0.898771                 NaN   24.0762       0.792064        17.7716        20.1706        22.7991        13.4916                 NaN
  1012.82        500.000                 NaN  0.898770                 NaN   24.0759       0.792073        17.7715        20.1706        22.7989        13.4923                 NaN
  1009.62        500.000                 NaN  0.898769                 NaN   24.0757       0.792083        17.7713        20.1705        22.7987        13.4929                 NaN
  1006.41        500.000                 NaN  0.898768                 NaN   24.0755       0.792092        17.7712        20.1704        22.7985        13.4936                 NaN
  1003.21        500.000                 NaN  0.898767                 NaN   24.0753       0.792101        17.7710        20.1704        22.7982        13.4943                 NaN
  1000.00        500.000                 NaN  0.898689                 NaN   24.1319       0.803528        18.6072        22.6692        19.3006        13.5888                 NaN
