|6.6.6
Archiving\03_Data\frac/QFM_m4.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            iron           ne             lc            
  1132.83        2500.00                 NaN            NaN            NaN   3.18746                 NaN            NaN            NaN   18.8186                 NaN   9.89243        47.3066        1.03365                 NaN   19.5940       0.167194     
  1130.33        2500.00                 NaN            NaN            NaN   3.19168                 NaN            NaN            NaN   18.8408                 NaN   9.89767        47.3932        1.03072                 NaN   19.6325       0.134277E-001
  1127.82        2500.00                 NaN            NaN            NaN   3.19538                 NaN            NaN            NaN   18.9009                 NaN   9.92180        47.3478        1.02540                 NaN   19.6088                 NaN
  1125.31        2500.00                 NaN            NaN            NaN   3.19894                 NaN            NaN            NaN   18.9095                 NaN   9.93464        47.3324        1.02381                 NaN   19.6007                 NaN
  1122.81        2500.00                 NaN            NaN            NaN   3.19990                 NaN            NaN            NaN   18.9486                 NaN   9.96116        47.2874        1.01953                 NaN   19.5835                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   3.20124                 NaN            NaN            NaN   18.9725                 NaN   9.97806        47.2608        1.01708                 NaN   19.5704                 NaN
  1117.79        2500.00                 NaN            NaN            NaN   3.20448                 NaN            NaN            NaN   18.9880                 NaN   9.99180        47.2408        1.01560                 NaN   19.5594                 NaN
  1115.29        2500.00                 NaN            NaN            NaN   3.20773                 NaN            NaN            NaN   19.0071                 NaN   10.0050        47.2178        1.01287                 NaN   19.5495                 NaN
  1112.78        2500.00                 NaN            NaN            NaN   3.21209                 NaN            NaN            NaN   19.0214                 NaN   10.0198        47.1979        1.01094                 NaN   19.5378                 NaN
  1110.28        2500.00                 NaN            NaN            NaN   3.21021                 NaN            NaN            NaN   18.9818                 NaN   10.0209        47.2184        1.01224                 NaN   19.5565                 NaN
  1107.77        2500.00                 NaN            NaN            NaN   3.22261                 NaN            NaN            NaN   18.9606                 NaN   10.0317        47.2255        1.01265                 NaN   19.5469                 NaN
  1105.26        2500.00                 NaN            NaN            NaN   3.22962                 NaN            NaN            NaN   18.9390                 NaN   10.0279        47.2422        1.01453                 NaN   19.5467                 NaN
  1102.76        2500.00                 NaN            NaN            NaN   3.23582                 NaN            NaN            NaN   18.9937                 NaN   10.0782        47.1698        1.00734                 NaN   19.5151                 NaN
  1100.25        2500.00                 NaN            NaN            NaN   3.23782                 NaN            NaN            NaN   19.0476                 NaN   10.0941        47.1252        1.00326                 NaN   19.4921                 NaN
  1097.74        2500.00                 NaN            NaN            NaN   3.23844                 NaN            NaN            NaN   19.0408                 NaN   10.0930        47.1288        1.00371                 NaN   19.4952                 NaN
  1095.24        2500.00                 NaN            NaN            NaN   3.24534                 NaN            NaN            NaN   19.0248                 NaN   10.1144        47.1239        1.00216                 NaN   19.4894                 NaN
  1092.73        2500.00                 NaN            NaN            NaN   3.24916                 NaN            NaN            NaN   19.0409                 NaN   10.1253        47.1078       0.999969                 NaN   19.4769                 NaN
  1090.23        2500.00                 NaN            NaN            NaN   3.25569                 NaN            NaN            NaN   19.0700                 NaN   10.1319        47.0863       0.998794                 NaN   19.4573                 NaN
  1087.72        2500.00                 NaN            NaN            NaN   3.26210                 NaN            NaN            NaN   19.0794                 NaN   10.1449        47.0700       0.997134                 NaN   19.4465                 NaN
  1085.21        2500.00                 NaN            NaN            NaN   3.25988                 NaN            NaN            NaN   19.1049                 NaN   10.1735        47.0280       0.994080                 NaN   19.4396                 NaN
  1082.71        2500.00                 NaN            NaN            NaN   3.26529                 NaN            NaN            NaN   19.0938                 NaN   10.1904        47.0252       0.991706                 NaN   19.4337                 NaN
  1080.20        2500.00                 NaN            NaN            NaN   3.27691                 NaN            NaN            NaN   19.0541                 NaN   10.1737        47.0609       0.993392                 NaN   19.4409                 NaN
  1077.69        2500.00                 NaN            NaN            NaN   3.27704                 NaN            NaN            NaN   19.1531                 NaN   10.2034        46.9808       0.986264                 NaN   19.3993                 NaN
  1075.19        2500.00                 NaN            NaN            NaN   3.28363                 NaN            NaN            NaN   19.1601                 NaN   10.2305        46.9534       0.983419                 NaN   19.3890                 NaN
  1072.68        2500.00                 NaN            NaN            NaN   3.29077                 NaN            NaN            NaN   19.1758                 NaN   10.2435        46.9357       0.981327                 NaN   19.3729                 NaN
  1070.18        2500.00                 NaN            NaN            NaN   3.29714                 NaN            NaN            NaN   19.1952                 NaN   10.2577        46.9146       0.978833                 NaN   19.3565                 NaN
  1067.67        2500.00                 NaN            NaN            NaN   3.29448                 NaN            NaN            NaN   19.2249                 NaN   10.2780        46.8824       0.975128                 NaN   19.3452                 NaN
  1065.16        2500.00                 NaN            NaN            NaN   3.29745                 NaN            NaN            NaN   19.1958                 NaN   10.2209        46.9510       0.979372                 NaN   19.3555                 NaN
  1062.66        2500.00                 NaN            NaN            NaN   3.30044                 NaN            NaN            NaN   19.2788                 NaN   10.3083        46.8221       0.970169                 NaN   19.3202                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   3.30977                 NaN            NaN            NaN   19.2597                 NaN   10.3168        46.8287       0.969718                 NaN   19.3153                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   3.28548                 NaN            NaN            NaN   19.2776                 NaN   10.3131        46.8135       0.971909                 NaN   19.3385                 NaN
  1055.14        2500.00                 NaN            NaN            NaN   3.31397                 NaN            NaN            NaN   19.3373                 NaN   10.3588        46.7492       0.961200                 NaN   19.2796                 NaN
  1052.63        2500.00                 NaN            NaN            NaN   3.31773                 NaN            NaN            NaN   19.3602                 NaN   10.3746        46.7241       0.959031                 NaN   19.2644                 NaN
  1050.13        2500.00                 NaN            NaN            NaN   3.32332                 NaN            NaN            NaN   19.3887                 NaN   10.3954        46.6908       0.954800                 NaN   19.2469                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   3.32634                 NaN            NaN            NaN   19.4137                 NaN   10.4108        46.6630       0.951514                 NaN   19.2346                 NaN
  1045.11        2500.00                 NaN            NaN            NaN   3.33075                 NaN            NaN            NaN   19.4384                 NaN   10.4270        46.6367       0.949034                 NaN   19.2182                 NaN
  1042.61        2500.00                 NaN            NaN            NaN   3.34463                 NaN            NaN            NaN   19.3585                 NaN   10.4074        46.7018       0.955050                 NaN   19.2327                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   3.34905                 NaN            NaN            NaN   19.3899                 NaN   10.4264        46.6691       0.951554                 NaN   19.2140                 NaN
  1037.59        2500.00                 NaN            NaN            NaN   3.35099                 NaN            NaN            NaN   19.4197                 NaN   10.4443        46.6352       0.947001                 NaN   19.2029                 NaN
  1035.09        2500.00                 NaN            NaN            NaN   3.35702                 NaN            NaN            NaN   19.4393                 NaN   10.4624        46.6110       0.944239                 NaN   19.1861                 NaN
  1032.58        2500.00                 NaN            NaN            NaN   3.36280                 NaN            NaN            NaN   19.4503                 NaN   10.4745        46.5957       0.942297                 NaN   19.1744                 NaN
  1030.08        2500.00                 NaN            NaN            NaN   3.36596                 NaN            NaN            NaN   19.4812                 NaN   10.4935        46.5618       0.938464                 NaN   19.1591                 NaN
  1027.57        2500.00                 NaN            NaN            NaN   3.37071                 NaN            NaN            NaN   19.5046                 NaN   10.5093        46.5361       0.935502                 NaN   19.1438                 NaN
  1025.06        2500.00                 NaN            NaN            NaN   3.34864                 NaN            NaN            NaN   19.7248                 NaN   10.5717        46.3418       0.915106                 NaN   19.0980                 NaN
  1022.56        2500.00                 NaN            NaN            NaN   3.35179                 NaN            NaN            NaN   19.7576                 NaN   10.5901        46.3072       0.911246                 NaN   19.0822                 NaN
  1020.05        2500.00                 NaN            NaN            NaN   3.35678                 NaN            NaN            NaN   19.7861                 NaN   10.6062        46.2780       0.907618                 NaN   19.0653                 NaN
  1017.54        2500.00                 NaN            NaN            NaN   3.31815                 NaN            NaN            NaN   7.16329        12.3910        10.5140        46.4983       0.934828                 NaN   19.1805                 NaN
  1015.04        2500.00                 NaN            NaN            NaN   3.36338                 NaN            NaN            NaN   19.8488                 NaN   10.6448        46.2090       0.899446                 NaN   19.0346                 NaN
  1012.53        2500.00                 NaN            NaN            NaN   3.36630                 NaN            NaN            NaN   19.8833                 NaN   10.6650        46.1720       0.895081                 NaN   19.0183                 NaN
  1010.03        2500.00                 NaN            NaN            NaN   3.37027                 NaN            NaN            NaN   19.9153                 NaN   10.6840        46.1375       0.890865                 NaN   19.0021                 NaN
  1007.52        2500.00                 NaN            NaN            NaN   3.37344                 NaN            NaN            NaN   19.9495                 NaN   10.7040        46.1006       0.886531                 NaN   18.9858                 NaN
  1005.01        2500.00                 NaN            NaN            NaN   3.37900                 NaN            NaN            NaN   19.9715                 NaN   10.7207        46.0749       0.883270                 NaN   18.9707                 NaN
  1002.51        2500.00                 NaN            NaN            NaN   3.38013                 NaN            NaN            NaN   20.0223                 NaN   10.7446        46.0240       0.877412                 NaN   18.9515                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   3.38354                 NaN            NaN            NaN   20.0592                 NaN   10.7651        45.9853       0.872773                 NaN   18.9341                 NaN
