|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1575.23        2500.00        99.2249       0.775083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        2500.00        99.1995       0.620440                 NaN            NaN  0.180022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        2500.00        99.0343                 NaN            NaN            NaN  0.965709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        2500.00        99.0871                 NaN            NaN            NaN  0.912885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        2500.00        99.0318                 NaN            NaN  0.518642E-002  0.962972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        2500.00        99.0118                 NaN            NaN  0.747903E-002  0.980753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        2500.00        98.9953                 NaN  0.134925E-005  0.747753E-002  0.997245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        2500.00        98.9877                 NaN            NaN  0.740770E-002   1.00486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        2500.00        98.9657                 NaN            NaN  0.742093E-002   1.02687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        2500.00        98.9407                 NaN  0.149182E-005  0.739595E-002   1.05187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        2500.00        98.8716                 NaN            NaN  0.761579E-002   1.12083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        2500.00        98.9029                 NaN            NaN  0.716575E-002   1.08989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        2500.00        98.7927                 NaN            NaN  0.740027E-002   1.19992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        2500.00        98.4463                 NaN            NaN  0.693148E-002  0.599093       0.947721                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        2500.00        98.3418                 NaN            NaN  0.658966E-002   1.32449       0.327075                 NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        2500.00        98.3649                 NaN            NaN  0.646241E-002   1.30522       0.323415                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        2500.00        98.3903                 NaN            NaN  0.632707E-002  0.319487        1.28391                 NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        2500.00        98.4095                 NaN  0.344297E-001  0.606420E-002   1.30995       0.240095                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        2500.00        98.4177                 NaN  0.143559       0.551828E-002   1.40352       0.296760E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        2500.00        98.4436                 NaN  0.148624       0.534358E-002   1.40239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        2500.00        98.4685                 NaN  0.148457       0.519398E-002   1.37787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.4833                 NaN  0.163619       0.493670E-002   1.34813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        2500.00        98.5387                 NaN  0.146433       0.487058E-002   1.30998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        2500.00        98.5380                 NaN  0.141795       0.480815E-002   1.31538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        2500.00        98.5424                 NaN  0.110792       0.494253E-002  0.130080        1.21182                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        2500.00        98.5775                 NaN  0.136530       0.458775E-002   1.28137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        2500.00        98.6002                 NaN  0.137236       0.443444E-002   1.25809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        2500.00        98.6181                 NaN  0.132646       0.434366E-002   1.24488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        2500.00        98.6090                 NaN  0.134262       0.425370E-002   1.25249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        2500.00        97.2654                 NaN  0.264310       0.835406E-002   2.40345       0.585184E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        2500.00        99.9896                 NaN  0.103996E-001  0.109847E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        2500.00        98.8254                 NaN  0.103154       0.352595E-002   1.06086       0.705975E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        2500.00        98.6577                 NaN  0.510218E-001  0.442359E-002  0.330028       0.956818                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00        98.7438                 NaN  0.132805       0.355484E-002   1.11985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        2500.00        98.7479                 NaN  0.126730       0.351201E-002   1.12186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        2500.00        98.7657                 NaN  0.129058       0.337947E-002   1.10185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        2500.00        98.7810                 NaN  0.127308       0.328503E-002   1.08844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        2500.00        98.7960                 NaN  0.123548       0.319898E-002   1.07721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        2500.00        98.8018                 NaN  0.110188       0.319684E-002   1.05456       0.302345E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        2500.00        98.8192                 NaN  0.109053       0.310719E-002  0.321130E-001   1.03649                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        2500.00        98.8261                 NaN  0.998982E-001  0.307389E-002  0.655594E-001   1.00538                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        2500.00        98.8430                 NaN  0.974233E-001  0.299180E-002  0.711263E-001  0.985464                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        2500.00        98.8549                 NaN  0.955596E-001  0.290072E-002  0.738233E-001  0.972780                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        2500.00        98.8675                 NaN  0.935707E-001  0.281804E-002  0.766354E-001  0.959487                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        2500.00        98.8804                 NaN  0.916306E-001  0.274361E-002  0.809440E-001  0.944256                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        2500.00        98.8921                 NaN  0.896521E-001  0.266748E-002  0.930099       0.855146E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        2500.00        98.9050                 NaN  0.877033E-001  0.257875E-002  0.879623E-001  0.916776                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        2500.00        98.9166                 NaN  0.859068E-001  0.250203E-002  0.904253E-001  0.904520                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        2500.00        98.9275                 NaN  0.841132E-001  0.242520E-002  0.893345       0.925784E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        2500.00        98.9387                 NaN  0.823235E-001  0.235493E-002  0.956841E-001  0.880956                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        2500.00        98.9503                 NaN  0.805237E-001  0.228027E-002  0.866733       0.100190                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        2500.00        98.9609                 NaN  0.787956E-001  0.221201E-002  0.855350       0.102716                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.54        2500.00        98.9715                 NaN  0.771175E-001  0.214021E-002  0.843754       0.105466                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.04        2500.00        98.9816                 NaN  0.754599E-001  0.206877E-002  0.107474       0.833400                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        2500.00        98.9918                 NaN  0.738100E-001  0.200462E-002  0.110836       0.821535                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.0014                 NaN  0.722751E-001  0.193503E-002  0.112302       0.812128                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        2500.00        99.0104                 NaN  0.707849E-001  0.187550E-002  0.801634       0.115355                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        2500.00        99.0205                 NaN  0.691603E-001  0.181265E-002  0.790785       0.117764                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        2500.00        99.0294                 NaN  0.676885E-001  0.174729E-002  0.781410       0.119790                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00        99.0377                 NaN  0.660996E-001  0.167997E-002  0.773706       0.120786                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        2500.00        99.0506                 NaN  0.120234       0.144763E-002  0.304693E-001  0.797275                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        2500.00        99.0543                 NaN  0.161339E-001  0.167266E-002  0.724755       0.203115                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        2500.00        99.0622                 NaN  0.529913E-001  0.153838E-002  0.144895       0.738333                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        2500.00        99.0733                 NaN  0.608304E-001  0.144780E-002  0.128770       0.735648                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.61        2500.00        99.0799                 NaN  0.593096E-001  0.139537E-002  0.130864       0.728494                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.12        2500.00        99.0880                 NaN  0.579669E-001  0.134080E-002  0.132693       0.719999                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        2500.00        99.0943                 NaN  0.567262E-001  0.128902E-002  0.134377       0.713311                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.13        2500.00        99.1022                 NaN  0.554980E-001  0.123823E-002  0.702705       0.138359                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.63        2500.00        99.1130                 NaN  0.541268E-001  0.118068E-002  0.694677       0.136974                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.14        2500.00        99.1174                 NaN  0.530162E-001  0.113124E-002  0.138882       0.689611                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.64        2500.00        99.1221                 NaN  0.519865E-001  0.108626E-002  0.685599       0.139244                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.15        2500.00        99.1334                 NaN  0.505418E-001  0.102985E-002  0.141076       0.673921                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.66        2500.00        99.1382                 NaN  0.494081E-001  0.986494E-003  0.668151       0.143278                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.16        2500.00        99.1444                 NaN  0.483876E-001  0.938505E-003  0.143666       0.662649                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.67        2500.00        99.1508                 NaN  0.473095E-001  0.894572E-003  0.145391       0.655615                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.17        2500.00        99.1572                 NaN  0.461438E-001  0.844082E-003  0.145758       0.650070                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.68        2500.00        99.1638                 NaN  0.450718E-001  0.804855E-003  0.147816       0.642550                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.19        2500.00        99.1691                 NaN  0.440638E-001  0.758777E-003  0.638004       0.148035                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00        99.1752                 NaN  0.429754E-001  0.714503E-003  0.149332       0.631738                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.20        2500.00        99.1806                 NaN  0.420220E-001  0.677985E-003  0.626305       0.150394                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.70        2500.00        99.1856                 NaN  0.410052E-001  0.635666E-003  0.151190       0.621563                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.1921                 NaN  0.399858E-001  0.595189E-003  0.152002       0.615342                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.72        2500.00        99.1964                 NaN  0.391042E-001  0.556816E-003  0.152638       0.611305                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.22        2500.00        99.2009                 NaN  0.382021E-001  0.517673E-003  0.153483       0.606928                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.73        2500.00        99.2078                 NaN  0.370698E-001  0.479962E-003  0.154537       0.600162                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00        99.2120                 NaN  0.361287E-001  0.444602E-003  0.155132       0.596248                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.74        2500.00        99.2155                 NaN  0.353027E-001  0.406952E-003  0.155979       0.592770                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.24        2500.00        99.2219                 NaN  0.343326E-001  0.372514E-003  0.586975       0.156460                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        2500.00        99.2265                 NaN  0.335434E-001  0.335215E-003  0.156813       0.582856                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.26        2500.00        99.2307                 NaN  0.325272E-001  0.306439E-003  0.578633       0.157881                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.76        2500.00        99.2345                 NaN  0.318508E-001  0.272103E-003  0.575050       0.158305                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        99.2385                 NaN  0.308486E-001  0.241879E-003  0.571438       0.158971                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.77        2500.00        99.2428                 NaN  0.300748E-001  0.199039E-003  0.567362       0.159589                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.28        2500.00        99.2464                 NaN  0.291455E-001  0.179570E-003  0.160007       0.564276                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.2504                 NaN  0.283224E-001  0.149067E-003  0.561037       0.160090                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.29        2500.00        99.2513                 NaN  0.274278E-001  0.124748E-003  0.160829       0.560314                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.80        2500.00        99.2583                 NaN  0.266752E-001  0.931607E-004  0.553683       0.161235                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00        99.2613                 NaN  0.257959E-001  0.679779E-004  0.551091       0.161790                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.81        2500.00        99.2622                 NaN  0.252205E-001  0.375191E-004  0.550872       0.161700                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.32        2500.00        99.2693                 NaN  0.240129E-001  0.186127E-004  0.163457       0.543191                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.82        2500.00        99.2641                 NaN  0.190407E-001  0.785988E-003  0.537704       0.178419                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.33        2500.00        99.2800                 NaN  0.261747E-001            NaN  0.543335       0.150445                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.83        2500.00        98.9202                 NaN  0.100873                 NaN  0.593401       0.184061                 NaN            NaN  0.201456                 NaN            NaN            NaN
  1421.34        2500.00        98.0726                 NaN  0.293722                 NaN  0.222925       0.723800                 NaN            NaN  0.686920                 NaN            NaN            NaN
  1419.84        2500.00        98.1024                 NaN  0.292885                 NaN  0.208651       0.719084                 NaN            NaN  0.676953                 NaN            NaN            NaN
  1418.35        2500.00        98.1318                 NaN  0.292105                 NaN  0.713533       0.195690                 NaN            NaN  0.666861                 NaN            NaN            NaN
  1416.86        2500.00        98.1438                 NaN  0.293288                 NaN  0.185818       0.713931                 NaN            NaN  0.663177                 NaN            NaN            NaN
  1415.36        2500.00        98.2044                 NaN  0.288654                 NaN  0.165006       0.700212                 NaN            NaN  0.641704                 NaN            NaN            NaN
  1413.87        2500.00        98.2157                 NaN  0.289633                 NaN  0.153804       0.702468                 NaN            NaN  0.638430                 NaN            NaN            NaN
  1412.37        2500.00        98.2428                 NaN  0.288964                 NaN  0.699245       0.139556                 NaN            NaN  0.629442                 NaN            NaN            NaN
  1410.88        2500.00        98.2715                 NaN  0.287523                 NaN  0.691400       0.130291                 NaN            NaN  0.619250                 NaN            NaN            NaN
  1409.39        2500.00        98.2947                 NaN  0.287050                 NaN  0.690253       0.116642                 NaN            NaN  0.611315                 NaN            NaN            NaN
  1407.89        2500.00        98.3042                 NaN  0.290615                 NaN  0.100610       0.696042                 NaN            NaN  0.608561                 NaN            NaN            NaN
  1406.40        2500.00        98.3548                 NaN  0.280782                 NaN  0.677177       0.982504E-001            NaN            NaN  0.588994                 NaN            NaN            NaN
  1404.90        2500.00        98.3665                 NaN  0.284210                 NaN  0.682259       0.805731E-001            NaN            NaN  0.586429                 NaN            NaN            NaN
  1403.41        2500.00        98.3927                 NaN  0.282845                 NaN  0.677532       0.693884E-001            NaN            NaN  0.577574                 NaN            NaN            NaN
  1401.92        2500.00        98.4128                 NaN  0.281940                 NaN  0.675798       0.591028E-001            NaN            NaN  0.570338                 NaN            NaN            NaN
  1400.42        2500.00        98.4360                 NaN  0.280874                 NaN  0.673991       0.466596E-001            NaN            NaN  0.562455                 NaN            NaN            NaN
  1398.93        2500.00        98.4579                 NaN  0.279685                 NaN  0.671438       0.363845E-001            NaN            NaN  0.554638                 NaN            NaN            NaN
  1397.43        2500.00        98.4787                 NaN  0.278469                 NaN  0.669872       0.255087E-001            NaN            NaN  0.547427                 NaN            NaN            NaN
  1395.94        2500.00        98.4975                 NaN  0.277355                 NaN  0.669748       0.148650E-001            NaN            NaN  0.540579                 NaN            NaN            NaN
  1394.45        2500.00        98.5203                 NaN  0.275466                 NaN  0.473558E-002  0.666977                 NaN            NaN  0.532569                 NaN            NaN            NaN
  1392.95        2500.00        98.5286                 NaN  0.253206                 NaN  0.620949       0.725078E-001            NaN            NaN  0.524697                 NaN            NaN            NaN
  1391.46        2500.00        98.5522                 NaN  0.264489                 NaN  0.650140       0.141166E-001            NaN            NaN  0.519053                 NaN            NaN            NaN
  1389.96        2500.00        98.5752                 NaN  0.268519                 NaN  0.644057                 NaN            NaN            NaN  0.512274                 NaN            NaN            NaN
  1388.47        2500.00        98.5818                 NaN  0.261254                 NaN  0.648777                 NaN            NaN            NaN  0.508155                 NaN            NaN            NaN
  1386.97        2500.00        98.6142                 NaN  0.256472                 NaN  0.633307                 NaN            NaN            NaN  0.495992                 NaN            NaN            NaN
  1385.48        2500.00        98.6236                 NaN  0.253938                 NaN  0.629791                 NaN            NaN            NaN  0.492700                 NaN            NaN            NaN
  1383.99        2500.00        98.6456                 NaN  0.252405                 NaN  0.617823                 NaN            NaN            NaN  0.484204                 NaN            NaN            NaN
  1382.49        2500.00        98.6591                 NaN  0.250940                 NaN  0.610418                 NaN            NaN            NaN  0.479540                 NaN            NaN            NaN
  1381.00        2500.00        98.6802                 NaN  0.241074                 NaN  0.608866                 NaN            NaN            NaN  0.469893                 NaN            NaN            NaN
  1379.50        2500.00        98.6826                 NaN  0.247523                 NaN  0.599088                 NaN            NaN            NaN  0.470836                 NaN            NaN            NaN
  1378.01        2500.00        98.7043                 NaN  0.239700                 NaN  0.594861                 NaN            NaN            NaN  0.461130                 NaN            NaN            NaN
  1376.52        2500.00        98.7129                 NaN  0.238120                 NaN  0.591242                 NaN            NaN            NaN  0.457709                 NaN            NaN            NaN
  1375.02        2500.00        98.7337                 NaN  0.233435                 NaN  0.582742                 NaN            NaN            NaN  0.450170                 NaN            NaN            NaN
  1373.53        2500.00        98.7559                 NaN  0.235290                 NaN  0.566325                 NaN            NaN            NaN  0.442467                 NaN            NaN            NaN
  1372.03        2500.00        98.7641                 NaN  0.229208                 NaN  0.568235                 NaN            NaN            NaN  0.438417                 NaN            NaN            NaN
  1370.54        2500.00        98.7745                 NaN  0.215879                 NaN  0.578293                 NaN            NaN            NaN  0.431290                 NaN            NaN            NaN
  1369.05        2500.00        98.7939                 NaN  0.223656                 NaN  0.556082                 NaN            NaN            NaN  0.426354                 NaN            NaN            NaN
  1367.55        2500.00        98.8048                 NaN  0.220877                 NaN  0.552375                 NaN            NaN            NaN  0.421982                 NaN            NaN            NaN
  1366.06        2500.00        98.8195                 NaN  0.218772                 NaN  0.545093                 NaN            NaN            NaN  0.416637                 NaN            NaN            NaN
  1364.56        2500.00        98.8321                 NaN  0.215023                 NaN  0.541478                 NaN            NaN            NaN  0.411351                 NaN            NaN            NaN
  1363.07        2500.00        98.8473                 NaN  0.214216                 NaN  0.532508                 NaN            NaN            NaN  0.405998                 NaN            NaN            NaN
  1361.57        2500.00        98.8574                 NaN  0.210268                 NaN  0.530955                 NaN            NaN            NaN  0.401402                 NaN            NaN            NaN
  1360.08        2500.00        98.8698                 NaN  0.206834                 NaN  0.526998                 NaN            NaN            NaN  0.396408                 NaN            NaN            NaN
  1358.59        2500.00        98.8815                 NaN  0.205431                 NaN  0.521220                 NaN            NaN            NaN  0.391807                 NaN            NaN            NaN
  1357.09        2500.00        98.8921                 NaN  0.201607                 NaN  0.519172                 NaN            NaN            NaN  0.387104                 NaN            NaN            NaN
  1355.60        2500.00        98.9038                 NaN  0.199091                 NaN  0.514567                 NaN            NaN            NaN  0.382504                 NaN            NaN            NaN
  1354.10        2500.00        98.8247                 NaN  0.320251                 NaN  0.370374                 NaN            NaN            NaN  0.484669                 NaN            NaN            NaN
  1352.61        2500.00        99.0000                 NaN  0.796341E-001            NaN  0.647897                 NaN            NaN            NaN  0.272424                 NaN            NaN            NaN
  1351.12        2500.00        98.9379                 NaN  0.192744                 NaN  0.500346                 NaN            NaN            NaN  0.368982                 NaN            NaN            NaN
  1349.62        2500.00        98.9494                 NaN  0.189570                 NaN  0.496277                 NaN            NaN            NaN  0.364786                 NaN            NaN            NaN
  1348.13        2500.00        98.9586                 NaN  0.184893                 NaN  0.496669                 NaN            NaN            NaN  0.359862                 NaN            NaN            NaN
  1346.63        2500.00        98.9675                 NaN  0.181646                 NaN  0.494714                 NaN            NaN            NaN  0.356116                 NaN            NaN            NaN
  1345.14        2500.00        98.9780                 NaN  0.179203                 NaN  0.490884                 NaN            NaN            NaN  0.351898                 NaN            NaN            NaN
  1343.65        2500.00        98.9865                 NaN  0.178198                 NaN  0.486478                 NaN            NaN            NaN  0.348789                 NaN            NaN            NaN
  1342.15        2500.00        98.9983                 NaN  0.173366                 NaN  0.484982                 NaN            NaN            NaN  0.343377                 NaN            NaN            NaN
  1340.66        2500.00        99.0066                 NaN  0.170317                 NaN  0.483081                 NaN            NaN            NaN  0.340046                 NaN            NaN            NaN
  1339.16        2500.00        99.0157                 NaN  0.167505                 NaN  0.480573                 NaN            NaN            NaN  0.336195                 NaN            NaN            NaN
  1337.67        2500.00        99.0260                 NaN  0.167311                 NaN  0.474041                 NaN            NaN            NaN  0.332607                 NaN            NaN            NaN
  1336.17        2500.00        99.0331                 NaN  0.160721                 NaN  0.477547                 NaN            NaN            NaN  0.328666                 NaN            NaN            NaN
  1334.68        2500.00        99.0198                 NaN  0.158179                 NaN  0.481916                 NaN            NaN            NaN  0.331733       0.839793E-002            NaN            NaN
  1333.19        2500.00        98.9379                 NaN  0.146845                 NaN  0.518462                 NaN            NaN            NaN  0.352812       0.439647E-001            NaN            NaN
  1331.69        2500.00        98.9531                 NaN  0.146510                 NaN  0.508944                 NaN            NaN            NaN  0.348315       0.431493E-001            NaN            NaN
  1330.20        2500.00        98.9648                 NaN  0.144063                 NaN  0.504891                 NaN            NaN            NaN  0.343999       0.422568E-001            NaN            NaN
  1328.70        2500.00        98.9799                 NaN  0.143195                 NaN  0.496801                 NaN            NaN            NaN  0.338698       0.413859E-001            NaN            NaN
  1327.21        2500.00        98.9933                 NaN  0.141164                 NaN  0.490529                 NaN            NaN            NaN  0.334501       0.405326E-001            NaN            NaN
  1325.72        2500.00        99.0052                 NaN  0.141463                 NaN  0.482718                 NaN            NaN            NaN  0.330756       0.398596E-001            NaN            NaN
  1324.22        2500.00        99.0189                 NaN  0.142690                 NaN  0.470503                 NaN            NaN            NaN  0.328705       0.391858E-001            NaN            NaN
  1322.73        2500.00        99.0328                 NaN  0.131480                 NaN  0.480750                 NaN            NaN            NaN  0.317340       0.376521E-001            NaN            NaN
  1321.23        2500.00        99.0456                 NaN  0.132822                 NaN  0.467995                 NaN            NaN            NaN  0.316350       0.371885E-001            NaN            NaN
  1319.74        2500.00        99.0586                 NaN  0.131385                 NaN  0.461678                 NaN            NaN            NaN  0.311920       0.364083E-001            NaN            NaN
  1318.25        2500.00        99.0709                 NaN  0.128293                 NaN  0.457612                 NaN            NaN            NaN  0.307624       0.356134E-001            NaN            NaN
  1316.75        2500.00        99.0836                 NaN  0.126089                 NaN  0.452303                 NaN            NaN            NaN  0.303185       0.347952E-001            NaN            NaN
  1315.26        2500.00        99.0937                 NaN  0.126750                 NaN  0.445117                 NaN            NaN            NaN  0.300213       0.342109E-001            NaN            NaN
  1313.76        2500.00        99.1064                 NaN  0.121824                 NaN  0.443683                 NaN            NaN            NaN  0.294827       0.332586E-001            NaN            NaN
  1312.27        2500.00        99.1178                 NaN  0.119867                 NaN  0.438572                 NaN            NaN            NaN  0.291241       0.325664E-001            NaN            NaN
  1310.77        2500.00        99.1289                 NaN  0.117389                 NaN  0.434536                 NaN            NaN            NaN  0.287374       0.318157E-001            NaN            NaN
  1309.28        2500.00        99.1400                 NaN  0.115200                 NaN  0.430312                 NaN            NaN            NaN  0.283419       0.311105E-001            NaN            NaN
  1307.79        2500.00        99.1506                 NaN  0.113255                 NaN  0.425960                 NaN            NaN            NaN  0.279730       0.304113E-001            NaN            NaN
  1306.29        2500.00        99.1616                 NaN  0.111020                 NaN  0.421733                 NaN            NaN            NaN  0.275888       0.297171E-001            NaN            NaN
  1304.80        2500.00        99.1720                 NaN  0.108635                 NaN  0.418081                 NaN            NaN            NaN  0.272270       0.290028E-001            NaN            NaN
