|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1333.69        500.000        99.3636       0.233330       0.100545                 NaN  0.117365                 NaN  0.185190                 NaN            NaN            NaN
  1332.69        500.000        99.3679       0.232281       0.998737E-001            NaN  0.116375                 NaN  0.183611                 NaN            NaN            NaN
  1331.70        500.000        99.3280       0.331848       0.927344E-002            NaN  0.143787                 NaN  0.187140                 NaN            NaN            NaN
  1330.70        500.000        99.4244       0.122881       0.189376                 NaN  0.879019E-001            NaN  0.175422                 NaN            NaN            NaN
  1329.71        500.000        99.3830       0.965205E-001  0.226921                 NaN  0.114551                 NaN  0.178990                 NaN            NaN            NaN
  1328.71        500.000        99.3871       0.941922E-001  0.226124                 NaN  0.114751                 NaN  0.177803                 NaN            NaN            NaN
  1327.71        500.000        99.3913       0.933637E-001  0.224800                 NaN  0.114077                 NaN  0.176455                 NaN            NaN            NaN
  1326.72        500.000        99.3961       0.921884E-001  0.223265                 NaN  0.113519                 NaN  0.174932                 NaN            NaN            NaN
  1325.72        500.000        99.4004       0.222177       0.907039E-001            NaN  0.113135                 NaN  0.173591                 NaN            NaN            NaN
  1324.73        500.000        99.4049       0.896041E-001  0.220741                 NaN  0.112566                 NaN  0.172229                 NaN            NaN            NaN
  1323.73        500.000        99.4095       0.884322E-001  0.219154                 NaN  0.112063                 NaN  0.170813                 NaN            NaN            NaN
  1322.73        500.000        99.4127       0.877845E-001  0.218426                 NaN  0.111414                 NaN  0.169661                 NaN            NaN            NaN
  1321.74        500.000        99.4181       0.871880E-001  0.216354                 NaN  0.110366                 NaN  0.167984                 NaN            NaN            NaN
  1320.74        500.000        99.4221       0.215030       0.858788E-001            NaN  0.110209                 NaN  0.166830                 NaN            NaN            NaN
  1319.74        500.000        99.4240       0.214819       0.850827E-001            NaN  0.109890                 NaN  0.166191                 NaN            NaN            NaN
  1318.75        500.000        99.4312       0.211671       0.853526E-001            NaN  0.107994                 NaN  0.163779                 NaN            NaN            NaN
  1317.75        500.000        99.4345       0.833890E-001  0.211290                 NaN  0.108024                 NaN  0.162824                 NaN            NaN            NaN
  1316.76        500.000        99.4379       0.209986       0.833017E-001            NaN  0.107116                 NaN  0.161737                 NaN            NaN            NaN
  1315.76        500.000        99.4428       0.823481E-001  0.208219                 NaN  0.106448                 NaN  0.160179                 NaN            NaN            NaN
  1314.76        500.000        99.4461       0.207054       0.819652E-001            NaN  0.105734                 NaN  0.159117                 NaN            NaN            NaN
  1313.77        500.000        99.4503       0.812732E-001  0.205553                 NaN  0.105069                 NaN  0.157848                 NaN            NaN            NaN
  1312.77        500.000        99.4532       0.204602       0.811935E-001            NaN  0.104170                 NaN  0.156868                 NaN            NaN            NaN
  1311.78        500.000        99.4578       0.202456       0.817785E-001            NaN  0.102719                 NaN  0.155225                 NaN            NaN            NaN
  1310.78        500.000        99.4612       0.201827       0.804037E-001            NaN  0.102381                 NaN  0.154227                 NaN            NaN            NaN
  1309.78        500.000        99.4648       0.200198       0.807717E-001            NaN  0.101268                 NaN  0.153001                 NaN            NaN            NaN
  1308.79        500.000        99.4682       0.802331E-001  0.198947                 NaN  0.100644                 NaN  0.151946                 NaN            NaN            NaN
  1307.79        500.000        99.4735       0.204220       0.594508E-001            NaN  0.111355                 NaN  0.151519                 NaN            NaN            NaN
  1306.80        500.000        99.4741       0.189865       0.100860                 NaN  0.865443E-001            NaN  0.148614                 NaN            NaN            NaN
  1305.80        500.000        99.4789       0.797032E-001  0.194972                 NaN  0.979537E-001            NaN  0.148450                 NaN            NaN            NaN
  1304.80        500.000        99.4828       0.193239       0.802288E-001            NaN  0.965750E-001            NaN  0.147162                 NaN            NaN            NaN
  1303.81        500.000        99.4860       0.811998E-001  0.191557                 NaN  0.952148E-001            NaN  0.146010                 NaN            NaN            NaN
  1302.81        500.000        99.4892       0.807467E-001  0.190491                 NaN  0.945473E-001            NaN  0.145045                 NaN            NaN            NaN
  1301.82        500.000        99.4921       0.189444       0.802769E-001            NaN  0.940495E-001            NaN  0.144171                 NaN            NaN            NaN
  1300.82        500.000        99.4963       0.187304       0.805505E-001            NaN  0.929508E-001            NaN  0.142846                 NaN            NaN            NaN
  1299.82        500.000        99.4990       0.185108       0.846892E-001            NaN  0.896892E-001            NaN  0.141487                 NaN            NaN            NaN
  1298.83        500.000        99.5016       0.184664       0.821012E-001            NaN  0.906162E-001            NaN  0.140974                 NaN            NaN            NaN
  1297.83        500.000        99.5048       0.850279E-001  0.182754                 NaN  0.877969E-001            NaN  0.139620                 NaN            NaN            NaN
  1296.83        500.000        99.5088       0.181584       0.838068E-001            NaN  0.874141E-001            NaN  0.138434                 NaN            NaN            NaN
  1295.84        500.000        99.5120       0.840680E-001  0.179889                 NaN  0.864137E-001            NaN  0.137581                 NaN            NaN            NaN
  1294.84        500.000        99.5155       0.825255E-001  0.179318                 NaN  0.863602E-001            NaN  0.136301                 NaN            NaN            NaN
  1293.85        500.000        99.5174       0.860029E-001  0.177314                 NaN  0.837628E-001            NaN  0.135533                 NaN            NaN            NaN
  1292.85        500.000        99.5202       0.175896       0.864650E-001            NaN  0.828042E-001            NaN  0.134656                 NaN            NaN            NaN
  1291.85        500.000        99.5232       0.174015       0.879134E-001            NaN  0.813112E-001            NaN  0.133555                 NaN            NaN            NaN
  1290.86        500.000        99.5258       0.172544       0.889976E-001            NaN  0.799434E-001            NaN  0.132688                 NaN            NaN            NaN
  1289.86        500.000        99.5291       0.878068E-001  0.171816                 NaN  0.795322E-001            NaN  0.131702                 NaN            NaN            NaN
  1288.87        500.000        99.5316       0.907714E-001  0.169766                 NaN  0.772017E-001            NaN  0.130656                 NaN            NaN            NaN
  1287.87        500.000        99.5340       0.913269E-001  0.168446                 NaN  0.763418E-001            NaN  0.129914                 NaN            NaN            NaN
  1286.87        500.000        99.5371       0.166565       0.926195E-001            NaN  0.748157E-001            NaN  0.128892                 NaN            NaN            NaN
  1285.88        500.000        99.5396       0.165296       0.937795E-001            NaN  0.733466E-001            NaN  0.127944                 NaN            NaN            NaN
  1284.88        500.000        99.5453       0.163939       0.904237E-001            NaN  0.736662E-001            NaN  0.126653                 NaN            NaN            NaN
  1283.89        500.000        99.5353       0.160869       0.910702E-001            NaN  0.829852E-001            NaN  0.129781                 NaN            NaN            NaN
  1282.89        500.000        99.5549       0.107302       0.160522                 NaN  0.552661E-001            NaN  0.121972                 NaN            NaN            NaN
  1281.89        500.000        99.5501       0.158820       0.986471E-001            NaN  0.680043E-001            NaN  0.124474                 NaN            NaN            NaN
  1280.90        500.000        99.5527       0.999219E-001  0.157175                 NaN  0.666309E-001            NaN  0.123588                 NaN            NaN            NaN
  1279.90        500.000        96.1240       0.427710       0.849232                 NaN  0.357391E-001            NaN  0.492158        2.07113                 NaN            NaN
  1278.91        500.000        93.6612        1.42116       0.606776                 NaN  0.738289E-005            NaN  0.756915        3.55391                 NaN            NaN
  1277.91        500.000        93.9479       0.609364        1.28958                 NaN  0.401907E-001            NaN  0.727807        3.38520                 NaN            NaN
  1276.91        500.000        94.1844       0.551951        1.32625                 NaN            NaN            NaN  0.700674        3.23671                 NaN            NaN
  1275.92        500.000        94.4030       0.528552        1.28826                 NaN  0.355358E-005            NaN  0.677324        3.10282                 NaN            NaN
  1274.92        500.000        94.6457       0.502665        1.24222                 NaN            NaN            NaN  0.650574        2.95889                 NaN            NaN
  1273.92        500.000        94.8334        1.21124       0.480615                 NaN            NaN            NaN  0.630487        2.84430                 NaN            NaN
  1272.93        500.000        95.0165        1.18287       0.456953                 NaN            NaN            NaN  0.610853        2.73284                 NaN            NaN
  1271.93        500.000        95.2003        1.15163       0.434171                 NaN            NaN            NaN  0.590736        2.62317                 NaN            NaN
  1270.94        500.000        95.3699       0.412776        1.12190                 NaN            NaN            NaN  0.571975        2.52346                 NaN            NaN
  1269.94        500.000        95.5244       0.388976        1.10354                 NaN            NaN            NaN  0.555440        2.42767                 NaN            NaN
  1268.94        500.000        95.6647        1.08583       0.365752                 NaN            NaN            NaN  0.540285        2.34348                 NaN            NaN
  1267.95        500.000        95.8038       0.341645        1.06950                 NaN            NaN            NaN  0.525121        2.25990                 NaN            NaN
  1266.95        500.000        95.9411       0.317928        1.05171                 NaN            NaN            NaN  0.509928        2.17933                 NaN            NaN
  1265.96        500.000        96.0612       0.292535        1.04314                 NaN            NaN            NaN  0.496831        2.10628                 NaN            NaN
  1264.96        500.000        96.1791        1.03381       0.266476                 NaN            NaN            NaN  0.483749        2.03687                 NaN            NaN
  1263.96        500.000        96.2859        1.03381       0.236265                 NaN            NaN            NaN  0.472087        1.97197                 NaN            NaN
  1262.97        500.000        95.7576       0.421294       0.955161                 NaN            NaN            NaN  0.533042        2.25531       0.776043E-001            NaN
  1261.97        500.000        95.3522       0.589888       0.863541                 NaN            NaN            NaN  0.579647        2.47098       0.143792                 NaN
  1260.98        500.000        95.5209       0.850703       0.555971                 NaN            NaN            NaN  0.560342        2.37485       0.137196                 NaN
  1259.98        500.000        95.6934       0.525051       0.832293                 NaN            NaN            NaN  0.540297        2.27811       0.130846                 NaN
  1258.98        500.000        95.8487       0.491207       0.821810                 NaN            NaN            NaN  0.522264        2.19094       0.125040                 NaN
  1257.99        500.000        95.9936       0.478120       0.785529                 NaN  0.672851E-002            NaN  0.505435        2.11056       0.120038                 NaN
  1256.99        500.000        96.1485       0.859693       0.208040                 NaN  0.132443                 NaN  0.488980        2.04071       0.121654                 NaN
  1256.00        500.000        96.2885       0.854404       0.177424                 NaN  0.127507                 NaN  0.471936        1.96355       0.116662                 NaN
  1255.00        500.000        96.4150       0.849670       0.150640                 NaN  0.121991                 NaN  0.456561        1.89416       0.112013                 NaN
  1254.00        500.000        96.5333       0.223298       0.764077                 NaN  0.102662                 NaN  0.442588        1.82755       0.106556                 NaN
  1253.01        500.000        95.0297        1.04847                 NaN            NaN  0.312253       0.914547E-002  0.648762        2.78137       0.170287                 NaN
  1252.01        500.000        98.6035       0.341946       0.268863                 NaN            NaN            NaN  0.164873       0.584380       0.364376E-001            NaN
  1251.01        500.000        97.1010                 NaN            NaN            NaN  0.498559                 NaN  0.384513        1.89146       0.124491                 NaN
  1250.02        500.000        96.5116        1.50351                 NaN            NaN            NaN            NaN  0.448626        1.46291       0.733233E-001            NaN
  1249.02        500.000        97.1863       0.883063                 NaN            NaN            NaN            NaN  0.346335        1.49354       0.907103E-001            NaN
  1248.03        500.000        97.1301       0.923302                 NaN            NaN            NaN            NaN  0.364684        1.49904       0.828886E-001            NaN
  1247.03        500.000        97.1749       0.839183                 NaN            NaN  0.601061E-001            NaN  0.361084        1.48121       0.835389E-001            NaN
  1246.03        500.000        97.2898       0.880861                 NaN            NaN            NaN            NaN  0.347194        1.40725       0.749365E-001            NaN
  1245.04        500.000        97.3384       0.843127                 NaN            NaN  0.174284E-001            NaN  0.341546        1.38521       0.742614E-001            NaN
  1244.04        500.000        97.4103       0.790748                 NaN            NaN  0.431394E-001            NaN  0.333178        1.34986       0.727814E-001            NaN
  1243.05        500.000        97.4830       0.749378                 NaN            NaN  0.584938E-001            NaN  0.323466        1.31409       0.715549E-001            NaN
  1242.05        500.000        97.5498       0.705942                 NaN            NaN  0.770502E-001            NaN  0.314074        1.28237       0.707719E-001            NaN
  1241.05        500.000        97.6132       0.685743                 NaN            NaN  0.770905E-001            NaN  0.305882        1.24944       0.686931E-001            NaN
  1240.06        500.000        97.6659       0.693836                 NaN            NaN  0.570383E-001            NaN  0.299456        1.21842       0.653378E-001            NaN
  1239.06        500.000        97.7220       0.677706                 NaN            NaN  0.556226E-001            NaN  0.292074        1.18924       0.633387E-001            NaN
  1238.07        500.000        97.7815       0.644054                 NaN            NaN  0.677835E-001            NaN  0.283865        1.16050       0.622903E-001            NaN
  1237.07        500.000        97.8295       0.644990                 NaN            NaN  0.545563E-001            NaN  0.277873        1.13347       0.596232E-001            NaN
  1236.07        500.000        97.8807       0.630578                 NaN            NaN  0.525398E-001            NaN  0.271042        1.10731       0.578035E-001            NaN
  1235.08        500.000        97.9359       0.607097                 NaN            NaN  0.568732E-001            NaN  0.263847        1.08000       0.562496E-001            NaN
  1234.08        500.000        97.9658       0.605614                 NaN            NaN  0.526250E-001            NaN  0.259197        1.06201       0.547964E-001            NaN
  1233.09        500.000        98.0150       0.606008                 NaN            NaN  0.380742E-001            NaN  0.253282        1.03557       0.520854E-001            NaN
  1232.09        500.000        98.0590       0.593148                 NaN            NaN  0.367503E-001            NaN  0.247403        1.01317       0.505207E-001            NaN
  1231.09        500.000        98.1018       0.571280                 NaN            NaN  0.438770E-001            NaN  0.241342       0.992140       0.495589E-001            NaN
  1230.10        500.000        98.1418       0.559442                 NaN            NaN  0.431656E-001            NaN  0.235775       0.971621       0.481505E-001            NaN
  1229.10        500.000        98.1788       0.562689                 NaN            NaN  0.306313E-001            NaN  0.231168       0.950790       0.459597E-001            NaN
  1228.10        500.000        98.2192       0.550065                 NaN            NaN  0.299098E-001            NaN  0.225815       0.930510       0.445232E-001            NaN
  1227.11        500.000        98.2480       0.550894                 NaN            NaN  0.222257E-001            NaN  0.221660       0.914229       0.429772E-001            NaN
  1226.11        500.000        98.2874       0.535094                 NaN            NaN  0.248696E-001            NaN  0.216249       0.894608       0.417866E-001            NaN
  1225.12        500.000        98.3208       0.526129                 NaN            NaN  0.232201E-001            NaN  0.211810       0.877524       0.405122E-001            NaN
  1224.12        500.000        98.3513       0.528757                 NaN            NaN  0.130407E-001            NaN  0.207615       0.860539       0.387394E-001            NaN
  1223.12        500.000        98.3869       0.521871                 NaN            NaN  0.777207E-002            NaN  0.201684       0.843747       0.380107E-001            NaN
  1222.13        500.000        98.4121       0.502857                 NaN            NaN  0.195667E-001            NaN  0.200251       0.828968       0.362672E-001            NaN
  1221.13        500.000        98.4435       0.507642                 NaN            NaN  0.621696E-002            NaN  0.194906       0.812662       0.350476E-001            NaN
  1220.14        500.000        98.4696       0.505049                 NaN            NaN  0.145169E-002            NaN  0.191142       0.798828       0.339210E-001            NaN
  1219.14        500.000        98.4976       0.490838                 NaN            NaN  0.665062E-002            NaN  0.187595       0.784399       0.329136E-001            NaN
  1218.14        500.000        98.5302       0.486868                 NaN            NaN            NaN            NaN  0.183074       0.768209       0.316690E-001            NaN
  1217.15        500.000        98.5563       0.478691                 NaN            NaN            NaN            NaN  0.179843       0.754692       0.305187E-001            NaN
  1216.15        500.000        98.5843       0.469207                 NaN            NaN  0.121839E-005            NaN  0.174729       0.741562       0.302188E-001            NaN
  1215.16        500.000        98.6045       0.463817                 NaN            NaN  0.213380E-003            NaN  0.174125       0.729294       0.280812E-001            NaN
  1214.16        500.000        98.6332       0.454024                 NaN            NaN            NaN            NaN  0.169523       0.715717       0.275826E-001            NaN
  1213.16        500.000        98.6596       0.444940                 NaN            NaN            NaN            NaN  0.165325       0.703071       0.270458E-001            NaN
  1212.17        500.000        98.6845       0.436382                 NaN            NaN            NaN            NaN  0.162703       0.690627       0.257545E-001            NaN
  1211.17        500.000        98.7101       0.427802                 NaN            NaN            NaN            NaN  0.158722       0.678139       0.252409E-001            NaN
  1210.18        500.000        98.7320       0.420661                 NaN            NaN            NaN            NaN  0.155560       0.667358       0.244526E-001            NaN
  1209.18        500.000        98.7552       0.413098                 NaN            NaN            NaN            NaN  0.153101       0.655292       0.233478E-001            NaN
  1208.18        500.000        98.7815       0.403354                 NaN            NaN            NaN            NaN  0.147847       0.643818       0.234409E-001            NaN
  1207.19        500.000        98.8004       0.397243                 NaN            NaN            NaN            NaN  0.146617       0.633743       0.220391E-001            NaN
  1206.19        500.000        98.8200       0.391082                 NaN            NaN            NaN            NaN  0.143893       0.623699       0.213021E-001            NaN
  1205.19        500.000        98.8461       0.381141                 NaN            NaN  0.216151E-003            NaN  0.139930       0.611731       0.208773E-001            NaN
  1204.20        500.000        98.8702       0.371749                 NaN            NaN            NaN            NaN  0.134817       0.602081       0.211382E-001            NaN
  1203.20        500.000        98.8837       0.369331                 NaN            NaN            NaN            NaN  0.134237       0.592977       0.197123E-001            NaN
  1202.21        500.000        98.9073       0.359971                 NaN            NaN            NaN            NaN  0.132039       0.581878       0.188113E-001            NaN
  1201.21        500.000        98.9271       0.353266                 NaN            NaN            NaN            NaN  0.128450       0.572707       0.185146E-001            NaN
  1200.21        500.000        72.6121        3.67361                 NaN            NaN   1.17442                 NaN   2.46523        11.8027       0.329963        7.94203     
  1199.22        500.000        99.7323       0.803257E-002  0.490625E-001            NaN            NaN            NaN  0.217916E-001  0.961460E-001  0.185261E-002  0.908491E-001
  1198.22        500.000        99.7684       0.423219E-002  0.946573E-002            NaN            NaN            NaN  0.165382E-001            NaN  0.197484E-002  0.199401     
  1197.23        500.000        99.4237       0.681818E-001            NaN            NaN  0.400763E-001            NaN  0.553897E-001  0.307707       0.305684E-002  0.101869     
  1196.23        500.000        99.7383       0.195415E-001  0.212917E-001            NaN            NaN            NaN  0.184905E-001            NaN            NaN  0.202327     
  1195.23        500.000        98.7684       0.131243                 NaN            NaN  0.636953E-001            NaN  0.107129       0.558966       0.979455E-002  0.360807     
  1194.24        500.000        99.7441       0.207272E-001            NaN            NaN            NaN            NaN  0.181386E-001  0.682892E-001  0.311506E-002  0.145581     
  1193.24        500.000        99.6767                 NaN            NaN            NaN  0.387821E-001            NaN  0.225093E-001  0.840731E-001            NaN  0.177977     
  1192.25        500.000        99.6848       0.234667E-002  0.153939                 NaN            NaN            NaN  0.432803E-001  0.115662                 NaN            NaN
  1191.25        500.000        99.3457                 NaN            NaN            NaN            NaN            NaN  0.344161E-001  0.336839       0.772649E-002  0.275323     
  1190.25        500.000        99.6884       0.229057E-001            NaN            NaN            NaN            NaN  0.185124E-001  0.132181       0.350958E-002  0.134459     
  1189.26        500.000        99.3810       0.122923                 NaN            NaN            NaN            NaN  0.553297E-001  0.220504       0.187245E-002  0.218326     
  1188.26        500.000        89.1934       0.617152       0.685312                 NaN            NaN            NaN  0.798430        4.41139       0.769012E-001   4.21738     
  1187.26        500.000                 NaN   7.51341        4.62756                 NaN            NaN            NaN   7.50636        40.7840       0.591668        38.9770     
  1186.27        500.000                 NaN   7.51093        4.63009                 NaN            NaN            NaN   7.50642        40.7839       0.591648        38.9770     
  1185.27        500.000                 NaN   7.50817        4.63290                 NaN            NaN            NaN   7.50647        40.7838       0.591627        38.9770     
  1184.28        500.000                 NaN   7.50508        4.63603                 NaN            NaN            NaN   7.50653        40.7837       0.591605        38.9771     
  1183.28        500.000                 NaN   7.50161        4.63955                 NaN            NaN            NaN   7.50658        40.7836       0.591582        38.9771     
  1182.28        500.000                 NaN   7.49773        4.64350                 NaN            NaN            NaN   7.50665        40.7835       0.591557        38.9771     
  1181.29        500.000                 NaN   7.49329        4.64799                 NaN            NaN            NaN   7.50671        40.7834       0.591531        38.9771     
  1180.29        500.000                 NaN   7.48827        4.65307                 NaN            NaN            NaN   7.50678        40.7833       0.591503        38.9771     
  1179.30        500.000                 NaN   7.48256        4.65885                 NaN            NaN            NaN   7.50686        40.7832       0.591473        38.9771     
  1178.30        500.000                 NaN   7.47602        4.66546                 NaN            NaN            NaN   7.50694        40.7831       0.591441        38.9771     
  1177.30        500.000                 NaN   7.46854        4.67302                 NaN            NaN            NaN   7.50703        40.7829       0.591406        38.9771     
  1176.31        500.000                 NaN   7.46002        4.68163                 NaN            NaN            NaN   7.50713        40.7828       0.591368        38.9771     
  1175.31        500.000                 NaN   7.45030        4.69143                 NaN            NaN            NaN   7.50723        40.7826       0.591326        38.9771     
  1174.32        500.000                 NaN   7.43929        4.70254                 NaN            NaN            NaN   7.50735        40.7824       0.591282        38.9771     
  1173.32        500.000                 NaN   7.42688        4.25913       0.455929                 NaN            NaN   7.50748        40.7823       0.591233        38.9771     
  1172.32        500.000                 NaN   7.41302        4.25646       0.472569                 NaN            NaN   7.50761        40.7820       0.591180        38.9771     
