|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            Sp(TH)         San(TH)        q             
  1451.77        2500.00        99.2841                 NaN  0.256278       0.459597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        2500.00        99.1664                 NaN  0.537710       0.295870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.1710                 NaN  0.294363       0.534594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.11        2500.00        99.1743                 NaN  0.292535       0.533177                 NaN            NaN  0.150860E-004            NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00        99.1767                 NaN  0.532067       0.291269                 NaN            NaN  0.507066E-005            NaN            NaN            NaN            NaN            NaN
  1445.67        2500.00        99.1801                 NaN  0.529926       0.289962                 NaN            NaN  0.256886E-005            NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00        99.1829                 NaN  0.288322       0.528743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.22        2500.00        98.9237                 NaN  0.366200       0.559507                 NaN            NaN  0.290157E-001  0.121575                 NaN            NaN            NaN            NaN
  1442.00        2500.00        97.8853                 NaN  0.716977       0.489352                 NaN            NaN  0.285689       0.622643                 NaN            NaN            NaN            NaN
  1440.78        2500.00        97.9123                 NaN  0.475390       0.711077                 NaN            NaN  0.286261       0.614934                 NaN            NaN            NaN            NaN
  1439.56        2500.00        97.9450                 NaN  0.701488       0.462697                 NaN            NaN  0.285491       0.605277                 NaN            NaN            NaN            NaN
  1438.34        2500.00        97.9766                 NaN  0.448627       0.693941                 NaN            NaN  0.284771       0.596083                 NaN            NaN            NaN            NaN
  1437.12        2500.00        98.0029                 NaN  0.685751       0.435858                 NaN            NaN  0.285685       0.589773                 NaN            NaN            NaN            NaN
  1435.90        2500.00        98.0306                 NaN  0.422090       0.682461                 NaN            NaN  0.284719       0.580138                 NaN            NaN            NaN            NaN
  1434.68        2500.00        98.0599                 NaN  0.673169       0.410756                 NaN            NaN  0.284231       0.571957                 NaN            NaN            NaN            NaN
  1433.46        2500.00        98.0876                 NaN  0.665885       0.398820                 NaN            NaN  0.283847       0.563864                 NaN            NaN            NaN            NaN
  1432.23        2500.00        98.1122                 NaN  0.387728       0.658684                 NaN            NaN  0.284317       0.557107                 NaN            NaN            NaN            NaN
  1431.01        2500.00        98.1378                 NaN  0.652782       0.375946                 NaN            NaN  0.284027       0.549400                 NaN            NaN            NaN            NaN
  1429.79        2500.00        98.1612                 NaN  0.365139       0.646198                 NaN            NaN  0.284466       0.542955                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.1848                 NaN  0.641279       0.353830                 NaN            NaN  0.284354       0.535747                 NaN            NaN            NaN            NaN
  1427.35        2500.00        98.2101                 NaN  0.342800       0.634463                 NaN            NaN  0.283975       0.528686                 NaN            NaN            NaN            NaN
  1426.13        2500.00        98.2310                 NaN  0.629695       0.332446                 NaN            NaN  0.284413       0.522427                 NaN            NaN            NaN            NaN
  1424.91        2500.00        98.2536                 NaN  0.322281       0.623878                 NaN            NaN  0.284387       0.515874                 NaN            NaN            NaN            NaN
  1423.69        2500.00        98.2765                 NaN  0.618857       0.311199                 NaN            NaN  0.284159       0.509325                 NaN            NaN            NaN            NaN
  1422.47        2500.00        98.2951                 NaN  0.302076       0.614353                 NaN            NaN  0.284746       0.503729                 NaN            NaN            NaN            NaN
  1421.25        2500.00        98.6251                 NaN  0.751834                 NaN            NaN            NaN  0.166149       0.456951                 NaN            NaN            NaN            NaN
  1420.02        2500.00        97.9753                 NaN   1.14175                 NaN            NaN            NaN  0.346360       0.536546                 NaN            NaN            NaN            NaN
  1418.80        2500.00        98.3530                 NaN  0.107903       0.684920                 NaN            NaN  0.354829       0.499360                 NaN            NaN            NaN            NaN
  1417.58        2500.00        98.4288                 NaN  0.253528       0.575599                 NaN            NaN  0.277664       0.464421                 NaN            NaN            NaN            NaN
  1416.36        2500.00        98.3937                 NaN  0.589466       0.259565                 NaN            NaN  0.282852       0.474415                 NaN            NaN            NaN            NaN
  1415.14        2500.00        98.4120                 NaN  0.585806       0.246988                 NaN            NaN  0.285596       0.469596                 NaN            NaN            NaN            NaN
  1413.92        2500.00        98.4288                 NaN  0.582213       0.238299                 NaN            NaN  0.286031       0.464615                 NaN            NaN            NaN            NaN
  1412.70        2500.00        98.4480                 NaN  0.576680       0.230441                 NaN            NaN  0.285830       0.459058                 NaN            NaN            NaN            NaN
  1411.48        2500.00        98.4649                 NaN  0.573646       0.221444                 NaN            NaN  0.285981       0.453990                 NaN            NaN            NaN            NaN
  1410.26        2500.00        98.4806                 NaN  0.213589       0.569994                 NaN            NaN  0.286442       0.449334                 NaN            NaN            NaN            NaN
  1409.04        2500.00        98.0351                 NaN  0.266922       0.739990                 NaN            NaN  0.376602       0.581419                 NaN            NaN            NaN            NaN
  1407.81        2500.00        98.9740                 NaN  0.388087       0.138396                 NaN            NaN  0.197050       0.302498                 NaN            NaN            NaN            NaN
  1406.59        2500.00        98.5275                 NaN  0.559242       0.190981                 NaN            NaN  0.287067       0.435181                 NaN            NaN            NaN            NaN
  1405.37        2500.00        98.5426                 NaN  0.557046       0.181743                 NaN            NaN  0.287475       0.431099                 NaN            NaN            NaN            NaN
  1404.15        2500.00        98.5594                 NaN  0.175286       0.552750                 NaN            NaN  0.286848       0.425740                 NaN            NaN            NaN            NaN
  1402.93        2500.00        98.5729                 NaN  0.167896       0.549883                 NaN            NaN  0.287429       0.421936                 NaN            NaN            NaN            NaN
  1401.71        2500.00        98.5874                 NaN  0.546901       0.160401                 NaN            NaN  0.287670       0.417599                 NaN            NaN            NaN            NaN
  1400.49        2500.00        98.5974                 NaN  0.545143       0.153161                 NaN            NaN  0.289249       0.415033                 NaN            NaN            NaN            NaN
  1399.27        2500.00        98.6204                 NaN  0.147397       0.538590                 NaN            NaN  0.286226       0.407353                 NaN            NaN            NaN            NaN
  1398.05        2500.00        98.6277                 NaN  0.538111       0.140662                 NaN            NaN  0.288081       0.405398                 NaN            NaN            NaN            NaN
  1396.83        2500.00        98.6373                 NaN  0.539824       0.129540                 NaN            NaN  0.290101       0.403205                 NaN            NaN            NaN            NaN
  1395.60        2500.00        98.6558                 NaN  0.128918       0.532121                 NaN            NaN  0.286507       0.396651                 NaN            NaN            NaN            NaN
  1394.38        2500.00        98.6666                 NaN  0.530763       0.121038                 NaN            NaN  0.287994       0.393568                 NaN            NaN            NaN            NaN
  1393.16        2500.00        98.6785                 NaN  0.528707       0.113953                 NaN            NaN  0.288559       0.390261                 NaN            NaN            NaN            NaN
  1391.94        2500.00        98.6922                 NaN  0.108672       0.525635                 NaN            NaN  0.287689       0.385820                 NaN            NaN            NaN            NaN
  1390.72        2500.00        98.7029                 NaN  0.102264       0.524032                 NaN            NaN  0.288136       0.382691                 NaN            NaN            NaN            NaN
  1389.50        2500.00        98.7150                 NaN  0.521423       0.963608E-001            NaN            NaN  0.288133       0.379036                 NaN            NaN            NaN            NaN
  1388.28        2500.00        98.7259                 NaN  0.905632E-001  0.519822                 NaN            NaN  0.288095       0.375609                 NaN            NaN            NaN            NaN
  1387.06        2500.00        98.7380                 NaN  0.856682E-001  0.516782                 NaN            NaN  0.287703       0.371859                 NaN            NaN            NaN            NaN
  1385.84        2500.00        98.7398                 NaN  0.516518       0.788371E-001            NaN            NaN  0.292105       0.372725                 NaN            NaN            NaN            NaN
  1384.62        2500.00        98.7709                 NaN  0.509748       0.751280E-001            NaN            NaN  0.283591       0.360675                 NaN            NaN            NaN            NaN
  1383.39        2500.00        98.7712                 NaN  0.704611E-001  0.510677                 NaN            NaN  0.286294       0.361322                 NaN            NaN            NaN            NaN
  1382.17        2500.00        98.7807                 NaN  0.509594       0.644358E-001            NaN            NaN  0.286795       0.358450                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.7912                 NaN  0.596006E-001  0.507480                 NaN            NaN  0.286476       0.355255                 NaN            NaN            NaN            NaN
  1379.73        2500.00        98.7988                 NaN  0.577863E-001  0.504409                 NaN            NaN  0.286032       0.352967                 NaN            NaN            NaN            NaN
  1378.51        2500.00        98.8128                 NaN  0.471302E-001  0.506100                 NaN            NaN  0.285810       0.348156                 NaN            NaN            NaN            NaN
  1377.29        2500.00        98.8214                 NaN  0.454623E-001  0.502458                 NaN            NaN  0.285018       0.345666                 NaN            NaN            NaN            NaN
  1376.07        2500.00        98.8299                 NaN  0.501083       0.415825E-001            NaN            NaN  0.284619       0.342791                 NaN            NaN            NaN            NaN
  1374.85        2500.00        98.8395                 NaN  0.361794E-001  0.499292                 NaN            NaN  0.284783       0.340224                 NaN            NaN            NaN            NaN
  1373.63        2500.00        98.8391                 NaN  0.503410       0.320384E-001            NaN            NaN  0.285759       0.339731                 NaN            NaN            NaN            NaN
  1372.41        2500.00        98.8669                 NaN  0.491958       0.302831E-001            NaN            NaN  0.280238       0.330573                 NaN            NaN            NaN            NaN
  1371.18        2500.00        98.8682                 NaN  0.494385       0.257132E-001            NaN            NaN  0.281326       0.330344                 NaN            NaN            NaN            NaN
  1369.96        2500.00        98.8761                 NaN  0.493335       0.215524E-001            NaN            NaN  0.281102       0.327878                 NaN            NaN            NaN            NaN
  1368.74        2500.00        98.8845                 NaN  0.177458E-001  0.492287                 NaN            NaN  0.280274       0.325205                 NaN            NaN            NaN            NaN
  1367.52        2500.00        98.8930                 NaN  0.491361       0.140324E-001            NaN            NaN  0.279391       0.322201                 NaN            NaN            NaN            NaN
  1366.30        2500.00        98.9004                 NaN  0.490440       0.109981E-001            NaN            NaN  0.278501       0.319658                 NaN            NaN            NaN            NaN
  1365.08        2500.00        98.9094                 NaN  0.488801       0.793631E-002            NaN            NaN  0.277121       0.316732                 NaN            NaN            NaN            NaN
  1363.86        2500.00        98.9173                 NaN  0.487454       0.503099E-002            NaN            NaN  0.276177       0.314040                 NaN            NaN            NaN            NaN
  1362.64        2500.00        98.8665                 NaN  0.452413       0.886003E-001            NaN            NaN  0.263029       0.329472                 NaN            NaN            NaN            NaN
  1361.42        2500.00        98.9829                 NaN  0.474593                 NaN            NaN            NaN  0.254111       0.288432                 NaN            NaN            NaN            NaN
  1360.20        2500.00        98.9401                 NaN  0.481694                 NaN            NaN            NaN  0.272116       0.306097                 NaN            NaN            NaN            NaN
  1358.97        2500.00        98.9451                 NaN  0.233589E-001  0.468429                 NaN            NaN  0.260411       0.302717                 NaN            NaN            NaN            NaN
  1357.75        2500.00        98.9533                 NaN  0.478761                 NaN            NaN            NaN  0.266949       0.300994                 NaN            NaN            NaN            NaN
  1356.53        2500.00        98.9618                 NaN  0.474698                 NaN            NaN            NaN  0.265448       0.298058                 NaN            NaN            NaN            NaN
  1355.31        2500.00        98.9674                 NaN  0.471375                 NaN            NaN            NaN  0.264948       0.296267                 NaN            NaN            NaN            NaN
  1354.09        2500.00        98.9761                 NaN  0.467624                 NaN            NaN            NaN  0.263110       0.293164                 NaN            NaN            NaN            NaN
  1352.87        2500.00        98.9816                 NaN  0.467845                 NaN            NaN            NaN  0.259698       0.290829                 NaN            NaN            NaN            NaN
  1351.65        2500.00        98.9269                 NaN  0.432156                 NaN            NaN            NaN  0.325653       0.315308                 NaN            NaN            NaN            NaN
  1350.43        2500.00        99.0600                 NaN  0.493275                 NaN            NaN            NaN  0.188291       0.258395                 NaN            NaN            NaN            NaN
  1349.21        2500.00        98.9995                 NaN  0.464999                 NaN            NaN            NaN  0.251679       0.283833                 NaN            NaN            NaN            NaN
  1347.99        2500.00        99.0095                 NaN  0.462422                 NaN            NaN            NaN  0.247951       0.280093                 NaN            NaN            NaN            NaN
  1346.76        2500.00        99.0127                 NaN  0.462993                 NaN            NaN            NaN  0.245680       0.278639                 NaN            NaN            NaN            NaN
  1345.54        2500.00        99.0213                 NaN  0.457319                 NaN            NaN            NaN  0.245119       0.276288                 NaN            NaN            NaN            NaN
  1344.32        2500.00        98.8388                 NaN  0.529025                 NaN            NaN            NaN  0.242454       0.311889       0.778211E-001            NaN            NaN            NaN
  1343.10        2500.00        98.8396                 NaN  0.528947                 NaN            NaN            NaN  0.239944       0.310429       0.810575E-001            NaN            NaN            NaN
  1341.88        2500.00        98.8505                 NaN  0.523503                 NaN            NaN            NaN  0.238573       0.307573       0.798756E-001            NaN            NaN            NaN
  1340.66        2500.00        98.8628                 NaN  0.515487                 NaN            NaN            NaN  0.238492       0.304517       0.787132E-001            NaN            NaN            NaN
  1339.44        2500.00        98.8545                 NaN  0.547243                 NaN            NaN            NaN  0.189062       0.298067       0.298143E-001  0.813019E-001            NaN            NaN
  1338.22        2500.00        98.8653                 NaN  0.545696                 NaN            NaN            NaN  0.182416       0.294786       0.259700E-001  0.858625E-001            NaN            NaN
  1337.00        2500.00        98.8769                 NaN  0.543430                 NaN            NaN            NaN  0.176512       0.290918       0.217586E-001  0.904635E-001            NaN            NaN
  1335.78        2500.00        98.8883                 NaN  0.538708                 NaN            NaN            NaN  0.173300       0.287452       0.191424E-001  0.930488E-001            NaN            NaN
  1334.55        2500.00        98.8989                 NaN  0.534044                 NaN            NaN            NaN  0.171136       0.284706       0.180188E-001  0.931627E-001            NaN            NaN
  1333.33        2500.00        98.9052                 NaN  0.538504                 NaN            NaN            NaN  0.156963       0.281038       0.563322E-002  0.112671                 NaN            NaN
  1332.11        2500.00        98.9265                 NaN  0.514724                 NaN            NaN            NaN  0.179290       0.279612       0.284879E-001  0.713695E-001            NaN            NaN
  1330.89        2500.00        98.9317                 NaN  0.521019                 NaN            NaN            NaN  0.163659       0.275867       0.150346E-001  0.927092E-001            NaN            NaN
  1329.67        2500.00        98.9434                 NaN  0.515196                 NaN            NaN            NaN  0.162699       0.273010       0.153408E-001  0.903157E-001            NaN            NaN
  1328.45        2500.00        98.9535                 NaN  0.511271                 NaN            NaN            NaN  0.160660       0.270331       0.149186E-001  0.892798E-001            NaN            NaN
  1327.23        2500.00        98.9649                 NaN  0.505701                 NaN            NaN            NaN  0.159388       0.267481       0.148945E-001  0.875918E-001            NaN            NaN
  1326.01        2500.00        98.9750                 NaN  0.501222                 NaN            NaN            NaN  0.158382       0.264957       0.153111E-001  0.851442E-001            NaN            NaN
  1324.79        2500.00        98.9849                 NaN  0.497604                 NaN            NaN            NaN  0.154322       0.262232       0.126329E-001  0.883084E-001            NaN            NaN
  1323.57        2500.00        98.9980                 NaN  0.489927                 NaN            NaN            NaN  0.156931       0.259273       0.168101E-001  0.790279E-001            NaN            NaN
  1322.34        2500.00        99.0074                 NaN  0.486218                 NaN            NaN            NaN  0.154607       0.256814       0.158450E-001  0.791252E-001            NaN            NaN
  1321.12        2500.00        99.0167                 NaN  0.481733                 NaN            NaN            NaN  0.154206       0.254658       0.168969E-001  0.757769E-001            NaN            NaN
  1319.90        2500.00        99.0273                 NaN  0.476716                 NaN            NaN            NaN  0.152341       0.251965       0.163126E-001  0.753206E-001            NaN            NaN
  1318.68        2500.00        99.0380                 NaN  0.472053                 NaN            NaN            NaN  0.151745       0.249185       0.173135E-001  0.717353E-001            NaN            NaN
  1317.46        2500.00        99.0474                 NaN  0.467315                 NaN            NaN            NaN  0.151168       0.247007       0.180817E-001  0.690036E-001            NaN            NaN
  1316.24        2500.00        99.0570                 NaN  0.462508                 NaN            NaN            NaN  0.150861       0.244737       0.190044E-001  0.659130E-001            NaN            NaN
  1315.02        2500.00        99.0663                 NaN  0.458716                 NaN            NaN            NaN  0.149485       0.242357       0.192347E-001  0.639418E-001            NaN            NaN
  1313.80        2500.00        99.0758                 NaN  0.453618                 NaN            NaN            NaN  0.149499       0.240133       0.203571E-001  0.605834E-001            NaN            NaN
  1312.58        2500.00        99.0813                 NaN  0.459569                 NaN            NaN            NaN  0.132426       0.236653       0.572117E-002  0.843640E-001            NaN            NaN
  1311.36        2500.00        99.0992                 NaN  0.433769                 NaN            NaN            NaN  0.165272       0.236664       0.379779E-001  0.270705E-001            NaN            NaN
  1310.13        2500.00        99.1034                 NaN  0.440581                 NaN            NaN            NaN  0.147678       0.233420       0.226449E-001  0.522393E-001            NaN            NaN
  1308.91        2500.00        99.1118                 NaN  0.436518                 NaN            NaN            NaN  0.148102       0.231498       0.244951E-001  0.475760E-001            NaN            NaN
  1307.69        2500.00        99.1211                 NaN  0.433225                 NaN            NaN            NaN  0.145598       0.228852       0.236429E-001  0.476239E-001            NaN            NaN
  1306.47        2500.00        99.1291                 NaN  0.429875                 NaN            NaN            NaN  0.145240       0.227084       0.251742E-001  0.435145E-001            NaN            NaN
  1305.25        2500.00        99.1383                 NaN  0.424457                 NaN            NaN            NaN  0.145478       0.224880       0.259002E-001  0.409517E-001            NaN            NaN
  1304.03        2500.00        99.1468                 NaN  0.420641                 NaN            NaN            NaN  0.144871       0.222798       0.266968E-001  0.382255E-001            NaN            NaN
  1302.81        2500.00        99.1555                 NaN  0.416112                 NaN            NaN            NaN  0.144950       0.220788       0.279529E-001  0.347334E-001            NaN            NaN
  1301.59        2500.00        99.1625                 NaN  0.413338                 NaN            NaN            NaN  0.144677       0.219067       0.291270E-001  0.313317E-001            NaN            NaN
  1300.37        2500.00        99.1713                 NaN  0.409043                 NaN            NaN            NaN  0.144019       0.216938       0.296373E-001  0.291099E-001            NaN            NaN
  1299.15        2500.00        99.1791                 NaN  0.404183                 NaN            NaN            NaN  0.145150       0.215350       0.315001E-001  0.247084E-001            NaN            NaN
  1297.92        2500.00        99.1870                 NaN  0.403200                 NaN            NaN            NaN  0.141372       0.212711       0.301830E-001  0.254947E-001            NaN            NaN
  1296.70        2500.00        81.4824                 NaN   4.27435                 NaN            NaN            NaN  0.953549        2.43938                 NaN   1.23625        9.61403                 NaN
  1295.48        2500.00        74.3081                 NaN   5.91485                 NaN            NaN            NaN   1.28287        3.34416                 NaN   1.65848        13.4915                 NaN
  1294.26        2500.00        78.8485                 NaN   4.97197                 NaN            NaN            NaN   1.05185        2.77162                 NaN   1.33310        11.0230                 NaN
  1293.04        2500.00        82.0635                 NaN   4.20545                 NaN            NaN            NaN   1.04848        2.37874       0.140508       0.871574        9.29177                 NaN
  1291.82        2500.00        84.2540                 NaN   3.58979                 NaN            NaN            NaN   1.20892        2.12265       0.363743       0.339567        8.12130                 NaN
  1290.60        2500.00        85.9153                 NaN   3.16221                 NaN            NaN            NaN   1.25480        1.92001       0.456931       0.614006E-001   7.22932                 NaN
  1289.38        2500.00        87.0428                 NaN   2.92229                 NaN            NaN            NaN   1.19078        1.77441       0.448924                 NaN   6.62081                 NaN
  1288.16        2500.00        88.2929                 NaN   2.64495                 NaN            NaN            NaN   1.11206        1.61053       0.399783                 NaN   5.93976                 NaN
  1286.94        2500.00        86.6475                 NaN   3.21960                 NaN            NaN            NaN  0.678063        1.80925       0.431373       0.224031        6.99022                 NaN
  1285.71        2500.00        93.1228                 NaN   2.21273                 NaN            NaN            NaN  0.452024       0.901988       0.134628                 NaN   3.17586                 NaN
  1284.49        2500.00        90.6199                 NaN   1.77624                 NaN            NaN            NaN   1.34243        1.36853       0.272646                 NaN   4.62024                 NaN
  1283.27        2500.00        90.8120                 NaN   2.30695                 NaN            NaN            NaN  0.732540        1.26967       0.301417                 NaN   4.57745                 NaN
  1282.05        2500.00        90.9614                 NaN   2.29893                 NaN            NaN            NaN  0.743867        1.27436       0.307334                 NaN   4.41407                 NaN
  1280.83        2500.00        91.1758                 NaN   1.95687                 NaN            NaN            NaN  0.906785        1.23427       0.289993                 NaN   4.43626                 NaN
  1279.61        2500.00        94.2501                 NaN  0.818865       0.245980E-001            NaN            NaN  0.446607       0.652122                 NaN  0.453379        3.35431                 NaN
  1278.39        2500.00        93.3404                 NaN  0.197106        2.79614                 NaN            NaN            NaN   1.03907       0.894613E-001            NaN   2.53781                 NaN
  1277.17        2500.00        86.6144                 NaN   1.52411        3.27892                 NaN            NaN            NaN   1.83631       0.354617                 NaN   6.39167                 NaN
  1275.95        2500.00        98.6520                 NaN            NaN            NaN            NaN            NaN  0.361292       0.221071       0.542658E-001            NaN  0.711387                 NaN
  1274.73        2500.00        98.7323                 NaN  0.574878                 NaN            NaN            NaN            NaN  0.164325       0.200516E-001            NaN  0.508463                 NaN
  1273.50        2500.00        99.0443                 NaN  0.101602                 NaN            NaN            NaN  0.116491       0.160996       0.362585E-001            NaN  0.540321                 NaN
  1272.28        2500.00        99.0071                 NaN  0.174724       0.156960                 NaN            NaN            NaN  0.145264       0.357790E-001            NaN  0.480125                 NaN
  1271.06        2500.00        79.1714                 NaN   7.31638                 NaN            NaN            NaN  0.279075        2.81846       0.562358                 NaN   9.85237                 NaN
  1269.84        2500.00        87.4377                 NaN   3.86587       0.163956E-004            NaN            NaN  0.653876        1.94758       0.229941                 NaN   5.86497                 NaN
  1268.62        2500.00        99.0104                 NaN  0.922523                 NaN            NaN            NaN            NaN  0.326115E-001            NaN            NaN  0.344404E-001            NaN
  1267.40        2500.00        99.4719                 NaN            NaN            NaN            NaN            NaN            NaN  0.428547E-001  0.369288E-001            NaN  0.448321                 NaN
  1266.18        2500.00        94.9136                 NaN   1.50469                 NaN            NaN            NaN            NaN  0.874934       0.112753                 NaN   2.59402                 NaN
  1264.96        2500.00        94.8950                 NaN   2.62117       0.180585E-005            NaN            NaN            NaN  0.435372       0.787588E-001            NaN   1.96972                 NaN
  1263.74        2500.00        96.6674                 NaN   1.23278                 NaN            NaN            NaN            NaN  0.576813       0.940807E-001            NaN   1.42888                 NaN
  1262.52        2500.00        97.0475                 NaN  0.662879                 NaN            NaN            NaN            NaN  0.408096       0.205532                 NaN   1.67603                 NaN
  1261.29        2500.00        95.0018                 NaN   2.05524                 NaN            NaN            NaN            NaN  0.668290       0.135559E-001            NaN   2.26107                 NaN
  1260.07        2500.00        95.2165                 NaN   1.73878                 NaN            NaN            NaN            NaN  0.721670       0.211309                 NaN   2.11176                 NaN
  1258.85        2500.00        97.8857                 NaN  0.731181       0.229384                 NaN            NaN            NaN  0.237940                 NaN            NaN  0.915793                 NaN
  1257.63        2500.00        98.8909                 NaN  0.442620                 NaN            NaN            NaN            NaN  0.117077       0.555887E-002            NaN  0.543869                 NaN
  1256.41        2500.00        95.9489                 NaN   1.39193                 NaN            NaN            NaN            NaN  0.542914       0.108284                 NaN   2.00799                 NaN
  1255.19        2500.00        96.6751                 NaN   1.26939                 NaN            NaN            NaN            NaN  0.464500       0.731469E-001            NaN   1.51782                 NaN
  1253.97        2500.00        97.0750                 NaN  0.887929                 NaN            NaN            NaN            NaN  0.280779       0.121777                 NaN   1.63453                 NaN
  1252.75        2500.00        97.3113                 NaN   1.26650                 NaN            NaN            NaN            NaN  0.495943       0.466116E-002            NaN  0.921548                 NaN
  1251.53        2500.00        74.6655        11.3281        4.65207       0.414593       0.319740E-001  0.240250E-004            NaN   1.97122       0.321587                 NaN   6.61500                 NaN
  1250.31        2500.00        99.9270                 NaN            NaN            NaN            NaN            NaN            NaN  0.729684E-001            NaN            NaN            NaN            NaN
  1249.08        2500.00        99.8192                 NaN            NaN            NaN            NaN            NaN            NaN  0.176020       0.476636E-002            NaN            NaN            NaN
  1247.86        2500.00        99.0237                 NaN  0.497677                 NaN            NaN            NaN            NaN            NaN  0.242369E-001            NaN  0.454432                 NaN
  1246.64        2500.00        99.6311                 NaN  0.197580                 NaN            NaN            NaN            NaN            NaN  0.192216E-001            NaN  0.152096                 NaN
  1245.42        2500.00        99.5029                 NaN            NaN            NaN            NaN            NaN            NaN  0.447070E-001  0.331394E-001            NaN  0.419292                 NaN
