|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1554.20        2500.00                 NaN   99.4905       0.467469       0.420260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.73        2500.00                 NaN   99.2598       0.678586       0.616369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.26        2500.00                 NaN   99.7379       0.241262       0.207984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        2500.00                 NaN   99.5038       0.455148       0.410917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.32        2500.00                 NaN   99.5072       0.454192       0.385661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.85        2500.00                 NaN   99.5124       0.448650       0.389393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.38        2500.00                 NaN   99.5051       0.456480       0.384341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        2500.00                 NaN   99.5285       0.434876       0.366638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00                 NaN   99.5226       0.440165       0.372293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.97        2500.00                 NaN   99.5261       0.438552       0.353542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.50        2500.00                 NaN   99.4939       0.470847       0.352256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.03        2500.00                 NaN   99.5659       0.401877       0.322564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.56        2500.00                 NaN   99.5359       0.431181       0.329396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.09        2500.00                 NaN   99.5397       0.427702       0.325994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00                 NaN   99.5413       0.426996       0.317360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        2500.00                 NaN   99.7098       0.270589       0.195820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.68        2500.00                 NaN   99.3824       0.575823       0.417861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.21        2500.00                 NaN   99.5556       0.412688       0.316916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.74        2500.00                 NaN   99.5538       0.416534       0.296534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.27        2500.00                 NaN   99.5599       0.411127       0.289838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.80        2500.00                 NaN   99.5608       0.411620       0.275774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.33        2500.00                 NaN   99.5646       0.408859       0.265723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.86        2500.00                 NaN   99.5671       0.406368       0.265229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        2500.00                 NaN   99.5707       0.402663       0.266711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.92        2500.00                 NaN   99.5733       0.401178       0.255721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN   99.5756       0.398996       0.253722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.98        2500.00                 NaN   99.5795       0.390142       0.303875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        2500.00                 NaN   99.5806       0.402102       0.172686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.04        2500.00                 NaN   99.5824       0.394955       0.226343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        2500.00                 NaN   99.5883       0.388568       0.231168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.10        2500.00                 NaN   99.5886       0.390234       0.211598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        2500.00                 NaN   99.5911       0.387684       0.212040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.16        2500.00                 NaN   99.5943       0.385858       0.198851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        2500.00                 NaN   99.5949       0.386671       0.184780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.22        2500.00                 NaN   99.5989       0.382477       0.186019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        2500.00                 NaN   99.5923       0.391437       0.162988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.28        2500.00                 NaN   99.6099       0.372257       0.178611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        2500.00                 NaN   99.6052       0.378165       0.166343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.34        2500.00                 NaN   99.6045       0.376877       0.186149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        2500.00                 NaN   99.6133       0.372169       0.145010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.40        2500.00                 NaN   99.6103       0.374141       0.155794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        2500.00                 NaN   99.6160       0.369642       0.143602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.46        2500.00                 NaN   99.5212       0.578470E-001            NaN  0.420949                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.99        2500.00                 NaN   99.6427       0.348058E-002            NaN  0.353811                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        2500.00                 NaN   99.3467                 NaN  0.352629E-002  0.649732                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        2500.00                 NaN   99.4921                 NaN            NaN  0.507864                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        2500.00                 NaN   99.2601                 NaN            NaN  0.739881                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN   99.8644                 NaN            NaN  0.135630                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        2500.00                 NaN   99.3545                 NaN            NaN  0.307301E-002  0.642440                 NaN            NaN            NaN            NaN            NaN
  1482.17        2500.00                 NaN   99.4727                 NaN            NaN  0.500737       0.265880E-001            NaN            NaN            NaN            NaN            NaN
  1480.70        2500.00                 NaN   99.2349                 NaN            NaN  0.324141       0.440933                 NaN            NaN            NaN            NaN            NaN
  1479.23        2500.00                 NaN   99.2408                 NaN            NaN  0.320861       0.438342                 NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00                 NaN   99.2481                 NaN            NaN  0.434582       0.317287                 NaN            NaN            NaN            NaN            NaN
  1476.29        2500.00                 NaN   99.2551                 NaN            NaN  0.430149       0.314785                 NaN            NaN            NaN            NaN            NaN
  1474.82        2500.00                 NaN   98.9843                 NaN            NaN  0.587696       0.428051                 NaN            NaN            NaN            NaN            NaN
  1473.35        2500.00                 NaN   99.5472       0.431595E-001            NaN  0.265225       0.144425                 NaN            NaN            NaN            NaN            NaN
  1471.88        2500.00                 NaN   99.2747                 NaN            NaN  0.305849       0.419424                 NaN            NaN            NaN            NaN            NaN
  1470.41        2500.00                 NaN   99.2808                 NaN            NaN  0.415910       0.303271                 NaN            NaN            NaN            NaN            NaN
  1468.94        2500.00                 NaN   99.2868                 NaN            NaN  0.300101       0.413131                 NaN            NaN            NaN            NaN            NaN
  1467.47        2500.00                 NaN   99.2944       0.365998E-001            NaN  0.411476       0.257480                 NaN            NaN            NaN            NaN            NaN
  1466.00        2500.00                 NaN   99.2986       0.147333E-002            NaN  0.293130       0.406816                 NaN            NaN            NaN            NaN            NaN
  1464.53        2500.00                 NaN   99.3055                 NaN            NaN  0.292213       0.402262                 NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN   99.3114       0.496392E-002            NaN  0.399712       0.283910                 NaN            NaN            NaN            NaN            NaN
  1461.59        2500.00                 NaN   99.3174       0.239754E-001  0.115217E-004  0.260673       0.397932                 NaN            NaN            NaN            NaN            NaN
  1460.12        2500.00                 NaN   99.3219       0.231639E-001            NaN  0.259379       0.395531                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00                 NaN   99.3291       0.225626E-001            NaN  0.391408       0.256958                 NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00                 NaN   99.3338       0.201513E-001            NaN  0.257348       0.388687                 NaN            NaN            NaN            NaN            NaN
  1455.71        2500.00                 NaN   99.3393       0.202496E-001            NaN  0.254672       0.385796                 NaN            NaN            NaN            NaN            NaN
  1454.24        2500.00                 NaN   99.3475       0.218439E-001  0.105209E-001  0.385300       0.234797                 NaN            NaN            NaN            NaN            NaN
  1452.77        2500.00                 NaN   99.3498       0.101602E-001            NaN  0.260483       0.379562                 NaN            NaN            NaN            NaN            NaN
  1451.30        2500.00                 NaN   99.3553       0.177698E-001            NaN  0.249923       0.377009                 NaN            NaN            NaN            NaN            NaN
  1449.83        2500.00                 NaN   99.3601       0.175470E-001            NaN  0.374302       0.248065                 NaN            NaN            NaN            NaN            NaN
  1448.36        2500.00                 NaN   99.3646       0.168294E-001            NaN  0.371933       0.246622                 NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00                 NaN   99.3697       0.174899E-001            NaN  0.243408       0.369398                 NaN            NaN            NaN            NaN            NaN
  1445.42        2500.00                 NaN   99.3750       0.154143E-001            NaN  0.243417       0.366156                 NaN            NaN            NaN            NaN            NaN
  1443.95        2500.00                 NaN   99.4780       0.139571E-001            NaN  0.201757       0.306268                 NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.2856       0.176122E-001  0.885755E-006  0.419233       0.277589                 NaN            NaN            NaN            NaN            NaN
  1441.01        2500.00                 NaN   99.4124                 NaN  0.858317E-001  0.379403       0.122390                 NaN            NaN            NaN            NaN            NaN
  1439.54        2500.00                 NaN   99.3941       0.124475E-001            NaN  0.355737       0.237687                 NaN            NaN            NaN            NaN            NaN
  1438.07        2500.00                 NaN   99.3987       0.145229E-001            NaN  0.233203       0.353542                 NaN            NaN            NaN            NaN            NaN
  1436.60        2500.00                 NaN   99.4023       0.153639E-001            NaN  0.351897       0.230396                 NaN            NaN            NaN            NaN            NaN
  1435.13        2500.00                 NaN   99.4066       0.141020E-001            NaN  0.349504       0.229782                 NaN            NaN            NaN            NaN            NaN
  1433.66        2500.00                 NaN   99.4101       0.157934E-001            NaN  0.347690       0.226409                 NaN            NaN            NaN            NaN            NaN
  1432.19        2500.00                 NaN   99.4162       0.152647E-001            NaN  0.223914       0.344641                 NaN            NaN            NaN            NaN            NaN
  1430.72        2500.00                 NaN   99.4196       0.156037E-001            NaN  0.342991       0.221844                 NaN            NaN            NaN            NaN            NaN
  1429.25        2500.00                 NaN   99.4228       0.153956E-001  0.249709E-005  0.220566       0.341231                 NaN            NaN            NaN            NaN            NaN
  1427.78        2500.00                 NaN   99.0692                 NaN            NaN  0.388543       0.346644       0.195649                 NaN            NaN            NaN            NaN
  1426.31        2500.00                 NaN   98.6107       0.552285E-001  0.365577E-001  0.477585       0.363038       0.456908                 NaN            NaN            NaN            NaN
  1424.84        2500.00                 NaN   98.6225                 NaN  0.122229       0.412186       0.372937       0.470195                 NaN            NaN            NaN            NaN
  1423.37        2500.00                 NaN   98.6459                 NaN  0.121192       0.403626       0.366727       0.462514                 NaN            NaN            NaN            NaN
  1421.90        2500.00                 NaN   98.6690                 NaN  0.120368       0.395098       0.360573       0.454949                 NaN            NaN            NaN            NaN
  1420.43        2500.00                 NaN   98.6940                 NaN  0.118657       0.353898       0.387046       0.446436                 NaN            NaN            NaN            NaN
  1418.96        2500.00                 NaN   98.7148                 NaN  0.118168       0.378890       0.348451       0.439681                 NaN            NaN            NaN            NaN
  1417.49        2500.00                 NaN   98.7378                 NaN  0.116780       0.370922       0.342611       0.431863                 NaN            NaN            NaN            NaN
  1416.02        2500.00                 NaN   98.7595                 NaN  0.115685       0.336519       0.363641       0.424685                 NaN            NaN            NaN            NaN
  1414.55        2500.00                 NaN   98.7799                 NaN  0.114672       0.330950       0.356577       0.417864                 NaN            NaN            NaN            NaN
  1413.08        2500.00                 NaN   98.7980                 NaN  0.114325       0.326765       0.348889       0.412056                 NaN            NaN            NaN            NaN
  1411.61        2500.00                 NaN   98.8218                 NaN  0.112311       0.342912       0.319060       0.403884                 NaN            NaN            NaN            NaN
  1410.14        2500.00                 NaN   98.8371                 NaN  0.111852       0.336431       0.315633       0.398937                 NaN            NaN            NaN            NaN
  1408.67        2500.00                 NaN   98.8578                 NaN  0.110857       0.328968       0.310623       0.391706                 NaN            NaN            NaN            NaN
  1407.20        2500.00                 NaN   98.8740                 NaN  0.110546       0.305362       0.323290       0.386777                 NaN            NaN            NaN            NaN
  1405.73        2500.00                 NaN   98.8956                 NaN  0.108211       0.317712       0.299605       0.378919                 NaN            NaN            NaN            NaN
  1404.26        2500.00                 NaN   98.9105                 NaN  0.108060       0.295947       0.311216       0.374227                 NaN            NaN            NaN            NaN
  1402.79        2500.00                 NaN   98.9271                 NaN  0.107453       0.305199       0.291686       0.368533                 NaN            NaN            NaN            NaN
  1401.32        2500.00                 NaN   99.0749                 NaN  0.217569       0.362307                 NaN  0.345221                 NaN            NaN            NaN            NaN
  1399.85        2500.00                 NaN   98.8285                 NaN            NaN  0.209259       0.585632       0.376653                 NaN            NaN            NaN            NaN
  1398.38        2500.00                 NaN   98.9750                 NaN  0.973034E-001  0.277326       0.299357       0.351025                 NaN            NaN            NaN            NaN
  1396.91        2500.00                 NaN   98.9908                 NaN  0.103595       0.283940       0.274615       0.347087                 NaN            NaN            NaN            NaN
  1395.44        2500.00                 NaN   99.0060                 NaN  0.102829       0.278804       0.270502       0.341894                 NaN            NaN            NaN            NaN
  1393.97        2500.00                 NaN   99.0199                 NaN  0.102665       0.272606       0.267496       0.337351                 NaN            NaN            NaN            NaN
  1392.50        2500.00                 NaN   99.0354                 NaN  0.100760       0.269541       0.262309       0.331961                 NaN            NaN            NaN            NaN
  1391.03        2500.00                 NaN   99.0485                 NaN  0.100158       0.259680       0.264385       0.327275                 NaN            NaN            NaN            NaN
  1389.56        2500.00                 NaN   99.0630                 NaN  0.993519E-001  0.254988       0.260135       0.322570                 NaN            NaN            NaN            NaN
  1388.09        2500.00                 NaN   99.0755                 NaN  0.987828E-001  0.255479       0.251949       0.318258                 NaN            NaN            NaN            NaN
  1386.62        2500.00                 NaN   99.0802                 NaN  0.999721E-001  0.251294       0.251088       0.317438                 NaN            NaN            NaN            NaN
  1385.15        2500.00                 NaN   99.1077                 NaN  0.950040E-001  0.242740       0.248137       0.306397                 NaN            NaN            NaN            NaN
  1383.68        2500.00                 NaN   99.1144                 NaN  0.961631E-001  0.243127       0.241384       0.304924                 NaN            NaN            NaN            NaN
  1382.21        2500.00                 NaN   99.1260                 NaN  0.956450E-001  0.238420       0.238935       0.301040                 NaN            NaN            NaN            NaN
  1380.74        2500.00                 NaN   99.1355                 NaN  0.954125E-001  0.236141       0.235104       0.297844                 NaN            NaN            NaN            NaN
  1379.27        2500.00                 NaN   99.1515                 NaN  0.930906E-001  0.231970       0.231535       0.291941                 NaN            NaN            NaN            NaN
  1377.80        2500.00                 NaN   99.1611                 NaN  0.931965E-001  0.227828       0.228932       0.288933                 NaN            NaN            NaN            NaN
  1376.33        2500.00                 NaN   99.1721                 NaN  0.923034E-001  0.224606       0.225812       0.285159                 NaN            NaN            NaN            NaN
  1374.86        2500.00                 NaN   99.1830                 NaN  0.916846E-001  0.222993       0.220946       0.281376                 NaN            NaN            NaN            NaN
  1373.39        2500.00                 NaN   99.1939                 NaN  0.905364E-001  0.219807       0.218201       0.277559                 NaN            NaN            NaN            NaN
  1371.92        2500.00                 NaN   99.2041                 NaN  0.900171E-001  0.217204       0.214543       0.274109                 NaN            NaN            NaN            NaN
  1370.45        2500.00                 NaN   99.2149                 NaN  0.889922E-001  0.211554       0.214262       0.270313                 NaN            NaN            NaN            NaN
  1368.98        2500.00                 NaN   99.2245                 NaN  0.885387E-001  0.211831       0.208180       0.266980                 NaN            NaN            NaN            NaN
  1367.51        2500.00                 NaN   99.2349                 NaN  0.874916E-001  0.208716       0.205542       0.263324                 NaN            NaN            NaN            NaN
  1366.04        2500.00                 NaN   99.2434                 NaN  0.873795E-001  0.206208       0.202148       0.260848                 NaN            NaN            NaN            NaN
  1364.57        2500.00                 NaN   99.2561                 NaN  0.855022E-001  0.202837       0.199813       0.255734                 NaN            NaN            NaN            NaN
  1363.10        2500.00                 NaN   99.2621                 NaN  0.850893E-001  0.197716       0.200988       0.254097                 NaN            NaN            NaN            NaN
  1361.63        2500.00                 NaN   99.2735                 NaN  0.842483E-001  0.198864       0.193839       0.249544                 NaN            NaN            NaN            NaN
  1360.16        2500.00                 NaN   99.2819                 NaN  0.836893E-001  0.195973       0.191481       0.246953                 NaN            NaN            NaN            NaN
  1358.69        2500.00                 NaN   99.2900                 NaN  0.832596E-001  0.188947       0.193482       0.244303                 NaN            NaN            NaN            NaN
  1357.22        2500.00                 NaN   99.2993                 NaN  0.818403E-001  0.191116       0.187026       0.240752                 NaN            NaN            NaN            NaN
  1355.75        2500.00                 NaN   99.3077                 NaN  0.811096E-001  0.188899       0.184461       0.237816                 NaN            NaN            NaN            NaN
  1354.28        2500.00                 NaN   99.3151                 NaN  0.806045E-001  0.186735       0.182304       0.235302                 NaN            NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.3229                 NaN  0.797809E-001  0.180334       0.184434       0.232512                 NaN            NaN            NaN            NaN
  1351.34        2500.00                 NaN   99.3329                 NaN  0.785690E-001  0.177701       0.181991       0.228869                 NaN            NaN            NaN            NaN
  1349.87        2500.00                 NaN   99.3395                 NaN  0.777994E-001  0.176197       0.179894       0.226604                 NaN            NaN            NaN            NaN
  1348.40        2500.00                 NaN   99.3466                 NaN  0.779368E-001  0.178332       0.172763       0.224355                 NaN            NaN            NaN            NaN
  1346.93        2500.00                 NaN   99.3559                 NaN  0.756327E-001  0.172770       0.175149       0.220576                 NaN            NaN            NaN            NaN
  1345.46        2500.00                 NaN   99.3622                 NaN  0.760705E-001  0.169470       0.173557       0.218670                 NaN            NaN            NaN            NaN
  1343.99        2500.00                 NaN   99.3699                 NaN  0.745169E-001  0.171319       0.168555       0.215697                 NaN            NaN            NaN            NaN
  1342.52        2500.00                 NaN   99.3768                 NaN  0.739380E-001  0.166320       0.169598       0.213350                 NaN            NaN            NaN            NaN
  1341.05        2500.00                 NaN   99.3840                 NaN  0.730122E-001  0.167319       0.164849       0.210790                 NaN            NaN            NaN            NaN
  1339.58        2500.00                 NaN   99.3906                 NaN  0.721948E-001  0.165366       0.163456       0.208413                 NaN            NaN            NaN            NaN
  1338.11        2500.00                 NaN   99.3960                 NaN  0.734604E-001  0.158417       0.165230       0.206845                 NaN            NaN            NaN            NaN
  1336.64        2500.00                 NaN   99.4057                 NaN  0.691358E-001  0.162176       0.160262       0.202694                 NaN            NaN            NaN            NaN
  1335.17        2500.00                 NaN   99.4086                 NaN  0.696600E-001  0.159822       0.159849       0.202024                 NaN            NaN            NaN            NaN
  1333.70        2500.00                 NaN   99.4194                 NaN  0.682368E-001  0.156601       0.158152       0.197649                 NaN            NaN            NaN            NaN
  1332.23        2500.00                 NaN   99.4235                 NaN  0.680088E-001  0.155841       0.156110       0.196555                 NaN            NaN            NaN            NaN
  1330.76        2500.00                 NaN   99.4294                 NaN  0.668284E-001  0.154247       0.155090       0.194417                 NaN            NaN            NaN            NaN
  1329.29        2500.00                 NaN   99.4302                 NaN  0.690078E-001  0.154229       0.151271       0.195264                 NaN            NaN            NaN            NaN
  1327.82        2500.00                 NaN   99.4479                 NaN  0.625866E-001  0.154112       0.148731       0.186672                 NaN            NaN            NaN            NaN
  1326.35        2500.00                 NaN   99.4475                 NaN  0.642641E-001  0.151476       0.148908       0.187816                 NaN            NaN            NaN            NaN
  1324.88        2500.00                 NaN   99.4538                 NaN  0.636529E-001  0.147068       0.149867       0.185643                 NaN            NaN            NaN            NaN
  1323.41        2500.00                 NaN   99.4592                 NaN  0.624138E-001  0.145258       0.149549       0.183551                 NaN            NaN            NaN            NaN
  1321.94        2500.00                 NaN   99.4648                 NaN  0.618125E-001  0.143701       0.148099       0.181568                 NaN            NaN            NaN            NaN
  1320.47        2500.00                 NaN   99.4703                 NaN  0.607237E-001  0.147385       0.142105       0.179493                 NaN            NaN            NaN            NaN
  1319.00        2500.00                 NaN   99.4756                 NaN  0.597979E-001  0.140475       0.146543       0.177576                 NaN            NaN            NaN            NaN
  1317.53        2500.00                 NaN   99.4810                 NaN  0.589914E-001  0.138980       0.145437       0.175632                 NaN            NaN            NaN            NaN
  1316.06        2500.00                 NaN   99.4862                 NaN  0.581444E-001  0.137272       0.144657       0.173733                 NaN            NaN            NaN            NaN
  1314.59        2500.00                 NaN   99.4890                 NaN  0.571142E-001  0.146076       0.134875       0.172943                 NaN            NaN            NaN            NaN
  1313.12        2500.00                 NaN   84.8540                 NaN   1.39087        1.61880       0.253195        1.93593        9.94718                 NaN            NaN            NaN
  1311.65        2500.00                 NaN   83.4933                 NaN   1.55324        1.80247       0.145328        2.09864        10.9070                 NaN            NaN            NaN
  1310.18        2500.00                 NaN   85.5345                 NaN   1.40252        1.63715       0.231345E-001   1.85037        9.55236                 NaN            NaN            NaN
  1308.71        2500.00                 NaN   87.1487                 NaN   1.25496        1.47618                 NaN   1.65317        8.46695                 NaN            NaN            NaN
  1307.24        2500.00                 NaN   88.4953                 NaN   1.12115        1.33895                 NaN   1.48757        7.55703                 NaN            NaN            NaN
  1305.77        2500.00                 NaN   89.6303                 NaN   1.01139        1.21787                 NaN   1.34742        6.79306                 NaN            NaN            NaN
  1304.30        2500.00                 NaN   90.5883                 NaN  0.919571        1.11514                 NaN   1.22914        6.14788                 NaN            NaN            NaN
  1302.83        2500.00                 NaN   91.4070                 NaN  0.841274        1.02759                 NaN   1.12789        5.59622                 NaN            NaN            NaN
  1301.36        2500.00                 NaN   92.1197                 NaN  0.772753       0.951565                 NaN   1.03917        5.11677                 NaN            NaN            NaN
  1299.89        2500.00                 NaN   92.7421                 NaN  0.713864       0.883841                 NaN  0.961614        4.69860                 NaN            NaN            NaN
  1298.42        2500.00                 NaN   93.2881                 NaN  0.661652       0.825792                 NaN  0.893447        4.33098                 NaN            NaN            NaN
  1296.95        2500.00                 NaN   93.7656                 NaN  0.616530       0.774395                 NaN  0.833722        4.00979                 NaN            NaN            NaN
  1295.48        2500.00                 NaN   94.1873                 NaN  0.575394       0.731932                 NaN  0.781120        3.72427                 NaN            NaN            NaN
  1294.01        2500.00                 NaN   94.5763                 NaN  0.539346       0.687750                 NaN  0.731577        3.46503                 NaN            NaN            NaN
  1292.53        2500.00                 NaN   94.9121                 NaN  0.506528       0.654317                 NaN  0.689358        3.23773                 NaN            NaN            NaN
  1291.06        2500.00                 NaN   95.2115                 NaN  0.478214       0.623513                 NaN  0.651676        3.03506                 NaN            NaN            NaN
  1289.59        2500.00                 NaN   95.4850                 NaN  0.451492       0.595390                 NaN  0.616838        2.85124                 NaN            NaN            NaN
  1288.12        2500.00       0.394363        91.4616                 NaN  0.408593        1.25782                 NaN   1.07085        5.40681                 NaN            NaN            NaN
  1286.65        2500.00       0.564914        90.1491                 NaN  0.353508        1.48363                 NaN   1.20452        6.24432                 NaN            NaN            NaN
  1285.18        2500.00       0.507379        91.2226                 NaN  0.315552        1.32437                 NaN   1.06860        5.56147                 NaN            NaN            NaN
  1283.71        2500.00       0.459375        92.1039                 NaN  0.284457        1.19506                 NaN  0.957596        4.99961                 NaN            NaN            NaN
  1282.24        2500.00       0.419876        92.8308                 NaN  0.257420        1.09015                 NaN  0.865580        4.53617                 NaN            NaN            NaN
  1280.77        2500.00       0.388210        93.3997                 NaN  0.238501        1.00575                 NaN  0.793900        4.17394                 NaN            NaN            NaN
  1279.30        2500.00       0.627498        87.4348                 NaN  0.231491        2.04623                 NaN   1.73832        7.92164                 NaN            NaN            NaN
  1277.83        2500.00       0.197216        98.8278                 NaN  0.331247       0.130811E-001            NaN            NaN  0.630612                 NaN            NaN            NaN
  1276.36        2500.00       0.181332        96.9421                 NaN  0.704376E-001  0.525852                 NaN  0.254623        2.02563                 NaN            NaN            NaN
  1274.89        2500.00       0.398147        93.4644                 NaN  0.232473        1.01929                 NaN  0.787531        4.09812                 NaN            NaN            NaN
  1273.42        2500.00       0.296327        95.1482                 NaN  0.164802       0.769227                 NaN  0.572105        3.04931                 NaN            NaN            NaN
