|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1573.74        2500.00                 NaN   99.2276                 NaN  0.756794       0.156149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        2500.00                 NaN   99.2207                 NaN  0.688744       0.139476E-001  0.766213E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        2500.00                 NaN   99.0831                 NaN  0.518758E-001  0.577211E-002  0.859289                 NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        2500.00       0.157267E-003   99.0528                 NaN            NaN  0.190959E-005  0.947023                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        2500.00       0.734496E-002   99.0166                 NaN            NaN            NaN  0.976009                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        2500.00       0.787794E-002   98.9275                 NaN            NaN  0.686280E-001  0.996031                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        2500.00       0.668958E-002   99.0865                 NaN            NaN            NaN  0.906800                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        2500.00       0.737775E-002   98.9736                 NaN            NaN            NaN   1.01899                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        2500.00       0.160478E-001   97.4768                 NaN            NaN  0.628137E-002   2.50084                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        2500.00       0.348430E-004   99.9940                 NaN            NaN            NaN  0.598276E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        2500.00       0.606797E-002   99.0908                 NaN            NaN            NaN  0.903141                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        2500.00       0.731294E-002   98.8594                 NaN            NaN            NaN   1.13325                 NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        2500.00       0.729009E-002   98.7653                 NaN            NaN            NaN   1.19096       0.364894E-001            NaN            NaN            NaN            NaN            NaN
  1554.31        2500.00       0.667351E-002   98.3344                 NaN            NaN            NaN  0.340834        1.31808                 NaN            NaN            NaN            NaN            NaN
  1552.82        2500.00       0.650629E-002   98.3569                 NaN            NaN            NaN   1.29709       0.339499                 NaN            NaN            NaN            NaN            NaN
  1551.33        2500.00       0.612591E-002   98.3830                 NaN            NaN  0.616555E-001   1.35253       0.196677                 NaN            NaN            NaN            NaN            NaN
  1549.83        2500.00       0.567561E-002   98.3853                 NaN            NaN  0.156913        1.44199       0.101625E-001            NaN            NaN            NaN            NaN            NaN
  1548.34        2500.00       0.552147E-002   98.4124                 NaN            NaN  0.154060        1.42088       0.716761E-002            NaN            NaN            NaN            NaN            NaN
  1546.84        2500.00       0.544087E-002   98.4325                 NaN            NaN  0.146816       0.330201E-001   1.38218                 NaN            NaN            NaN            NaN            NaN
  1545.35        2500.00       0.519228E-002   98.4641                 NaN            NaN  0.156949        1.37379                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00       0.510157E-002   98.4819                 NaN            NaN  0.153182        1.35981                 NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        2500.00       0.492202E-002   98.5148                 NaN            NaN  0.154869        1.32541                 NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        2500.00       0.485876E-002   98.5288                 NaN            NaN  0.145477        1.32086                 NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        2500.00       0.471554E-002   98.5522                 NaN            NaN  0.147168        1.29591                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        2500.00       0.457768E-002   98.5740                 NaN            NaN  0.146714        1.27471                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        2500.00       0.448517E-002   98.5929                 NaN            NaN  0.142495        1.26010                 NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        2500.00       0.210371E-002   99.3502                 NaN            NaN  0.601586E-001  0.564281       0.232801E-001            NaN            NaN            NaN            NaN            NaN
  1533.40        2500.00       0.660761E-002   97.8886                 NaN            NaN  0.209472        1.89120       0.416566E-002            NaN            NaN            NaN            NaN            NaN
  1531.90        2500.00       0.416198E-002   98.6481                 NaN            NaN  0.133266        1.21450                 NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        2500.00       0.401686E-002   98.6703                 NaN            NaN  0.133905        1.19179                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        2500.00       0.393686E-002   98.6843                 NaN            NaN  0.129909        1.17662       0.521224E-002            NaN            NaN            NaN            NaN            NaN
  1527.42        2500.00       0.388719E-002   98.6982                 NaN            NaN  0.121853       0.400204E-001   1.13606                 NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00       0.760840E-002   97.4769                 NaN            NaN  0.232760        2.26194       0.207565E-001            NaN            NaN            NaN            NaN            NaN
  1524.43        2500.00       0.119529E-004   99.9889                 NaN            NaN  0.348018E-002  0.764830E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        2500.00       0.357426E-002   98.7575                 NaN            NaN  0.112309        1.07918       0.474005E-001            NaN            NaN            NaN            NaN            NaN
  1521.44        2500.00       0.350120E-002   98.7587                 NaN            NaN  0.112724       0.534769E-001   1.07162                 NaN            NaN            NaN            NaN            NaN
  1519.95        2500.00       0.337240E-002   98.7831                 NaN            NaN  0.109461       0.569387E-001   1.04714                 NaN            NaN            NaN            NaN            NaN
  1518.46        2500.00       0.329320E-002   98.7933                 NaN            NaN  0.107508       0.617179E-001   1.03416                 NaN            NaN            NaN            NaN            NaN
  1516.96        2500.00       0.321160E-002   98.8069                 NaN            NaN  0.105471        1.01929       0.651387E-001            NaN            NaN            NaN            NaN            NaN
  1515.47        2500.00       0.311794E-002   98.8208                 NaN            NaN  0.103275       0.692041E-001   1.00361                 NaN            NaN            NaN            NaN            NaN
  1513.97        2500.00       0.303354E-002   98.8349                 NaN            NaN  0.101108       0.987826       0.731342E-001            NaN            NaN            NaN            NaN            NaN
  1512.48        2500.00       0.293800E-002   98.8479                 NaN            NaN  0.988934E-001  0.774403E-001  0.972809                 NaN            NaN            NaN            NaN            NaN
  1510.99        2500.00       0.194816E-002   99.2295                 NaN            NaN  0.662159E-001  0.529285E-001  0.649399                 NaN            NaN            NaN            NaN            NaN
  1509.49        2500.00       0.390793E-002   98.4831                 NaN            NaN  0.994223E-001   1.20082       0.212735                 NaN            NaN            NaN            NaN            NaN
  1508.00        2500.00       0.250981E-002   98.9003                 NaN            NaN  0.118303       0.978842                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        2500.00       0.259721E-002   98.9038                 NaN            NaN  0.929897E-001  0.919057       0.815267E-001            NaN            NaN            NaN            NaN            NaN
  1505.01        2500.00       0.254805E-002   98.9100                 NaN            NaN  0.891251E-001  0.904294       0.940394E-001            NaN            NaN            NaN            NaN            NaN
  1503.52        2500.00       0.246582E-002   98.9218                 NaN            NaN  0.873432E-001  0.892425       0.959289E-001            NaN            NaN            NaN            NaN            NaN
  1502.02        2500.00       0.239730E-002   98.9321                 NaN            NaN  0.856300E-001  0.881493       0.984196E-001            NaN            NaN            NaN            NaN            NaN
  1500.53        2500.00       0.231798E-002   98.9426                 NaN            NaN  0.837607E-001  0.101080       0.870224                 NaN            NaN            NaN            NaN            NaN
  1499.03        2500.00       0.223918E-002   98.9564                 NaN            NaN  0.818841E-001  0.104601       0.854860                 NaN            NaN            NaN            NaN            NaN
  1497.54        2500.00       0.217749E-002   98.9658                 NaN            NaN  0.802190E-001  0.107348       0.844477                 NaN            NaN            NaN            NaN            NaN
  1496.04        2500.00       0.211567E-002   98.9742                 NaN            NaN  0.787649E-001  0.110534       0.834368                 NaN            NaN            NaN            NaN            NaN
  1494.55        2500.00       0.204227E-002   98.9850                 NaN            NaN  0.769093E-001  0.111606       0.824446                 NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00       0.197445E-002   98.9948                 NaN            NaN  0.753353E-001  0.114693       0.813246                 NaN            NaN            NaN            NaN            NaN
  1491.56        2500.00       0.190810E-002   99.0061                 NaN            NaN  0.737465E-001  0.801737       0.116526                 NaN            NaN            NaN            NaN            NaN
  1490.07        2500.00       0.184070E-002   99.0153                 NaN            NaN  0.721276E-001  0.791930       0.118804                 NaN            NaN            NaN            NaN            NaN
  1488.57        2500.00       0.177902E-002   99.0236                 NaN            NaN  0.706933E-001  0.782978       0.120962                 NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00       0.172059E-002   99.0328                 NaN            NaN  0.691114E-001  0.772973       0.123349                 NaN            NaN            NaN            NaN            NaN
  1485.59        2500.00       0.165741E-002   99.0413                 NaN            NaN  0.677072E-001  0.764139       0.125224                 NaN            NaN            NaN            NaN            NaN
  1484.09        2500.00       0.159745E-002   99.0494                 NaN            NaN  0.661266E-001  0.127329       0.755510                 NaN            NaN            NaN            NaN            NaN
  1482.60        2500.00       0.153786E-002   99.0597                 NaN            NaN  0.648191E-001  0.744804       0.129126                 NaN            NaN            NaN            NaN            NaN
  1481.10        2500.00       0.148128E-002   99.0668                 NaN            NaN  0.635076E-001  0.130520       0.737650                 NaN            NaN            NaN            NaN            NaN
  1479.61        2500.00       0.142626E-002   99.0719                 NaN            NaN  0.622977E-001  0.732147       0.132199                 NaN            NaN            NaN            NaN            NaN
  1478.12        2500.00       0.136338E-002   99.0834                 NaN            NaN  0.607887E-001  0.723154       0.131273                 NaN            NaN            NaN            NaN            NaN
  1476.62        2500.00       0.132058E-002   99.0914                 NaN            NaN  0.592891E-001  0.712214       0.135795                 NaN            NaN            NaN            NaN            NaN
  1475.13        2500.00       0.126223E-002   99.0971                 NaN            NaN  0.581826E-001  0.706258       0.137206                 NaN            NaN            NaN            NaN            NaN
  1473.63        2500.00       0.122235E-002   99.0755                 NaN            NaN  0.538832E-001  0.146959       0.722479                 NaN            NaN            NaN            NaN            NaN
  1472.14        2500.00       0.114108E-002   99.1379                 NaN            NaN  0.591133E-001  0.127898       0.673910                 NaN            NaN            NaN            NaN            NaN
  1470.64        2500.00       0.111470E-002   99.1211                 NaN            NaN  0.542009E-001  0.679839       0.143773                 NaN            NaN            NaN            NaN            NaN
  1469.15        2500.00       0.106207E-002   99.1257                 NaN            NaN  0.530092E-001  0.143164       0.677055                 NaN            NaN            NaN            NaN            NaN
  1467.66        2500.00       0.101156E-002   99.1316                 NaN            NaN  0.523536E-001  0.143665       0.671363                 NaN            NaN            NaN            NaN            NaN
  1466.16        2500.00       0.967752E-003   99.1414                 NaN            NaN  0.508013E-001  0.660642       0.146204                 NaN            NaN            NaN            NaN            NaN
  1464.67        2500.00       0.917451E-003   99.1461                 NaN            NaN  0.498800E-001  0.656861       0.146267                 NaN            NaN            NaN            NaN            NaN
  1463.17        2500.00       0.871133E-003   99.1520                 NaN            NaN  0.486949E-001  0.147694       0.650744                 NaN            NaN            NaN            NaN            NaN
  1461.68        2500.00       0.830518E-003   99.1580                 NaN            NaN  0.475984E-001  0.149194       0.644352                 NaN            NaN            NaN            NaN            NaN
  1460.19        2500.00       0.785441E-003   99.1642                 NaN            NaN  0.464891E-001  0.150117       0.638397                 NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00       0.742249E-003   99.1697                 NaN            NaN  0.454626E-001  0.150973       0.633098                 NaN            NaN            NaN            NaN            NaN
  1457.20        2500.00       0.699456E-003   99.1756                 NaN            NaN  0.443735E-001  0.152058       0.627227                 NaN            NaN            NaN            NaN            NaN
  1455.70        2500.00       0.656503E-003   99.1810                 NaN            NaN  0.434124E-001  0.622340       0.152636                 NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00       0.620375E-003   99.1870                 NaN            NaN  0.423610E-001  0.615862       0.154143                 NaN            NaN            NaN            NaN            NaN
  1452.72        2500.00       0.582079E-003   99.1869                 NaN            NaN  0.413988E-001  0.155150       0.615958                 NaN            NaN            NaN            NaN            NaN
  1451.22        2500.00       0.563524E-003   99.2001                 NaN            NaN  0.405049E-001  0.605136       0.153685                 NaN            NaN            NaN            NaN            NaN
  1449.73        2500.00       0.502062E-003   99.2027                 NaN            NaN  0.392964E-001  0.600692       0.156849                 NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00       0.465323E-003   99.2054                 NaN            NaN  0.383168E-001  0.597770       0.158034                 NaN            NaN            NaN            NaN            NaN
  1446.74        2500.00       0.429434E-003   99.2134                 NaN            NaN  0.376827E-001  0.590852       0.157669                 NaN            NaN            NaN            NaN            NaN
  1445.24        2500.00       0.390537E-003   99.2163                 NaN            NaN  0.367146E-001  0.588593       0.158023                 NaN            NaN            NaN            NaN            NaN
  1443.75        2500.00       0.358819E-003   99.2213                 NaN            NaN  0.355886E-001  0.583153       0.159625                 NaN            NaN            NaN            NaN            NaN
  1442.26        2500.00       0.324385E-003   99.2247                 NaN            NaN  0.349636E-001  0.579798       0.160232                 NaN            NaN            NaN            NaN            NaN
  1440.76        2500.00       0.293863E-003   99.2282                 NaN            NaN  0.340017E-001  0.576370       0.161118                 NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00       0.268277E-003   99.2328                 NaN            NaN  0.307737E-001  0.165815       0.570342                 NaN            NaN            NaN            NaN            NaN
  1437.77        2500.00       0.220845E-003   99.2386                 NaN            NaN  0.350901E-001  0.569571       0.156509                 NaN            NaN            NaN            NaN            NaN
  1436.28        2500.00       0.193351E-003   99.2452                 NaN            NaN  0.333613E-001  0.563003       0.158221                 NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00       0.170256E-003   99.2454                 NaN            NaN  0.276448E-001  0.167849       0.558889                 NaN            NaN            NaN            NaN            NaN
  1433.29        2500.00       0.136984E-003   99.2492                 NaN            NaN  0.295440E-001  0.557671       0.163417                 NaN            NaN            NaN            NaN            NaN
  1431.80        2500.00       0.969685E-004   99.2441                 NaN            NaN  0.281572E-001  0.563825       0.163783                 NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00       0.925098E-004   99.2670                 NaN            NaN  0.283682E-001  0.163010       0.541516                 NaN            NaN            NaN            NaN            NaN
  1428.81        2500.00       0.531728E-004   99.2599                 NaN            NaN  0.270294E-001  0.164896       0.548105                 NaN            NaN            NaN            NaN            NaN
  1427.32        2500.00       0.311410E-004   99.2624                 NaN            NaN  0.262979E-001  0.165445       0.545853                 NaN            NaN            NaN            NaN            NaN
  1425.82        2500.00       0.447108E-003   99.2657                 NaN            NaN  0.247909E-001  0.540618       0.168439                 NaN            NaN            NaN            NaN            NaN
  1424.33        2500.00       0.898906E-003   99.2705                 NaN            NaN  0.243633E-001  0.169283       0.534956                 NaN            NaN            NaN            NaN            NaN
  1422.83        2500.00                 NaN   99.2726                 NaN            NaN  0.235419E-001  0.167581       0.536245                 NaN            NaN            NaN            NaN            NaN
  1421.34        2500.00                 NaN   98.9768                 NaN            NaN  0.905864E-001  0.581019       0.182395                 NaN  0.169208                 NaN            NaN            NaN
  1419.84        2500.00                 NaN   98.0900                 NaN            NaN  0.297019       0.710946       0.222865                 NaN  0.679133                 NaN            NaN            NaN
  1418.35        2500.00                 NaN   98.1214                 NaN            NaN  0.296511       0.705161       0.208105                 NaN  0.668775                 NaN            NaN            NaN
  1416.86        2500.00                 NaN   98.1494                 NaN            NaN  0.295328       0.700415       0.195529                 NaN  0.659359                 NaN            NaN            NaN
  1415.36        2500.00                 NaN   98.1766                 NaN            NaN  0.294874       0.181765       0.696781                 NaN  0.650018                 NaN            NaN            NaN
  1413.87        2500.00                 NaN   98.2056                 NaN            NaN  0.294195       0.691078       0.168742                 NaN  0.640378                 NaN            NaN            NaN
  1412.37        2500.00                 NaN   98.2314                 NaN            NaN  0.293536       0.686354       0.157142                 NaN  0.631585                 NaN            NaN            NaN
  1410.88        2500.00                 NaN   98.2458                 NaN            NaN  0.295203       0.143692       0.688296                 NaN  0.626978                 NaN            NaN            NaN
  1409.39        2500.00                 NaN   98.2928                 NaN            NaN  0.289703       0.674107       0.133621                 NaN  0.609726                 NaN            NaN            NaN
  1407.89        2500.00                 NaN   98.3078                 NaN            NaN  0.291082       0.677149       0.118435                 NaN  0.605564                 NaN            NaN            NaN
  1406.40        2500.00                 NaN   98.3332                 NaN            NaN  0.290118       0.108068       0.672008                 NaN  0.596634                 NaN            NaN            NaN
  1404.90        2500.00                 NaN   98.3560                 NaN            NaN  0.289477       0.668912       0.966756E-001            NaN  0.588915                 NaN            NaN            NaN
  1403.41        2500.00                 NaN   98.3805                 NaN            NaN  0.284866       0.912587E-001  0.663846                 NaN  0.579490                 NaN            NaN            NaN
  1401.92        2500.00                 NaN   98.4003                 NaN            NaN  0.291295       0.667099       0.670204E-001            NaN  0.574249                 NaN            NaN            NaN
  1400.42        2500.00                 NaN   98.4226                 NaN            NaN  0.286647       0.662291       0.626485E-001            NaN  0.565815                 NaN            NaN            NaN
  1398.93        2500.00                 NaN   98.4463                 NaN            NaN  0.285594       0.525182E-001  0.658018                 NaN  0.557616                 NaN            NaN            NaN
  1397.43        2500.00                 NaN   98.4662                 NaN            NaN  0.284745       0.655045       0.434776E-001            NaN  0.550577                 NaN            NaN            NaN
  1395.94        2500.00                 NaN   98.4874                 NaN            NaN  0.283134       0.330024E-001  0.653551                 NaN  0.542884                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.5068                 NaN            NaN  0.282109       0.652306       0.225993E-001            NaN  0.536184                 NaN            NaN            NaN
  1392.95        2500.00                 NaN   98.5238                 NaN            NaN  0.282174       0.654381       0.874944E-002            NaN  0.530899                 NaN            NaN            NaN
  1391.46        2500.00                 NaN   98.5487                 NaN            NaN  0.278639       0.646591       0.518087E-002            NaN  0.520925                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   98.5635                 NaN            NaN  0.277457       0.643178                 NaN            NaN  0.515899                 NaN            NaN            NaN
  1388.47        2500.00                 NaN   98.5812                 NaN            NaN  0.272228       0.638114                 NaN            NaN  0.508466                 NaN            NaN            NaN
  1386.97        2500.00                 NaN   98.5918                 NaN            NaN  0.256637       0.606710       0.433681E-001            NaN  0.501475                 NaN            NaN            NaN
  1385.48        2500.00                 NaN   98.6144                 NaN            NaN  0.273337       0.614375                 NaN            NaN  0.497853                 NaN            NaN            NaN
  1383.99        2500.00                 NaN   98.6338                 NaN            NaN  0.263529       0.614327                 NaN            NaN  0.488302                 NaN            NaN            NaN
  1382.49        2500.00                 NaN   98.6488                 NaN            NaN  0.262487       0.605473                 NaN            NaN  0.483239                 NaN            NaN            NaN
  1381.00        2500.00                 NaN   98.6639                 NaN            NaN  0.256993       0.602317                 NaN            NaN  0.476823                 NaN            NaN            NaN
  1379.50        2500.00                 NaN   98.6787                 NaN            NaN  0.254301       0.595848                 NaN            NaN  0.471130                 NaN            NaN            NaN
  1378.01        2500.00                 NaN   98.6942                 NaN            NaN  0.250714       0.590005                 NaN            NaN  0.465034                 NaN            NaN            NaN
  1376.52        2500.00                 NaN   98.7096                 NaN            NaN  0.246947       0.584766                 NaN            NaN  0.458642                 NaN            NaN            NaN
  1375.02        2500.00                 NaN   98.7221                 NaN            NaN  0.241581       0.583077                 NaN            NaN  0.453252                 NaN            NaN            NaN
  1373.53        2500.00                 NaN   98.7374                 NaN            NaN  0.238505       0.576819                 NaN            NaN  0.447237                 NaN            NaN            NaN
  1372.03        2500.00                 NaN   98.7243                 NaN            NaN  0.269208       0.546905                 NaN            NaN  0.459624                 NaN            NaN            NaN
  1370.54        2500.00                 NaN   98.8011                 NaN            NaN  0.211195       0.569099                 NaN            NaN  0.418572                 NaN            NaN            NaN
  1369.05        2500.00                 NaN   98.7813                 NaN            NaN  0.233213       0.554660                 NaN            NaN  0.430861                 NaN            NaN            NaN
  1367.55        2500.00                 NaN   98.7937                 NaN            NaN  0.229050       0.551763                 NaN            NaN  0.425521                 NaN            NaN            NaN
  1366.06        2500.00                 NaN   98.8074                 NaN            NaN  0.229409       0.542530                 NaN            NaN  0.420682                 NaN            NaN            NaN
  1364.56        2500.00                 NaN   98.8202                 NaN            NaN  0.224370       0.540134                 NaN            NaN  0.415279                 NaN            NaN            NaN
  1363.07        2500.00                 NaN   98.8318                 NaN            NaN  0.221865       0.535960                 NaN            NaN  0.410370                 NaN            NaN            NaN
  1361.57        2500.00                 NaN   98.8456                 NaN            NaN  0.219859       0.529302                 NaN            NaN  0.405265                 NaN            NaN            NaN
  1360.08        2500.00                 NaN   98.8578                 NaN            NaN  0.217285       0.524507                 NaN            NaN  0.400421                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   98.8695                 NaN            NaN  0.212744       0.522464                 NaN            NaN  0.395289                 NaN            NaN            NaN
  1357.09        2500.00                 NaN   98.8802                 NaN            NaN  0.211733       0.516704                 NaN            NaN  0.391332                 NaN            NaN            NaN
  1355.60        2500.00                 NaN   98.8938                 NaN            NaN  0.206874       0.513683                 NaN            NaN  0.385644                 NaN            NaN            NaN
  1354.10        2500.00                 NaN   98.9040                 NaN            NaN  0.204685       0.510055                 NaN            NaN  0.381211                 NaN            NaN            NaN
  1352.61        2500.00                 NaN   98.9051                 NaN            NaN  0.210228       0.132450       0.365610                 NaN  0.386637                 NaN            NaN            NaN
  1351.12        2500.00                 NaN   98.9382                 NaN            NaN  0.191075       0.508052                 NaN            NaN  0.362690                 NaN            NaN            NaN
  1349.62        2500.00                 NaN   98.8680                 NaN            NaN  0.527384E-001  0.551116       0.166517                 NaN  0.361632                 NaN            NaN            NaN
  1348.13        2500.00                 NaN   98.9571                 NaN            NaN  0.192672       0.492431                 NaN            NaN  0.357770                 NaN            NaN            NaN
  1346.63        2500.00                 NaN   98.9577                 NaN            NaN  0.195661       0.486367                 NaN            NaN  0.360238                 NaN            NaN            NaN
  1345.14        2500.00                 NaN   98.9668                 NaN            NaN  0.192222       0.484677                 NaN            NaN  0.356309                 NaN            NaN            NaN
  1343.65        2500.00                 NaN   98.9766                 NaN            NaN  0.188025       0.483419                 NaN            NaN  0.351933                 NaN            NaN            NaN
  1342.15        2500.00                 NaN   98.9878                 NaN            NaN  0.187088       0.477199                 NaN            NaN  0.347957                 NaN            NaN            NaN
  1340.66        2500.00                 NaN   98.9943                 NaN            NaN  0.182724       0.478333                 NaN            NaN  0.344675                 NaN            NaN            NaN
  1339.16        2500.00                 NaN   99.0056                 NaN            NaN  0.180594       0.473826                 NaN            NaN  0.339934                 NaN            NaN            NaN
  1337.67        2500.00                 NaN   99.0150                 NaN            NaN  0.179251       0.468959                 NaN            NaN  0.336811                 NaN            NaN            NaN
  1336.17        2500.00                 NaN   99.0232                 NaN            NaN  0.175341       0.468768                 NaN            NaN  0.332691                 NaN            NaN            NaN
  1334.68        2500.00                 NaN   99.0098                 NaN            NaN  0.170125       0.476393                 NaN            NaN  0.335279       0.836637E-002            NaN            NaN
  1333.19        2500.00                 NaN   98.9196                 NaN            NaN  0.161935       0.513720                 NaN            NaN  0.358965       0.457800E-001            NaN            NaN
  1331.69        2500.00                 NaN   98.9340                 NaN            NaN  0.160681       0.506046                 NaN            NaN  0.354409       0.449096E-001            NaN            NaN
  1330.20        2500.00                 NaN   98.9441                 NaN            NaN  0.158326       0.502773                 NaN            NaN  0.350694       0.441407E-001            NaN            NaN
  1328.70        2500.00                 NaN   98.9652                 NaN            NaN  0.155820       0.492670                 NaN            NaN  0.343470       0.428575E-001            NaN            NaN
  1327.21        2500.00                 NaN   98.9766                 NaN            NaN  0.154701       0.486670                 NaN            NaN  0.339846       0.421771E-001            NaN            NaN
  1325.72        2500.00                 NaN   98.9904                 NaN            NaN  0.153330       0.479577                 NaN            NaN  0.335329       0.413311E-001            NaN            NaN
  1324.22        2500.00                 NaN   99.0039                 NaN            NaN  0.150313       0.474917                 NaN            NaN  0.330446       0.404215E-001            NaN            NaN
  1322.73        2500.00                 NaN   99.0172                 NaN            NaN  0.147642       0.469733                 NaN            NaN  0.325909       0.395508E-001            NaN            NaN
  1321.23        2500.00                 NaN   99.0304                 NaN            NaN  0.144899       0.464642                 NaN            NaN  0.321347       0.387072E-001            NaN            NaN
  1319.74        2500.00                 NaN   99.0427                 NaN            NaN  0.142744       0.459705                 NaN            NaN  0.316953       0.378655E-001            NaN            NaN
  1318.25        2500.00                 NaN   99.0551                 NaN            NaN  0.140869       0.454185                 NaN            NaN  0.312735       0.370856E-001            NaN            NaN
  1316.75        2500.00                 NaN   99.0676                 NaN            NaN  0.138707       0.448895                 NaN            NaN  0.308461       0.362990E-001            NaN            NaN
  1315.26        2500.00                 NaN   99.0799                 NaN            NaN  0.136004       0.444461                 NaN            NaN  0.304133       0.354765E-001            NaN            NaN
  1313.76        2500.00                 NaN   99.0914                 NaN            NaN  0.133776       0.439949                 NaN            NaN  0.300196       0.347167E-001            NaN            NaN
  1312.27        2500.00                 NaN   99.1033                 NaN            NaN  0.131572       0.435122                 NaN            NaN  0.296057       0.339618E-001            NaN            NaN
  1310.77        2500.00                 NaN   99.1145                 NaN            NaN  0.128946       0.431228                 NaN            NaN  0.292070       0.332106E-001            NaN            NaN
  1309.28        2500.00                 NaN   99.1261                 NaN            NaN  0.127147       0.426076                 NaN            NaN  0.288123       0.325066E-001            NaN            NaN
  1307.79        2500.00                 NaN   99.1382                 NaN            NaN  0.124700       0.421285                 NaN            NaN  0.284071       0.317550E-001            NaN            NaN
  1306.29        2500.00                 NaN   99.1481                 NaN            NaN  0.122454       0.417937                 NaN            NaN  0.280412       0.310643E-001            NaN            NaN
