|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1443.75        2500.00       0.543928E-003   99.0988                 NaN            NaN  0.447157E-001  0.670080       0.185900                 NaN            NaN            NaN            NaN            NaN
  1442.26        2500.00       0.491456E-003   99.1022                 NaN            NaN  0.439787E-001  0.666572       0.186734                 NaN            NaN            NaN            NaN            NaN
  1440.76        2500.00       0.444987E-003   99.1058                 NaN            NaN  0.428211E-001  0.663027       0.187903                 NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00       0.405945E-003   99.1110                 NaN            NaN  0.387771E-001  0.193484       0.656377                 NaN            NaN            NaN            NaN            NaN
  1437.77        2500.00       0.334112E-003   99.1167                 NaN            NaN  0.442708E-001  0.655937       0.182775                 NaN            NaN            NaN            NaN            NaN
  1436.28        2500.00       0.292240E-003   99.1239                 NaN            NaN  0.421469E-001  0.648743       0.184903                 NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00       0.257206E-003   99.1240                 NaN            NaN  0.349690E-001  0.196305       0.644425                 NaN            NaN            NaN            NaN            NaN
  1433.29        2500.00       0.206803E-003   99.1277                 NaN            NaN  0.374124E-001  0.643389       0.191256                 NaN            NaN            NaN            NaN            NaN
  1431.80        2500.00       0.146234E-003   99.1216                 NaN            NaN  0.356718E-001  0.650749       0.191786                 NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00       0.139486E-003   99.1473                 NaN            NaN  0.360044E-001  0.191052       0.625497                 NaN            NaN            NaN            NaN            NaN
  1428.81        2500.00       0.801221E-004   99.1387                 NaN            NaN  0.343452E-001  0.193396       0.633475                 NaN            NaN            NaN            NaN            NaN
  1427.32        2500.00       0.468961E-004   99.1410                 NaN            NaN  0.334518E-001  0.194193       0.631288                 NaN            NaN            NaN            NaN            NaN
  1425.82        2500.00       0.672866E-003   99.1443                 NaN            NaN  0.315841E-001  0.625603       0.197840                 NaN            NaN            NaN            NaN            NaN
  1424.33        2500.00       0.135206E-002   99.1492                 NaN            NaN  0.310645E-001  0.198977       0.619412                 NaN            NaN            NaN            NaN            NaN
  1422.83        2500.00                 NaN   99.1515                 NaN            NaN  0.300528E-001  0.197140       0.621320                 NaN            NaN            NaN            NaN            NaN
  1421.34        2500.00                 NaN   98.8371                 NaN            NaN  0.115782       0.673614       0.214698                 NaN  0.158841                 NaN            NaN            NaN
  1419.84        2500.00                 NaN   97.8952                 NaN            NaN  0.380255       0.824607       0.262481                 NaN  0.637428                 NaN            NaN            NaN
  1418.35        2500.00                 NaN   97.9276                 NaN            NaN  0.380336       0.818749       0.245368                 NaN  0.627988                 NaN            NaN            NaN
  1416.86        2500.00                 NaN   97.9558                 NaN            NaN  0.379768       0.814211       0.230830                 NaN  0.619432                 NaN            NaN            NaN
  1415.36        2500.00                 NaN   97.9832                 NaN            NaN  0.380044       0.214855       0.810955                 NaN  0.610949                 NaN            NaN            NaN
  1413.87        2500.00                 NaN   98.0129                 NaN            NaN  0.379991       0.805196       0.199689                 NaN  0.602191                 NaN            NaN            NaN
  1412.37        2500.00                 NaN   98.0389                 NaN            NaN  0.380065       0.800601       0.186206                 NaN  0.594228                 NaN            NaN            NaN
  1410.88        2500.00                 NaN   98.0522                 NaN            NaN  0.383135       0.170490       0.803924                 NaN  0.590203                 NaN            NaN            NaN
  1409.39        2500.00                 NaN   98.1020                 NaN            NaN  0.376785       0.788226       0.158721                 NaN  0.574291                 NaN            NaN            NaN
  1407.89        2500.00                 NaN   98.1163                 NaN            NaN  0.379426       0.792756       0.140855                 NaN  0.570690                 NaN            NaN            NaN
  1406.40        2500.00                 NaN   98.1420                 NaN            NaN  0.379006       0.128692       0.787695                 NaN  0.562602                 NaN            NaN            NaN
  1404.90        2500.00                 NaN   98.1650                 NaN            NaN  0.379007       0.785061       0.115277                 NaN  0.555656                 NaN            NaN            NaN
  1403.41        2500.00                 NaN   98.1900                 NaN            NaN  0.373819       0.108954       0.780107                 NaN  0.547098                 NaN            NaN            NaN
  1401.92        2500.00                 NaN   98.2093                 NaN            NaN  0.383134       0.784933       0.801202E-001            NaN  0.542492                 NaN            NaN            NaN
  1400.42        2500.00                 NaN   98.2319                 NaN            NaN  0.377888       0.780337       0.749925E-001            NaN  0.534871                 NaN            NaN            NaN
  1398.93        2500.00                 NaN   98.2561                 NaN            NaN  0.377328       0.629420E-001  0.776190                 NaN  0.527472                 NaN            NaN            NaN
  1397.43        2500.00                 NaN   98.2759                 NaN            NaN  0.377032       0.773751       0.521769E-001            NaN  0.521164                 NaN            NaN            NaN
  1395.94        2500.00                 NaN   98.2972                 NaN            NaN  0.375822       0.396620E-001  0.773072                 NaN  0.514238                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.3166                 NaN            NaN  0.375270       0.772655       0.271959E-001            NaN  0.508250                 NaN            NaN            NaN
  1392.95        2500.00                 NaN   98.3335                 NaN            NaN  0.376065       0.776271       0.105409E-001            NaN  0.503603                 NaN            NaN            NaN
  1391.46        2500.00                 NaN   98.3589                 NaN            NaN  0.372364       0.767972       0.625143E-002            NaN  0.494507                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   98.3734                 NaN            NaN  0.371677       0.764872                 NaN            NaN  0.490100                 NaN            NaN            NaN
  1388.47        2500.00                 NaN   98.3911                 NaN            NaN  0.365422       0.760036                 NaN            NaN  0.483405                 NaN            NaN            NaN
  1386.97        2500.00                 NaN   98.4014                 NaN            NaN  0.345286       0.723625       0.525398E-001            NaN  0.477118                 NaN            NaN            NaN
  1385.48        2500.00                 NaN   98.4241                 NaN            NaN  0.368674       0.733220                 NaN            NaN  0.474046                 NaN            NaN            NaN
  1383.99        2500.00                 NaN   98.4439                 NaN            NaN  0.356166       0.734588                 NaN            NaN  0.465322                 NaN            NaN            NaN
  1382.49        2500.00                 NaN   98.4588                 NaN            NaN  0.355534       0.724839                 NaN            NaN  0.460867                 NaN            NaN            NaN
  1381.00        2500.00                 NaN   98.4738                 NaN            NaN  0.348882       0.722247                 NaN            NaN  0.455118                 NaN            NaN            NaN
  1379.50        2500.00                 NaN   98.4884                 NaN            NaN  0.346025       0.715506                 NaN            NaN  0.450055                 NaN            NaN            NaN
  1378.01        2500.00                 NaN   98.5040                 NaN            NaN  0.341856       0.709548                 NaN            NaN  0.444602                 NaN            NaN            NaN
  1376.52        2500.00                 NaN   98.5194                 NaN            NaN  0.337533       0.704176                 NaN            NaN  0.438861                 NaN            NaN            NaN
  1375.02        2500.00                 NaN   98.5317                 NaN            NaN  0.330924       0.703305                 NaN            NaN  0.434072                 NaN            NaN            NaN
  1373.53        2500.00                 NaN   98.5472                 NaN            NaN  0.327441       0.696672                 NaN            NaN  0.428680                 NaN            NaN            NaN
  1372.03        2500.00                 NaN   98.5282                 NaN            NaN  0.370280       0.660596                 NaN            NaN  0.440940                 NaN            NaN            NaN
  1370.54        2500.00                 NaN   98.6176                 NaN            NaN  0.291253       0.689230                 NaN            NaN  0.401936                 NaN            NaN            NaN
  1369.05        2500.00                 NaN   98.5911                 NaN            NaN  0.322289       0.672547                 NaN            NaN  0.414077                 NaN            NaN            NaN
  1367.55        2500.00                 NaN   98.6033                 NaN            NaN  0.317262       0.670077                 NaN            NaN  0.409312                 NaN            NaN            NaN
  1366.06        2500.00                 NaN   98.6169                 NaN            NaN  0.318464       0.659610                 NaN            NaN  0.405024                 NaN            NaN            NaN
  1364.56        2500.00                 NaN   98.6299                 NaN            NaN  0.312123       0.657773                 NaN            NaN  0.400190                 NaN            NaN            NaN
  1363.07        2500.00                 NaN   98.6412                 NaN            NaN  0.309361       0.653631                 NaN            NaN  0.395823                 NaN            NaN            NaN
  1361.57        2500.00                 NaN   98.6551                 NaN            NaN  0.307229       0.646363                 NaN            NaN  0.391265                 NaN            NaN            NaN
  1360.08        2500.00                 NaN   98.6673                 NaN            NaN  0.304274       0.641427                 NaN            NaN  0.386951                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   98.6791                 NaN            NaN  0.298582       0.639953                 NaN            NaN  0.382353                 NaN            NaN            NaN
  1357.09        2500.00                 NaN   98.6896                 NaN            NaN  0.297813       0.633747                 NaN            NaN  0.378887                 NaN            NaN            NaN
  1355.60        2500.00                 NaN   98.7038                 NaN            NaN  0.291538       0.630939                 NaN            NaN  0.373739                 NaN            NaN            NaN
  1354.10        2500.00                 NaN   98.7136                 NaN            NaN  0.289156       0.627433                 NaN            NaN  0.369799                 NaN            NaN            NaN
  1352.61        2500.00                 NaN   98.7135                 NaN            NaN  0.297505       0.163708       0.449837                 NaN  0.375429                 NaN            NaN            NaN
  1351.12        2500.00                 NaN   98.7497                 NaN            NaN  0.271002       0.626732                 NaN            NaN  0.352525                 NaN            NaN            NaN
  1349.62        2500.00                 NaN   98.6750                 NaN            NaN  0.749878E-001  0.691961       0.206234                 NaN  0.351779                 NaN            NaN            NaN
  1348.13        2500.00                 NaN   98.7681                 NaN            NaN  0.274486       0.609018                 NaN            NaN  0.348378                 NaN            NaN            NaN
  1346.63        2500.00                 NaN   98.7672                 NaN            NaN  0.279390       0.602295                 NaN            NaN  0.351126                 NaN            NaN            NaN
  1345.14        2500.00                 NaN   98.7761                 NaN            NaN  0.275052       0.601211                 NaN            NaN  0.347645                 NaN            NaN            NaN
  1343.65        2500.00                 NaN   98.7861                 NaN            NaN  0.269599       0.600587                 NaN            NaN  0.343723                 NaN            NaN            NaN
  1342.15        2500.00                 NaN   98.7974                 NaN            NaN  0.268790       0.593593                 NaN            NaN  0.340186                 NaN            NaN            NaN
  1340.66        2500.00                 NaN   98.8034                 NaN            NaN  0.263126       0.596183                 NaN            NaN  0.337319                 NaN            NaN            NaN
  1339.16        2500.00                 NaN   98.8152                 NaN            NaN  0.260595       0.591225                 NaN            NaN  0.333021                 NaN            NaN            NaN
  1337.67        2500.00                 NaN   98.8245                 NaN            NaN  0.259181       0.585994                 NaN            NaN  0.330302                 NaN            NaN            NaN
  1336.17        2500.00                 NaN   98.8326                 NaN            NaN  0.254075       0.586683                 NaN            NaN  0.326598                 NaN            NaN            NaN
  1334.68        2500.00                 NaN   98.8123                 NaN            NaN  0.246991       0.597199                 NaN            NaN  0.329476       0.140659E-001            NaN            NaN
  1333.19        2500.00                 NaN   98.6895                 NaN            NaN  0.235599       0.644742                 NaN            NaN  0.353119       0.770487E-001            NaN            NaN
  1331.69        2500.00                 NaN   98.7047                 NaN            NaN  0.234311       0.636183                 NaN            NaN  0.349119       0.756898E-001            NaN            NaN
  1330.20        2500.00                 NaN   98.7149                 NaN            NaN  0.231432       0.633209                 NaN            NaN  0.345936       0.744981E-001            NaN            NaN
  1328.70        2500.00                 NaN   98.7385                 NaN            NaN  0.228316       0.621481                 NaN            NaN  0.339283       0.724347E-001            NaN            NaN
  1327.21        2500.00                 NaN   98.7504                 NaN            NaN  0.227183       0.614897                 NaN            NaN  0.336165       0.713843E-001            NaN            NaN
  1325.72        2500.00                 NaN   98.7652                 NaN            NaN  0.225721       0.606911                 NaN            NaN  0.332155       0.700506E-001            NaN            NaN
  1324.22        2500.00                 NaN   98.7798                 NaN            NaN  0.221753       0.602094                 NaN            NaN  0.327771       0.686050E-001            NaN            NaN
  1322.73        2500.00                 NaN   98.7942                 NaN            NaN  0.218308       0.596550                 NaN            NaN  0.323716       0.672211E-001            NaN            NaN
  1321.23        2500.00                 NaN   98.8087                 NaN            NaN  0.214716       0.591082                 NaN            NaN  0.319624       0.658790E-001            NaN            NaN
  1319.74        2500.00                 NaN   98.8219                 NaN            NaN  0.212013       0.585838                 NaN            NaN  0.315686       0.645361E-001            NaN            NaN
  1318.25        2500.00                 NaN   98.8353                 NaN            NaN  0.209703       0.579744                 NaN            NaN  0.311912       0.632948E-001            NaN            NaN
  1316.75        2500.00                 NaN   98.8490                 NaN            NaN  0.206949       0.573921                 NaN            NaN  0.308069       0.620382E-001            NaN            NaN
  1315.26        2500.00                 NaN   98.8625                 NaN            NaN  0.203343       0.569286                 NaN            NaN  0.304162       0.607164E-001            NaN            NaN
  1313.76        2500.00                 NaN   98.8749                 NaN            NaN  0.200447       0.564506                 NaN            NaN  0.300632       0.594981E-001            NaN            NaN
  1312.27        2500.00                 NaN   98.8880                 NaN            NaN  0.197577       0.559215                 NaN            NaN  0.296890       0.582845E-001            NaN            NaN
  1310.77        2500.00                 NaN   98.9004                 NaN            NaN  0.194038       0.555181                 NaN            NaN  0.293288       0.570736E-001            NaN            NaN
  1309.28        2500.00                 NaN   98.9132                 NaN            NaN  0.191739       0.549387                 NaN            NaN  0.289715       0.559401E-001            NaN            NaN
  1307.79        2500.00                 NaN   98.9267                 NaN            NaN  0.188444       0.544139                 NaN            NaN  0.286025       0.547213E-001            NaN            NaN
  1306.29        2500.00                 NaN   98.9375                 NaN            NaN  0.185463       0.540722                 NaN            NaN  0.282719       0.536038E-001            NaN            NaN
  1304.80        2500.00                 NaN   98.9496                 NaN            NaN  0.181649       0.537031                 NaN            NaN  0.279318       0.524209E-001            NaN            NaN
