|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1420.38        500.000                 NaN   99.3920                 NaN            NaN  0.391534       0.216484                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.95        500.000                 NaN   99.3968                 NaN            NaN  0.388459       0.214725                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.52        500.000                 NaN   98.2754                 NaN            NaN  0.684103       0.483322                 NaN  0.557207                 NaN            NaN            NaN            NaN
  1416.09        500.000                 NaN   98.2629                 NaN            NaN  0.690033       0.476827                 NaN  0.570274                 NaN            NaN            NaN            NaN
  1414.66        500.000                 NaN   98.2964                 NaN            NaN  0.676101       0.467943                 NaN  0.559572                 NaN            NaN            NaN            NaN
  1413.23        500.000                 NaN   98.3172                 NaN            NaN  0.461110       0.667644                 NaN  0.554018                 NaN            NaN            NaN            NaN
  1411.80        500.000                 NaN   98.3793                 NaN            NaN  0.644485       0.443963                 NaN  0.532209                 NaN            NaN            NaN            NaN
  1410.37        500.000                 NaN   98.3951                 NaN            NaN  0.439994       0.637010                 NaN  0.527910                 NaN            NaN            NaN            NaN
  1408.94        500.000                 NaN   98.4249                 NaN            NaN  0.431746       0.625095                 NaN  0.518289                 NaN            NaN            NaN            NaN
  1407.51        500.000                 NaN   98.4548                 NaN            NaN  0.422957       0.613437                 NaN  0.508775                 NaN            NaN            NaN            NaN
  1406.08        500.000                 NaN   98.4833                 NaN            NaN  0.601860       0.415530                 NaN  0.499303                 NaN            NaN            NaN            NaN
  1404.65        500.000                 NaN   98.5105                 NaN            NaN  0.407188       0.591607                 NaN  0.490712                 NaN            NaN            NaN            NaN
  1403.22        500.000                 NaN   98.5373                 NaN            NaN  0.400004       0.580617                 NaN  0.482043                 NaN            NaN            NaN            NaN
  1401.79        500.000                 NaN   98.5652                 NaN            NaN  0.569941       0.391893                 NaN  0.473006                 NaN            NaN            NaN            NaN
  1400.36        500.000                 NaN   98.5902                 NaN            NaN  0.559697       0.385350                 NaN  0.464764                 NaN            NaN            NaN            NaN
  1398.93        500.000                 NaN   98.6145                 NaN            NaN  0.377872       0.550621                 NaN  0.457035                 NaN            NaN            NaN            NaN
  1397.50        500.000                 NaN   98.6392                 NaN            NaN  0.371281       0.540650                 NaN  0.448881                 NaN            NaN            NaN            NaN
  1396.07        500.000                 NaN   98.6621                 NaN            NaN  0.532073       0.364391                 NaN  0.441470                 NaN            NaN            NaN            NaN
  1394.64        500.000                 NaN   98.6850                 NaN            NaN  0.358365       0.522795                 NaN  0.433886                 NaN            NaN            NaN            NaN
  1393.21        500.000                 NaN   98.7079                 NaN            NaN  0.513934       0.351549                 NaN  0.426595                 NaN            NaN            NaN            NaN
  1391.78        500.000                 NaN   98.7216                 NaN            NaN  0.349214       0.507239                 NaN  0.421904                 NaN            NaN            NaN            NaN
  1390.35        500.000                 NaN   98.7564                 NaN            NaN  0.338308       0.495028                 NaN  0.410263                 NaN            NaN            NaN            NaN
  1388.92        500.000                 NaN   98.7666                 NaN            NaN  0.491324       0.334736                 NaN  0.407358                 NaN            NaN            NaN            NaN
  1387.49        500.000                 NaN   98.7919                 NaN            NaN  0.327981       0.481424                 NaN  0.398685                 NaN            NaN            NaN            NaN
  1386.06        500.000                 NaN   98.8107                 NaN            NaN  0.322182       0.474294                 NaN  0.392838                 NaN            NaN            NaN            NaN
  1384.63        500.000                 NaN   98.8281                 NaN  0.494476E-005  0.317375       0.467456                 NaN  0.387037                 NaN            NaN            NaN            NaN
  1383.20        500.000                 NaN   98.8468                 NaN            NaN  0.311910       0.460321                 NaN  0.380938                 NaN            NaN            NaN            NaN
  1381.77        500.000                 NaN   98.8657                 NaN            NaN  0.306909       0.452732                 NaN  0.374631                 NaN            NaN            NaN            NaN
  1380.34        500.000                 NaN   98.8820                 NaN            NaN  0.301826       0.446828                 NaN  0.369385                 NaN            NaN            NaN            NaN
  1378.91        500.000                 NaN   98.9002                 NaN            NaN  0.439609       0.297000                 NaN  0.363217                 NaN            NaN            NaN            NaN
  1377.48        500.000                 NaN   98.9162                 NaN            NaN  0.291801       0.434023                 NaN  0.357933                 NaN            NaN            NaN            NaN
  1376.05        500.000                 NaN   98.9251                 NaN            NaN  0.289266       0.430445                 NaN  0.355204                 NaN            NaN            NaN            NaN
  1374.62        500.000                 NaN   98.9547                 NaN            NaN  0.419152       0.281128                 NaN  0.344984                 NaN            NaN            NaN            NaN
  1373.19        500.000                 NaN   98.9634                 NaN            NaN  0.278146       0.416242                 NaN  0.342196                 NaN            NaN            NaN            NaN
  1371.76        500.000                 NaN   98.9801                 NaN            NaN  0.409591       0.273415                 NaN  0.336887                 NaN            NaN            NaN            NaN
  1370.33        500.000                 NaN   98.9954                 NaN            NaN  0.268660       0.404296                 NaN  0.331617                 NaN            NaN            NaN            NaN
  1368.90        500.000                 NaN   99.0092                 NaN            NaN  0.398971       0.264731                 NaN  0.327049                 NaN            NaN            NaN            NaN
  1367.47        500.000                 NaN   99.0202                 NaN            NaN  0.394505       0.261497                 NaN  0.323803                 NaN            NaN            NaN            NaN
  1366.04        500.000                 NaN   99.0387                 NaN            NaN  0.388100       0.256202                 NaN  0.317040                 NaN            NaN            NaN            NaN
  1364.61        500.000                 NaN   99.0497                 NaN            NaN  0.383918       0.252788                 NaN  0.313604                 NaN            NaN            NaN            NaN
  1363.18        500.000                 NaN   99.0601                 NaN            NaN  0.249486       0.380244                 NaN  0.310137                 NaN            NaN            NaN            NaN
  1361.75        500.000                 NaN   99.0776                 NaN            NaN  0.244856       0.373535                 NaN  0.303987                 NaN            NaN            NaN            NaN
  1360.32        500.000                 NaN   99.0880                 NaN            NaN  0.241585       0.369715                 NaN  0.300673                 NaN            NaN            NaN            NaN
  1358.89        500.000                 NaN   99.1004                 NaN            NaN  0.238202       0.364876                 NaN  0.296554                 NaN            NaN            NaN            NaN
  1357.46        500.000                 NaN   99.1138                 NaN            NaN  0.360197       0.233991                 NaN  0.292019                 NaN            NaN            NaN            NaN
  1356.03        500.000                 NaN   99.1248                 NaN            NaN  0.356073       0.230841                 NaN  0.288306                 NaN            NaN            NaN            NaN
  1354.60        500.000                 NaN   99.1363                 NaN            NaN  0.227389       0.351872                 NaN  0.284460                 NaN            NaN            NaN            NaN
  1353.17        500.000                 NaN   99.1470                 NaN            NaN  0.347705       0.224486                 NaN  0.280826                 NaN            NaN            NaN            NaN
  1351.74        500.000                 NaN   99.1591                 NaN            NaN  0.343608       0.220590                 NaN  0.276708                 NaN            NaN            NaN            NaN
  1350.31        500.000                 NaN   99.1698                 NaN  0.752617E-006  0.339613       0.217404                 NaN  0.273168                 NaN            NaN            NaN            NaN
  1348.88        500.000                 NaN   99.1922                 NaN  0.578435E-001  0.247018       0.227482                 NaN  0.275504                 NaN            NaN            NaN            NaN
  1347.45        500.000                 NaN   99.2132                 NaN  0.106585       0.131965       0.271477                 NaN  0.276769                 NaN            NaN            NaN            NaN
  1346.02        500.000                 NaN   99.2239                 NaN  0.105938       0.268785       0.128380                 NaN  0.273008                 NaN            NaN            NaN            NaN
  1344.59        500.000                 NaN   99.2354                 NaN  0.105917       0.123912       0.265587                 NaN  0.269188                 NaN            NaN            NaN            NaN
  1343.16        500.000                 NaN   99.2461                 NaN  0.105375       0.263121       0.120024                 NaN  0.265382                 NaN            NaN            NaN            NaN
  1341.73        500.000                 NaN   99.2563                 NaN  0.105160       0.260269       0.116400                 NaN  0.261916                 NaN            NaN            NaN            NaN
  1340.30        500.000                 NaN   99.2663                 NaN  0.104864       0.258518       0.111939                 NaN  0.258388                 NaN            NaN            NaN            NaN
  1338.87        500.000                 NaN   99.2768                 NaN  0.103943       0.109464       0.255128                 NaN  0.254618                 NaN            NaN            NaN            NaN
  1337.44        500.000                 NaN   99.2866                 NaN  0.103978       0.252841       0.105271                 NaN  0.251301                 NaN            NaN            NaN            NaN
  1336.01        500.000                 NaN   99.2961                 NaN  0.102923       0.250243       0.102874                 NaN  0.247857                 NaN            NaN            NaN            NaN
  1334.58        500.000                 NaN   99.3057                 NaN  0.102904       0.248420       0.983810E-001            NaN  0.244608                 NaN            NaN            NaN            NaN
  1333.15        500.000                 NaN   99.3154                 NaN  0.101503       0.975427E-001  0.244577                 NaN  0.240998                 NaN            NaN            NaN            NaN
  1331.73        500.000                 NaN   99.3240                 NaN  0.101088       0.941736E-001  0.242738                 NaN  0.237959                 NaN            NaN            NaN            NaN
  1330.30        500.000                 NaN   99.3335                 NaN  0.100735       0.240162       0.908767E-001            NaN  0.234763                 NaN            NaN            NaN            NaN
  1328.87        500.000                 NaN   99.3357                 NaN  0.101017       0.242888       0.865139E-001            NaN  0.233910                 NaN            NaN            NaN            NaN
  1327.44        500.000                 NaN   99.3540                 NaN  0.966177E-001  0.905232E-001  0.232109                 NaN  0.226754                 NaN            NaN            NaN            NaN
  1326.01        500.000                 NaN   99.3600                 NaN  0.988887E-001  0.232762       0.830164E-001            NaN  0.225306                 NaN            NaN            NaN            NaN
  1324.58        500.000                 NaN   99.3681                 NaN  0.971020E-001  0.229924       0.827366E-001            NaN  0.222115                 NaN            NaN            NaN            NaN
  1323.15        500.000                 NaN   99.3722                 NaN  0.977396E-001  0.227363       0.813697E-001            NaN  0.221321                 NaN            NaN            NaN            NaN
  1321.72        500.000                 NaN   99.3886                 NaN  0.947978E-001  0.774992E-001  0.224764                 NaN  0.214317                 NaN            NaN            NaN            NaN
  1320.29        500.000                 NaN   99.3920                 NaN  0.945776E-001  0.223121       0.768627E-001            NaN  0.213488                 NaN            NaN            NaN            NaN
  1318.86        500.000                 NaN   99.3990                 NaN  0.947680E-001  0.220145       0.745948E-001            NaN  0.211446                 NaN            NaN            NaN            NaN
  1317.43        500.000                 NaN   99.4092                 NaN  0.921212E-001  0.217781       0.739704E-001            NaN  0.206914                 NaN            NaN            NaN            NaN
  1316.00        500.000                 NaN   99.4150                 NaN  0.917073E-001  0.216282       0.719863E-001            NaN  0.205051                 NaN            NaN            NaN            NaN
  1314.57        500.000                 NaN   99.4224                 NaN  0.905834E-001  0.213706       0.710230E-001            NaN  0.202328                 NaN            NaN            NaN            NaN
  1313.14        500.000                 NaN   99.4301                 NaN  0.897686E-001  0.211089       0.694845E-001            NaN  0.199585                 NaN            NaN            NaN            NaN
  1311.71        500.000                 NaN   99.4344                 NaN  0.902437E-001  0.657065E-001  0.211329                 NaN  0.198335                 NaN            NaN            NaN            NaN
  1310.28        500.000                 NaN   99.4447                 NaN  0.840492E-001  0.203949       0.740723E-001            NaN  0.193228                 NaN            NaN            NaN            NaN
  1308.85        500.000                 NaN   99.4509                 NaN  0.864872E-001  0.204873       0.659600E-001            NaN  0.191764                 NaN            NaN            NaN            NaN
  1307.42        500.000                 NaN   99.4572                 NaN  0.846310E-001  0.668399E-001  0.202068                 NaN  0.189230                 NaN            NaN            NaN            NaN
  1305.99        500.000                 NaN   99.4638                 NaN  0.835607E-001  0.661839E-001  0.199626                 NaN  0.186808                 NaN            NaN            NaN            NaN
  1304.56        500.000                 NaN   99.4707                 NaN  0.826860E-001  0.649169E-001  0.197333                 NaN  0.184325                 NaN            NaN            NaN            NaN
  1303.13        500.000                 NaN   99.4765                 NaN  0.807007E-001  0.194672       0.661562E-001            NaN  0.181940                 NaN            NaN            NaN            NaN
  1301.70        500.000                 NaN   99.4830                 NaN  0.796925E-001  0.192505       0.652664E-001            NaN  0.179571                 NaN            NaN            NaN            NaN
  1300.27        500.000                 NaN   99.4892                 NaN  0.784142E-001  0.190229       0.649283E-001            NaN  0.177225                 NaN            NaN            NaN            NaN
  1298.84        500.000                 NaN   99.4951                 NaN  0.769053E-001  0.188014       0.651097E-001            NaN  0.174919                 NaN            NaN            NaN            NaN
  1297.41        500.000                 NaN   99.5011                 NaN  0.756491E-001  0.185813       0.648210E-001            NaN  0.172627                 NaN            NaN            NaN            NaN
  1295.98        500.000                 NaN   99.5070                 NaN  0.745954E-001  0.183907       0.640632E-001            NaN  0.170419                 NaN            NaN            NaN            NaN
  1294.55        500.000                 NaN   99.5129                 NaN  0.733833E-001  0.181459       0.640167E-001            NaN  0.168203                 NaN            NaN            NaN            NaN
  1293.12        500.000                 NaN   99.5182                 NaN  0.706619E-001  0.177794       0.674523E-001            NaN  0.165932                 NaN            NaN            NaN            NaN
  1291.69        500.000                 NaN   99.5234                 NaN  0.697880E-001  0.664604E-001  0.176380                 NaN  0.164000                 NaN            NaN            NaN            NaN
  1290.26        500.000                 NaN   99.5289                 NaN  0.682303E-001  0.673244E-001  0.173667                 NaN  0.161904                 NaN            NaN            NaN            NaN
  1288.83        500.000                 NaN   99.4560                 NaN  0.746841E-001  0.895372E-001  0.192657                 NaN  0.187083                 NaN            NaN            NaN            NaN
  1287.40        500.000                 NaN   95.6402                 NaN  0.335626E-001  0.434905       0.685708                 NaN  0.564436        2.64118                 NaN            NaN            NaN
  1285.97        500.000                 NaN   90.1459                 NaN            NaN   1.59213       0.836809                 NaN   1.17980        6.24540                 NaN            NaN            NaN
  1284.54        500.000                 NaN   91.0518                 NaN            NaN   1.45066       0.763345                 NaN   1.07875        5.65539                 NaN            NaN            NaN
  1283.11        500.000                 NaN   91.8224                 NaN            NaN  0.700729        1.33014                 NaN  0.992304        5.15447                 NaN            NaN            NaN
  1281.68        500.000                 NaN   92.4825                 NaN            NaN  0.647516        1.22588                 NaN  0.917685        4.72641                 NaN            NaN            NaN
  1280.25        500.000                 NaN   93.0677                 NaN            NaN  0.597341        1.13532                 NaN  0.851216        4.34841                 NaN            NaN            NaN
  1278.82        500.000                 NaN   93.5660                 NaN            NaN  0.554986        1.05813                 NaN  0.794496        4.02638                 NaN            NaN            NaN
  1277.39        500.000                 NaN   94.0061                 NaN            NaN  0.515568       0.991354                 NaN  0.744166        3.74281                 NaN            NaN            NaN
