|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1521.90        500.000                 NaN   99.4486       0.551126       0.283720E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.47        500.000                 NaN   99.4516       0.543837       0.455015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.04        500.000                 NaN   99.4562       0.543814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        500.000                 NaN   99.6164       0.383557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.18        500.000                 NaN   99.3054       0.694633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        500.000                 NaN   99.4674       0.532613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.32        500.000                 NaN   99.4474       0.552618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.89        500.000                 NaN   99.4988       0.500802       0.374986E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.46        500.000                 NaN   99.4794       0.508275       0.123228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.03        500.000                 NaN   99.4815       0.518544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.60        500.000                 NaN   99.4600       0.526365       0.136684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.17        500.000                 NaN   99.5753       0.424680       0.382402E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.74        500.000                 NaN   99.4283       0.571706       0.145761E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        500.000                 NaN   99.4959       0.504065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.88        500.000                 NaN   99.4953       0.504692       0.534290E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   99.5043       0.495652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.02        500.000                 NaN   99.5029       0.497053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.59        500.000                 NaN   99.5088       0.491231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.16        500.000                 NaN   99.5094       0.490586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   99.5131       0.486940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.30        500.000                 NaN   99.5170       0.482967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN   99.5206       0.458376       0.209859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.44        500.000                 NaN   99.5242       0.475808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.01        500.000                 NaN   99.6492       0.350810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.58        500.000                 NaN   99.4042       0.593271       0.257608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.15        500.000                 NaN   99.4455       0.554468       0.662818E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.72        500.000                 NaN   99.6223       0.369875       0.782544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.29        500.000                 NaN   99.5385       0.458114       0.341538E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.86        500.000                 NaN   99.5377       0.462342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.43        500.000                 NaN   99.5421       0.457934       0.227534E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.00        500.000                 NaN   99.5426       0.457400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.57        500.000                 NaN   99.5457       0.454316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.14        500.000                 NaN   99.5484       0.451628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.71        500.000                 NaN   99.5318       0.359295                 NaN  0.108942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.28        500.000                 NaN   99.4553       0.207380E-001            NaN  0.523925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.85        500.000                 NaN   99.4609       0.109447                 NaN  0.429621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.42        500.000                 NaN   99.4574                 NaN            NaN  0.542562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.99        500.000                 NaN   98.7297                 NaN            NaN   1.27034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.56        500.000                 NaN   99.9955       0.677649E-003            NaN  0.385310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.13        500.000                 NaN   99.8379                 NaN            NaN  0.162064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.70        500.000                 NaN   99.9929                 NaN            NaN  0.709929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.27        500.000                 NaN   98.7520                 NaN            NaN   1.24800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.84        500.000                 NaN   99.4720       0.154944                 NaN  0.373071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.41        500.000                 NaN   99.4639                 NaN            NaN  0.536086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.98        500.000                 NaN   99.4659                 NaN  0.109538E-005  0.534125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.55        500.000                 NaN   99.4644                 NaN            NaN  0.535646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.12        500.000                 NaN   99.4648                 NaN            NaN  0.535201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.69        500.000                 NaN   99.4690                 NaN            NaN  0.530993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.26        500.000                 NaN   99.4583                 NaN            NaN  0.541660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.83        500.000                 NaN   99.1191                 NaN            NaN  0.880920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.40        500.000                 NaN   99.8106                 NaN            NaN  0.189373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.97        500.000                 NaN   99.5603                 NaN            NaN  0.439734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.54        500.000                 NaN   99.3521                 NaN            NaN  0.647873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.11        500.000                 NaN   99.4506                 NaN            NaN  0.549396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.68        500.000                 NaN   99.3815                 NaN            NaN  0.493315       0.125148                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.25        500.000                 NaN   99.2074                 NaN            NaN  0.504983       0.287609                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.82        500.000                 NaN   99.1363                 NaN            NaN  0.313789       0.549921                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.39        500.000                 NaN   99.1828                 NaN            NaN  0.296468       0.520713                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.96        500.000                 NaN   99.1896                 NaN            NaN  0.294391       0.516038                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.53        500.000                 NaN   99.1961                 NaN            NaN  0.512970       0.290883                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.10        500.000                 NaN   99.2033                 NaN            NaN  0.508489       0.288170                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.67        500.000                 NaN   99.2098                 NaN            NaN  0.504294       0.285877                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.24        500.000                 NaN   99.2170                 NaN            NaN  0.283317       0.499636                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.81        500.000                 NaN   99.2230                 NaN            NaN  0.495651       0.281395                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.38        500.000                 NaN   99.2301                 NaN            NaN  0.277933       0.491954                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.95        500.000                 NaN   99.2371                 NaN            NaN  0.275173       0.487777                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.53        500.000                 NaN   99.2428                 NaN            NaN  0.272828       0.484336                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.10        500.000                 NaN   99.2493                 NaN            NaN  0.270057       0.480680                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.67        500.000                 NaN   99.2535                 NaN            NaN  0.478060       0.268456                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.24        500.000                 NaN   99.2632                 NaN            NaN  0.471818       0.264997                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.81        500.000                 NaN   99.2663                 NaN            NaN  0.263649       0.470022                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.38        500.000                 NaN   99.2727                 NaN            NaN  0.466392       0.260911                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.95        500.000                 NaN   99.2780                 NaN            NaN  0.463001       0.258971                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.52        500.000                 NaN   98.0487                 NaN            NaN  0.825329       0.576116                 NaN  0.549854                 NaN            NaN            NaN            NaN
  1416.09        500.000                 NaN   98.0346                 NaN            NaN  0.833388       0.568896                 NaN  0.563096                 NaN            NaN            NaN            NaN
  1414.66        500.000                 NaN   98.0705                 NaN            NaN  0.817633       0.558943                 NaN  0.552897                 NaN            NaN            NaN            NaN
  1413.23        500.000                 NaN   98.0927                 NaN            NaN  0.551267       0.808227                 NaN  0.547771                 NaN            NaN            NaN            NaN
  1411.80        500.000                 NaN   98.1605                 NaN            NaN  0.781412       0.531463                 NaN  0.526578                 NaN            NaN            NaN            NaN
  1410.37        500.000                 NaN   98.1767                 NaN            NaN  0.527287       0.773344                 NaN  0.522670                 NaN            NaN            NaN            NaN
  1408.94        500.000                 NaN   98.2086                 NaN            NaN  0.517995       0.759899                 NaN  0.513494                 NaN            NaN            NaN            NaN
  1407.51        500.000                 NaN   98.2409                 NaN            NaN  0.508027       0.746664                 NaN  0.504416                 NaN            NaN            NaN            NaN
  1406.08        500.000                 NaN   98.2714                 NaN            NaN  0.733545       0.499661                 NaN  0.495366                 NaN            NaN            NaN            NaN
  1404.65        500.000                 NaN   98.3006                 NaN            NaN  0.490186       0.722034                 NaN  0.487182                 NaN            NaN            NaN            NaN
  1403.22        500.000                 NaN   98.3295                 NaN            NaN  0.482100       0.709514                 NaN  0.478910                 NaN            NaN            NaN            NaN
  1401.79        500.000                 NaN   98.3595                 NaN            NaN  0.697374       0.472853                 NaN  0.470262                 NaN            NaN            NaN            NaN
  1400.36        500.000                 NaN   98.3865                 NaN            NaN  0.685717       0.465435                 NaN  0.462394                 NaN            NaN            NaN            NaN
  1398.93        500.000                 NaN   98.4125                 NaN            NaN  0.456983       0.675495                 NaN  0.455025                 NaN            NaN            NaN            NaN
  1397.50        500.000                 NaN   98.4392                 NaN            NaN  0.449512       0.664103                 NaN  0.447226                 NaN            NaN            NaN            NaN
  1396.07        500.000                 NaN   98.4637                 NaN            NaN  0.654455       0.441675                 NaN  0.440157                 NaN            NaN            NaN            NaN
  1394.64        500.000                 NaN   98.4884                 NaN            NaN  0.434876       0.643851                 NaN  0.432905                 NaN            NaN            NaN            NaN
  1393.21        500.000                 NaN   98.5133                 NaN            NaN  0.633710       0.427069                 NaN  0.425937                 NaN            NaN            NaN            NaN
  1391.78        500.000                 NaN   98.5274                 NaN            NaN  0.424717       0.626348                 NaN  0.421553                 NaN            NaN            NaN            NaN
  1390.35        500.000                 NaN   98.5658                 NaN            NaN  0.411958       0.612042                 NaN  0.410227                 NaN            NaN            NaN            NaN
  1388.92        500.000                 NaN   98.5759                 NaN            NaN  0.608315       0.408154                 NaN  0.407612                 NaN            NaN            NaN            NaN
  1387.49        500.000                 NaN   98.6037                 NaN            NaN  0.400317       0.596789                 NaN  0.399228                 NaN            NaN            NaN            NaN
  1386.06        500.000                 NaN   98.6240                 NaN            NaN  0.393660       0.588652                 NaN  0.393660                 NaN            NaN            NaN            NaN
  1384.63        500.000                 NaN   98.6426                 NaN  0.662676E-005  0.388256       0.580962                 NaN  0.388130                 NaN            NaN            NaN            NaN
  1383.20        500.000                 NaN   98.6629                 NaN            NaN  0.381990       0.572797                 NaN  0.382295                 NaN            NaN            NaN            NaN
  1381.77        500.000                 NaN   98.6834                 NaN            NaN  0.376302       0.564055                 NaN  0.376244                 NaN            NaN            NaN            NaN
  1380.34        500.000                 NaN   98.7008                 NaN            NaN  0.370512       0.557449                 NaN  0.371247                 NaN            NaN            NaN            NaN
  1378.91        500.000                 NaN   98.7205                 NaN            NaN  0.549145       0.365032                 NaN  0.365319                 NaN            NaN            NaN            NaN
  1377.48        500.000                 NaN   98.7378                 NaN            NaN  0.359022       0.542866                 NaN  0.360271                 NaN            NaN            NaN            NaN
  1376.05        500.000                 NaN   98.7468                 NaN            NaN  0.356304       0.539110                 NaN  0.357787                 NaN            NaN            NaN            NaN
  1374.62        500.000                 NaN   98.7799                 NaN            NaN  0.525610       0.346696                 NaN  0.347757                 NaN            NaN            NaN            NaN
  1373.19        500.000                 NaN   98.7887                 NaN            NaN  0.343406       0.522658                 NaN  0.345200                 NaN            NaN            NaN            NaN
  1371.76        500.000                 NaN   98.8070                 NaN            NaN  0.514927       0.337962                 NaN  0.340100                 NaN            NaN            NaN            NaN
  1370.33        500.000                 NaN   98.8236                 NaN            NaN  0.332450       0.508931                 NaN  0.335029                 NaN            NaN            NaN            NaN
  1368.90        500.000                 NaN   98.8385                 NaN            NaN  0.502864       0.327986                 NaN  0.330661                 NaN            NaN            NaN            NaN
  1367.47        500.000                 NaN   98.8501                 NaN            NaN  0.497897       0.324377                 NaN  0.327624                 NaN            NaN            NaN            NaN
  1366.04        500.000                 NaN   98.8703                 NaN            NaN  0.490460       0.318186                 NaN  0.321024                 NaN            NaN            NaN            NaN
  1364.61        500.000                 NaN   98.8821                 NaN            NaN  0.485802       0.314321                 NaN  0.317782                 NaN            NaN            NaN            NaN
  1363.18        500.000                 NaN   98.8931                 NaN            NaN  0.310640       0.481785                 NaN  0.314504                 NaN            NaN            NaN            NaN
  1361.75        500.000                 NaN   98.9124                 NaN            NaN  0.305174       0.473890                 NaN  0.308502                 NaN            NaN            NaN            NaN
  1360.32        500.000                 NaN   98.9235                 NaN            NaN  0.301445       0.469648                 NaN  0.305369                 NaN            NaN            NaN            NaN
  1358.89        500.000                 NaN   98.9369                 NaN            NaN  0.297573       0.464074                 NaN  0.301413                 NaN            NaN            NaN            NaN
  1357.46        500.000                 NaN   98.9517                 NaN            NaN  0.458679       0.292641                 NaN  0.297028                 NaN            NaN            NaN            NaN
  1356.03        500.000                 NaN   98.9634                 NaN            NaN  0.454029       0.289054                 NaN  0.293474                 NaN            NaN            NaN            NaN
  1354.60        500.000                 NaN   98.9759                 NaN            NaN  0.285067       0.449248                 NaN  0.289778                 NaN            NaN            NaN            NaN
  1353.17        500.000                 NaN   98.9874                 NaN            NaN  0.444516       0.281772                 NaN  0.286292                 NaN            NaN            NaN            NaN
  1351.74        500.000                 NaN   99.0007                 NaN            NaN  0.439823       0.277179                 NaN  0.282309                 NaN            NaN            NaN            NaN
  1350.31        500.000                 NaN   99.0124                 NaN  0.105460E-005  0.435212       0.273510                 NaN  0.278908                 NaN            NaN            NaN            NaN
  1348.88        500.000                 NaN   99.0342                 NaN  0.811940E-001  0.311134       0.291906                 NaN  0.281525                 NaN            NaN            NaN            NaN
  1347.45        500.000                 NaN   99.0551                 NaN  0.149906       0.169556       0.342347                 NaN  0.283070                 NaN            NaN            NaN            NaN
  1346.02        500.000                 NaN   99.0666                 NaN  0.149293       0.339430       0.165194                 NaN  0.279476                 NaN            NaN            NaN            NaN
  1344.59        500.000                 NaN   99.0792                 NaN  0.149528       0.159643       0.335778                 NaN  0.275815                 NaN            NaN            NaN            NaN
  1343.16        500.000                 NaN   99.0908                 NaN  0.149080       0.333098       0.154853                 NaN  0.272161                 NaN            NaN            NaN            NaN
  1341.73        500.000                 NaN   99.1018                 NaN  0.149066       0.329898       0.150377                 NaN  0.268849                 NaN            NaN            NaN            NaN
  1340.30        500.000                 NaN   99.1127                 NaN  0.148942       0.328099       0.144815                 NaN  0.265467                 NaN            NaN            NaN            NaN
  1338.87        500.000                 NaN   99.1242                 NaN  0.147916       0.141802       0.324211                 NaN  0.261831                 NaN            NaN            NaN            NaN
  1337.44        500.000                 NaN   99.1348                 NaN  0.148267       0.321677       0.136553                 NaN  0.258654                 NaN            NaN            NaN            NaN
  1336.01        500.000                 NaN   99.1452                 NaN  0.147048       0.318819       0.133627                 NaN  0.255339                 NaN            NaN            NaN            NaN
  1334.58        500.000                 NaN   99.1557                 NaN  0.147282       0.316880       0.127954                 NaN  0.252220                 NaN            NaN            NaN            NaN
  1333.15        500.000                 NaN   99.1663                 NaN  0.145578       0.127038       0.312382                 NaN  0.248722                 NaN            NaN            NaN            NaN
  1331.73        500.000                 NaN   99.1757                 NaN  0.145270       0.122813       0.310425                 NaN  0.245806                 NaN            NaN            NaN            NaN
  1330.30        500.000                 NaN   99.1861                 NaN  0.145006       0.307501       0.118664                 NaN  0.242724                 NaN            NaN            NaN            NaN
  1328.87        500.000                 NaN   99.1875                 NaN  0.145856       0.311425       0.113199                 NaN  0.242058                 NaN            NaN            NaN            NaN
  1327.44        500.000                 NaN   99.2091                 NaN  0.139635       0.118519       0.297923                 NaN  0.234868                 NaN            NaN            NaN            NaN
  1326.01        500.000                 NaN   99.2153                 NaN  0.143191       0.299125       0.108819                 NaN  0.233575                 NaN            NaN            NaN            NaN
  1324.58        500.000                 NaN   99.2242                 NaN  0.140851       0.295863       0.108600                 NaN  0.230473                 NaN            NaN            NaN            NaN
  1323.15        500.000                 NaN   99.2283                 NaN  0.142050       0.292892       0.106948                 NaN  0.229853                 NaN            NaN            NaN            NaN
  1321.72        500.000                 NaN   99.2473                 NaN  0.138026       0.101991       0.289947                 NaN  0.222780                 NaN            NaN            NaN            NaN
  1320.29        500.000                 NaN   99.2505                 NaN  0.137964       0.288187       0.101284                 NaN  0.222113                 NaN            NaN            NaN            NaN
  1318.86        500.000                 NaN   99.2582                 NaN  0.138514       0.284647       0.984058E-001            NaN  0.220185                 NaN            NaN            NaN            NaN
  1317.43        500.000                 NaN   99.2698                 NaN  0.134859       0.281949       0.977091E-001            NaN  0.215657                 NaN            NaN            NaN            NaN
  1316.00        500.000                 NaN   99.2760                 NaN  0.134495       0.280379       0.952216E-001            NaN  0.213903                 NaN            NaN            NaN            NaN
  1314.57        500.000                 NaN   99.2842                 NaN  0.133097       0.277379       0.940591E-001            NaN  0.211248                 NaN            NaN            NaN            NaN
  1313.14        500.000                 NaN   99.2929                 NaN  0.132121       0.274299       0.921345E-001            NaN  0.208567                 NaN            NaN            NaN            NaN
  1311.71        500.000                 NaN   99.2971                 NaN  0.133115       0.872670E-001  0.275044                 NaN  0.207442                 NaN            NaN            NaN            NaN
  1310.28        500.000                 NaN   99.3094                 NaN  0.124166       0.265692       0.984661E-001            NaN  0.202277                 NaN            NaN            NaN            NaN
  1308.85        500.000                 NaN   99.3162                 NaN  0.127965       0.267173       0.877795E-001            NaN  0.200919                 NaN            NaN            NaN            NaN
  1307.42        500.000                 NaN   99.3231                 NaN  0.125466       0.890710E-001  0.263881                 NaN  0.198436                 NaN            NaN            NaN            NaN
  1305.99        500.000                 NaN   99.3305                 NaN  0.124096       0.883051E-001  0.260990                 NaN  0.196064                 NaN            NaN            NaN            NaN
  1304.56        500.000                 NaN   99.3384                 NaN  0.122994       0.867123E-001  0.258278                 NaN  0.193625                 NaN            NaN            NaN            NaN
  1303.13        500.000                 NaN   99.3448                 NaN  0.120273       0.255128       0.884842E-001            NaN  0.191283                 NaN            NaN            NaN            NaN
  1301.70        500.000                 NaN   99.3521                 NaN  0.118968       0.252580       0.873960E-001            NaN  0.188953                 NaN            NaN            NaN            NaN
  1300.27        500.000                 NaN   99.3592                 NaN  0.117255       0.249889       0.870388E-001            NaN  0.186644                 NaN            NaN            NaN            NaN
  1298.84        500.000                 NaN   99.3657                 NaN  0.115205       0.247281       0.873963E-001            NaN  0.184371                 NaN            NaN            NaN            NaN
  1297.41        500.000                 NaN   99.3726                 NaN  0.113504       0.244672       0.871034E-001            NaN  0.182108                 NaN            NaN            NaN            NaN
  1295.98        500.000                 NaN   99.3793                 NaN  0.112122       0.242420       0.861836E-001            NaN  0.179930                 NaN            NaN            NaN            NaN
  1294.55        500.000                 NaN   99.3861                 NaN  0.110477       0.239462       0.862178E-001            NaN  0.177738                 NaN            NaN            NaN            NaN
  1293.12        500.000                 NaN   99.3921                 NaN  0.106566       0.234935       0.909642E-001            NaN  0.175484                 NaN            NaN            NaN            NaN
  1291.69        500.000                 NaN   99.3979                 NaN  0.105426       0.897242E-001  0.233352                 NaN  0.173584                 NaN            NaN            NaN            NaN
  1290.26        500.000                 NaN   99.4042                 NaN  0.103243       0.910018E-001  0.230018                 NaN  0.171507                 NaN            NaN            NaN            NaN
  1288.83        500.000                 NaN   99.3118                 NaN  0.113217       0.121188       0.255497                 NaN  0.198327                 NaN            NaN            NaN            NaN
  1287.40        500.000                 NaN   95.2545                 NaN  0.508695E-001  0.576010       0.926761                 NaN  0.597064        2.59482                 NaN            NaN            NaN
  1285.97        500.000                 NaN   89.3930                 NaN            NaN   2.14725        1.10615                 NaN   1.24292        6.11063                 NaN            NaN            NaN
  1284.54        500.000                 NaN   90.3492                 NaN            NaN   1.96221        1.01224                 NaN   1.13761        5.53875                 NaN            NaN            NaN
  1283.11        500.000                 NaN   91.1634                 NaN            NaN  0.932016        1.80409                 NaN   1.04747        5.05301                 NaN            NaN            NaN
  1281.68        500.000                 NaN   91.8619                 NaN            NaN  0.863785        1.66692                 NaN  0.969648        4.63777                 NaN            NaN            NaN
  1280.25        500.000                 NaN   92.4821                 NaN            NaN  0.799068        1.54755                 NaN  0.900300        4.27097                 NaN            NaN            NaN
  1278.82        500.000                 NaN   93.0103                 NaN            NaN  0.744500        1.44570                 NaN  0.841125        3.95842                 NaN            NaN            NaN
  1277.39        500.000                 NaN   93.4772                 NaN            NaN  0.693455        1.35756                 NaN  0.788609        3.68314                 NaN            NaN            NaN
  1275.96        500.000                 NaN   93.8956                 NaN            NaN   1.27392       0.650620                 NaN  0.741124        3.43874                 NaN            NaN            NaN
  1274.53        500.000                 NaN   94.2547                 NaN            NaN  0.608689        1.21111                 NaN  0.700400        3.22510                 NaN            NaN            NaN
