|6.6.6
Archiving\03_Data\frac/QFM_m4.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1684.21        2500.00        99.1295                 NaN  0.148179E-001  0.855646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1656                 NaN  0.141669E-001  0.820210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1600                 NaN  0.142328E-001  0.825765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.1592                 NaN  0.142009E-001  0.826592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1590                 NaN  0.141770E-001  0.826827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.9093                 NaN  0.134872E-001  0.738509       0.338729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.6228                 NaN  0.933543E-002  0.249597        2.11822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6381                 NaN  0.846670E-002  0.237246        2.11623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.8557                 NaN  0.555330E-003  0.232458E-001  0.120543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        95.6501                 NaN  0.158160E-001  0.440586        3.89354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.7873                 NaN  0.778229E-002  0.218305        1.98660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.8266                 NaN  0.743759E-002  0.210935        1.95507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.8536                 NaN  0.714694E-002  0.203609        1.93567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.9052                 NaN  0.673227E-002  0.196756        1.89128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.9330                 NaN  0.643863E-002  0.189436        1.87116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9262                 NaN  0.624556E-002  0.185730        1.88184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0355                 NaN  0.557756E-002  0.172514        1.78642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0326                 NaN  0.548052E-002  0.169176        1.79277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0607                 NaN  0.507145E-002  0.162631        1.77158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0896                 NaN  0.475386E-002  0.156157        1.74944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1134                 NaN  0.448885E-002  0.149517        1.73256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1500                 NaN  0.412663E-002  0.144006        1.70190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1501                 NaN  0.400719E-002  0.135265        1.71061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2178                 NaN  0.356985E-002  0.133498        1.64510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2237                 NaN  0.326276E-002  0.126196        1.64685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2362                 NaN  0.283558E-002  0.118648        1.64230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.2812                 NaN  0.283585E-002  0.115901        1.60009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2927                 NaN  0.243234E-002  0.108785        1.59611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.2641                 NaN  0.198808E-002  0.979781E-001   1.63596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3858                 NaN  0.168802E-002  0.103588        1.50893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3531                 NaN  0.152004E-002  0.924091E-001   1.55301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3766                 NaN  0.121353E-002  0.878476E-001   1.53434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        97.1314                 NaN  0.302031E-001  0.261398        2.57701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.7321                 NaN            NaN            NaN  0.267949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.4303                 NaN            NaN  0.127389E-001   1.55693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.4485                 NaN            NaN  0.679092E-001   1.48360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.4627                 NaN            NaN  0.633474E-001   1.47391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.4850                 NaN            NaN  0.592514E-001   1.45570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.4981                 NaN            NaN  0.547096E-001   1.44717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.5115                 NaN            NaN  0.515516E-001   1.43697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.5287                 NaN            NaN  0.471555E-001   1.42417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.5406                 NaN            NaN  0.433216E-001   1.41611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5008                 NaN            NaN  0.253086E-001   1.08322       0.390707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.3413                 NaN            NaN            NaN  0.105880        1.55284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.3093                 NaN  0.753285E-002            NaN            NaN   1.68313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.2642                 NaN  0.191364E-001            NaN            NaN   1.71661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.2495                 NaN  0.189315E-001  0.198484E-005            NaN   1.73154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.2283                 NaN  0.187970E-001            NaN            NaN   1.75291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.1964                 NaN  0.186653E-001  0.188372E-003            NaN   1.78480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.1616                 NaN  0.185014E-001            NaN            NaN   1.81993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.1052                 NaN  0.183566E-001  0.143880E-003            NaN   1.87626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.0235                 NaN  0.182378E-001            NaN            NaN   1.95824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        97.8986                 NaN  0.181607E-001            NaN            NaN   2.08325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.6038                 NaN  0.177696E-001            NaN            NaN  0.422555E-002   2.37425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        96.9989                 NaN  0.152536E-001            NaN            NaN   2.98582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.0858                 NaN  0.146537E-001            NaN            NaN   2.89952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.1395                 NaN  0.139783E-001  0.665031E-001            NaN   2.77997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.1703                 NaN  0.129711E-001  0.225911                 NaN   2.59077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.2434                 NaN  0.119848E-001  0.259575                 NaN   2.48500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.3041                 NaN  0.115797E-001  0.247486                 NaN   2.43683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
