|6.6.6
Archiving\03_Data\frac/QFM_m4.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   5.05381        10.5713                 NaN            NaN   8.74231                 NaN  0.975850        42.8832        31.7735     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30705        10.3378                 NaN            NaN   8.75636                 NaN  0.967877        42.8539        31.7770     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6928                 NaN            NaN            NaN   8.79436                 NaN  0.950639        42.7780        31.7842     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0966        5.45160       0.777582E-003            NaN   8.69537                 NaN   1.00029        42.9940        31.7614     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   4.60530        11.0572                 NaN            NaN   8.77355                 NaN  0.959916        42.8249        31.7791     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   5.38992        10.2646                 NaN            NaN   8.76963                 NaN  0.964421        42.8328        31.7786     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   5.40748        10.2554                 NaN            NaN   8.77652                 NaN  0.961007        42.8195        31.7800     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN  0.218652E-005   15.7248                 NaN            NaN   8.82394                 NaN  0.937912        42.7236        31.7897     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   5.62018        10.0561                 NaN            NaN   8.78734                 NaN  0.955979        42.7981        31.7823     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   5.18289        10.5053                 NaN            NaN   8.80468                 NaN  0.952389        42.7708        31.7839     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   5.71345        9.97547                 NaN            NaN   8.79937                 NaN  0.950763        42.7765        31.7844     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   5.31541        10.3866                 NaN            NaN   8.81538                 NaN  0.946954        42.7494        31.7862     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2150        5.38762                 NaN            NaN   8.74633                 NaN  0.979385        42.9004        31.7712     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2124        5.39642                 NaN            NaN   8.75193                 NaN  0.977069        42.8898        31.7724     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   6.19151        9.53778                 NaN            NaN   8.83219                 NaN  0.934951        42.7121        31.7915     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN  0.298146E-004   10.2011        5.41998                 NaN   8.76269                 NaN  0.972450        42.8690        31.7748     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN  0.141603E-005   10.2268        5.40049                 NaN   8.76866                 NaN  0.970004        42.8582        31.7759     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2424        5.39115                 NaN            NaN   8.77410                 NaN  0.967536        42.8477        31.7771     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2436        5.39639       0.165907E-004            NaN   8.77979                 NaN  0.965200        42.8367        31.7783     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2469        5.39976       0.669223E-005            NaN   8.78560                 NaN  0.962691        42.8255        31.7796     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN  0.162803E-005   10.2356        5.41711                 NaN   8.79079                 NaN  0.960448        42.8152        31.7808     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN  0.162914E-005   10.2479        5.41121                 NaN   8.79649                 NaN  0.957990        42.8044        31.7820     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN  0.162926E-005   10.2423        5.42339                 NaN   8.80194                 NaN  0.955594        42.7936        31.7832     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN  0.162696E-005   10.2437        5.42837                 NaN   8.80741                 NaN  0.953178        42.7829        31.7844     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN  0.162847E-005   10.2399        5.43869                 NaN   8.81283                 NaN  0.950799        42.7721        31.7857     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN  0.162785E-005   10.2451        5.43993                 NaN   8.81846                 NaN  0.948332        42.7612        31.7870     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.157016E-005   9.78211        5.94165                 NaN   8.82740                 NaN  0.939221        42.7179        31.7917     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.154802E-005   9.71927        5.99166       0.118965E-005   8.82480                 NaN  0.939680        42.7384        31.7862     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN   9.67529        6.05002       0.128926E-004            NaN   8.83482                 NaN  0.935267        42.7151        31.7895     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN  0.160469E-005   10.1597        5.55197                 NaN   8.83950                 NaN  0.938942        42.7177        31.7923     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN   9.82664        5.93293       0.212655E-005            NaN   8.85335                 NaN  0.927718        42.6591        31.8002     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0366        5.68793                 NaN            NaN   8.84810                 NaN  0.934966        42.6974        31.7950     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0932        5.63820                 NaN            NaN   8.85449                 NaN  0.932207        42.6856        31.7963     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0620        5.68913                 NaN            NaN   8.86020                 NaN  0.928546        42.6580        31.8021     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0511        5.69375                 NaN            NaN   8.86475                 NaN  0.927549        42.6638        31.7991     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0465        5.70559                 NaN            NaN   8.87037                 NaN  0.924975        42.6521        31.8005     
