|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1621.55        500.000        99.4513                 NaN            NaN  0.540313       0.842367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4521                 NaN            NaN  0.539462       0.840777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4549                 NaN            NaN  0.536749       0.835463E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.7186                 NaN            NaN  0.277083       0.433321E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1974                 NaN            NaN  0.790270       0.123335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4609                 NaN            NaN  0.530858       0.827692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4630                 NaN            NaN  0.528747       0.824395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4626                 NaN            NaN  0.529139       0.822988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4708                 NaN            NaN  0.521080       0.814989E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4696                 NaN            NaN  0.522204       0.815112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4747                 NaN            NaN  0.517167       0.810848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4768                 NaN            NaN  0.515130       0.807607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.8865                 NaN            NaN  0.139412                 NaN  0.974063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7803                 NaN            NaN  0.575519E-001            NaN   1.16210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6953                 NaN            NaN  0.580951E-001            NaN   1.24656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.9240                 NaN            NaN  0.471967E-001            NaN   1.02877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8468                 NaN            NaN  0.528308E-001            NaN   1.10037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8619                 NaN            NaN  0.483571E-001            NaN   1.08973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8897                 NaN            NaN  0.457137E-001            NaN   1.06455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9037                 NaN            NaN  0.442479E-001            NaN   1.05206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9215                 NaN            NaN  0.420218E-001            NaN   1.03647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9397                 NaN            NaN  0.396245E-001            NaN   1.02068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9556                 NaN            NaN  0.356278E-001            NaN   1.00880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9740                 NaN            NaN  0.353449E-001            NaN  0.990620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9915                 NaN            NaN  0.351654E-001            NaN  0.973362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9956                 NaN            NaN  0.313261E-001            NaN  0.973081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0290                 NaN            NaN  0.299792E-001            NaN  0.940995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0302                 NaN            NaN  0.258447E-001            NaN  0.943984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0606                 NaN            NaN  0.261540E-001            NaN  0.913227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0611                 NaN            NaN  0.211777E-001            NaN  0.917737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0832                 NaN            NaN  0.215434E-001            NaN  0.895296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0931                 NaN            NaN  0.196033E-001            NaN  0.887306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1040                 NaN            NaN  0.165622E-001            NaN  0.879474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1201                 NaN            NaN  0.154557E-001            NaN  0.864434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9010                 NaN            NaN  0.185658E-001            NaN   1.08045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.3753                 NaN            NaN  0.535344E-002            NaN  0.619320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1508                 NaN            NaN  0.604417E-002            NaN  0.843167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1682                 NaN            NaN  0.770920E-002            NaN  0.824074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1735                 NaN            NaN  0.301571E-002            NaN  0.823511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1886                 NaN            NaN  0.377041E-002            NaN  0.807609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1989                 NaN            NaN  0.280375E-002            NaN  0.798311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.2099                 NaN            NaN  0.110812E-002            NaN  0.789002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2204                 NaN            NaN  0.271092E-002            NaN  0.776875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2287                 NaN            NaN            NaN            NaN  0.771309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2396                 NaN            NaN  0.246775E-002            NaN  0.757920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2503                 NaN            NaN  0.288850E-001            NaN  0.720859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2584                 NaN            NaN            NaN            NaN  0.741637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
