|6.6.6
Archiving\03_Data\frac/QFM_m5/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1735        7.33746        9.96551        49.8077        1.68129        18.7244       0.310267     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1801        7.32906        9.96839        49.9044        1.68164        18.7697       0.166662     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30743        12.3949        10.0287        49.8417        1.65379        18.7735                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4242        7.26851        10.0471        49.8293        1.65493        18.7759                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4795        7.21413        10.0922        49.7861        1.65234        18.7758                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.17256        12.5658        10.1431        49.7116        1.64320        18.7637                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6029        7.14754        10.1806        49.6697        1.63966        18.7596                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6510        7.10229        10.2169        49.6333        1.63743        18.7590                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7200        7.03317        10.2492        49.6027        1.63573        18.7592                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7690        7.01720        10.2986        49.5371        1.62843        18.7497                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7613        6.94802        10.3990        49.4895        1.63167        18.7705                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8860        6.93115        10.3753        49.4459        1.62013        18.7416                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9414        6.88671        10.4062        49.4110        1.61723        18.7375                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.83350        13.0090        10.4570        49.3538        1.61199        18.7347                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0697        6.79461        10.5044        49.2975        1.60592        18.7279                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.72846        13.1430        10.5418        49.2585        1.60188        18.7264                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2137        6.68371        10.5917        49.1955        1.59579        18.7197                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2557        6.62181        10.6337        49.1692        1.59523        18.7243                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3455        6.58864        10.6789        49.0921        1.58523        18.7096                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3892        6.52762        10.7214        49.0639        1.58424        18.7138                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4616        6.48324        10.7705        49.0013        1.57700        18.7063                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.43445        13.5317        10.7977        48.9615        1.57313        18.7015                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.45883        13.5421        10.8322        48.9108        1.56352        18.6926                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7168        6.33007        10.9061        48.8121        1.55459        18.6804                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7587        6.29127        10.9467        48.7724        1.55153        18.6794                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8383        6.24985        10.9957        48.7052        1.54292        18.6680                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9743        6.17339        11.0582        48.6092        1.53086        18.6540                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0553        6.09355        11.0966        48.5723        1.52760        18.6546                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0778        6.08039        11.1396        48.5292        1.52281        18.6503                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0999        6.06742        11.1628        48.5026        1.51834        18.6490                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.96929        14.2758        11.2457        48.3768        1.50389        18.6285                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3242        5.91980        11.2880        48.3406        1.49994        18.6274                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4051        5.86759        11.3376        48.2776        1.49226        18.6198                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4924        5.80986        11.3886        48.2128        1.48418        18.6122                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5638        5.76222        11.4325        48.1575        1.47688        18.6071                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6049        5.72622        11.4942        48.0997        1.47136        18.6035                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7655        5.61230        11.5358        48.0311        1.46165        18.5936                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8597        5.55615        11.5925        47.9559        1.45177        18.5840                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3136        5.93665        11.4653        48.1765        1.48687        18.6212                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3214        5.93283        11.4686        48.1723        1.48640        18.6186                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.39243        15.1405        11.7598        47.7325        1.42178        18.5531                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2408        5.33059        11.8155        47.6583        1.41168        18.5431                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.27224        15.3372        11.8720        47.5834        1.40156        18.5336                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4324        5.21348        11.9236        47.5145        1.39172        18.5242                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4650        5.20526        11.9526        47.4729        1.38510        18.5191                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.06292        15.6784        12.0507        47.3414        1.36723        18.4993                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5943        5.15504        12.0450        47.3422        1.36648        18.4970                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7607        5.04280        12.1199        47.2412        1.35223        18.4832                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8974        4.95336        12.1891        47.1495        1.33943        18.4711                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0305        4.86830        12.2568        47.0589        1.32656        18.4590                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1609        4.78651        12.3234        46.9689        1.31359        18.4466                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2542        4.72853        12.3800        46.8960        1.30369        18.4376                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4766        4.58995        12.4734        46.7613        1.28218        18.4167                 NaN
