|6.6.6
Archiving\03_Data\frac/QFM_m5/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1884.71        2500.00        99.5074                 NaN  0.934580E-003            NaN            NaN  0.491668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.5132                 NaN  0.274991E-002            NaN            NaN  0.484066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.5148                 NaN            NaN            NaN            NaN  0.485168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.5191                 NaN  0.596452E-002            NaN            NaN  0.474980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.5184                 NaN            NaN            NaN            NaN  0.481622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.5231                 NaN  0.154258E-002            NaN            NaN  0.475328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.5270                 NaN            NaN            NaN            NaN  0.472979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.5259                 NaN            NaN            NaN            NaN  0.474066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.5295                 NaN            NaN            NaN            NaN  0.470526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.5307                 NaN            NaN            NaN            NaN  0.469326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.5330                 NaN            NaN            NaN            NaN  0.466742       0.277935E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5379                 NaN            NaN            NaN            NaN  0.462057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.5337                 NaN            NaN            NaN            NaN  0.464645       0.167469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.5310                 NaN            NaN            NaN            NaN  0.458296       0.107520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.5326                 NaN            NaN            NaN            NaN  0.456698       0.107287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5337                 NaN            NaN            NaN            NaN  0.455669       0.106785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5361                 NaN            NaN            NaN            NaN  0.453262       0.106203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5364                 NaN            NaN            NaN            NaN  0.452963       0.106184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5381                 NaN            NaN            NaN            NaN  0.451341       0.105763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5402                 NaN            NaN            NaN            NaN  0.449260       0.105200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.5409                 NaN            NaN            NaN            NaN  0.448580       0.105090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5415                 NaN            NaN            NaN            NaN  0.448051       0.104912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5452                 NaN            NaN            NaN            NaN  0.444399       0.103726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5447                 NaN            NaN            NaN            NaN  0.444944       0.103885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5456                 NaN            NaN            NaN            NaN  0.444050       0.103457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5468                 NaN            NaN            NaN            NaN  0.442927       0.103101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5476                 NaN            NaN            NaN            NaN  0.442129       0.102653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5487                 NaN            NaN            NaN            NaN  0.441119       0.102224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5481                 NaN            NaN            NaN            NaN  0.441677       0.102162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5508                 NaN            NaN            NaN            NaN  0.439105       0.101400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5502                 NaN            NaN            NaN            NaN  0.439672       0.101411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5514                 NaN            NaN            NaN            NaN  0.438516       0.100865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5505                 NaN            NaN            NaN            NaN  0.439451       0.100770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5521                 NaN            NaN            NaN            NaN  0.437868       0.100075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5530                 NaN            NaN            NaN            NaN  0.437077       0.997163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5509                 NaN            NaN            NaN            NaN  0.439097       0.998647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5541                 NaN            NaN            NaN            NaN  0.436016       0.988129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5531                 NaN            NaN            NaN            NaN  0.437034       0.988474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5530                 NaN            NaN            NaN            NaN  0.437131       0.985984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5526                 NaN            NaN            NaN            NaN  0.437532       0.982925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5534                 NaN            NaN            NaN            NaN  0.436840       0.976625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5514                 NaN            NaN            NaN            NaN  0.438801       0.980308E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5541                 NaN            NaN            NaN            NaN  0.436247       0.969440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4900                 NaN            NaN            NaN            NaN  0.497212       0.127768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.6113                 NaN            NaN            NaN            NaN  0.382097       0.656061E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5458                 NaN            NaN            NaN            NaN  0.444473       0.976900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5314                 NaN            NaN            NaN            NaN  0.458572       0.100156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5792                 NaN            NaN            NaN            NaN  0.411901       0.893577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.5504                 NaN            NaN            NaN            NaN  0.440027       0.954062E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.5496                 NaN            NaN            NaN            NaN  0.440931       0.951575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.5482                 NaN            NaN            NaN            NaN  0.442334       0.950414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5493                 NaN            NaN            NaN            NaN  0.441282       0.943090E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.5473                 NaN            NaN            NaN            NaN  0.443241       0.943492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.5468                 NaN            NaN            NaN            NaN  0.443779       0.938350E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.5428                 NaN            NaN            NaN            NaN  0.447736       0.942942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5463                 NaN            NaN            NaN            NaN  0.444350       0.931375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.5452                 NaN            NaN            NaN            NaN  0.445502       0.928067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.5436                 NaN            NaN            NaN            NaN  0.447125       0.928297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.5417                 NaN            NaN            NaN            NaN  0.448990       0.926153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5392                 NaN            NaN            NaN            NaN  0.451505       0.929043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.5287                 NaN            NaN            NaN            NaN  0.461763       0.952824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.5535                 NaN            NaN            NaN            NaN  0.437700       0.884524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.5375                 NaN            NaN            NaN            NaN  0.453276       0.919101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.5369                 NaN            NaN            NaN            NaN  0.453953       0.912814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.5351                 NaN            NaN            NaN            NaN  0.455799       0.912823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.5362                 NaN            NaN            NaN            NaN  0.454749       0.905670E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.5331                 NaN            NaN            NaN            NaN  0.457789       0.906610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.5323                 NaN            NaN            NaN            NaN  0.458627       0.902830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.5305                 NaN            NaN            NaN            NaN  0.460487       0.902863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.5289                 NaN            NaN            NaN            NaN  0.462057       0.900967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2409                 NaN            NaN            NaN            NaN  0.744063       0.150033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.8259                 NaN            NaN            NaN            NaN  0.171461       0.267199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.5152                 NaN            NaN            NaN            NaN  0.475638       0.914690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.5255                 NaN            NaN            NaN            NaN  0.465575       0.888000E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.5251                 NaN            NaN            NaN            NaN  0.466033       0.883425E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.5225                 NaN            NaN            NaN            NaN  0.468620       0.883523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.5208                 NaN            NaN            NaN            NaN  0.470350       0.883743E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.5201                 NaN            NaN            NaN            NaN  0.471125       0.879722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.5189                 NaN            NaN            NaN            NaN  0.472341       0.877791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.5176                 NaN            NaN            NaN            NaN  0.473664       0.875989E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.5166                 NaN            NaN            NaN            NaN  0.474644       0.873950E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.5159                 NaN            NaN            NaN            NaN  0.475382       0.871414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.5045                 NaN            NaN            NaN            NaN  0.486385       0.909917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.5241                 NaN            NaN            NaN            NaN  0.467595       0.829841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.5128                 NaN            NaN            NaN            NaN  0.478537       0.864857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.5117                 NaN            NaN            NaN            NaN  0.479603       0.865011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.5114                 NaN            NaN            NaN            NaN  0.479965       0.859962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.5089                 NaN            NaN            NaN            NaN  0.482486       0.861927E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.5097                 NaN            NaN            NaN            NaN  0.481692       0.856828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.5085                 NaN            NaN            NaN            NaN  0.482935       0.854575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.8278                 NaN            NaN            NaN            NaN  0.300550                 NaN  0.871665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.2936                 NaN            NaN            NaN            NaN  0.148762                 NaN   1.55765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.3242                 NaN            NaN            NaN            NaN  0.144911                 NaN   1.53089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.3386                 NaN            NaN            NaN            NaN  0.140362                 NaN   1.52099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.4063                 NaN            NaN            NaN            NaN  0.135969                 NaN   1.45770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.4376                 NaN            NaN            NaN            NaN  0.134523                 NaN   1.42784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.4568                 NaN            NaN            NaN            NaN  0.131287                 NaN   1.41187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.4801                 NaN            NaN            NaN            NaN  0.127962                 NaN   1.39194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.5258                 NaN            NaN            NaN            NaN  0.125203                 NaN   1.34897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5492                 NaN            NaN            NaN            NaN  0.120998                 NaN   1.32978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5592                 NaN            NaN            NaN            NaN  0.114981                 NaN   1.32582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.6108                 NaN            NaN            NaN            NaN  0.115311                 NaN   1.27387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.6304                 NaN            NaN            NaN            NaN  0.113343                 NaN   1.25631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6546                 NaN            NaN            NaN            NaN  0.111232                 NaN   1.23421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6782                 NaN            NaN            NaN            NaN  0.109413                 NaN   1.21234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.7014                 NaN            NaN            NaN            NaN  0.103667                 NaN   1.19496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.7266                 NaN            NaN            NaN            NaN  0.103647                 NaN   1.16979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7060                 NaN            NaN            NaN            NaN  0.103392                 NaN   1.19063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.8133                 NaN            NaN            NaN            NaN  0.919567E-001            NaN   1.09475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7921                 NaN            NaN            NaN            NaN  0.943496E-001            NaN   1.11358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.1276                 NaN            NaN            NaN            NaN  0.152258                 NaN   1.72017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.5331                 NaN            NaN            NaN            NaN  0.368111E-001            NaN  0.430107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8521                 NaN            NaN            NaN            NaN  0.865200E-001            NaN   1.06134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8691                 NaN            NaN            NaN            NaN  0.906273E-001            NaN   1.04029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8889                 NaN            NaN            NaN            NaN  0.751493E-001            NaN   1.03590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.9054                 NaN            NaN            NaN            NaN  0.788320E-001            NaN   1.01574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9239                 NaN            NaN            NaN            NaN  0.768845E-001            NaN  0.999259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9349                 NaN            NaN            NaN            NaN  0.732951E-001            NaN  0.991822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9608                 NaN            NaN            NaN            NaN  0.729367E-001            NaN  0.966216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9713                 NaN            NaN            NaN            NaN  0.687396E-001            NaN  0.959992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9867                 NaN            NaN            NaN            NaN  0.676499E-001            NaN  0.945657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0047                 NaN            NaN            NaN            NaN  0.664101E-001            NaN  0.928849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0184                 NaN            NaN            NaN            NaN  0.632727E-001            NaN  0.918308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0297                 NaN            NaN            NaN            NaN  0.606536E-001            NaN  0.909621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0486                 NaN            NaN            NaN            NaN  0.512145E-001            NaN  0.900157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0609                 NaN            NaN            NaN            NaN  0.657209E-001            NaN  0.873421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0755                 NaN            NaN            NaN            NaN  0.560314E-001            NaN  0.868498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0832                 NaN            NaN            NaN            NaN  0.548749E-001            NaN  0.861891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.1011                 NaN            NaN            NaN            NaN  0.500224E-001            NaN  0.848834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
