|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1826.92        500.000        85.3937                 NaN   1.12809        12.7586       0.719571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        84.7312                 NaN   1.11472        13.4342       0.719859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        84.0683                 NaN   1.10133        14.1102       0.720146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        83.4214                 NaN   1.08426        14.7739       0.720407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        82.7742                 NaN   1.06718        15.4380       0.720667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        82.1265                 NaN   1.05009        16.1024       0.720925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        81.4785                 NaN   1.03298        16.7674       0.721182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        80.8221                 NaN   1.01270        17.4437       0.721426       0.139631E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        80.1806                 NaN  0.993689        18.0967       0.721674       0.730288E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        79.5184                 NaN  0.970987        18.7698       0.721917       0.188472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        78.8559                 NaN  0.948271        19.4433       0.722158       0.303994E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        78.1976                 NaN  0.922158        20.1164       0.722380       0.415509E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        77.5389                 NaN  0.896030        20.7898       0.722600       0.527094E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        76.8799                 NaN  0.869887        21.4636       0.722818       0.638748E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        76.2205                 NaN  0.843729        22.1377       0.723035       0.750470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        75.5609                 NaN  0.817556        22.8121       0.723250       0.862259E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        74.9009                 NaN  0.791368        23.4869       0.723464       0.974115E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        74.2406                 NaN  0.765166        24.1620       0.723676       0.108604                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        73.5800                 NaN  0.738949        24.8374       0.723886       0.119802                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        72.9166                 NaN  0.706171        25.5227       0.724066       0.130456                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        72.2529                 NaN  0.673379        26.2084       0.724245       0.141115                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        71.5889                 NaN  0.640572        26.8943       0.724421       0.151779                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.9248                 NaN  0.607752        27.5804       0.724596       0.162448                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        70.2604                 NaN  0.574917        28.2668       0.724770       0.173121                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.5957                 NaN  0.542069        28.9534       0.724942       0.183800                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.9309                 NaN  0.509207        29.6403       0.725112       0.194484                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.2658                 NaN  0.476332        30.3274       0.725280       0.205172                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.6035                 NaN  0.437346        31.0185       0.725419       0.215306                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        66.9409                 NaN  0.398348        31.7097       0.725556       0.225444                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.2782                 NaN  0.359339        32.4011       0.725692       0.235585                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        65.6154                 NaN  0.320318        33.0927       0.725826       0.245729                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        64.9524                 NaN  0.281285        33.7845       0.725959       0.255877                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.2893                 NaN  0.242242        34.4763       0.726089       0.266028                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        63.6261                 NaN  0.203188        35.1684       0.726218       0.276182                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        62.9627                 NaN  0.164123        35.8605       0.726345       0.286339                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        62.3061                 NaN  0.121590        36.5496       0.726454       0.296224                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        61.6495                 NaN  0.790475E-001   37.2388       0.726561       0.306110                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        60.9957                 NaN  0.355069E-001   37.9263       0.726661       0.315782                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        60.3643                 NaN            NaN   38.5838       0.726797       0.325074                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        59.8528                 NaN            NaN   39.0876       0.727075       0.332540                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        59.3410                 NaN            NaN   39.5916       0.727351       0.340010                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        58.8289                 NaN            NaN   40.0960       0.727626       0.347486                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        58.3165                 NaN            NaN   40.6006       0.727899       0.354966                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        57.8391                 NaN            NaN   41.0707       0.728155       0.361986                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        57.3615                 NaN            NaN   41.5411       0.728410       0.369010                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        56.8836                 NaN            NaN   42.0117       0.728663       0.376038                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        56.4055                 NaN            NaN   42.4825       0.728914       0.383071                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        55.9272                 NaN            NaN   42.9535       0.729164       0.390108                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        55.4487                 NaN            NaN   43.4248       0.729413       0.397148                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        54.9699                 NaN            NaN   43.8962       0.729660       0.404193                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        54.4910                 NaN            NaN   44.3679       0.729905       0.411242                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        54.0580                 NaN            NaN   44.7941       0.730130       0.417850                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        53.6248                 NaN            NaN   45.2204       0.730354       0.424461                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        53.1914                 NaN            NaN   45.6470       0.730577       0.431075                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        52.7579                 NaN            NaN   46.0736       0.730798       0.437693                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        52.3242                 NaN            NaN   46.5004       0.731017       0.444314                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        51.8904                 NaN            NaN   46.9274       0.731235       0.450938                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        51.4565                 NaN            NaN   47.3545       0.731452       0.457565                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        51.0224                 NaN            NaN   47.7818       0.731667       0.464196                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        50.6380                 NaN            NaN   48.1598       0.731860       0.470303                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        50.2536                 NaN            NaN   48.5380       0.732051       0.476413                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        49.8690                 NaN            NaN   48.9162       0.732242       0.482525                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        49.4844                 NaN            NaN   49.2945       0.732430       0.488640                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        49.0997                 NaN            NaN   49.6729       0.732618       0.494757                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        48.7149                 NaN            NaN   50.0514       0.732804       0.500877                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        48.3300                 NaN            NaN   50.4300       0.732989       0.506999                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        47.9450                 NaN            NaN   50.8087       0.733172       0.513123                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        47.6069                 NaN            NaN   51.1408       0.733336       0.518952                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        47.2688                 NaN            NaN   51.4730       0.733499       0.524784                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        46.9305                 NaN            NaN   51.8052       0.733660       0.530617                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        46.5923                 NaN            NaN   52.1374       0.733820       0.536453                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        46.2540                 NaN            NaN   52.4698       0.733980       0.542290                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        45.9156                 NaN            NaN   52.8021       0.734137       0.548129                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        45.5772                 NaN            NaN   53.1345       0.734294       0.553969                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        45.2388                 NaN            NaN   53.4670       0.734450       0.559812                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        44.9432                 NaN            NaN   53.7571       0.734589       0.565109                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        44.6476                 NaN            NaN   54.0473       0.734727       0.570407                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        44.3519                 NaN            NaN   54.3375       0.734864       0.575707                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        44.0563                 NaN            NaN   54.6277       0.735001       0.581009                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        43.7606                 NaN            NaN   54.9179       0.735136       0.586311                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        43.4649                 NaN            NaN   55.2082       0.735270       0.591615                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        43.1692                 NaN            NaN   55.4984       0.735403       0.596920                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        42.8735                 NaN            NaN   55.7887       0.735535       0.602226                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        42.6177                 NaN            NaN   56.0396       0.735651       0.607074                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        42.3619                 NaN            NaN   56.2904       0.735766       0.611922                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        42.1061                 NaN            NaN   56.5413       0.735880       0.616772                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        41.8503                 NaN            NaN   56.7921       0.735994       0.621622                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        41.5944                 NaN            NaN   57.0430       0.736106       0.626474                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        41.3386                 NaN            NaN   57.2938       0.736218       0.631326                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        41.0828                 NaN            NaN   57.5447       0.736328       0.636179                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        40.8270                 NaN            NaN   57.7955       0.736438       0.641033                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        40.5914                 NaN            NaN   58.0249       0.736543       0.647166                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        40.3557                 NaN            NaN   58.2544       0.736647       0.653301                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        39.7895                 NaN            NaN   58.2774       0.737172       0.649942       0.545997                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        39.1873                 NaN            NaN   58.2739       0.737749       0.645435        1.15561                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        38.6149                 NaN            NaN   58.2681       0.738300       0.641161        1.73758                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        38.0417                 NaN            NaN   58.2622       0.738852       0.636881        2.32040                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        37.4677                 NaN            NaN   58.2563       0.739404       0.632594        2.90407                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        36.8928                 NaN            NaN   58.2503       0.739957       0.628300        3.48860                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        36.3525                 NaN            NaN   58.2421       0.740483       0.623140        4.04178                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        35.8115                 NaN            NaN   58.2338       0.741010       0.617972        4.59573                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        35.2697                 NaN            NaN   58.2255       0.741537       0.612796        5.15044                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        34.7272                 NaN            NaN   58.2172       0.742064       0.607614        5.70593                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        34.2057                 NaN            NaN   58.2091       0.742574       0.601718        6.24089                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        33.6835                 NaN            NaN   58.2011       0.743083       0.595814        6.77656                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        33.1711                 NaN            NaN   58.1936       0.743583       0.589548        7.30215                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        32.6008                 NaN            NaN   58.1717       0.744140       0.589795        7.55437       0.339251                 NaN            NaN            NaN            NaN
  1483.97        500.000        31.7631                 NaN            NaN   58.1011       0.744945       0.623095        6.52370        2.24408                 NaN            NaN            NaN            NaN
  1480.77        500.000        30.9237                 NaN            NaN   58.0303       0.745751       0.656469        5.49081        4.15300                 NaN            NaN            NaN            NaN
  1477.56        500.000        30.0826                 NaN            NaN   57.9593       0.746557       0.689916        4.45570        6.06599                 NaN            NaN            NaN            NaN
  1474.36        500.000        29.2398                 NaN            NaN   57.8880       0.747364       0.723437        3.41836        7.98306                 NaN            NaN            NaN            NaN
  1471.15        500.000        28.2280                 NaN            NaN   57.8801       0.748362       0.749391        2.85563       0.450827        9.08766                 NaN            NaN            NaN
  1467.95        500.000        27.1742                 NaN            NaN   57.8866       0.749419       0.771232        2.51247        1.04489        9.86118                 NaN            NaN            NaN
  1464.74        500.000        27.1730                 NaN            NaN   57.8875       0.749441       0.771265        2.51251        1.04490        9.86136                 NaN            NaN            NaN
  1461.54        500.000        25.3341                 NaN            NaN   57.8859       0.751244       0.815591        1.82562        2.05223        11.3353                 NaN            NaN            NaN
  1458.33        500.000        25.3330                 NaN            NaN   57.8867       0.751265       0.815625        1.82564        2.05225        11.3355                 NaN            NaN            NaN
  1455.13        500.000        25.3319                 NaN            NaN   57.8876       0.751285       0.815660        1.82567        2.05228        11.3357                 NaN            NaN            NaN
  1451.92        500.000        25.3308                 NaN            NaN   57.8884       0.751305       0.815694        1.82569        2.05231        11.3359                 NaN            NaN            NaN
  1448.72        500.000        25.3297                 NaN            NaN   57.8892       0.751326       0.815729        1.82572        2.05233        11.3361                 NaN            NaN            NaN
  1445.51        500.000        25.3285                 NaN            NaN   57.8900       0.751346       0.815763        1.82575        2.05236        11.3362                 NaN            NaN            NaN
  1442.31        500.000        25.3274                 NaN            NaN   57.8908       0.751366       0.815798        1.82577        2.05238        11.3364                 NaN            NaN            NaN
  1439.10        500.000        25.3263                 NaN            NaN   57.8916       0.751387       0.815832        1.82580        2.05241        11.3366                 NaN            NaN            NaN
  1435.90        500.000        19.3807                 NaN            NaN   57.8575       0.757332       0.950893        1.16279        14.3676        5.52310                 NaN            NaN            NaN
  1432.69        500.000        19.3799                 NaN            NaN   57.8581       0.757349       0.950929        1.16280        14.3678        5.52315                 NaN            NaN            NaN
  1429.49        500.000        19.3791                 NaN            NaN   57.8586       0.757365       0.950966        1.16281        14.3680        5.52319                 NaN            NaN            NaN
  1426.28        500.000        19.3783                 NaN            NaN   57.8591       0.757382       0.951003        1.16283        14.3681        5.52324                 NaN            NaN            NaN
  1423.08        500.000        17.0927                 NaN            NaN   57.8152       0.759761        1.00758        1.48218        14.9353        6.90714                 NaN            NaN            NaN
  1419.87        500.000        16.3411                 NaN            NaN   57.8455       0.760392        1.01903        1.44981        15.2371        7.19957       0.147523                 NaN            NaN
  1416.67        500.000        15.2927                 NaN            NaN   57.9345       0.761109        1.02575        1.28078        7.45488        15.7539       0.496453                 NaN            NaN
  1413.46        500.000        15.2921                 NaN            NaN   57.9348       0.761123        1.02579        1.28079        7.45491        15.7540       0.496486                 NaN            NaN
  1410.26        500.000        13.5196                 NaN            NaN   58.0829       0.762323        1.03734        1.00253        16.6285        7.86500        1.10172                 NaN            NaN
  1407.05        500.000        13.5191                 NaN            NaN   58.0832       0.762336        1.03737        1.00254        16.6286        7.86503        1.10179                 NaN            NaN
  1403.85        500.000        13.5186                 NaN            NaN   58.0834       0.762348        1.03741        1.00254        16.6288        7.86505        1.10186                 NaN            NaN
  1400.64        500.000        13.5181                 NaN            NaN   58.0836       0.762361        1.03744        1.00254        16.6289        7.86508        1.10193                 NaN            NaN
  1397.44        500.000        13.5176                 NaN            NaN   58.0839       0.762373        1.03748        1.00255        16.6290        7.86511        1.10200                 NaN            NaN
  1394.23        500.000        13.5171                 NaN            NaN   58.0841       0.762386        1.03751        1.00255        16.6291        7.86514        1.10208                 NaN            NaN
  1391.03        500.000        13.5166                 NaN            NaN   58.0843       0.762399        1.03755        1.00256        16.6293        7.86517        1.10215                 NaN            NaN
  1387.82        500.000        13.5161                 NaN            NaN   58.0846       0.762411        1.03758        1.00256        16.6294        7.86519        1.10222                 NaN            NaN
  1384.62        500.000        8.96632                 NaN            NaN   58.4411       0.765439        1.07264       0.251979        19.0094        8.69688        2.79619                 NaN            NaN
  1381.41        500.000        8.96604                 NaN            NaN   58.4411       0.765448        1.07268       0.251979        19.0095        8.69688        2.79636                 NaN            NaN
  1378.21        500.000        8.96577                 NaN            NaN   58.4411       0.765458        1.07271       0.251979        19.0096        8.69687        2.79654                 NaN            NaN
  1375.00        500.000        8.96549                 NaN            NaN   58.4411       0.765467        1.07274       0.251980        19.0096        8.69687        2.79671                 NaN            NaN
  1371.79        500.000        7.47847                 NaN            NaN   58.5473       0.766473        1.08393       0.657702E-001   8.86902        19.7713        3.41773                 NaN            NaN
  1368.59        500.000        7.47826                 NaN            NaN   58.5472       0.766482        1.08396       0.657702E-001   8.86901        19.7714        3.41793                 NaN            NaN
  1365.38        500.000        6.84622                 NaN            NaN   58.5901       0.766920        1.08809       0.140048E-001   20.0760        8.92270        3.69591                 NaN            NaN
  1362.18        500.000        6.55273                 NaN            NaN   58.6094       0.767131        1.08980                 NaN   20.2090        8.94406        3.82788                 NaN            NaN
  1358.97        500.000        6.27547                 NaN            NaN   58.6264       0.767329        1.09105                 NaN   20.3248        8.96062        3.95428                 NaN            NaN
  1355.77        500.000        6.27531                 NaN            NaN   58.6263       0.767336        1.09108                 NaN   20.3249        8.96060        3.95451                 NaN            NaN
  1352.56        500.000        6.27516                 NaN            NaN   58.6261       0.767344        1.09111                 NaN   20.3249        8.96058        3.95474                 NaN            NaN
  1349.36        500.000        6.27501                 NaN            NaN   58.6260       0.767351        1.09114                 NaN   20.3250        8.96056        3.95498                 NaN            NaN
  1346.15        500.000        6.27485                 NaN            NaN   58.6259       0.767359        1.09117                 NaN   20.3250        8.96054        3.95521                 NaN            NaN
  1342.95        500.000        6.27470                 NaN            NaN   58.6257       0.767367        1.09120                 NaN   20.3250        8.96052        3.95544                 NaN            NaN
  1339.74        500.000        6.27454                 NaN            NaN   58.6256       0.767374        1.09123                 NaN   20.3251        8.96050        3.95568                 NaN            NaN
  1336.54        500.000        6.27439                 NaN            NaN   58.6255       0.767382        1.09126                 NaN   20.3251        8.96048        3.95591                 NaN            NaN
  1333.33        500.000        4.41017                 NaN            NaN   58.7260       0.768705        1.10192                 NaN   8.98366        21.1563        4.85323                 NaN            NaN
  1330.13        500.000        4.41009                 NaN            NaN   58.7258       0.768711        1.10195                 NaN   8.98363        21.1563        4.85351                 NaN            NaN
