|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1929.49        500.000        97.1837       0.458789        2.35751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        97.1449       0.458839        2.39629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        97.1060       0.458890        2.43507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        97.0678       0.458940        2.47323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        97.0296       0.458990        2.51139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        96.9914       0.459040        2.54956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        96.9532       0.459090        2.58774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        96.9149       0.459140        2.62593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.8767       0.459190        2.66412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.8384       0.459240        2.70233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.8002       0.459290        2.74054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.7624       0.459339        2.77824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        96.7247       0.459389        2.81596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        96.6869       0.459438        2.85368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        96.6491       0.459487        2.89141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        96.6115       0.459536        2.92895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.1525       0.459548        2.93785       0.450051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        95.3946       0.459531        2.92407        1.22175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        94.6368       0.459514        2.91030        1.99340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        93.8888       0.459494        2.89456        2.75717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        93.1285       0.454417        2.87934        3.52841       0.934118E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        90.5352                 NaN   3.04989        5.56586       0.849069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        89.8163                 NaN   3.02864        6.30606       0.849019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        89.1122                 NaN   3.00437        7.03448       0.848962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        88.4082                 NaN   2.98011        7.76279       0.848904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        87.7043                 NaN   2.95585        8.49101       0.848847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        87.0005                 NaN   2.93160        9.21913       0.848790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.3181                 NaN   2.89799        9.93516       0.848710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        85.6359                 NaN   2.86439        10.6511       0.848630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        84.9538                 NaN   2.83080        11.3668       0.848550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        84.2719                 NaN   2.79721        12.0824       0.848470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        83.5900                 NaN   2.76363        12.7979       0.848390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        82.9083                 NaN   2.73006        13.5133       0.848311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        82.2268                 NaN   2.69649        14.2285       0.848231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        81.5453                 NaN   2.66293        14.9436       0.848151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        80.8808                 NaN   2.62053        15.6506       0.848050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        80.2165                 NaN   2.57815        16.3574       0.847949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        79.5523                 NaN   2.53578        17.0641       0.847848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.8883                 NaN   2.49341        17.7706       0.847747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        78.2159                 NaN   2.44341        18.4929       0.847627       0.201888E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.5581                 NaN   2.39652        19.1873       0.847515       0.105566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.8784                 NaN   2.34074        19.9063       0.847382       0.272515E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        76.1989                 NaN   2.28497        20.6250       0.847248       0.439412E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.5239                 NaN   2.22108        21.3479       0.847095       0.600993E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        74.8491                 NaN   2.15721        22.0705       0.846942       0.762517E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.1746                 NaN   2.09337        22.7929       0.846789       0.923982E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        73.5003                 NaN   2.02954        23.5150       0.846636       0.108539                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        72.8263                 NaN   1.96575        24.2368       0.846483       0.124674                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        72.1525                 NaN   1.90197        24.9584       0.846331       0.140803                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        71.4790                 NaN   1.83822        25.6797       0.846178       0.156926                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        70.8057                 NaN   1.77449        26.4008       0.846025       0.173043                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        70.1291                 NaN   1.69506        27.1416       0.845835       0.188440                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        69.4528                 NaN   1.61566        27.8821       0.845644       0.203830                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        68.7768                 NaN   1.53631        28.6222       0.845454       0.219213                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        68.1011                 NaN   1.45698        29.3620       0.845264       0.234589                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        67.4257                 NaN   1.37770        30.1015       0.845074       0.249958                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        66.7507                 NaN   1.29845        30.8407       0.844883       0.265321                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        66.0759                 NaN   1.21923        31.5795       0.844694       0.280676                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        65.4014                 NaN   1.14005        32.3180       0.844504       0.296025                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        64.7291                 NaN   1.04632        33.0697       0.844279       0.310612                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        64.0571                 NaN  0.952629        33.8210       0.844054       0.325191                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        63.3855                 NaN  0.858992        34.5719       0.843829       0.339763                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        62.7142                 NaN  0.765405        35.3224       0.843605       0.354327                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        62.0433                 NaN  0.671868        36.0725       0.843380       0.368883                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        61.3728                 NaN  0.578381        36.8223       0.843156       0.383432                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        60.7026                 NaN  0.484943        37.5716       0.842932       0.397972                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        60.0327                 NaN  0.391555        38.3205       0.842708       0.412505                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        59.3696                 NaN  0.289968        39.0713       0.842464       0.426633                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        58.7068                 NaN  0.188440        39.8218       0.842220       0.440752                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        58.0472                 NaN  0.846117E-001   40.5716       0.841971       0.454596                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        57.4020                 NaN            NaN   41.2884       0.841768       0.467825                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        56.8505                 NaN            NaN   41.8293       0.841770       0.478401                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        56.2989                 NaN            NaN   42.3703       0.841772       0.488977                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        55.7474                 NaN            NaN   42.9113       0.841774       0.499553                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        55.1958                 NaN            NaN   43.4523       0.841777       0.510129                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        54.6813                 NaN            NaN   43.9569       0.841779       0.520038                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        54.1667                 NaN            NaN   44.4616       0.841781       0.529946                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        53.6522                 NaN            NaN   44.9662       0.841783       0.539855                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        53.1376                 NaN            NaN   45.4708       0.841785       0.549764                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        52.6230                 NaN            NaN   45.9755       0.841787       0.559673                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        52.1085                 NaN            NaN   46.4801       0.841789       0.569582                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        51.5939                 NaN            NaN   46.9848       0.841790       0.579491                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        51.0794                 NaN            NaN   47.4894       0.841792       0.589401                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        50.6129                 NaN            NaN   47.9467       0.841794       0.598628                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        50.1465                 NaN            NaN   48.4039       0.841796       0.607856                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        49.6800                 NaN            NaN   48.8611       0.841798       0.617084                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        49.2135                 NaN            NaN   49.3184       0.841800       0.626312                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        48.7471                 NaN            NaN   49.7756       0.841802       0.635540                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        48.2806                 NaN            NaN   50.2328       0.841804       0.644768                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        47.8141                 NaN            NaN   50.6901       0.841805       0.653996                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        47.3477                 NaN            NaN   51.1473       0.841807       0.663224                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        46.9346                 NaN            NaN   51.5519       0.841809       0.671695                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        46.5215                 NaN            NaN   51.9566       0.841811       0.680166                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        46.1083                 NaN            NaN   52.3612       0.841812       0.688637                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        45.6952                 NaN            NaN   52.7658       0.841814       0.697108                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        45.2821                 NaN            NaN   53.1705       0.841815       0.705579                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        44.8690                 NaN            NaN   53.5751       0.841817       0.714050                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        44.4559                 NaN            NaN   53.9798       0.841819       0.722521                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        44.0428                 NaN            NaN   54.3844       0.841820       0.730993                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        43.6798                 NaN            NaN   54.7393       0.841822       0.738990                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        43.3169                 NaN            NaN   55.0943       0.841823       0.746986                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        42.9540                 NaN            NaN   55.4492       0.841825       0.754983                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        42.5910                 NaN            NaN   55.8042       0.841826       0.762981                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        42.2281                 NaN            NaN   56.1591       0.841828       0.770978                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        41.8651                 NaN            NaN   56.5141       0.841829       0.778975                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        41.5022                 NaN            NaN   56.8690       0.841830       0.786972                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        41.1392                 NaN            NaN   57.2240       0.841832       0.794969                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        40.8218                 NaN            NaN   57.5342       0.841833       0.802197                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        40.5043                 NaN            NaN   57.8444       0.841834       0.809425                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        40.1868                 NaN            NaN   58.1547       0.841836       0.816653                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        39.8694                 NaN            NaN   58.4649       0.841837       0.823881                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        39.5519                 NaN            NaN   58.7752       0.841838       0.831109                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        39.2344                 NaN            NaN   59.0854       0.841840       0.838337                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        38.9170                 NaN            NaN   59.3956       0.841841       0.845565                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        38.5995                 NaN            NaN   59.7059       0.841842       0.852793                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        38.3252                 NaN            NaN   59.9736       0.841843       0.859387                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        38.0509                 NaN            NaN   60.2412       0.841844       0.865982                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        37.7767                 NaN            NaN   60.5089       0.841845       0.872577                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        37.5024                 NaN            NaN   60.7766       0.841846       0.879172                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        37.2281                 NaN            NaN   61.0443       0.841848       0.885767                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        36.9538                 NaN            NaN   61.3120       0.841849       0.892362                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        36.6795                 NaN            NaN   61.5797       0.841850       0.898957                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        36.4053                 NaN            NaN   61.8473       0.841851       0.905552                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        36.1520                 NaN            NaN   62.0925       0.841852       0.913585                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        35.8988                 NaN            NaN   62.3378       0.841853       0.921617                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        35.3506                 NaN            NaN   62.3291       0.841854       0.915929       0.562596                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        34.7704                 NaN            NaN   62.2893       0.841855       0.908512        1.18989                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        34.2207                 NaN            NaN   62.2480       0.841856       0.901347        1.78810                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        33.6710                 NaN            NaN   62.2067       0.841857       0.894181        2.38630                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        33.1213                 NaN            NaN   62.1654       0.841857       0.887016        2.98450                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        32.5715                 NaN            NaN   62.1240       0.841858       0.879850        3.58271                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        32.0559                 NaN            NaN   62.0825       0.841859       0.871502        4.14825                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        31.5402                 NaN            NaN   62.0410       0.841860       0.863153        4.71379                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        31.0246                 NaN            NaN   61.9994       0.841861       0.854805        5.27932                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        30.5089                 NaN            NaN   61.9579       0.841861       0.846457        5.84486                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        30.0146                 NaN            NaN   61.9175       0.841862       0.837174        6.38887                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        29.5203                 NaN            NaN   61.8770       0.841863       0.827892        6.93288                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        29.0368                 NaN            NaN   61.8370       0.841864       0.818144        7.46621                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        28.4982                 NaN            NaN   61.7792       0.841865       0.817224        7.71889       0.344635                 NaN            NaN            NaN            NaN
  1483.97        500.000        27.7116                 NaN            NaN   61.6481       0.841866       0.861165        6.65895        2.27828                 NaN            NaN            NaN            NaN
  1480.77        500.000        26.9251                 NaN            NaN   61.5170       0.841868       0.905107        5.59900        4.21193                 NaN            NaN            NaN            NaN
  1477.56        500.000        26.1385                 NaN            NaN   61.3860       0.841870       0.949049        4.53904        6.14559                 NaN            NaN            NaN            NaN
  1474.36        500.000        25.3519                 NaN            NaN   61.2549       0.841872       0.992991        3.47908        8.07927                 NaN            NaN            NaN            NaN
  1471.15        500.000        24.4091                 NaN            NaN   61.1809       0.841874        1.02537        2.90331       0.452370        9.18703                 NaN            NaN            NaN
  1467.95        500.000        23.4259                 NaN            NaN   61.1269       0.841876        1.05141        2.55113        1.04697        9.95580                 NaN            NaN            NaN
  1464.74        500.000        23.4259                 NaN            NaN   61.1269       0.841876        1.05141        2.55113        1.04697        9.95580                 NaN            NaN            NaN
  1461.54        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1458.33        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1455.13        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1451.92        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1448.72        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1445.51        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1442.31        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1439.10        500.000        21.7246                 NaN            NaN   61.0012       0.841879        1.10517        1.85061        2.05206        11.4245                 NaN            NaN            NaN
  1435.90        500.000        16.2703                 NaN            NaN   60.5853       0.841888        1.25894        1.17156        14.3897        5.48229                 NaN            NaN            NaN
  1432.69        500.000        16.2703                 NaN            NaN   60.5853       0.841888        1.25894        1.17156        14.3897        5.48229                 NaN            NaN            NaN
  1429.49        500.000        16.2703                 NaN            NaN   60.5853       0.841888        1.25894        1.17156        14.3897        5.48229                 NaN            NaN            NaN
  1426.28        500.000        16.2703                 NaN            NaN   60.5853       0.841888        1.25894        1.17156        14.3897        5.48229                 NaN            NaN            NaN
  1423.08        500.000        14.2031                 NaN            NaN   60.3893       0.841890        1.31979        1.48973        14.9204        6.83585                 NaN            NaN            NaN
  1419.87        500.000        13.5355                 NaN            NaN   60.3807       0.841891        1.33256        1.45631        15.2116        7.11982       0.121553                 NaN            NaN
  1416.67        500.000        12.6137                 NaN            NaN   60.4350       0.841893        1.34006        1.28536        7.36451        15.7109       0.408653                 NaN            NaN
  1413.46        500.000        12.6137                 NaN            NaN   60.4350       0.841893        1.34006        1.28536        7.36451        15.7109       0.408653                 NaN            NaN
  1410.26        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1407.05        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1403.85        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1400.64        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1397.44        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1394.23        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1391.03        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1387.82        500.000        11.0629                 NaN            NaN   60.5239       0.841896        1.35297        1.00457        16.5528        7.75554       0.905345                 NaN            NaN
  1384.62        500.000        7.14562                 NaN            NaN   60.7065       0.841903        1.39364       0.251643        18.8365        8.53663        2.28757                 NaN            NaN
  1381.41        500.000        7.14562                 NaN            NaN   60.7065       0.841903        1.39364       0.251643        18.8365        8.53663        2.28757                 NaN            NaN
  1378.21        500.000        7.14562                 NaN            NaN   60.7065       0.841903        1.39364       0.251643        18.8365        8.53663        2.28757                 NaN            NaN
  1375.00        500.000        7.14562                 NaN            NaN   60.7065       0.841903        1.39364       0.251643        18.8365        8.53663        2.28757                 NaN            NaN
  1371.79        500.000        5.89341                 NaN            NaN   60.7532       0.841905        1.40628       0.656073E-001   8.69115        19.5567        2.79173                 NaN            NaN
  1368.59        500.000        5.89341                 NaN            NaN   60.7532       0.841905        1.40628       0.656073E-001   8.69115        19.5567        2.79173                 NaN            NaN
  1365.38        500.000        5.36689                 NaN            NaN   60.7721       0.841906        1.41067       0.139624E-001   19.8406        8.73702        3.01691                 NaN            NaN
  1362.18        500.000        5.12378                 NaN            NaN   60.7798       0.841906        1.41240                 NaN   19.9639        8.75465        3.12363                 NaN            NaN
  1358.97        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1355.77        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1352.56        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1349.36        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1346.15        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1342.95        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1339.74        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1336.54        500.000        4.89525                 NaN            NaN   60.7853       0.841906        1.41356                 NaN   20.0700        8.76817        3.22578                 NaN            NaN
  1333.33        500.000        3.38020                 NaN            NaN   60.8000       0.841908        1.42400                 NaN   8.77054        20.8329        3.95049                 NaN            NaN
  1330.13        500.000        3.38020                 NaN            NaN   60.8000       0.841908        1.42400                 NaN   8.77054        20.8329        3.95049                 NaN            NaN
