|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1552.79        2500.00        99.2893       0.642014E-001  0.646519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.31        2500.00        99.5609       0.116443E-001  0.427504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        2500.00        99.4312       0.710147E-001  0.497799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.35        2500.00        99.4344       0.394903E-001  0.526155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        2500.00        99.4396       0.554382E-001  0.504956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        2500.00        99.4434       0.386923E-001  0.517924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.92        2500.00        99.4466       0.516377E-001  0.501771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00        99.4473       0.285815E-001  0.524123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.96        2500.00        99.4582       0.445937E-001  0.497255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.49        2500.00        99.4593       0.406730E-001  0.500010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00        99.4627       0.391767E-001  0.498143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.53        2500.00        99.4672       0.393226E-001  0.493450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.05        2500.00        99.4701       0.397435E-001  0.490158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.57        2500.00        99.4758       0.378641E-001  0.486288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00        99.2215       0.567861E-001  0.721708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        2500.00        99.7402       0.177872E-001  0.242047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        2500.00        99.7272       0.225874E-001  0.250236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        2500.00        99.2466       0.482629E-001  0.705128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        2500.00        98.8500       0.426155E-001   1.10735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        2500.00        99.9953                 NaN  0.466160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        2500.00        99.6100       0.249030E-001  0.365134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        2500.00        99.5015       0.326171E-001  0.465843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00        99.5067       0.435906E-001  0.449705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        2500.00        99.5079       0.100767E-001  0.482039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        2500.00        99.6541       0.302043E-001  0.315724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        2500.00        99.3684       0.347653E-001  0.596815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        2500.00        99.5192       0.273216E-001  0.453524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        2500.00        99.5164       0.253206E-001  0.458264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        2500.00        99.5243       0.262157E-001  0.449439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        2500.00        99.5246       0.248322E-001  0.450522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        2500.00        99.1528       0.465009E-001  0.800746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        2500.00        99.9118       0.422522E-002  0.839319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        2500.00        99.5331       0.222918E-001  0.444637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        2500.00        99.5367       0.226323E-001  0.440687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        2500.00        99.5388       0.208793E-001  0.440347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        2500.00        99.5207       0.111515E-001  0.374096       0.940765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        2500.00        99.4113                 NaN  0.826167E-002  0.580462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00        98.8261       0.801515E-005            NaN   1.17388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        2500.00        99.3243       0.201259E-001  0.109330       0.546270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        2500.00        99.5164                 NaN            NaN  0.483641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        2500.00        99.4141                 NaN            NaN  0.585946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        2500.00        99.4125                 NaN            NaN  0.587497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00        99.4105                 NaN            NaN  0.589517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        2500.00        99.5298       0.450758E-005            NaN  0.470176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00        99.2869                 NaN            NaN  0.713065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        2500.00        99.4061                 NaN            NaN  0.593945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        2500.00        99.4047                 NaN            NaN  0.595338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        2500.00        99.2655                 NaN            NaN  0.242521       0.491967                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        2500.00        99.1135                 NaN            NaN  0.518295       0.368244                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        2500.00        99.1250                 NaN            NaN  0.511052       0.363947                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        2500.00        99.1303                 NaN            NaN  0.361354       0.508355                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        2500.00        99.1386                 NaN            NaN  0.357974       0.503473                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        2500.00        99.1461                 NaN            NaN  0.499624       0.354288                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        2500.00        99.1530                 NaN            NaN  0.495347       0.351673                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        2500.00        99.1599                 NaN            NaN  0.348196       0.491903                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        2500.00        99.1666                 NaN            NaN  0.345145       0.488271                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        2500.00        99.1734                 NaN            NaN  0.484233       0.342332                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        2500.00        99.1819       0.262782E-005            NaN  0.479207       0.338879                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.1877       0.672364E-004            NaN  0.476316       0.335893                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        2500.00        99.1939                 NaN            NaN  0.473220       0.332849                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        2500.00        99.2007                 NaN            NaN  0.469185       0.330116                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.2070                 NaN  0.429785E-001  0.280709       0.469310                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        2500.00        99.2146       0.148614E-005            NaN  0.461285       0.324075                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        2500.00        99.2193                 NaN            NaN  0.458661       0.322062                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.72        2500.00        99.2257                 NaN            NaN  0.319022       0.455259                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00        99.2317                 NaN            NaN  0.316158       0.452114                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.76        2500.00        99.2372                 NaN            NaN  0.313673       0.449161                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.28        2500.00        99.2435                 NaN            NaN  0.445772       0.310714                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.80        2500.00        99.2491                 NaN            NaN  0.308122       0.442774                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.2548                 NaN            NaN  0.305538       0.439646                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.85        2500.00        98.7932                 NaN            NaN  0.495263       0.711568                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.7342                 NaN            NaN  0.109005       0.156786                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00        99.2696                 NaN            NaN  0.297751       0.432697                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00        99.2775                 NaN            NaN  0.427105       0.295349                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.94        2500.00        99.2815                 NaN            NaN  0.293021       0.425429                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.46        2500.00        99.2869                 NaN            NaN  0.291094       0.422054                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.98        2500.00        99.2900                 NaN            NaN  0.288443       0.421604                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.50        2500.00        99.2978                 NaN            NaN  0.285671       0.416480                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.02        2500.00        99.3016       0.198650E-005            NaN  0.283455       0.414991                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        99.3055                 NaN            NaN  0.413052       0.281425                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.07        2500.00        99.3108                 NaN            NaN  0.278985       0.410194                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.59        2500.00        98.6672                 NaN            NaN  0.428997       0.584211       0.319581                 NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        98.3740                 NaN            NaN  0.724277       0.432214       0.469525                 NaN            NaN            NaN            NaN            NaN
  1428.63        2500.00        98.4015                 NaN            NaN  0.712632       0.424273       0.461591                 NaN            NaN            NaN            NaN            NaN
  1427.16        2500.00        98.4265       0.246014E-001            NaN  0.422364       0.668432       0.458105                 NaN            NaN            NaN            NaN            NaN
  1425.68        2500.00        98.4414       0.150335                 NaN  0.491061       0.444371       0.472837                 NaN            NaN            NaN            NaN            NaN
  1424.20        2500.00        98.4713       0.122945                 NaN  0.515403       0.430362       0.460026                 NaN            NaN            NaN            NaN            NaN
  1422.72        2500.00        98.4936       0.174534                 NaN  0.435970       0.434986       0.460929                 NaN            NaN            NaN            NaN            NaN
  1421.24        2500.00        98.5191       0.146941                 NaN  0.422836       0.461668       0.449445                 NaN            NaN            NaN            NaN            NaN
  1419.76        2500.00        98.5433       0.145628                 NaN  0.416345       0.452500       0.442257                 NaN            NaN            NaN            NaN            NaN
  1418.29        2500.00        98.5681       0.144538                 NaN  0.443186       0.409382       0.434790                 NaN            NaN            NaN            NaN            NaN
  1416.81        2500.00        98.5911       0.143160                 NaN  0.402808       0.435094       0.427842                 NaN            NaN            NaN            NaN            NaN
  1415.33        2500.00        98.6137       0.142071                 NaN  0.396285       0.426735       0.421180                 NaN            NaN            NaN            NaN            NaN
  1413.85        2500.00        98.6365       0.141219                 NaN  0.417946       0.390204       0.414144                 NaN            NaN            NaN            NaN            NaN
  1412.37        2500.00        98.6570       0.139992                 NaN  0.384275       0.410722       0.407991                 NaN            NaN            NaN            NaN            NaN
  1410.90        2500.00        98.7099       0.136163                 NaN  0.369868       0.391993       0.392068                 NaN            NaN            NaN            NaN            NaN
  1409.42        2500.00        98.6642       0.141146                 NaN  0.406863       0.382152       0.405640                 NaN            NaN            NaN            NaN            NaN
  1407.94        2500.00        98.7189       0.136785                 NaN  0.388471       0.366551       0.389313                 NaN            NaN            NaN            NaN            NaN
  1406.46        2500.00        98.7379       0.135759                 NaN  0.381475       0.361454       0.383456                 NaN            NaN            NaN            NaN            NaN
  1404.98        2500.00        98.7571       0.134821                 NaN  0.373658       0.356734       0.377678                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7748       0.134039                 NaN  0.367301       0.351579       0.372274                 NaN            NaN            NaN            NaN            NaN
  1402.03        2500.00        98.7935       0.132596                 NaN  0.361609       0.345695       0.366595                 NaN            NaN            NaN            NaN            NaN
  1400.55        2500.00        98.8113       0.131578                 NaN  0.341126       0.354829       0.361201                 NaN            NaN            NaN            NaN            NaN
  1399.07        2500.00        98.8310       0.132991                 NaN  0.335712       0.343928       0.356328                 NaN            NaN            NaN            NaN            NaN
  1397.59        2500.00        99.1387       0.984895E-001            NaN  0.247296       0.253750       0.261774                 NaN            NaN            NaN            NaN            NaN
  1396.12        2500.00        98.5633       0.158088                 NaN  0.433004       0.410474       0.435155                 NaN            NaN            NaN            NaN            NaN
  1394.64        2500.00        98.8759       0.128274                 NaN  0.322947       0.331414       0.341510                 NaN            NaN            NaN            NaN            NaN
  1393.16        2500.00        98.8928       0.126694                 NaN  0.326502       0.317748       0.336246                 NaN            NaN            NaN            NaN            NaN
  1391.68        2500.00        98.9070       0.125966                 NaN  0.313770       0.321358       0.331868                 NaN            NaN            NaN            NaN            NaN
  1390.20        2500.00        98.9219       0.125220                 NaN  0.309961       0.315637       0.327329                 NaN            NaN            NaN            NaN            NaN
  1388.73        2500.00        98.9352       0.124810                 NaN  0.309929       0.306831       0.323277                 NaN            NaN            NaN            NaN            NaN
  1387.25        2500.00        98.9523       0.122820                 NaN  0.300565       0.306577       0.317704                 NaN            NaN            NaN            NaN            NaN
  1385.77        2500.00        98.9645       0.122093                 NaN  0.297677       0.301591       0.314117                 NaN            NaN            NaN            NaN            NaN
  1384.29        2500.00        98.9785       0.121177                 NaN  0.292870       0.297441       0.309990                 NaN            NaN            NaN            NaN            NaN
  1382.81        2500.00        98.9925       0.120340                 NaN  0.292046       0.289626       0.305443                 NaN            NaN            NaN            NaN            NaN
  1381.34        2500.00        99.0047       0.119428                 NaN  0.287649       0.286450       0.301725                 NaN            NaN            NaN            NaN            NaN
  1379.86        2500.00        99.0182       0.118483                 NaN  0.282476       0.283361       0.297430                 NaN            NaN            NaN            NaN            NaN
  1378.38        2500.00        99.0302       0.117166                 NaN  0.279713       0.278693       0.294217                 NaN            NaN            NaN            NaN            NaN
  1376.90        2500.00        98.8462       0.140732                 NaN  0.331890       0.331241       0.349890                 NaN            NaN            NaN            NaN            NaN
  1375.42        2500.00        99.2586       0.908834E-001            NaN  0.211803       0.214870       0.223822                 NaN            NaN            NaN            NaN            NaN
  1373.95        2500.00        99.0669       0.114762                 NaN  0.268173       0.267776       0.282364                 NaN            NaN            NaN            NaN            NaN
  1372.47        2500.00        99.0597       0.277526                 NaN  0.362995                 NaN  0.299742                 NaN            NaN            NaN            NaN            NaN
  1370.99        2500.00        99.1118                 NaN            NaN  0.176600       0.451397       0.260159                 NaN            NaN            NaN            NaN            NaN
  1369.51        2500.00        99.0966       0.615607E-001            NaN  0.243472       0.331825       0.266541                 NaN            NaN            NaN            NaN            NaN
  1368.03        2500.00        99.1118       0.108811                 NaN  0.257419       0.254155       0.267777                 NaN            NaN            NaN            NaN            NaN
  1366.56        2500.00        99.1224       0.110012                 NaN  0.251833       0.250740       0.265008                 NaN            NaN            NaN            NaN            NaN
  1365.08        2500.00        99.1324       0.108734                 NaN  0.249275       0.247933       0.261626                 NaN            NaN            NaN            NaN            NaN
  1363.60        2500.00        99.1424       0.108163                 NaN  0.246752       0.244132       0.258565                 NaN            NaN            NaN            NaN            NaN
  1362.12        2500.00        99.1526       0.107097                 NaN  0.243419       0.241534       0.255314                 NaN            NaN            NaN            NaN            NaN
  1360.64        2500.00        99.1602       0.106683                 NaN  0.238866       0.240911       0.253349                 NaN            NaN            NaN            NaN            NaN
  1359.16        2500.00        98.7723       0.157437                 NaN  0.348461       0.351891       0.369955                 NaN            NaN            NaN            NaN            NaN
  1357.69        2500.00        99.5848       0.511214E-001            NaN  0.119890       0.120702       0.123443                 NaN            NaN            NaN            NaN            NaN
  1356.21        2500.00        99.1909       0.103151                 NaN  0.232089       0.230638       0.243230                 NaN            NaN            NaN            NaN            NaN
  1354.73        2500.00        99.2003       0.102184                 NaN  0.229261       0.228033       0.240241                 NaN            NaN            NaN            NaN            NaN
  1353.25        2500.00        99.2089       0.101348                 NaN  0.226916       0.225306       0.237493                 NaN            NaN            NaN            NaN            NaN
  1351.77        2500.00        99.2186       0.998492E-001            NaN  0.223414       0.223759       0.234382                 NaN            NaN            NaN            NaN            NaN
  1350.30        2500.00        99.2267       0.991097E-001            NaN  0.220929       0.221479       0.231769                 NaN            NaN            NaN            NaN            NaN
  1348.82        2500.00        99.2352       0.986353E-001            NaN  0.219123       0.217917       0.229149                 NaN            NaN            NaN            NaN            NaN
  1347.34        2500.00        99.2442       0.967747E-001            NaN  0.216518       0.216456       0.226060                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        99.2516       0.962135E-001            NaN  0.214529       0.213794       0.223817                 NaN            NaN            NaN            NaN            NaN
  1344.38        2500.00        99.2585       0.952042E-001            NaN  0.212858       0.211748       0.221672                 NaN            NaN            NaN            NaN            NaN
  1342.91        2500.00        99.2643       0.980892E-001            NaN  0.212532       0.204232       0.220806                 NaN            NaN            NaN            NaN            NaN
  1341.43        2500.00        99.2809       0.869266E-001            NaN  0.216219       0.202898       0.213049                 NaN            NaN            NaN            NaN            NaN
  1339.95        2500.00        99.2830       0.914087E-001            NaN  0.204068       0.207927       0.213642                 NaN            NaN            NaN            NaN            NaN
  1338.47        2500.00        99.2912       0.908852E-001            NaN  0.201389       0.205298       0.211181                 NaN            NaN            NaN            NaN            NaN
  1336.99        2500.00        99.2982       0.889934E-001            NaN  0.199413       0.204782       0.208577                 NaN            NaN            NaN            NaN            NaN
  1335.52        2500.00        99.3035       0.899624E-001            NaN  0.200867       0.198222       0.207451                 NaN            NaN            NaN            NaN            NaN
  1334.04        2500.00        99.3152       0.857371E-001            NaN  0.193490       0.202584       0.203019                 NaN            NaN            NaN            NaN            NaN
  1332.56        2500.00        99.3193       0.857568E-001            NaN  0.192540       0.200600       0.201813                 NaN            NaN            NaN            NaN            NaN
  1331.08        2500.00        99.3269       0.848029E-001            NaN  0.198539       0.190350       0.199375                 NaN            NaN            NaN            NaN            NaN
  1329.60        2500.00        99.3291       0.838398E-001            NaN  0.199550       0.188576       0.198891                 NaN            NaN            NaN            NaN            NaN
  1328.13        2500.00        99.3427       0.811173E-001            NaN  0.196288       0.186120       0.193742                 NaN            NaN            NaN            NaN            NaN
  1326.65        2500.00        99.3465       0.814575E-001            NaN  0.184198       0.194897       0.192956                 NaN            NaN            NaN            NaN            NaN
  1325.17        2500.00        99.3531       0.802912E-001            NaN  0.181670       0.194019       0.190914                 NaN            NaN            NaN            NaN            NaN
  1323.69        2500.00        99.3593       0.785989E-001            NaN  0.179726       0.193694       0.188660                 NaN            NaN            NaN            NaN            NaN
  1322.21        2500.00        99.3651       0.775796E-001            NaN  0.177903       0.192614       0.186806                 NaN            NaN            NaN            NaN            NaN
  1320.74        2500.00        99.3715       0.763623E-001            NaN  0.175564       0.191836       0.184748                 NaN            NaN            NaN            NaN            NaN
  1319.26        2500.00        99.3771       0.821946E-001            NaN  0.176924       0.179285       0.184461                 NaN            NaN            NaN            NaN            NaN
  1317.78        2500.00        99.3831       0.680637E-001            NaN  0.201708       0.167230       0.179925                 NaN            NaN            NaN            NaN            NaN
  1316.30        2500.00        81.5895        2.04018                 NaN   2.45813       0.437074        2.29635        11.1788                 NaN            NaN            NaN            NaN
  1314.82        2500.00        80.5579        2.22638                 NaN  0.256030        2.67692        2.41365        11.8692                 NaN            NaN            NaN            NaN
  1313.35        2500.00        83.2424        1.98797                 NaN   2.40432       0.567049E-001   2.08995        10.2186                 NaN            NaN            NaN            NaN
  1311.87        2500.00        85.3380        1.75851                 NaN   2.15047                 NaN   1.83652        8.91649                 NaN            NaN            NaN            NaN
  1310.39        2500.00        87.0329        1.55891                 NaN   1.91715                 NaN   1.63075        7.86024                 NaN            NaN            NaN            NaN
  1308.91        2500.00        88.4209        1.39340                 NaN   1.72962                 NaN   1.46233        6.99378                 NaN            NaN            NaN            NaN
  1307.43        2500.00        89.5801        1.25962                 NaN   1.56641                 NaN   1.32142        6.27240                 NaN            NaN            NaN            NaN
  1305.96        2500.00        90.5621        1.14591                 NaN   1.42879                 NaN   1.20169        5.66156                 NaN            NaN            NaN            NaN
  1304.48        2500.00        91.4079        1.04702                 NaN   1.30995                 NaN   1.09813        5.13696                 NaN            NaN            NaN            NaN
  1303.00        2500.00        92.1356       0.964365                 NaN   1.20402                 NaN   1.00874        4.68732                 NaN            NaN            NaN            NaN
  1301.52        2500.00        92.7562       0.890684                 NaN   1.12055                 NaN  0.933004        4.29954                 NaN            NaN            NaN            NaN
  1300.04        2500.00        93.3026       0.828124                 NaN   1.04202                 NaN  0.865772        3.96148                 NaN            NaN            NaN            NaN
  1298.57        2500.00        93.7829       0.770940                 NaN  0.977470                 NaN  0.806731        3.66191                 NaN            NaN            NaN            NaN
  1297.09        2500.00        94.2078       0.721385                 NaN  0.917488                 NaN  0.754186        3.39913                 NaN            NaN            NaN            NaN
  1295.61        2500.00        94.5824       0.676583                 NaN  0.868400                 NaN  0.708061        3.16459                 NaN            NaN            NaN            NaN
  1294.13        2500.00        94.9171       0.637023                 NaN  0.823012                 NaN  0.666556        2.95629                 NaN            NaN            NaN            NaN
  1292.65        2500.00        95.2067       0.602935                 NaN  0.786319                 NaN  0.630974        2.77305                 NaN            NaN            NaN            NaN
  1291.17        2500.00        95.4828       0.568734                 NaN  0.749473                 NaN  0.596263        2.60277                 NaN            NaN            NaN            NaN
  1289.70        2500.00        94.8284       0.588789                 NaN  0.846665                 NaN  0.674454        2.95924       0.102450                 NaN            NaN            NaN
  1288.22        2500.00        93.0957       0.662407                 NaN   1.09421                 NaN  0.880968        3.92422       0.342466                 NaN            NaN            NaN
  1286.74        2500.00        93.6722       0.613479                 NaN   1.00649                 NaN  0.808228        3.58520       0.314413                 NaN            NaN            NaN
  1285.26        2500.00        94.1653       0.570786                 NaN  0.932637                 NaN  0.746135        3.29491       0.290189                 NaN            NaN            NaN
  1283.78        2500.00        94.5895       0.533117                 NaN  0.869953                 NaN  0.692575        3.04562       0.269255                 NaN            NaN            NaN
  1282.31        2500.00        94.9528       0.501022                 NaN  0.817782                 NaN  0.646890        2.83059       0.250882                 NaN            NaN            NaN
  1280.83        2500.00        95.2751       0.470817                 NaN  0.772389                 NaN  0.605942        2.64089       0.234877                 NaN            NaN            NaN
  1279.35        2500.00        95.5645       0.442815                 NaN  0.730527                 NaN  0.569611        2.47207       0.220449                 NaN            NaN            NaN
  1277.87        2500.00        95.6573       0.437455                 NaN  0.712614                 NaN  0.558183        2.41799       0.216469                 NaN            NaN            NaN
  1276.39        2500.00        95.8522       0.387539                 NaN  0.703208                 NaN  0.531340        2.31463       0.211105                 NaN            NaN            NaN
  1274.92        2500.00        95.9596       0.246645                 NaN  0.769743                 NaN  0.478019        2.22295                 NaN  0.323061                 NaN            NaN
  1273.44        2500.00        95.6496       0.220650                 NaN  0.836914                 NaN  0.509920        2.41504                 NaN  0.367901                 NaN            NaN
  1271.96        2500.00        96.0156       0.196248                 NaN  0.776722                 NaN  0.463914        2.20854                 NaN  0.339024                 NaN            NaN
  1270.48        2500.00        96.1075       0.196483                 NaN  0.758109                 NaN  0.453605        2.15483                 NaN  0.329515                 NaN            NaN
  1269.00        2500.00        95.9631       0.202943                 NaN  0.783056                 NaN  0.474705        2.22446                 NaN  0.351767                 NaN            NaN
  1267.53        2500.00        96.6468       0.194889                 NaN  0.644150                 NaN  0.384203        1.86657                 NaN  0.263347                 NaN            NaN
