|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1531.33        500.000        98.9039                 NaN            NaN  0.165137E-005            NaN   1.09609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9184                 NaN            NaN  0.681942E-002            NaN   1.07478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9315                 NaN            NaN            NaN            NaN   1.06854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9487                 NaN            NaN  0.308032E-001            NaN   1.02045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9518                 NaN            NaN            NaN            NaN   1.04824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.8745                 NaN            NaN  0.184368E-002            NaN   1.12363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0739                 NaN            NaN            NaN            NaN  0.926075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9929                 NaN            NaN            NaN            NaN   1.00708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0047                 NaN            NaN            NaN            NaN  0.995278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0164                 NaN            NaN            NaN            NaN  0.983577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0280                 NaN            NaN            NaN            NaN  0.972001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0381                 NaN            NaN            NaN            NaN  0.961913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0476                 NaN            NaN            NaN            NaN  0.952351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0574                 NaN            NaN            NaN            NaN  0.942648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0384                 NaN            NaN            NaN            NaN  0.788646       0.172981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8750                 NaN            NaN            NaN            NaN            NaN   1.12502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.8851                 NaN            NaN            NaN            NaN            NaN   1.11489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.8896                 NaN            NaN            NaN            NaN            NaN   1.11040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.8950                 NaN            NaN            NaN            NaN            NaN   1.10498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.8951                 NaN            NaN            NaN            NaN            NaN   1.10494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8997                 NaN            NaN            NaN            NaN            NaN   1.10033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.8987                 NaN            NaN            NaN            NaN            NaN   1.10130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8984                 NaN            NaN            NaN            NaN            NaN   1.10157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8938                 NaN            NaN            NaN            NaN            NaN   1.10621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8832                 NaN            NaN            NaN            NaN            NaN   1.11682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8766                 NaN            NaN            NaN            NaN            NaN   1.12343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8700                 NaN            NaN            NaN            NaN            NaN   1.13002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.8516                 NaN            NaN            NaN            NaN            NaN   1.14835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4271                 NaN            NaN            NaN            NaN            NaN  0.800120       0.772820                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.2408                 NaN            NaN            NaN            NaN            NaN  0.614174        1.14499                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.2707                 NaN            NaN            NaN            NaN            NaN   1.12646       0.602868                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.2983                 NaN            NaN            NaN            NaN            NaN  0.592393        1.10934                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3268                 NaN            NaN            NaN            NaN            NaN   1.09220       0.580977                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.3514                 NaN            NaN            NaN            NaN            NaN   1.07594       0.572635                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.3772                 NaN            NaN            NaN            NaN            NaN   1.06068       0.562131                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4014                 NaN            NaN            NaN            NaN            NaN  0.552898        1.04570                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4248                 NaN            NaN            NaN            NaN            NaN  0.543499        1.03171                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4474                 NaN            NaN            NaN            NaN            NaN   1.01799       0.534646                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4689                 NaN            NaN            NaN            NaN            NaN   1.00475       0.526349                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4923                 NaN            NaN            NaN            NaN            NaN  0.517962       0.989769                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5115                 NaN            NaN            NaN            NaN            NaN  0.980058       0.508479                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5346                 NaN            NaN            NaN            NaN            NaN  0.501216       0.964221                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        95.9447                 NaN            NaN            NaN            NaN            NaN   1.27549        1.67491                 NaN            NaN   1.10494                 NaN            NaN            NaN
  1423.56        500.000        95.7763                 NaN            NaN            NaN            NaN            NaN   1.75731        1.26807                 NaN            NaN   1.19836                 NaN            NaN            NaN
  1421.05        500.000        95.9251                 NaN            NaN            NaN            NaN            NaN   1.69466        1.22412                 NaN            NaN   1.15610                 NaN            NaN            NaN
  1418.55        500.000        96.0623                 NaN            NaN            NaN            NaN            NaN   1.18382        1.63653                 NaN            NaN   1.11733                 NaN            NaN            NaN
  1416.04        500.000        96.1908                 NaN            NaN            NaN            NaN            NaN   1.58328        1.14527                 NaN            NaN   1.08070                 NaN            NaN            NaN
  1413.53        500.000        96.3151                 NaN            NaN            NaN            NaN            NaN   1.10886        1.53087                 NaN            NaN   1.04516                 NaN            NaN            NaN
  1411.03        500.000        96.4339                 NaN            NaN            NaN            NaN            NaN   1.48139        1.07313                 NaN            NaN   1.01155                 NaN            NaN            NaN
  1408.52        500.000        96.5387                 NaN            NaN            NaN            NaN            NaN   1.43842        1.04138                 NaN            NaN  0.981453                 NaN            NaN            NaN
  1406.02        500.000        96.6458                 NaN            NaN            NaN            NaN            NaN   1.39465        1.00924                 NaN            NaN  0.950284                 NaN            NaN            NaN
  1403.51        500.000        96.7438                 NaN            NaN            NaN            NaN            NaN  0.978854        1.35490                 NaN            NaN  0.922470                 NaN            NaN            NaN
  1401.00        500.000        96.8358                 NaN            NaN            NaN            NaN            NaN   1.31784       0.950732                 NaN            NaN  0.895585                 NaN            NaN            NaN
  1398.50        500.000        96.9193                 NaN            NaN            NaN            NaN            NaN   1.28350       0.926286                 NaN            NaN  0.870941                 NaN            NaN            NaN
  1395.99        500.000        97.0107                 NaN            NaN            NaN            NaN            NaN  0.896979        1.24739                 NaN            NaN  0.844934                 NaN            NaN            NaN
  1393.48        500.000        97.0873                 NaN            NaN            NaN            NaN            NaN  0.874233        1.21592                 NaN            NaN  0.822549                 NaN            NaN            NaN
  1390.98        500.000        97.1648                 NaN            NaN            NaN            NaN            NaN   1.18571       0.849406                 NaN            NaN  0.800037                 NaN            NaN            NaN
  1388.47        500.000        97.2367                 NaN            NaN            NaN            NaN            NaN  0.827177        1.15710                 NaN            NaN  0.778988                 NaN            NaN            NaN
  1385.96        500.000        97.3065                 NaN            NaN            NaN            NaN            NaN   1.12979       0.805173                 NaN            NaN  0.758580                 NaN            NaN            NaN
  1383.46        500.000        97.3721                 NaN            NaN            NaN            NaN            NaN  0.784107        1.10454                 NaN            NaN  0.739299                 NaN            NaN            NaN
  1380.95        500.000        97.4347                 NaN            NaN            NaN            NaN            NaN  0.763745        1.08067                 NaN            NaN  0.720934                 NaN            NaN            NaN
  1378.45        500.000        97.4940                 NaN            NaN            NaN            NaN            NaN   1.05799       0.744894                 NaN            NaN  0.703139                 NaN            NaN            NaN
  1375.94        500.000        97.5529                 NaN            NaN            NaN            NaN            NaN   1.03525       0.725814                 NaN            NaN  0.686080                 NaN            NaN            NaN
  1373.43        500.000        97.6073                 NaN            NaN            NaN            NaN            NaN  0.708326        1.01473                 NaN            NaN  0.669600                 NaN            NaN            NaN
  1370.93        500.000        97.6616                 NaN            NaN            NaN            NaN            NaN  0.690369       0.994294                 NaN            NaN  0.653735                 NaN            NaN            NaN
  1368.42        500.000        97.7111                 NaN            NaN            NaN            NaN            NaN  0.976002       0.674196                 NaN            NaN  0.638657                 NaN            NaN            NaN
  1365.91        500.000        97.7554                 NaN            NaN            NaN            NaN            NaN  0.659335       0.960252                 NaN            NaN  0.624994                 NaN            NaN            NaN
  1363.41        500.000        97.8048                 NaN            NaN            NaN            NaN            NaN  0.642560       0.942083                 NaN            NaN  0.610560                 NaN            NaN            NaN
  1360.90        500.000        97.8484                 NaN            NaN            NaN            NaN            NaN  0.926112       0.628151                 NaN            NaN  0.597349                 NaN            NaN            NaN
  1358.40        500.000        97.8934                 NaN            NaN            NaN            NaN            NaN  0.910126       0.612580                 NaN            NaN  0.583896                 NaN            NaN            NaN
  1355.89        500.000        97.9323                 NaN            NaN            NaN            NaN            NaN  0.896474       0.599299                 NaN            NaN  0.571901                 NaN            NaN            NaN
  1353.38        500.000        97.9719                 NaN            NaN  0.217646E-005            NaN            NaN  0.585543       0.882599                 NaN            NaN  0.559998                 NaN            NaN            NaN
  1350.88        500.000        98.0122                 NaN            NaN            NaN            NaN            NaN  0.570740       0.869057                 NaN            NaN  0.547963                 NaN            NaN            NaN
  1348.37        500.000        98.0707                 NaN            NaN  0.355748                 NaN            NaN  0.805902       0.197103                 NaN            NaN  0.570588                 NaN            NaN            NaN
  1345.86        500.000        98.1156                 NaN            NaN  0.403986                 NaN            NaN  0.887196E-001  0.829256                 NaN            NaN  0.562436                 NaN            NaN            NaN
  1343.36        500.000        98.1552                 NaN            NaN  0.402453                 NaN            NaN  0.820753       0.715511E-001            NaN            NaN  0.550025                 NaN            NaN            NaN
  1340.85        500.000        98.1908                 NaN            NaN  0.401675                 NaN            NaN  0.550116E-001  0.813490                 NaN            NaN  0.539033                 NaN            NaN            NaN
  1338.35        500.000        98.2340                 NaN            NaN  0.397221                 NaN            NaN  0.414342E-001  0.802076                 NaN            NaN  0.525229                 NaN            NaN            NaN
  1335.84        500.000        98.2681                 NaN            NaN  0.395110                 NaN            NaN  0.291922E-001  0.792883                 NaN            NaN  0.514716                 NaN            NaN            NaN
  1333.33        500.000        98.3023                 NaN            NaN  0.391976                 NaN            NaN  0.788996       0.128457E-001            NaN            NaN  0.503869                 NaN            NaN            NaN
  1330.83        500.000        98.3382                 NaN            NaN  0.384158                 NaN            NaN  0.773557       0.125031E-001            NaN            NaN  0.491590                 NaN            NaN            NaN
  1328.32        500.000        98.3695                 NaN            NaN  0.380445                 NaN            NaN  0.765570       0.285141E-002            NaN            NaN  0.481602                 NaN            NaN            NaN
  1325.81        500.000        98.3971                 NaN            NaN  0.361638                 NaN            NaN  0.737955       0.321454E-001            NaN            NaN  0.471209                 NaN            NaN            NaN
  1323.31        500.000        98.4317                 NaN            NaN  0.366022                 NaN            NaN  0.741513                 NaN            NaN            NaN  0.460760                 NaN            NaN            NaN
  1320.80        500.000        98.4590                 NaN            NaN  0.362749                 NaN            NaN  0.726623                 NaN            NaN            NaN  0.451652                 NaN            NaN            NaN
  1318.30        500.000        98.4861                 NaN            NaN  0.335742                 NaN            NaN  0.701940       0.355017E-001            NaN            NaN  0.440668                 NaN            NaN            NaN
  1315.79        500.000        98.5136                 NaN            NaN  0.407311                 NaN            NaN  0.621260                 NaN            NaN            NaN  0.457836                 NaN            NaN            NaN
  1313.28        500.000        98.5528                 NaN            NaN  0.267311                 NaN            NaN  0.162042E-001  0.768641                 NaN            NaN  0.395026                 NaN            NaN            NaN
  1310.78        500.000        98.5708                 NaN            NaN  0.327089                 NaN            NaN  0.688366                 NaN            NaN            NaN  0.413736                 NaN            NaN            NaN
  1308.27        500.000        98.6020                 NaN            NaN  0.320182                 NaN            NaN  0.674658                 NaN            NaN            NaN  0.403167                 NaN            NaN            NaN
  1305.76        500.000        98.6265                 NaN            NaN  0.311252                 NaN            NaN  0.667144                 NaN            NaN            NaN  0.395124                 NaN            NaN            NaN
  1303.26        500.000        98.6470                 NaN            NaN  0.293204                 NaN            NaN  0.300774E-001  0.642510                 NaN            NaN  0.387195                 NaN            NaN            NaN
  1300.75        500.000        98.6762                 NaN            NaN  0.300035                 NaN            NaN  0.645470                 NaN            NaN            NaN  0.378309                 NaN            NaN            NaN
  1298.25        500.000        98.6997                 NaN            NaN  0.291653                 NaN            NaN  0.638592                 NaN            NaN            NaN  0.370104                 NaN            NaN            NaN
  1295.74        500.000        98.7230                 NaN            NaN  0.281917                 NaN            NaN  0.632813                 NaN            NaN            NaN  0.362271                 NaN            NaN            NaN
  1293.23        500.000        31.9053        66.4245                 NaN  0.402987                 NaN            NaN  0.715601                 NaN            NaN            NaN  0.551642                 NaN            NaN            NaN
  1290.73        500.000        99.2464                 NaN            NaN  0.143866                 NaN            NaN  0.448037       0.245863E-001            NaN            NaN  0.137078                 NaN            NaN            NaN
  1288.22        500.000        98.7751                 NaN            NaN  0.301404                 NaN            NaN  0.558144                 NaN            NaN            NaN  0.365385                 NaN            NaN            NaN
  1285.71        500.000       0.167339        98.6496                 NaN  0.215784                 NaN            NaN  0.657822                 NaN            NaN            NaN  0.309474                 NaN            NaN            NaN
  1283.21        500.000        98.8288                 NaN            NaN  0.228695                 NaN            NaN  0.324255E-001  0.584976                 NaN            NaN  0.325066                 NaN            NaN            NaN
  1280.70        500.000        98.8364                 NaN            NaN  0.203355                 NaN            NaN  0.973833E-001  0.541602                 NaN            NaN  0.321252                 NaN            NaN            NaN
  1278.20        500.000        98.8537                 NaN            NaN  0.191598                 NaN            NaN  0.112586       0.526900                 NaN            NaN  0.315172                 NaN            NaN            NaN
  1275.69        500.000        98.8709                 NaN            NaN  0.179453                 NaN            NaN  0.510440       0.130105                 NaN            NaN  0.309114                 NaN            NaN            NaN
  1273.18        500.000        98.8894                 NaN            NaN  0.168908                 NaN            NaN  0.143506       0.495020                 NaN            NaN  0.303204                 NaN            NaN            NaN
  1270.68        500.000        98.9027                 NaN            NaN  0.155149                 NaN            NaN  0.168268       0.475962                 NaN            NaN  0.297895                 NaN            NaN            NaN
  1268.17        500.000        98.9180                 NaN            NaN  0.143062                 NaN            NaN  0.453665       0.192397                 NaN            NaN  0.292837                 NaN            NaN            NaN
  1265.66        500.000        98.9326                 NaN            NaN  0.130988                 NaN            NaN  0.215864       0.432712                 NaN            NaN  0.287856                 NaN            NaN            NaN
  1263.16        500.000        98.9460                 NaN            NaN  0.118232                 NaN            NaN  0.406251       0.246246                 NaN            NaN  0.283309                 NaN            NaN            NaN
  1260.65        500.000        98.9589                 NaN            NaN  0.107328                 NaN            NaN  0.269771       0.384897                 NaN            NaN  0.279080                 NaN            NaN            NaN
  1258.15        500.000        92.8178                 NaN            NaN            NaN            NaN            NaN   2.22511       0.165391                 NaN            NaN  0.918143        3.87351                 NaN            NaN
  1255.64        500.000        91.4937                 NaN            NaN            NaN            NaN            NaN   2.71733                 NaN            NaN            NaN   1.04847        4.74052                 NaN            NaN
  1253.13        500.000        92.0008                 NaN            NaN            NaN            NaN            NaN   2.55691                 NaN            NaN            NaN  0.988072        4.45422                 NaN            NaN
  1250.63        500.000        92.4415                 NaN            NaN            NaN            NaN            NaN   2.42352                 NaN            NaN            NaN  0.934039        4.20097                 NaN            NaN
  1248.12        500.000        92.8695                 NaN            NaN            NaN            NaN            NaN   2.28911                 NaN            NaN            NaN  0.882339        3.95907                 NaN            NaN
  1245.61        500.000        93.2731                 NaN            NaN            NaN            NaN            NaN   2.16196                 NaN            NaN            NaN  0.833903        3.73103                 NaN            NaN
  1243.11        500.000        93.6582                 NaN            NaN            NaN            NaN            NaN   2.04126                 NaN            NaN            NaN  0.787174        3.51334                 NaN            NaN
  1240.60        500.000        94.0030                 NaN            NaN            NaN            NaN            NaN   1.93377                 NaN            NaN            NaN  0.744124        3.31911                 NaN            NaN
  1238.10        500.000        94.3425                 NaN            NaN            NaN            NaN            NaN   1.82612                 NaN            NaN            NaN  0.701732        3.12970                 NaN            NaN
  1235.59        500.000        93.8125                 NaN            NaN            NaN            NaN            NaN   1.82518                 NaN            NaN            NaN  0.756648        3.46343       0.142212                 NaN
  1233.08        500.000        94.0574                 NaN            NaN            NaN            NaN            NaN   1.72612                 NaN            NaN            NaN  0.719543        3.34028       0.156612                 NaN
  1230.58        500.000        94.4197                 NaN            NaN            NaN            NaN            NaN   1.61979                 NaN            NaN            NaN  0.670876        3.14413       0.145533                 NaN
  1228.07        500.000        94.7649                 NaN            NaN            NaN            NaN            NaN   1.51798                 NaN            NaN            NaN  0.625048        2.95717       0.134934                 NaN
  1225.56        500.000        95.0856                 NaN            NaN            NaN            NaN            NaN   1.42542                 NaN            NaN            NaN  0.583331        2.78122       0.124457                 NaN
  1223.06        500.000        95.3810                 NaN            NaN            NaN            NaN            NaN   1.33922                 NaN            NaN            NaN  0.546565        2.61921       0.114033                 NaN
  1220.55        500.000        95.6524                 NaN            NaN            NaN            NaN            NaN   1.26106                 NaN            NaN            NaN  0.511276        2.47018       0.105060                 NaN
  1218.05        500.000        95.9042                 NaN            NaN            NaN            NaN            NaN   1.18837                 NaN            NaN            NaN  0.479547        2.33149       0.964066E-001            NaN
  1215.54        500.000        96.1355                 NaN            NaN            NaN            NaN            NaN   1.12107                 NaN            NaN            NaN  0.448964        2.20533       0.891046E-001            NaN
  1213.03        500.000        96.3439                 NaN            NaN            NaN            NaN            NaN   1.06163                 NaN            NaN            NaN  0.423301        2.08972       0.814904E-001            NaN
  1210.53        500.000        96.5401                 NaN            NaN            NaN            NaN            NaN   1.00384                 NaN            NaN            NaN  0.397824        1.98314       0.751225E-001            NaN
  1208.02        500.000        96.7252                 NaN            NaN            NaN            NaN            NaN  0.949619                 NaN            NaN            NaN  0.373399        1.88231       0.695240E-001            NaN
  1205.51        500.000        96.9003                 NaN            NaN            NaN            NaN            NaN  0.896045                 NaN            NaN            NaN  0.350882        1.78851       0.642423E-001            NaN
  1203.01        500.000        97.0404                 NaN            NaN            NaN            NaN            NaN  0.858949                 NaN            NaN            NaN  0.333611        1.70839       0.586692E-001            NaN
  1200.50        500.000        97.1874                 NaN            NaN            NaN            NaN            NaN  0.814442                 NaN            NaN            NaN  0.314520        1.62938       0.542419E-001            NaN
  1197.99        500.000        97.4273                 NaN            NaN            NaN            NaN            NaN  0.812183                 NaN            NaN            NaN  0.352279        1.35670       0.515615E-001            NaN
  1195.49        500.000        72.4290                 NaN            NaN   1.12463                 NaN            NaN            NaN            NaN            NaN            NaN   1.30887        13.9198       0.345583        10.8721     
  1192.98        500.000        93.1232                 NaN            NaN            NaN            NaN            NaN   4.19656                 NaN            NaN            NaN   1.62265        1.05758                 NaN            NaN
  1190.48        500.000        98.3055                 NaN            NaN            NaN            NaN            NaN  0.410900                 NaN            NaN            NaN  0.206204        1.04530       0.321014E-001            NaN
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.11740        2.55115                 NaN            NaN   7.26418        41.2674       0.631607        39.1683     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.90563        2.77582                 NaN            NaN   7.24559        41.2755       0.625996        39.1715     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.25586        2.39505                 NaN            NaN   7.26366        41.2812       0.637316        39.1670     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.61285        3.04306                 NaN            NaN   7.26598        41.2737       0.635446        39.1690     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.44362        3.20807                 NaN            NaN   7.27242        41.2734       0.636559        39.1659     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.86553        3.78420                 NaN            NaN   7.26970        41.2747       0.636720        39.1691     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.86844        3.78286                 NaN            NaN   7.27155        41.2745       0.635558        39.1671     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.46617        4.19435                 NaN            NaN   7.27565        41.2630       0.632673        39.1682     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.14731        4.52081                 NaN            NaN   7.28124        41.2510       0.630081        39.1696     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.18610        5.49992                 NaN            NaN   7.26834        41.2533       0.621629        39.1707     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.37886        5.29066       0.665650E-004            NaN   7.28712        41.2446       0.628628        39.1700     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.76789        5.92288                 NaN            NaN   7.28338        41.2337       0.619270        39.1729     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.50371        6.19263                 NaN            NaN   7.28799        41.2252       0.616521        39.1740     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.66826        7.04942                 NaN            NaN   7.28708        41.2107       0.607971        39.1766     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.96003        6.74949                 NaN            NaN   7.29292        41.2102       0.611347        39.1760     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.68085        7.03938                 NaN            NaN   7.29525        41.1973       0.608380        39.1788     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.46676        7.25716                 NaN            NaN   7.30190        41.1921       0.604230        39.1779     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.80987        9.92542                 NaN            NaN   7.34380        41.1409       0.602209        39.1778     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.51801        10.2232                 NaN            NaN   7.34880        41.1317       0.599849        39.1784     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.36543        6.32960                 NaN            NaN   7.31936        41.1926       0.617280        39.1758     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.18514        6.51832                 NaN            NaN   7.32488        41.1802       0.614381        39.1771     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.74969        4.75309        3.21731                 NaN   7.33193        41.1628       0.606995        39.1782     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.99158        7.72712                 NaN            NaN   7.34303        41.1522       0.607679        39.1784     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.88938        7.83437                 NaN            NaN   7.34682        41.1448       0.605615        39.1790     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.78207        7.94660                 NaN            NaN   7.35170        41.1360       0.603634        39.1799     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.36785        10.3973                 NaN            NaN   7.37350        41.0891       0.590450        39.1818     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7886                 NaN            NaN            NaN   7.38954        41.0555       0.581133        39.1852     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.72111        3.51686        5.50864       0.581067E-003   7.37814        41.0976       0.595276        39.1818     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.56736        6.21571                 NaN            NaN   7.38720        41.0601       0.583482        39.1862     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.24418        6.54188                 NaN            NaN   7.39016        41.0544       0.582367        39.1870     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.81682        6.97335                 NaN            NaN   7.39495        41.0468       0.580445        39.1876     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.202917        5.16626        6.41431                 NaN   7.39101        41.0546       0.583327        39.1876     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.70607        5.08959                 NaN            NaN   7.40163        41.0359       0.578121        39.1887     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.06041        4.73904                 NaN            NaN   7.40483        41.0295       0.576617        39.1896     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.47264        7.33145                 NaN            NaN   7.40996        41.0208       0.574577        39.1906     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.56418        4.24938                 NaN            NaN   7.41729        41.0070       0.570718        39.1915     
  1097.74        500.000                 NaN            NaN            NaN   2.39586                 NaN            NaN   7.99246       0.161872                 NaN            NaN   7.10152        41.7338       0.786780        39.8277     
  1095.24        500.000                 NaN            NaN            NaN   2.48782                 NaN            NaN   8.01126                 NaN            NaN            NaN   7.09177        41.7615       0.795103        39.8526     
  1092.73        500.000                 NaN            NaN            NaN   2.50622                 NaN            NaN   7.98649                 NaN            NaN            NaN   7.09161        41.7615       0.795802        39.8583     
  1090.23        500.000                 NaN            NaN            NaN   2.52801                 NaN            NaN   7.95721                 NaN            NaN            NaN   7.09055        41.7630       0.796695        39.8645     
  1087.72        500.000                 NaN            NaN            NaN   2.12166                 NaN            NaN   8.63179                 NaN            NaN            NaN   7.16781        41.5723       0.743527        39.7629     
  1085.21        500.000                 NaN            NaN            NaN   2.17059                 NaN            NaN   8.55985                 NaN            NaN            NaN   7.16354        41.5823       0.747063        39.7766     
  1082.71        500.000                 NaN            NaN            NaN   2.24655                 NaN            NaN   8.44483                 NaN            NaN            NaN   7.15507        41.6020       0.753685        39.7979     
  1080.20        500.000                 NaN            NaN            NaN   2.30035                 NaN            NaN   8.36239                 NaN            NaN            NaN   7.14928        41.6166       0.758461        39.8129     
  1077.69        500.000                 NaN            NaN            NaN   2.32772                 NaN            NaN   8.32626                 NaN            NaN            NaN   7.14824        41.6176       0.759291        39.8209     
  1075.19        500.000                 NaN            NaN            NaN   2.36760                 NaN            NaN   8.26677                 NaN            NaN            NaN   7.14393        41.6266       0.762664        39.8325     
  1072.68        500.000                 NaN            NaN            NaN   2.41156                 NaN            NaN   8.20209                 NaN            NaN            NaN   7.14093        41.6347       0.765781        39.8450     
  1070.18        500.000                 NaN            NaN            NaN   2.44938                 NaN            NaN   8.14677                 NaN            NaN            NaN   7.13826        41.6413       0.768430        39.8559     
  1067.67        500.000                 NaN            NaN            NaN   2.48486                 NaN            NaN   8.09478                 NaN            NaN            NaN   7.13550        41.6477       0.770986        39.8662     
