|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1445.50        2500.00                 NaN   99.3166                 NaN            NaN  0.458464       0.224927                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        2500.00                 NaN   99.3216                 NaN            NaN  0.454538       0.223858                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.3253                 NaN            NaN  0.452861       0.221827                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.97        2500.00                 NaN   99.3313                 NaN            NaN  0.219721       0.449022                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00                 NaN   99.3362                 NaN            NaN  0.218788       0.444974                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.95        2500.00                 NaN   99.3396                 NaN            NaN  0.443782       0.216617                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.44        2500.00                 NaN   99.3434                 NaN            NaN  0.441111       0.215522                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   99.3494                 NaN            NaN  0.436728       0.213841                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.42        2500.00                 NaN   99.3525                 NaN            NaN  0.212362       0.435185                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.91        2500.00                 NaN   99.3345                 NaN            NaN  0.433512       0.220205       0.117799E-001            NaN            NaN            NaN            NaN            NaN
  1430.40        2500.00                 NaN   99.1820                 NaN            NaN  0.328740       0.203738       0.285557                 NaN            NaN            NaN            NaN            NaN
  1428.89        2500.00                 NaN   97.4170                 NaN            NaN   1.04803       0.687945       0.846981                 NaN            NaN            NaN            NaN            NaN
  1427.38        2500.00                 NaN   98.3280                 NaN  0.689874E-001  0.571689       0.461133       0.570157                 NaN            NaN            NaN            NaN            NaN
  1425.87        2500.00                 NaN   98.3402                 NaN  0.188354       0.500751       0.380698       0.590047                 NaN            NaN            NaN            NaN            NaN
  1424.36        2500.00                 NaN   98.3675                 NaN  0.187537       0.369652       0.494507       0.580824                 NaN            NaN            NaN            NaN            NaN
  1422.85        2500.00                 NaN   98.3991                 NaN  0.185716       0.486099       0.359002       0.570039                 NaN            NaN            NaN            NaN            NaN
  1421.34        2500.00                 NaN   98.4279                 NaN  0.184687       0.478892       0.348231       0.560337                 NaN            NaN            NaN            NaN            NaN
  1419.83        2500.00                 NaN   98.4563                 NaN  0.184066       0.336970       0.471904       0.550738                 NaN            NaN            NaN            NaN            NaN
  1418.32        2500.00                 NaN   98.4847                 NaN  0.181950       0.464398       0.328149       0.540834                 NaN            NaN            NaN            NaN            NaN
  1416.81        2500.00                 NaN   98.5097                 NaN  0.181097       0.458757       0.318163       0.532324                 NaN            NaN            NaN            NaN            NaN
  1415.30        2500.00                 NaN   98.5365                 NaN  0.179807       0.308825       0.451832       0.523062                 NaN            NaN            NaN            NaN            NaN
  1413.79        2500.00                 NaN   98.5620                 NaN  0.178716       0.299483       0.445543       0.514233                 NaN            NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN   98.5855                 NaN  0.177722       0.440170       0.290356       0.506265                 NaN            NaN            NaN            NaN            NaN
  1410.77        2500.00                 NaN   98.6105                 NaN  0.176248       0.282477       0.433306       0.497487                 NaN            NaN            NaN            NaN            NaN
  1409.26        2500.00                 NaN   98.6332                 NaN  0.175626       0.273937       0.427415       0.489823                 NaN            NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.6575                 NaN  0.153008       0.300994       0.411367       0.477119                 NaN            NaN            NaN            NaN            NaN
  1406.24        2500.00                 NaN   98.6763                 NaN  0.194548       0.223341       0.426782       0.479073                 NaN            NaN            NaN            NaN            NaN
  1404.73        2500.00                 NaN   98.7006                 NaN  0.172104       0.410451       0.250419       0.466412                 NaN            NaN            NaN            NaN            NaN
  1403.22        2500.00                 NaN   98.7216                 NaN  0.170914       0.242862       0.405542       0.459115                 NaN            NaN            NaN            NaN            NaN
  1401.71        2500.00                 NaN   98.7376                 NaN  0.170679       0.402496       0.235482       0.453698                 NaN            NaN            NaN            NaN            NaN
  1400.20        2500.00                 NaN   98.7562                 NaN  0.169966       0.392073       0.233419       0.448329                 NaN            NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.7936                 NaN  0.165917       0.218714       0.388694       0.433045                 NaN            NaN            NaN            NaN            NaN
  1397.18        2500.00                 NaN   98.7991                 NaN  0.167595       0.387249       0.213696       0.432318                 NaN            NaN            NaN            NaN            NaN
  1395.67        2500.00                 NaN   98.8201                 NaN  0.164938       0.381320       0.209358       0.424330                 NaN            NaN            NaN            NaN            NaN
  1394.16        2500.00                 NaN   98.8374                 NaN  0.164808       0.377127       0.202034       0.418652                 NaN            NaN            NaN            NaN            NaN
  1392.65        2500.00                 NaN   98.8544                 NaN  0.163563       0.196295       0.373151       0.412549                 NaN            NaN            NaN            NaN            NaN
  1391.14        2500.00                 NaN   98.8722                 NaN  0.162561       0.368632       0.190307       0.406344                 NaN            NaN            NaN            NaN            NaN
  1389.63        2500.00                 NaN   98.8883                 NaN  0.161491       0.184794       0.364685       0.400692                 NaN            NaN            NaN            NaN            NaN
  1388.12        2500.00                 NaN   98.9051                 NaN  0.160345       0.179111       0.360879       0.394600                 NaN            NaN            NaN            NaN            NaN
  1386.60        2500.00                 NaN   98.9215                 NaN  0.159413       0.356572       0.173663       0.388851                 NaN            NaN            NaN            NaN            NaN
  1385.09        2500.00                 NaN   98.9372                 NaN  0.158270       0.168284       0.353035       0.383199                 NaN            NaN            NaN            NaN            NaN
  1383.58        2500.00                 NaN   98.9523                 NaN  0.157340       0.163420       0.348989       0.377982                 NaN            NaN            NaN            NaN            NaN
  1382.07        2500.00                 NaN   98.9622                 NaN  0.159389       0.154513       0.348527       0.375416                 NaN            NaN            NaN            NaN            NaN
  1380.56        2500.00                 NaN   98.9870                 NaN  0.151173       0.160290       0.337197       0.364340                 NaN            NaN            NaN            NaN            NaN
  1379.05        2500.00                 NaN   98.9979                 NaN  0.153840       0.149196       0.337507       0.361557                 NaN            NaN            NaN            NaN            NaN
  1377.54        2500.00                 NaN   98.9988                 NaN  0.156127       0.337470       0.145248       0.362388                 NaN            NaN            NaN            NaN            NaN
  1376.03        2500.00                 NaN   99.0417                 NaN  0.148097       0.325565       0.139621       0.345054                 NaN            NaN            NaN            NaN            NaN
  1374.52        2500.00                 NaN   99.0370                 NaN  0.150255       0.328308       0.136899       0.347505                 NaN            NaN            NaN            NaN            NaN
  1373.01        2500.00                 NaN   99.0493                 NaN  0.150061       0.325928       0.131424       0.343303                 NaN            NaN            NaN            NaN            NaN
  1371.50        2500.00                 NaN   99.0669                 NaN  0.146457       0.130937       0.319581       0.336098                 NaN            NaN            NaN            NaN            NaN
  1369.99        2500.00                 NaN   99.0783                 NaN  0.146420       0.126115       0.316758       0.332391                 NaN            NaN            NaN            NaN            NaN
  1368.48        2500.00                 NaN   99.0897                 NaN  0.145376       0.122238       0.314525       0.328199                 NaN            NaN            NaN            NaN            NaN
  1366.97        2500.00                 NaN   99.1028                 NaN  0.144183       0.118624       0.310794       0.323564                 NaN            NaN            NaN            NaN            NaN
  1365.46        2500.00                 NaN   99.1143                 NaN  0.142614       0.308151       0.115697       0.319200                 NaN            NaN            NaN            NaN            NaN
  1363.95        2500.00                 NaN   99.1271                 NaN  0.141486       0.304121       0.112729       0.314527                 NaN            NaN            NaN            NaN            NaN
  1362.44        2500.00                 NaN   99.1374                 NaN  0.141192       0.107951       0.302391       0.311033                 NaN            NaN            NaN            NaN            NaN
  1360.93        2500.00                 NaN   99.1496                 NaN  0.137798       0.297211       0.109400       0.305990                 NaN            NaN            NaN            NaN            NaN
  1359.42        2500.00                 NaN   99.1601                 NaN  0.137110       0.105129       0.295489       0.302204                 NaN            NaN            NaN            NaN            NaN
  1357.91        2500.00                 NaN   99.1697                 NaN  0.136010       0.293922       0.101726       0.298652                 NaN            NaN            NaN            NaN            NaN
  1356.40        2500.00                 NaN   99.1815                 NaN  0.134190       0.290548       0.996036E-001  0.294205                 NaN            NaN            NaN            NaN            NaN
  1354.89        2500.00                 NaN   99.1931                 NaN  0.133142       0.285989       0.977209E-001  0.290031                 NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00                 NaN   99.2024                 NaN  0.131529       0.283806       0.958944E-001  0.286413                 NaN            NaN            NaN            NaN            NaN
  1351.87        2500.00                 NaN   99.2123                 NaN  0.129953       0.941929E-001  0.280850       0.282674                 NaN            NaN            NaN            NaN            NaN
  1350.36        2500.00                 NaN   99.2222                 NaN  0.128462       0.278425       0.919915E-001  0.278955                 NaN            NaN            NaN            NaN            NaN
  1348.85        2500.00                 NaN   99.2318                 NaN  0.126850       0.275236       0.908176E-001  0.275280                 NaN            NaN            NaN            NaN            NaN
  1347.34        2500.00                 NaN   99.2411                 NaN  0.125258       0.891071E-001  0.272807       0.271710                 NaN            NaN            NaN            NaN            NaN
  1345.83        2500.00                 NaN   99.2470                 NaN  0.124618       0.273520       0.848982E-001  0.269936                 NaN            NaN            NaN            NaN            NaN
  1344.32        2500.00                 NaN   99.2624                 NaN  0.120754       0.867819E-001  0.267107       0.262956                 NaN            NaN            NaN            NaN            NaN
  1342.81        2500.00                 NaN   99.2689                 NaN  0.120414       0.264466       0.851697E-001  0.261061                 NaN            NaN            NaN            NaN            NaN
  1341.30        2500.00                 NaN   99.2772                 NaN  0.118594       0.849762E-001  0.261350       0.257886                 NaN            NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.2860                 NaN  0.117089       0.833792E-001  0.259082       0.254494                 NaN            NaN            NaN            NaN            NaN
  1338.28        2500.00                 NaN   99.2940                 NaN  0.115587       0.826921E-001  0.256352       0.251359                 NaN            NaN            NaN            NaN            NaN
  1336.77        2500.00                 NaN   99.3026                 NaN  0.113384       0.253449       0.825925E-001  0.247926                 NaN            NaN            NaN            NaN            NaN
  1335.26        2500.00                 NaN   99.3105                 NaN  0.111757       0.250883       0.819782E-001  0.244863                 NaN            NaN            NaN            NaN            NaN
  1333.75        2500.00                 NaN   99.3186                 NaN  0.110076       0.247870       0.817138E-001  0.241765                 NaN            NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.3264                 NaN  0.108269       0.245715       0.809710E-001  0.238612                 NaN            NaN            NaN            NaN            NaN
  1330.73        2500.00                 NaN   99.3338                 NaN  0.106408       0.242927       0.811231E-001  0.235718                 NaN            NaN            NaN            NaN            NaN
  1329.22        2500.00                 NaN   99.3414                 NaN  0.104381       0.240226       0.813551E-001  0.232679                 NaN            NaN            NaN            NaN            NaN
  1327.71        2500.00                 NaN   99.3489                 NaN  0.102712       0.814566E-001  0.237155       0.229741                 NaN            NaN            NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3558                 NaN  0.100630       0.819584E-001  0.234700       0.226940                 NaN            NaN            NaN            NaN            NaN
  1324.69        2500.00                 NaN   99.3630                 NaN  0.989077E-001  0.232162       0.818458E-001  0.224120                 NaN            NaN            NaN            NaN            NaN
  1323.18        2500.00                 NaN   99.3698                 NaN  0.969973E-001  0.824865E-001  0.229314       0.221356                 NaN            NaN            NaN            NaN            NaN
  1321.67        2500.00                 NaN   99.3760                 NaN  0.947143E-001  0.839346E-001  0.226648       0.218742                 NaN            NaN            NaN            NaN            NaN
  1320.16        2500.00                 NaN   99.3829                 NaN  0.928033E-001  0.223699       0.845888E-001  0.216028                 NaN            NaN            NaN            NaN            NaN
  1318.65        2500.00                 NaN   99.3899                 NaN  0.911193E-001  0.221141       0.845325E-001  0.213271                 NaN            NaN            NaN            NaN            NaN
  1317.14        2500.00                 NaN   99.3960                 NaN  0.888914E-001  0.217996       0.863618E-001  0.210733                 NaN            NaN            NaN            NaN            NaN
  1315.63        2500.00                 NaN   99.4020                 NaN  0.870056E-001  0.869035E-001  0.215784       0.208290                 NaN            NaN            NaN            NaN            NaN
  1314.12        2500.00                 NaN   99.4079                 NaN  0.851381E-001  0.213273       0.878067E-001  0.205861                 NaN            NaN            NaN            NaN            NaN
  1312.61        2500.00                 NaN   99.4144                 NaN  0.828059E-001  0.209813       0.897806E-001  0.203201                 NaN            NaN            NaN            NaN            NaN
  1311.10        2500.00                 NaN   83.4637                 NaN  0.997225        2.41599       0.408718        2.18625        10.5281                 NaN            NaN            NaN            NaN
  1309.59        2500.00                 NaN   84.3849                 NaN  0.936012        2.42776       0.265919        2.07202        9.91343                 NaN            NaN            NaN            NaN
  1308.08        2500.00                 NaN   85.6747                 NaN  0.856095        2.40569       0.948729E-001   1.91176        9.05684                 NaN            NaN            NaN            NaN
  1306.57        2500.00                 NaN   86.7426                 NaN  0.773792        2.36295                 NaN   1.77925        8.34138                 NaN            NaN            NaN            NaN
  1305.06        2500.00                 NaN   87.6497                 NaN  0.690500        2.26508                 NaN   1.66652        7.72821                 NaN            NaN            NaN            NaN
  1303.55        2500.00                 NaN   88.4596                 NaN  0.598281        2.20073                 NaN   1.56655        7.17480                 NaN            NaN            NaN            NaN
  1302.04        2500.00                 NaN   89.1732                 NaN  0.603264        2.02439                 NaN   1.47537        6.72372                 NaN            NaN            NaN            NaN
  1300.52        2500.00                 NaN   89.7867                 NaN  0.554617        1.94560                 NaN   1.39926        6.31386                 NaN            NaN            NaN            NaN
  1299.01        2500.00                 NaN   90.3100                 NaN  0.526957        1.86269                 NaN   1.33371        5.96663                 NaN            NaN            NaN            NaN
  1297.50        2500.00                 NaN   90.7940                 NaN  0.497903        1.78707                 NaN   1.27281        5.64820                 NaN            NaN            NaN            NaN
  1295.99        2500.00                 NaN   91.2122                 NaN  0.471095        1.72709                 NaN   1.22070        5.36888                 NaN            NaN            NaN            NaN
