|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            ne             lc            
  1450.29        2500.00                 NaN   98.9276                 NaN            NaN  0.428985       0.643430                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.80        2500.00                 NaN   99.6299                 NaN            NaN  0.148324       0.221822                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.31        2500.00                 NaN   99.2438                 NaN            NaN  0.452728       0.303483                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.83        2500.00                 NaN   99.2795                 NaN            NaN  0.431711       0.288805                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.34        2500.00                 NaN   99.2835                 NaN            NaN  0.430344       0.286122                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.85        2500.00                 NaN   99.2886                 NaN            NaN  0.427242       0.284112                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.37        2500.00                 NaN   99.2935                 NaN            NaN  0.282210       0.424288                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.88        2500.00                 NaN   99.2994                 NaN            NaN  0.279593       0.421028                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.40        2500.00                 NaN   99.3017                 NaN            NaN  0.420672       0.277605                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.91        2500.00                 NaN   99.3110                 NaN            NaN  0.414468       0.274491                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.42        2500.00                 NaN   98.6829                 NaN            NaN  0.439752       0.570430       0.306961                 NaN            NaN            NaN            NaN            NaN
  1433.94        2500.00                 NaN   98.3054                 NaN            NaN  0.448500       0.750058       0.496014                 NaN            NaN            NaN            NaN            NaN
  1432.45        2500.00                 NaN   97.7932                 NaN            NaN  0.582587       0.976874       0.647375                 NaN            NaN            NaN            NaN            NaN
  1430.97        2500.00                 NaN   98.9209                 NaN            NaN  0.478289       0.285331       0.315496                 NaN            NaN            NaN            NaN            NaN
  1429.48        2500.00                 NaN   98.3927                 NaN            NaN  0.713390       0.423300       0.470616                 NaN            NaN            NaN            NaN            NaN
  1427.99        2500.00                 NaN   98.4268                 NaN            NaN  0.414241       0.698745       0.460248                 NaN            NaN            NaN            NaN            NaN
  1426.51        2500.00                 NaN   98.4483                 NaN            NaN  0.688701       0.408975       0.454026                 NaN            NaN            NaN            NaN            NaN
  1425.02        2500.00                 NaN   98.4779                 NaN  0.159106E-001  0.403361       0.655155       0.447661                 NaN            NaN            NaN            NaN            NaN
  1423.54        2500.00                 NaN   98.4952                 NaN  0.143951       0.431883       0.467236       0.461762                 NaN            NaN            NaN            NaN            NaN
  1422.05        2500.00                 NaN   98.4875                 NaN  0.149185       0.435598       0.460807       0.466937                 NaN            NaN            NaN            NaN            NaN
  1420.56        2500.00                 NaN   98.5737                 NaN  0.136584       0.442381       0.412357       0.435004                 NaN            NaN            NaN            NaN            NaN
  1419.08        2500.00                 NaN   98.5772                 NaN  0.140462       0.407713       0.437938       0.436642                 NaN            NaN            NaN            NaN            NaN
  1417.59        2500.00                 NaN   98.5949                 NaN  0.139059       0.403495       0.431113       0.431439                 NaN            NaN            NaN            NaN            NaN
  1416.11        2500.00                 NaN   98.6067                 NaN  0.139676       0.400807       0.424606       0.428256                 NaN            NaN            NaN            NaN            NaN
  1414.62        2500.00                 NaN   98.6496                 NaN  0.135375       0.386959       0.413391       0.414648                 NaN            NaN            NaN            NaN            NaN
  1413.13        2500.00                 NaN   98.6611                 NaN  0.135780       0.406899       0.384825       0.411441                 NaN            NaN            NaN            NaN            NaN
  1411.65        2500.00                 NaN   99.5218                 NaN  0.913476E-001  0.151766       0.762534E-001  0.158857                 NaN            NaN            NaN            NaN            NaN
  1410.16        2500.00                 NaN   97.8656                 NaN  0.175880       0.711440       0.602618       0.644461                 NaN            NaN            NaN            NaN            NaN
  1408.67        2500.00                 NaN   98.7241                 NaN  0.132622       0.367142       0.383931       0.392163                 NaN            NaN            NaN            NaN            NaN
  1407.19        2500.00                 NaN   98.7432                 NaN  0.130927       0.361812       0.377839       0.386189                 NaN            NaN            NaN            NaN            NaN
  1405.70        2500.00                 NaN   98.7608                 NaN  0.130053       0.370848       0.357350       0.380910                 NaN            NaN            NaN            NaN            NaN
  1404.22        2500.00                 NaN   98.7818                 NaN  0.128789       0.351092       0.363985       0.374375                 NaN            NaN            NaN            NaN            NaN
  1402.73        2500.00                 NaN   98.7655                 NaN  0.969982E-001  0.354654       0.392354       0.378273       0.122335E-001            NaN            NaN            NaN            NaN
  1401.24        2500.00                 NaN   98.6977                 NaN  0.155701E-001  0.371009       0.475733       0.396192       0.437818E-001            NaN            NaN            NaN            NaN
  1399.76        2500.00                 NaN   98.7202                 NaN  0.172377E-001  0.465955       0.364567       0.389501       0.424950E-001            NaN            NaN            NaN            NaN
  1398.27        2500.00                 NaN   98.7486                 NaN  0.182208E-001  0.455857       0.355827       0.380557       0.408925E-001            NaN            NaN            NaN            NaN
  1396.79        2500.00                 NaN   98.7691                 NaN  0.201623E-001  0.349833       0.446539       0.374758       0.395990E-001            NaN            NaN            NaN            NaN
  1395.30        2500.00                 NaN   98.7924                 NaN  0.203503E-001  0.438991       0.342575       0.367336       0.383709E-001            NaN            NaN            NaN            NaN
  1393.81        2500.00                 NaN   98.8138                 NaN  0.221247E-001  0.429982       0.336052       0.360988       0.370774E-001            NaN            NaN            NaN            NaN
  1392.33        2500.00                 NaN   98.8315                 NaN  0.248876E-001  0.331944       0.419637       0.356060       0.359645E-001            NaN            NaN            NaN            NaN
  1390.84        2500.00                 NaN   98.8585                 NaN  0.227503E-001  0.322171       0.415145       0.346852       0.346254E-001            NaN            NaN            NaN            NaN
  1389.36        2500.00                 NaN   98.8752                 NaN  0.257309E-001  0.318131       0.405219       0.342216       0.335281E-001            NaN            NaN            NaN            NaN
  1387.87        2500.00                 NaN   98.8947                 NaN  0.267926E-001  0.311891       0.397952       0.336257       0.323747E-001            NaN            NaN            NaN            NaN
  1386.38        2500.00                 NaN   98.9133                 NaN  0.279725E-001  0.390085       0.306811       0.330616       0.312386E-001            NaN            NaN            NaN            NaN
  1384.90        2500.00                 NaN   98.9322                 NaN  0.291077E-001  0.300890       0.382888       0.324750       0.301755E-001            NaN            NaN            NaN            NaN
  1383.41        2500.00                 NaN   98.9498                 NaN  0.302692E-001  0.375412       0.296054       0.319367       0.291233E-001            NaN            NaN            NaN            NaN
  1381.93        2500.00                 NaN   98.9670                 NaN  0.309556E-001  0.369529       0.290374       0.314092       0.280638E-001            NaN            NaN            NaN            NaN
  1380.44        2500.00                 NaN   98.9835                 NaN  0.321968E-001  0.362859       0.285277       0.309058       0.270784E-001            NaN            NaN            NaN            NaN
  1378.95        2500.00                 NaN   99.0005                 NaN  0.332115E-001  0.280496       0.355955       0.303759       0.260529E-001            NaN            NaN            NaN            NaN
  1377.47        2500.00                 NaN   99.0162                 NaN  0.342651E-001  0.275702       0.349734       0.298939       0.251292E-001            NaN            NaN            NaN            NaN
  1375.98        2500.00                 NaN   99.0310                 NaN  0.353892E-001  0.344538       0.270278       0.294626       0.241481E-001            NaN            NaN            NaN            NaN
  1374.49        2500.00                 NaN   99.0473                 NaN  0.362012E-001  0.336674       0.267418       0.289195       0.231880E-001            NaN            NaN            NaN            NaN
  1373.01        2500.00                 NaN   99.0622                 NaN  0.368416E-001  0.261768       0.332176       0.284692       0.222932E-001            NaN            NaN            NaN            NaN
  1371.52        2500.00                 NaN   99.0761                 NaN  0.378877E-001  0.257768       0.326372       0.280451       0.213882E-001            NaN            NaN            NaN            NaN
  1370.04        2500.00                 NaN   99.0904                 NaN  0.390971E-001  0.253314       0.320658       0.276082       0.204960E-001            NaN            NaN            NaN            NaN
  1368.55        2500.00                 NaN   99.1039                 NaN  0.396639E-001  0.315765       0.249200       0.271831       0.196686E-001            NaN            NaN            NaN            NaN
  1367.06        2500.00                 NaN   99.1175                 NaN  0.410396E-001  0.245525       0.309501       0.267599       0.188237E-001            NaN            NaN            NaN            NaN
  1365.58        2500.00                 NaN   99.0705                 NaN  0.446935E-001  0.257967       0.325737       0.281909       0.191801E-001            NaN            NaN            NaN            NaN
  1364.09        2500.00                 NaN   99.2031                 NaN  0.395526E-001  0.221274       0.278753       0.241422       0.159077E-001            NaN            NaN            NaN            NaN
  1362.61        2500.00                 NaN   99.1556                 NaN  0.428965E-001  0.233982       0.295509       0.255656       0.163878E-001            NaN            NaN            NaN            NaN
  1361.12        2500.00                 NaN   99.1570                 NaN  0.825703E-002  0.223385       0.339959       0.251810       0.195561E-001            NaN            NaN            NaN            NaN
  1359.63        2500.00                 NaN   99.1903                 NaN  0.818122E-001  0.233743       0.234939       0.248506       0.106678E-001            NaN            NaN            NaN            NaN
  1358.15        2500.00                 NaN   99.1913                 NaN  0.458920E-001  0.280678       0.223631       0.244540       0.140073E-001            NaN            NaN            NaN            NaN
  1356.66        2500.00                 NaN   99.2027                 NaN  0.468613E-001  0.219758       0.276399       0.241069       0.132310E-001            NaN            NaN            NaN            NaN
  1355.18        2500.00                 NaN   99.2135                 NaN  0.479165E-001  0.271583       0.216783       0.237669       0.125213E-001            NaN            NaN            NaN            NaN
  1353.69        2500.00                 NaN   99.2244                 NaN  0.487507E-001  0.213851       0.266956       0.234198       0.118004E-001            NaN            NaN            NaN            NaN
  1352.20        2500.00                 NaN   99.2351                 NaN  0.492559E-001  0.210356       0.263382       0.230802       0.110741E-001            NaN            NaN            NaN            NaN
  1350.72        2500.00                 NaN   99.2451                 NaN  0.501997E-001  0.207360       0.259272       0.227723       0.103544E-001            NaN            NaN            NaN            NaN
  1349.23        2500.00                 NaN   99.2556                 NaN  0.516871E-001  0.204496       0.254113       0.224530       0.959242E-002            NaN            NaN            NaN            NaN
  1347.75        2500.00                 NaN   99.2654                 NaN  0.513313E-001  0.251702       0.201370       0.221190       0.899408E-002            NaN            NaN            NaN            NaN
  1346.26        2500.00                 NaN   99.2734                 NaN  0.539005E-001  0.246411       0.198886       0.219175       0.823995E-002            NaN            NaN            NaN            NaN
  1344.77        2500.00                 NaN   99.2864                 NaN  0.527042E-001  0.195087       0.243899       0.214417       0.753757E-002            NaN            NaN            NaN            NaN
  1343.29        2500.00                 NaN   99.2938                 NaN  0.541591E-001  0.193052       0.239814       0.212320       0.689608E-002            NaN            NaN            NaN            NaN
  1341.80        2500.00                 NaN   99.3031                 NaN  0.550358E-001  0.190199       0.236101       0.209374       0.620756E-002            NaN            NaN            NaN            NaN
  1340.31        2500.00                 NaN   99.3116                 NaN  0.562182E-001  0.187550       0.232308       0.206773       0.554692E-002            NaN            NaN            NaN            NaN
  1338.83        2500.00                 NaN   99.3207                 NaN  0.565765E-001  0.228921       0.185122       0.203746       0.493674E-002            NaN            NaN            NaN            NaN
  1337.34        2500.00                 NaN   99.3290                 NaN  0.580964E-001  0.224518       0.182872       0.201242       0.423542E-002            NaN            NaN            NaN            NaN
  1335.86        2500.00                 NaN   99.3372                 NaN  0.579043E-001  0.180423       0.222406       0.198379       0.368701E-002            NaN            NaN            NaN            NaN
  1334.37        2500.00                 NaN   99.3456                 NaN  0.595103E-001  0.177939       0.218053       0.195879       0.299083E-002            NaN            NaN            NaN            NaN
  1332.88        2500.00                 NaN   99.3536                 NaN  0.601053E-001  0.175560       0.215082       0.193321       0.237453E-002            NaN            NaN            NaN            NaN
  1331.40        2500.00                 NaN   99.3460                 NaN  0.305854E-001  0.175301       0.240055       0.195462       0.125724E-001            NaN            NaN            NaN            NaN
  1329.91        2500.00                 NaN   99.3705                 NaN  0.618893E-001  0.210922       0.169010       0.187654                 NaN            NaN            NaN            NaN            NaN
  1328.43        2500.00                 NaN   99.3779                 NaN  0.642584E-001  0.168940       0.203352       0.185535                 NaN            NaN            NaN            NaN            NaN
  1326.94        2500.00                 NaN   99.3822                 NaN  0.589469E-001  0.206879       0.166291       0.184285       0.143165E-002            NaN            NaN            NaN            NaN
  1325.45        2500.00                 NaN   99.3903                 NaN  0.616383E-001  0.202271       0.164401       0.181430                 NaN            NaN            NaN            NaN            NaN
  1323.97        2500.00                 NaN   99.3968                 NaN  0.606751E-001  0.200819       0.162407       0.179256                 NaN            NaN            NaN            NaN            NaN
  1322.48        2500.00                 NaN   99.4027                 NaN  0.602529E-001  0.161023       0.198601       0.177472                 NaN            NaN            NaN            NaN            NaN
  1321.00        2500.00                 NaN   89.0361                 NaN  0.724275        1.44690       0.783402        1.41572       0.112610        6.48097                 NaN            NaN            NaN
  1319.51        2500.00                 NaN   69.8013                 NaN   1.91910        3.87535        1.74080        3.69563       0.374186        18.5937                 NaN            NaN            NaN
  1318.02        2500.00                 NaN   76.4634                 NaN   1.62011        3.08921        1.12854        2.87880       0.290491        14.5294                 NaN            NaN            NaN
  1316.54        2500.00                 NaN   80.8517                 NaN   1.41713       0.745379        2.55948        2.34211       0.234009        11.8502                 NaN            NaN            NaN
  1315.05        2500.00                 NaN   83.9761                 NaN   1.25431        2.19025       0.489476        1.95924       0.195884        9.93473                 NaN            NaN            NaN
  1313.57        2500.00                 NaN   86.2876                 NaN   1.13373        1.90223       0.313687        1.67772       0.166110        8.51886                 NaN            NaN            NaN
  1312.08        2500.00                 NaN   88.0524                 NaN   1.03438        1.68422       0.188269        1.46254       0.143820        7.43435                 NaN            NaN            NaN
  1310.59        2500.00                 NaN   89.4431                 NaN  0.951851       0.976393E-001   1.51021        1.29308       0.126180        6.57793                 NaN            NaN            NaN
  1309.11        2500.00                 NaN   89.3001                 NaN  0.556294       0.949704        1.19812        1.33484       0.164206        6.49671                 NaN            NaN            NaN
  1307.62        2500.00                 NaN   92.7743                 NaN  0.688223        1.08944                 NaN  0.877545       0.849536E-001   4.48555                 NaN            NaN            NaN
  1306.13        2500.00                 NaN   92.3059                 NaN  0.738716        1.12247                 NaN  0.944395       0.931787E-001   4.79532                 NaN            NaN            NaN
  1304.65        2500.00                 NaN   92.9614                 NaN  0.677671        1.02926                 NaN  0.865045       0.858659E-001   4.38081                 NaN            NaN            NaN
  1303.16        2500.00                 NaN   93.5200                 NaN  0.625435       0.950944                 NaN  0.797253       0.794906E-001   4.02687                 NaN            NaN            NaN
  1301.68        2500.00                 NaN   94.0038                 NaN  0.580221       0.882915                 NaN  0.738624       0.739688E-001   3.72043                 NaN            NaN            NaN
  1300.19        2500.00                 NaN   94.4249                 NaN  0.540495       0.824508                 NaN  0.687399       0.691143E-001   3.45360                 NaN            NaN            NaN
  1298.70        2500.00                 NaN   94.7927                 NaN  0.505748       0.773962                 NaN  0.642746       0.646870E-001   3.22019                 NaN            NaN            NaN
  1297.22        2500.00                 NaN   95.1219                 NaN  0.474248       0.729637                 NaN  0.602469       0.607850E-001   3.01096                 NaN            NaN            NaN
