|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1582.93        500.000        99.7977                 NaN  0.190621       0.116792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        98.4647                 NaN   1.46749       0.678258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1413                 NaN  0.821990       0.366635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.1489                 NaN  0.815888       0.352344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.1596                 NaN  0.804932       0.355029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        99.1659                 NaN  0.800069       0.340133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.1747                 NaN  0.792333       0.330153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.1152                 NaN  0.851375       0.334672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.2528                 NaN  0.719110       0.280798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        99.1992                 NaN  0.771149       0.296187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.2025                 NaN  0.768392       0.290914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.2114                 NaN  0.761957       0.265941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2200                 NaN  0.752828       0.271856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        99.2182                 NaN  0.757589       0.242220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2393                 NaN  0.736462       0.242019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.2379                 NaN  0.739989       0.221286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.2726                 NaN  0.704129       0.232433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        500.000        99.2253                 NaN  0.753360       0.213791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000        99.2594                 NaN  0.719908       0.207265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        500.000        99.2651                 NaN  0.715350       0.195196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        500.000        99.2687                 NaN  0.711904       0.193972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        500.000        99.2790                 NaN  0.699502       0.214885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.2817                 NaN  0.707856       0.104859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        500.000        99.1954                 NaN  0.785833       0.188013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        500.000        99.3887                 NaN  0.599812       0.114831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        500.000        99.0507                 NaN  0.948472       0.875979E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000        99.5436                 NaN  0.449062       0.737395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000        99.3136                 NaN  0.672867       0.135818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000        99.3179                 NaN  0.667051       0.150456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000        99.3213                 NaN  0.671592       0.711455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000        99.3258                 NaN  0.666687       0.752459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000        99.3340                 NaN  0.656492       0.949816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000        99.3383                 NaN  0.653156       0.851990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000        99.3429                 NaN  0.649715       0.740777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000        99.3480                 NaN  0.646248       0.577434E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000        99.3523                 NaN  0.641063       0.664046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000        99.3571                 NaN  0.636520       0.636867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000        99.9298                 NaN            NaN  0.701811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        98.8079                 NaN   1.18991       0.219525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000        99.3683                 NaN  0.631483       0.263886E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.3782                 NaN  0.618701       0.312533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.3796                 NaN  0.617453       0.290675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.3839                 NaN  0.616053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.3900                 NaN  0.609968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.3932                 NaN  0.602224       0.453336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.3967                 NaN  0.600286       0.305876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.4011                 NaN  0.598546       0.377611E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.4045                 NaN  0.595535       0.110682E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.4088                 NaN  0.591243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.9797                 NaN            NaN  0.202676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        98.8514                 NaN   1.14833       0.233683E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.4233                 NaN  0.576689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.4242                 NaN  0.575774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.4250                 NaN  0.574548       0.452360E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.4327                 NaN  0.567094       0.220545E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.4346                 NaN  0.565443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.4334                 NaN  0.424908                 NaN  0.141645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.3043                 NaN  0.198628E-001            NaN  0.675869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.3175                 NaN            NaN            NaN  0.682538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.2751                 NaN  0.913028E-001            NaN  0.633646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.5211                 NaN            NaN            NaN  0.478880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.1828                 NaN  0.544936E-001            NaN  0.762703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.3320                 NaN            NaN            NaN  0.667952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.3305                 NaN            NaN            NaN  0.669491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.3306                 NaN            NaN            NaN  0.669365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.3311                 NaN            NaN            NaN  0.668881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.3325                 NaN            NaN            NaN  0.667513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.2396                 NaN            NaN            NaN  0.760450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.4226                 NaN            NaN            NaN  0.577425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.3330                 NaN            NaN            NaN  0.666989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.3078                 NaN            NaN            NaN  0.692208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.3519                 NaN            NaN            NaN  0.648071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.3276                 NaN            NaN            NaN  0.672396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.3270                 NaN            NaN            NaN  0.673019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.3208                 NaN            NaN            NaN  0.679215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.3179                 NaN            NaN            NaN  0.682130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000        99.4300                 NaN            NaN            NaN  0.570009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000        99.1791                 NaN            NaN            NaN  0.820945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000        99.3008                 NaN            NaN            NaN  0.699152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000        99.1742                 NaN            NaN            NaN  0.219651       0.606168                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000        98.9047                 NaN            NaN            NaN  0.355709       0.739554                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.60        500.000        98.9155                 NaN            NaN            NaN  0.352816       0.731636                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.09        500.000        98.9266                 NaN            NaN            NaN  0.347922       0.725503                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.58        500.000        98.9378                 NaN            NaN            NaN  0.717668       0.344519                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.07        500.000        98.9472                 NaN            NaN            NaN  0.711943       0.340888                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        98.9578                 NaN            NaN            NaN  0.705930       0.336232                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.05        500.000        98.9676                 NaN            NaN            NaN  0.699454       0.332908                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.54        500.000        98.9780                 NaN            NaN            NaN  0.692700       0.329304                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.03        500.000        98.9880                 NaN            NaN            NaN  0.686153       0.325881                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.52        500.000        98.9972                 NaN            NaN            NaN  0.321860       0.680945                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        99.0046                 NaN            NaN            NaN  0.676880       0.318550                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        99.0162                 NaN            NaN            NaN  0.668978       0.314829                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.0238                 NaN            NaN            NaN  0.664587       0.311640                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.0329                 NaN            NaN            NaN  0.308673       0.658441                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.0420                 NaN            NaN            NaN  0.653188       0.304854                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.0506                 NaN            NaN            NaN  0.647350       0.302040                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        98.3864                 NaN            NaN            NaN  0.743976       0.597902                 NaN  0.271758                 NaN            NaN            NaN            NaN
  1436.44        500.000        96.8246                 NaN            NaN            NaN  0.965325        1.29736                 NaN  0.912755                 NaN            NaN            NaN            NaN
  1434.93        500.000        96.9046                 NaN            NaN            NaN   1.26187       0.943553                 NaN  0.889938                 NaN            NaN            NaN            NaN
  1433.42        500.000        96.9802                 NaN            NaN            NaN  0.920376        1.23064                 NaN  0.868742                 NaN            NaN            NaN            NaN
  1431.91        500.000        97.0550                 NaN            NaN            NaN  0.899067        1.19875                 NaN  0.847149                 NaN            NaN            NaN            NaN
  1430.40        500.000        97.1246                 NaN            NaN            NaN   1.16868       0.879343                 NaN  0.827387                 NaN            NaN            NaN            NaN
  1428.89        500.000        97.1894                 NaN            NaN            NaN   1.14109       0.860954                 NaN  0.808599                 NaN            NaN            NaN            NaN
  1427.38        500.000        97.2533                 NaN            NaN            NaN  0.842496        1.11399                 NaN  0.790255                 NaN            NaN            NaN            NaN
  1425.87        500.000        97.3161                 NaN            NaN            NaN   1.08765       0.823693                 NaN  0.772597                 NaN            NaN            NaN            NaN
  1424.36        500.000        97.3736                 NaN            NaN            NaN   1.06272       0.807776                 NaN  0.755867                 NaN            NaN            NaN            NaN
  1422.85        500.000        97.4295                 NaN            NaN            NaN  0.791238        1.03963                 NaN  0.739609                 NaN            NaN            NaN            NaN
  1421.34        500.000        97.4839                 NaN            NaN            NaN  0.774887        1.01702                 NaN  0.724235                 NaN            NaN            NaN            NaN
  1419.83        500.000        96.9543                 NaN            NaN            NaN  0.941715        1.06207                 NaN  0.904595       0.137295                 NaN            NaN            NaN
  1418.32        500.000        96.9874                 NaN            NaN            NaN   1.06476       0.901392                 NaN  0.898066       0.148427                 NaN            NaN            NaN
  1416.81        500.000        97.0906                 NaN            NaN            NaN   1.03032       0.868700                 NaN  0.867831       0.142510                 NaN            NaN            NaN
  1415.30        500.000        97.1859                 NaN            NaN            NaN  0.839125       0.998560                 NaN  0.839661       0.136708                 NaN            NaN            NaN
  1413.79        500.000        97.2768                 NaN            NaN            NaN  0.810592       0.968105                 NaN  0.812991       0.131466                 NaN            NaN            NaN
  1412.28        500.000        97.3628                 NaN            NaN            NaN  0.783742       0.939394                 NaN  0.787644       0.126420                 NaN            NaN            NaN
  1410.77        500.000        97.4450                 NaN            NaN            NaN  0.911229       0.758306                 NaN  0.763601       0.121904                 NaN            NaN            NaN
  1409.26        500.000        97.5208                 NaN            NaN            NaN  0.885760       0.735009                 NaN  0.741022       0.117418                 NaN            NaN            NaN
  1407.75        500.000        97.5925                 NaN            NaN            NaN  0.861457       0.713170                 NaN  0.719793       0.113079                 NaN            NaN            NaN
  1406.24        500.000        97.6613                 NaN            NaN            NaN  0.691545       0.838347                 NaN  0.699590       0.109262                 NaN            NaN            NaN
  1404.73        500.000        97.7266                 NaN            NaN            NaN  0.671701       0.815977                 NaN  0.680209       0.105504                 NaN            NaN            NaN
  1403.22        500.000        97.7897                 NaN            NaN            NaN  0.652983       0.794345                 NaN  0.661402       0.101617                 NaN            NaN            NaN
  1401.71        500.000        97.8474                 NaN            NaN            NaN  0.635239       0.774822                 NaN  0.644278       0.982444E-001            NaN            NaN            NaN
  1400.20        500.000        97.9041                 NaN            NaN            NaN  0.755476       0.618029                 NaN  0.627394       0.949530E-001            NaN            NaN            NaN
  1398.69        500.000        97.9575                 NaN            NaN            NaN  0.737100       0.601810                 NaN  0.611669       0.918881E-001            NaN            NaN            NaN
  1397.18        500.000        98.0100                 NaN            NaN            NaN  0.718811       0.586772                 NaN  0.595766       0.886340E-001            NaN            NaN            NaN
  1395.67        500.000        98.0555                 NaN            NaN            NaN  0.573496       0.702887                 NaN  0.582322       0.858011E-001            NaN            NaN            NaN
  1394.16        500.000        98.1083                 NaN            NaN            NaN  0.684427       0.558382                 NaN  0.566158       0.827478E-001            NaN            NaN            NaN
  1392.65        500.000        98.1509                 NaN            NaN            NaN  0.545523       0.669678                 NaN  0.553621       0.803107E-001            NaN            NaN            NaN
  1391.14        500.000        98.1942                 NaN            NaN            NaN  0.654064       0.533301                 NaN  0.540674       0.777484E-001            NaN            NaN            NaN
  1389.63        500.000        98.2354                 NaN            NaN            NaN  0.640524       0.520267                 NaN  0.528418       0.754397E-001            NaN            NaN            NaN
  1388.12        500.000        98.2760                 NaN            NaN            NaN  0.626283       0.509010                 NaN  0.515873       0.727852E-001            NaN            NaN            NaN
  1386.60        500.000        98.3146                 NaN            NaN            NaN  0.498169       0.612284                 NaN  0.504459       0.705207E-001            NaN            NaN            NaN
  1385.09        500.000        98.3514                 NaN            NaN            NaN  0.487400       0.599568                 NaN  0.493274       0.683346E-001            NaN            NaN            NaN
  1383.58        500.000        98.3851                 NaN            NaN            NaN  0.477685       0.587504                 NaN  0.483328       0.663678E-001            NaN            NaN            NaN
  1382.07        500.000        98.4236                 NaN            NaN            NaN  0.468161       0.572943                 NaN  0.471406       0.638410E-001            NaN            NaN            NaN
  1380.56        500.000        98.4540                 NaN            NaN            NaN  0.562570       0.459440                 NaN  0.462131       0.618886E-001            NaN            NaN            NaN
  1379.05        500.000        98.4876                 NaN            NaN            NaN  0.550773       0.449755                 NaN  0.451932       0.599877E-001            NaN            NaN            NaN
  1377.54        500.000        98.5170                 NaN            NaN            NaN  0.441826       0.539984                 NaN  0.443040       0.581062E-001            NaN            NaN            NaN
  1376.03        500.000        98.5467                 NaN            NaN            NaN  0.529197       0.433917                 NaN  0.433945       0.562140E-001            NaN            NaN            NaN
  1374.52        500.000        98.5772                 NaN            NaN            NaN  0.518400       0.425327                 NaN  0.424654       0.543928E-001            NaN            NaN            NaN
  1373.01        500.000        98.6042                 NaN            NaN            NaN  0.418466       0.508417                 NaN  0.416349       0.525870E-001            NaN            NaN            NaN
  1371.50        500.000        11.7977        82.1912                 NaN            NaN   2.56778        1.35503                 NaN   1.87707       0.211289                 NaN            NaN            NaN
  1369.99        500.000        21.2374        74.3403                 NaN            NaN   1.89103       0.992714                 NaN   1.38310       0.155392                 NaN            NaN            NaN
  1368.48        500.000        20.4758        78.9772                 NaN            NaN  0.231247                 NaN            NaN  0.880970E-001  0.227650                 NaN            NaN            NaN
  1366.97        500.000        28.6884        67.3714                 NaN            NaN   1.04307        1.50363                 NaN   1.20309       0.190447                 NaN            NaN            NaN
  1365.46        500.000        35.4617        61.6990                 NaN            NaN   1.15580       0.683488                 NaN  0.860793       0.139213                 NaN            NaN            NaN
  1363.95        500.000        40.3803        57.5401                 NaN            NaN  0.507597       0.842539                 NaN  0.629994       0.994460E-001            NaN            NaN            NaN
  1362.44        500.000        44.0759        54.3078                 NaN            NaN  0.402357       0.650074                 NaN  0.488890       0.749913E-001            NaN            NaN            NaN
  1360.93        500.000        46.9923        51.6835                 NaN            NaN  0.335701       0.528839                 NaN  0.399994       0.596474E-001            NaN            NaN            NaN
  1359.42        500.000        49.3310        49.5595                 NaN            NaN  0.287612       0.439499                 NaN  0.334304       0.480884E-001            NaN            NaN            NaN
  1357.91        500.000        51.2650        47.7747                 NaN            NaN  0.377528       0.253856                 NaN  0.288748       0.401752E-001            NaN            NaN            NaN
  1356.40        500.000        52.8869        46.2682                 NaN            NaN  0.329214       0.228303                 NaN  0.253419       0.339479E-001            NaN            NaN            NaN
  1354.89        500.000        99.2449                 NaN            NaN            NaN  0.208541       0.291512                 NaN  0.225940       0.291400E-001            NaN            NaN            NaN
  1353.38        500.000        99.3171                 NaN            NaN            NaN  0.261763       0.192475                 NaN  0.203586       0.250975E-001            NaN            NaN            NaN
  1351.87        500.000        99.3748                 NaN            NaN            NaN  0.237306       0.180070                 NaN  0.185904       0.219380E-001            NaN            NaN            NaN
  1350.36        500.000        99.4228                 NaN            NaN            NaN  0.216943       0.169887                 NaN  0.171106       0.192748E-001            NaN            NaN            NaN
  1348.85        500.000        99.4627                 NaN            NaN            NaN  0.161366       0.200203                 NaN  0.158719       0.169901E-001            NaN            NaN            NaN
  1347.34        500.000        99.4963                 NaN            NaN            NaN  0.185938       0.154353                 NaN  0.148308       0.150643E-001            NaN            NaN            NaN
  1345.83        500.000        99.5253                 NaN            NaN            NaN  0.148550       0.173429                 NaN  0.139313       0.133593E-001            NaN            NaN            NaN
  1344.32        500.000        99.5478                 NaN            NaN            NaN  0.143678       0.164101                 NaN  0.132377       0.120658E-001            NaN            NaN            NaN
  1342.81        500.000        99.5726                 NaN            NaN            NaN  0.139785       0.152685                 NaN  0.124479       0.104315E-001            NaN            NaN            NaN
  1341.30        500.000        99.5894                 NaN            NaN            NaN  0.144415       0.136918                 NaN  0.119681       0.955018E-002            NaN            NaN            NaN
  1339.79        500.000        99.6046                 NaN            NaN            NaN  0.132371       0.140681                 NaN  0.114049       0.830835E-002            NaN            NaN            NaN
  1338.28        500.000        99.6189                 NaN            NaN            NaN  0.133004       0.130753                 NaN  0.109924       0.746845E-002            NaN            NaN            NaN
  1336.77        500.000        99.6308                 NaN            NaN            NaN  0.127567       0.128862                 NaN  0.106159       0.665152E-002            NaN            NaN            NaN
  1335.26        500.000        99.6411                 NaN            NaN            NaN  0.127345       0.122848                 NaN  0.102844       0.588215E-002            NaN            NaN            NaN
  1333.75        500.000        99.6491                 NaN            NaN            NaN  0.125817       0.119406                 NaN  0.100337       0.530252E-002            NaN            NaN            NaN
  1332.24        500.000        99.6589                 NaN            NaN            NaN  0.114053       0.125737                 NaN  0.969420E-001  0.433862E-002            NaN            NaN            NaN
  1330.73        500.000        99.6650                 NaN            NaN            NaN  0.124705       0.110969                 NaN  0.952865E-001  0.403664E-002            NaN            NaN            NaN
  1329.22        500.000        99.6686                 NaN            NaN            NaN  0.109812       0.124890                 NaN  0.935622E-001  0.316827E-002            NaN            NaN            NaN
  1327.71        500.000        99.6737                 NaN            NaN            NaN  0.124902       0.106657                 NaN  0.919618E-001  0.275095E-002            NaN            NaN            NaN
  1326.20        500.000        99.6768                 NaN            NaN            NaN  0.125552       0.104565                 NaN  0.908610E-001  0.222033E-002            NaN            NaN            NaN
  1324.69        500.000        99.6783                 NaN            NaN            NaN  0.103645       0.126243                 NaN  0.900617E-001  0.175474E-002            NaN            NaN            NaN
  1323.18        500.000        99.6788                 NaN            NaN            NaN  0.102708       0.127475                 NaN  0.897718E-001  0.128544E-002            NaN            NaN            NaN
  1321.67        500.000        99.6783                 NaN            NaN            NaN  0.102740       0.128917                 NaN  0.893643E-001  0.641476E-003            NaN            NaN            NaN
  1320.16        500.000        99.6889                 NaN            NaN            NaN  0.985836E-001  0.121850                 NaN  0.883801E-001  0.230694E-002            NaN            NaN            NaN
  1318.65        500.000        99.6998                 NaN            NaN            NaN  0.933038E-001  0.117943                 NaN  0.861492E-001  0.280377E-002            NaN            NaN            NaN
  1317.14        500.000        99.7040                 NaN            NaN            NaN  0.117794       0.910148E-001            NaN  0.847626E-001  0.240756E-002            NaN            NaN            NaN
  1315.63        500.000        99.7077                 NaN            NaN            NaN  0.118586       0.883343E-001            NaN  0.834570E-001  0.189314E-002            NaN            NaN            NaN
  1314.12        500.000        99.7103                 NaN            NaN            NaN  0.861981E-001  0.119535                 NaN  0.825417E-001  0.145479E-002            NaN            NaN            NaN
  1312.61        500.000        99.7119                 NaN            NaN            NaN  0.121099       0.842566E-001            NaN  0.818135E-001  0.935118E-003            NaN            NaN            NaN
  1311.10        500.000        99.7127                 NaN            NaN            NaN  0.824995E-001  0.122877                 NaN  0.813824E-001  0.531656E-003            NaN            NaN            NaN
  1309.59        500.000        99.7122                 NaN            NaN            NaN  0.125098       0.813577E-001            NaN  0.813137E-001  0.680929E-004            NaN            NaN            NaN
  1308.08        500.000        99.7089                 NaN            NaN            NaN  0.120848       0.856936E-001            NaN  0.824977E-001  0.207572E-002            NaN            NaN            NaN
  1306.57        500.000        99.7076                 NaN            NaN            NaN  0.817348E-001  0.128253                 NaN  0.824176E-001            NaN            NaN            NaN            NaN
  1305.06        500.000        99.7034                 NaN            NaN            NaN  0.821180E-001  0.131080                 NaN  0.834305E-001            NaN            NaN            NaN            NaN
  1303.55        500.000        99.6984                 NaN            NaN            NaN  0.836641E-001  0.133287                 NaN  0.846156E-001            NaN            NaN            NaN            NaN
  1302.04        500.000        99.6907                 NaN            NaN            NaN  0.856104E-001  0.137015                 NaN  0.867002E-001            NaN            NaN            NaN            NaN
  1300.52        500.000        99.6822                 NaN            NaN            NaN  0.878346E-001  0.140953                 NaN  0.890247E-001            NaN            NaN            NaN            NaN
  1299.01        500.000        99.6713                 NaN            NaN            NaN  0.146061       0.906238E-001            NaN  0.919852E-001            NaN            NaN            NaN            NaN
  1297.50        500.000        99.6569                 NaN            NaN            NaN  0.152345       0.949158E-001            NaN  0.958302E-001            NaN            NaN            NaN            NaN
  1295.99        500.000        99.6398                 NaN            NaN            NaN  0.159904       0.998218E-001            NaN  0.100480                 NaN            NaN            NaN            NaN
  1294.48        500.000        99.6196                 NaN            NaN            NaN  0.105282       0.168963                 NaN  0.106130                 NaN            NaN            NaN            NaN
  1292.97        500.000        99.5917                 NaN            NaN            NaN  0.113641       0.180907                 NaN  0.113712                 NaN            NaN            NaN            NaN
  1291.46        500.000        99.5586                 NaN            NaN            NaN  0.122896       0.195547                 NaN  0.122942                 NaN            NaN            NaN            NaN
