|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q              hed           
  1039.07        2500.00                 NaN            NaN            NaN  0.904063        10.8948                 NaN            NaN            NaN            NaN   8.88064       0.492276        45.4891        33.3392                 NaN
  1037.85        2500.00                 NaN            NaN            NaN  0.974928        10.8261                 NaN            NaN            NaN            NaN   8.88299       0.491701        45.4838        33.3405                 NaN
  1036.63        2500.00                 NaN            NaN            NaN   1.04245        10.7608                 NaN            NaN            NaN            NaN   8.88535       0.491128        45.4784        33.3418                 NaN
  1035.41        2500.00                 NaN            NaN            NaN   1.10672        10.6988                 NaN            NaN            NaN            NaN   8.88770       0.490555        45.4731        33.3432                 NaN
  1034.19        2500.00                 NaN            NaN            NaN   1.16792        10.6398                 NaN            NaN            NaN            NaN   8.89006       0.489983        45.4677        33.3445                 NaN
  1032.97        2500.00                 NaN            NaN            NaN   1.22626        10.5837                 NaN            NaN            NaN            NaN   8.89241       0.489411        45.4624        33.3458                 NaN
  1031.75        2500.00                 NaN            NaN            NaN   1.28191        10.5303                 NaN            NaN            NaN            NaN   8.89476       0.488839        45.4570        33.3471                 NaN
  1030.53        2500.00                 NaN            NaN            NaN   1.33506        10.4794                 NaN            NaN            NaN            NaN   8.89712       0.488267        45.4517        33.3485                 NaN
  1029.30        2500.00                 NaN            NaN            NaN   7.79678        3.94018                 NaN            NaN            NaN            NaN   8.84252       0.506531        45.5813        33.3326                 NaN
  1028.08        2500.00                 NaN            NaN            NaN   7.79639        3.94030                 NaN            NaN            NaN            NaN   8.84251       0.506523        45.5809        33.3334                 NaN
  1026.86        2500.00                 NaN            NaN            NaN   8.85677        2.98607                 NaN            NaN            NaN            NaN   8.98663       0.474085        45.3386        33.3579                 NaN
  1025.64        2500.00                 NaN            NaN            NaN   9.12694        2.69578                 NaN            NaN            NaN            NaN   8.96409       0.480601        45.3758        33.3568                 NaN
  1024.42        2500.00                 NaN            NaN            NaN   10.3029        1.52378                 NaN            NaN            NaN            NaN   8.90968       0.485160        45.4232        33.3553                 NaN
  1023.20        2500.00                 NaN            NaN            NaN   8.85617        2.98587                 NaN            NaN            NaN            NaN   8.98660       0.474061        45.3372        33.3601                 NaN
  1021.98        2500.00                 NaN            NaN            NaN   8.85596        2.98580                 NaN            NaN            NaN            NaN   8.98659       0.474053        45.3367        33.3609                 NaN
  1020.76        2500.00                 NaN            NaN            NaN   8.85576        2.98574                 NaN            NaN            NaN            NaN   8.98658       0.474046        45.3363        33.3616                 NaN
  1019.54        2500.00                 NaN            NaN            NaN   8.85556        2.98567                 NaN            NaN            NaN            NaN   8.98657       0.474038        45.3358        33.3623                 NaN
  1018.32        2500.00                 NaN            NaN            NaN   8.85536        2.98560                 NaN            NaN            NaN            NaN   8.98656       0.474030        45.3354        33.3631                 NaN
  1017.09        2500.00                 NaN            NaN            NaN   8.85516        2.98554                 NaN            NaN            NaN            NaN   8.98655       0.474022        45.3349        33.3638                 NaN
  1015.87        2500.00                 NaN            NaN            NaN   8.85496        2.98547                 NaN            NaN            NaN            NaN   8.98653       0.474015        45.3344        33.3646                 NaN
  1014.65        2500.00                 NaN            NaN            NaN   8.85475        2.98541                 NaN            NaN            NaN            NaN   8.98652       0.474007        45.3340        33.3653                 NaN
  1013.43        2500.00                 NaN            NaN            NaN   8.85455        2.98534                 NaN            NaN            NaN            NaN   8.98651       0.473999        45.3335        33.3661                 NaN
  1012.21        2500.00                 NaN            NaN            NaN   8.85435        2.98527                 NaN            NaN            NaN            NaN   8.98650       0.473991        45.3331        33.3668                 NaN
  1010.99        2500.00                 NaN            NaN            NaN   8.85415        2.98521                 NaN            NaN            NaN            NaN   8.98649       0.473983        45.3326        33.3676                 NaN
  1009.77        2500.00                 NaN            NaN            NaN   8.85395        2.98514                 NaN            NaN            NaN            NaN   8.98648       0.473976        45.3321        33.3683                 NaN
  1008.55        2500.00                 NaN            NaN            NaN   8.85375        2.98508                 NaN            NaN            NaN            NaN   8.98647       0.473968        45.3317        33.3691                 NaN
  1007.33        2500.00                 NaN            NaN            NaN   8.85355        2.98501                 NaN            NaN            NaN            NaN   8.98646       0.473960        45.3312        33.3698                 NaN
  1006.11        2500.00                 NaN            NaN            NaN   8.85335        2.98495                 NaN            NaN            NaN            NaN   8.98645       0.473952        45.3307        33.3706                 NaN
  1004.88        2500.00                 NaN            NaN            NaN   8.85314        2.98488       0.195664E-005            NaN            NaN            NaN   8.98644       0.473945        45.3303        33.3713                 NaN
  1003.66        2500.00                 NaN            NaN            NaN   8.85294        2.98481                 NaN            NaN            NaN            NaN   8.98643       0.473937        45.3298        33.3720                 NaN
  1002.44        2500.00                 NaN            NaN            NaN   8.85274        2.98475       0.164355E-005            NaN            NaN            NaN   8.98642       0.473929        45.3294        33.3728                 NaN
  1001.22        2500.00                 NaN            NaN            NaN   8.85268        2.98455                 NaN            NaN            NaN            NaN   8.98641       0.473920        45.3289        33.3735                 NaN
