|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q              hed           
  1051.28        2500.00                 NaN            NaN            NaN   15.8082                 NaN            NaN            NaN            NaN            NaN   9.00372       0.872713        42.7479        31.5674                 NaN
  1050.06        2500.00                 NaN            NaN            NaN   10.7716        4.87975       0.774904E-001            NaN            NaN            NaN   8.95769       0.900460        42.8536        31.5594                 NaN
  1048.84        2500.00                 NaN            NaN            NaN   9.24155        4.14205        2.35803                 NaN            NaN            NaN   8.96559       0.895875        42.8362        31.5607                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   15.8164                 NaN            NaN            NaN            NaN            NaN   9.01364       0.868928        42.7325        31.5686                 NaN
  1046.40        2500.00                 NaN            NaN            NaN  0.118112        15.7081                 NaN            NaN            NaN            NaN   9.02100       0.864957        42.7176        31.5703                 NaN
  1045.18        2500.00                 NaN            NaN            NaN   10.5627        5.15278                 NaN            NaN            NaN            NaN   8.94931       0.905975        42.8719        31.5574                 NaN
  1043.96        2500.00                 NaN            NaN            NaN   15.2084       0.621920                 NaN            NaN            NaN            NaN   9.02455       0.863550        42.7104        31.5712                 NaN
  1042.74        2500.00                 NaN            NaN            NaN   15.0337       0.798822                 NaN            NaN            NaN            NaN   9.02668       0.862706        42.7063        31.5717                 NaN
  1041.51        2500.00                 NaN            NaN            NaN   14.7583        1.07533                 NaN            NaN            NaN            NaN   9.02792       0.862311        42.7041        31.5720                 NaN
  1040.29        2500.00                 NaN            NaN            NaN   14.7303        1.10665                 NaN            NaN            NaN            NaN   9.03097       0.861008        42.6982        31.5728                 NaN
  1039.07        2500.00                 NaN            NaN            NaN   1.19403        14.6456                 NaN            NaN            NaN            NaN   9.03345       0.859986        42.6936        31.5734                 NaN
  1037.85        2500.00                 NaN            NaN            NaN   1.28707        14.5551                 NaN            NaN            NaN            NaN   9.03587       0.858997        42.6891        31.5739                 NaN
  1036.63        2500.00                 NaN            NaN            NaN   1.37567        14.4690                 NaN            NaN            NaN            NaN   9.03828       0.858010        42.6845        31.5745                 NaN
  1035.41        2500.00                 NaN            NaN            NaN   1.45995        14.3873                 NaN            NaN            NaN            NaN   9.04069       0.857024        42.6800        31.5751                 NaN
  1034.19        2500.00                 NaN            NaN            NaN   1.54016        14.3096                 NaN            NaN            NaN            NaN   9.04310       0.856039        42.6755        31.5756                 NaN
  1032.97        2500.00                 NaN            NaN            NaN   1.61656        14.2358                 NaN            NaN            NaN            NaN   9.04551       0.855054        42.6709        31.5762                 NaN
  1031.75        2500.00                 NaN            NaN            NaN   1.68940        14.1655                 NaN            NaN            NaN            NaN   9.04792       0.854070        42.6664        31.5768                 NaN
  1030.53        2500.00                 NaN            NaN            NaN   1.75892        14.0985                 NaN            NaN            NaN            NaN   9.05034       0.853085        42.6618        31.5773                 NaN
  1029.30        2500.00                 NaN            NaN            NaN   10.5764        5.18766                 NaN            NaN            NaN            NaN   8.99588       0.885115        42.7895        31.5654                 NaN
  1028.08        2500.00                 NaN            NaN            NaN   10.5761        5.18794                 NaN            NaN            NaN            NaN   8.99588       0.885116        42.7895        31.5654                 NaN
  1026.86        2500.00                 NaN            NaN            NaN   11.9560        3.93127                 NaN            NaN            NaN            NaN   9.14163       0.828367        42.5579        31.5848                 NaN
  1025.64        2500.00                 NaN            NaN            NaN   12.3205        3.54752                 NaN            NaN            NaN            NaN   9.11845       0.839741        42.5916        31.5822                 NaN
  1024.42        2500.00                 NaN            NaN            NaN   13.8666        2.00458                 NaN            NaN            NaN            NaN   9.06320       0.847730        42.6376        31.5803                 NaN
  1023.20        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1021.98        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1020.76        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1019.54        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1018.32        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1017.09        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1015.87        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1014.65        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1013.43        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1012.21        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1010.99        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1009.77        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1008.55        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1007.33        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1006.11        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1004.88        2500.00                 NaN            NaN            NaN   11.9560        3.93126       0.256307E-005            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1003.66        2500.00                 NaN            NaN            NaN   11.9560        3.93126                 NaN            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1002.44        2500.00                 NaN            NaN            NaN   11.9560        3.93126       0.215211E-005            NaN            NaN            NaN   9.14164       0.828367        42.5579        31.5848                 NaN
  1001.22        2500.00                 NaN            NaN            NaN   11.9562        3.93109                 NaN            NaN            NaN            NaN   9.14163       0.828365        42.5579        31.5848                 NaN
