|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1232.70        500.000        98.3060       0.571992                 NaN            NaN  0.209596                 NaN  0.876715       0.356682E-001            NaN
  1231.61        500.000        98.3450       0.558639                 NaN            NaN  0.203324                 NaN  0.858225       0.348100E-001            NaN
  1230.51        500.000        98.3832       0.546686                 NaN            NaN  0.199288                 NaN  0.837769       0.330409E-001            NaN
  1229.42        500.000        98.4341       0.525276                 NaN            NaN  0.191636                 NaN  0.816631       0.323299E-001            NaN
  1228.33        500.000        98.4363       0.533808                 NaN            NaN  0.191288                 NaN  0.807581       0.309810E-001            NaN
  1227.24        500.000        98.4869       0.512628                 NaN            NaN  0.183727                 NaN  0.786735       0.300487E-001            NaN
  1226.14        500.000        98.5159       0.504062                 NaN            NaN  0.180078                 NaN  0.771019       0.289432E-001            NaN
  1225.05        500.000        98.5552       0.489101                 NaN            NaN  0.175123                 NaN  0.752755       0.277965E-001            NaN
  1223.96        500.000        98.5845       0.479369                 NaN            NaN  0.170079                 NaN  0.738807       0.272511E-001            NaN
  1222.87        500.000        98.6148       0.470602                 NaN            NaN  0.168639                 NaN  0.720856       0.250746E-001            NaN
  1221.77        500.000        98.6425       0.460575                 NaN            NaN  0.161879                 NaN  0.709603       0.254776E-001            NaN
  1220.68        500.000        98.6727       0.450119                 NaN            NaN  0.158514                 NaN  0.694486       0.241967E-001            NaN
  1219.59        500.000        98.7046       0.437636                 NaN            NaN  0.153785                 NaN  0.680355       0.236701E-001            NaN
  1218.50        500.000        98.7307       0.429380                 NaN            NaN  0.150091                 NaN  0.666962       0.228327E-001            NaN
  1217.40        500.000        98.7580       0.419627                 NaN            NaN  0.146060                 NaN  0.654192       0.221522E-001            NaN
  1216.31        500.000        84.7021        2.48344                 NaN            NaN   1.28792                 NaN   5.67654       0.113018        5.73694     
  1215.22        500.000        81.9216        2.88976       0.570329E-004            NaN   1.51754                 NaN   6.63678       0.124242        6.91005     
  1214.13        500.000        82.6890        2.79164                 NaN            NaN   1.43212                 NaN   6.34883       0.122896        6.61552     
  1213.03        500.000        71.7423        4.03971                 NaN            NaN   2.40192       0.367583        10.5640       0.204320        10.6802     
  1211.94        500.000        90.4542        1.32844                 NaN            NaN  0.723473       0.106776        3.22050       0.634469E-001   4.10313     
  1210.85        500.000        91.2712        1.32235       0.118499E-005            NaN  0.723997       0.103792        3.22619       0.630769E-001   3.28940     
  1209.76        500.000        91.0625       0.832124       0.659125                 NaN  0.747366                 NaN   3.28021       0.576935E-001   3.36101     
  1208.66        500.000        91.0353        1.45403                 NaN            NaN  0.736903                 NaN   3.31542       0.623212E-001   3.39602     
  1207.57        500.000        85.8721        1.95894       0.266754                 NaN   1.13504                 NaN   5.23798       0.102548        5.42664     
  1206.48        500.000        96.3402       0.604504                 NaN            NaN  0.304311                 NaN   1.33916       0.218939E-001   1.38992     
  1205.39        500.000        88.1306        1.94124                 NaN            NaN   1.00441                 NaN   4.34249       0.649310E-001   4.51633     
  1204.29        500.000        91.6091        1.30458       0.815902E-005            NaN  0.708914       0.258272E-005   3.10400       0.476690E-001   3.22573     
  1203.20        500.000        91.2333        1.13874       0.246911                 NaN  0.722602                 NaN   3.24039       0.533518E-001   3.36469     
  1202.11        500.000        91.6662        1.30987                 NaN            NaN  0.693139                 NaN   3.08287       0.473937E-001   3.20053     
  1201.02        500.000        91.9114        1.26499                 NaN            NaN  0.673279                 NaN   2.99927       0.444507E-001   3.10659     
  1199.92        500.000        91.7231        1.22203                 NaN            NaN  0.695030                 NaN   3.09214       0.440097E-001   3.22366     
  1198.83        500.000        85.4972       0.576785E-001   1.73231                 NaN   1.20762                 NaN   5.77020       0.112501        5.62249     
  1197.74        500.000        95.2241        1.07066                 NaN            NaN  0.388918                 NaN   1.54546                 NaN   1.77092     
  1196.65        500.000        94.1905       0.886080                 NaN            NaN  0.477495                 NaN   2.18708       0.262119E-001   2.23268     
  1195.55        500.000        98.9453                 NaN            NaN            NaN  0.498580E-001            NaN  0.361944       0.186114E-001  0.624292     
  1194.46        500.000        84.9972        2.10408                 NaN            NaN   1.18060                 NaN   5.76141       0.813036E-001   5.87545     
  1193.37        500.000        94.1426       0.820377       0.271298       0.656615E-005  0.434693                 NaN   2.24461       0.357558E-001   2.05070     
  1192.28        500.000        80.3303        2.24819                 NaN            NaN   1.52579                 NaN   8.15024       0.133173        7.61233     
  1191.18        500.000        32.0802        4.05270                 NaN            NaN   4.29872        2.20860        28.4181       0.562062        28.3796     
  1190.09        500.000                 NaN   9.73960        4.08518                 NaN   8.27579                 NaN   39.8867       0.563821        37.4489     
  1189.00        500.000                 NaN   10.7226        3.09973       0.101443E-004   8.31875                 NaN   39.8490       0.561993        37.4479     
  1187.91        500.000                 NaN   11.2709        2.56199                 NaN   8.32442                 NaN   39.8307       0.561298        37.4507     
  1186.81        500.000                 NaN   9.99567        3.84143                 NaN   8.28924                 NaN   39.8606       0.560978        37.4520     
  1185.72        500.000                 NaN  0.155726E-002   9.50400       0.518374E-001   7.92391        2.75888        40.8206       0.796824        38.1424     
  1184.63        500.000                 NaN   10.9371        2.90516                 NaN   8.29147                 NaN   39.8555       0.558506        37.4522     
  1183.54        500.000                 NaN   1.63550        12.1706                 NaN   8.28079                 NaN   39.9040       0.564757        37.4443     
  1182.44        500.000                 NaN   11.1604        2.68639                 NaN   8.29567                 NaN   39.8479       0.556737        37.4529     
  1181.35        500.000                 NaN   11.2715        2.57759                 NaN   8.29776                 NaN   39.8440       0.555847        37.4533     
  1180.26        500.000                 NaN   11.3822        2.46915                 NaN   8.29987                 NaN   39.8402       0.554951        37.4536     
  1179.17        500.000                 NaN   11.5017        2.35200                 NaN   8.30198                 NaN   39.8363       0.554045        37.4540     
  1178.07        500.000                 NaN   11.6208        2.23525                 NaN   8.30410                 NaN   39.8323       0.553135        37.4544     
  1176.98        500.000                 NaN   11.7413        2.11712                 NaN   8.30622                 NaN   39.8284       0.552219        37.4547     
  1175.89        500.000                 NaN   11.8595        2.00130                 NaN   8.30835                 NaN   39.8244       0.551294        37.4551     
  1174.80        500.000                 NaN   11.9851        1.87813                 NaN   8.31048                 NaN   39.8204       0.550367        37.4555     
  1173.70        500.000                 NaN   12.1099        1.75576                 NaN   8.31261                 NaN   39.8164       0.549435        37.4558     
  1172.61        500.000                 NaN   12.2539        1.61424                 NaN   8.31477                 NaN   39.8124       0.548491        37.4562     
  1171.52        500.000                 NaN   12.3619        1.50870                 NaN   8.31687                 NaN   39.8084       0.547556        37.4566     
  1170.43        500.000                 NaN   12.4975        1.37557                 NaN   8.31902                 NaN   39.8043       0.546604        37.4570     
  1169.33        500.000                 NaN   12.6282        1.24742                 NaN   8.32116                 NaN   39.8002       0.545646        37.4574     
  1168.24        500.000                 NaN   12.7511        1.12696                 NaN   8.32329                 NaN   39.7962       0.544693        37.4577     
  1167.15        500.000                 NaN   12.9083       0.972340                 NaN   8.32548                 NaN   39.7920       0.543718        37.4581     
  1166.06        500.000                 NaN   13.0171       0.866140                 NaN   8.32760                 NaN   39.7879       0.542759        37.4585     
  1164.96        500.000                 NaN   13.1427       0.743030                 NaN   8.32973                 NaN   39.7838       0.541790        37.4589     
  1163.87        500.000                 NaN   13.3212       0.567228                 NaN   8.33196                 NaN   39.7795       0.540785        37.4593     
