|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/TIS/TIS_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1408.59        500.000        98.8100       0.287234       0.400400                 NaN  0.404299       0.981098E-001            NaN            NaN            NaN
  1407.50        500.000        98.6530       0.450177       0.337846                 NaN  0.456032       0.102992                 NaN            NaN            NaN
  1406.40        500.000        98.6710       0.448170       0.320872                 NaN  0.451484       0.108515                 NaN            NaN            NaN
  1405.31        500.000        98.6870       0.325338       0.441304                 NaN  0.444803       0.101522                 NaN            NaN            NaN
  1404.22        500.000        98.7066       0.290298       0.443720                 NaN  0.441832       0.117506                 NaN            NaN            NaN
  1403.13        500.000        98.7216       0.437143       0.294366                 NaN  0.435747       0.111149                 NaN            NaN            NaN
  1402.03        500.000        98.7379       0.302470       0.428597                 NaN  0.428757       0.102275                 NaN            NaN            NaN
  1400.94        500.000        98.7629       0.431249       0.261990                 NaN  0.424052       0.119816                 NaN            NaN            NaN
  1399.85        500.000        98.7741       0.424771       0.269475                 NaN  0.419108       0.112504                 NaN            NaN            NaN
  1398.76        500.000        98.7887       0.261415       0.422189                 NaN  0.414655       0.113076                 NaN            NaN            NaN
  1397.66        500.000        98.8081       0.416356       0.254291                 NaN  0.408211       0.113030                 NaN            NaN            NaN
  1396.57        500.000        98.8216       0.413835       0.246609                 NaN  0.404074       0.113879                 NaN            NaN            NaN
  1395.48        500.000        98.8357       0.238450       0.411592                 NaN  0.399689       0.114594                 NaN            NaN            NaN
  1394.39        500.000        98.8484       0.407912       0.233291                 NaN  0.395601       0.114805                 NaN            NaN            NaN
  1393.29        500.000        98.8684       0.223625       0.403311                 NaN  0.389130       0.115583                 NaN            NaN            NaN
  1392.20        500.000        98.8799       0.400797       0.217629                 NaN  0.385662       0.115968                 NaN            NaN            NaN
  1391.11        500.000        98.8949       0.397628       0.209365                 NaN  0.381002       0.117108                 NaN            NaN            NaN
  1390.02        500.000        98.9082       0.204483       0.394326                 NaN  0.376613       0.116397                 NaN            NaN            NaN
  1388.92        500.000        98.9196       0.195484       0.393635                 NaN  0.373274       0.117963                 NaN            NaN            NaN
  1387.83        500.000        98.9363       0.387712       0.191602                 NaN  0.367452       0.116906                 NaN            NaN            NaN
  1386.74        500.000        98.9475       0.386165       0.184069                 NaN  0.364184       0.118118                 NaN            NaN            NaN
  1385.65        500.000        98.9132       0.201529       0.394155                 NaN  0.375970       0.115149                 NaN            NaN            NaN
  1384.55        500.000        98.9996       0.148792       0.379224                 NaN  0.347658       0.124754                 NaN            NaN            NaN
  1383.46        500.000        99.0012       0.371346       0.165714                 NaN  0.345496       0.116228                 NaN            NaN            NaN
  1382.37        500.000        98.9975       0.159414       0.375586                 NaN  0.348062       0.119404                 NaN            NaN            NaN
  1381.28        500.000        98.9924       0.379922       0.155448                 NaN  0.350661       0.121578                 NaN            NaN            NaN
  1380.18        500.000        99.0351       0.145700       0.366143                 NaN  0.334843       0.118256                 NaN            NaN            NaN
  1379.09        500.000        99.0355       0.712831E-001  0.391807                 NaN  0.343804       0.157600                 NaN            NaN            NaN
  1378.00        500.000        99.0374       0.207523       0.343669                 NaN  0.327610       0.837718E-001            NaN            NaN            NaN
  1376.91        500.000        99.0535       0.363958       0.133400                 NaN  0.329637       0.119542                 NaN            NaN            NaN
  1375.81        500.000        99.0659       0.126062       0.361545                 NaN  0.325818       0.120705                 NaN            NaN            NaN
  1374.72        500.000        99.0751       0.360048       0.121208                 NaN  0.322849       0.120751                 NaN            NaN            NaN
  1373.63        500.000        99.0857       0.357954       0.115963                 NaN  0.319462       0.120951                 NaN            NaN            NaN
  1372.54        500.000        99.0961       0.355874       0.111012                 NaN  0.316007       0.121042                 NaN            NaN            NaN
  1371.44        500.000        99.1056       0.353839       0.106553                 NaN  0.312847       0.121149                 NaN            NaN            NaN
  1370.35        500.000        99.1155       0.351649       0.102484                 NaN  0.309520       0.120876                 NaN            NaN            NaN
  1369.26        500.000        99.3365       0.266562       0.698459E-001            NaN  0.233315       0.937941E-001            NaN            NaN            NaN
  1368.17        500.000        98.9196       0.123057       0.430009                 NaN  0.378167       0.149190                 NaN            NaN            NaN
  1367.07        500.000        99.1498       0.880104E-001  0.344469                 NaN  0.297638       0.120042                 NaN            NaN            NaN
  1365.98        500.000        99.1539       0.344424       0.839647E-001            NaN  0.296779       0.120892                 NaN            NaN            NaN
  1364.89        500.000        99.1631       0.342543       0.798686E-001            NaN  0.293722       0.120801                 NaN            NaN            NaN
  1363.80        500.000        99.1712       0.763384E-001  0.340987                 NaN  0.290968       0.120514                 NaN            NaN            NaN
  1362.70        500.000        99.1793       0.339355       0.723333E-001            NaN  0.288330       0.120717                 NaN            NaN            NaN
  1361.61        500.000        99.1910       0.683697E-001  0.336830                 NaN  0.284088       0.119752                 NaN            NaN            NaN
  1360.52        500.000        99.1980       0.335935       0.642309E-001            NaN  0.281899       0.119956                 NaN            NaN            NaN
  1359.43        500.000        99.2067       0.604810E-001  0.333953                 NaN  0.279031       0.119873                 NaN            NaN            NaN
  1358.33        500.000        99.2113       0.580354E-001  0.334250                 NaN  0.277240       0.119166                 NaN            NaN            NaN
  1357.24        500.000        99.2253       0.330400       0.528967E-001            NaN  0.272492       0.118912                 NaN            NaN            NaN
  1356.15        500.000        99.2317       0.492603E-001  0.329509                 NaN  0.270498       0.119064                 NaN            NaN            NaN
  1355.06        500.000        99.2390       0.469735E-001  0.327926                 NaN  0.267780       0.118301                 NaN            NaN            NaN
  1353.96        500.000        99.2468       0.326957       0.427591E-001            NaN  0.265194       0.118259                 NaN            NaN            NaN
  1352.87        500.000        99.2529       0.324673       0.421783E-001            NaN  0.262990       0.117271                 NaN            NaN            NaN
  1351.78        500.000        99.2629       0.372641E-001  0.323500                 NaN  0.259390       0.116905                 NaN            NaN            NaN
  1350.69        500.000        99.2690       0.322298       0.355031E-001            NaN  0.257127       0.116062                 NaN            NaN            NaN
  1349.59        500.000        99.2767       0.320248       0.325487E-001            NaN  0.254646       0.115897                 NaN            NaN            NaN
  1348.50        500.000        99.2833       0.305992E-001  0.318858                 NaN  0.252171       0.115035                 NaN            NaN            NaN
  1347.41        500.000        99.2905       0.274386E-001  0.317804                 NaN  0.249670       0.114618                 NaN            NaN            NaN
  1346.32        500.000        99.2973       0.252754E-001  0.316249                 NaN  0.247240       0.113967                 NaN            NaN            NaN
  1345.22        500.000        99.3055       0.223675E-001  0.314556                 NaN  0.244327       0.113230                 NaN            NaN            NaN
  1344.13        500.000        99.3108       0.210745E-001  0.313522                 NaN  0.242315       0.112326                 NaN            NaN            NaN
  1343.04        500.000        99.3182       0.312267       0.179157E-001            NaN  0.239726       0.111893                 NaN            NaN            NaN
  1341.95        500.000        99.3244       0.177013E-001  0.309905                 NaN  0.237340       0.110655                 NaN            NaN            NaN
  1340.85        500.000        99.3309       0.152093E-001  0.308536                 NaN  0.235171       0.110205                 NaN            NaN            NaN
  1339.76        500.000        99.3384       0.309595       0.902028E-002            NaN  0.232741       0.110273                 NaN            NaN            NaN
  1338.67        500.000        99.4138       0.205897       0.146077                 NaN  0.195716       0.384656E-001            NaN            NaN            NaN
  1337.58        500.000        99.2455       0.374202                 NaN            NaN  0.262156       0.118173                 NaN            NaN            NaN
  1336.48        500.000        99.3567       0.307262                 NaN            NaN  0.226144       0.109879                 NaN            NaN            NaN
  1335.39        500.000        99.3634       0.305074                 NaN            NaN  0.223491       0.108003                 NaN            NaN            NaN
  1334.30        500.000        99.3677       0.304077                 NaN            NaN  0.221884       0.106361                 NaN            NaN            NaN
  1333.21        500.000        99.3739       0.301627                 NaN            NaN  0.219171       0.105262                 NaN            NaN            NaN
  1332.11        500.000        99.3801       0.298333                 NaN            NaN  0.217086       0.104464                 NaN            NaN            NaN
  1331.02        500.000        99.3805       0.301346                 NaN            NaN  0.216423       0.101744                 NaN            NaN            NaN
  1329.93        500.000        99.3767       0.256045       0.789801E-001            NaN  0.212610       0.756181E-001            NaN            NaN            NaN
  1328.84        500.000        99.3647       0.183270       0.205635                 NaN  0.209664       0.367695E-001            NaN            NaN            NaN
  1327.74        500.000        99.4017       0.289935                 NaN            NaN  0.208646       0.997451E-001            NaN            NaN            NaN
  1326.65        500.000        99.4060       0.289559                 NaN            NaN  0.206795       0.976375E-001            NaN            NaN            NaN
  1325.56        500.000        99.4122       0.289146                 NaN            NaN  0.204062       0.946252E-001            NaN            NaN            NaN
  1324.47        500.000        99.4154       0.283068                 NaN            NaN  0.203668       0.978955E-001            NaN            NaN            NaN
  1323.37        500.000        99.4214       0.282511                 NaN            NaN  0.201010       0.951067E-001            NaN            NaN            NaN
  1322.28        500.000        99.4263       0.281963                 NaN            NaN  0.198925       0.927747E-001            NaN            NaN            NaN
  1321.19        500.000        99.4303       0.280875                 NaN            NaN  0.197440       0.914267E-001            NaN            NaN            NaN
  1320.10        500.000        99.4351       0.279290                 NaN            NaN  0.195425       0.902199E-001            NaN            NaN            NaN
  1319.00        500.000        99.4405       0.280096                 NaN            NaN  0.192840       0.866041E-001            NaN            NaN            NaN
  1317.91        500.000        99.4454       0.276285                 NaN            NaN  0.191293       0.870291E-001            NaN            NaN            NaN
  1316.82        500.000        99.4491       0.274143                 NaN            NaN  0.189895       0.868758E-001            NaN            NaN            NaN
  1315.73        500.000        99.4535       0.275128                 NaN            NaN  0.187816       0.835220E-001            NaN            NaN            NaN
  1314.63        500.000        99.4578       0.273491                 NaN            NaN  0.186144       0.825419E-001            NaN            NaN            NaN
  1313.54        500.000        99.4617       0.273519                 NaN            NaN  0.184428       0.803107E-001            NaN            NaN            NaN
  1312.45        500.000        99.4658       0.272945                 NaN            NaN  0.182726       0.784987E-001            NaN            NaN            NaN
  1311.36        500.000        99.4709       0.269806                 NaN            NaN  0.180981       0.783283E-001            NaN            NaN            NaN
  1310.26        500.000        99.4743       0.270801                 NaN            NaN  0.179305       0.755655E-001            NaN            NaN            NaN
  1309.17        500.000        99.3354       0.341515                 NaN            NaN  0.227284       0.958235E-001            NaN            NaN            NaN
  1308.08        500.000        99.6240       0.198657                 NaN            NaN  0.126729       0.506571E-001            NaN            NaN            NaN
  1306.99        500.000        99.4866       0.266842                 NaN            NaN  0.174303       0.722210E-001            NaN            NaN            NaN
  1305.89        500.000        99.4911       0.263302                 NaN            NaN  0.172907       0.726769E-001            NaN            NaN            NaN
  1304.80        500.000        99.4940       0.264639                 NaN            NaN  0.171338       0.700282E-001            NaN            NaN            NaN
  1303.71        500.000        99.4968       0.266592                 NaN            NaN  0.169955       0.666265E-001            NaN            NaN            NaN
  1302.62        500.000        99.5008       0.265659                 NaN            NaN  0.168374       0.651515E-001            NaN            NaN            NaN
  1301.52        500.000        99.5048       0.262380                 NaN            NaN  0.167004       0.657984E-001            NaN            NaN            NaN
  1300.43        500.000        99.5076       0.265881                 NaN            NaN  0.165371       0.611397E-001            NaN            NaN            NaN
  1299.34        500.000        99.5103       0.265032                 NaN            NaN  0.164374       0.603287E-001            NaN            NaN            NaN
  1298.25        500.000        99.5156       0.261707                 NaN            NaN  0.162406       0.603157E-001            NaN            NaN            NaN
  1297.15        500.000        99.5172       0.264115                 NaN            NaN  0.161491       0.571826E-001            NaN            NaN            NaN
  1296.06        500.000        99.5123       0.274677                 NaN            NaN  0.162783       0.502762E-001            NaN            NaN            NaN
  1294.97        500.000        99.5262       0.266003                 NaN            NaN  0.156585       0.512489E-001            NaN            NaN            NaN
  1293.88        500.000        99.5265       0.263675                 NaN            NaN  0.157509       0.523466E-001            NaN            NaN            NaN
  1292.78        500.000        99.5281       0.266564                 NaN            NaN  0.156454       0.489176E-001            NaN            NaN            NaN
  1291.69        500.000        99.5329       0.260057                 NaN            NaN  0.155199       0.518795E-001            NaN            NaN            NaN
  1290.60        500.000        99.5327       0.271818                 NaN            NaN  0.153872       0.415916E-001            NaN            NaN            NaN
  1289.51        500.000        99.5350       0.271502                 NaN            NaN  0.153068       0.404382E-001            NaN            NaN            NaN
  1288.42        500.000        99.5437       0.259566                 NaN            NaN  0.151265       0.454769E-001            NaN            NaN            NaN
  1287.32        500.000        99.5407       0.270044                 NaN            NaN  0.150329       0.389657E-001            NaN            NaN            NaN
  1286.23        500.000        99.5418       0.270698                 NaN            NaN  0.150037       0.374214E-001            NaN            NaN            NaN
  1285.14        500.000        99.5464       0.272185                 NaN            NaN  0.148206       0.331765E-001            NaN            NaN            NaN
  1284.05        500.000        99.5442       0.281537                 NaN            NaN  0.148105       0.262065E-001            NaN            NaN            NaN
  1282.95        500.000        99.5492       0.275235                 NaN            NaN  0.146671       0.288935E-001            NaN            NaN            NaN
  1281.86        500.000        99.5501       0.279619                 NaN            NaN  0.145955       0.242788E-001            NaN            NaN            NaN
  1280.77        500.000        99.5537       0.276462                 NaN            NaN  0.144704       0.251594E-001            NaN            NaN            NaN
  1279.68        500.000        99.5573       0.273665                 NaN            NaN  0.143543       0.254598E-001            NaN            NaN            NaN
  1278.58        500.000        96.5643       0.970855                 NaN            NaN  0.480531       0.325093E-002   1.96901       0.120829E-001            NaN
  1277.49        500.000        92.4791        1.82923                 NaN            NaN  0.968511                 NaN   4.58366       0.139536                 NaN
  1276.40        500.000        93.0564        1.69741                 NaN            NaN  0.896082       0.216031E-005   4.22148       0.128672                 NaN
  1275.31        500.000        93.5843        1.56476                 NaN            NaN  0.832675       0.860066E-002   3.89149       0.118176                 NaN
  1274.21        500.000        94.0340        1.44013                 NaN            NaN  0.777004       0.239340E-001   3.61462       0.110280                 NaN
  1273.12        500.000        94.4271        1.36446                 NaN            NaN  0.728557       0.126556E-001   3.36540       0.101809                 NaN
  1272.03        500.000        94.7773        1.27825                 NaN            NaN  0.685139       0.160040E-001   3.14821       0.951114E-001            NaN
  1270.94        500.000        95.0902        1.21072                 NaN            NaN  0.646197       0.117507E-001   2.95245       0.887314E-001            NaN
  1269.84        500.000        95.3615        1.14854                 NaN            NaN  0.612214       0.107715E-001   2.78367       0.833239E-001            NaN
  1268.75        500.000        95.6079        1.09083                 NaN            NaN  0.581229       0.106519E-001   2.63090       0.784699E-001            NaN
  1267.66        500.000        95.8328        1.03702                 NaN            NaN  0.552800       0.111476E-001   2.49210       0.740855E-001            NaN
  1266.57        500.000        96.0370       0.997039                 NaN            NaN  0.527059       0.451704E-002   2.36471       0.696894E-001            NaN
  1265.47        500.000        96.2199       0.947335                 NaN            NaN  0.503567       0.964835E-002   2.25313       0.663696E-001            NaN
  1264.38        500.000        97.4024       0.176777                 NaN            NaN  0.380754       0.212195        1.77000       0.578260E-001            NaN
  1263.29        500.000        95.5431        1.36372                 NaN            NaN  0.586648                 NaN   2.44086       0.656619E-001            NaN
  1262.20        500.000        96.7347       0.828241                 NaN            NaN  0.428723                 NaN   1.94935       0.590255E-001            NaN
  1261.10        500.000        96.8540       0.800862                 NaN            NaN  0.413526                 NaN   1.87521       0.563907E-001            NaN
  1260.01        500.000        96.9654       0.776798                 NaN            NaN  0.402128                 NaN   1.80267       0.529949E-001            NaN
  1258.92        500.000        97.0671       0.754299                 NaN            NaN  0.390288                 NaN   1.73805       0.502946E-001            NaN
  1257.83        500.000        97.1729       0.727929                 NaN            NaN  0.377303       0.850462E-003   1.67316       0.478669E-001            NaN
  1256.73        500.000        97.2743       0.704561                 NaN            NaN  0.364870                 NaN   1.61082       0.454615E-001            NaN
  1255.64        500.000        97.3647       0.682776                 NaN            NaN  0.352358                 NaN   1.55637       0.437517E-001            NaN
  1254.55        500.000        97.4520       0.661969                 NaN            NaN  0.341558                 NaN   1.50279       0.416365E-001            NaN
  1253.46        500.000        97.5403       0.639361                 NaN            NaN  0.328901                 NaN   1.45133       0.401589E-001            NaN
  1252.36        500.000        97.6082       0.624882                 NaN            NaN  0.321333                 NaN   1.40751       0.380919E-001            NaN
  1251.27        500.000        97.6889       0.603871                 NaN            NaN  0.309597                 NaN   1.36080       0.367903E-001            NaN
  1250.18        500.000        97.7570       0.587093                 NaN            NaN  0.300702                 NaN   1.31997       0.352400E-001            NaN
  1249.09        500.000        97.8206       0.572583                 NaN            NaN  0.291564                 NaN   1.28127       0.339577E-001            NaN
  1247.99        500.000        97.8849       0.556428                 NaN            NaN  0.283402                 NaN   1.24279       0.324296E-001            NaN
  1246.90        500.000        97.9470       0.540486                 NaN            NaN  0.274387                 NaN   1.20685       0.313085E-001            NaN
  1245.81        500.000        98.0026       0.521056                 NaN            NaN  0.268781       0.443552E-002   1.17338       0.297647E-001            NaN
  1244.72        500.000        98.0592       0.513857                 NaN            NaN  0.258299                 NaN   1.13958       0.290219E-001            NaN
  1243.62        500.000        98.1229       0.445153                 NaN            NaN  0.258287       0.408071E-001   1.10564       0.271625E-001            NaN
  1242.53        500.000        98.1678       0.484287                 NaN            NaN  0.241380                 NaN   1.07914       0.274221E-001            NaN
  1241.44        500.000        98.2086       0.475671                 NaN            NaN  0.236445                 NaN   1.05313       0.261811E-001            NaN
  1240.35        500.000        98.2685       0.456221                 NaN            NaN  0.224719                 NaN   1.02436       0.261841E-001            NaN
  1239.25        500.000        98.3011       0.452364                 NaN            NaN  0.224663                 NaN  0.997975       0.239039E-001            NaN
  1238.16        500.000        98.3454       0.440380                 NaN            NaN  0.217781                 NaN  0.973239       0.231941E-001            NaN
  1237.07        500.000        98.3871       0.429935                 NaN            NaN  0.212641                 NaN  0.948156       0.221231E-001            NaN
  1235.98        500.000        98.4273       0.419522                 NaN            NaN  0.206651                 NaN  0.925130       0.213508E-001            NaN
  1234.88        500.000        98.4651       0.410135                 NaN            NaN  0.201038                 NaN  0.903110       0.206220E-001            NaN
  1233.79        500.000        98.5009       0.401037                 NaN            NaN  0.195945                 NaN  0.882274       0.198488E-001            NaN
  1232.70        500.000        98.5374       0.391448                 NaN            NaN  0.191272                 NaN  0.860861       0.189808E-001            NaN
  1231.61        500.000        98.5725       0.381981                 NaN            NaN  0.185333                 NaN  0.841727       0.185024E-001            NaN
  1230.51        500.000        98.6074       0.372936                 NaN            NaN  0.181446                 NaN  0.820713       0.175417E-001            NaN
  1229.42        500.000        98.6515       0.357986                 NaN            NaN  0.174278                 NaN  0.799075       0.171442E-001            NaN
  1228.33        500.000        98.6572       0.363274                 NaN            NaN  0.173773                 NaN  0.789361       0.164108E-001            NaN
  1227.24        500.000        98.7008       0.348452                 NaN            NaN  0.166711                 NaN  0.768089       0.158983E-001            NaN
  1226.14        500.000        98.7275       0.342099                 NaN            NaN  0.163219                 NaN  0.751902       0.152962E-001            NaN
  1225.05        500.000        98.7621       0.331403                 NaN            NaN  0.158550                 NaN  0.733268       0.146736E-001            NaN
  1223.96        500.000        98.7883       0.324620                 NaN            NaN  0.153816                 NaN  0.718890       0.143698E-001            NaN
  1222.87        500.000        98.8163       0.317454                 NaN            NaN  0.152348                 NaN  0.700656       0.132076E-001            NaN
  1221.77        500.000        98.8404       0.311111                 NaN            NaN  0.146084                 NaN  0.688970       0.134052E-001            NaN
  1220.68        500.000        98.8674       0.303412                 NaN            NaN  0.142894                 NaN  0.673572       0.127175E-001            NaN
  1219.59        500.000        98.8951       0.294792                 NaN            NaN  0.138485                 NaN  0.659165       0.124274E-001            NaN
  1218.50        500.000        98.9186       0.288861                 NaN            NaN  0.135019                 NaN  0.645516       0.119752E-001            NaN
  1217.40        500.000        98.9426       0.281995                 NaN            NaN  0.131258                 NaN  0.632501       0.116062E-001            NaN
  1216.31        500.000        85.9330        1.68965                 NaN            NaN   1.17150                 NaN   5.55560       0.599342E-001   5.59028     
  1215.22        500.000        83.3248        1.96775       0.386281E-004            NaN   1.38333                 NaN   6.51006       0.660268E-001   6.74803     
  1214.13        500.000        84.0496        1.90592                 NaN            NaN   1.30405                 NaN   6.22165       0.652397E-001   6.45354     
  1213.03        500.000        73.7114        2.79000                 NaN            NaN   2.20755       0.215009        10.4503       0.109476        10.5163     
  1211.94        500.000        91.2530       0.902795                 NaN            NaN  0.652965       0.613313E-001   3.12898       0.333830E-001   3.96756     
  1210.85        500.000        92.0464       0.898208       0.796697E-006            NaN  0.652824       0.595606E-001   3.13205       0.331567E-001   3.17779     
  1209.76        500.000        91.8572       0.566443       0.442763                 NaN  0.673643                 NaN   3.18382       0.303150E-001   3.24583     
  1208.66        500.000        91.8235       0.985288                 NaN            NaN  0.663837                 NaN   3.21678       0.327277E-001   3.27786     
  1207.57        500.000        87.0350        1.33863       0.180546                 NaN   1.02684                 NaN   5.10471       0.540808E-001   5.26022     
  1206.48        500.000        96.6833       0.406895                 NaN            NaN  0.272523                 NaN   1.29217       0.114294E-001   1.33372     
  1205.39        500.000        89.1624        1.31177                 NaN            NaN  0.905923                 NaN   4.22097       0.341383E-001   4.36481     
  1204.29        500.000        92.3506       0.877488       0.544916E-005            NaN  0.636769       0.147661E-005   3.00543       0.249590E-001   3.10474     
  1203.20        500.000        92.0102       0.769576       0.167796                 NaN  0.648945                 NaN   3.13761       0.279289E-001   3.23796     
  1202.11        500.000        92.4097       0.883944                 NaN            NaN  0.621848                 NaN   2.98282       0.247842E-001   3.07691     
  1201.02        500.000        92.6360       0.852865                 NaN            NaN  0.603510                 NaN   2.90027       0.232249E-001   2.98409     
  1199.92        500.000        92.4504       0.819314                 NaN            NaN  0.622696                 NaN   2.98950       0.229826E-001   3.09506     
  1198.83        500.000        86.5991       0.403087E-001   1.18097                 NaN   1.08726                 NaN   5.60842       0.590378E-001   5.42486     
  1197.74        500.000        95.7518       0.716735                 NaN            NaN  0.347177                 NaN   1.49009                 NaN   1.69418     
  1196.65        500.000        94.7229       0.593875                 NaN            NaN  0.426065                 NaN   2.10851       0.136321E-001   2.13506     
  1195.55        500.000        99.0043                 NaN            NaN            NaN  0.442838E-001            NaN  0.347542       0.963478E-002  0.594273     
  1194.46        500.000        86.1907        1.43470                 NaN            NaN   1.06192                 NaN   5.60598       0.426235E-001   5.66410     
  1193.37        500.000        94.7221       0.561969       0.183609       0.447552E-005  0.387554                 NaN   2.16665       0.185796E-001   1.95957     
  1192.28        500.000        81.7027        1.53747                 NaN            NaN   1.37504                 NaN   7.96205       0.699471E-001   7.35283     
  1191.18        500.000        33.7756        2.95572                 NaN            NaN   4.03937        1.32035        29.0181       0.307814        28.5831     
  1190.09        500.000                 NaN   7.20534        3.07038                 NaN   8.06141                 NaN   42.2427       0.320085        39.1001     
  1189.00        500.000                 NaN   7.94988        2.33378       0.758549E-005   8.10254                 NaN   42.1983       0.319014        39.0965     
  1187.91        500.000                 NaN   8.36649        1.92807                 NaN   8.10807                 NaN   42.1784       0.318615        39.1003     
  1186.81        500.000                 NaN   7.40374        2.89035                 NaN   8.07391                 NaN   42.2105       0.318433        39.1031     
  1185.72        500.000                 NaN  0.114359E-002   7.16033       0.381576E-001   7.70713        1.70705        43.1662       0.451661        39.7683     
  1184.63        500.000                 NaN   8.11093        2.18692                 NaN   8.07604                 NaN   42.2042       0.317020        39.1049     
  1183.54        500.000                 NaN   1.23845        9.02675                 NaN   8.06527                 NaN   42.2533       0.320548        39.0957     
  1182.44        500.000                 NaN   8.27905        2.02257                 NaN   8.08008                 NaN   42.1952       0.316004        39.1071     
  1181.35        500.000                 NaN   8.36272        1.94081                 NaN   8.08209                 NaN   42.1906       0.315493        39.1083     
  1180.26        500.000                 NaN   8.44615        1.85932                 NaN   8.08411                 NaN   42.1860       0.314979        39.1094     
  1179.17        500.000                 NaN   8.53616        1.77125                 NaN   8.08615                 NaN   42.1815       0.314460        39.1105     
  1178.07        500.000                 NaN   8.62591        1.68347                 NaN   8.08819                 NaN   42.1768       0.313937        39.1117     
  1176.98        500.000                 NaN   8.71672        1.59464                 NaN   8.09022                 NaN   42.1722       0.313412        39.1128     
  1175.89        500.000                 NaN   8.80585        1.50752                 NaN   8.09228                 NaN   42.1675       0.312882        39.1139     
  1174.80        500.000                 NaN   8.90052        1.41487                 NaN   8.09432                 NaN   42.1629       0.312350        39.1151     
  1173.70        500.000                 NaN   8.99463        1.32279                 NaN   8.09637                 NaN   42.1582       0.311816        39.1162     
  1172.61        500.000                 NaN   9.10319        1.21630                 NaN   8.09845                 NaN   42.1534       0.311275        39.1174     
  1171.52        500.000                 NaN   9.18468        1.13685                 NaN   8.10047                 NaN   42.1487       0.310738        39.1185     
  1170.43        500.000                 NaN   9.28699        1.03663                 NaN   8.10254                 NaN   42.1440       0.310193        39.1197     
  1169.33        500.000                 NaN   9.38560       0.940135                 NaN   8.10460                 NaN   42.1392       0.309644        39.1209     
  1168.24        500.000                 NaN   9.47843       0.849416                 NaN   8.10665                 NaN   42.1344       0.309098        39.1220     
  1167.15        500.000                 NaN   9.59704       0.732948                 NaN   8.10875                 NaN   42.1295       0.308539        39.1232     
  1166.06        500.000                 NaN   9.67920       0.652941                 NaN   8.11079                 NaN   42.1247       0.307989        39.1244     
