|6.6.6
Archiving\03_Data\fracLP/QFM_m2.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1859.65        500.000        99.4138                 NaN            NaN            NaN            NaN  0.569985       0.162098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4144                 NaN            NaN            NaN            NaN  0.569406       0.161856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4155                 NaN            NaN            NaN            NaN  0.568243       0.162457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4218                 NaN            NaN            NaN            NaN  0.562239       0.159673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4171                 NaN            NaN            NaN            NaN  0.566689       0.162206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4150                 NaN            NaN            NaN            NaN  0.568657       0.163468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4373                 NaN            NaN            NaN            NaN  0.547196       0.154722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4261                 NaN            NaN            NaN            NaN  0.557964       0.158921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4282                 NaN            NaN            NaN            NaN  0.555920       0.158570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4296                 NaN            NaN            NaN            NaN  0.554579       0.158020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4288                 NaN            NaN            NaN            NaN  0.555369       0.158693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4335                 NaN            NaN            NaN            NaN  0.550820       0.156568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4338                 NaN            NaN            NaN            NaN  0.550563       0.156501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4345                 NaN            NaN            NaN            NaN  0.549902       0.156366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4351                 NaN            NaN            NaN            NaN  0.549286       0.155814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4361                 NaN            NaN            NaN            NaN  0.548315       0.155404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4355                 NaN            NaN            NaN            NaN  0.548896       0.155540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4391                 NaN            NaN            NaN            NaN  0.545524       0.154113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4382                 NaN            NaN            NaN            NaN  0.546417       0.154085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4392                 NaN            NaN            NaN            NaN  0.545475       0.153563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4354                 NaN            NaN            NaN            NaN  0.549197       0.154336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4425                 NaN            NaN            NaN            NaN  0.542317       0.151746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4391                 NaN            NaN            NaN            NaN  0.545613       0.152601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4398                 NaN            NaN            NaN            NaN  0.544997       0.152062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4394                 NaN            NaN            NaN            NaN  0.545432       0.151770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4399                 NaN            NaN            NaN            NaN  0.545045       0.151013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4369                 NaN            NaN            NaN            NaN  0.547970       0.151648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4410                 NaN            NaN            NaN            NaN  0.544012       0.149705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4394                 NaN            NaN            NaN            NaN  0.545393       0.152529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4382                 NaN            NaN            NaN            NaN  0.547038       0.147627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4377                 NaN            NaN            NaN            NaN  0.547326       0.149309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4369                 NaN            NaN            NaN            NaN  0.548185       0.149070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4179                 NaN            NaN            NaN            NaN  0.566732       0.154092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4665                 NaN            NaN            NaN            NaN  0.519515       0.140153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4236                 NaN            NaN            NaN            NaN  0.561331       0.150544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4337                 NaN            NaN            NaN            NaN  0.551461       0.148009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4326                 NaN            NaN            NaN            NaN  0.552677       0.147188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4330                 NaN            NaN            NaN            NaN  0.552358       0.146392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4304                 NaN            NaN            NaN            NaN  0.554984       0.146432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4292                 NaN            NaN            NaN            NaN  0.556199       0.146195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4264                 NaN            NaN            NaN            NaN  0.558911       0.146533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4686                 NaN            NaN            NaN            NaN  0.517927       0.134276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3831                 NaN            NaN            NaN            NaN  0.601342       0.155643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4233                 NaN            NaN            NaN            NaN  0.562179       0.144806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4221                 NaN            NaN            NaN            NaN  0.563487       0.144189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4186                 NaN            NaN            NaN            NaN  0.566918       0.144619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4178                 NaN            NaN            NaN            NaN  0.567801       0.143895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4172                 NaN            NaN            NaN            NaN  0.568466       0.143547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4151                 NaN            NaN            NaN            NaN  0.570589       0.143294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4104                 NaN            NaN            NaN            NaN  0.575250       0.143371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.7753                 NaN            NaN            NaN            NaN  0.219281       0.546091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.0433                 NaN            NaN            NaN            NaN  0.933600       0.230588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4089                 NaN            NaN            NaN            NaN  0.576955       0.141652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4044                 NaN            NaN            NaN            NaN  0.581374       0.141801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4016                 NaN            NaN            NaN            NaN  0.584207       0.141805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.7676                 NaN            NaN            NaN            NaN   1.20333       0.290382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.9995                 NaN            NaN            NaN            NaN            NaN  0.487061E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4124                 NaN            NaN            NaN            NaN  0.574805       0.127558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4057                 NaN            NaN            NaN            NaN  0.580201       0.141467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3909                 NaN            NaN            NaN            NaN  0.595058       0.140458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3874                 NaN            NaN            NaN            NaN  0.598613       0.140203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3875                 NaN            NaN            NaN            NaN  0.598513       0.139455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3842                 NaN            NaN            NaN            NaN  0.601833       0.139720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3815                 NaN            NaN            NaN            NaN  0.604555       0.139508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3792                 NaN            NaN            NaN            NaN  0.606901       0.139108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3782                 NaN            NaN            NaN            NaN  0.607893       0.138750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3748                 NaN            NaN            NaN            NaN  0.611312       0.138804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3738                 NaN            NaN            NaN            NaN  0.612407       0.138389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3713                 NaN            NaN            NaN            NaN  0.614885       0.138188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3681                 NaN            NaN            NaN            NaN  0.618065       0.138231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3592                 NaN            NaN            NaN            NaN  0.626865       0.139826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3739                 NaN            NaN            NaN            NaN  0.612517       0.135627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3621                 NaN            NaN            NaN            NaN  0.624103       0.137552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3626                 NaN            NaN            NaN            NaN  0.623662       0.136948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.8331                 NaN            NaN            NaN            NaN  0.163307       0.355557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.8870                 NaN            NaN            NaN            NaN   1.08919       0.237657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3568                 NaN            NaN            NaN            NaN  0.629595       0.136405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3554                 NaN            NaN            NaN            NaN  0.630943       0.136201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3536                 NaN            NaN            NaN            NaN  0.632815       0.136071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3529                 NaN            NaN            NaN            NaN  0.633600       0.135498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3509                 NaN            NaN            NaN            NaN  0.635575       0.135639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3513                 NaN            NaN            NaN            NaN  0.635185       0.134921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3486                 NaN            NaN            NaN            NaN  0.637913       0.135152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3473                 NaN            NaN            NaN            NaN  0.639159       0.134982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3504                 NaN            NaN            NaN            NaN  0.636153       0.134076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3483                 NaN            NaN            NaN            NaN  0.638345       0.134036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000       0.465641        96.9888       0.173417E-001            NaN            NaN   2.46030       0.228482E-001  0.280104E-001  0.170374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.7651                 NaN            NaN            NaN            NaN  0.230011       0.492594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.8589                 NaN            NaN            NaN            NaN  0.138176       0.287889E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.8743                 NaN            NaN            NaN            NaN   1.10271       0.229979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3514                 NaN            NaN            NaN            NaN  0.635348       0.132275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3318                 NaN            NaN            NaN            NaN  0.654588       0.135968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3713                 NaN            NaN            NaN            NaN  0.615955       0.127745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3546                 NaN            NaN            NaN            NaN  0.632266       0.130968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3553                 NaN            NaN            NaN            NaN  0.631645       0.130752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2238                 NaN            NaN            NaN            NaN  0.760686       0.154758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4824                 NaN            NaN            NaN            NaN  0.506972       0.106321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3593                 NaN            NaN            NaN            NaN  0.627777       0.129699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3597                 NaN            NaN            NaN            NaN  0.627331       0.129447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3462                 NaN            NaN            NaN            NaN  0.640570       0.132284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3802                 NaN            NaN            NaN            NaN  0.607253       0.125669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3673                 NaN            NaN            NaN            NaN  0.619906       0.128146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3685                 NaN            NaN            NaN            NaN  0.618708       0.127854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3472                 NaN            NaN            NaN            NaN  0.639498       0.132603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3971                 NaN            NaN            NaN            NaN  0.590639       0.122288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7419                 NaN            NaN            NaN            NaN  0.196727                 NaN            NaN   1.06142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5695                 NaN            NaN            NaN            NaN  0.701186E-001            NaN            NaN   1.36042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5947                 NaN            NaN            NaN            NaN  0.689269E-001            NaN            NaN   1.33641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6153                 NaN            NaN            NaN            NaN  0.645797E-001            NaN            NaN   1.32012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6439                 NaN            NaN            NaN            NaN  0.642165E-001            NaN            NaN   1.29184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
