|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.25/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1604.51        2500.00                 NaN   99.1907       0.710453       0.988685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.93        2500.00                 NaN   99.1990       0.702861       0.981257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.34        2500.00                 NaN   99.2090       0.694722       0.962843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.76        2500.00                 NaN   99.2162       0.688124       0.956669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.18        2500.00                 NaN   99.2239       0.681903       0.942407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.60        2500.00                 NaN   99.2313       0.675811       0.928516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        2500.00                 NaN   99.2327       0.677004       0.902795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.43        2500.00                 NaN   99.2498       0.661057       0.891425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00                 NaN   99.2531       0.657786       0.891015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.27        2500.00                 NaN   99.2623       0.656805       0.809308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        2500.00                 NaN   99.2672       0.638898       0.938591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.10        2500.00                 NaN   99.2728       0.642853       0.843315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00                 NaN   99.2815       0.634040       0.844702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.94        2500.00                 NaN   99.2864       0.631481       0.821513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        2500.00                 NaN   99.2353       0.671283       0.934629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.77        2500.00                 NaN   99.3648       0.562655       0.725903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.19        2500.00                 NaN   99.3070       0.613877       0.791525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.61        2500.00                 NaN   99.3100       0.610733       0.792377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00                 NaN   99.3235       0.599420       0.770984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.44        2500.00                 NaN   99.2662       0.650527       0.832409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00                 NaN   99.3900       0.541760       0.681906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.28        2500.00                 NaN   99.3220       0.612644       0.653636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        2500.00                 NaN   99.3591       0.560433       0.804935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.11        2500.00                 NaN   99.3483       0.580817       0.708862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.53        2500.00                 NaN   99.3537       0.576013       0.702932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.95        2500.00                 NaN   99.3580       0.573688       0.682722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00                 NaN   99.3644       0.567668       0.679067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00                 NaN   99.2970       0.628451       0.745022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00                 NaN   99.4470       0.495424       0.576153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00                 NaN   99.9913                 NaN  0.870242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00                 NaN   98.7764        1.10369       0.119952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00                 NaN   99.3904       0.545970       0.636210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00                 NaN   99.5806       0.376402       0.429740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00                 NaN   99.8442       0.141714       0.140481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00                 NaN   98.7704        1.10760       0.121973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00                 NaN   99.4085       0.533043       0.584218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00                 NaN   99.4122       0.530414       0.573856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00                 NaN   99.4185       0.524272       0.572120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00                 NaN   99.4226       0.520833       0.565602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00                 NaN   99.4268       0.518181       0.550202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00                 NaN   99.4303       0.515879       0.537837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00                 NaN   99.4328       0.514806       0.523840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00                 NaN   99.4397       0.508480       0.517938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00                 NaN   99.4429       0.506097       0.510026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00                 NaN   99.5229       0.432408       0.446560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00                 NaN   99.3738       0.570366       0.558083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00                 NaN   99.4537       0.498433       0.478722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00                 NaN   99.4577       0.495205       0.471296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00                 NaN   99.4606       0.493623       0.457430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00                 NaN   99.4644       0.491130       0.445151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00                 NaN   99.4678       0.486092       0.461212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00                 NaN   99.4715       0.498953       0.295370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00                 NaN   99.4762       0.467305       0.565439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00                 NaN   99.4791       0.479019       0.418455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00                 NaN   99.4812       0.477749       0.410622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00                 NaN   99.4851       0.475574       0.393476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00                 NaN   99.4881       0.471713       0.402284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00                 NaN   99.9216       0.783800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00                 NaN   99.0608       0.865364       0.738725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00                 NaN   99.4839       0.415416       0.300546E-001  0.706140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00                 NaN   99.3390                 NaN  0.302657E-001  0.630707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00                 NaN   99.3369                 NaN  0.109050E-002  0.662037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00                 NaN   98.5994                 NaN            NaN   1.40060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00                 NaN   99.9852                 NaN            NaN  0.148206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00                 NaN   99.6485       0.117918E-001  0.326703E-001  0.307023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00                 NaN   99.0863                 NaN            NaN  0.913723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00                 NaN   99.3128                 NaN            NaN  0.687241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00                 NaN   99.3090                 NaN            NaN  0.691038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00                 NaN   99.3003                 NaN            NaN  0.699728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00                 NaN   99.2932                 NaN            NaN  0.706844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00                 NaN   99.2747                 NaN            NaN  0.725317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00                 NaN   99.0870                 NaN            NaN  0.382869       0.530177                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00                 NaN   98.9179                 NaN            NaN  0.320124       0.761962                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00                 NaN   98.9283                 NaN            NaN  0.317963       0.753715                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00                 NaN   98.9365                 NaN            NaN  0.748622       0.314915                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00                 NaN   98.9479                 NaN            NaN  0.740725       0.311358                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00                 NaN   98.9556                 NaN            NaN  0.308998       0.735395                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00                 NaN   98.9640                 NaN            NaN  0.729435       0.306582                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00                 NaN   98.9761                 NaN  0.130741E-005  0.303463       0.720395                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00                 NaN   98.9827                 NaN            NaN  0.716629       0.300720                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00                 NaN   99.1756                 NaN  0.691467E-005  0.583658       0.240774                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00                 NaN   98.8130                 NaN            NaN  0.833584       0.353440                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00                 NaN   99.0067                 NaN  0.253975E-004  0.292476       0.700791                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00                 NaN   99.0159                 NaN            NaN  0.693822       0.290284                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00                 NaN   99.1559                 NaN            NaN  0.248154       0.595991                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00                 NaN   98.8981                 NaN  0.208606E-001  0.789445       0.291641                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00                 NaN   99.0461                 NaN  0.382590E-001  0.219084       0.696546                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00                 NaN   99.0525                 NaN  0.371018E-001  0.218101       0.692261                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00                 NaN   99.0596                 NaN  0.358179E-001  0.686084       0.218511                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00                 NaN   99.0666                 NaN  0.346764E-001  0.218275       0.680474                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00                 NaN   99.0726                 NaN  0.334115E-001  0.218089       0.675856                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00                 NaN   99.0786                 NaN  0.324593E-001  0.669594       0.219347                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00                 NaN   99.0848                 NaN  0.311017E-001  0.217441       0.666678                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00                 NaN   99.0904                 NaN  0.300270E-001  0.217075       0.662535                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00                 NaN   99.0965                 NaN  0.290570E-001  0.216953       0.657444                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00                 NaN   99.1015                 NaN  0.287017E-001  0.214822       0.654972                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00                 NaN   99.1083                 NaN  0.257622E-001  0.217923       0.648031                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00                 NaN   99.6464                 NaN  0.205383E-001  0.680002E-001  0.265061                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00                 NaN   98.5818                 NaN  0.315643E-001  0.359278        1.02734                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00                 NaN   98.3631                 NaN  0.138667       0.741284       0.369240                 NaN  0.387709                 NaN            NaN            NaN            NaN
  1446.26        2500.00                 NaN   97.2409                 NaN  0.319071       0.889130       0.580241                 NaN  0.970617                 NaN            NaN            NaN            NaN
  1444.68        2500.00                 NaN   97.2757                 NaN  0.365107       0.491007       0.899226                 NaN  0.968942                 NaN            NaN            NaN            NaN
  1443.09        2500.00                 NaN   97.3822                 NaN  0.267252       0.598747       0.838207                 NaN  0.913586                 NaN            NaN            NaN            NaN
  1441.51        2500.00                 NaN   97.4159                 NaN  0.314375       0.509145       0.848502                 NaN  0.912073                 NaN            NaN            NaN            NaN
  1439.93        2500.00                 NaN   97.4678                 NaN  0.313165       0.837769       0.486414                 NaN  0.894811                 NaN            NaN            NaN            NaN
  1438.35        2500.00                 NaN   97.5218                 NaN  0.311537       0.824666       0.465323                 NaN  0.876722                 NaN            NaN            NaN            NaN
  1436.76        2500.00                 NaN   97.5712                 NaN  0.310368       0.813785       0.444438                 NaN  0.860244                 NaN            NaN            NaN            NaN
  1435.18        2500.00                 NaN   97.6124                 NaN  0.310492       0.801821       0.428574                 NaN  0.846718                 NaN            NaN            NaN            NaN
  1433.60        2500.00                 NaN   97.6727                 NaN  0.306954       0.791351       0.403451                 NaN  0.825511                 NaN            NaN            NaN            NaN
  1432.02        2500.00                 NaN   97.6930                 NaN  0.309331       0.388163       0.789087                 NaN  0.820397                 NaN            NaN            NaN            NaN
  1430.43        2500.00                 NaN   97.7763                 NaN  0.303166       0.363685       0.766760                 NaN  0.790122                 NaN            NaN            NaN            NaN
  1428.85        2500.00                 NaN   97.7975                 NaN  0.304892       0.348551       0.764941                 NaN  0.784066                 NaN            NaN            NaN            NaN
  1427.27        2500.00                 NaN   97.8368                 NaN  0.304141       0.757273       0.330955                 NaN  0.770844                 NaN            NaN            NaN            NaN
  1425.69        2500.00                 NaN   97.8764                 NaN  0.303284       0.748556       0.314263                 NaN  0.757483                 NaN            NaN            NaN            NaN
  1424.10        2500.00                 NaN   97.9171                 NaN  0.302028       0.739695       0.297570                 NaN  0.743582                 NaN            NaN            NaN            NaN
  1422.52        2500.00                 NaN   97.9530                 NaN  0.301383       0.732612       0.281562                 NaN  0.731489                 NaN            NaN            NaN            NaN
  1420.94        2500.00                 NaN   97.9734                 NaN  0.303727       0.729022       0.267930                 NaN  0.725905                 NaN            NaN            NaN            NaN
  1419.36        2500.00                 NaN   98.0459                 NaN  0.296130       0.249334       0.709816                 NaN  0.698804                 NaN            NaN            NaN            NaN
  1417.78        2500.00                 NaN   98.0577                 NaN  0.299009       0.711486       0.235838                 NaN  0.695980                 NaN            NaN            NaN            NaN
  1416.19        2500.00                 NaN   98.0911                 NaN  0.298211       0.706490       0.219415                 NaN  0.684771                 NaN            NaN            NaN            NaN
  1414.61        2500.00                 NaN   98.1238                 NaN  0.297157       0.206056       0.699687                 NaN  0.673313                 NaN            NaN            NaN            NaN
  1413.03        2500.00                 NaN   98.1542                 NaN  0.296395       0.694044       0.192368                 NaN  0.663010                 NaN            NaN            NaN            NaN
  1411.45        2500.00                 NaN   98.1859                 NaN  0.295656       0.687239       0.179056                 NaN  0.652146                 NaN            NaN            NaN            NaN
  1409.86        2500.00                 NaN   98.2151                 NaN  0.294710       0.682102       0.165894                 NaN  0.642159                 NaN            NaN            NaN            NaN
  1408.28        2500.00                 NaN   98.2438                 NaN  0.293914       0.676354       0.153632                 NaN  0.632287                 NaN            NaN            NaN            NaN
  1406.70        2500.00                 NaN   98.0528                 NaN  0.317964       0.161989       0.758766                 NaN  0.708496                 NaN            NaN            NaN            NaN
  1405.12        2500.00                 NaN   98.5461                 NaN  0.265877       0.884623E-001  0.577765                 NaN  0.521828                 NaN            NaN            NaN            NaN
  1403.53        2500.00                 NaN   98.3263                 NaN  0.291393       0.115585       0.662808                 NaN  0.603886                 NaN            NaN            NaN            NaN
  1401.95        2500.00                 NaN   98.3525                 NaN  0.290213       0.104424       0.658137                 NaN  0.594725                 NaN            NaN            NaN            NaN
  1400.37        2500.00                 NaN   98.3768                 NaN  0.289495       0.654979       0.923372E-001            NaN  0.586354                 NaN            NaN            NaN            NaN
  1398.79        2500.00                 NaN   98.4024                 NaN  0.288419       0.651651       0.799940E-001            NaN  0.577510                 NaN            NaN            NaN            NaN
  1397.20        2500.00                 NaN   98.4246                 NaN  0.287449       0.647825       0.706740E-001            NaN  0.569485                 NaN            NaN            NaN            NaN
  1395.62        2500.00                 NaN   98.4457                 NaN  0.287814       0.578706E-001  0.645913                 NaN  0.562656                 NaN            NaN            NaN            NaN
  1394.04        2500.00                 NaN   98.4793                 NaN  0.283632       0.635852       0.512754E-001            NaN  0.549983                 NaN            NaN            NaN            NaN
  1392.46        2500.00                 NaN   98.4947                 NaN  0.284760       0.638463       0.368344E-001            NaN  0.545252                 NaN            NaN            NaN            NaN
  1390.87        2500.00                 NaN   98.5186                 NaN  0.281884       0.310668E-001  0.632186                 NaN  0.536218                 NaN            NaN            NaN            NaN
  1389.29        2500.00                 NaN   98.5390                 NaN  0.281053       0.221539E-001  0.628591                 NaN  0.529205                 NaN            NaN            NaN            NaN
  1387.71        2500.00                 NaN   98.5578                 NaN  0.280414       0.627774       0.115289E-001            NaN  0.522513                 NaN            NaN            NaN            NaN
  1386.13        2500.00                 NaN   98.5381                 NaN  0.224282       0.516285       0.202518                 NaN  0.518845                 NaN            NaN            NaN            NaN
  1384.54        2500.00                 NaN   98.6116                 NaN  0.275831       0.609932                 NaN            NaN  0.502661                 NaN            NaN            NaN            NaN
  1382.96        2500.00                 NaN   98.6172                 NaN  0.274739       0.607392                 NaN            NaN  0.500658                 NaN            NaN            NaN            NaN
  1381.38        2500.00                 NaN   98.6398                 NaN  0.271678       0.595997                 NaN            NaN  0.492533                 NaN            NaN            NaN            NaN
  1379.80        2500.00                 NaN   98.6543                 NaN  0.265473       0.593988                 NaN            NaN  0.486218                 NaN            NaN            NaN            NaN
  1378.21        2500.00                 NaN   98.6722                 NaN  0.262483       0.585884                 NaN            NaN  0.479422                 NaN            NaN            NaN            NaN
  1376.63        2500.00                 NaN   98.6861                 NaN  0.259724       0.580425                 NaN            NaN  0.473797                 NaN            NaN            NaN            NaN
  1375.05        2500.00                 NaN   98.7096                 NaN  0.260242       0.564034                 NaN            NaN  0.466106                 NaN            NaN            NaN            NaN
  1373.47        2500.00                 NaN   98.7249                 NaN  0.255208       0.560332                 NaN            NaN  0.459568                 NaN            NaN            NaN            NaN
  1371.88        2500.00                 NaN   98.7353                 NaN  0.245668       0.564698                 NaN            NaN  0.454319                 NaN            NaN            NaN            NaN
  1370.30        2500.00                 NaN   98.7575                 NaN  0.247449       0.548744                 NaN            NaN  0.446338                 NaN            NaN            NaN            NaN
  1368.72        2500.00                 NaN   98.7700                 NaN  0.242534       0.546142                 NaN            NaN  0.441321                 NaN            NaN            NaN            NaN
  1367.14        2500.00                 NaN   98.7868                 NaN  0.241257       0.536775                 NaN            NaN  0.435186                 NaN            NaN            NaN            NaN
  1365.55        2500.00                 NaN   98.8036                 NaN  0.238529       0.529252                 NaN            NaN  0.428622                 NaN            NaN            NaN            NaN
  1363.97        2500.00                 NaN   98.8167                 NaN  0.243743       0.513720                 NaN            NaN  0.425794                 NaN            NaN            NaN            NaN
  1362.39        2500.00                 NaN   98.8331                 NaN  0.231630       0.518947                 NaN            NaN  0.416320                 NaN            NaN            NaN            NaN
  1360.81        2500.00                 NaN   98.8480                 NaN  0.228295       0.512586                 NaN            NaN  0.411074                 NaN            NaN            NaN            NaN
  1359.22        2500.00                 NaN   98.8603                 NaN  0.226910       0.505926                 NaN            NaN  0.406890                 NaN            NaN            NaN            NaN
  1357.64        2500.00                 NaN   98.8488                 NaN  0.227347       0.513931                 NaN            NaN  0.409968                 NaN            NaN            NaN            NaN
  1356.06        2500.00                 NaN   98.9111                 NaN  0.219770       0.482102                 NaN            NaN  0.387046                 NaN            NaN            NaN            NaN
  1354.48        2500.00                 NaN   98.9009                 NaN  0.218721       0.489923                 NaN            NaN  0.390441                 NaN            NaN            NaN            NaN
  1352.89        2500.00                 NaN   98.9139                 NaN  0.216057       0.484683                 NaN            NaN  0.385384                 NaN            NaN            NaN            NaN
  1351.31        2500.00                 NaN   98.9279                 NaN  0.212250       0.480046                 NaN            NaN  0.379828                 NaN            NaN            NaN            NaN
  1349.73        2500.00                 NaN   98.9385                 NaN  0.209214       0.476936                 NaN            NaN  0.375315                 NaN            NaN            NaN            NaN
  1348.15        2500.00                 NaN   98.9521                 NaN  0.206940       0.470864                 NaN            NaN  0.370112                 NaN            NaN            NaN            NaN
  1346.56        2500.00                 NaN   98.9641                 NaN  0.205906       0.464072                 NaN            NaN  0.365884                 NaN            NaN            NaN            NaN
  1344.98        2500.00                 NaN   98.9765                 NaN  0.200374       0.463097                 NaN            NaN  0.360039                 NaN            NaN            NaN            NaN
  1343.40        2500.00                 NaN   98.9871                 NaN  0.197400       0.459470                 NaN            NaN  0.356000                 NaN            NaN            NaN            NaN
  1341.82        2500.00                 NaN   98.9993                 NaN  0.195347       0.454286                 NaN            NaN  0.351050                 NaN            NaN            NaN            NaN
  1340.23        2500.00                 NaN   99.0098                 NaN  0.191224       0.452216                 NaN            NaN  0.346742                 NaN            NaN            NaN            NaN
  1338.65        2500.00                 NaN   99.0217                 NaN  0.191370       0.444299                 NaN            NaN  0.342613                 NaN            NaN            NaN            NaN
  1337.07        2500.00                 NaN   99.0293                 NaN  0.187879       0.443820                 NaN            NaN  0.338998                 NaN            NaN            NaN            NaN
  1335.49        2500.00                 NaN   99.0459                 NaN  0.182472       0.439631                 NaN            NaN  0.331981                 NaN            NaN            NaN            NaN
  1333.90        2500.00                 NaN   99.0536                 NaN  0.179525       0.438031                 NaN            NaN  0.328812                 NaN            NaN            NaN            NaN
  1332.32        2500.00                 NaN   99.0623                 NaN  0.178985       0.432968                 NaN            NaN  0.325761                 NaN            NaN            NaN            NaN
  1330.74        2500.00                 NaN   99.0735                 NaN  0.174657       0.430870                 NaN            NaN  0.320927                 NaN            NaN            NaN            NaN
  1329.16        2500.00                 NaN   99.0826                 NaN  0.172755       0.427290                 NaN            NaN  0.317320                 NaN            NaN            NaN            NaN
  1327.57        2500.00                 NaN   99.0929                 NaN  0.168330       0.425979                 NaN            NaN  0.312763                 NaN            NaN            NaN            NaN
  1325.99        2500.00                 NaN   99.1019                 NaN  0.165659       0.423189                 NaN            NaN  0.309271                 NaN            NaN            NaN            NaN
  1324.41        2500.00                 NaN   99.1116                 NaN  0.162211       0.421049                 NaN            NaN  0.305148                 NaN            NaN            NaN            NaN
  1322.83        2500.00                 NaN   99.1209                 NaN  0.161250       0.416128                 NaN            NaN  0.301711                 NaN            NaN            NaN            NaN
  1321.24        2500.00                 NaN   99.1303                 NaN  0.157162       0.414828                 NaN            NaN  0.297737                 NaN            NaN            NaN            NaN
  1319.66        2500.00                 NaN   99.1377                 NaN  0.151954       0.416099                 NaN            NaN  0.294254                 NaN            NaN            NaN            NaN
  1318.08        2500.00                 NaN   99.1471                 NaN  0.148964       0.413598                 NaN            NaN  0.290354                 NaN            NaN            NaN            NaN
  1316.50        2500.00                 NaN   99.1561                 NaN  0.147359       0.409543                 NaN            NaN  0.286975                 NaN            NaN            NaN            NaN
  1314.91        2500.00                 NaN   99.1629                 NaN  0.143397       0.409821                 NaN            NaN  0.283868                 NaN            NaN            NaN            NaN
  1313.33        2500.00                 NaN   99.1727                 NaN  0.141034       0.406139                 NaN            NaN  0.280089                 NaN            NaN            NaN            NaN
  1311.75        2500.00                 NaN   99.1780                 NaN  0.135438       0.409460                 NaN            NaN  0.277106                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   99.1878                 NaN  0.133774       0.404773                 NaN            NaN  0.273630                 NaN            NaN            NaN            NaN
