|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1536.42        2500.00        99.4605       0.488036       0.514897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.03        2500.00        99.4213       0.410951       0.167780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.64        2500.00        99.4493       0.550698       0.214103E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.25        2500.00        99.4443       0.555714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.87        2500.00        99.7491       0.241273       0.963779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.48        2500.00        99.1476       0.774557       0.778304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.09        2500.00        99.4515       0.498903       0.496408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.70        2500.00        99.4454       0.505182       0.494147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.31        2500.00        99.4696       0.483352       0.470587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.92        2500.00        99.4613       0.491280       0.474443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.53        2500.00        99.4652       0.488878       0.459291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.14        2500.00        99.4677       0.485132       0.471454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        2500.00        99.7174       0.258124       0.244934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.36        2500.00        99.2222       0.713352       0.644947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.97        2500.00        99.4782       0.477422       0.443753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.58        2500.00        99.4810       0.473301       0.456699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        2500.00        99.4764       0.479378       0.441893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.80        2500.00        99.4898       0.467796       0.423886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.41        2500.00        99.4861       0.473276       0.406507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.02        2500.00        99.4533       0.355008       0.248168E-001  0.166832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        2500.00        99.3377       0.908912E-001  0.687616E-002  0.564554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.24        2500.00        99.3326                 NaN  0.104459E-001  0.656914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00        99.3266                 NaN            NaN  0.673378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.46        2500.00        99.3305                 NaN            NaN  0.669512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        2500.00        99.3239                 NaN            NaN  0.676076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.68        2500.00        99.3213                 NaN            NaN  0.678686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        2500.00        98.9794                 NaN  0.768988E-001  0.943718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.90        2500.00        99.6719                 NaN            NaN  0.328119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.51        2500.00        99.3093                 NaN            NaN  0.690697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.12        2500.00        99.3014                 NaN            NaN  0.698608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        2500.00        99.2930                 NaN            NaN  0.707026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.34        2500.00        99.2807                 NaN            NaN  0.814533E-002  0.711133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        2500.00        98.9481                 NaN            NaN  0.636064       0.415802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.56        2500.00        98.9362                 NaN            NaN  0.397350       0.666480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00        98.9492                 NaN            NaN  0.394685       0.656092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.78        2500.00        98.9534                 NaN            NaN  0.653075       0.393481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        2500.00        98.9608                 NaN            NaN  0.390083       0.649096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        2500.00        98.9677                 NaN            NaN  0.643063       0.389199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.62        2500.00        98.9806                 NaN            NaN  0.385042       0.634373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.23        2500.00        98.9839                 NaN            NaN  0.633206       0.382892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.84        2500.00        98.9927                 NaN            NaN  0.627108       0.380151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.45        2500.00        98.9981                 NaN            NaN  0.622680       0.379206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.06        2500.00        99.0062                 NaN            NaN  0.616782       0.377066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        2500.00        98.7021                 NaN            NaN  0.805534       0.492335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        2500.00        99.8393                 NaN  0.386569E-002  0.102387       0.544632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.89        2500.00        99.9079                 NaN  0.120611E-001  0.620537E-001  0.179504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.50        2500.00        97.6524                 NaN  0.474709E-001  0.826986        1.47317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.11        2500.00        99.0452                 NaN  0.438308E-001  0.610510       0.300504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.72        2500.00        99.0498                 NaN  0.425797E-001  0.606285       0.301290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.33        2500.00        99.0568                 NaN  0.410557E-001  0.601926       0.300259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.94        2500.00        99.0566                 NaN  0.404370E-001  0.600798       0.302129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.55        2500.00        99.0728                 NaN  0.379997E-001  0.589208       0.300041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.16        2500.00        99.4452                 NaN  0.230268E-001  0.353263       0.178498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.77        2500.00        98.7061                 NaN  0.508741E-001  0.422762       0.820251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.38        2500.00        99.0838                 NaN  0.351894E-001  0.580337       0.300637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.99        2500.00        98.8301                 NaN  0.443433E-001  0.742787       0.382803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.60        2500.00        99.3602                 NaN  0.220908E-001  0.214454       0.403300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.21        2500.00        99.1004                 NaN  0.314541E-001  0.567998       0.300167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.82        2500.00        99.1053                 NaN  0.302663E-001  0.300481       0.563911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.43        2500.00        99.1098                 NaN  0.282634E-001  0.303533       0.557150                 NaN            NaN  0.122249E-002            NaN            NaN            NaN            NaN
  1453.04        2500.00        99.1162                 NaN  0.279924E-001  0.555948       0.299885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.65        2500.00        99.1204                 NaN  0.267293E-001  0.551686       0.300736                 NaN            NaN  0.434617E-003            NaN            NaN            NaN            NaN
  1450.26        2500.00        99.1234                 NaN  0.262011E-001  0.299150       0.551166                 NaN            NaN  0.104754E-003            NaN            NaN            NaN            NaN
  1448.87        2500.00        98.8793                 NaN  0.310218E-001  0.389782       0.698096                 NaN            NaN  0.178829E-002            NaN            NaN            NaN            NaN
  1447.48        2500.00        99.3844                 NaN  0.160236E-001  0.382821       0.215797                 NaN            NaN  0.942394E-003            NaN            NaN            NaN            NaN
  1446.09        2500.00        99.1375                 NaN  0.220571E-001  0.536426       0.302702                 NaN            NaN  0.128989E-002            NaN            NaN            NaN            NaN
  1444.70        2500.00        99.1007                 NaN  0.327452       0.570302                 NaN            NaN            NaN  0.157372E-002            NaN            NaN            NaN            NaN
  1443.31        2500.00        99.2364                 NaN            NaN  0.194924       0.568541                 NaN            NaN  0.127347E-003            NaN            NaN            NaN            NaN
  1441.92        2500.00        99.1481                 NaN            NaN  0.521048       0.329689                 NaN            NaN  0.117381E-002            NaN            NaN            NaN            NaN
  1440.53        2500.00        99.1518                 NaN            NaN  0.328112       0.518954                 NaN            NaN  0.112187E-002            NaN            NaN            NaN            NaN
  1439.14        2500.00        99.1553                 NaN            NaN  0.326803       0.516755                 NaN            NaN  0.109909E-002            NaN            NaN            NaN            NaN
  1437.76        2500.00        98.7083                 NaN            NaN  0.792483       0.497588                 NaN            NaN  0.159051E-002            NaN            NaN            NaN            NaN
  1436.37        2500.00        99.6170                 NaN            NaN  0.149479       0.233091                 NaN            NaN  0.445762E-003            NaN            NaN            NaN            NaN
  1434.98        2500.00        99.1673                 NaN            NaN  0.322577       0.509162                 NaN            NaN  0.951319E-003            NaN            NaN            NaN            NaN
  1433.59        2500.00        99.1692                 NaN            NaN  0.321063       0.508852                 NaN            NaN  0.895171E-003            NaN            NaN            NaN            NaN
  1432.20        2500.00        99.1775                 NaN            NaN  0.503717       0.317852                 NaN            NaN  0.902317E-003            NaN            NaN            NaN            NaN
  1430.81        2500.00        99.1787                 NaN            NaN  0.502968       0.317457                 NaN            NaN  0.839599E-003            NaN            NaN            NaN            NaN
  1429.42        2500.00        99.1788                 NaN            NaN  0.317083       0.503274                 NaN            NaN  0.809579E-003            NaN            NaN            NaN            NaN
  1428.03        2500.00        99.1871                 NaN            NaN  0.313777       0.498333                 NaN            NaN  0.784641E-003            NaN            NaN            NaN            NaN
  1426.64        2500.00        99.1885                 NaN            NaN  0.497517       0.313184                 NaN            NaN  0.749293E-003            NaN            NaN            NaN            NaN
  1425.25        2500.00        99.1909                 NaN            NaN  0.312222       0.496205                 NaN            NaN  0.692579E-003            NaN            NaN            NaN            NaN
  1423.86        2500.00        99.1941                 NaN            NaN  0.494567       0.310582                 NaN            NaN  0.702111E-003            NaN            NaN            NaN            NaN
  1422.47        2500.00        99.1959                 NaN            NaN  0.309662       0.493809                 NaN            NaN  0.669937E-003            NaN            NaN            NaN            NaN
  1421.08        2500.00        99.2056                 NaN  0.184600E-001  0.280831       0.494514                 NaN            NaN  0.613836E-003            NaN            NaN            NaN            NaN
  1419.69        2500.00        99.2028                 NaN            NaN  0.306901       0.489754                 NaN            NaN  0.591561E-003            NaN            NaN            NaN            NaN
  1418.30        2500.00        99.2048                 NaN  0.414686E-002  0.490512       0.299972                 NaN            NaN  0.560758E-003            NaN            NaN            NaN            NaN
  1416.91        2500.00        99.2082                 NaN            NaN  0.487304       0.303953                 NaN            NaN  0.546479E-003            NaN            NaN            NaN            NaN
  1415.52        2500.00        98.4115                 NaN  0.912301E-001  0.550960       0.530957                 NaN            NaN            NaN  0.415381                 NaN            NaN            NaN
  1414.13        2500.00        98.4616                 NaN  0.245570       0.321837       0.527690                 NaN            NaN            NaN  0.443318                 NaN            NaN            NaN
  1412.74        2500.00        98.2208                 NaN  0.288116       0.608153       0.369702                 NaN            NaN            NaN  0.513188                 NaN            NaN            NaN
  1411.35        2500.00        98.3662                 NaN  0.268020       0.337161       0.554882                 NaN            NaN  0.242342E-002  0.471293                 NaN            NaN            NaN
  1409.96        2500.00        98.4028                 NaN  0.265561       0.322718       0.547525                 NaN            NaN            NaN  0.461375                 NaN            NaN            NaN
  1408.57        2500.00        98.4189                 NaN  0.266315       0.313591       0.545231                 NaN            NaN            NaN  0.455992                 NaN            NaN            NaN
  1407.18        2500.00        98.4337                 NaN  0.267448       0.541798       0.305010                 NaN            NaN            NaN  0.452091                 NaN            NaN            NaN
  1405.79        2500.00        98.4529                 NaN  0.267582       0.536151       0.296779                 NaN            NaN            NaN  0.446585                 NaN            NaN            NaN
  1404.40        2500.00        98.4715                 NaN  0.267628       0.531265       0.288383                 NaN            NaN            NaN  0.441180                 NaN            NaN            NaN
  1403.01        2500.00        98.4894                 NaN  0.267568       0.526599       0.280420                 NaN            NaN            NaN  0.436030                 NaN            NaN            NaN
  1401.62        2500.00        98.5077                 NaN  0.267928       0.271842       0.521790                 NaN            NaN            NaN  0.430768                 NaN            NaN            NaN
  1400.23        2500.00        98.5227                 NaN  0.268290       0.264511       0.518151                 NaN            NaN            NaN  0.426347                 NaN            NaN            NaN
  1398.84        2500.00        98.5387                 NaN  0.268693       0.514550       0.256230                 NaN            NaN            NaN  0.421838                 NaN            NaN            NaN
  1397.45        2500.00        98.5596                 NaN  0.267628       0.508047       0.249222                 NaN            NaN            NaN  0.415507                 NaN            NaN            NaN
  1396.06        2500.00        98.5714                 NaN  0.269310       0.241571       0.505302                 NaN            NaN            NaN  0.412416                 NaN            NaN            NaN
  1394.67        2500.00        98.5899                 NaN  0.267989       0.235331       0.500264                 NaN            NaN            NaN  0.406475                 NaN            NaN            NaN
  1393.28        2500.00        98.6050                 NaN  0.268473       0.228128       0.496070                 NaN            NaN            NaN  0.402330                 NaN            NaN            NaN
  1391.90        2500.00        98.6197                 NaN  0.268820       0.492263       0.221070                 NaN            NaN            NaN  0.398170                 NaN            NaN            NaN
  1390.51        2500.00        98.6294                 NaN  0.270377       0.213707       0.490933                 NaN            NaN            NaN  0.395617                 NaN            NaN            NaN
  1389.12        2500.00        98.6516                 NaN  0.267859       0.208758       0.483297                 NaN            NaN            NaN  0.388477                 NaN            NaN            NaN
  1387.73        2500.00        98.6631                 NaN  0.268994       0.480939       0.201507                 NaN            NaN            NaN  0.385488                 NaN            NaN            NaN
  1386.34        2500.00        98.6763                 NaN  0.269039       0.195296       0.477870                 NaN            NaN            NaN  0.381451                 NaN            NaN            NaN
  1384.95        2500.00        98.6909                 NaN  0.269348       0.188160       0.474136                 NaN            NaN            NaN  0.377472                 NaN            NaN            NaN
  1383.56        2500.00        98.7030                 NaN  0.268629       0.184344       0.470799                 NaN            NaN            NaN  0.373193                 NaN            NaN            NaN
  1382.17        2500.00        98.7156                 NaN  0.268937       0.177469       0.468269                 NaN            NaN            NaN  0.369680                 NaN            NaN            NaN
  1380.78        2500.00        98.7276                 NaN  0.269217       0.464974       0.172176                 NaN            NaN            NaN  0.366057                 NaN            NaN            NaN
  1379.39        2500.00        98.7407                 NaN  0.268696       0.461571       0.166902                 NaN            NaN            NaN  0.362089                 NaN            NaN            NaN
  1378.00        2500.00        98.7529                 NaN  0.268718       0.161318       0.458568                 NaN            NaN            NaN  0.358531                 NaN            NaN            NaN
  1376.61        2500.00        98.4559                 NaN  0.336423       0.190089       0.571786                 NaN            NaN            NaN  0.445842                 NaN            NaN            NaN
  1375.22        2500.00        99.0943                 NaN  0.199241       0.336870       0.110239                 NaN            NaN            NaN  0.259398                 NaN            NaN            NaN
  1373.83        2500.00        98.7877                 NaN  0.268133       0.449854       0.146344                 NaN            NaN            NaN  0.347944                 NaN            NaN            NaN
  1372.44        2500.00        98.7984                 NaN  0.267983       0.141775       0.447210                 NaN            NaN            NaN  0.344643                 NaN            NaN            NaN
  1371.05        2500.00        98.8076                 NaN  0.268799       0.444672       0.136976                 NaN            NaN            NaN  0.341959                 NaN            NaN            NaN
  1369.66        2500.00        98.8206                 NaN  0.266489       0.133632       0.441762                 NaN            NaN            NaN  0.337498                 NaN            NaN            NaN
  1368.27        2500.00        98.8294                 NaN  0.267149       0.128799       0.439702                 NaN            NaN            NaN  0.334901                 NaN            NaN            NaN
  1366.88        2500.00        98.8406                 NaN  0.266351       0.436724       0.124775                 NaN            NaN            NaN  0.331505                 NaN            NaN            NaN
  1365.49        2500.00        98.8507                 NaN  0.266079       0.120629       0.434171                 NaN            NaN            NaN  0.328408                 NaN            NaN            NaN
  1364.10        2500.00        98.6423                 NaN  0.370699E-001  0.228364       0.749837                 NaN            NaN            NaN  0.342425                 NaN            NaN            NaN
  1362.71        2500.00        98.9768                 NaN  0.272233       0.458413                 NaN            NaN            NaN            NaN  0.292565                 NaN            NaN            NaN
  1361.32        2500.00        98.9027                 NaN  0.312888       0.462090                 NaN            NaN            NaN            NaN  0.322323                 NaN            NaN            NaN
  1359.93        2500.00        98.9111                 NaN  0.312112       0.457575                 NaN            NaN            NaN            NaN  0.319212                 NaN            NaN            NaN
  1358.54        2500.00        98.9161                 NaN  0.308590       0.458188                 NaN            NaN            NaN            NaN  0.317084                 NaN            NaN            NaN
  1357.15        2500.00        98.9294                 NaN  0.303930       0.454594                 NaN            NaN            NaN            NaN  0.312035                 NaN            NaN            NaN
  1355.76        2500.00        98.9293                 NaN  0.293346       0.445358       0.221753E-001            NaN            NaN            NaN  0.309859                 NaN            NaN            NaN
  1354.37        2500.00        98.9310                 NaN  0.275176       0.599110E-001  0.428228                 NaN            NaN            NaN  0.305708                 NaN            NaN            NaN
  1352.98        2500.00        98.9308                 NaN  0.259090       0.415707       0.919375E-001            NaN            NaN            NaN  0.302505                 NaN            NaN            NaN
  1351.59        2500.00        98.9412                 NaN  0.257222       0.411870       0.907223E-001            NaN            NaN            NaN  0.299001                 NaN            NaN            NaN
  1350.20        2500.00        98.9460                 NaN  0.252820       0.408547       0.955456E-001            NaN            NaN            NaN  0.297122                 NaN            NaN            NaN
  1348.81        2500.00        98.9617                 NaN  0.259088       0.409406       0.768238E-001            NaN            NaN            NaN  0.292941                 NaN            NaN            NaN
  1347.42        2500.00        98.9643                 NaN  0.253959       0.406017       0.844709E-001            NaN            NaN            NaN  0.291236                 NaN            NaN            NaN
  1346.04        2500.00        98.9716                 NaN  0.252487       0.404270       0.829385E-001            NaN            NaN            NaN  0.288728                 NaN            NaN            NaN
  1344.65        2500.00        97.1054                 NaN  0.346703       0.452168        1.11961                 NaN            NaN  0.242979       0.733140                 NaN            NaN            NaN
  1343.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.87        2500.00        99.3690                 NaN  0.118484       0.276110                 NaN            NaN            NaN  0.724455E-001  0.163945                 NaN            NaN            NaN
  1340.48        2500.00        98.7506                 NaN  0.101576       0.176211       0.506484                 NaN            NaN  0.160922       0.304186                 NaN            NaN            NaN
  1339.09        2500.00        98.7536                 NaN  0.951301E-001  0.176076       0.508537                 NaN            NaN  0.164704       0.301940                 NaN            NaN            NaN
  1337.70        2500.00        98.7635                 NaN  0.913746E-001  0.505720       0.175485                 NaN            NaN  0.164997       0.298922                 NaN            NaN            NaN
  1336.31        2500.00        98.7734                 NaN  0.878225E-001  0.174773       0.502948                 NaN            NaN  0.165081       0.295948                 NaN            NaN            NaN
  1334.92        2500.00        98.7835                 NaN  0.843103E-001  0.500181       0.173954                 NaN            NaN  0.165073       0.293000                 NaN            NaN            NaN
  1333.53        2500.00        98.7974                 NaN  0.822159E-001  0.173118       0.494269                 NaN            NaN  0.163369       0.289601                 NaN            NaN            NaN
  1332.14        2500.00        98.8095                 NaN  0.797167E-001  0.489747       0.172248                 NaN            NaN  0.162273       0.286491                 NaN            NaN            NaN
  1330.75        2500.00        98.8223                 NaN  0.780154E-001  0.170494       0.484926                 NaN            NaN  0.160832       0.283447                 NaN            NaN            NaN
  1329.36        2500.00        98.8346                 NaN  0.747920E-001  0.480058       0.171026                 NaN            NaN  0.159461       0.280055                 NaN            NaN            NaN
  1327.97        2500.00        98.8477                 NaN  0.731350E-001  0.171013       0.473738                 NaN            NaN  0.157311       0.277068                 NaN            NaN            NaN
  1326.58        2500.00        98.8610                 NaN  0.713195E-001  0.468023       0.170255                 NaN            NaN  0.155527       0.273901                 NaN            NaN            NaN
  1325.19        2500.00        98.8744                 NaN  0.701710E-001  0.461472       0.169754                 NaN            NaN  0.153212       0.270955                 NaN            NaN            NaN
  1323.80        2500.00        98.8871                 NaN  0.670347E-001  0.455883       0.170796                 NaN            NaN  0.151580       0.267601                 NaN            NaN            NaN
  1322.41        2500.00        98.9001                 NaN  0.657837E-001  0.169963       0.450075                 NaN            NaN  0.149435       0.264643                 NaN            NaN            NaN
  1321.02        2500.00        98.9120                 NaN  0.632210E-001  0.443576       0.171926                 NaN            NaN  0.147515       0.261773                 NaN            NaN            NaN
  1319.63        2500.00        98.9239                 NaN  0.613554E-001  0.438624       0.171668                 NaN            NaN  0.145553       0.258871                 NaN            NaN            NaN
  1318.24        2500.00        98.9366                 NaN  0.593845E-001  0.432126       0.172406                 NaN            NaN  0.143572       0.255915                 NaN            NaN            NaN
  1316.85        2500.00        98.9487                 NaN  0.575262E-001  0.173034       0.426056                 NaN            NaN  0.141616       0.253069                 NaN            NaN            NaN
  1315.46        2500.00        98.9622                 NaN  0.122693       0.448209       0.742942E-001            NaN            NaN  0.132670       0.259934                 NaN            NaN            NaN
  1314.07        2500.00        98.9734                 NaN  0.144322E-005  0.390849       0.253678                 NaN            NaN  0.142846       0.239209                 NaN            NaN            NaN
  1312.68        2500.00        98.9814                 NaN  0.383717E-001  0.403168       0.196130                 NaN            NaN  0.137422       0.243513                 NaN            NaN            NaN
  1311.29        2500.00        98.9948                 NaN  0.492940E-001  0.402563       0.177291                 NaN            NaN  0.133922       0.242129                 NaN            NaN            NaN
  1309.90        2500.00        99.0055                 NaN  0.468385E-001  0.395693       0.180517                 NaN            NaN  0.131870       0.239589                 NaN            NaN            NaN
  1308.51        2500.00        99.0164                 NaN  0.444481E-001  0.389649       0.182528                 NaN            NaN  0.130085       0.236929                 NaN            NaN            NaN
  1307.12        2500.00        99.0272                 NaN  0.422665E-001  0.183831       0.384015                 NaN            NaN  0.128331       0.234388                 NaN            NaN            NaN
  1305.73        2500.00        99.0376                 NaN  0.399562E-001  0.186006       0.377945                 NaN            NaN  0.126532       0.231953                 NaN            NaN            NaN
  1304.34        2500.00        99.0476                 NaN  0.378870E-001  0.188179       0.372251                 NaN            NaN  0.124610       0.229507                 NaN            NaN            NaN
  1302.95        2500.00        99.0576                 NaN  0.352219E-001  0.191092       0.365970                 NaN            NaN  0.123002       0.227134                 NaN            NaN            NaN
  1301.56        2500.00        99.0672                 NaN  0.328575E-001  0.193348       0.360496                 NaN            NaN  0.121278       0.224863                 NaN            NaN            NaN
  1300.18        2500.00        99.0773                 NaN  0.308401E-001  0.354740       0.195065                 NaN            NaN  0.119587       0.222419                 NaN            NaN            NaN
  1298.79        2500.00        99.0870                 NaN  0.288224E-001  0.349101       0.197045                 NaN            NaN  0.117820       0.220182                 NaN            NaN            NaN
  1297.40        2500.00        99.0957                 NaN  0.257719E-001  0.343193       0.200986                 NaN            NaN  0.116381       0.218007                 NaN            NaN            NaN
  1296.01        2500.00        73.2092                 NaN  0.942151       0.907033        5.17462                 NaN            NaN   2.22929        3.34663        14.1911                 NaN            NaN
  1294.62        2500.00        64.2664                 NaN   1.03733        6.62420        1.68094                 NaN            NaN   2.90221        4.41311        19.0758                 NaN            NaN
  1293.23        2500.00        71.5072                 NaN  0.674336        1.74850        5.14428                 NaN            NaN   2.28018        3.52959        15.1159                 NaN            NaN
  1291.84        2500.00        76.2588                 NaN  0.449913        1.77228        4.16904                 NaN            NaN   1.87348        2.94974        12.5267                 NaN            NaN
  1290.45        2500.00        78.5371                 NaN  0.110497        2.16525        3.60333                 NaN            NaN   1.68418        2.66256        11.2371                 NaN            NaN
  1289.06        2500.00        82.8305                 NaN  0.846765       0.578687        3.28872                 NaN            NaN   1.22306        2.20570        9.02659                 NaN            NaN
  1287.67        2500.00        84.0390                 NaN            NaN   1.95070        2.48555                 NaN            NaN   1.22506        1.99031        8.30941                 NaN            NaN
  1286.28        2500.00        85.7374                 NaN            NaN   2.16796        1.83541                 NaN            NaN   1.07245        1.78814        7.39865                 NaN            NaN
  1284.89        2500.00        86.6866                 NaN            NaN   1.80872        1.96313                 NaN            NaN  0.979331        1.67759        6.88465                 NaN            NaN
  1283.50        2500.00        87.7433                 NaN            NaN   1.76725        1.72612                 NaN            NaN  0.884202        1.55030        6.32885                 NaN            NaN
  1282.11        2500.00        88.4876                 NaN  0.231021E-005   1.69834        1.61760                 NaN            NaN  0.809384        1.46245        5.92461                 NaN            NaN
  1280.72        2500.00        89.1657                 NaN            NaN   1.46560        1.66741                 NaN            NaN  0.747274        1.38078        5.57326                 NaN            NaN
  1279.33        2500.00        89.8080                 NaN            NaN   1.62435        1.33121                 NaN            NaN  0.690665        1.30298        5.24279                 NaN            NaN
  1277.94        2500.00        90.2708                 NaN            NaN   1.61555        1.21552                 NaN            NaN  0.644223        1.24800        5.00586                 NaN            NaN
  1276.55        2500.00        85.3090                 NaN            NaN   1.72098        2.45546                 NaN            NaN  0.938976        1.96895        7.60662                 NaN            NaN
