|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1058.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.20290        1.18162                 NaN            NaN   6.95363       0.742778        41.5403        40.3788     
  1057.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.11214        1.36344        6.89864                 NaN   6.95301       0.743746        41.5519        40.3771     
  1056.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.70310        2.69052                 NaN            NaN   6.96566       0.736274        41.5250        40.3795     
  1054.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.75875        2.63792                 NaN            NaN   6.96776       0.735172        41.5204        40.3800     
  1053.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.32933        3.06925                 NaN            NaN   6.96921       0.734481        41.5173        40.3804     
  1051.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.25700        2.14673                 NaN            NaN   6.97248       0.732621        41.5099        40.3813     
  1050.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.90752        1.89809        5.57598                 NaN   6.95994       0.740457        41.5393        40.3787     
  1048.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.14116        2.03986        5.20195                 NaN   6.96122       0.739733        41.5370        40.3791     
  1047.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.29112        2.10596        4.98744                 NaN   6.96286       0.739129        41.5341        40.3794     
  1046.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.49575        2.21736        4.67252                 NaN   6.96415       0.738559        41.5319        40.3798     
  1044.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.57142        2.39583        4.42820                 NaN   6.97095       0.734839        41.5171        40.3816     
  1043.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70855        2.47161        4.21596                 NaN   6.97269       0.734131        41.5153        40.3818     
  1041.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.49425        5.10569        1.80430                 NaN   6.97660       0.731930        41.5044        40.3829     
  1040.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.52751        5.09344        1.78616                 NaN   6.97883       0.730770        41.4999        40.3834     
  1038.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.51322        2.72519        3.15985                 NaN   6.97390       0.733448        41.5121        40.3823     
  1037.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.60684        5.00416        1.81123                 NaN   6.98879       0.725007        41.4782        40.3857     
  1035.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70698        5.06323        1.64677                 NaN   6.98543       0.727440        41.4848        40.3853     
  1034.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.71704        5.06897        1.63185                 NaN   6.98684       0.726698        41.4832        40.3854     
  1033.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.73567        5.04416        1.64204                 NaN   6.98879       0.725740        41.4773        40.3863     
  1031.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.77143        4.93415        1.72881                 NaN   6.99734       0.720722        41.4594        40.3881     
  1030.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.84769        5.02058        1.55980                 NaN   6.99305       0.723530        41.4678        40.3875     
  1028.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.07618        5.00350        1.35213                 NaN   6.99537       0.721963        41.4632        40.3876     
  1027.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.26349        4.74598        1.42489                 NaN   6.99772       0.720763        41.4590        40.3881     
  1025.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.41487        4.74083        1.28215       0.496677E-004   7.00051       0.719323        41.4535        40.3888     
  1024.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.11153        3.30065                 NaN            NaN   6.98648       0.728133        41.4877        40.3855     
  1023.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.15312        3.26042                 NaN            NaN   6.98736       0.727798        41.4853        40.3860     
  1021.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.15714        3.26327                 NaN            NaN   6.99204       0.725099        41.4753        40.3871     
  1020.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.24563        3.17021                 NaN            NaN   6.98889       0.727139        41.4815        40.3866     
  1018.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.28415        3.13365                 NaN            NaN   6.98990       0.726541        41.4788        40.3870     
  1017.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.32319        3.09614                 NaN            NaN   6.99078       0.726122        41.4764        40.3873     
  1015.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.5123                 NaN            NaN            NaN   7.04163       0.695459        41.3493        40.4013     
  1014.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.896021        9.59813                 NaN            NaN   7.03083       0.701973        41.3742        40.3988     
  1012.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.924290        9.57294                 NaN            NaN   7.03274       0.700930        41.3697        40.3994     
  1011.50        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.948701        9.55116                 NaN            NaN   7.03452       0.700021        41.3656        40.4000     
  1010.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.992737        9.51091                 NaN            NaN   7.03697       0.698646        41.3601        40.4007     
  1008.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.13540        9.36979                 NaN            NaN   7.03830       0.698157        41.3573        40.4011     
  1007.19        500.000                 NaN            NaN            NaN            NaN  0.186436                 NaN  0.521293        9.70326                 NaN            NaN   7.01010       0.714407        41.4147        40.4498     
  1005.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.35995        9.15688                 NaN            NaN   7.04661       0.693669        41.3399        40.4030     
  1004.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.37854        9.11580                 NaN            NaN   7.03081       0.702928        41.3720        40.3999     
  1002.88        500.000                 NaN            NaN            NaN            NaN  0.191295E-001            NaN  0.408983        10.0752                 NaN            NaN   7.03919       0.697045        41.3534        40.4071     
  1001.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.55522        2.89286                 NaN            NaN   7.00877       0.717007        41.4328        40.3933     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.98225       0.560739                 NaN            NaN   7.06261       0.684638        41.3024        40.4074     
