|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q             
  1476.57        2500.00        99.0205                 NaN  0.187035E-001  0.634411       0.326421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00        99.0275                 NaN  0.177739E-001  0.324590       0.630167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.49        2500.00        99.0360                 NaN  0.166645E-001  0.625000       0.322309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.95        2500.00        99.0418                 NaN  0.157732E-001  0.621057       0.321384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.40        2500.00        99.0494                 NaN  0.147975E-001  0.616719       0.319121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.86        2500.00        99.0579                 NaN  0.138408E-001  0.316287       0.611945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.32        2500.00        99.0633                 NaN  0.128680E-001  0.609101       0.314698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.78        2500.00        99.0703                 NaN  0.118458E-001  0.604505       0.313366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.23        2500.00        99.0742                 NaN  0.109478E-001  0.312517       0.602359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00        99.0843                 NaN  0.101267E-001  0.596366       0.309186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2896                 NaN  0.109063       0.710401       0.500401                 NaN            NaN  0.390511                 NaN            NaN            NaN            NaN
  1459.61        2500.00        97.0161                 NaN  0.273570       0.886238       0.799772                 NaN            NaN   1.02436                 NaN            NaN            NaN            NaN
  1458.06        2500.00        97.0873                 NaN  0.271273       0.771783       0.868475                 NaN            NaN   1.00121                 NaN            NaN            NaN            NaN
  1456.52        2500.00        97.1613                 NaN  0.268480       0.848569       0.744911                 NaN            NaN  0.976780                 NaN            NaN            NaN            NaN
  1454.98        2500.00        97.2323                 NaN  0.265741       0.718008       0.830607                 NaN            NaN  0.953354                 NaN            NaN            NaN            NaN
  1453.44        2500.00        97.2957                 NaN  0.263682       0.814906       0.693079                 NaN            NaN  0.932600                 NaN            NaN            NaN            NaN
  1451.90        2500.00        97.3613                 NaN  0.261099       0.669372       0.797305                 NaN            NaN  0.910970                 NaN            NaN            NaN            NaN
  1450.35        2500.00        97.4237                 NaN  0.258759       0.781760       0.645342                 NaN            NaN  0.890433                 NaN            NaN            NaN            NaN
  1448.81        2500.00        97.4769                 NaN  0.257547       0.767584       0.624565                 NaN            NaN  0.873392                 NaN            NaN            NaN            NaN
  1447.27        2500.00        97.5403                 NaN  0.254185       0.751312       0.602576                 NaN            NaN  0.851590                 NaN            NaN            NaN            NaN
  1445.73        2500.00        97.5890                 NaN  0.253241       0.738705       0.583161                 NaN            NaN  0.835895                 NaN            NaN            NaN            NaN
  1444.18        2500.00        97.6441                 NaN  0.250909       0.724365       0.563068                 NaN            NaN  0.817508                 NaN            NaN            NaN            NaN
  1442.64        2500.00        97.6840                 NaN  0.250833       0.544766       0.715581                 NaN            NaN  0.804776                 NaN            NaN            NaN            NaN
  1441.10        2500.00        97.6975                 NaN  0.254631       0.525801       0.717214                 NaN            NaN  0.804872                 NaN            NaN            NaN            NaN
  1439.56        2500.00        97.8455                 NaN  0.236585       0.499034       0.672683                 NaN            NaN  0.746236                 NaN            NaN            NaN            NaN
  1438.01        2500.00        97.8333                 NaN  0.244527       0.676385       0.490907                 NaN            NaN  0.754870                 NaN            NaN            NaN            NaN
  1436.47        2500.00        97.8787                 NaN  0.242874       0.474518       0.664223                 NaN            NaN  0.739695                 NaN            NaN            NaN            NaN
  1434.93        2500.00        97.9190                 NaN  0.241611       0.458555       0.654340                 NaN            NaN  0.726450                 NaN            NaN            NaN            NaN
  1433.39        2500.00        97.9599                 NaN  0.240179       0.643951       0.443248                 NaN            NaN  0.712697                 NaN            NaN            NaN            NaN
  1431.85        2500.00        97.9995                 NaN  0.238832       0.633651       0.428296                 NaN            NaN  0.699703                 NaN            NaN            NaN            NaN
  1430.30        2500.00        98.0351                 NaN  0.238107       0.416584       0.622367                 NaN            NaN  0.687827                 NaN            NaN            NaN            NaN
  1428.76        2500.00        98.0740                 NaN  0.236266       0.615224       0.399885                 NaN            NaN  0.674651                 NaN            NaN            NaN            NaN
  1427.22        2500.00        98.1081                 NaN  0.235167       0.386785       0.606658                 NaN            NaN  0.663260                 NaN            NaN            NaN            NaN
  1425.68        2500.00        98.1426                 NaN  0.234418       0.596994       0.373801                 NaN            NaN  0.652177                 NaN            NaN            NaN            NaN
  1424.13        2500.00        98.1778                 NaN  0.232554       0.589055       0.360856                 NaN            NaN  0.639691                 NaN            NaN            NaN            NaN
  1422.59        2500.00        98.2098                 NaN  0.231751       0.580790       0.348355                 NaN            NaN  0.629290                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.2410                 NaN  0.230765       0.572937       0.336523                 NaN            NaN  0.618770                 NaN            NaN            NaN            NaN
  1419.51        2500.00        98.2723                 NaN  0.229681       0.324676       0.564956                 NaN            NaN  0.608413                 NaN            NaN            NaN            NaN
  1417.96        2500.00        98.3014                 NaN  0.228606       0.558334       0.313134                 NaN            NaN  0.598492                 NaN            NaN            NaN            NaN
  1416.42        2500.00        98.3306                 NaN  0.227580       0.302403       0.550841                 NaN            NaN  0.588580                 NaN            NaN            NaN            NaN
  1414.88        2500.00        98.3582                 NaN  0.226766       0.291910       0.543792                 NaN            NaN  0.579286                 NaN            NaN            NaN            NaN
  1413.34        2500.00        98.3857                 NaN  0.225983       0.281129       0.536993                 NaN            NaN  0.570173                 NaN            NaN            NaN            NaN
  1411.80        2500.00        98.4132                 NaN  0.224816       0.530245       0.271110                 NaN            NaN  0.560601                 NaN            NaN            NaN            NaN
  1410.25        2500.00        98.4388                 NaN  0.223443       0.262323       0.523660                 NaN            NaN  0.551784                 NaN            NaN            NaN            NaN
  1408.71        2500.00        98.4535                 NaN  0.225235       0.520662       0.252452                 NaN            NaN  0.548111                 NaN            NaN            NaN            NaN
  1407.17        2500.00        98.4993                 NaN  0.220169       0.508588       0.241356                 NaN            NaN  0.530619                 NaN            NaN            NaN            NaN
  1405.63        2500.00        97.3104                 NaN  0.551500       0.136933       0.994059                 NaN            NaN   1.00709                 NaN            NaN            NaN            NaN
  1404.08        2500.00        99.6826                 NaN            NaN  0.164757       0.763073E-001            NaN            NaN  0.763237E-001            NaN            NaN            NaN            NaN
  1402.54        2500.00        98.5789                 NaN  0.105773       0.396208       0.439301                 NaN            NaN  0.479773                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.5682                 NaN  0.221296       0.493321       0.207731                 NaN            NaN  0.509407                 NaN            NaN            NaN            NaN
  1399.46        2500.00        98.6147                 NaN  0.213780       0.479332       0.201632                 NaN            NaN  0.490604                 NaN            NaN            NaN            NaN
  1397.91        2500.00        98.6239                 NaN  0.215974       0.478500       0.192893                 NaN            NaN  0.488709                 NaN            NaN            NaN            NaN
  1396.37        2500.00        98.6437                 NaN  0.215080       0.185330       0.473933                 NaN            NaN  0.481926                 NaN            NaN            NaN            NaN
  1394.83        2500.00        98.6519                 NaN  0.217424       0.175473       0.474838                 NaN            NaN  0.480328                 NaN            NaN            NaN            NaN
  1393.29        2500.00        98.6893                 NaN  0.210566       0.172845       0.462172                 NaN            NaN  0.465133                 NaN            NaN            NaN            NaN
  1391.75        2500.00        98.7053                 NaN  0.211478       0.458974       0.163825                 NaN            NaN  0.460376                 NaN            NaN            NaN            NaN
  1390.20        2500.00        98.7214                 NaN  0.210977       0.455051       0.157554                 NaN            NaN  0.455013                 NaN            NaN            NaN            NaN
  1388.66        2500.00        98.7392                 NaN  0.210046       0.451252       0.150668                 NaN            NaN  0.448824                 NaN            NaN            NaN            NaN
  1387.12        2500.00        98.7572                 NaN  0.209220       0.447197       0.143809                 NaN            NaN  0.442599                 NaN            NaN            NaN            NaN
  1385.58        2500.00        98.7751                 NaN  0.207723       0.442070       0.138930                 NaN            NaN  0.436132                 NaN            NaN            NaN            NaN
  1384.03        2500.00        98.7858                 NaN  0.209411       0.132766       0.438366                 NaN            NaN  0.433611                 NaN            NaN            NaN            NaN
  1382.49        2500.00        98.8134                 NaN  0.204434       0.431340       0.128455                 NaN            NaN  0.422388                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.8187                 NaN  0.200171       0.132574       0.429018                 NaN            NaN  0.419578                 NaN            NaN            NaN            NaN
  1379.41        2500.00        98.8481                 NaN  0.206317       0.107032       0.427555                 NaN            NaN  0.411031                 NaN            NaN            NaN            NaN
  1377.86        2500.00        98.8556                 NaN  0.202485       0.111311       0.422769                 NaN            NaN  0.407844                 NaN            NaN            NaN            NaN
  1376.32        2500.00        98.8722                 NaN  0.200068       0.107261       0.418814                 NaN            NaN  0.401621                 NaN            NaN            NaN            NaN
  1374.78        2500.00        98.8861                 NaN  0.199435       0.415876       0.101792                 NaN            NaN  0.396795                 NaN            NaN            NaN            NaN
  1373.24        2500.00        98.8929                 NaN  0.199236       0.988976E-001  0.413469                 NaN            NaN  0.395485                 NaN            NaN            NaN            NaN
  1371.70        2500.00        98.9243                 NaN  0.195677       0.896297E-001  0.408381                 NaN            NaN  0.381991                 NaN            NaN            NaN            NaN
  1370.15        2500.00        98.9171                 NaN  0.198348       0.413339       0.847957E-001            NaN            NaN  0.386430                 NaN            NaN            NaN            NaN
  1368.61        2500.00        98.9508                 NaN  0.189684       0.908443E-001  0.396574                 NaN            NaN  0.372064                 NaN            NaN            NaN            NaN
  1367.07        2500.00        98.9562                 NaN  0.192145       0.398658       0.816520E-001            NaN            NaN  0.371318                 NaN            NaN            NaN            NaN
  1365.53        2500.00        98.9689                 NaN  0.190984       0.775858E-001  0.395606                 NaN            NaN  0.366899                 NaN            NaN            NaN            NaN
  1363.98        2500.00        98.9777                 NaN  0.190322       0.393987       0.742944E-001            NaN            NaN  0.363701                 NaN            NaN            NaN            NaN
  1362.44        2500.00        98.9979                 NaN  0.185465       0.740810E-001  0.387306                 NaN            NaN  0.355201                 NaN            NaN            NaN            NaN
  1360.90        2500.00        99.0056                 NaN  0.185622       0.385194       0.706317E-001            NaN            NaN  0.352916                 NaN            NaN            NaN            NaN
  1359.36        2500.00        99.0191                 NaN  0.183564       0.382930       0.664245E-001            NaN            NaN  0.347960                 NaN            NaN            NaN            NaN
  1357.81        2500.00        99.0309                 NaN  0.181951       0.640440E-001  0.379502                 NaN            NaN  0.343578                 NaN            NaN            NaN            NaN
  1356.27        2500.00        99.0417                 NaN  0.179973       0.621301E-001  0.376736                 NaN            NaN  0.339466                 NaN            NaN            NaN            NaN
  1354.73        2500.00        99.0524                 NaN  0.178206       0.374310       0.597362E-001            NaN            NaN  0.335310                 NaN            NaN            NaN            NaN
  1353.19        2500.00        99.0647                 NaN  0.175682       0.370036       0.589020E-001            NaN            NaN  0.330639                 NaN            NaN            NaN            NaN
  1351.65        2500.00        99.0756                 NaN  0.174362       0.368046       0.553359E-001            NaN            NaN  0.326642                 NaN            NaN            NaN            NaN
  1350.10        2500.00        99.0866                 NaN  0.171898       0.364180       0.550151E-001            NaN            NaN  0.322309                 NaN            NaN            NaN            NaN
  1348.56        2500.00        99.0910                 NaN  0.172261       0.522694E-001  0.362925                 NaN            NaN  0.321586                 NaN            NaN            NaN            NaN
  1347.02        2500.00        99.1150                 NaN  0.167005       0.356760       0.500174E-001            NaN            NaN  0.311239                 NaN            NaN            NaN            NaN
  1345.48        2500.00        99.1173                 NaN  0.164950       0.520222E-001  0.355557                 NaN            NaN  0.310146                 NaN            NaN            NaN            NaN
  1343.93        2500.00        99.1254                 NaN  0.162970       0.353591       0.510475E-001            NaN            NaN  0.306950                 NaN            NaN            NaN            NaN
  1342.39        2500.00        99.1242                 NaN  0.163329       0.343546       0.589230E-001            NaN            NaN  0.310023                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.1548                 NaN  0.155324       0.351633       0.455613E-001            NaN            NaN  0.292642                 NaN            NaN            NaN            NaN
  1339.31        2500.00        99.1547                 NaN  0.156190       0.343957       0.496290E-001            NaN            NaN  0.295561                 NaN            NaN            NaN            NaN
  1337.76        2500.00        99.1638                 NaN  0.153738       0.340901       0.496698E-001            NaN            NaN  0.291935                 NaN            NaN            NaN            NaN
  1336.22        2500.00        99.1726                 NaN  0.151313       0.338298       0.494177E-001            NaN            NaN  0.288416                 NaN            NaN            NaN            NaN
  1334.68        2500.00        99.1805                 NaN  0.148719       0.335202       0.504251E-001            NaN            NaN  0.285134                 NaN            NaN            NaN            NaN
  1333.14        2500.00        99.1881                 NaN  0.147652       0.332814       0.489816E-001            NaN            NaN  0.282455                 NaN            NaN            NaN            NaN
  1331.60        2500.00        99.1994                 NaN  0.141717       0.326749       0.552098E-001            NaN            NaN  0.276953                 NaN            NaN            NaN            NaN
  1330.05        2500.00        99.2050                 NaN  0.141149       0.528888E-001  0.325694                 NaN            NaN  0.275272                 NaN            NaN            NaN            NaN
  1328.51        2500.00        99.2144                 NaN  0.137672       0.540403E-001  0.322744                 NaN            NaN  0.271123                 NaN            NaN            NaN            NaN
  1326.97        2500.00        99.2218                 NaN  0.135337       0.552393E-001  0.319367                 NaN            NaN  0.268276                 NaN            NaN            NaN            NaN
  1325.43        2500.00        99.2288                 NaN  0.132382       0.570754E-001  0.316521                 NaN            NaN  0.265245                 NaN            NaN            NaN            NaN
  1323.88        2500.00        99.2364                 NaN  0.129736       0.313234       0.585324E-001            NaN            NaN  0.262136                 NaN            NaN            NaN            NaN
  1322.34        2500.00        99.2438                 NaN  0.127530       0.581349E-001  0.311309                 NaN            NaN  0.259245                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.2491                 NaN  0.122985       0.306460       0.651481E-001            NaN            NaN  0.256347                 NaN            NaN            NaN            NaN
  1319.26        2500.00        99.2569                 NaN  0.120457       0.657390E-001  0.303682                 NaN            NaN  0.253197                 NaN            NaN            NaN            NaN
  1317.71        2500.00        99.2620                 NaN  0.118039       0.681665E-001  0.300771                 NaN            NaN  0.251062                 NaN            NaN            NaN            NaN
  1316.17        2500.00        99.2706                 NaN  0.114435       0.710068E-001  0.296646                 NaN            NaN  0.247358                 NaN            NaN            NaN            NaN
  1314.63        2500.00        99.2763                 NaN  0.111683       0.293678       0.733633E-001            NaN            NaN  0.244947                 NaN            NaN            NaN            NaN
  1313.09        2500.00        99.2828                 NaN  0.109331       0.291588       0.738949E-001            NaN            NaN  0.242339                 NaN            NaN            NaN            NaN
  1311.55        2500.00        99.2811                 NaN  0.679968E-001  0.179552       0.236011                 NaN            NaN  0.235357                 NaN            NaN            NaN            NaN
  1310.00        2500.00        99.2948                 NaN  0.129323       0.239223E-001  0.309997                 NaN            NaN  0.242000                 NaN            NaN            NaN            NaN
  1308.46        2500.00        99.3058                 NaN  0.109401       0.463087E-001  0.304058                 NaN            NaN  0.234384                 NaN            NaN            NaN            NaN
  1306.92        2500.00        99.3047                 NaN  0.968386E-001  0.878237E-001  0.277992                 NaN            NaN  0.232625                 NaN            NaN            NaN            NaN
  1305.38        2500.00        99.3108                 NaN  0.930618E-001  0.942753E-001  0.271977                 NaN            NaN  0.229916                 NaN            NaN            NaN            NaN
  1303.83        2500.00        99.3143                 NaN  0.888106E-001  0.104307       0.264584                 NaN            NaN  0.227967                 NaN            NaN            NaN            NaN
  1302.29        2500.00        89.3471                 NaN  0.714134        1.92274                 NaN            NaN            NaN   1.48881        6.52724                 NaN            NaN            NaN
