|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Sp(TH)         Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1520.27        2500.00        99.5806                 NaN  0.393939       0.254815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        2500.00        99.4957                 NaN  0.478193       0.261233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        2500.00        99.6695                 NaN  0.311696       0.187820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        2500.00        99.9254                 NaN            NaN  0.746237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        2500.00        99.2580                 NaN  0.720061       0.219290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        2500.00        99.5919                 NaN  0.408070       0.402075E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        2500.00        99.5951                 NaN  0.395042       0.987838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        2500.00        99.5932                 NaN  0.406802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        2500.00        99.6019                 NaN  0.377407       0.207013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        2500.00        99.6055                 NaN  0.375644       0.188480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        2500.00        99.5821                 NaN  0.227386       0.638908E-001            NaN            NaN  0.126665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        2500.00        99.5232                 NaN  0.929054E-001  0.235332E-005            NaN            NaN  0.383887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        2500.00        99.4965                 NaN  0.111284E-001            NaN            NaN            NaN  0.492375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        2500.00        99.4070                 NaN            NaN            NaN            NaN            NaN  0.593020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        2500.00        99.5894                 NaN            NaN            NaN            NaN            NaN  0.410600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        2500.00        99.5009                 NaN  0.538803E-001            NaN            NaN            NaN  0.445226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00        99.4984                 NaN            NaN  0.891641E-006            NaN            NaN  0.501552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        2500.00        99.4678                 NaN  0.132314E-001            NaN            NaN            NaN  0.518959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        2500.00        99.6025                 NaN            NaN            NaN            NaN            NaN  0.397523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        2500.00        99.4358                 NaN            NaN            NaN            NaN            NaN  0.564212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        2500.00        99.5001                 NaN            NaN            NaN            NaN            NaN  0.499935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00        99.4999                 NaN            NaN            NaN            NaN            NaN  0.500132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        2500.00        99.4984                 NaN            NaN            NaN            NaN            NaN  0.501552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00        99.4970                 NaN            NaN            NaN            NaN            NaN  0.502964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        2500.00        99.4966                 NaN            NaN            NaN            NaN            NaN  0.503423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        2500.00        99.4923                 NaN            NaN            NaN            NaN            NaN  0.507709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        2500.00        99.3198                 NaN            NaN            NaN            NaN            NaN  0.371369       0.308826                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        2500.00        99.2500                 NaN            NaN            NaN            NaN            NaN  0.308425       0.441538                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        2500.00        99.2564                 NaN            NaN  0.253008E-004            NaN            NaN  0.305540       0.437997                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        2500.00        99.2635                 NaN            NaN            NaN            NaN            NaN  0.433974       0.302496                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        2500.00        99.2697                 NaN  0.196481E-002            NaN            NaN            NaN  0.430994       0.297326                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        2500.00        99.2774                 NaN            NaN            NaN            NaN            NaN  0.425815       0.296768                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        2500.00        99.2840                 NaN            NaN            NaN            NaN            NaN  0.293647       0.422348                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        2500.00        99.2901                 NaN            NaN  0.107387E-004            NaN            NaN  0.418844       0.291068                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        2500.00        99.2958                 NaN            NaN  0.184486E-004            NaN            NaN  0.415859       0.288281                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        2500.00        99.3030                 NaN            NaN            NaN            NaN            NaN  0.285101       0.411918                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        2500.00        99.3092                 NaN            NaN            NaN            NaN            NaN  0.408311       0.282487                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.3149                 NaN            NaN            NaN            NaN            NaN  0.280113       0.405028                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        2500.00        99.3211                 NaN            NaN            NaN            NaN            NaN  0.401633       0.277241                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        2500.00        99.3261                 NaN            NaN            NaN            NaN            NaN  0.399142       0.274744                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.3332                 NaN            NaN            NaN            NaN            NaN  0.394663       0.272153                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        2500.00        99.2563                 NaN            NaN            NaN            NaN            NaN  0.441499       0.302164                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        2500.00        99.4263                 NaN            NaN            NaN            NaN            NaN  0.340403       0.233305                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.72        2500.00        99.3483                 NaN            NaN            NaN            NaN            NaN  0.387278       0.264402                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00        99.3559                 NaN            NaN            NaN            NaN            NaN  0.261746       0.382383                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.76        2500.00        99.3598                 NaN            NaN            NaN            NaN            NaN  0.380761       0.259423                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.28        2500.00        99.3680                 NaN  0.123020                 NaN            NaN            NaN  0.126385       0.382615                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.80        2500.00        99.3731                 NaN            NaN            NaN            NaN            NaN  0.372930       0.253926                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.3760                 NaN            NaN            NaN            NaN            NaN  0.252501       0.371504                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.85        2500.00        99.3804                 NaN            NaN            NaN            NaN            NaN  0.369551       0.250017                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.3865                 NaN            NaN            NaN            NaN            NaN  0.247941       0.365562                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00        99.3902                 NaN            NaN            NaN            NaN            NaN  0.363426       0.246367                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00        99.3957                 NaN            NaN  0.731024E-004            NaN            NaN  0.243047       0.361164                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.94        2500.00        99.4011                 NaN            NaN            NaN            NaN            NaN  0.357536       0.241403                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.46        2500.00        99.4050                 NaN            NaN            NaN            NaN            NaN  0.239123       0.355838                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.98        2500.00        99.4091                 NaN            NaN            NaN            NaN            NaN  0.354017       0.236933                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.50        2500.00        99.4141                 NaN            NaN            NaN            NaN            NaN  0.351208       0.234720                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.02        2500.00        99.4190                 NaN            NaN            NaN            NaN            NaN  0.348348       0.232692                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        99.4232                 NaN            NaN            NaN            NaN            NaN  0.230389       0.346458                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.07        2500.00        98.5888                 NaN            NaN            NaN            NaN            NaN  0.372718       0.589063                 NaN  0.449462                 NaN            NaN            NaN            NaN
  1431.59        2500.00        98.5408                 NaN            NaN            NaN            NaN            NaN  0.367100       0.610371                 NaN  0.481691                 NaN            NaN            NaN            NaN
  1430.11        2500.00        98.5663                 NaN            NaN            NaN            NaN            NaN  0.360058       0.600296                 NaN  0.473327                 NaN            NaN            NaN            NaN
  1428.63        2500.00        98.5920                 NaN            NaN            NaN            NaN            NaN  0.590075       0.352812                 NaN  0.465079                 NaN            NaN            NaN            NaN
  1427.16        2500.00        98.6176                 NaN            NaN            NaN            NaN            NaN  0.579789       0.346204                 NaN  0.456450                 NaN            NaN            NaN            NaN
  1425.68        2500.00        98.6425                 NaN            NaN  0.546566E-002            NaN            NaN  0.341021       0.561736                 NaN  0.449323                 NaN            NaN            NaN            NaN
  1424.20        2500.00        98.6536                 NaN            NaN  0.118028                 NaN            NaN  0.394817       0.365950                 NaN  0.467602                 NaN            NaN            NaN            NaN
  1422.72        2500.00        98.7774                 NaN            NaN  0.107614                 NaN            NaN  0.330968       0.359392                 NaN  0.424665                 NaN            NaN            NaN            NaN
  1421.24        2500.00        98.6137                 NaN            NaN  0.122343                 NaN            NaN  0.406251       0.376217                 NaN  0.481443                 NaN            NaN            NaN            NaN
  1419.76        2500.00        98.7268                 NaN            NaN  0.113924                 NaN            NaN  0.345981       0.370677                 NaN  0.442620                 NaN            NaN            NaN            NaN
  1418.29        2500.00        98.7512                 NaN            NaN  0.112192                 NaN            NaN  0.362729       0.339509                 NaN  0.434382                 NaN            NaN            NaN            NaN
  1416.81        2500.00        98.7727                 NaN            NaN  0.111258                 NaN            NaN  0.333446       0.355535                 NaN  0.427036                 NaN            NaN            NaN            NaN
  1415.33        2500.00        98.7908                 NaN            NaN  0.110324                 NaN            NaN  0.328157       0.349411                 NaN  0.421284                 NaN            NaN            NaN            NaN
  1413.85        2500.00        98.8102                 NaN            NaN  0.110952                 NaN            NaN  0.322316       0.340962                 NaN  0.415587                 NaN            NaN            NaN            NaN
  1412.37        2500.00        98.8428                 NaN            NaN  0.105809                 NaN            NaN  0.314165       0.334880                 NaN  0.402367                 NaN            NaN            NaN            NaN
  1410.90        2500.00        98.8523                 NaN            NaN  0.107504                 NaN            NaN  0.327454       0.312446                 NaN  0.400253                 NaN            NaN            NaN            NaN
  1409.42        2500.00        98.8725                 NaN            NaN  0.105567                 NaN            NaN  0.306678       0.322167                 NaN  0.393061                 NaN            NaN            NaN            NaN
  1407.94        2500.00        98.8903                 NaN            NaN  0.105068                 NaN            NaN  0.302501       0.315072                 NaN  0.387109                 NaN            NaN            NaN            NaN
  1406.46        2500.00        98.9057                 NaN            NaN  0.104568                 NaN            NaN  0.308125       0.299489                 NaN  0.382137                 NaN            NaN            NaN            NaN
  1404.98        2500.00        98.9297                 NaN            NaN  0.102479                 NaN            NaN  0.291988       0.302607                 NaN  0.373270                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.9432                 NaN            NaN  0.102031                 NaN            NaN  0.288303       0.297502                 NaN  0.368979                 NaN            NaN            NaN            NaN
  1402.03        2500.00        98.9605                 NaN            NaN  0.101035                 NaN            NaN  0.291727       0.283697                 NaN  0.363070                 NaN            NaN            NaN            NaN
  1400.55        2500.00        98.9766                 NaN            NaN  0.100176                 NaN            NaN  0.286125       0.279616                 NaN  0.357464                 NaN            NaN            NaN            NaN
  1399.07        2500.00        98.9921                 NaN            NaN  0.102267                 NaN            NaN  0.276716       0.276137                 NaN  0.352744                 NaN            NaN            NaN            NaN
  1397.59        2500.00        99.0063                 NaN            NaN  0.955886E-001            NaN            NaN  0.280627       0.270705                 NaN  0.346745                 NaN            NaN            NaN            NaN
  1396.12        2500.00        99.0235                 NaN            NaN  0.970648E-001            NaN            NaN  0.266739       0.271476                 NaN  0.341237                 NaN            NaN            NaN            NaN
  1394.64        2500.00        99.0371                 NaN            NaN  0.963793E-001            NaN            NaN  0.263375       0.266446                 NaN  0.336662                 NaN            NaN            NaN            NaN
  1393.16        2500.00        99.0494                 NaN            NaN  0.960802E-001            NaN            NaN  0.260311       0.261587                 NaN  0.332606                 NaN            NaN            NaN            NaN
  1391.68        2500.00        99.0686                 NaN            NaN  0.938441E-001            NaN            NaN  0.254434       0.257629                 NaN  0.325511                 NaN            NaN            NaN            NaN
  1390.20        2500.00        99.0804                 NaN            NaN  0.936469E-001            NaN            NaN  0.251496       0.252805                 NaN  0.321680                 NaN            NaN            NaN            NaN
  1388.73        2500.00        99.0924                 NaN            NaN  0.928119E-001            NaN            NaN  0.249382       0.247684                 NaN  0.317765                 NaN            NaN            NaN            NaN
  1387.25        2500.00        99.1085                 NaN            NaN  0.917629E-001            NaN            NaN  0.244034       0.244076                 NaN  0.311663                 NaN            NaN            NaN            NaN
  1385.77        2500.00        99.1197                 NaN            NaN  0.909656E-001            NaN            NaN  0.241010       0.240393                 NaN  0.307969                 NaN            NaN            NaN            NaN
  1384.29        2500.00        99.1319                 NaN            NaN  0.904112E-001            NaN            NaN  0.235971       0.237933                 NaN  0.303812                 NaN            NaN            NaN            NaN
  1382.81        2500.00        99.1450                 NaN            NaN  0.888229E-001            NaN            NaN  0.234136       0.233015                 NaN  0.299014                 NaN            NaN            NaN            NaN
  1381.34        2500.00        99.1560                 NaN            NaN  0.897626E-001            NaN            NaN  0.232088       0.226458                 NaN  0.295643                 NaN            NaN            NaN            NaN
  1379.86        2500.00        99.1694                 NaN            NaN  0.862385E-001            NaN            NaN  0.226873       0.227328                 NaN  0.290193                 NaN            NaN            NaN            NaN
  1378.38        2500.00        99.1805                 NaN            NaN  0.864974E-001            NaN            NaN  0.224431       0.221944                 NaN  0.286647                 NaN            NaN            NaN            NaN
  1376.90        2500.00        99.1911                 NaN            NaN  0.860592E-001            NaN            NaN  0.218426       0.221362                 NaN  0.283061                 NaN            NaN            NaN            NaN
  1375.42        2500.00        99.1969                 NaN            NaN  0.882164E-001            NaN            NaN  0.210057       0.222788                 NaN  0.282085                 NaN            NaN            NaN            NaN
  1373.95        2500.00        99.2169                 NaN            NaN  0.805456E-001            NaN            NaN  0.213557       0.216387                 NaN  0.272639                 NaN            NaN            NaN            NaN
  1372.47        2500.00        99.2238                 NaN            NaN  0.829804E-001            NaN            NaN  0.212886       0.208924                 NaN  0.271379                 NaN            NaN            NaN            NaN
  1370.99        2500.00        99.2345                 NaN            NaN  0.820774E-001            NaN            NaN  0.206031       0.209754                 NaN  0.267616                 NaN            NaN            NaN            NaN
  1369.51        2500.00        99.2441                 NaN            NaN  0.817064E-001            NaN            NaN  0.206733       0.202956                 NaN  0.264514                 NaN            NaN            NaN            NaN
  1368.03        2500.00        99.2545                 NaN            NaN  0.808462E-001            NaN            NaN  0.199094       0.204958                 NaN  0.260642                 NaN            NaN            NaN            NaN
  1366.56        2500.00        99.2656                 NaN            NaN  0.784782E-001            NaN            NaN  0.200640       0.198966                 NaN  0.256297                 NaN            NaN            NaN            NaN
  1365.08        2500.00        99.2734                 NaN            NaN  0.787768E-001            NaN            NaN  0.199096       0.194781                 NaN  0.253918                 NaN            NaN            NaN            NaN
  1363.60        2500.00        99.2839                 NaN            NaN  0.780707E-001            NaN            NaN  0.191354       0.196655                 NaN  0.250028                 NaN            NaN            NaN            NaN
  1362.12        2500.00        99.2928                 NaN            NaN  0.764804E-001            NaN            NaN  0.190504       0.193412                 NaN  0.246767                 NaN            NaN            NaN            NaN
  1360.64        2500.00        99.3017                 NaN            NaN  0.760449E-001            NaN            NaN  0.191319       0.187204                 NaN  0.243718                 NaN            NaN            NaN            NaN
  1359.16        2500.00        99.3075                 NaN            NaN  0.759975E-001            NaN            NaN  0.184840       0.189761                 NaN  0.241873                 NaN            NaN            NaN            NaN
  1357.69        2500.00        99.3221                 NaN            NaN  0.737001E-001            NaN            NaN  0.182310       0.185860                 NaN  0.236061                 NaN            NaN            NaN            NaN
  1356.21        2500.00        99.3241                 NaN            NaN  0.730823E-001            NaN            NaN  0.183906       0.182948                 NaN  0.235942                 NaN            NaN            NaN            NaN
  1354.73        2500.00        99.3404                 NaN            NaN  0.724193E-001            NaN            NaN  0.176221       0.181455                 NaN  0.229494                 NaN            NaN            NaN            NaN
  1353.25        2500.00        99.3443                 NaN            NaN  0.715642E-001            NaN            NaN  0.176728       0.179017                 NaN  0.228403                 NaN            NaN            NaN            NaN
  1351.77        2500.00        99.3525                 NaN            NaN  0.710009E-001            NaN            NaN  0.177058       0.173996                 NaN  0.225476                 NaN            NaN            NaN            NaN
  1350.30        2500.00        99.3604                 NaN            NaN  0.695257E-001            NaN            NaN  0.174336       0.173222                 NaN  0.222529                 NaN            NaN            NaN            NaN
  1348.82        2500.00        99.3682                 NaN            NaN  0.688205E-001            NaN            NaN  0.170774       0.172467                 NaN  0.219707                 NaN            NaN            NaN            NaN
  1347.34        2500.00        99.3758                 NaN            NaN  0.678947E-001            NaN            NaN  0.170078       0.169239                 NaN  0.216945                 NaN            NaN            NaN            NaN
  1345.86        2500.00        99.3830                 NaN            NaN  0.670980E-001            NaN            NaN  0.167677       0.167800                 NaN  0.214474                 NaN            NaN            NaN            NaN
  1344.38        2500.00        99.3909                 NaN            NaN  0.668560E-001            NaN            NaN  0.166657       0.164043                 NaN  0.211543                 NaN            NaN            NaN            NaN
  1342.91        2500.00        99.3981                 NaN            NaN  0.648129E-001            NaN            NaN  0.164949       0.163408                 NaN  0.208721                 NaN            NaN            NaN            NaN
  1341.43        2500.00        99.4052                 NaN            NaN  0.646706E-001            NaN            NaN  0.162020       0.161680                 NaN  0.206396                 NaN            NaN            NaN            NaN
  1339.95        2500.00        99.4115                 NaN            NaN  0.632857E-001            NaN            NaN  0.161517       0.159802                 NaN  0.203907                 NaN            NaN            NaN            NaN
  1338.47        2500.00        99.4187                 NaN            NaN  0.623012E-001            NaN            NaN  0.160239       0.157507                 NaN  0.201244                 NaN            NaN            NaN            NaN
  1336.99        2500.00        99.4220                 NaN            NaN  0.638683E-001            NaN            NaN  0.158398       0.155170                 NaN  0.200576                 NaN            NaN            NaN            NaN
  1335.52        2500.00        99.4341                 NaN            NaN  0.587201E-001            NaN            NaN  0.152632       0.159668                 NaN  0.194908                 NaN            NaN            NaN            NaN
  1334.04        2500.00        99.4383                 NaN            NaN  0.596868E-001            NaN            NaN  0.151658       0.156220                 NaN  0.194146                 NaN            NaN            NaN            NaN
  1332.56        2500.00        99.4447                 NaN            NaN  0.589433E-001            NaN            NaN  0.149881       0.154683                 NaN  0.191795                 NaN            NaN            NaN            NaN
  1331.08        2500.00        99.4509                 NaN            NaN  0.575872E-001            NaN            NaN  0.154464       0.147582                 NaN  0.189491                 NaN            NaN            NaN            NaN
  1329.60        2500.00        99.4574                 NaN            NaN  0.570533E-001            NaN            NaN  0.145940       0.152494                 NaN  0.187084                 NaN            NaN            NaN            NaN
  1328.13        2500.00        99.4631                 NaN            NaN  0.559624E-001            NaN            NaN  0.151866       0.144089                 NaN  0.184986                 NaN            NaN            NaN            NaN
  1326.65        2500.00        99.4690                 NaN            NaN  0.550593E-001            NaN            NaN  0.142111       0.151034                 NaN  0.182808                 NaN            NaN            NaN            NaN
  1325.17        2500.00        99.4752                 NaN            NaN  0.543274E-001            NaN            NaN  0.140537       0.149406                 NaN  0.180534                 NaN            NaN            NaN            NaN
  1323.69        2500.00        99.4806                 NaN            NaN  0.530827E-001            NaN            NaN  0.138500       0.149335                 NaN  0.178504                 NaN            NaN            NaN            NaN
