|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Sp(TH)         Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1065.03        2500.00                 NaN            NaN            NaN   4.12154                 NaN            NaN   15.0341                 NaN            NaN   9.79732        50.6264        1.48277        18.9379                 NaN
  1063.56        2500.00                 NaN            NaN            NaN   4.12178                 NaN            NaN   15.0455                 NaN            NaN   9.80370        50.6131        1.48093        18.9350                 NaN
  1062.08        2500.00                 NaN            NaN            NaN   4.12361                 NaN            NaN   15.0564                 NaN            NaN   9.81613        50.5980        1.47990        18.9260                 NaN
  1060.60        2500.00                 NaN            NaN            NaN   4.12742                 NaN            NaN   15.0518                 NaN            NaN   9.82251        50.5964        1.47994        18.9220                 NaN
  1059.12        2500.00                 NaN            NaN            NaN   4.12969                 NaN            NaN   15.0578                 NaN            NaN   9.83247        50.5850        1.47860        18.9164                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   4.13081                 NaN            NaN   15.0656                 NaN            NaN   9.83973        50.5745        1.47786        18.9115                 NaN
  1056.17        2500.00                 NaN            NaN            NaN   4.12735                 NaN            NaN   14.9705                 NaN            NaN   9.82909        50.6453        1.49205        18.9358                 NaN
  1054.69        2500.00                 NaN            NaN            NaN   4.13436                 NaN            NaN   15.0813                 NaN            NaN   9.85624        50.5522        1.47549        18.9003                 NaN
  1053.21        2500.00                 NaN            NaN            NaN   4.13681                 NaN            NaN   15.0861                 NaN            NaN   9.86534        50.5423        1.47459        18.8948                 NaN
  1051.73        2500.00                 NaN            NaN            NaN   4.13885                 NaN            NaN   15.0938                 NaN            NaN   9.87362        50.5314        1.47354        18.8888                 NaN
  1050.25        2500.00                 NaN            NaN            NaN   4.14000                 NaN            NaN   15.1025                 NaN            NaN   9.88295        50.5184        1.47235        18.8838                 NaN
  1048.78        2500.00                 NaN            NaN            NaN   4.14189                 NaN            NaN   15.1111                 NaN            NaN   9.89290        50.5057        1.47096        18.8774                 NaN
  1047.30        2500.00                 NaN            NaN            NaN   4.14426                 NaN            NaN   15.1162                 NaN            NaN   9.89969        50.4977        1.47025        18.8720                 NaN
  1045.82        2500.00                 NaN            NaN            NaN   4.14810                 NaN            NaN   15.1355                 NaN            NaN   9.92113        50.4697        1.46815        18.8574                 NaN
  1044.34        2500.00                 NaN            NaN            NaN   4.14139                 NaN            NaN   15.1533                 NaN            NaN   9.91973        50.4585        1.46651        18.8606                 NaN
  1042.86        2500.00                 NaN            NaN            NaN   4.14020                 NaN            NaN   15.1390                 NaN            NaN   9.92024        50.4674        1.46874        18.8644                 NaN
  1041.39        2500.00                 NaN            NaN            NaN   4.14261                 NaN            NaN   15.1459                 NaN            NaN   9.92843        50.4572        1.46774        18.8582                 NaN
  1039.91        2500.00                 NaN            NaN            NaN   4.14500                 NaN            NaN   15.1529                 NaN            NaN   9.93665        50.4468        1.46671        18.8520                 NaN
  1038.43        2500.00                 NaN            NaN            NaN   4.14738                 NaN            NaN   15.1602                 NaN            NaN   9.94491        50.4362        1.46567        18.8457                 NaN
  1036.95        2500.00                 NaN            NaN            NaN   4.13776                 NaN            NaN   15.1894                 NaN            NaN   9.96934        50.3986        1.46146        18.8434                 NaN
  1035.47        2500.00                 NaN            NaN            NaN   4.13969                 NaN            NaN   15.2001                 NaN            NaN   9.97885        50.3851        1.46011        18.8362                 NaN
  1034.00        2500.00                 NaN            NaN            NaN   4.14160                 NaN            NaN   15.2110                 NaN            NaN   9.98845        50.3713        1.45872        18.8290                 NaN
  1032.52        2500.00                 NaN            NaN            NaN   4.14350                 NaN            NaN   15.2221                 NaN            NaN   9.99812        50.3573        1.45731        18.8216                 NaN
  1031.04        2500.00                 NaN            NaN            NaN   4.16188                 NaN            NaN   15.2347                 NaN            NaN   10.0051        50.3459        1.45486        18.7976                 NaN
  1029.56        2500.00                 NaN            NaN            NaN   4.14728                 NaN            NaN   15.2448                 NaN            NaN   10.0176        50.3291        1.45444        18.8068                 NaN
  1028.08        2500.00                 NaN            NaN            NaN   4.14923                 NaN            NaN   15.2558                 NaN            NaN   10.0272        50.3153        1.45303        18.7995                 NaN
  1026.60        2500.00                 NaN            NaN            NaN   4.15149                 NaN            NaN   15.2644                 NaN            NaN   10.0359        50.3036        1.45180        18.7929                 NaN
  1025.13        2500.00                 NaN            NaN            NaN   4.15371                 NaN            NaN   15.2732                 NaN            NaN   10.0446        50.2918        1.45055        18.7862                 NaN
  1023.65        2500.00                 NaN            NaN            NaN   4.15592                 NaN            NaN   15.2821                 NaN            NaN   10.0534        50.2798        1.44928        18.7795                 NaN
  1022.17        2500.00                 NaN            NaN            NaN   4.15812                 NaN            NaN   15.2913                 NaN            NaN   10.0623        50.2676        1.44799        18.7727                 NaN
  1020.69        2500.00                 NaN            NaN            NaN   4.16150                 NaN            NaN   15.2947                 NaN            NaN   10.0703        50.2601        1.44728        18.7661                 NaN
  1019.21        2500.00                 NaN            NaN            NaN   4.16359                 NaN            NaN   15.3049                 NaN            NaN   10.0796        50.2470        1.44586        18.7591                 NaN
  1017.74        2500.00                 NaN            NaN            NaN   4.16638                 NaN            NaN   15.3090                 NaN            NaN   10.0863        50.2395        1.44498        18.7538                 NaN
  1016.26        2500.00                 NaN            NaN            NaN   4.16862                 NaN            NaN   15.3184                 NaN            NaN   10.0952        50.2272        1.44365        18.7469                 NaN
  1014.78        2500.00                 NaN            NaN            NaN   4.17062                 NaN            NaN   15.3276                 NaN            NaN   10.1042        50.2149        1.44229        18.7404                 NaN
  1013.30        2500.00                 NaN            NaN            NaN   4.17081                 NaN            NaN   15.3497                 NaN            NaN   10.1161        50.1919        1.43977        18.7318                 NaN
  1011.82        2500.00                 NaN            NaN            NaN   4.17485                 NaN            NaN   15.3486                 NaN            NaN   10.1223        50.1887        1.43944        18.7262                 NaN
  1010.35        2500.00                 NaN            NaN            NaN   4.17519                 NaN            NaN   15.3699                 NaN            NaN   10.1344        50.1660        1.43692        18.7176                 NaN
  1008.87        2500.00                 NaN            NaN            NaN   4.18156                 NaN            NaN   15.3922                 NaN            NaN   10.1431        50.1468        1.43548        18.7009                 NaN
  1007.39        2500.00                 NaN            NaN            NaN   4.18373                 NaN            NaN   15.4031                 NaN            NaN   10.1524        50.1333        1.43400        18.6935                 NaN
  1005.91        2500.00                 NaN            NaN            NaN   4.18585                 NaN            NaN   15.4143                 NaN            NaN   10.1619        50.1193        1.43246        18.6862                 NaN
  1004.43        2500.00                 NaN            NaN            NaN   4.18797                 NaN            NaN   15.4257                 NaN            NaN   10.1714        50.1053        1.43091        18.6787                 NaN
  1002.96        2500.00                 NaN            NaN            NaN   4.19008                 NaN            NaN   15.4373                 NaN            NaN   10.1809        50.0911        1.42934        18.6713                 NaN
  1001.48        2500.00                 NaN            NaN            NaN   4.19218                 NaN            NaN   15.4489                 NaN            NaN   10.1906        50.0767        1.42776        18.6638                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   4.19427                 NaN            NaN   15.4610                 NaN            NaN   10.2002        50.0623        1.42612        18.6561                 NaN
