|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1015.98        2500.00                 NaN            NaN   6.63408        5.58307                 NaN            NaN            NaN            NaN            NaN   8.74216       0.509968        45.3069        33.2238     
  1014.75        2500.00                 NaN            NaN  0.147402E-004   7.68166        4.46063                 NaN            NaN            NaN            NaN   8.69946       0.525877        45.4217        33.2107     
  1013.52        2500.00                 NaN            NaN   3.64199       0.356278E-003   8.21457                 NaN            NaN            NaN            NaN   8.57327       0.563850        45.8764        33.1295     
  1012.29        2500.00                 NaN            NaN   3.64740       0.356268E-003   8.21052                 NaN            NaN            NaN            NaN   8.57539       0.563351        45.8724        33.1305     
  1011.06        2500.00                 NaN            NaN   7.51974        4.61359                 NaN            NaN            NaN            NaN            NaN   8.69496       0.528415        45.4318        33.2115     
  1009.83        2500.00                 NaN            NaN   7.52568        4.61038                 NaN            NaN            NaN            NaN            NaN   8.69772       0.527739        45.4256        33.2129     
  1008.60        2500.00                 NaN            NaN   3.66400       0.773381E-004   8.19824                 NaN            NaN            NaN            NaN   8.58172       0.561857        45.8606        33.1335     
  1007.37        2500.00                 NaN            NaN   3.66950       0.775241E-004   8.19409                 NaN            NaN            NaN            NaN   8.58382       0.561358        45.8567        33.1345     
  1006.15        2500.00                 NaN            NaN   3.67496       0.798016E-004   8.18999                 NaN            NaN            NaN            NaN   8.58592       0.560856        45.8527        33.1355     
  1004.92        2500.00                 NaN            NaN   3.68046       0.779389E-004   8.18585                 NaN            NaN            NaN            NaN   8.58802       0.560359        45.8487        33.1365     
  1003.69        2500.00                 NaN            NaN   3.68593       0.780907E-004   8.18175                 NaN            NaN            NaN            NaN   8.59012       0.559853        45.8448        33.1375     
  1002.46        2500.00                 NaN            NaN   7.73691        4.43296                 NaN            NaN            NaN            NaN            NaN   8.72778       0.519032        45.3582        33.2251     
  1001.23        2500.00                 NaN            NaN   7.74195        4.43074                 NaN            NaN            NaN            NaN            NaN   8.73043       0.518340        45.3520        33.2265     
  1000.00        2500.00                 NaN            NaN   7.74754        4.42789                 NaN            NaN            NaN            NaN            NaN   8.73365       0.517673        45.3452        33.2280     
