|6.6.6
Archiving\03_Data\eq/QFM_m4.75/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1823.72        2500.00        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0122       0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0122       0.964173       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.0122       0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.0122       0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.0122       0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.0122       0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.0122       0.964168       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.0122       0.964168       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.0122       0.964167       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.0122       0.964167       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.0122       0.964166       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.0122       0.964166       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.0122       0.964165       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.0122       0.964165       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.0122       0.964164       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0122       0.964164       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0122       0.964163       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0122       0.964163       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0122       0.964162       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0122       0.964162       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0122       0.964161       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0122       0.964161       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.0122       0.964160       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.0122       0.964160       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.0122       0.964159       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.0122       0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.0122       0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.0122       0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.0122       0.964157       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        98.9916       0.964213       0.236664E-001            NaN  0.204869E-001            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        98.9695       0.964274       0.236679E-001            NaN  0.425285E-001            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        98.9421       0.964331       0.236693E-001  0.662028E-002  0.632393E-001            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        98.9059       0.964381       0.236706E-001  0.242576E-001  0.817700E-001            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.8697       0.964432       0.236718E-001  0.418969E-001  0.100303                 NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.8350       0.964481       0.236730E-001  0.588183E-001  0.118063                 NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        98.8002       0.964530       0.236742E-001  0.757415E-001  0.135825                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        98.7655       0.964578       0.236754E-001  0.926663E-001  0.153588                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        98.7307       0.964627       0.236766E-001  0.109593       0.171354                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        98.6960       0.964676       0.236778E-001  0.126521       0.189121                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        98.6613       0.964724       0.236790E-001  0.143451       0.206890                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        98.6265       0.964773       0.236802E-001  0.160383       0.224661                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.5917       0.964822       0.236814E-001  0.177316       0.242433                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        98.5584       0.964868       0.236825E-001  0.193591       0.259429                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        98.5251       0.964915       0.236837E-001  0.209868       0.276427                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        98.4921       0.964960       0.236848E-001  0.226026       0.293184                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        97.6265       0.964729       0.223550E-001  0.245391       0.210310       0.930721                 NaN            NaN            NaN            NaN
  1650.64        2500.00        96.7198       0.964473       0.209426E-001  0.264817       0.118504        1.91145                 NaN            NaN            NaN            NaN
  1647.44        2500.00        95.8136       0.964217       0.195310E-001  0.284233       0.267474E-001   2.89165                 NaN            NaN            NaN            NaN
  1644.23        2500.00        94.9497       0.964142       0.182558E-001  0.301870                 NaN   3.76606                 NaN            NaN            NaN            NaN
  1641.03        2500.00        94.1095       0.964141       0.170544E-001  0.318485                 NaN   4.59085                 NaN            NaN            NaN            NaN
  1637.82        2500.00        93.2896       0.964140       0.158616E-001  0.334855                 NaN   5.39559                 NaN            NaN            NaN            NaN
  1634.62        2500.00        92.4696       0.964140       0.146688E-001  0.351226                 NaN   6.20032                 NaN            NaN            NaN            NaN
  1631.41        2500.00        91.6497       0.964139       0.134759E-001  0.367596                 NaN   7.00505                 NaN            NaN            NaN            NaN
  1628.21        2500.00        90.8298       0.964138       0.122831E-001  0.383966                 NaN   7.80978                 NaN            NaN            NaN            NaN
  1625.00        2500.00        90.0312       0.964137       0.110894E-001  0.400127                 NaN   8.59344                 NaN            NaN            NaN            NaN
  1621.79        2500.00        88.7702       0.964138       0.103006E-001  0.404234                 NaN   9.13139       0.719770                 NaN            NaN            NaN
  1618.59        2500.00        86.9268       0.964139       0.100487E-001  0.391636                 NaN   9.31636        2.39105                 NaN            NaN            NaN
  1615.38        2500.00        85.0833       0.964141       0.979678E-002  0.379038                 NaN   9.50134        4.06234                 NaN            NaN            NaN
  1612.18        2500.00        83.5116       0.964143       0.960671E-002  0.364408                 NaN   9.64630        5.50391                 NaN            NaN            NaN
  1608.97        2500.00        81.9399       0.964144       0.941664E-002  0.349778                 NaN   9.79127        6.94547                 NaN            NaN            NaN
  1605.77        2500.00        80.3682       0.964146       0.922657E-002  0.335148                 NaN   9.93623        8.38704                 NaN            NaN            NaN
  1602.56        2500.00        78.7965       0.964147       0.903650E-002  0.320518                 NaN   10.0812        9.82862                 NaN            NaN            NaN
  1599.36        2500.00        77.2248       0.964149       0.884643E-002  0.305887                 NaN   10.2262        11.2702                 NaN            NaN            NaN
  1596.15        2500.00        75.6530       0.964150       0.865636E-002  0.291257                 NaN   10.3711        12.7118                 NaN            NaN            NaN
  1592.95        2500.00        74.0813       0.964152       0.846629E-002  0.276626                 NaN   10.5161        14.1534                 NaN            NaN            NaN
  1589.74        2500.00        72.5095       0.964153       0.827621E-002  0.261996                 NaN   10.6611        15.5950                 NaN            NaN            NaN
  1586.54        2500.00        71.2500       0.964154       0.815597E-002  0.243807                 NaN   10.7609        16.7730                 NaN            NaN            NaN
  1583.33        2500.00        69.9905       0.964156       0.803573E-002  0.225618                 NaN   10.8606        17.9510                 NaN            NaN            NaN
  1580.13        2500.00        68.7310       0.964157       0.791548E-002  0.207429                 NaN   10.9604        19.1291                 NaN            NaN            NaN
  1576.92        2500.00        67.4715       0.964158       0.779524E-002  0.189240                 NaN   11.0602        20.3071                 NaN            NaN            NaN
  1573.72        2500.00        66.2120       0.964159       0.767499E-002  0.171051                 NaN   11.1600        21.4851                 NaN            NaN            NaN
  1570.51        2500.00        64.9524       0.964161       0.755475E-002  0.152862                 NaN   11.2598        22.6632                 NaN            NaN            NaN
  1567.31        2500.00        63.6929       0.964162       0.743450E-002  0.134673                 NaN   11.3596        23.8412                 NaN            NaN            NaN
  1564.10        2500.00        62.4334       0.964163       0.731425E-002  0.116484                 NaN   11.4594        25.0193                 NaN            NaN            NaN
  1560.90        2500.00        61.3324       0.964164       0.722697E-002  0.952358E-001            NaN   11.5379        26.0631                 NaN            NaN            NaN
  1557.69        2500.00        60.2314       0.964165       0.713969E-002  0.739875E-001            NaN   11.6165        27.1068                 NaN            NaN            NaN
  1554.49        2500.00        59.1304       0.964166       0.705240E-002  0.527391E-001            NaN   11.6950        28.1506                 NaN            NaN            NaN
  1551.28        2500.00        58.0294       0.964167       0.696512E-002  0.314907E-001            NaN   11.7736        29.1944                 NaN            NaN            NaN
  1548.08        2500.00        56.9789       0.964168       0.688744E-002  0.854299E-002            NaN   11.8462        30.1953                 NaN            NaN            NaN
  1544.87        2500.00        55.9818       0.964169       0.679243E-002            NaN            NaN   11.9287        31.1185                 NaN            NaN            NaN
  1541.67        2500.00        55.0350       0.964170       0.669542E-002            NaN            NaN   12.0098        31.9843                 NaN            NaN            NaN
  1538.46        2500.00        54.0881       0.964170       0.659842E-002            NaN            NaN   12.0910        32.8501                 NaN            NaN            NaN
  1535.26        2500.00        53.1814       0.964171       0.651574E-002            NaN            NaN   12.1634        33.6845                 NaN            NaN            NaN
  1532.05        2500.00        52.2747       0.964172       0.643306E-002            NaN            NaN   12.2358        34.5189                 NaN            NaN            NaN
  1528.85        2500.00        51.3680       0.964172       0.635038E-002            NaN            NaN   12.3082        35.3533                 NaN            NaN            NaN
  1525.64        2500.00        50.4613       0.964173       0.626770E-002            NaN            NaN   12.3806        36.1876                 NaN            NaN            NaN
  1522.44        2500.00        49.5845       0.964173       0.619822E-002            NaN            NaN   12.4441        37.0010                 NaN            NaN            NaN
  1519.23        2500.00        48.7076       0.964174       0.612874E-002            NaN            NaN   12.5076        37.8145                 NaN            NaN            NaN
  1516.03        2500.00        47.8475       0.964174       0.605696E-002            NaN            NaN   12.5736        38.6087                 NaN            NaN            NaN
  1512.82        2500.00        46.5472       0.964177       0.612982E-002            NaN            NaN   12.5506        37.7597        2.17212                 NaN            NaN
  1509.62        2500.00        45.1260       0.964180       0.619213E-002            NaN            NaN   12.5340        36.7767        4.59296                 NaN            NaN
  1506.41        2500.00        43.7047       0.964182       0.625444E-002            NaN            NaN   12.5175        35.7936        7.01383                 NaN            NaN
  1503.21        2500.00        42.2834       0.964185       0.631674E-002            NaN            NaN   12.5009        34.8105        9.43470                 NaN            NaN
  1500.00        2500.00        40.8621       0.964188       0.637905E-002            NaN            NaN   12.4844        33.8274        11.8556                 NaN            NaN
  1496.79        2500.00        39.3140       0.964191       0.639321E-002            NaN            NaN   12.5003        32.9894        13.9665       0.259156                 NaN
  1493.59        2500.00        37.5980       0.964193       0.634376E-002            NaN            NaN   12.5557        32.4871        1.51810        14.8705                 NaN
  1490.38        2500.00        37.5980       0.964193       0.634376E-002            NaN            NaN   12.5557        32.4871        1.51810        14.8705                 NaN
  1487.18        2500.00        34.3380       0.964197       0.626563E-002            NaN            NaN   12.6479        31.6304        16.4726        3.94069                 NaN
  1483.97        2500.00        32.8049       0.964198       0.624888E-002  0.128031E-002            NaN   12.6830        31.2855        17.1572        5.09769                 NaN
  1480.77        2500.00        31.2909       0.964200       0.625919E-002  0.345022E-001            NaN   12.6902        30.5718        6.18138        18.2608                 NaN
  1477.56        2500.00        31.2909       0.964200       0.625919E-002  0.345022E-001            NaN   12.6902        30.5718        6.18138        18.2608                 NaN
  1474.36        2500.00        28.4323       0.964204       0.629880E-002  0.948995E-001            NaN   12.6888        29.4906        20.0286        8.29430                 NaN
  1471.15        2500.00        28.4323       0.964204       0.629880E-002  0.948995E-001            NaN   12.6888        29.4906        20.0286        8.29430                 NaN
  1467.95        2500.00        28.4323       0.964204       0.629880E-002  0.948995E-001            NaN   12.6888        29.4906        20.0286        8.29430                 NaN
  1464.74        2500.00        28.4323       0.964204       0.629880E-002  0.948995E-001            NaN   12.6888        29.4906        20.0286        8.29430                 NaN
  1461.54        2500.00        23.3335       0.964209       0.646328E-002  0.200890                 NaN   12.6177        28.3844        12.2536        22.2392                 NaN
  1458.33        2500.00        23.3335       0.964209       0.646328E-002  0.200890                 NaN   12.6177        28.3844        12.2536        22.2392                 NaN
  1455.13        2500.00        21.0415       0.964211       0.658964E-002  0.251591                 NaN   12.5458        28.2111        14.1022        22.8769                 NaN
  1451.92        2500.00        19.9724       0.964212       0.666017E-002  0.276576                 NaN   12.5023        28.1931        14.9761        23.1086                 NaN
  1448.72        2500.00        18.2500       0.964214       0.648567E-002  0.305999                 NaN   12.6330        27.8044        23.9509        15.6740       0.410861     
  1445.51        2500.00        18.2500       0.964214       0.648567E-002  0.305999                 NaN   12.6330        27.8044        23.9509        15.6740       0.410861     
  1442.31        2500.00        18.2500       0.964214       0.648567E-002  0.305999                 NaN   12.6330        27.8044        23.9509        15.6740       0.410861     
  1439.10        2500.00        18.2500       0.964214       0.648567E-002  0.305999                 NaN   12.6330        27.8044        23.9509        15.6740       0.410861     
  1435.90        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1432.69        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1429.49        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1426.28        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1423.08        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1419.87        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1416.67        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1413.46        2500.00        11.9653       0.964225       0.545693E-002  0.402234                 NaN   13.3644        25.9145        27.6247        17.2494        2.50986     
  1410.26        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1407.05        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1403.85        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1400.64        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1397.44        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1394.23        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1391.03        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1387.82        2500.00        5.59274       0.964236       0.441960E-002  0.510997                 NaN   14.0589        24.2048        18.5322        31.1636        4.96805     
  1384.62        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1381.41        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1378.21        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1375.00        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1371.79        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1368.59        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1365.38        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1362.18        2500.00        2.24567       0.964241       0.391641E-002  0.576300                 NaN   14.3477        23.5533        32.8432        18.9045        6.56116     
  1358.97        2500.00       0.277947E-001  0.964244       0.364756E-002  0.622782                 NaN   14.4563        23.3257        18.9623        33.8382        7.79910     
  1355.77        2500.00                 NaN  0.964244       0.360607E-002  0.618788                 NaN   14.4744        23.5763        19.0287        33.4984        7.83563     
  1352.56        2500.00                 NaN  0.964243       0.356261E-002  0.613307                 NaN   14.4937        23.8655        19.1145        33.0881        7.85705     
  1349.36        2500.00                 NaN  0.964243       0.356261E-002  0.613307                 NaN   14.4937        23.8655        19.1145        33.0881        7.85705     
  1346.15        2500.00                 NaN  0.964243       0.347730E-002  0.603863                 NaN   14.5304        24.4168        19.2575        32.3237        7.89990     
  1342.95        2500.00                 NaN  0.964243       0.347730E-002  0.603863                 NaN   14.5304        24.4168        19.2575        32.3237        7.89990     
  1339.74        2500.00                 NaN  0.964243       0.347730E-002  0.603863                 NaN   14.5304        24.4168        19.2575        32.3237        7.89990     
  1336.54        2500.00                 NaN  0.964243       0.347730E-002  0.603863                 NaN   14.5304        24.4168        19.2575        32.3237        7.89990     
  1333.33        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1330.13        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1326.92        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1323.72        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1320.51        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1317.31        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1314.10        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1310.90        2500.00                 NaN  0.964243       0.330775E-002  0.588185                 NaN   14.6013        25.4496        19.4871        30.9212        7.98502     
  1307.69        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1304.49        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1301.28        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1298.08        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1294.87        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1291.67        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1288.46        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1285.26        2500.00                 NaN  0.964242       0.298350E-002  0.567712                 NaN   14.7252        27.2969        19.8199        28.4807        8.14235     
  1282.05        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
