|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/TAY13/TAY13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1445.34        500.000                 NaN   99.4718                 NaN            NaN  0.528159                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.93        500.000                 NaN   99.4701                 NaN            NaN  0.529942                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.51        500.000                 NaN   99.4572                 NaN            NaN  0.183010E-001  0.524490                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000                 NaN   99.2676                 NaN            NaN  0.364161       0.368251                 NaN            NaN            NaN            NaN            NaN
  1439.69        500.000                 NaN   98.7322                 NaN            NaN  0.797792       0.470006                 NaN            NaN            NaN            NaN            NaN
  1438.27        500.000                 NaN   99.6664                 NaN            NaN  0.209701       0.123898                 NaN            NaN            NaN            NaN            NaN
  1436.86        500.000                 NaN   99.2082                 NaN            NaN  0.498083       0.293759                 NaN            NaN            NaN            NaN            NaN
  1435.45        500.000                 NaN   99.2150                 NaN            NaN  0.493517       0.291446                 NaN            NaN            NaN            NaN            NaN
  1434.03        500.000                 NaN   99.2210                 NaN            NaN  0.288994       0.489963                 NaN            NaN            NaN            NaN            NaN
  1432.62        500.000                 NaN   99.2280                 NaN            NaN  0.485777       0.286226                 NaN            NaN            NaN            NaN            NaN
  1431.20        500.000                 NaN   99.2329                 NaN            NaN  0.483580       0.283542                 NaN            NaN            NaN            NaN            NaN
  1429.79        500.000                 NaN   99.2416                 NaN            NaN  0.280779       0.477573                 NaN            NaN            NaN            NaN            NaN
  1428.38        500.000                 NaN   99.2476                 NaN            NaN  0.277886       0.474538                 NaN            NaN            NaN            NaN            NaN
  1426.96        500.000                 NaN   99.2536                 NaN            NaN  0.470350       0.276073                 NaN            NaN            NaN            NaN            NaN
  1425.55        500.000                 NaN   99.2589                 NaN            NaN  0.467639       0.273427                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000                 NaN   99.2650                 NaN            NaN  0.271030       0.463930                 NaN            NaN            NaN            NaN            NaN
  1422.72        500.000                 NaN   99.2706                 NaN            NaN  0.268815       0.460545                 NaN            NaN            NaN            NaN            NaN
  1421.31        500.000                 NaN   99.2762                 NaN            NaN  0.266453       0.457349                 NaN            NaN            NaN            NaN            NaN
  1419.89        500.000                 NaN   99.2822                 NaN            NaN  0.453773       0.264070                 NaN            NaN            NaN            NaN            NaN
  1418.48        500.000                 NaN   99.2878                 NaN            NaN  0.450046       0.262200                 NaN            NaN            NaN            NaN            NaN
  1417.07        500.000                 NaN   99.2936                 NaN            NaN  0.447025       0.259419                 NaN            NaN            NaN            NaN            NaN
  1415.65        500.000                 NaN   98.3261                 NaN            NaN  0.531252       0.706541                 NaN  0.436135                 NaN            NaN            NaN
  1414.24        500.000                 NaN   98.1096                 NaN            NaN  0.807783       0.543524                 NaN  0.539064                 NaN            NaN            NaN
  1412.83        500.000                 NaN   98.1447                 NaN            NaN  0.533345       0.792866                 NaN  0.529120                 NaN            NaN            NaN
  1411.41        500.000                 NaN   98.1778                 NaN            NaN  0.778879       0.523555                 NaN  0.519791                 NaN            NaN            NaN
  1410.00        500.000                 NaN   98.3060                 NaN            NaN  0.723859       0.486936                 NaN  0.483249                 NaN            NaN            NaN
  1408.58        500.000                 NaN   98.1501                 NaN            NaN  0.791238       0.531075                 NaN  0.527616                 NaN            NaN            NaN
  1407.17        500.000                 NaN   98.2737                 NaN            NaN  0.738641       0.495184                 NaN  0.492488                 NaN            NaN            NaN
  1405.76        500.000                 NaN   98.3034                 NaN            NaN  0.725955       0.486687                 NaN  0.484003                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.3308                 NaN            NaN  0.714206       0.478940                 NaN  0.476095                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.3595                 NaN            NaN  0.702482       0.470005                 NaN  0.468056                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.3884                 NaN            NaN  0.461460       0.690490                 NaN  0.459673                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.4148                 NaN            NaN  0.453663       0.679344                 NaN  0.452232                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.4406                 NaN            NaN  0.668539       0.446125                 NaN  0.444766                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.4651                 NaN            NaN  0.439139       0.658069                 NaN  0.437706                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.4869                 NaN            NaN  0.648968       0.432635                 NaN  0.431463                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.5173                 NaN            NaN  0.422906       0.637263                 NaN  0.422547                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.5371                 NaN            NaN  0.628620       0.417302                 NaN  0.416936                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.5587                 NaN            NaN  0.619587       0.410946                 NaN  0.410731                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.5824                 NaN            NaN  0.609871       0.403677                 NaN  0.404037                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.6028                 NaN            NaN  0.601453       0.397711                 NaN  0.398018                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.6233                 NaN            NaN  0.593142       0.391489                 NaN  0.392109                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.6426                 NaN            NaN  0.585613       0.385489                 NaN  0.386331                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.6637                 NaN            NaN  0.576737       0.379218                 NaN  0.380366                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.6824                 NaN            NaN  0.569040       0.373676                 NaN  0.374930                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.7016                 NaN            NaN  0.561139       0.367988                 NaN  0.369302                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.7196                 NaN            NaN  0.553895       0.362471                 NaN  0.364047                 NaN            NaN            NaN
  1378.89        500.000                 NaN   97.2939                 NaN            NaN  0.762872        1.17301                 NaN  0.770241                 NaN            NaN            NaN
  1377.48        500.000                 NaN   99.9880                 NaN            NaN            NaN            NaN            NaN  0.120311E-001            NaN            NaN            NaN
  1376.07        500.000                 NaN   99.0146                 NaN            NaN  0.430074       0.285381                 NaN  0.269970                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.7901                 NaN            NaN  0.525257       0.341251                 NaN  0.343415                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.8048                 NaN            NaN  0.519057       0.336911                 NaN  0.339247                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.8218                 NaN            NaN  0.512912       0.331153                 NaN  0.334179                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.8376                 NaN            NaN  0.326663       0.506237                 NaN  0.329471                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.8522                 NaN            NaN  0.322208       0.500373                 NaN  0.325219                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.8678                 NaN            NaN  0.317271       0.494279                 NaN  0.320688                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.8824                 NaN            NaN  0.488426       0.312714                 NaN  0.316435                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.8960                 NaN            NaN  0.482904       0.308765                 NaN  0.312359                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.9099                 NaN            NaN  0.477550       0.304319                 NaN  0.308244                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.9240                 NaN            NaN  0.299990       0.471857                 NaN  0.304182                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.9370                 NaN            NaN  0.296006       0.466738                 NaN  0.300210                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.9509                 NaN            NaN  0.291663       0.461330                 NaN  0.296145                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.9632                 NaN            NaN  0.287230       0.456926                 NaN  0.292659                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.9762                 NaN            NaN  0.284027       0.451122                 NaN  0.288652                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.9876                 NaN            NaN  0.280497       0.446658                 NaN  0.285200                 NaN            NaN            NaN
  1353.45        500.000                 NaN   99.0003                 NaN            NaN  0.276202       0.441985                 NaN  0.281505                 NaN            NaN            NaN
  1352.03        500.000                 NaN   99.0115                 NaN            NaN  0.437574       0.272717                 NaN  0.278162                 NaN            NaN            NaN
  1350.62        500.000                 NaN   99.0243                 NaN            NaN  0.268841       0.432526                 NaN  0.274363                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.0347                 NaN            NaN  0.265652       0.428330                 NaN  0.271290                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.0452                 NaN            NaN  0.262421       0.424138                 NaN  0.268222                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.0577                 NaN            NaN  0.258107       0.419749                 NaN  0.264406                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.0685                 NaN            NaN  0.415390       0.254772                 NaN  0.261296                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.0793       0.464745E-005            NaN  0.410771       0.251924                 NaN  0.258015                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.0876                 NaN            NaN  0.248991       0.407894                 NaN  0.255556                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.0995                 NaN            NaN  0.245036       0.403533                 NaN  0.251960                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.1086       0.134362E-005            NaN  0.242391       0.399744                 NaN  0.249216                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.1265       0.139455                 NaN  0.309555       0.164882                 NaN  0.259634                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.1556       0.157367                 NaN  0.124574       0.310624                 NaN  0.251807                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.1575       0.146937                 NaN  0.140976       0.303990                 NaN  0.250647                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.1676       0.146872                 NaN  0.301710       0.136213                 NaN  0.247570                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.1774       0.146266                 NaN  0.132649       0.299181                 NaN  0.244508                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.1868       0.146006                 NaN  0.129173       0.296344                 NaN  0.241656                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.1959       0.146355                 NaN  0.294934       0.123834                 NaN  0.238928                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.2063       0.143849                 NaN  0.123873       0.290586                 NaN  0.235360                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.2155       0.143844                 NaN  0.119846       0.288157                 NaN  0.232638                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.2227       0.143329                 NaN  0.117258       0.286209                 NaN  0.230522                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.2325       0.141483                 NaN  0.115829       0.283080                 NaN  0.227102                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.2423       0.141588                 NaN  0.280390       0.111417                 NaN  0.224264                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.2514       0.140630                 NaN  0.277842       0.108790                 NaN  0.221347                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.2591       0.139753                 NaN  0.106852       0.275322                 NaN  0.218931                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.2631       0.137899                 NaN  0.265926       0.114206                 NaN  0.218900                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.2793       0.138550                 NaN  0.277419       0.935270E-001            NaN  0.211218                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.2833       0.136185                 NaN  0.267654       0.101714                 NaN  0.211105                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.2919       0.135644                 NaN  0.264907       0.990535E-001            NaN  0.208545                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.2991       0.134189                 NaN  0.262150       0.983679E-001            NaN  0.206143                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.3074       0.133127                 NaN  0.259876       0.960824E-001            NaN  0.203497                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.3144       0.131287                 NaN  0.960096E-001  0.257131                 NaN  0.201133                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.3222       0.130425                 NaN  0.939127E-001  0.254725                 NaN  0.198703                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.3297       0.129271                 NaN  0.252282       0.924495E-001            NaN  0.196318                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.3366       0.127560                 NaN  0.250023       0.918040E-001            NaN  0.193967                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.3440       0.126514                 NaN  0.904695E-001  0.247320                 NaN  0.191681                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.3506       0.123909                 NaN  0.244396       0.917710E-001            NaN  0.189329                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.3572       0.123026                 NaN  0.242114       0.903834E-001            NaN  0.187285                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.3646       0.120975                 NaN  0.238992       0.906615E-001            NaN  0.184811                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.3708       0.119375                 NaN  0.236762       0.903764E-001            NaN  0.182730                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.3772       0.119115                 NaN  0.234914       0.878910E-001            NaN  0.180841                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.3843       0.114992                 NaN  0.230692       0.918002E-001            NaN  0.178179                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.3903       0.114473                 NaN  0.894470E-001  0.229528                 NaN  0.176256                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.3962       0.112794                 NaN  0.226919       0.897463E-001            NaN  0.174347                 NaN            NaN            NaN
  1291.24        500.000                 NaN   99.4024       0.110700                 NaN  0.224058       0.905452E-001            NaN  0.172275                 NaN            NaN            NaN
  1289.83        500.000                 NaN   99.4089       0.109536                 NaN  0.899987E-001  0.221243                 NaN  0.170308                 NaN            NaN            NaN
  1288.41        500.000                 NaN   99.4144       0.106820                 NaN  0.922579E-001  0.218146                 NaN  0.168333                 NaN            NaN            NaN
  1287.00        500.000                 NaN   97.7250       0.722024E-001            NaN  0.477599       0.350675                 NaN  0.347646        1.02684                 NaN            NaN
  1285.58        500.000                 NaN   88.9633                 NaN            NaN   1.10124        2.29871                 NaN   1.28753        6.34919                 NaN            NaN
  1284.17        500.000                 NaN   89.9334                 NaN            NaN   1.01056        2.10822                 NaN   1.18165        5.76623                 NaN            NaN
  1282.76        500.000                 NaN   90.8082                 NaN            NaN  0.926892        1.93278                 NaN   1.08509        5.24703                 NaN            NaN
  1281.34        500.000                 NaN   91.5190                 NaN            NaN  0.859837        1.79274                 NaN   1.00670        4.82168                 NaN            NaN
  1279.93        500.000                 NaN   92.1604                 NaN            NaN  0.797122        1.66445                 NaN  0.935400        4.44267                 NaN            NaN
  1278.52        500.000                 NaN   92.6943                 NaN            NaN   1.56092       0.744692                 NaN  0.876272        4.12384                 NaN            NaN
  1277.10        500.000                 NaN   93.1877                 NaN            NaN  0.695466        1.46265                 NaN  0.820880        3.83328                 NaN            NaN
  1275.69        500.000                 NaN   93.6280                 NaN            NaN   1.37547       0.650400                 NaN  0.771358        3.57476                 NaN            NaN
  1274.27        500.000                 NaN   94.0057                 NaN            NaN  0.610317        1.30280                 NaN  0.728793        3.35235                 NaN            NaN
  1272.86        500.000                 NaN   94.3279                 NaN            NaN  0.575454        1.24300                 NaN  0.692851        3.16075                 NaN            NaN
  1271.45        500.000                 NaN   94.6519                 NaN            NaN  0.542139        1.17793                 NaN  0.655507        2.97252                 NaN            NaN
  1270.03        500.000                 NaN   94.9262                 NaN            NaN  0.511903        1.12491                 NaN  0.624191        2.81281                 NaN            NaN
  1268.62        500.000                 NaN   95.1786                 NaN            NaN  0.482883        1.07807                 NaN  0.595202        2.66530                 NaN            NaN
  1267.21        500.000                 NaN   95.4029                 NaN            NaN   1.03833       0.455233                 NaN  0.569449        2.53408                 NaN            NaN
  1265.79        500.000                 NaN   95.6175                 NaN            NaN  0.429771       0.997812                 NaN  0.544486        2.41047                 NaN            NaN
  1264.38        500.000                 NaN   95.8077                 NaN            NaN  0.404045       0.966131                 NaN  0.522510        2.29958                 NaN            NaN
  1262.96        500.000                 NaN   95.9903                 NaN            NaN  0.933071       0.381036                 NaN  0.500961        2.19466                 NaN            NaN
  1261.55        500.000                 NaN   96.1468                 NaN            NaN  0.356464       0.910494                 NaN  0.482696        2.10350                 NaN            NaN
  1260.14        500.000                 NaN   96.2820                 NaN            NaN  0.897037       0.330101                 NaN  0.467043        2.02384                 NaN            NaN
  1258.72        500.000                 NaN   96.4411                 NaN            NaN  0.307018       0.870191                 NaN  0.447849        1.93389                 NaN            NaN
  1257.31        500.000                 NaN   96.5674                 NaN            NaN  0.859494       0.278938                 NaN  0.432888        1.86124                 NaN            NaN
  1255.89        500.000                 NaN   96.6883                 NaN            NaN  0.850927       0.250481                 NaN  0.418466        1.79182                 NaN            NaN
  1254.48        500.000                 NaN   96.8085                 NaN            NaN  0.223666       0.839683                 NaN  0.403771        1.72441                 NaN            NaN
