|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/TAY13/TAY13_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1381.72        500.000                 NaN   98.8806                 NaN            NaN  0.451112       0.300536                 NaN  0.367734                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.8973                 NaN            NaN  0.444731       0.295708                 NaN  0.362242                 NaN            NaN            NaN
  1378.89        500.000                 NaN   97.6691                 NaN            NaN  0.622412       0.941714                 NaN  0.766782                 NaN            NaN            NaN
  1377.48        500.000                 NaN   99.9881                 NaN            NaN            NaN            NaN            NaN  0.119316E-001            NaN            NaN            NaN
  1376.07        500.000                 NaN   99.1561                 NaN            NaN  0.343951       0.231955                 NaN  0.267967                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.9625                 NaN            NaN  0.419632       0.277153                 NaN  0.340733                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.9762                 NaN            NaN  0.414152       0.273322                 NaN  0.336354                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.9919                 NaN            NaN  0.408718       0.268335                 NaN  0.331089                 NaN            NaN            NaN
  1370.41        500.000                 NaN   99.0065                 NaN            NaN  0.264402       0.402897                 NaN  0.326188                 NaN            NaN            NaN
  1369.00        500.000                 NaN   99.0200                 NaN            NaN  0.260509       0.397733                 NaN  0.321744                 NaN            NaN            NaN
  1367.58        500.000                 NaN   99.0343                 NaN            NaN  0.256225       0.392403                 NaN  0.317030                 NaN            NaN            NaN
  1366.17        500.000                 NaN   99.0479                 NaN            NaN  0.387284       0.252268                 NaN  0.312598                 NaN            NaN            NaN
  1364.76        500.000                 NaN   99.0605                 NaN            NaN  0.382396       0.248781                 NaN  0.308346                 NaN            NaN            NaN
  1363.34        500.000                 NaN   99.0733                 NaN            NaN  0.377675       0.244921                 NaN  0.304062                 NaN            NaN            NaN
  1361.93        500.000                 NaN   99.0863                 NaN            NaN  0.241177       0.372732                 NaN  0.299835                 NaN            NaN            NaN
  1360.52        500.000                 NaN   99.0984                 NaN            NaN  0.237710       0.368209                 NaN  0.295704                 NaN            NaN            NaN
  1359.10        500.000                 NaN   99.1111                 NaN            NaN  0.233953       0.363502                 NaN  0.291485                 NaN            NaN            NaN
  1357.69        500.000                 NaN   99.1224                 NaN            NaN  0.230151       0.359584                 NaN  0.287843                 NaN            NaN            NaN
  1356.27        500.000                 NaN   99.1344                 NaN            NaN  0.227313       0.354581                 NaN  0.283694                 NaN            NaN            NaN
  1354.86        500.000                 NaN   99.1451                 NaN            NaN  0.224229       0.350621                 NaN  0.280095                 NaN            NaN            NaN
  1353.45        500.000                 NaN   99.1567                 NaN            NaN  0.220547       0.346526                 NaN  0.276263                 NaN            NaN            NaN
  1352.03        500.000                 NaN   99.1671                 NaN            NaN  0.342635       0.217515                 NaN  0.272782                 NaN            NaN            NaN
  1350.62        500.000                 NaN   99.1787                 NaN            NaN  0.214193       0.338280                 NaN  0.268859                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.1884                 NaN            NaN  0.211408       0.334586                 NaN  0.265652                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.1981                 NaN            NaN  0.208561       0.330889                 NaN  0.262454                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.2095                 NaN            NaN  0.204937       0.327065                 NaN  0.258529                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.2193                 NaN            NaN  0.323308       0.202080                 NaN  0.255300                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.2292       0.330207E-005            NaN  0.319306       0.199577                 NaN  0.251909                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.2370                 NaN            NaN  0.197013       0.316653                 NaN  0.249325                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.2478                 NaN            NaN  0.193674       0.312888                 NaN  0.245635                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.2563       0.949186E-006            NaN  0.191373       0.309577                 NaN  0.242781                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.2775       0.983177E-001            NaN  0.244095       0.127414                 NaN  0.252718                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.3035       0.110791                 NaN  0.962360E-001  0.244644                 NaN  0.244877                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.3053       0.103246                 NaN  0.108744       0.239135                 NaN  0.243537                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.3147       0.103017                 NaN  0.237048       0.104937                 NaN  0.240336                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.3236       0.102393                 NaN  0.102057       0.234777                 NaN  0.237154                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.3323       0.102013                 NaN  0.992604E-001  0.232256                 NaN  0.234183                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.3406       0.102088                 NaN  0.230906       0.950390E-001            NaN  0.231336                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.3501       0.100110                 NaN  0.949359E-001  0.227191                 NaN  0.227681                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.3584       0.999467E-001            NaN  0.917299E-001  0.225027                 NaN  0.224851                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.3652       0.994027E-001            NaN  0.896168E-001  0.223193                 NaN  0.222611                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.3740       0.979292E-001            NaN  0.884343E-001  0.220499                 NaN  0.219117                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.3829       0.978305E-001            NaN  0.218175       0.849543E-001            NaN  0.216189                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.3910       0.969919E-001            NaN  0.215937       0.828472E-001            NaN  0.213192                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.3981       0.962145E-001            NaN  0.812685E-001  0.213717                 NaN  0.210682                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.4019       0.947599E-001            NaN  0.206147       0.867565E-001            NaN  0.210470                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.4163       0.950475E-001            NaN  0.214824       0.709505E-001            NaN  0.202906                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.4201       0.932525E-001            NaN  0.207008       0.770623E-001            NaN  0.202624                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.4277       0.927185E-001            NaN  0.204658       0.749599E-001            NaN  0.199994                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.4343       0.915567E-001            NaN  0.202284       0.743468E-001            NaN  0.197521                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.4417       0.906785E-001            NaN  0.200290       0.725324E-001            NaN  0.194818                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.4480       0.892538E-001            NaN  0.723832E-001  0.197936                 NaN  0.192391                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.4550       0.885183E-001            NaN  0.707192E-001  0.195873                 NaN  0.189905                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.4616       0.875899E-001            NaN  0.193766       0.695364E-001            NaN  0.187465                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.4679       0.862795E-001            NaN  0.191793       0.689661E-001            NaN  0.185064                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.4745       0.854418E-001            NaN  0.678783E-001  0.189500                 NaN  0.182728                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.4803       0.835130E-001            NaN  0.187039       0.687706E-001            NaN  0.180335                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.4862       0.827811E-001            NaN  0.185087       0.676539E-001            NaN  0.178238                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.4927       0.812487E-001            NaN  0.182485       0.677787E-001            NaN  0.175737                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.4983       0.800465E-001            NaN  0.180574       0.674862E-001            NaN  0.173613                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.5040       0.797568E-001            NaN  0.178987       0.655544E-001            NaN  0.171677                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.5102       0.768459E-001            NaN  0.175536       0.683869E-001            NaN  0.169010                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.5155       0.763769E-001            NaN  0.665587E-001  0.174470                 NaN  0.167049                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.5208       0.751267E-001            NaN  0.172288       0.667084E-001            NaN  0.165104                 NaN            NaN            NaN
  1291.24        500.000                 NaN   99.5262       0.736170E-001            NaN  0.169916       0.672215E-001            NaN  0.163010                 NaN            NaN            NaN
  1289.83        500.000                 NaN   99.5319       0.727278E-001            NaN  0.667473E-001  0.167611                 NaN  0.161018                 NaN            NaN            NaN
  1288.41        500.000                 NaN   99.5368       0.708101E-001            NaN  0.683378E-001  0.165062                 NaN  0.159022                 NaN            NaN            NaN
  1287.00        500.000                 NaN   97.9596       0.478130E-001            NaN  0.353729       0.265327                 NaN  0.328584        1.04494                 NaN            NaN
  1285.58        500.000                 NaN   89.7292                 NaN            NaN  0.836530        1.70923                 NaN   1.22435        6.50068                 NaN            NaN
  1284.17        500.000                 NaN   90.6501                 NaN            NaN  0.765316        1.56286                 NaN   1.12273        5.89903                 NaN            NaN
  1282.76        500.000                 NaN   91.4776                 NaN            NaN  0.700043        1.42893                 NaN   1.03009        5.36333                 NaN            NaN
  1281.34        500.000                 NaN   92.1511                 NaN            NaN  0.647567        1.32184                 NaN  0.954891        4.92459                 NaN            NaN
  1279.93        500.000                 NaN   92.7568                 NaN            NaN  0.598738        1.22418                 NaN  0.886498        4.53374                 NaN            NaN
  1278.52        500.000                 NaN   93.2623                 NaN            NaN   1.14515       0.557830                 NaN  0.829767        4.20493                 NaN            NaN
  1277.10        500.000                 NaN   93.7279                 NaN            NaN  0.519628        1.07054                 NaN  0.776634        3.90533                 NaN            NaN
  1275.69        500.000                 NaN   94.1428                 NaN            NaN   1.00448       0.484751                 NaN  0.729136        3.63879                 NaN            NaN
  1274.27        500.000                 NaN   94.4992                 NaN            NaN  0.453747       0.949322                 NaN  0.688293        3.40947                 NaN            NaN
  1272.86        500.000                 NaN   94.8040                 NaN            NaN  0.426703       0.903747                 NaN  0.653772        3.21182                 NaN            NaN
  1271.45        500.000                 NaN   95.1085                 NaN            NaN  0.401033       0.854693                 NaN  0.617958        3.01781                 NaN            NaN
  1270.03        500.000                 NaN   95.3667                 NaN            NaN  0.377730       0.814625                 NaN  0.587893        2.85309                 NaN            NaN
  1268.62        500.000                 NaN   95.6044                 NaN            NaN  0.355488       0.779101                 NaN  0.560065        2.70098                 NaN            NaN
  1267.21        500.000                 NaN   95.8158                 NaN            NaN  0.748915       0.334331                 NaN  0.535327        2.56563                 NaN            NaN
  1265.79        500.000                 NaN   96.0172                 NaN            NaN  0.314883       0.718359                 NaN  0.511365        2.43817                 NaN            NaN
  1264.38        500.000                 NaN   96.1963                 NaN            NaN  0.295334       0.694303                 NaN  0.490252        2.32379                 NaN            NaN
  1262.96        500.000                 NaN   96.3675                 NaN            NaN  0.669390       0.277879                 NaN  0.469570        2.21562                 NaN            NaN
  1261.55        500.000                 NaN   96.5151                 NaN            NaN  0.259334       0.652024                 NaN  0.452005        2.12155                 NaN            NaN
  1260.14        500.000                 NaN   96.6430                 NaN            NaN  0.641270       0.239541                 NaN  0.436916        2.03923                 NaN            NaN
  1258.72        500.000                 NaN   96.7914                 NaN            NaN  0.222301       0.621154                 NaN  0.418528        1.94662                 NaN            NaN
  1257.31        500.000                 NaN   96.9102                 NaN            NaN  0.612556       0.201495                 NaN  0.404136        1.87162                 NaN            NaN
  1255.89        500.000                 NaN   97.0237                 NaN            NaN  0.605562       0.180498                 NaN  0.390271        1.79999                 NaN            NaN
