|6.6.6
Archiving\03_Data\frac/QFM_m0.25/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1892.23        2500.00        99.5407                 NaN  0.459337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4952                 NaN  0.459336       0.454838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3931                 NaN            NaN  0.605676       0.123767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4015                 NaN            NaN  0.598532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4002                 NaN            NaN  0.599576       0.259122E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3960                 NaN            NaN  0.596759       0.719842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3937                 NaN            NaN  0.591977       0.143728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3918                 NaN            NaN  0.593694       0.144601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4006                 NaN            NaN  0.585171       0.142223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4001                 NaN            NaN  0.585653       0.142914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4006                 NaN            NaN  0.585143       0.142696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4038                 NaN            NaN  0.582029       0.141884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4058                 NaN            NaN  0.580051       0.141659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3742                 NaN            NaN  0.610883       0.149393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5872                 NaN            NaN  0.402968       0.985006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2635                 NaN            NaN  0.718893       0.175941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4151                 NaN            NaN  0.571000       0.139089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4140                 NaN            NaN  0.572070       0.139598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4152                 NaN            NaN  0.570941       0.139086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4159                 NaN            NaN  0.570208       0.138982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4167                 NaN            NaN  0.569465       0.138706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4173                 NaN            NaN  0.568849       0.138268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4178                 NaN            NaN  0.568417       0.138119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4188                 NaN            NaN  0.567461       0.137574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4190                 NaN            NaN  0.567232       0.137817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4208                 NaN            NaN  0.565525       0.136544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4206                 NaN            NaN  0.565779       0.136485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4200                 NaN            NaN  0.566351       0.136296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        98.4674                 NaN            NaN   1.49759       0.349890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00       100.0000                 NaN            NaN  0.125919E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.7612                 NaN            NaN  0.233011       0.579600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4176                 NaN            NaN  0.568797       0.135536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4205                 NaN            NaN  0.566032       0.134446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4190                 NaN            NaN  0.567592       0.134546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.6178                 NaN            NaN  0.373424       0.881488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.7753                 NaN            NaN  0.219522       0.519302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        98.8561                 NaN            NaN   1.11773       0.262137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4131                 NaN            NaN  0.573487       0.133995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4135                 NaN            NaN  0.573126       0.133376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4144                 NaN            NaN  0.572377       0.132414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4135                 NaN            NaN  0.573246       0.132474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4103                 NaN            NaN  0.576497       0.132498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4097                 NaN            NaN  0.577094       0.131965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4072                 NaN            NaN  0.579582       0.132108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4060                 NaN            NaN  0.580782       0.131705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4041                 NaN            NaN  0.582758       0.131524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4152                 NaN            NaN  0.571972       0.128157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3847                 NaN            NaN  0.601836       0.134296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3976                 NaN            NaN  0.589366       0.130578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.2666                 NaN            NaN  0.717535       0.158445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5224                 NaN            NaN  0.467388       0.102508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3861                 NaN            NaN  0.600767       0.130954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3915                 NaN            NaN  0.595622       0.129176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.0967                 NaN            NaN  0.884255       0.190350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.7084                 NaN            NaN  0.285498       0.610910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3442                 NaN            NaN  0.642147       0.136802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3770                 NaN            NaN  0.610097       0.129041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3723                 NaN            NaN  0.614817       0.129330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3712                 NaN            NaN  0.615927       0.128762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3687                 NaN            NaN  0.618427       0.128406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3636                 NaN            NaN  0.623561       0.128650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3597                 NaN            NaN  0.627425       0.128882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3596                 NaN            NaN  0.627645       0.127847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3544                 NaN            NaN  0.632796       0.128041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3454                 NaN            NaN  0.641671       0.129131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3494                 NaN            NaN  0.637865       0.127092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3416                 NaN            NaN  0.645666       0.127746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3408                 NaN            NaN  0.646457       0.127166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3381                 NaN            NaN  0.649178       0.126960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3339                 NaN            NaN  0.653352       0.127060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00       0.133494E-001   97.0759                 NaN   2.86121       0.495096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.9291                 NaN            NaN  0.709304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3761                 NaN            NaN  0.612306       0.115493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.7834                 NaN            NaN  0.212570       0.400415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        98.7873                 NaN            NaN   1.19044       0.222821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        98.9110                 NaN            NaN   1.06912       0.198762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.7096                 NaN            NaN  0.285150       0.524589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3018                 NaN            NaN  0.685591       0.125764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2986                 NaN            NaN  0.688825       0.125519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.9575                 NaN            NaN   1.02397       0.185407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.6327                 NaN            NaN  0.360780       0.651952E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2898                 NaN            NaN  0.697667       0.125182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2857                 NaN            NaN  0.701762       0.125102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2827                 NaN            NaN  0.704768       0.124956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2813                 NaN            NaN  0.706267       0.124551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2796                 NaN            NaN  0.708005       0.124258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2753                 NaN            NaN  0.712215       0.124700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2771                 NaN            NaN  0.710549       0.123593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2712                 NaN            NaN  0.716405       0.124009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2678                 NaN            NaN  0.719828       0.124125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2710                 NaN            NaN  0.716690       0.123090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2669                 NaN            NaN  0.720786       0.123301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2649                 NaN            NaN  0.722798       0.123188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2637                 NaN            NaN  0.724054       0.122818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2633                 NaN            NaN  0.724459       0.122770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2631                 NaN            NaN  0.724655       0.122258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2613                 NaN            NaN  0.726444       0.122204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2594                 NaN            NaN  0.728342       0.122241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2576                 NaN            NaN  0.730224       0.122073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2656                 NaN            NaN  0.722336       0.120600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2227                 NaN            NaN  0.709008       0.113601E-001  0.569078E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2353                 NaN            NaN  0.274611                 NaN   1.49010                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2699                 NaN            NaN  0.269466                 NaN   1.46068                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2981                 NaN            NaN  0.266460                 NaN   1.43541                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3319                 NaN            NaN  0.260229                 NaN   1.40783                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3583                 NaN            NaN  0.255000                 NaN   1.38666                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3880                 NaN            NaN  0.250586                 NaN   1.36139                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4167                 NaN            NaN  0.246760                 NaN   1.33651                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3417                 NaN            NaN  0.257271                 NaN   1.40100                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.0991                 NaN            NaN  0.139153                 NaN  0.761717                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        97.9698                 NaN            NaN  0.311957                 NaN   1.71827                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5163                 NaN            NaN  0.226191                 NaN   1.25750                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3690                 NaN            NaN  0.251996                 NaN   1.37905                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7443                 NaN            NaN  0.189394                 NaN   1.06630                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.8968                 NaN            NaN  0.611706E-001            NaN  0.420725E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        97.3154                 NaN            NaN  0.360729                 NaN   2.32384                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6332                 NaN            NaN  0.189259                 NaN   1.17750                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6527                 NaN            NaN  0.219068                 NaN   1.12827                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6736                 NaN            NaN  0.199235                 NaN   1.12721                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6910                 NaN            NaN  0.195611                 NaN   1.11336                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7134                 NaN            NaN  0.191194                 NaN   1.09538                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7316                 NaN            NaN  0.188238                 NaN   1.08015                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7486                 NaN            NaN  0.184202                 NaN   1.06718                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7675                 NaN            NaN  0.180390                 NaN   1.05210                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7841                 NaN            NaN  0.175939                 NaN   1.03997                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7976                 NaN            NaN  0.170317                 NaN   1.03204                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8184                 NaN            NaN  0.167324                 NaN   1.01429                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8315                 NaN            NaN  0.165022                 NaN   1.00344                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8493                 NaN            NaN  0.163000                 NaN  0.987710                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.4116                 NaN            NaN  0.223672                 NaN   1.36474                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.3443                 NaN            NaN  0.868718E-001            NaN  0.568818                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8894                 NaN            NaN  0.157654                 NaN  0.952927                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9125                 NaN            NaN  0.147455                 NaN  0.940094                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9227                 NaN            NaN  0.147225                 NaN  0.930116                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9326                 NaN            NaN  0.143825                 NaN  0.923561                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9487                 NaN            NaN  0.142714                 NaN  0.908595                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9601                 NaN            NaN  0.138364                 NaN  0.901581                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9751                 NaN            NaN  0.134247                 NaN  0.890606                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9672                 NaN            NaN  0.151199                 NaN  0.881643                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0149                 NaN            NaN  0.124007                 NaN  0.861083                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0089                 NaN            NaN  0.126234                 NaN  0.864873                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0186                 NaN            NaN  0.123506                 NaN  0.857896                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0293                 NaN            NaN  0.120897                 NaN  0.849835                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0409                 NaN            NaN  0.117433                 NaN  0.841629                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0507                 NaN            NaN  0.113036                 NaN  0.836282                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0614                 NaN            NaN  0.113961                 NaN  0.824610                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0203                 NaN            NaN  0.143732                 NaN  0.835998                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1322                 NaN            NaN  0.810538E-001            NaN  0.786761                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9234                 NaN            NaN  0.120408                 NaN  0.956204                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2635                 NaN            NaN  0.814007E-001            NaN  0.655127                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1084                 NaN            NaN  0.993880E-001            NaN  0.792205                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1161                 NaN            NaN  0.960524E-001            NaN  0.787842                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1232                 NaN            NaN  0.906298E-001            NaN  0.786162                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1322                 NaN            NaN  0.949324E-001            NaN  0.772829                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1412                 NaN            NaN  0.856365E-001            NaN  0.773169                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1477                 NaN            NaN  0.834637E-001            NaN  0.768795                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8536                 NaN            NaN  0.115304                 NaN   1.03109                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.4705                 NaN            NaN  0.491814E-001            NaN  0.480350                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1654                 NaN            NaN  0.720251E-001            NaN  0.762546                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1761                 NaN            NaN  0.721784E-001            NaN  0.751739                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1816                 NaN            NaN  0.698941E-001            NaN  0.748489                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.4078                 NaN            NaN  0.553711E-001            NaN  0.536837                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9693                 NaN            NaN  0.680450E-001            NaN  0.962649                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1998                 NaN            NaN  0.608800E-001            NaN  0.739330                 NaN            NaN            NaN            NaN            NaN            NaN
